Rank	Word	Frequency
1	하야	771
2	말	186
3	우리	120
4	나	113
5	사람	111
6	宗敎	105
7	하얏다	103
8	하니	88
9	하나	85
10	안이	79
11	朝鮮	67
12	가티	66
13	日本	64
14	하엿다	63
15	自己	63
16	人類	59
17	생각	57
18	무엇	54
19	昌燮	52
20	그것	51
21	섯다	51
22	기사	49
23	또한	49
24	思想	49
25	다시	48
26	가지	47
27	소리	46
28	問題	46
29	中國	46
30	이오	45
31	事實	42
32	모든	40
33	로부터	40
34	信仰	40
35	이나	38
36	눈	38
37	以上	38
38	勿論	37
39	日本人	36
40	하얏스	35
41	人間	35
42	손	34
43	今日	34
44	이외	33
45	로써	33
46	社會	33
47	道德	33
48	잇스	32
49	大邱	32
50	보고	31
51	世界	31
52	朝鮮人	31
53	一種	31
54	世上	31
55	머리	30
56	如何	30
57	女子	29
58	너	29
59	집	28
60	무슨	28
61	香娘	28
62	가장	27
63	態度	27
64	더욱	26
65	참으로	26
66	理由	26
67	關係	26
68	同時	26
69	되엿다	26
70	人口	25
71	눈물	25
72	노래	25
73	制度	25
74	잡지	24
75	개벽	24
76	제호	24
77	발행	24
78	제목	24
79	형태	24
80	서서	24
81	第一	24
82	하라	24
83	마는	23
84	얼골	23
85	이란	23
86	사랑	23
87	本道	23
88	時代	23
89	牧師	23
90	東亞	23
91	물	22
92	多數	22
93	所謂	22
94	當時	22
95	生活	22
96	한번	22
97	오직	22
98	나이	21
99	그러케	21
100	必要	21
101	處女	21
102	晶愛	21
103	波蘭	20
104	生覺	20
105	其他	20
106	價値	20
107	하랴	20
108	靑年	20
109	安東	20
110	學校	20
111	進步	20
112	누구	19
113	不過	19
114	要求	19
115	가슴	19
116	現在	19
117	癩病	19
118	안코	18
119	일이	18
120	和蘭	18
121	結果	18
122	富者	18
123	하얏는데	18
124	바이	18
125	一般	18
126	慶北	18
127	다른	17
128	獨逸	17
129	運動	17
130	大戰	17
131	意味	17
132	苦痛	17
133	貧者	17
134	文壇	17
135	되얏다	17
136	敎育	17
137	個所	17
138	運命	17
139	동안	16
140	로서	16
141	나라	16
142	하겟다	16
143	幸福	16
144	마음	16
145	滿足	16
146	입	16
147	善山	16
148	人民	16
149	얼굴	16
150	비록	15
151	보아	15
152	하엿스	15
153	얼마나	15
154	世紀	15
155	歐洲	15
156	大槪	15
157	수가	15
158	다만	15
159	京城	15
160	確實	15
161	부터	15
162	成立	15
163	觀察	15
164	運命觀	15
165	이제	14
166	하얏	14
167	하노	14
168	地方	14
169	原因	14
170	모양	14
171	論戰	14
172	存在	14
173	거긔	14
174	組織	14
175	오히려	14
176	開城	14
177	亦是	14
178	가운	14
179	어대	14
180	洛東江	14
181	尙州	14
182	萬圓	14
183	救濟	14
184	硏究	14
185	편지	14
186	서로	13
187	잇슬	13
188	먼저	13
189	하리	13
190	市街	13
191	努力	13
192	相當	13
193	하든	13
194	金億	13
195	一切	13
196	主張	13
197	父母	13
198	經營	13
199	人生	13
200	저녁	13
201	업스	13
202	將來	13
203	發生	13
204	方法	13
205	今後	13
206	忠善	13
207	變遷	13
208	너희	13
209	要素	13
210	花羅	13
211	永淑	13
212	필자	12
213	여러	12
214	列國	12
215	有名	12
216	第回	12
217	目的	12
218	昨年	12
219	現代	12
220	만일	12
221	發表	12
222	自然	12
223	作品	12
224	불	12
225	過去	12
226	간다	12
227	一時	12
228	現像	12
229	觀念	12
230	最後	12
231	언덕	12
232	듯이	12
233	靈魂	12
234	自由	12
235	社會制度	12
236	知識	12
237	致國	12
238	업슬	11
239	이번	11
240	아모	11
241	永遠	11
242	根本的	11
243	不幸	11
244	利用	11
245	正當	11
246	스스로	11
247	겨우	11
248	只今	11
249	얼마	11
250	리하	11
251	지금	11
252	제비	11
253	안해	11
254	戶數	11
255	便利	11
256	醴泉	11
257	榮州	11
258	金泉	11
259	成績	11
260	甚多	11
261	慈善事業	11
262	階級	11
263	구름	11
264	유대	11
265	하나님	11
266	압흐	11
267	恩惠	11
268	否認	11
269	인사	11
270	옵바	11
271	大勢	11
272	鬪爭	11
273	如左	11
274	그이	10
275	까닭	10
276	압헤	10
277	白耳義	10
278	發見	10
279	和蘭國	10
280	感情	10
281	條約	10
282	各種	10
283	作文界	10
284	形成	10
285	感情的	10
286	偉大	10
287	貌樣	10
288	當局	10
289	手段	10
290	眞實	10
291	困難	10
292	아아	10
293	市場	10
294	民間	10
295	使用	10
296	東洋	10
297	勢力	10
298	古跡	10
299	新社會	10
300	缺陷	10
301	改造	10
302	平等愛	10
303	起源	10
304	英國	10
305	처음	9
306	되엿스	9
307	수도	9
308	모도	9
309	어듸	9
310	이면	9
311	잇슴	9
312	다가	9
313	全部	9
314	政府	9
315	前日	9
316	獨逸語	9
317	以後	9
318	잇슨	9
