**Header Section:**

Magazine Title: 삼천리 제14권 제1호
Publication Date: 1942년 01월 01일
Article Title: 西伯利亞の思ひ出 (Memories of Siberia)
Author: 每日新報 常務 金本東進 (舊名 金東進) (Maeil Sinbo Managing Director, Kim Pŏn-dong-jin (Kanemoto Tōshin), former name Kim Tong-jin)
Article Type: 回顧·手記 (Memoir/Reminiscence)

**Body Text Translation:**

Memories of Siberia
						Maeil Sinbo Managing Director, Kim Pŏn-dong-jin (Kanemoto Tōshin) (Former name: Kim Tong-jin)

I spent most of my youth in Siberia. Although when I say Siberia, it was mainly regions like the Maritime Province (沿海州), because I spent my most impressionable years there, memories of my time in Siberia still occasionally surface in my dreams, which troubles me.

The reason I came to wander around Siberia was that my uncle lived in Vladivostok (浦潮). My paternal uncle moved to Russia about fifty years ago, became naturalized there, and even became the village "Lǎoyé" (老爺 - respected elder), so everyone respectfully called him "Kim Lǎoyé-sama" (金老爺樣). This Lǎoyé uncle seemed to have made a considerable amount of money, and around 1917 (Taishō 6), I believe, he held deposits worth over one hundred thousand rubles in the Matsuda Banking Department (松田銀行部), the predecessor to the Bank of Chosŏn's Vladivostok branch. His reason for depositing Russian money in a Japanese bank was likely that he thought Japanese banks were more reliable, but Russian money was more valuable. Indeed, at that time, one ruble was worth slightly more than one yen, so his psychology was probably understandable. Although young, I had heard and seen a little, and advised him to quickly exchange it for Japanese currency. However, he seemed to think, "What's this cheeky brat saying?" and stubbornly refused to budge. But not long after, the ruble plummeted, again and again. Finally, he withdrew his deposits and came back carrying a full sack on his back, but it wasn't even enough to buy a single boat. If he hadn't been running a shipping business at that time, he probably would have gone mad from grief.

Actually, I was supposed to be adopted into the house of my uncle, the head of the main family (宗家), but while he was grieving over this, his young second wife gave birth to a boy, so the adoption plans were cancelled. If the ruble hadn't crashed, if my aunt hadn't had a child, and if I had been adopted into the Lǎoyé's house, my fate would certainly not have been what it has been. In any case, I ended up settling in Vladivostok because of this, but what made me keenly feel that Russia was a frightening country was the prevalence of theft and murder. On the second day after I arrived in Vladivostok, a Russian man in military attire was found collapsed inside the wooden fence of the children's park by the main river, his throat slit. Then, the very next day, a Chinese coolie was found dead with his <80> head split open at the Egersheld (エゲルセルト) pier. Rumors at the time were terrifying: thieves would fish up people walking on the pavement from the second floor in the middle of the night, kill them, and take their money; or robbers wearing gloves like Syameponchin(?) with needles embedded in the palms would strike people's faces, half-killing them. It was all just hair-raising talk, and I was too timid to go out much. I also heard that even among fellow Koreans, saying things like "He's a spy" or "He belongs to that faction," they would take guys they didn't like, put them alive into hemp sacks in the middle of the night, and throw them into the depths of Amur Bay (アムール灣). Hearing this, I secretly lamented, "Oh my, what a terrible place I've come to."

However, after only a short while, I got used to that life, and seeing one or two people dead no longer made me feel anything. Whether I became bolder or more cunning, I became, in any case, more "continental," and my life in Russia became increasingly interesting.

At that time, somewhere between 140,000-150,000 or perhaps as many as 200,000 Koreans lived in Siberia. They formed considerable villages mainly in the southern Ussuri (ウスリ) region, but also north from Khabarovsk (ハバロフスク) to Nikolaevsk (ニコラエスク), along the Amur Railway (アムール鐵道) line, and even on the north bank of the Amur River (黑龍江). Their livelihoods mostly consisted of opium cultivation, paddy farming (considerable paddy fields had already been reclaimed by then), and other agriculture. Besides that, many worked as migrant laborers in gold mines, fisheries, etc. Migrant work in fisheries seemed quite profitable; if they worked from early spring to early autumn, they could spend the whole winter idling and gambling. Since gambling came up, one impression that still hasn't faded is that below the Korean village in Vladivostok, there was a Chinatown. This Chinatown flourished catering to the Koreans from the village above, so there were all sorts of businesses. Among them were clandestine brothels and gambling dens, and the money Koreans earned through sweat and toil was almost entirely poured into there. Several of us youths planned to eliminate this den of vice. One day, pistols in hand, we raided [lit. broke into/raided - 乱入し] the place, chased out all the Koreans playing a gamble called "Yaba-i" (ヤバ井), dragged out the owner, and beat him half to death. Later, we heard that this guy was actually a bandit leader and would come for revenge, so we hid in Nikolsk for a while. In reality, Russia at that time was in a state of complete lawlessness, and each community had to provide for its own defense. The Korean community association (民會) handled not only minor criminal trials but even civil trials. When I attended middle school in Khabarovsk, I sometimes stayed in a naturalized Korean village called Taban (タバン), about ten *ri* southwest of Khabarovsk. It was right along the Ussuri River, where birch forests grew thickly. I often fished for river salmon here and rode those docile Russian horses out hunting. It was truly a youth reminiscent of Turgenev's *A Sportsman's Sketches*, unforgettable even now. Especially the joy of gliding through the birch forest in a sleigh (橇), wrapped in a *shuba* (fur coat) on a cold winter day, will likely be a memory I never forget for my entire life. Siberia lacks pine trees like those in Korea, but only at Bochkarevo (ポチカレオ), the branch point from the Amur Railway to Blagoveshchensk (ブラゴヱチエンスク), was there a forest of these pines, which delighted us. In this village of Bochkarevo lived the daughter of a retired colonel named Valya (ワーリヤ). <81> She was quite beautiful, so I often visited her house, and we frequently walked arm in arm through that pine forest. Northwest of Bochkarevo is a town called Alekseyevsk (アレキセフスク). It is the base station leading to the Zeya (ゼーヤ) region, Siberia's largest placer gold mining area, and I believe the Amur Railway Bureau was located there at the time, making it bustling. I often took that Valya out there; this too must be a romance of youth. I heard this story after returning to Korea, but apparently near this Alekseyevsk, factions like the Irkutsk (イルクツスク) group and the Shanghai (上海) group clashed due to Communist Party friction (軌轢), resulting in several thousand deaths. Such is the extremity of partisan conflict.

I once intended to go to Moscow (莫斯科) but got as far as Chita (チタ) before being turned back. Near Chita, at the western end of the Amur Railway, there is a station called Mogocha (モゴチヤ). Rumor has it that this is where Katyusha (カチユーシヤ) from Tolstoy's (トルストイ) *Resurrection* was exiled to Siberia. Whether true or not, I became terribly sentimental.

My national language (Japanese) is very poor, but this too is because it was learned in Russia, so it's amusing. At the Far Eastern University (極東大學) in Vladivostok, there was a lecturer named Maeda (前田), a priest from the Vladivostok Honganji Temple (浦汐本願寺). This man was very kind to me and often taught me Japanese. I received lectures on the *Man'yōshū* from him as well. Besides him, there was my second cousin (又從兄), a university senior named Kim Roman Nikolaevich (金ロマン、ニコラエウイチ). He was born in Russia but graduated from Keio for middle school, so his Japanese was excellent, and I was greatly influenced by him. This Mr. Kim married the daughter of a Russian general and lived with her for seven or eight years, but later, in Moscow, this wife left him. He remarried a Korean woman and should still be in Moscow or Kuybyshevka (クイピセフカ). I consider him a very talented and great person. His father, that is, my uncle (five removes, in Korean terms - 五寸), became successful in Vladivostok and built a large house there forty years ago. That building later became the central telegraph office. Seeing it on the main street (目拔の通り), I always admired him as a remarkable Korean.

About two *ri* north of the Suchan (スーチヤン) coal mine, where coal is abundant, there was a large naturalized Korean village called Shinyŏngdong (新榮洞). There was a middle school there, and when digging in the schoolyard, fragments of roof tiles (瓦當), bricks (磚), and the like came out in abundance. The teacher said they were likely relics from the Balhae (渤海) period. Two years ago, when I saw the Balhae period ruins in Dongjingcheng (東京城), Manchukuo, I was deeply moved by nostalgic feelings (懷古の感).

Lieutenant Colonel Yi Ryang (李亮) of Manchukuo is a close friend from my Vladivostok days. At that time, he said he was running an agency for passenger ships belonging to the Tōyō Giyū Kantai (東洋義勇艦隊 - East Asian Volunteer Fleet?) <82> or something like that. Wearing thick Lloyd glasses and holding a large sailor's pipe, despite his youth, he carried himself with composure and treated people like me as mere students (書生). Back then, the only Korean-language newspaper had been shut down [lit. burned - 燒かれ], and there was nothing to read. So, I talked with Mr. Yi Ryang, Mr. Yŏ (呂君) (now deceased), and Mr. Wi (韋君) (now in Shanghai), and we launched a weekly paper called "Kultur" (クルツール - Culture) in both Korean and Russian. Of course, there was no way we had Korean script (諺文 - Hangul) movable type. We barely managed to find a Chinese lithographer, hired scribes, and painstakingly published over twenty issues. The expenses were covered by the members pooling funds, and it was truly a desperate struggle. I think it's something we could only have done in those days of youthful ardor (血氣旺ん), but perhaps this experience was the underlying reason I later became this newspaperman.

Formerly (曩者), when relations with Russia were tense, my senior Mr. Watanabe Toyohiko (渡邊豊日子) said to me at a certain restaurant, 'Well, Mr. Kanemoto (金本君), are the preparations ready? I'm going too, so let's go together!' I was overcome with indescribable emotion, my heart full. Around the same time, urgent news came from Mr. Sŏ (徐君) in Harbin (哈爾濱): "The time is approaching. The Maritime Province awaits us." Something with the same meaning also arrived from Mr. Yi Ryang. In the autumn of 1936 (Shōwa 11), when I met His Excellency General Ugaki (宇坦大將 - likely Ugaki Kazushige), His Excellency told me, "Korea-Manchuria colonization (鮮滿拓殖) will likely have to deal with the Korean compatriots in Russian territory in the future, so join now and study thoroughly." And so I joined that company. Perhaps the ties between me and Siberia will not be cut until the day I die. <83>

**Summary**

The author, Kim Pŏn-dong-jin (Kanemoto Tōshin), reminisces about his youth spent in the Russian Far East (primarily Vladivostok and surrounding areas) around the time of the Russian Revolution. He details his uncle's financial ruin due to the ruble's collapse, the pervasive lawlessness and violence (murders, robberies, factional Korean violence), the lives of the large Korean immigrant population involved in farming (including opium), fishing, mining, and their attempts at self-governance. He shares personal anecdotes about his education, a youthful romance with a Russian girl, his struggles with learning Japanese, influential figures he met, and his involvement in starting a bilingual Korean-Russian newspaper. The memoir concludes by linking his past experiences to the contemporary geopolitical situation (1942), expressing anticipation, shared with other pro-Japanese figures, of future Japanese expansion into the Soviet Far East, particularly the Maritime Province, framed within the context of "Korea-Manchuria colonization."

From a historical perspective, the article is significant for its firsthand account of the Korean diaspora in the Russian Far East before the 1937 deportations, offering details on their economic activities (notably mentioning opium cultivation), social structures, adaptation to the turbulent post-revolutionary environment, and early cultural initiatives like publishing. It also reveals the pro-Japanese perspective of a prominent Korean collaborator (editor at *Maeil Sinbo*, using a Japanese name), showcasing how figures like him viewed Japanese expansionism, including potential conflict with the USSR, as linked to the fate of Koreans in the region and the broader "Korea-Manchuria colonization" project promoted by Imperial Japan. His connections to figures in Manchukuo and the Japanese military further highlight these networks.

**Named Entities**

西伯利亞	シベリア	Siberia
沿海州	エンカイシュウ	Maritime Province
露西亞	ロシア	Russia
浦潮	ウラジオ	Vladivostok
金老爺樣	キムノイエサマ	Kim Noye-sama (Mr. Kim the Elder)
朝鮮銀行浦汐支店	チョウセンギンコウ ウラジオシテン	Bank of Chosŏn Vladivostok Branch
松田銀行部	マツダギンコウブ	Matsuda Banking Department
エゲルセルト	エゲルセルト	Egersheld (Pier in Vladivostok)
アムール灣	アムールワン	Amur Bay
ウスリ	ウスリ	Ussuri (Region/River)
ハバロフスク	ハバロフスク	Khabarovsk
ニコラエスク	ニコラエフスク	Nikolaevsk
アムール鐵道	アムールテツドウ	Amur Railway
黑龍江	コクリュウコウ	Amur River (Heilongjiang)
タバン	タバン	Taban (Village near Khabarovsk)
ニコリスク	ニコリスク	Nikolsk (Nikolsk-Ussuriysky, now Ussuriysk)
ウスリ江	ウスリコウ	Ussuri River
ツルゲネフ	ツルゲーネフ	Turgenev
ブラゴヱチエンスク	ブラゴヴェシチェンスク	Blagoveshchensk
ポチカレオ	ボチカレヴォ	Bochkarevo
ワーリヤ	ワーリャ	Valya (Russian name)
アレキセフスク	アレキセーエフスク	Alekseyevsk
ゼーヤ	ゼーヤ	Zeya (Region/River)
アムール鐵道局	アムールテツドウキョク	Amur Railway Bureau
イルクツスク	イルクーツク	Irkutsk
上海	シャンハイ	Shanghai
莫斯科	モスクワ	Moscow
チタ	チタ	Chita
モゴチヤ	モゴーチャ	Mogocha
トルストイ	トルストイ	Tolstoy
カチユーシヤ	カチューシャ	Katyusha (Character name)
極東大學	キョクトウダイガク	Far Eastern University (Vladivostok)
浦汐本願寺	ウラジオホンガンジ	Vladivostok Honganji Temple
前田	マエダ	Maeda (Japanese surname)
金ロマン、ニコラエウイチ	キム・ローマン・ニコラーエヴィチ	Kim Roman Nikolaevich
慶應	ケイオウ	Keio (University/School)
クイピセフカ	クイビシェフカ	Kuybyshevka (Possibly Kuybyshev/Samara or a smaller settlement)
スーチヤン	スーチャン	Suchan (Now Partizansk)
新榮洞	シンエイドウ	Shinyŏngdong (Korean village name, McCune-Reischauer: Sin'yŏng-dong)
渤海	ボッカイ	Balhae (Ancient Kingdom)
滿洲國	マンシュウコク	Manchukuo
東京城	トウケイジョウ	Dongjingcheng (Balhae capital site)
李亮	リ・リョウ	Yi Ryang (McCune-Reischauer) / Ri Ryō (Japanese reading) (Manchukuo Lt. Col.)
東洋義勇艦隊	トウヨウギユウカンタイ	Tōyō Giyū Kantai (East Asian Volunteer Fleet?)
呂君	ロクン	Yŏ Kun (McCune-Reischauer) / Ro Kun (Japanese reading)
韋君	イクン	Wi Kun (McCune-Reischauer) / I Kun (Japanese reading)
鮮露	センロ	Korean-Russian
クルツール	クルツール	Kultur (Culture - German word used for the newspaper title)
渡邊豊日子	ワタナベ トヨヒコ	Watanabe Toyohiko
金本君	カネモトクン	Kanemoto-kun (Referring to the author by his Japanese name)
哈爾濱	ハルビン	Harbin
徐君	ジョクン	Sŏ Kun (McCune-Reischauer) / Jo Kun (Japanese reading)
宇坦大將	ウガキタイショウ	General Ugaki (Likely Ugaki Kazushige)
鮮滿拓殖	センマンタクショク	Korea-Manchuria Colonization (Company/Concept)

**Glossary**

思ひ出	おもいで	Memory, recollection (older spelling of 思い出)
云つて	いって	Saying (older kana usage, modern 言って)
兎角	とかく	Anyway, somehow, liable to
感受性	かんじゅせい	Sensitivity, impressionability
未だ	いまだ	Still, yet (less common than まだ)
樣に	ように	Like, as (older kanji usage for よう)
伯父	おじ	Uncle (paternal elder)
歸化	きか	Naturalization
老爺	ろうや	Lǎoyé (Chinese term for respected elder man)
尊爲	そんい	Respect, revere (less common term)
相當	そうとう	Considerable, suitable
前身	ぜんしん	Predecessor (organization)
ルブル	ルーブル	Ruble (Russian currency)
以つて	もって	With, by means of (older usage, modern 持って or で)
確實	かくじつ	Certain, reliable (older kanji, modern 確実)
貴い	たっとい/とうとい	Valuable, precious, noble (here, referring to currency value)
相場	そうば	Market price, exchange rate
無理も無い	むりもない	Understandable, natural
若年	じゃくねん	Youth
勸めて	すすめて	To advise, recommend (older kana, modern 勧めて)
頑として	がんとして	Stubbornly, adamantly
暴落	ぼうらく	Sudden fall, crash (in price)
遂に	ついに	Finally, at last
歎き	なげき	Grief, lamentation
營んで	いとなんで	To run (a business), engage in
恐らく	おそらく	Probably, perhaps
養子	ようし	Adopted son
取止め	とりやめ	Cancellation, calling off
若し	もし	If (more formal/older than plain もし)
運命	うんめい	Fate, destiny
必是	ひつぜ	Certainly, surely (archaic/literary)
兎に角	とにかく	Anyway, in any case
落着く	おちつく	To settle down
恐い	こわい	Scary, frightening
しみじみ	しみじみ	Keenly, deeply, heartily
泥棒	どろぼう	Thief, burglar
咽喉	のんど/いんこう	Throat (older reading のんど possible, modern いんこう)
抉られて	えぐられて	To be gouged out, scooped out
埠頭	ふとう	Pier, wharf
苦力	クーリー	Coolie (laborer, often derogatory)
噂	うわさ	Rumor, gossip
步道	ほどう	Sidewalk, pavement
頸	くび	Neck
釣り上げて	つりあげて	To fish up, hoist up
掌	てのひら	Palm (of the hand)
針	はり	Needle
生やした	はやした	Grown, sprouted
强盜	ごうとう	Robber, bandit
一擊	いちげき	A blow, a strike
半殺し	はんごろし	Beating someone half to death
肌に粟立つ	はだにあわだつ	To get goosebumps (lit. millet sprouts on the skin)
臆劫	おくごう	Timid, hesitant (less common variant of 億劫)
碌々	ろくろく	Properly, satisfactorily (usually with negative)
同志	どうし	Comrade, fellow
氣に喰はない	きにくわない	To dislike, not be pleased with (older kana, modern 気に入らない)
眞夜中	まよなか	Middle of the night (older kanji, modern 真夜中)
麻袋	あさぶくろ	Hemp sack, gunny sack
人れて	いれて	Putting in (older kana, modern 入れて)
海底	かいてい	Bottom of the sea
心祕かに	こころひそかに	Secretly, inwardly
歎いた	なげいた	Lamented, sighed over
つかの間	つかのま	A moment, brief time
幾何もならず	いくらもならず	Before long, shortly after (lit. not becoming much time)
生活に慣れて	せいかつになれて	To get used to life
愈々	いよいよ	More and more, increasingly (older kanji, modern いよいよ)
達する	たっする	To reach, attain
生業	せいぎょう/なりわい	Livelihood, occupation
阿片	あへん	Opium
栽培	さいばい	Cultivation
水田	すいでん	Paddy field
開懇	かいこん	Reclamation, clearing land (older kanji, modern 開墾)
其他	そのた/そのほか	Other (older kanji, modern その他)
金鑛	きんこう	Gold mine
漁場	ぎょじょう/りょうば	Fishing ground
出稼	でかせぎ	Working away from home
有利	ゆうり	Advantageous, profitable
秋口	あきぐち	Beginning of autumn
一冬中	ひとふゆじゅう	All winter long
ばくち	ばくち	Gambling
序に	ついでに	While we're at it, incidentally
印象	いんしょう	Impression
消へずに	きえずに	Without disappearing (older kana, modern 消えずに)
密淫賣女	みついんばいじょ	Clandestine prostitute
賭博場	とばくじょう	Gambling den
貢いで	みついで	To pay tribute, lavish money on
靑年	せいねん	Youth, young man
魔窟	まくつ	Den of vice, evil place
退治	たいじ	Extermination, suppression
計劃	けいかく	Plan (older kanji, modern 計画)
拳銃	けんじゅう	Pistol, handgun
手に手に	てにてに	Each holding in their hand
亂入し	らんにゅうし	To raid, break into (guessed from ■入し context)
追ひ出し	おいだし	Chasing out (older kana, modern 追い出し)
半殺し	はんごろし	Beating half to death
馬賊	ばぞく	Mounted bandit (esp. in Manchuria/China)
頭目	とうもく	Leader, chief
復讎	ふくしゅう	Revenge (older kanji, modern 復讐)
暫の間	しばしのあいだ	For a short while
隱れた	かくれた	Hid, concealed oneself
無警察狀態	むけいさつじょうたい	State of lawlessness (lit. no police state)
住民	じゅうみん	Residents, inhabitants
自衛	じえい	Self-defense
購ずねば	こうずねば	Must devise/take (measures) (older verb form 講ず)
民會	みんかい	People's association, community council
刑事	けいじ	Criminal (case/matter)
民事	みんじ	Civil (case/matter)
裁判	さいばん	Trial, judgment
恰度	ちょうど	Exactly, just (older kanji, modern 丁度)
沿岸	えんがん	Coast, shore
白樺	しらかば/しらかんば	Birch tree
獵	りょう	Hunting (older kanji, modern 猟)
獵人日記	りょうじんにっき	A Sportsman's Sketches (Turgenev title)
殊に	ことに	Especially, particularly
シユーバ	シューバ	Shuba (Russian fur coat)
橇	そり	Sleigh, sled
走らせた	はしらせた	Made run, drove (a sleigh)
樂しさ	たのしさ	Joy, fun (older kanji, modern 楽しさ)
一生	いっしょう	Throughout life
記憶	きおく	Memory
分岐點	ぶんきてん	Branching point, junction
喜ばせた	よろこばせた	Made happy, pleased
退役	たいえき	Retired (from military service)
大佐	たいさ	Colonel
美人	びじん	Beautiful woman
腕を組み	うでをくみ	Linking arms
散步	さんぽ	Walk, stroll (older kanji, modern 散歩)
據點驛	きょてんえき	Base station, key station
砂金鑛	さきんこう	Placer gold mine
當時	とうじ	At that time
鐵道局	てつどうきょく	Railway Bureau
賑つて	にぎわって	Was bustling, prosperous (older kana usage)
ローマンス	ロマンス	Romance
歸鮮	きせん	Returning to Korea
附近	ふきん	Vicinity, neighborhood
共産黨	きょうさんとう	Communist Party
軌轢	あつれき	Friction, discord, conflict (less common kanji)
戰爭	せんそう	War (older kanji, modern 戦争)
死亡者	しぼうしゃ	Deaths, fatalities
黨同伐異	とうどうばつい	Attacking those who differ (idiom: supporting one's own faction and attacking others)
甚だしき	はなはだしき	Extreme, excessive (classical adjective form)
積りで	つもりで	Intending to, planning to
引き返された	ひきかえされた	Was turned back, forced to return
西端	せいたん	Western end
巷說	こうせつ	Rumor, hearsay
復活	ふっかつ	Resurrection (Tolstoy novel title)
流された	ながされた	Was exiled, banished
眞否	しんぴ	Truth or falsehood
兎角	とかく	In any case, anyway
無暗みに	むやみに	Recklessly, excessively, unreasonably
感傷的	かんしょうてき	Sentimental
國語	こくご	National language (here, Japanese)
