잡지명	삼천리 제4권 제8호
발행일	1932년 08월 01일
기사제목	外國評論家의 論評 (Foreign Commentator's Review)
필자	K. Wilson
기사형태	문예평론 (Literary Criticism/Commentary)

外國評論家의 論評
						K. Wilson
外交政策突變한 最近米國
(Recent America's Sudden Change in Foreign Policy)

緖言 The worldwide Great Depression and the conflict between Japan and China caused the United States to change its long-standing foreign policy, establishing a diplomatic approach closer to cooperation with Europe in its foreign relations during the past year, according to the first section of the yearbook published by the Council on Foreign Relations. That yearbook was written by Mr. Walter Lippmann and discusses America's foreign policy during the past year. Its title is "World Affairs and the United States," and it is published annually. Elihu Root is its honorary chairman, and John W. Davis is its chairman.

Mr. Lippmann states that during the past 18 months, the United States, facing the depression, based its policy solely on domestic affairs, thinking that establishing new domestic policies alone would be sufficient to overcome the depression. However, this policy was drastically overturned last summer when President Hoover declared a moratorium to help the world economy. Thus, a "spectacular new development in American foreign policy" was achieved, and finally, the United States dispatched a representative to the League of Nations discussing the Manchurian issue, something unprecedented.

一. Depression as the Cause of Anxiety. This kind of depression in trade and industry inevitably causes political instability, simultaneously excites nationalistic sentiments, and further complicates the foreign affairs of major nations. The first few pages of the yearbook contain important observations from American public opinion regarding the depression. Initially, it was thought that the domestic depression was merely temporary and a unique phenomenon without commonality. Later, it was gradually perceived that its cause lay abroad, resulting from the disordered economic state of various world nations, and that overcoming it required not only domestic but also international action.

Mr. Lippmann again quotes the aforementioned text to explain how this perception in the United States pushed it towards Washington's new diplomatic trend, leading it to approach European nations more closely and establish a so-called international cooperation policy as a way to break through its long-standing depression.

Furthermore, he explains how President Hoover, after the economic crises occurred in Austria and Germany, abandoned his long-standing non-intervention policy<22>and proposed a moratorium on reparations and international war debts to rescue them.

二. Cooperation with Europe. However, closer cooperation with Europe began when two cabinet members, who happened to be traveling abroad, were made to attend the seven-nation conference held in London representing the United States to resolve Germany's economic crisis. Also, during the conference, when the British pound plummeted, its Federal Reserve Bank, in coordination with French banks, issued credit bonds to Great Britain.

Thus, Great Britain's economic crisis, unable to properly maintain the gold standard, led the United States to forge even closer diplomatic relations with France, as France was the most stable financial nation in Europe at the time; Prime Minister Laval's visit to the United States was its direct result.

So, what was the result of the so-called "Hoover-Laval meeting"?
Mr. Lippmann himself thought the likely outcome was: "If Laval and Brüning's reparations plan is negotiated more cleanly and effectively promotes trust and easing, the United States will significantly reduce war debts." And the remaining influence would be that France would choose one of the two: either become friendly allies with Germany or abandon political cooperation with the United States.

The consultation between the Prime Minister and the President was not limited solely to maintaining the gold standard. It also touched upon the disarmament issue, soon to be discussed at the Geneva Conference.
Therefore, Mr. Lippmann explained the current state of the disarmament problem to give his readers a proper understanding of the fundamental issues to be discussed in Geneva.

Such discussions on armaments and world peace inevitably lead to mentioning the conflict between China and Japan in Manchuria, and also make one consider the role the United States, as a proposer of the Briand-Kellogg Pact, would play in cooperating with the League of Nations to resolve this extremely difficult international problem.

三. Particularly Sensitive Issues. Regarding the policy towards Hispanic America focusing particularly on economic development, which achieved considerable progress from 1930 to 1931, and the reasons why they are always especially sensitive about this issue, Mr. Lippmann explained as follows:
1. They are producers of raw materials, but the extraction (拔出) of these raw materials is particularly harsh (嚴酷).
2. To repay their debts and pay for goods purchased from abroad, they must export one or two domestic products overseas, making them more susceptible to economic disruption compared to other countries that produce various goods.
3. They are debtor nations. A large portion of their budgets is devoted (밧치게 된다) to repaying foreign debts. Moreover, the burden of their contractual obligations only increases due to the fall (低落) in the prices of their products.
4. In some cases, their debts are excessive, so even such foreign loans cannot be used (充用되지 못한다) for production costs.
5. Even in the best economic times, they cannot balance (맛치지 못하며) their budgets or stabilize the circulation (융통) of domestic currency. Thus, as world economic conditions become slightly unfavorable, they face even greater economic difficulties (逢着하고 잇다).
6. Most Latin-American countries have not yet established solid traditions of policy (政策의 鞏固한 전통). Therefore, factional strife (派爭) is rampant (旺盛). At the same time, public opinion is becoming more progressive, more moderate (婉적이며), and criticism of the strategies of old politicians is becoming sharper. In various instances, the acute economic disaster from 1930 to 1931 led them to seek solutions through emergency measures. <22>

赤露의 「軍縮會議」觀
(Red Russia's View of the "Disarmament Conference")
KARL. RADEK

The Soviet masses are watching the future of the Disarmament Conference currently being held in Geneva with considerable tension. They are viewing the Geneva Conference through the mocking gaze of Karl Radek, editor-in-chief of the Red Russian newspaper "Izvestia" (『이스베스치아』 紙), famous for possessing the sharpest pen (銳別한 筆峰) in the European press.

For Radek, as for the Soviet masses, the Geneva Conference is nothing but a clown show (道化연극). It merely wraps the goals of militarists in the phrases and gestures of pacifists.

The following excerpt is from a commentary written by Radek published on the front page of the recently issued Izvestia, sufficient to glimpse his attitude towards the conference and his biting (辛竦한) commentary.

The imperialist powers have now reached a point where they dare not openly declare further arms expansion and have come to regard the Disarmament Conference as a kind of utopia or demagoguery. They put up posters proclaiming themselves "Defenders of Humanitarianism" and promoted the Greek Ambassador Politis (폴리틔쓰씨) and the Spanish Ambassador Madariaga (마따리아가氏) in Paris (巴里). However, the reason for their selection of these two gentlemen is unknown. Perhaps it is due to the belligerence of the Greek race (希臘族) or perhaps a special danger threatens these descendants of Don Quixote (똔,규쏘트) or the hero Homer (호-머).

Politis, a legal expert and lawyer, told them about his future growth process, and Madariaga, a famous Spanish political commentator known for his excellent lectures (講談잘하기로), told them a fable about a "bear" (곰). This bear is one who demands everyone's disarmament because weapons hinder his embrace.

This fable delighted the representatives of the imperialists. However, they fail to understand Russia's (露西亞) natural question:
"Since when have tigers and lions feared the bear?"
But if it can be clearly understood why such a legend about Soviet imperialism was needed in this great contest, then one can only pity the little lambs (仔羊) and other small animals that do not yet know the tigers and lions.

Madariaga spoke not just as a jester (滑稽家) but as an "organizer of peace."—
He said it was necessary to unite the peoples of the world in their daily labor (日常生活 勞勵), thereby making them know each other well and become close, and thus making disarmament possible.

Certainly, the World War occurred because British and German capitalists only knew each other through their fights in the world market, not at the League's restaurant (聯盟요리점).

And the recent battle in Shanghai (上海)—[omitted in original]—. Furthermore, the fact that they cannot find any other philosophy or philosopher <24> to carry out their national policies is characteristic (特微) of the common ideological emptiness of their imperialist world; the complete bankruptcy of the League of Nations shown to all honest people worldwide by the recent Shanghai incident is evidence of this.

Rejecting the proposals of the Turkish (土耳其) and Russian (露西亞) representatives and kicking aside the resolution for total disarmament, the representatives of those imperialists hastily recalled that myths about the "bear" were a very insufficient means of defense against cannons. Therefore, instead of adopting Stimson's resolution, which was merely a simple process for discussing various partial disarmament plans, they proposed Madariaga's resolution. He stated that all efforts for disarmament were useless (無用한). The goal could only be achieved through international cooperation and the growth of mutual trust.

Comrade Litvinov (리드비노푸), with a single gesture, gently overturned the screen set up by the Spanish pacifist. He said that this conference of nations, possessing various prophets currently taking the stage (登壇중에 잇는), has still refused to establish diplomatic relations with the Soviet Union. Based on this viewpoint (착안점), Litvinov loudly asked how the growth of international trust could be expected alongside the expansion of armaments. <25>
<22-25>

**Summary**

This article comprises two parts. The first part, citing Walter Lippmann's analysis, discusses the significant shift in US foreign policy around 1931-1932. Driven by the Great Depression and the Manchurian Incident, the US moved away from isolationism towards closer cooperation with European powers, exemplified by the Hoover Moratorium and participation in international discussions on economic crises and disarmament. The second part presents Karl Radek's scathing Soviet critique of the Geneva Disarmament Conference, portraying it as a hypocritical farce by imperialist powers masking their militaristic intentions with pacifist rhetoric, highlighting the League of Nations' perceived failure during the Shanghai Incident. From the perspective of Korean colonial history, this article is interesting as it reflects the global geopolitical shifts impacting East Asia, particularly the Manchurian Incident, which directly involved Korea's colonizer, Japan. The discussion of international cooperation and disarmament, alongside the critique of imperialism, provides context for the international environment in which Korea's situation existed, though Korea itself is not mentioned.

**Named Entities**

米國	미국	Miguk
日	일	Il
中	중	Chung
歐羅巴	구라파	Yuroba
외교관계회의소	외교관계회의소	Oegyogwangye Hoeŭiso
왈터·립푸만	왈터·립푸만	Walt'ŏ Lipp'uman (Walter Lippmann)
엘니후·루-터	엘니후·루터	Elnihu Rut'ŏ (Elihu Root)
쫀·다비스	쫀·다비스	Tchon Tabisŭ (John W. Davis)
후-버	후버	Hubŏ (Hoover)
華盛頓	화성돈	Hwasŏngdon (Washington)
오스트리아	오스트리아	Osŭt'ŭria (Austria)
獨逸	독일	Togil (Germany)
倫敦	런던	Lŏndŏn (London)
영국	영국	Yŏngguk (Great Britain/UK)
佛國	불국	Pulguk (France)
라봘	라발	Labwal (Laval)
부류닁	부류닝	Puryuning (Brüning)
쩨네바	제네바	Tcheba (Geneva)
中國	중국	Chunguk (China)
日本	일본	Ilbon (Japan)
滿洲	만주	Manju (Manchuria)
뿌리앙,켈록	뿌리앙,켈록	Puriang, K'ellok (Briand-Kellogg)
히쓰팬, 아메리캔	히스팬, 아메리캔	Hisŭp'aen, Amerik'aen (Hispanic American?)
라틘-아메리카	라틴-아메리카	Rat'in-Amerika (Latin America)
赤露	적로	Chŏngno (Red Russia/Soviet Union)
KARL. RADEK	칼 라데크	K'al Radek'ŭ (Karl Radek)
쏘베트	소베트	Ssobet'ŭ (Soviet)
『이스베스치아』 紙	이스베스치아 지	Isŭbesŭch'ia chi (Izvestia paper)
칼,라테크	칼,라테크	K'al, Rat'ek'ŭ (Karl Radek)
希臘	희랍	Hŭirap (Greece)
폴리틔쓰	폴리티스	P'ollit'ŭisŭ (Politis)
西班牙	서반아	Sŏbana (Spain)
마따리아가	마따리아가	Mattariaga (Madariaga)
巴里	파리	P'ari (Paris)
똔,규쏘트	돈,키호테	Tton, K'yussot'ŭ (Don Quixote)
호-머	호머	Homŏ (Homer)
露西亞	노서아	Nosia (Russia)
仔羊	자양	Chayang (Lamb)
上海	상해	Sanghae (Shanghai)
土耳其	토이기	T'oigi (Turkey)
리드비노푸	리트비노프	Ridŭbinop'u (Litvinov)

**Glossary**

하야곰	하여금	causing/making (older causative form)
갓가운	가까운	close (older spelling)
년감	연감	yearbook
이르러	이르러	reaching; arriving at
퇴치	퇴치	eradicate; overcome
뒤흔들니고	뒤흔들리고	being shaken drastically (older passive form)
일우게	이루게	to achieve; accomplish (older form)
전례	전례	precedent
흥구식히며	흥분시키며	exciting; stirring up (older causative form)
게재	게재	publish; carry (an article)
불정돈된	부정돈된	disordered; unarranged
소치	소치	result; consequence; what is caused by
광구	광구	rectify; remedy; save
상술한	상술한	aforementioned; described above
모라	몰아	to drive; push
타개	타개	breakthrough; overcome
접근	접근	approach; get closer
불간섭정책	불간섭 정책	non-intervention policy
마츰	마침	just then; coincidentally (older spelling)
폭락	폭락	plummet; collapse (price)
업는	없는	lacking; non-existent (older spelling)
이엇스며	이었으며	was; and (older connective form)
이른바	이른바	so-called
깨끗하게	깨끗하게	cleanly; clearly
담판되여	담판되어	being negotiated (older passive form)
삭감하겟다	삭감하겠다	will reduce; will cut down
이 남아지	이 나머지	the rest; the remainder (note: unusual spacing, likely typo for 이남아지 or 그나마지)
군축문제	군축 문제	disarmament issue
여사한	여사한	such; like this
운위하게	운위하게	to mention; speak of
수행할	수행할	to perform; carry out
사려하게	사려하게	to consider; contemplate
주력을 가하야	주력을 가하여	putting main effort into (older form)
민감적인	민감적인	sensitive
발출	발출	extraction
엄혹한	엄혹한	harsh; severe
보상하고	보상하고	compensating; repaying
예산안	예산안	budget proposal/plan
밧치게	바치게	to devote; offer up (older spelling)
저락	저락	fall; drop (in price)
충용되지	충용되지	not be appropriated; not be used for
발난스	밸런스	balance (loanword, older spelling)
융통	융통	circulation (of money); accommodation
봉착하고	봉착하고	encountering; facing (difficulty)
공고한	공고한	solid; firm
왕성	왕성	prosperous; rampant; vigorous
완적이며	온건적이며	being moderate; temperate (婉 is likely 온건할 완)
날카러워진다	날카로워진다	becomes sharp/keen
비상수단	비상 수단	emergency measure
자못	자못	very; quite; considerably
주시	주시	watch closely; pay attention
언론계	언론계	the press; journalism world
예별한	예리한	sharp; keen (likely typo or older form of 예리한)
필봉	필봉	forceful style of writing (lit. 'pen peak')
주필	주필	editor-in-chief
조롱적	조롱적	mocking; derisive
도화연극	도화 연극	clown show; farce (道化 = clown)
문장	문장	writing; sentence; text
휩싸노흔	휩싸놓은	having wrapped; enveloped (older form)
신랄한	신랄한	biting; scathing; acrimonious
공연하게	공연하게	openly; publicly
옹호자	옹호자	defender; advocate
내여 걸고	내어 걸고	hanging out (a sign/poster)
승진식혓다	승진시켰다	promoted (older causative form)
특수한	특수한	special; particular
척협	척협/위협	threaten (likely typo for 위협(威脅) or older variant)
들녀주고	들려주고	telling; letting hear (older form)
강담잘하기로	강담 잘하기로	being famous for lecturing well (講談 = lecture/storytelling)
질겁게	즐겁게	pleasantly; delightfully (older spelling)
당연한	당연한	natural; rightful
명백하게	명백하게	clearly; obviously
소동물	소동물	small animal
일상생활	일상생활	daily life
노려	노력	labor; effort (勞勵)
결합식히는	결합시키는	uniting; combining (older causative form)
연맹요리점	연맹 요리점	League's restaurant (likely figurative)
국책	국책	national policy
특미	특미/특징	special taste / characteristic (likely 特徵, meaning characteristic)
계기로	계기로	as an opportunity; triggered by
보혀준	보여준	shown (older passive/causative form)
파산	파산	bankruptcy
물니치고	물리치고	repelling; rejecting (older spelling)
일축하면서	일축하면서	kicking aside; dismissing curtly
황급한	황급한	hasty; urgent
방어수단	방어 수단	means of defense
회상하엿다	회상하였다	recalled; remembered (older spelling)
설계안	설계안	plan; draft proposal
무용한	무용한	useless; futile
달성할 것이라 하겟다	달성할 것이라 하겠다	stated that it could be achieved
뒤집어 업트리고	뒤집어엎고	overturning; upsetting (older form)
등단중에	등단 중에	while on stage; currently speaking
맷는	맺는	forming; concluding (a relationship) (older spelling)
착안점	착안점	viewpoint; point of focus
함끠	함께	together (older spelling)
소리처무럿다	소리쳐 물었다	shouted and asked (older form)


---------------------------


잡지명	삼천리 제4권 제8호
발행일	1932년 08월 01일
기사제목	外國評論家의 論評
필자	K. Wilson
기사형태	문예평론

外國評論家의 論評
						K. Wilson
外交政策突變한 最近米國
緖言 세계적 불경기와 日 中간의 충돌문제 등이 米國으로 하야곰 그의 年來의 대외정책을 변하야 작년중의 그의 대외관계에 잇서 歐羅巴와 협동에 갓가운 외교정책을 세우게 만든 것이라고 외교관계회의소에서 발행하는 年鑑 제1절에 기록되여잇다. 그 年鑑은 왈터·립푸만씨에 의하야 집필된 것으로 작년중의 米國의 외교정책을 논한 것이다. 그 題號는 『세계사건과 米國』이라는 것이며 해마다 일차식 발행하는 것으로 엘니후·루-터라는 이가 그의 명예회장이며 쫀·다비스라는 이가 그의 회장이다.
립푸만씨는 말하되 지난 18개월동안의 불경기에 직면햇던 米國은 그의 정책의 근거를 오즉 국내에 局限하야 국내정책이 새로운 수립만으로써 족히 그 불경기를 退治할 것이라고 생각하엿섯다. 그러나 이 정책은 작년 녀름에 이르러 후-버 대통령이 세계경제를 도읍기 위하야 모라토리움을 선언하던 당시에 잇서 극반대방면으로 뒤흔들니고 말앗다. 그리하야 『米國외교정책의 壯觀할 新발전』을 일우게 된 것이며 드듸여 滿洲문제를 토의하는 국제연맹에 향하야 일즉히 前例를 보지 못하던 米國의 대표위원을 파견하엿던 것이다.

