Magazine Title: 삼천리 제4권 제8호
Publication Date: 1932년 08월 01일
Article Title: 異域 同胞近況 (Recent Conditions of Compatriots in Foreign Lands)
Author: 於龍井 L·C·H, 奉天 崔致億, 大阪 金字光 (In Yongjŏng L.C.H, In Pongch'ŏn Ch'oe Ch'iŏk, In Osaka Kim Chagwang)
Article Type: 소식 (News/Report)

Recent Conditions of Compatriots in Foreign Lands
						In Yongjŏng L.C.H, In Pongch'ŏn Ch'oe Ch'iŏk, In Osaka Kim Chagwang

Worrisome Kando Compatriots
In Yongjŏng L.C.H

Lately, I have received dozens of letters from friends in the homeland asking about the news here and the situation of our compatriots. Feeling it would be too remiss to remain indifferent, I take this opportunity to borrow a page from our 『Samch'ŏlli』 magazine to broadly relate a fragment of the news about Kando compatriots to our brothers and sisters in the homeland. What is the current situation of the compatriots here?

Originally, the reason Kando compatriots crossed the river (Tuman) and migrated was not because they grew weary of living in their native land, nor did they venture forth with territorial ambitions. Rather, it is no exaggeration to say that the vast majority – nay, all – came carrying only rattling gourds, driven by the poverty of food, clothing, and shelter, forced to migrate with men carrying burdens on their backs and women carrying them on their heads.
Even after coming to Kando, they followed water and grass into the sparsely populated (人煙 稀), secluded hinterlands (奧地). As tenant farmers for the Chinese, they barely sustained their lives (連命) by digging the earth with blood and sweat. On top of this, they endured double and triple political oppression and extreme economic exploitation! While persevering through all sorts of abuse to preserve their lives (保命), since the occurrence of the recent incident (今番事變), armed groups (武裝團) have been gathering day and night in various places – sometimes dozens, sometimes hundreds or even thousands – attacking villages and towns, plundering money and goods, committing murder, taking hostages, raping women (婦女强X), and inflicting calamities one cannot bear to witness.
Currently, in villages everywhere, people have fallen into a state where they cannot live and work in peace (安堵하기 不能한 상태). The thread of hope they held, that they might start farming when the situation stabilized somewhat, has now turned to despair. With rumors spreading daily of attacks by mounted bandits (馬賊), the Big Sword Society (大刀會), the Red Spear Brigade (紅槍隊), local bandits (土匪), soldier bandits (兵匪), so-called (曰) National Salvation Corps (救國團), Suicide Squads (決死隊), Plainclothes Units (便衣隊), and the like, residents are enveloped in extreme terror. Recently, compatriots abandoning what little property (家産 등屬) they had left and fleeing empty-handed (空拳) from their original homes to the cities like a tide (潮水같이) are increasing day by day and month by month (日增月加). The number of brethren who need immediate relief to survive (延命) is now estimated at 5,000 to 6,000. Besides the compatriots fleeing to cities within Kando, a great number have completely given up on Kando and are heading towards the homeland mountains and rivers they yearned for. Barefoot and empty-handed, carrying young children on their backs, relying on bamboo staffs (竹杖) as their support, they are once again crossing the Tuman River (豆滿江), which they had tearfully parted from sometime before.
For the white-clothed compatriots (白衣同胞) wandering in Kando, worries and anxieties grow more severe moment by moment (刻一 刻酷) as the days pass. Their plight (其身勢) is pitiful, and their future prospects (其前途) are bleak.

Today is Sunday, June 26th, the day June is about to finally depart. Since dusk, a dreary rain has been falling listlessly. On the muddy roads (즐펀한 路上), one sees swarms (떼지은) of wandering refugee compatriots. Among them was the wretched sight, impossible to view without tears, of a family carrying a newborn – whom a woman, full term in her pregnancy, had delivered amidst the flight – in a basket (筐) atop their heads, while the mother was carried on her husband's back, heading towards the homeland. Is this the only story? Due to space limitations, I do not record them, but many various tragicomedies (喜悲劇) are being played out.

Recently, writings discussing the Kando issue by knowledgeable people (識者) have been published frequently in newspapers and magazines. However, even if Kando was historically our territory, what role does this play today? And what does it matter if the absolute majority of the resident population is our ethnicity! While I pay respect to the efforts of the commentators' research, it provides no strength (力) whatsoever. In the end, shall we say it is nothing more than the pastime of the leisurely intelligentsia (有限 인테리)?

Regarding the urgent relief measures for the refugee compatriots, we still see no concrete plan (何等의 구체적 成案). The only relief agencies are the Korean People's Associations (朝鮮人 民會) in several locations like Kando and Hunch'un (琿春), through which the Ministry of Foreign Affairs (外務省) says it will distribute 6 *jŏn* per adult per day for the time being. This is certainly difficult for city life, and as it is a limited budget, there seems little prospect of it continuing long-term. If they try to sell their labor (品파리), there is no work available.
The green forests (綠林) in the mountains and fields grow thicker daily, and the season for lush sorghum (高粱) growth approaches. The armed groups (武裝團) will take this as a golden opportunity, appearing and disappearing at will. Where is there a place for the Kando compatriots to live? <52>
Currently, over 90% of the 400,000 compatriots are farmers scattered in villages. How can the worries and concerns of the compatriots in the homeland be neglected (閑却되랴) even for a moment?

A Path to Life for the Tear-stricken Compatriots Suffering in the Hinterlands
Pongch'ŏn Ch'oe Ch'iŏk

Why did they leave their beloved homeland to come find this rough wilderness of Manchuria (만줏가지)? More than anything, most came several years ago seeking a solution to the bread problem, arriving in a place where the mountains and waters were unfamiliar (산설고 물설고) and even the language was different. They dug the earth, held hoes, and pulled weeds (기음 매여), mostly continuing a stable life. Amidst this, after last year's incident, clutching their startled chests, they tried to continue not so much peacefully but with hope for the future and a different life. Then, adding frost to snow, due to the ignorant Chinese Big Sword Society (大刀會) disturbance, they lost their homes, provisions, and whatever small amount of money (錢兩간) they had, throwing it all away. Bare-handed and alone (적수 단신으로), men carrying burdens on their backs and women on their heads, they flocked like a flood towards the Shenyang railway lines (瀋海沿線). Their relief is a pressing matter. In Pongch'ŏn (奉天), their numbers currently reach over 3,000. Liaising with various social organizations in Pongch'ŏn (在奉 각 사회단체), we are busy with relief measures for them. Accordingly, under the auspices of the Pongch'ŏn Christian Youth Association (在奉 基督少年會), sponsored by the Tong'a Ilbo Pongch'ŏn Branch (東亞일보 奉川支局), and with support from the Women's Missionary Society within this church (本敎會 內 婦人전도회), seeing them specially peddling towels (행상하여) for refugee relief – this truly, even while being in the same situation currently, shows fervent sincerity of ethnic affection, and they say the refugees do not withhold their praise (찬성을 마지 아니 한다더라).

Living Conditions of Compatriots Migrated to Osaka
Osaka Kim Chagwang

Day by day, the multitude of Koreans (朝鮮人), driven out (放逐되는) from an ever-worsening line of livelihood, inevitably turn their backs on their native land (生地한 故土) and set their wandering feet towards foreign lands overseas (海外 異域). And so, they form pitiful wandering bands (流離부대), men carrying burdens on their backs and women on their heads, heading sometimes to the blizzard-swept Manchurian wilderness (滿洲曠野), sometimes to the shores of the Soviet (쏘베트) Black Sea, sometimes across the Genkai Sea (玄海灘) to the land of Japan (日本땅). What I intend to write about now is the immigrant group (移住群) in the land of Japan, and among them, I will try to depict, within possible limits, the living situation of the 100,000 Koreans residing in Osaka (大阪).
Since when they began crossing the Genkai Sea is no longer a fresh topic of inquiry. We only need to know the fact that, because they could not make a living in the reality of Korea (朝鮮 현실), such a large number of Koreans, numbering 100,000, are continuing an extremely unfree life of abject poverty (赤貧) under the construction/social structure (建設조직) of others. Furthermore, delving into why, for what reason, they are being driven out (放逐되는) by such difficulties of life within Korea is not only a duty not imposed upon the author at this time, but objective conditions (客觀的 條件) do not readily permit its stark exposure.

The total number of Koreans residing in Osaka is variously stated, commonly referred to as 120,000 or 100,000. However, according to an accurate internal investigation (的確한 內調) by the Osaka Prefectural Social Affairs Section (大阪府 社會課), the figure of 100,000 seems to be the most plausible. And up to 80% of these 100,000 (should be 100,000, not 200,000 as typo in original) are said to be people from Cheju Island (濟州島人), 全南 (South Chŏlla Province). One reason for this is its geographical relationship, being closer than any other place within Korea (鮮內). Another reason is perhaps influenced somewhat by the fact that Cheju Islanders, like those of other island nations, possess an adventurous spirit of seafaring (航海의 昌險性) along with an innate propensity for overseas expansion (海外 發展性). However, the fact that the majority of them are trying to put down roots of livelihood amongst a different people whose cultural level is higher and whose way of life is changed (밧구어진), rather than speaking of (云謂하는 것보다) their active propensity for development (能動的 발전성), should be regarded (看做할 것이다) as most significantly due to the fact that their peaceful, primitive fishing village life, like that of other regions within Korea, has been shaken from its foundations (根底로부터 동요된) by modern capitalist material civilization.

So then, what do these 100,000 Koreans residing in Osaka do for a living, and what kind of social strata do they form?
To put it broadly (汎稱한다면), they mostly belong to the laboring class (動勞계급). Some groups are day laborers, while the rest (그 남아지는) can be classified as factory workers or shop assistants <53>. However, recently, due to frequently occurring (瀕發하는) labor disputes in various places, or because of their ideological tendencies (思想적 경향) brought about by their living environment, they are gradually being excluded (배제을 당하고) even from the factories where they were previously employed, and finding new employment as Koreans shows a very difficult trend.
In the reality of Osaka now, among the multitude of 100,000, the unemployed group (失業群) can be counted as almost 60% or more. Even those laborers who still have work, the majority of them have left regular workplaces and are merely making a living (糊口之策) as casual laborers in services directly under the city's sanitation bureau (市 衛生局에 直屬된 使役), such as civil engineering work, street sprinkling (撒水夫), or garbage collection (塵芥掃除夫).
As for factories, most are glass manufacturing factories (硝子제조공장) and some spinning and leather factories. However, large-scale spinning companies like Nippon Kanebō (日本 鐘紡) absolutely do not hire Korean female workers. Glass factories are extremely small in scale, capable of employing barely (僅僅) a few hundred, and even these, recently, due to the depression swirling (渦卷하는 불경기) around the world and various factors like disputes (爭議), not a few (者 不少하며) face the misfortune (悲運) of factory closures. Thus, former employees inevitably flood the labor market under the name of unemployed.
Based roughly on the above, if we classify their production processes by type, they can be generally categorized (槪別할 수 잇스나) into the following 10 items:
1. Factory laborers
2. Casual laborers
3. Dealers in medicinal herbs (藥種商) - traditional pharmacies
4. Dealers in cloth (布木商) - specializing in Korean women's clothing
5. Restaurant/Entertainment Business (요리업(藝技業))
6. Small-scale shoemaking business
7. Shop assistants
8. Sanitation workers
9. Junk collecting/peddling (屑拾행상)
10. Rice shops, miscellaneous goods (荒物) and other sundry businesses
However, regarding the precise proportional figures (的確한 比例數字), unfortunately, I do not have them now. But in any of these, there is nothing particularly noteworthy. Traditional pharmacies or restaurants, though numbering in the hundreds, are extremely meager in substance when you look inside (드러는). One thing to add now is that in Osaka's industry, the Maruo Printing House (丸夫 인쇄소) run by Mr. Pu Namhŭi (夫南熙氏), is the only one managed by a Korean that can be mentioned as large. Also, Mr. Ch'oe Sŏngam's (崔性岩氏) miscellaneous goods business (荒物商) can be introduced as one of the biggest successes. Mr. Ch'oe's business already has large capital of tens of thousands (累萬), considerable influential customers within Osaka city, and numerous employees. Mr. Pu's, in the form of a general partnership company (合名회사), also with huge capital (莫大한 자본), is taking steps of development year after year.

Next to introduce are their small (조고마한) social facilities. Although wandering overseas and living in abject poverty (赤貧), they never forgot (이저 바리지 안고) themselves and did not abandon (저바리지 안앗다) their consciousness of their own lives. Thus, they established primary education institutions like 『Tongmyŏng Academy (東明학원)』 and 『Kongmyŏng Academy (共明학원)』, possessed several consumer cooperatives (소비조합), and owned the 『Tong'a T'onghang Association (東亞通航조합)』, already known throughout Korea (全鮮的으로). They also established a clinic for the propertyless (無産者 診療).
Among these, the Tong'a T'onghang Association (東亞通組 - abbreviation) is a cooperative-type social organization with the greatest strength, already embracing (포옹하고 잇스며) over 20,000 members. Currently, its business includes operating a sea passage service (渡航사업) between Cheju (濟州) and Osaka (大阪) using a steamship of several thousand tons called the 『Pokmok Maru (伏木丸)』 purchased by them. Thus, it repeats [struggles] (XX을 거듭하며) unceasingly against the capital cliques (資本閥) of its competing shipping operators, the three major Japanese steamship companies – Chōsen Yūsen (朝郵 - Choyū), Kagoshima Yūsen (鹿郵 - Rokuyū), and Amagasaki Yūsen (尼郵 - Niyū) – and supports (支持하고 잇다) the immediate interests of Korean passage laborers.
Regarding consumer cooperatives, the 『Taedong Consumer Cooperative (大同消費組合)』 is prominent (손곱아 세울 것이니). It already has a long history of over 3 years, has about 50 types of business operations, and registers monthly transactions worth tens of thousands of won (or yen). Not only that, it also concurrently operates a Night School Department (夜學部) as an affiliated project, and has a Women's Department (婦人部) and Youth Department (靑年部) which hold forums and discussions (좌담회) from time to time, attempting to disseminate economic and current affairs knowledge, thereby promoting the development of a cooperative movement where words and actions go together (言實相伴한).
However, there are no ideological groups (思想단체) worth mentioning in expression. This is because organizations like the Federation of Korean Workers in Japan (在 日本 朝鮮勞總), Sin'ganhoe (新幹會), and other youth groups changed their form of movement (운동 형태를 밧구어 가지고) during the industrial reorganization of Japan's public activities (日本 표현운동의 산업별 再조직시) the year before last (一작년), and under a new policy, each followed its sector and carried out the dissolution of all overt/public organizations (一切 표현단체의 해소를 단행한 때문이다).

Besides this, there are many things that could sketch their immigrant life story most starkly (적라라하게). However, the author lacks the courage (無勇하다) to preserve those miserable scenes of theirs, of ours, exactly as they are in print. Scenes like a Korean woman dressed in ragged (襤褸한) jacket and skirt, carrying sackcloth/rags (부대조각) over her shoulder, rummaging through the garbage cans (쓰러기통) of cultured houses, one after another, or scenes of a man with his hair in a topknot (상투짯코), holding a short tobacco pipe (곰방대 물고) in his mouth, pulling an earth-cart (흙구루마) in the middle of Osaka Castle... (End) <54>
<52-54>

**Summary**

This multi-authored article reports on the dire conditions faced by Korean migrants in three different locations in 1932: Kando (Manchuria), Pongch'ŏn (Shenyang, Manchuria), and Osaka (Japan). The Kando section details the terror caused by various armed groups following the Manchurian Incident, forcing farmers to abandon their homes and become refugees, facing starvation despite minimal relief efforts. The Pongch'ŏn section describes the influx of refugees from the hinterlands, stripped of their belongings, and the local Korean community's efforts to provide aid. The Osaka section analyzes the situation of 100,000 Koreans, mostly impoverished laborers from Cheju Island, facing unemployment, discrimination in factories, and restriction of their social/political organizations, while highlighting small successes in cooperative businesses and mutual aid societies.

From a historical perspective, the article is highly valuable for its firsthand accounts of the widespread suffering and displacement of Koreans under Japanese colonial rule and the chaotic conditions in Manchuria post-1931. It vividly illustrates the push factors driving migration (poverty in Korea), the harsh realities faced in diaspora (violence, discrimination, economic hardship), and the resilience shown through community organizing and mutual support networks (relief efforts, cooperatives, schools) even under severe constraints. The mention of specific groups like the Big Sword Society, the detailed breakdown of occupations in Osaka, and the reference to the dissolution of overt political groups offer specific data points for historians studying this period.

**Named Entities**

間島	간도	Kando
龍井	용정	Yongjŏng
L·C·H	L·C·H	L.C.H.
奉天	봉천	Pongch'ŏn
崔致億	최치억	Ch'oe Ch'iŏk
大阪	오사카	Ōsaka
金字光	김자광	Kim Chagwang
三千里	삼천리	Samch'ŏlli
豆滿江	두만강	Tuman River / Tumangang
馬賊	마적	Mounted Bandits
大刀會	대도회	Big Sword Society
紅槍隊	홍창대	Red Spear Brigade
土匪	토비	Local Bandits
兵匪	병비	Soldier Bandits
救國團	구국단	National Salvation Corps
決死隊	결사대	Suicide Squad
便衣隊	편의대	Plainclothes Unit
琿春	혼춘	Hunch'un
朝鮮人 民會	조선인 민회	Korean People's Association
外務省	외무성	Ministry of Foreign Affairs (Japanese: Gaimushō)
在奉 各 社會團體	재봉 각 사회단체	Various Social Organizations in Pongch'ŏn
在奉 基督少年會	재봉 기독소년회	Pongch'ŏn Christian Youth Association
東亞일보	동아일보	Tong'a Ilbo
奉川支局	봉천지국	Pongch'ŏn Branch
本敎會 內 婦人전도회	본교회 내 부인전도회	Women's Missionary Society within this Church
滿洲	만주	Manchuria
쏘베트	소비에트	Soviet
玄海灘	현해탄	Genkai Sea
日本	일본	Japan
朝鮮	조선	Chosŏn
大阪府 社會課	오사카부 사회과	Osaka Prefectural Social Affairs Section
全南	전남	South Chŏlla Province
濟州島	제주도	Cheju Island / Chejudo
日本 鐘紡	일본 종방	Nippon Kanebō (Japan Bell Spinning Co.)
市 衛生局	시 위생국	City Sanitation Bureau
夫南熙	부남희	Pu Namhŭi
丸夫 인쇄소	환부 인쇄소	Maruo Printing House
崔性岩	최성암	Ch'oe Sŏngam
東明학원	동명학원	Tongmyŏng Academy
共明학원	공명학원	Kongmyŏng Academy
東亞通航조합	동아통항조합	Tong'a T'onghang Association
伏木丸	복목환	Pokmok Maru (Ship Name)
朝郵	조우	Choyū (Chōsen Yūsen - Korean Mail Steamship Co.)
鹿郵	녹우	Rokuyū (Kagoshima Yūsen - Kagoshima Mail Steamship Co.)
尼郵	니우	Niyū (Amagasaki Yūsen - Amagasaki Mail Steamship Co.)
大同消費組合	대동소비조합	Taedong Consumer Cooperative
夜學部	야학부	Night School Department
婦人部	부인부	Women's Department
靑年部	청년부	Youth Department
在 日本 朝鮮勞總	재일본 조선노총	Federation of Korean Workers in Japan (Chae Ilbon Chosŏn Noch'ong)
新幹會	신간회	Sin'ganhoe

**Glossary**

故土	고토	Homeland, native land
同胞	동포	Compatriots
밧고	받고	To receive (older spelling of 받고)
넘우	너무	Too, very (older spelling of 너무)
하야	하여	To do, doing (older spelling/form of 하여)
엇더한가	어떠한가	How is it? What is it like? (older spelling)
越江移來	월강이래	Crossing the river (Tuman) and migrating
男負女戴	남부여대	Men carrying on back, women on head (idiom for migrating families in hardship)
드러온	들어온	Came in, entered (older spelling)
아-니	아니	No, not (hyphenated form)
듬은(稀)	드문	Sparse, rare (older spelling; 稀 is Hanja for sparse)
連命	연명	Barely sustaining life
今番事變	금번사변	This recent incident (likely Manchurian Incident)
武装團	무장단	Armed group
잇다	있다	To be, exist (older spelling)
하엿다	하였다	Did (older form of 했다)
曰	왈	Called, namely (used somewhat unusually here before a list)
등등의	따위의	Etc., and the like (older form/usage)
싸여	싸여	Be enveloped/surrounded (older spelling of 싸여)
屬	속	Belongings (used as suffix to 家産 - household assets)
바다아	받아	Receive (older spelling of 받아)
되엿다	되었다	Became (older spelling of 되었다)
그리워하든	그리워하던	Yearned for (older spelling)
둥에	등에	On the back (older spelling)
밋천	밑천	Capital, resources (older spelling)
其前	그전	Before that time, previously
하얏다	하였다	Did (older spelling, variant of 하였다)
갈사록	갈수록	As time goes by, increasingly (older form)
其身勢	그 신세	Their situation/plight
其前途	그 전도	Their future prospects
마즈막	마지막	Last, final (older spelling)
나리는데	내리는데	Is falling (rain) (older spelling)
즐펀한	질펀한	Muddy, sloppy (older spelling)
에셔	에서	In, at, on (older spelling of 에서 particle)
떼지은	떼지은	In groups, swarming
其中에	그중에	Among them (older form)
광주리(筐)	광주리	Basket (筐 is Hanja for basket)
업히여	업히어	Being carried on someone's back (older spelling)
차저간다는	찾아간다는	Going searching for (older spelling)
안이고는	아니고는	If not, without (older spelling)
업는	없는	Non-existent, without (older spelling)
만히	많이	Many, much (older spelling)
되여	되어	Becoming, being (older spelling of 되어)
보와	보아	Seeing, considering (older spelling of 보아)
이엿던들	이었던들	If it had been (older spelling)
엇전단 말인가	어쩐단 말인가	What is to be done? So what? (older spelling)
아모	아무	Any (older spelling)
안이라고	아니라고	That it is not (older spelling)
임애	이매	Because it is (older form of 이므로)
할내야	할래야	Even if one tries to do (older form of 하려고 해야)
욱어지며	우거지며	Becoming overgrown/thick (forest) (older spelling)
갓가워오니	가까워오니	As it approaches/gets closer (older spelling)
어대란	어데란	Where is it? (older spelling/dialectal form of 어디란)
게신	계신	To be (honorific, older spelling of 계신)
엇지	어찌	How, why (older spelling)
閑却되랴	한각되랴	Can it be neglected/forgotten? (literary/older expression)
만줏가지	만주까지	To Manchuria (older spelling/form)
차자왓든가	찾아왔던가	Had come looking for (older spelling)
몃	몇	Several, how many (older spelling)
차자와서	찾아와서	Coming to find (older spelling)
매여	메어	Tying; weeding (here context suggests weeding '기음 매다') (older spelling)
오든	오던	Used to come; which was (older spelling)
놀랜	놀란	Startled, surprised (older spelling)
잇든	있던	Which was, who was (older spelling)
량식과	양식과	And provisions/food (older spelling)
잇섯든	있었던	Which existed/had (older spelling)
내여버리고	내어버리고	Throwing away, abandoning (older spelling)
달하여	달하여	Reaching, amounting to
하오며	하며	And, while doing (older, slightly formal ending)
下에서	하에서	Under, below (often indicates auspices)
마지 아니 한다더라	마지 아니한다더라	They say they do not refuse/withhold (older expression)
화하여 가는	화하여 가는	Becoming (something) (e.g., 심각화하여 가는 - becoming serious)
옴겨 노케	옮겨 놓게	To move and place (older spelling)
쏘베트	소비에트	Soviet (older phonetic transcription)
에의	~의	Of (possessive particle, older form)
볼가	볼까	Shall I see/try? (older spelling)
업슴으로	없음으로	Because there is not (older spelling)
인하야	인하여	Due to, because of (older spelling)
가치	같이	Like, as (older spelling)
밋헤서	밑에서	Under, below (older spelling)
스럽은	스러운	-like, -esque (older spelling of 스러운 ending)
한거름	한 걸음	One step
밧구어진	바뀐	Changed (older spelling)
云謂하는	운위하는	Speaking of, referring to (literary/Hanja term)
看做할	간주할	To regard as, consider as
動勞계급	노동계급	Laboring class (older term)
남아지는	나머지는	The rest, remainder (older form)
瀕發하는	빈발하는	Frequently occurring
보히고	보이고	Showing, appearing (older spelling)
算할 수 잇스며	산할 수 있으며	Can be calculated/counted as (older spelling/form)
가튼	같은	Same, like (older spelling)
僅僅	겨우	Barely, only just
밧게 업는	밖에 없는	Nothing but, only (older spelling)
渦卷하는	와권하는	Swirling, engulfing
爭議	쟁의	Dispute (often labor dispute)
者 不少하며	자 불소하며	There are not a few people (many people)
일홈으로	이름으로	Under the name of (older spelling)
槪別	개별	General classification/categorization
세일 수 잇스나	세울 수 있으나	Can count (older spelling/form)
드러는	들여다보면	Looking into it
累萬	누만	Tens of thousands
合名회사	합명회사	General partnership company (Gōmei-gaisha)
莫大한	막대한	Huge, enormous
조고마한	조그마한	Small, little (older spelling)
이저 바리지	잊어버리지	Forget (older spelling/form)
저바리지	저버리지	Abandon, betray (older spelling/form)
안앗다	않았다	Did not (older spelling)
알니워진	알려진	Known (older spelling)
가젓고	가졌고	Had, possessed (older spelling)
가젓다	가졌다	Had, possessed (older spelling)
無産者	무산자	Propertiless person, proletarian
포옹하고	포옹하고	Embracing, including
渡航	도항	Sea voyage, passage
資本閥	자본벌	Capital clique, plutocrat (Zaibatsu)
支持하고	지지하고	Supporting, backing
손곱아 세울	손꼽아 세울	To count on one's fingers (i.e., prominent, few) (older spelling)
言實相伴한	언실상반한	Where words and actions/reality match
식히고	시키고	Making someone do; promoting (here, promoting) (older spelling)
업스니	없으니	Because there is not (older spelling)
一작년	재작년	The year before last (older term)
표현운동	표현 운동	Expression movement / Public activities or front organizations
밧구어	바꾸어	Changing (older spelling)
各其	각기	Each, respectively
적라라하게	적나라하게	Nakedly, starkly, plainly (older spelling)
스켓치할	스케치할	To sketch
無勇하다	무용하다	To lack courage
襤褸한	남루한	Ragged, tattered
들너메고	둘러메고	Carrying over the shoulder (older spelling)
쓰러기통	쓰레기통	Garbage can (older spelling)
상투짯코	상투 짜고	Having tied hair into a topknot (older spelling/form)
곰방대	곰방대	Short tobacco pipe
흙구루마	흙수레	Earth-cart, dirt cart (구루마 from Japanese 車 kuruma)


---------------------------


잡지명	삼천리 제4권 제8호
발행일	1932년 08월 01일
기사제목	異域 同胞近況
필자	於龍井 L·C·H, 奉天 崔致億, 大阪 金字光
기사형태	소식

異域 同胞近況
						於龍井 L·C·H, 奉天 崔致億, 大阪 金字光
憂慮되는 間島同胞
於龍井 L·C·H

요사이 故土에 게신 知友로부터 이곳 소식과 동포의 情狀을 알니라는 書信 수십 통을 밧고 그냥 무심히 지내기는 넘우 미안하야 이 기회에 우리 『三千里』 誌의 一面을 割讓하야 넓이 故國형제에게 間島 동포의 소식 一端을 略述하려 한다. 이곳 동포 目下의 情狀은 엇더한가?

원래 間島 동포가 越江移來하게 된 동기는 故土 강산이 살기에 염증나서 越境한 것도 아니오 또한 領士的 야심으로 뛰여든 것도 아니라 오로지 먹을 것, 입을 것 卽 衣食住의 窮貧으로 부득이 男負女戴하야 달낭달낭 바가지만 차고 드러온 것이 多部分 아-니 全部라 하여도 과언이 아니다.
間島에 와서도 人煙 듬은(稀) 한적한 奧地로 水草를 따라 中國人의 소작농으로 피와 땀으로 땅을 파가며 僅히 連命하는 데다가 二重三重의 정치적 압박과 경제적으로 극도의 착취! 온갓 학대에 忍從하면서 保命하여 오던 차에 今番사변 발생이후로 각 地에는 連日 連夜 武裝團이 수십 명식 혹은 수백 명 내지 수천 명이 집단하야 部落 市街를 습격하고 금품 탈취, 살인, 人質拉去, 婦女强X 등 눈뜨고 보지 못할 재변을 당하고 잇다.
현재 각地 촌락에서는 생업에 安堵하기 不能한 상태에 陷하엿다. 時局이 다소 안정되는 其時를 대하야 농경 시작하려든 一縷의 희망도 이제는 절망이 되고 일일 전하여 오는 馬賊, 大刀會, 紅槍隊, 土匪, 兵匪, 曰, 救國團, 決死隊, 便衣隊 등등의 습격설에 주민은 극도의 恐怖에 싸여 최근에는 여간 남아 잇는 家産 등屬을 放棄하고 空拳으로 原住地를 떠나 도시로 潮水같이 피난하는 동포가 日增月加하여 現今 당장에 구조를 바다아 延命할 형제가 5, 6천명을 算하게 되엿다. 間島內 都市에 피난하는 동포 외에 間島를 전연 단념하고 평소에 그리워하든 故國山川을 향하야 빈손에 발벗은 그대로 어린 자녀를 둥에 실고 竹杖을 밋천 삼고 其前 어느 때에 눈물로 작별한 豆滿江을 다시 건너가는 동포도 激多하얏다.
間島에서 방황하는 白衣동포의 身上에는 걱정 근심이 날이 갈사록 刻一 刻酷 심하여 가니 其身勢야 가련하며 其前途야 암담하다.

오날은 6월도 마즈막 가버리려는 26일 일요일이다. 석양부터 구진비는 시름없이 나리는데 즐펀한 路上에셔 방황하는 떼지은 피난 동포를 보게 된다. 其中에 임신 만삭된 一婦人이 피난도 중에서 해산하얏다는 영아를 가족이 광주리(筐)에 담아 머리 우에 이고 산모는 남편의 잔등에 업히여 故土를 차저간다는 其 姿態는 눈물 안이고는 볼 수 업는 처참한 광경이엿다. 어찌 이 뿐이랴 지면관계로 기록치 안흐나 別別 喜비극이 만히 上演되여 잇다.

근래 識者간에 間島문제를 논술한 글이 발표된 것을 신문지 혹은 잡지를 통하야 누누히 보게 된다. 然이나 역사적으로 보와 間島가 옛날에 우리의 영토이엿던들 今日에 이것이 무슨 역할을 演하며 주민 인구의 절대 다수가 우리 민족인들 엇전단 말인가! 論者들의 연구한 노력에는 경의를 표하나 아모 힘(力)도 못되니 결국 유한 인테리의 유희 이외에 아모 것도 안이라고 할가?

目前에 절박한 피난 동포의 구제책에 대하야는 아직도 何等의 구체적 成案을 보지 못하고 구제기관이라고는 間島, 琿春 數個所 朝鮮인민회를 통하야 外務省에서 大人 一人에게 一日 6전식 당분간 지출하리라 한다. 이것으로 都會생활하기는 물론 어렵고 이것도 제한된 예산임애 장기간 계속될 가망이 없이 보인다. 품파리할내야 일할 곳 없는 현상이요.
山野에 綠林은 나날이 욱어지며 강량(高粱)의 繁茂期는 갓가워오니 武裝團은 이것을 절호의 기회라하야 자유자재로 出沒할터이다. 間島 동포의 살 곳은 어대란 말인가?＜52＞
현재 40여만 동포의 9割 以上은 농민이매 촌락에 散在하니 故國에 게신 동포의 근심걱정이 엇지 일시 인들 閑却되랴.

눈물겨운 奧地 遭難 同胞에 生路
奉天 崔致億

