Rank	Word	Frequency
1	하야	316
2	말	255
3	우리	164
4	사람	160
5	나	155
6	一金	147
7	섯다	141
8	그것	128
9	가티	108
10	안이	94
11	모든	88
12	朝鮮	85
13	壹圓	81
14	생각	75
15	가지	71
16	다시	70
17	하엿다	69
18	人間	69
19	무엇	64
20	되엿다	63
21	기사	61
22	社會	61
23	이나	60
24	소리	51
25	또한	50
26	生命	49
27	창수	48
28	대한	46
29	서서	45
30	다만	42
31	事實	41
32	자긔	41
33	資本主義	40
34	自由劇場	40
35	까닭	39
36	대하	39
37	農業	39
38	以上	39
39	인쇄소	39
40	모양	37
41	로써	37
42	問題	37
43	다른	36
44	더욱	36
45	慶州	36
46	가장	35
47	同時	34
48	리하	33
49	意識	33
50	잡지	32
51	自然	32
52	資本	31
53	自己	31
54	개벽	30
55	제호	30
56	발행	30
57	제목	30
58	형태	30
59	로서	30
60	하나	29
61	보고	29
62	日本	29
63	안퇀	29
64	잇슬	28
65	勞働者	28
66	勞働階級	28
67	그대로	27
68	必要	27
69	理論	27
70	로부터	27
71	세상	27
72	有機體	27
73	동안	26
74	政策	26
75	上演	26
76	예술	26
77	일이	25
78	여긔	25
79	만일	25
80	안코	25
81	마음	25
82	눈	25
83	집	25
84	植民地	25
85	먼저	24
86	土地	24
87	너	24
88	拾圓	24
89	처음	24
90	이란	23
91	勿論	23
92	經濟的	23
93	資本家	23
94	本位	23
95	잇스	23
96	머리	23
97	토피아	23
98	지금	22
99	손	22
100	참으로	22
101	여러	22
102	被征服民	22
103	이오	21
104	누구	21
105	더욱이	21
106	수가	21
107	關係	21
108	農村	21
109	反抗	21
110	階級的	21
111	당신	21
112	다음	20
113	發達	20
114	왓다	20
115	하얏다	20
116	오늘	20
117	發生	20
118	어머니	20
119	필자	19
120	보아	19
121	生活	19
122	增加	19
123	要求	19
124	靑年	19
125	始作	19
126	무슨	19
127	歷史	19
128	따라서	18
129	도리	18
130	世界	18
131	대해	18
132	리아	18
133	이제	17
134	거리	17
135	나라	17
136	農村問題	17
137	意味	17
138	發展	17
139	大正	17
140	中國	17
141	運動	17
142	이의	17
143	푸로레	17
144	직공	17
145	직업	17
146	산직	17
147	얼마나	16
148	오히려	16
149	하든	16
150	努力	16
151	反對	16
152	一般	16
153	形式	16
154	破壞	16
155	그대	16
156	階級	16
157	사랑	16
158	貳圓	16
159	발	16
160	한번	16
161	차저	16
162	本能	16
163	階級意識	16
164	에네르기	16
165	얼골	16
166	餘萬圓	16
167	어듸	15
168	今年	15
169	時間	15
170	다가	15
171	물	15
172	사회	15
173	五圓	15
174	時代	15
175	이름	15
176	疲困	15
177	本國	15
178	同化政策	15
179	하랴	14
180	거긔	14
181	엇더케	14
182	相當	14
183	結局	14
184	地主	14
185	如何	14
186	實現	14
187	勞働	14
188	精神	14
189	勢力	14
190	京城	14
191	한가지	14
192	境遇	14
193	有利	14
194	그이	14
195	엇다	14
196	의미	14
197	계급	14
198	作用	14
199	小弱國	14
200	滅族政策	14
