잡지명	동광 제36호
발행일	1932년 08월 01일
기사제목	異鄕片片」 (Fragments from a Foreign Land)
필자	金聲近
기사형태	문예기타 (Literary Miscellaneous)

異鄕片片」
						金聲近

旅情 (Feelings of a Traveler)

Having returned to Tōkyō after a homecoming of over a month, it already feels like two months have passed. In merely two months, I have completely become accustomed again to the noise, colors, dust of this metropolis, and the whirlwind of "mechanism" that envelops everything. It is undoubtedly reaping what I sowed, but here, machines needlessly rebel against humans. Witnessing this tyranny of machines firsthand is by no means a beautiful sight. While not all citizens gathered here can be admirers, physiological repulsion will surely prevent them from ever abandoning their longing for a pastoral life (牧歌). <79>

Yet, the Great City! What can be done about this colossal "Sphinx" built by 20th-century humanity? Perhaps we live under the destiny of having to find today's philosophy, morality, beauty, and principles within it.

When I left, Chosŏn was just at the prelude of spring. In front of my room at my hometown house, under the moon, the red cherry blossom buds were just beginning to open, one by one. In Sŏul, the famous night cherry blossoms (夜櫻) dominated the conversations of people who knew the season, wherever one went. (What surprised me was discovering a friend at the same lodging who had purposely come up from Ch'ŏrwŏn just to see the flowers. In the midst of 1932 Chosŏn, what an astonishing display of "elegance" (風流) this was. Annoyed by this friend's discovery, I decisively deleted the rare night cherry blossom viewing from my travel plans. Thinking back, I found myself amusing too.)

The spring of my homeland, encountered after five years! It doesn't have to be filled with joyful dreams. The spring of one's hometown—it must be a beautiful vision of a woman for anyone, anytime. Yet, I left again.

The cherries on the tree at home are said to have grown as large as beans. But that news always accompanies the echo of the profound recession in my hometown. I read about the summer scenery of Sŏul in a friend's letter. But the friend never tells any bright stories about Sŏul. A lonely traveler's heart. Yet, humans are endlessly tolerant when it comes to unburdening the heart. I still retain only the beautiful memories of the season when spring was about to arrive. In the evening on the bustling streets, sometimes watching the foreign children playing under the electric lights on a bench in Edogawa Park, various things from my homeland become longed for, like exotic landscapes I have never seen. It is there that I find the happy state of mind of a traveler, precisely because of this "longing." If only I could always live in such longing, yearning, and attachment—. I see myself even desiring the homesickness (旅愁) hiding deeper within my body. But then, the loneliness of one who sees a dream while conscious of dreaming!

追懷 (Reminiscence)

On the way from Chosŏn, passing through Kokufu-zu, I was finally able to escape the unbearable fatigue of two days and nights.

It happened to be a rainy evening, deepening twilight, traveling alone, the scent of the southern country's (南國) spring somehow perceived... This chance combination of "conditions" allowed me to experience the emotion of reminiscence after a long time. Several years ago, in the same spring, on a rainy night, I first set foot on this path. The Tōkyō of憧憬 (yearning) of the teenager I was then is now, needless to say, a completely crumbled tower. Fortunately, my prudence (?), anticipating at least 50 percent disillusionment in the future, saved me from the tragedy of dreamlike reality. <80> I was merely happy feeling the past days that were more dreamlike and moving. The mournful cry (鳴咽) of the Shōsen electric trains in the Keihin area, the flames upon flames of the city that never sleeps—what I saw and heard there was the rhythm of several years ago. Searching for an empty seat, I greedily consumed this emotion as if it were the ultimate happiness.

Changing to the Shōsen line at Tōkyō Station, my "romanticism" continued unabated. But when I found my own reflection in the opposite window, I finally returned to my present self. I felt regretful. For a moment, in the same window, I read an expression on my face that even I couldn't understand.

여름 (Summer)

Scorching heat! The streets, after the rainy season (梅雨), are swelteringly hot. It's not just the direct rays of the sun that govern the summer of these streets. The radiant heat from the asphalt and, beyond that, the physical heat generated by the intermingling of sound, speed, and color must be adding to it. City dust and carbon dioxide nourish the street greenery. They say the people of Tōkyō consume tens of thousands of kan of ice daily. That summer is severe. But it is also fresh, like the colors of parasols floating down the pavement (鋪道).

Mannequins advertise the street's summer. Like the style of swimwear, it has certainly evolved from last year. The healthy color of red arms marching down the boulevard—one novelist described this as an accumulation of leisure (餘閑).—The street's summer is light, like a hot air balloon (輕氣球). They now herald the summer, ahead of the heat.

But the summer of this Great City, one layer beneath! Tōkyō, destined to wear a mask (假面), is fortunate.

東京서 보는 「달」 (The Moon Seen from Tōkyō)

A flood of people flowing every night—strolling through the night stalls (夜店) in the summer evening seems to be an indispensable pleasure (行樂) for these citizens. The symphony of fluttering yukata (ゆかた) and geta (下駄)—that must be a unique charm of this island country's summer. It's not to buy things. They seek to release the pent-up resentment from their workplaces, offices, or schools during the day into the roar of the night market crowd.

One night, amidst the wave of the crowd, I saw the moon in the sky.
"Was there always a moon in Tōkyō?" It was a thought unique to that moment. Finding the moon above the roofs of Tōkyō—it certainly felt like a miracle. I looked around at the people nearby. But not one of them seemed aware of the moon above their heads. Among so many people, it seemed only I was the moon's companion. The moon in the city is lonely. The brightness of this illumination denies these citizens the moon's embrace. They are ignorant of <81> one kind of happiness. Alone, I tried to understand a facet of modern beauty (近代美) in the moon seen through the dense buildings. Another day, the same moon, a fine night, walking with T along the Jingū promenade, I recalled the very renowned pleasure of that night and smiled to myself.

自嘲 (Self-Mockery)

That day, I got off at Sudachō to transfer to the Kanda-bound tram. Many people filled the street, looking towards one spot on the other side. When I finally understood, it was a scene that made one tremble. At a building construction site facing the upper road, a worker (工夫), due to some mistake, had caught both arms on the high-voltage wire at the very top and was currently burning. The sound of that oil burning could be heard even below. About ten minutes later, both arms completely burned, a single lump of flesh fell—with the final sound he could possibly make—onto the ground from which, just hours before, he had stepped off, unable to overcome his attachment to life, seeking the sustenance of life. Was it demonic nature (惡魔性)? Many people—myself included—watched with an interest akin to watching street corner acrobatics.

Boarding the tram, I felt dizzy from this scene I had witnessed for the first time. The building—and electricity, the essence of today's civilization, the artery of this Great City—the death of one life due to these things confused me. That agitation dominated me until that night.

The next morning, I scanned several morning newspapers (朝刊) in succession. But I could not find a report of that "tragedy" (悲慘) anywhere. It was too small an incident for the senses of journalism (쩌나리즘) to pick up. I laughed to myself at my solitary agitation from the previous night. They publish special pages for Chaplin's (촤플린) welcome and spare no volume of type for sensational reports on double suicides (情死者)—who are surely just "egoists" with minimal connection to the vast majority of citizens. Yet, they are so magnanimous as to forget even the small sacrifices of this civilization that allows them to exist. Is it not bizarre that this is the news value demanded by these citizens?

내가 죽인 사내 (The Man I Killed)

This is a Paramount (파라마운트) film I recently watched at the recommendation of a friend. Lately, I often regret watching films, so simply not feeling regret after seeing this one was satisfying enough. I don't intend to critique this film. If one insists on "technique," this film isn't really that significant. For director Lubitsch (루빗취), it could even be considered a recent work that retreats from his previous films like "Love Parade" or "The Smiling Lieutenant." And regarding the performances of Philipp Holmes (필맆.홈스) or Nancy Carroll (낸시.캬롤), one couldn't say they surpassed the expressive range of "Diary of a Co-ed" (여학생 일기), "An American Tragedy" (아메리카의 비극), or "Night <82> Angel" (밤의 천사). The interest I felt was in the delicate "mood" woven by the film's "theme" and story, and the interest of watching this film now in Tōkyō—amidst this vortex of Fascism (파쑈). The story is simple. 1919, Paris (巴里), drunk on the first anniversary of victory—amidst this, a victorious soldier from the Western Front named Paul (폴) suffers from remorse (悔恨) over a young German soldier he killed on the front line. His anguish grows. He goes to a church and pleads (哀訴) with the priest.

He is indignant at the priest's words, "You merely fulfilled your duty." "Is this all one can hear in church?" "Where on earth is there a duty to kill people?" He finally resolves to trace the German soldier's hometown from his memories of the front line and confess (懺悔). Arriving in Germany (獨逸), he first visits the soldier's grave and places flowers. Elsa (에르자), the dead German soldier's wife, observing this, assumes he is a friend of her late husband. In the German village, French (佛蘭西) people are intensely hated. It is a national sentiment walled off by the deaths of millions. When Paul hesitantly visits the dead soldier's house, the father, Dr. Hölderlin (홀다링), upon hearing the traveler's name, says "Hmm, a Frenchman," and refuses to meet him. However, as Paul earnestly implores and, amidst despair, is about to begin his terrifying confession, Elsa appears and introduces him as a friend of her late husband. Here, Paul loses the opportunity for his intended confession and, suddenly treated as a dear friend of the deceased son, receives hospitality transcending national sentiment as a valued guest in the soldier's home. Eventually, love blossoms between Paul and Elsa, growing strong enough to overcome all the village's slander and ridicule. However, unable to shed the burden on his heart, Paul finally decides to commit suicide. He first confesses to Elsa and intends to confess to her parents immediately after, but refrains upon his lover's plea not to spoil their happiness, and enters a new life for their sake.

As seen in the story, it is by no means an anti-Fascist ideology film, nor is there any climax of internationalism anywhere. But to these citizens, excited by the glory of the divine country (神國), comparing the daily enemy casualties, what a contrasting scene of life this is. To the artists frantically seeking the fragrance of art in the gruesome blood of the battlefield, is this not another "ironic" existence of art? Put plainly, it is nothing more than a human-interest film (人情映畵). But it should not be dismissed with the name of vulgarity. We need to consider the connection between the life of art and "so-called universal emotions" (所謂 曹遍感情), "enduring emotions" (恒久感情). Our emotional response to this film confirms, at least in part, the truth of this. Fleeting human nature swept by the tides of the times, enduring universal human nature—perhaps one aspect of the artist's effort lies in the clear, cool contemplation of this. <83> Seeing this film on Japan's (日本) screen now, I feel I have witnessed one of the powers and prides of an artist in Lubitsch.
(June 22nd, In Tōkyō) <84>

**Summary**

Writing from Tōkyō in 1932, Kim Sŏnggŭn reflects on his feelings as a Korean intellectual living abroad. He contrasts the mechanized, impersonal nature of modern Tōkyō with nostalgic memories of spring in his Korean hometown, Chosŏn. He recounts observations of city life—the indifference of crowds to a fatal accident, the superficiality of media coverage, and his solitary appreciation of the moon amidst urban bustle. He concludes by discussing the film "The Man I Killed," appreciating its humanistic theme that transcends national hatred, finding it a poignant counterpoint to the rising nationalism (described as Fascism - 파쑈) and militaristic fervor he observes in Japan. For historians, the article offers a valuable glimpse into the mindset of a Korean intellectual navigating modernity and colonial realities in the Japanese metropole. His complex feelings—alienation, nostalgia, critical observation of Japanese society, and a yearning for deeper human connection—alongside his specific comments on urban phenomena, media, and the political atmosphere (mentioning "Fascism" - 파쑈) provide rich insights into the colonial Korean experience and the intellectual currents of the time.

**Named Entities**

金聲近	김성근	Kim Sŏnggŭn
東京	도쿄	Tōkyō
朝鮮	조선	Chosŏn
서울	서울	Sŏul
鐵原	철원	Ch'ŏrwŏn
에도가와	에도가와	Edogawa
國府津	고쿠후즈	Kokufu-zu
京濱	게이힌	Keihin
神田	간다	Kanda
須田町	스다초	Sudachō
神宮	진구	Jingū
촤플린	채플린	Chaplin
파라마운트	파라마운트	Paramount
루빗취	루비치	Lubitsch
필맆.홈스	필립 홈스	Philipp Holmes
낸시.캬롤	낸시 캐럴	Nancy Carroll
巴里	파리	Paris
폴	폴	Paul
독일	독일	Germany
獨逸	독일	Germany
에르자	엘자	Elsa
佛蘭西	프랑스	France
홀다링	횔덜린	Hölderlin
日本	일본	Japan

**Glossary**

異鄕	이향	Foreign land; place away from home
片片	편편	Fragments; pieces
旅情	여정	Feelings of a traveler; travel sentiment
헤이려	헤아려	Counting; considering (Older spelling/form of 헤아려)
띄끌	티끌	Dust; speck (Older spelling/form of 티끌)
메카니즘	메커니즘	Mechanism
叛逆	반역	Rebellion; treason
暴威	폭위	Tyranny; despotism
牧歌	목가	Pastoral song; idyll
憧憬	동경	Yearning; longing
夜櫻	야앵	Cherry blossoms viewed at night
풍류	풍류	Elegance; artistic taste; refined enjoyment
여정	여정	Itinerary; journey
벗	벗	Friend
어수선한	어수선한	Disorderly; chaotic; messy
旅心	여심	A traveler's heart/mind
旅愁	여수	The sorrow/melancholy of travel; homesickness
追懷	추회	Reminiscence; looking back fondly
콘디숀	컨디션	Condition
鳴咽	명인	Wailing; sobbing; mournful sound (here, of a train)
녀름	여름	Summer (Older spelling/form)
梅雨	매우	East Asian rainy season (tsuyu/jangma)
鋪道	포도	Paved road; pavement
餘閑	여한	Leisure; spare time
輕氣球	경기구	Hot air balloon; light balloon
假面	가면	Mask
夜店	야점	Night stall; night market
유가다	유카타	Yukata (Japanese summer kimono)
게다	게다	Geta (Japanese wooden clogs)
行樂	행락	Pleasure trip; outing; amusement
近代美	근대미	Modern beauty
自嘲	자조	Self-mockery; self-deprecation
工夫	공부	Worker; laborer (Older usage, now primarily means 'study')
高壓線	고압선	High-voltage wire
惡魔性	악마성	Demonic nature; devilishness
朝刊	조간	Morning newspaper
쩌나리즘	저널리즘	Journalism (Older transliteration)
情死者	정사자	Those who commit double suicide for love
파쑈	파쇼	Fascism (Older transliteration)
悔恨	회한	Remorse; repentance
哀訴	애소	Pleading; appeal; supplication
懺悔	참회	Confession; repentance
神國	신국	Divine country; land of the gods (often used for Japan)
人情映畵	인정영화	Human-interest film; melodrama
所謂	소위	So-called
恒久	항구	Permanent; eternal
普遍	보편	Universal


---------------------------


잡지명	동광 제36호
발행일	1932년 08월 01일
기사제목	異鄕片片」
필자	金聲近
기사형태	문예기타

異鄕片片」
						金聲近
旅情
月餘의 귀향에서 다시 東京 와 어느듯 두 달을 헤이려 한다. 겨우 두 달 동안 나는 완전히 또 이 대도회의 소음과 색채와 띄끌, 그리고 그 모든 것을 싸고도는 「메카니즘」의 旋風에 친화해 버리고 만 것이다. 자업자득임에는 틀림없으리라 마는 여기는 너무나 공연히 기계가 인간에게 叛逆하고 잇다. 이 기계의 暴威를 그대로 눈앞에 보는 것은 결코 아름다운 풍경이 못된다. 여기 모인 시민은 물론 전원의 예찬자가 될 수 없을 것이다마는 적어도 生理反撥은 그들에게서 영원히 牧歌에의 憧憬을 禁斷치 못할 것이다.＜79＞
그러나 또 大都! 이것은 결국 인류가 쌓은 20세기의 거대한 「스핑크스」인 것을 어찌하랴. 우리는 오히려 그곳에 오늘의 철학과 도덕과 미와 원리를 찾어야 할 숙명에 사는 것이 아닐까.
떠나올 때 朝鮮은 정히 봄의 서막이엇다. 고향집 방 앞 달을 두고 불근 벗꽃 봉오리가 인제 겨오 하나둘 터지려든 때이엇다. 서울엔 때마츰 명물 夜櫻이 간 곳마다 철을 아는 사람들의 화제를 지배하고 잇엇다. (놀란 것은 같은 旅宿에 꽃구경으로 해 일부러 鐵原서 올러왓단 친구의 발견이다. 32년의 朝鮮 한가온대 이것은 또 얼마나 경이할 「풍류」의 존ž¬인가. 이 친구의 발견이 언짠어서 나는 단연 여정에서 못처럼의 夜櫻구경을 삭제해 버리기까지 햇다. 뒤에 생각하니 나도 웃으웟다.)
5년만엔가 맞으려는 鄕國의 봄! 반다시 즐거운 꿈이 묻히지 않어도 좋다. 고향의 봄-그것은 언제 누구에게나 아름다운 여인의 환상일 것이다. 그러나 나는 또 떠나고 말엇다.
집의 벗나무 열매는 콩알만치 컷다고 한다. 그러나 그 소식은 언제나 고향의 深切한 불황의 여운을 伴奏한다. 벗의 글에 서울의 여름 정경을 읽는다. 그러나 벗은 한번도 서울의 밝은 이야기를 들려주지 안는다. 적막한 旅心이다. 그러나 사람은 또 마음의 짐을 풀어 버리기엔 어디까지 寬容한 것이다. 나는 아직도 봄 맞으려는 시절의 아름다운 기억만을 남겨 가지고 잇다. 어수선한 거리의 저녁, 각금 「에도가와」공원 벤취에 전기ㅅ불 아래 뛰노는 이국의 어린이들을 보고 잇으면 鄕國의 가지가지가 도리어 보지 못한 이국의 풍경 같이 그리워진다. 나는 그곳에 비로소 「그리움」으로 해 행복한 나그네의 심경을 보는 것이다. 언제나 이런 그리움과 사모와 애착에 살엇으면-. 나는 보다 더 몸에 숨이는 旅愁를 意慾하고 까지 잇는 자기를 본다. 그러나 또 꿈을 의식하면서 꿈을 보는 사람의 적막!

追懷
朝鮮서 오든 길 國府津을 지나서 나는 겨우 2주야의 못 견딜 피로에서 벗어날 수 잇엇다.
때마츰 비 오는 저녁, 짙어 가는 황혼, 홈잣 여행, 어딘지 느끼는 南國의 봄의 향기... 이 「콘디숀」의 偶成이 오래간만에 나를 追懷의 감정을 경험하게 햇다. 몇 해 전 같은 봄, 비 오는 밤, 첫 이 길을 밟엇든 것이다. 그때 그리든 10대의 소년의 憧憬의 東京이 지금엔 완전히 허물어진 탑인 것은 말할 것도 없다. 앞날에 적어도 50퍼센트의 환멸을 상정하는 나의 賢明(?)이 夢現의 비극에서 나를 구해 준 것만은 다행한 일이엇다.＜80＞ 나는 오직 보다 꿈이엇고 감격적이엇든 지나간 날을 느끼는 것만 기뻣다. 京濱 일대의 省線電車의 鳴咽, 불야성의 불꽃과 불꽃-그곳에 보고 또 듣는 것은 몇 해 전의 율동, 그것이엇다. 나는 뷔인 객석을 찾어가면서 마치 그것이 최후의 행복이나 되는 듯이 이 감정을 貪햇다.
東京역에서 省線을 바꿔라고 나의 「로맨티시즘」은 連綿햇다. 그러나 마즌편 창에 자기의 윤곽을 찾을 때 비로소 나는 오늘의 자기로 돌아왓다. 서운햇다. 순간 같은 창에 나는 나로도 이해 못할 표정을 읽엇다.

여름
폭염! 梅雨 거둔 거리는 찌는 듯이 덥다. 이 거리의 녀름을 거느리는 것은 직사하는 태양의 광선뿐이 아니다. 그곳엔 「아스팔트」의 복사열과 그 밖 音響, 「스피드」, 색채의 교착에서 나는 物理熱이 가중하고 잇을 것이다. 都塵과 탄산까쓰가 거리의 녹음을 營養한다. 하로 몇 만 관의 어름을 이 東京의 인종이 소비한다고 한다. 그 녀름은 심각하다. 그러나 그것은 또 鋪道를 떠가는 파라솔의 채색과 같이 신선하다.
「마네킹」이 거리의 여름을 선전한다. 해수욕복의 「스타일」과 같이 그것은 확실히 작년보담 진화햇다. 가두를 행진하는 붉은 팔의 건강색-어느 소설가는 이것을 餘閑의 축적이라고 표현햇다.-거리의 녀름은 輕氣球와 같이 경쾌하다. 그들은 인제 더위에 앞서 여름을 先驅한다.
그러나 한 겹 밑의 이 大都의 여름! 假面을 運命으로 한 東京은 다행하다.

東京서 보는 「달」
밤마다 흐르는 사람의 홍수―녀름 밤 夜店 산책은 이 시민들에게 없지 못할 行樂인 것 같다. 나부끼는 「유가다」와 「게다」의 交響-그것은 이 섬나라 녀름의 독특한 매력일 것이다. 물건을 사기 위해서가 아니다. 그들은 낮 동안 그들의 직장에서 「오피쓰」에서 또는 敎場에서 포만한 울분을 이 夜市人의 포효에 풀려는 것이다.
어느 밤 나는 군중의 물결 속에서 하늘에 달을 보앗다.
「東京에도 달이 잇엇든가.」 그때만의 착상이엇다. 東京의 집웅 우에 달을 찾은 것-그것은 확실히 기적 같엇다. 나는 주위의 사람들을 돌려보앗다. 그러나 그 중의 한사람도 그들의 머리 우의 달을 감각하는 것 같지 않엇다. 이 많은 사람 가온대서 나뿐이 달의 동반자인 것 같엇다. 거리의 달은 적막하다. 이 류미네숀의 광도가 이 시민들에게 달의 포옹을 거절하는 것이다. 그들은 한가지 행복에＜81＞ 무지하다. 나는 호을로 총총한 삘딩을 통해 보는 달에 近代美의 一端을 이해할려 햇다. 다른 날, 같은 달, 좋은 밤, 나는 T와 神宮 「프롬나드」를 걸으면서 그 밤의 아주 고명햇든 유쾌를 생각하고 혼자 미소를 보냇다.

自嘲
