Magazine Title: 삼천리 第10卷 第5號
Publication Date: 1938년 05월 01일 (May 1, 1938)
Article Title: 總督府 前高官이 모여 半島 治安 苦心을 말함 (Former High Officials of the Government-General Gather to Speak of the Hardships in Maintaining Peninsular Security)
Article Type: 대담·좌담 (Interview/Roundtable Discussion)

Former High Officials of the Government-General Gather to Speak of the Hardships in Maintaining Peninsular Security

Mizuno, Former Vice Governor-General for Political Affairs: As Mr. Akaike mentioned regarding the situation when the meeting of the Heads of the Third Departments was convened, I was truly grateful that energetic and capable young men from the mainland had come with enthusiasm to Korea during this crucial time. These were individuals who were promising even back in the mainland and were extremely diligent in their duties.

Since we had essentially forced such people to come to Korea, I felt both thankful and sorry that they had to endure such hardships immediately upon arrival. Had I known things would turn out like this, I even thought it might have been better not to have encouraged them to go to Korea. However, I was reassured upon seeing that the gentlemen who were the Heads of the Third Departments faced this critical matter with extraordinary determination. During the meeting, all the Heads of the Third Departments came to my official residence <108> and Mr. Chiba, Head of the Third Department for Kyŏnggi Province, spoke up, saying, "We intend to take on the duty of maintaining public security with extraordinary determination, and on this occasion, there is something we must request of the Vice Governor-General." When I asked what the request was and if I could see it first, Mr. Chiba took a letter out from his pocket and showed it to me. I believe the requests clearly numbered 13 articles, but as I don't have the documents now, I don't remember all of them accurately. However, the first among them was a request to have automobiles permanently available for police use in each provincial office.

At that time, there wasn't a single automobile in the provincial offices, so it goes without saying that this caused extraordinary inconvenience for security during disturbances like these. I thought this request was extremely reasonable. The second request was for the swift installation of telephone lines connecting the various provinces, as they didn't exist at the time. They argued that without telephones, it would be impossible to respond to emergencies. Regarding the third point, at that time, some Heads of the Third Departments lacked official residences, and because the residences of the former Kempeitai-era Police Affairs Chiefs were not vacant, some newly appointed Heads of the Third Departments were living with the Provincial Governor, while others lodged in restaurants or boarding houses. Even making phone calls was difficult as secrets could be leaked, making the inconvenience indescribable. Therefore, the request was to be provided with official residences quickly.

The fourth was thought to be a minor issue, but at that time, the official organization of the provincial offices divided departments into First, Second, and Third Departments, where the First Department was Internal Affairs, the Second was Finance, and the Third was Police. The opinion of the Heads of the Second Department [sic - likely meant Third Dept.] was that in the current situation, the most important duty is policing. Therefore, they requested that Police Affairs be elevated to the first position among provincial office duties. Furthermore, <109> being called "Head of the Third Department" somehow sounded like an insignificant job, so they requested a revision to make the First Department Police, and the Second and Third Departments Internal Affairs and Finance. Alternatively, another request was to revise the names to Internal Affairs Department, Finance Department, and Police Affairs Department, like the official system in the mainland. There were 13 articles in total, and although I don't recall each one now, I thought all the requests were quite reasonable. Therefore, I drafted the budget with the top priority being an increase in police funding, and as a first step, allocated one automobile to each provincial office. This not only had an exceptionally good effect on the psychological state of the police officers but showing the transport of police officers by automobile undoubtedly produced a great effect in intimidating the Korean people. Looking at the situation today, it might seem quite comical, but that was the situation at the time, so one can imagine how much the police authorities agonized over it*.

The Arrest Related to the Patriotic Women's Association

Akaike, Former Director of the Police Affairs Bureau: The police authorities, whether at headquarters or in the provincial offices, were all faithful to their duties, and particularly by paying close attention to the trends in public sentiment, their work progressed steadily, and results gradually improved. The first notable success was the arrest related to the Patriotic Women's Association (愛國婦人會) in Taegu. Through this, not only was the connection between Christianity and the Manse disturbances clarified, but we also came to understand the atmosphere and public sentiment in Korea.

This was of great help in establishing future plans. This was the achievement of the Head of the Third Department, Mr. Shinjō Yūjirō, and it truly deserved special mention.
To outline this incident, women named Hwang Aesidŏk (黃愛施德) and Kim Maria (金마리아) collected funds and, through Christian channels, sent money to Shanghai to support the XX movement. Those involved were located in various places, and they used an organization called the Liaison System (聯通制), cleverly communicating with codes and jargon. For example, they referred to the Provisional Government in Shanghai as the Haesanghoe (海商會 - Maritime Merchants Association) and used fluctuations in market prices to describe the ebb and flow of the independence movement. As a result of the investigation, it was discovered that nurses at Severance Hospital in Kyŏngsŏng had also joined. For many years, as the Vice Governor-General explained, Severance Hospital had been watched as a hotbed of anti-Japanese sentiment, and its director, Dr. Avison, a missionary who had been in Korea for over 20 years, held special influence and trust <110> among Koreans for specific reasons. Furthermore, Dr. Schofield, a teacher at the hospital, was a champion of anti-Japanese sentiment, and there were rumors that the hospital was a breeding ground for conspiracies. The Kempeitai had inspected the place several times but failed to find evidence, which only invited criticism. Moreover, rumors circulated that the hospital was increasingly being used by malcontents (不逞漢). Therefore, taking the opportunity presented by the exposure of the Taegu Patriotic Women's Association conspiracy, we interrogated the hospital nurses and secured definite evidence. One night, we summoned Dr. Avison, explained the entire situation, and had a frank discussion. Dr. Avison said, "I cannot know for sure what actions the nurses, believers, and others may have taken. However, in the future, I will pay full attention, admonish those involved, and ensure such incidents do not recur." Then, with a moved expression, he continued, "Truthfully, having been in Korea for over 20 years, I have received great trust from the believers. Therefore, it is true that I have always shown great sympathy towards the appeals and petitions of the believers. I hope you will fully understand this point."

We understood Avison's distress and decided to limit the case to the already arrested nurses, ensuring it did not escalate further. It was indeed fortunate that no further incidents leading to legal trouble occurred at that hospital afterwards. At that time, as a result of the efforts of the Governor-General and the Vice Governor-General, criticism of Christianity both domestically and internationally gradually decreased, and American public opinion also softened considerably, which was truly congratulatory for the nation.
Particularly, Dr. Welch of the Methodist mission strongly cautioned missionaries to refrain from interfering in Korea's internal affairs, leading to a significant change in the missionaries' attitudes. Individuals like Mr. Smith actively defended the Governor-General's administration and voluntarily informed Americans about the true state of affairs under the administration.
However, the Presbyterian faction did not easily change its attitude.
Especially in P'yŏngyang, there were quite a few instances of acting as intermediaries for communication between Shanghai and Korea. Following the arrests related to the Taegu Patriotic Women's Association, disaffected Koreans (不逞鮮人) caught on the Andong Line's transportation network were arrested, gradually revealing the connection between the Shanghai side and P'yŏngyang Christianity. Consequently, we paid even closer attention to Missionary Moffett and others. Whereas previously there was a misunderstanding that one couldn't touch Christianity or do anything about the United States, this proactive stance by the Government-General was worthy of great surprise. Since then, the attitude of Koreans <111> towards missionaries changed dramatically. One wave creates ten thousand waves; the shift in public sentiment towards Christianity eventually created numerous ripples in various sectors of society.

Dissolution of the Shanghai Provisional Government

Akaike, Former Director of the Police Affairs Bureau: Although the Manse disturbances seemed to erupt suddenly in Kyŏngsŏng on March 1, 1919, we must not forget that the atmosphere leading to this explosion had been brewing both inside and outside Korea for many years. The proponent of these disturbances was Son Pyŏnghŭi (孫秉熙) of Ch'ŏndogyo. Those who communicated with them and acted in concert were Koreans in the United States and Manchuria. They established close ties with the governments or influential figures in those territories, received their sympathy, and planned conspiracies for a long time with their support. Finally, when the Manse disturbances occurred in Kyŏngsŏng in March 1919, they established the so-called Provisional Government in Shanghai in May, which began operating vigorously as the headquarters for the XX movement. This Provisional Government had Yi Sŭngman (李承晩) as President, Yi Tonghwi (李東暉) as Minister of Military Affairs (later Prime Minister), and An Ch'angho (安昌浩) as Chief Secretary (later Minister of Home Affairs) at its core. It encompassed figures well-known in Korea such as No Paengnin (盧伯麟), Yi Tongnyŏng (李東寧), Yi Siyŏng (李始榮), Mun Ch'angbŏm (文昌範), Sin Kyusik (申圭植), Kim Kyusik (金圭植), and Yu Tongyŏl (柳東說). Consequently, people were drawn by their fame and placed great expectations on it, coming to think, "The Government-General is in Kyŏngsŏng, but our government is in Shanghai."

Indeed, their activities were truly astonishing.
First, they spread anti-Japanese propaganda in various directions, misled public opinion with groundless rumors, aroused sympathy for Koreans among Americans and other foreigners, created a climate supportive of their movement, and not only incited public sentiment within Korea through rhetoric but also fostered the independence movement (不逞運動) by spending large sums of money. Therefore, it seemed very advantageous for the Koreans and appeared as though they had the support of foreigners. The Provisional Government was composed of a Civilian Faction (文治派) and a Military Faction (武斷派). The Civilian Faction, represented by Yi Sŭngman and An Ch'angho, sought independence mainly through American support. The Military Faction, led by Yi Tongnyŏng, planned to gain Russian aid and invade the country from the border using armed groups from Manchuria and Siberia.
At that time, America's prestige was renowned worldwide, so a segment of the Korean population, captive to the idea of relying on great powers (事大思想), believed anything was possible with American help. They thought the world would be reformed according to US President Wilson's <112> Fourteen Points, and Koreans would achieve independence based on the principle of national self-determination. This overconfidence in America led to overconfidence in the Provisional Government, and misjudging Russia's military power resulted in misjudging the Provisional Government's actual strength. At that time, reports frequently arrived that the Provisional Government was secretly manufacturing bombs and purchasing handguns, while dispatching operatives (壯士) into Korea to assassinate high officials and prominent figures. Indeed, individuals carrying bombs entered Korea, further leading ignorant Koreans (無知한 鮮人) to place great hopes in the Provisional Government and believe in its success. Accordingly, rumors spread everywhere that armed groups would invade from the border using the autumn and winter seasons, causing great public unrest. Therefore, to maintain public order in Korea, we felt the need to broaden our perspective domestically and internationally and gather intelligence from various places. The Government-General had the Consuls General in Fengtian (奉天) and Jilin (吉林) and the Consul in Andong (安東) concurrently hold positions as Government-General administrative officials, and secretly deployed Government-General interpreters to Shanghai, Vladivostok (海三威), Fengtian, and Jilin to report on the situation. As these reporting agencies became organized, combined with military intelligence, the situation outside Korea gradually became clearer. This is hindsight, but it became clear that the Manse disturbances were related to the world revolution and also connected to the Third International. The more one thought about it, the more one learned, the Manse disturbances were no simple matter.
If the suppression had been delayed by just one more year, who knows what kind of major incident might have occurred.
Because the movement was planned on an extremely large scale, its roots were deep, and its network was extensive, the Governor-General received considerable caution from the cabinet elders. The Police Affairs Bureau and the Ministry of Foreign Affairs also engaged in negotiations in various areas and paid extraordinary attention to social and ideological aspects to discern the undercurrents of public sentiment.
Consequently, the work of the Police Affairs Bureau became extremely complex and delicate. Messrs. Maruyama and Shirakami became even busier, Mr. Shirakami's lean frame grew thinner, and Mr. Maruyama's drinking capacity increased further. The confidential details are still sensitive to disclose even today. The existence of the Shanghai Provisional Government not only created a sort of misunderstanding among Koreans but was also significantly disadvantageous to the Government-General's administration. Therefore, we repeatedly pressed the Ministry of Foreign Affairs to negotiate with the French government (as it was located in the Shanghai French Concession), ultimately leading to its dissolution.
Of course, we only knew it was dissolved; in reality, they gathered elsewhere, but nevertheless, the fact that <113> it was dissolved by the authorities, that is, the denial of their existence, had a tremendous impact on Korea.
From the perspective of stabilizing public sentiment, it must be considered one of the successes. Regarding the Shanghai Provisional Government, one cannot fail to mention that the Director-General of the Colonial Bureau, Mr. Koga Renzō (古賀廉造), summoned Yŏ Unhyŏng (呂運亨) from Shanghai. Mr. Koga's idea was that since Yŏ Unhyŏng was close friends with An Ch'angho, one of the leaders of the Provisional Government, summoning him to our country (我國 - Japan) would intimidate An Ch'angho and inevitably force the dissolution of the Provisional Government. For interpretation, he requested the release of Chang Tŏksu (張德秀), who was then exiled to Hŭido (胡衣島), to be sent to the mainland. The Government-General strongly opposed this, arguing it was mere child's play and a futile effort, but Mr. Koga stubbornly insisted using the government's authority, so we had no choice but to dispatch Chang Tŏksu to the mainland. Mr. Koga gained nothing whatsoever from Yŏ Unhyŏng and, furthermore, faced interpellation in the Diet for having arranged a tour of the Imperial Garden (御苑) for him, leading to his humble apology. <66>

**Summary**

This roundtable features former high-ranking Japanese colonial officials, Mizuno (Vice Governor-General) and Akaike (Police Bureau Director), reflecting on the challenges of maintaining security (治安) in Korea following the 1919 March 1st Movement. They discuss the initial difficulties faced by newly arrived Japanese officials, the demands made by provincial police chiefs for resources like cars and telephones, and the psychological impact these resources had. Akaike details the investigation into the Patriotic Women's Association (애국부인회) in Taegu, linking it to Christian networks, Severance Hospital (seen as an anti-Japanese center), and the Shanghai Provisional Government. He describes interactions with figures like Dr. Avison and the eventual pressure leading to the official (though perhaps not actual) dissolution of the Shanghai Provisional Government, which they viewed as a success in stabilizing Korean public sentiment. The account also mentions the controversial summoning of Yŏ Unhyŏng by Colonial Bureau Director Koga Renzō. The article offers a candid glimpse into the mindset and strategies of Japanese colonial administrators focused on suppression and intelligence gathering against the Korean independence movement. For historians, it provides valuable insights into the Japanese perspective on policing, the perceived threat from Christian groups and the Provisional Government, intelligence operations, resource allocation for control, and internal disagreements within the Japanese administration (like the Koga/Yŏ Unhyŏng incident).

**Named Entities**

水野	미즈노	Mizuno
赤池	아카이케	Akaike
千葉	치바	Chiba
京畿道	경기도	Kyŏnggi Province
大邱	대구	Taegu
愛國婦人會	애국부인회	Patriotic Women's Association
新庄祐次郞	신조 유지로	Shinjō Yūjirō
黃愛施德	황애시덕	Hwang Aesidŏk
金마리아	김마리아	Kim Maria
上海	상해	Shanghai
京城	경성	Kyŏngsŏng
세부란스 병원	세브란스 병원	Severance Hospital
에비손	에비슨	Avison
스코프일드	스코필드	Schofield
우엘티	웰치	Welch
스미스	스미스	Smith
평양	평양	P'yŏngyang
安東線	안동선	Andong Line
모헷드	모펫	Moffett
孫秉熙	손병희	Son Pyŏnghŭi
美國	미국	United States
滿洲	만주	Manchuria
假 정부	가 정부	Provisional Government
李承晩	이승만	Yi Sŭngman
李東暉	이동휘	Yi Tonghwi
安昌浩	안창호	An Ch'angho
盧伯麟	노백린	No Paengnin
李東寧	이동녕	Yi Tongnyŏng
李始榮	이시영	Yi Siyŏng
文昌範	문창범	Mun Ch'angbŏm
申圭植	신규식	Sin Kyusik
金圭植	김규식	Kim Kyusik
柳東說	유동설	Yu Tongyŏl
露國	노국	Russia
西伯利亞	시베리아	Siberia
우윌손	윌슨	Wilson
奉天	봉천	Fengtian
吉林	길림	Jilin
安東	안동	Andong
海三威	해삼위	Vladivostok
丸山	마루야마	Maruyama
白上	시라카미	Shirakami
佛國	불국	France
古賀廉造	고가 렌조	Koga Renzō
呂運亨	여운형	Yŏ Unhyŏng
胡衣島	흑의도/후이도	Hŭido (Black Clothes Island)
張德秀	장덕수	Chang Tŏksu
拓殖局	척식국	Colonial Bureau (Takushokukyoku)
總督府	총독부	Government-General (Chōsen Sōtokufu)
內地	내지	Mainland Japan (Naichi)

**Glossary**

總督府	총독부	Government-General (of Korea)
政務總監	정무총감	Vice Governor-General for Political Affairs
警務局長	경무국장	Director of the Police Affairs Bureau
제 3부장	제3부장	Head of the Third Department (Provincial Police Affairs Chief)
治安	치안	Public security, public order
갓거니와	같거니와	Like, as well as (older spelling/form of 같거니와)
왓슴	왔음	Came (older spelling/form of 왔음)
이서서도	있어서도	Even in (older spelling/form of 있어서도)
깃침	끼침	Causing, inflicting (older form of 끼침)
아러스면	알았으면	If I had known (older spelling/form of 알았으면)
조아스리라고	좋았으리라고	Would have been good (older spelling/form of 좋았으리라고)
달나는	달라는	Requesting (older spelling/form of 달라는)
없서슴으로	없었으므로	Because there wasn't (older spelling/form of 없었으므로)
騷擾	소요	Disturbance, unrest, riot
잇고	있고	There is/are, having (older spelling/form of 있고)
이섯든	있었던	Was, existed (older spelling/form of 있었던)
잇슬리라고	있으리라고	Will likely be (older spelling/form of 있으리라고)
民心	민심	Public sentiment, the hearts of the people
推移	추이	Trend, development, change
傾注	경주	Concentrate on, devote attention to
檢擧	검거	Arrest, round-up
만세騷擾	만세소요	Manse disturbances (referring to the March 1st Movement)
聯通制	연통제	Liaison System (Secret communication network of the Provisional Government)
暗號	암호	Code, cipher
隱語	은어	Jargon, secret language
假政府	가정부	Provisional Government (Lit. "Fake government")
不逞	불령	Insubordinate, malcontent (term used by Japanese authorities for independence activists)
消長	소장	Rise and fall, ebb and flow
策源地	책원지	Breeding ground, source (of conspiracy)
臨檢	임검	Inspection, raid
戒飾	계칙	Admonition, warning (likely 戒飭)
容喙	용훼	Interfere, meddle
變改	변개	Change, alter
매개	매개	Mediate, act as intermediary
판명	판명	Become clear, be identified
深甚히	심심히	Deeply, profoundly
오해	오해	Misunderstanding
경이	경이	Surprise, wonder
波紋	파문	Ripple, repercussion
醞釀	온양	Brewing, developing gradually
策應	책응	Respond in concert, coordinate action
懇親	간친	Friendly relations, intimacy
浮說	부설	Groundless rumor
사대사상	사대사상	Sadae ideology (relying on a greater power)
壯士	장사	Strong man, warrior, operative
頻頻히	빈빈히	Frequently
쫄나	졸라	To press, urge (older spelling/form of 졸라)
糺彈	규탄	Interpellation, censure (in parliament)
恐悚陳謝	공송진사	Humble apology


---------------------------


잡지명	삼천리 제10권 제5호
발행일	1938년 05월 01일
기사제목	總督府 前高官이 모여 半島 治安 苦心을 말함
기사형태	대담·좌담

總督府 前高官이 모여 半島 治安 苦心을 말함
水野 前 政務總監 제 3부장 회의를 여러슬 시의 상황은 赤池군이 말한 바와 갓거니와 실은 조선의 이 중대 시기에 際하야 내지로부터 신진 有爲한 청년들이 분발하야 왓슴을 나는 진심으로 감사히 생각하엿든 것입니다. 그리고 이들은 내지에 이서서도 前途有望한 사람들노 직무에 잇서서도 극히 精勵하고 잇든 것입니다.
이와 갓흔 사람들을 無理히 조선에 끌어온 것인 만치 부임하자 곳 이와 갓흔 苦勞를 깃침에 대하야서는 자기는 마음으로 감사하는 동시에 가엽시 생각하엿든 것입니다. 이와 갓흔 상태로 될 줄 아러스면 차라리 조선행을 권유하지 않엇더면 조아스리라고까지 생각하엿든 것입니다. 그러나 제 3 부장이엿든 諸君이 비상한 결심으로써 이 중대사에 당함을 보고 안심하엿든 것입니다. 회의 당시 제 3부장 일동이 나의 관저에<108> 와 우리는 비상한 결심으로써 치안의 任에 당할녀 하는대 此際에 總監에게 요구할 것이 잇다는 것을 千葉 경기도 제 3부장으로부터 발언하엿든 것입니다. 나는 그 요구가 무엇이지 우선 보여줄 수 없는가 하니 千葉군은 품에서 서함을 끄내여 나에게 보여주든 것입니다. 그 요구는 분명히 13ケ條엿다고 생각하는대 현재 서류가 없기 때문에 정확히 전부를 기억하고 잇지 않으나 그 중의 제 1은 자동차를 각 도청 경찰용으로 상비하여 달나는 것이엿습니다.
당시 도청에는 자동차가 1대도 없서슴으로 이와 갓흔 騷擾시에 際하여 警備上 비상한 불편을 感한다는 것은 두 말할 필요 없는 사실이였습니다. 나는 이 요구는 극히 타당한 것이라고 생각하엿습니다. 제 2의 요구는 당시 각 도 연락 전화가 없서슴으로 이 전화를 속히 가설하여 달나는 것입니다. 전화가 없으면 만일의 위급에 응할수 없다는 것이엿습니다. 제 3부장은 그 당시 제 3부장의 관사가 없는 곳도 잇고 前 헌병 시대의 警務 부장의 관사가 비지 않엇기 때문에 新任하여 온 제 3부장 중 혹은 知事의 관사에 동거하는 자도 잇고 혹은 料理屋 또는 下宿屋에 기숙하는 자도 이섯든 것입니다. 전화를 함에도 비밀이 누설되는 형편이엿스니 그 불편한 것은 말할 수 없섯든 것입니다. 그러함으로 관사를 속히 급여하여 달나는 것이엿습니다.
제 4는 些細한 것이라고 생각하여스나 당시 각 도청 官制에 部를 나노대 1부 2부 3부로 되야 1부가 내무부, 2부가 재무부, 3부가 경찰부엿든 것입니다. 2부장의 의견으로서는 금일의 사태에 잇서서는 가장 중요한 사무는 경찰이다. 그러하니 경찰을 도청 사무의 제 1에 올녀달나는 것이엿습니다. 그런대<109> 제 3부장이라고 하면 엇전지 변변치 못한 직무 갓치 생각되는 것이니 제 1부를 경찰, 2부 3부를 내무 재무라고 개정하여 달나는 것이엿습니다. 그러치 않으면 내지의 官制와 갓치 내무부 재무부 경찰부의 명칭으로 개정하여 달나는 것도 요구의 하나이엿습니다. 기타 13ケ條 엿는대 현재 일일히 기억하고 잇지 않으나 그 요구는 모다 그럼직한 요구라고 생각하엿든 것입니다. 그래 나는 경찰비를 증가한다는 것을 제 1의 주안으로 예산을 작성하고 제 일착으로 자동차를 1대 式 각 도청에 배치하엿든 것입니다. 이것은 경찰관의 심리 상태상 비상히 조흔 효과를 준 동시에 자동차로 경찰관을 수송하는 상태를 보여준 것은 조선인을 위압하는 대 잇서 큰 효과를 낫하낸 것은 의심할 배 없섯습니다. 금일의 형세로 보면 퍽으나 우스운 듯 하나 그 당시의 사정은 그러하엿스니 얼마나 경찰 당국자가 고심하엿다는 것을 추측할 수 잇슬리라고 봅*다.

愛國婦人會의 檢擧

赤池 前 警務局長 警務 당국자는 본부 도청 할 것 없시 모다 직무에 충실하야 특히 민심의 추이 경향에 傾注한 결과 사업이 착착 진행되야 성적이 점차 양호하야젓든 것입니다. 특히 성공의 제일 착수로서는 大邱에 잇서서 愛國婦人會를 검거한 것이엿습니다. 이에 의하야 기독교와 만세騷擾의 관계가 판명된 것은 물론 조선의 공기 인심의 기미도 알게되엿든것입니다.
이것이 장래의 계획을 수립함에 큰 도음이 되엿든 것입니다. 이것은 제 3부장 新庄祐次郞군의 공로엿는대 그야 참 대서 특필할 만한 것이엿습니다.
이 사건의 개요를 말하면 黃愛施德 金마리아라 말하는 부인들이 금전을 모집하야 기독교의 손을 비러 上海에 송금하야 OO운동을 원조하엿든 것입니다. 그 관계자는 각처에 잇서스며 그들은 聯通制라는 조직을 이용하야 교묘히 암호 은어로써 통신하엿든 것입니다. 실례를 들면 上海의 假政府를 海商會라 칭하고 市價의 등락으로써 不逞 운동의 消長을 형용하는 것이엿습니다. 그래 조사한 결과 京城 세부란스 병원의 간호부도 또 이에 가입한 것이 판명되엿습니다. 由來 세부란스 병원은 總監이 설명한 바와 갓치 다년간 排日 소굴노 注視되야스며 그 병원장인 에비손 박사는 선교사로서 在鮮 20여 년에 及하야 특수한 이유에 의하야 특수한 신망을 가저 至大의<110> 세력을 조선인 間에 갖고 이섯든 것입니다. 또 그 병원의 교사 스코프일드 박사는 排日의 용장으로 그 병원은 음모의 策源地라는 風評이 이섯든 것입니다. 헌병은 언제 이곳을 臨檢하여스나 그 증거를 잡지 못하엿기 때문에 도로혀 비난을 招致하엿슬 뿐 아니라 爾來 그 병원은 일층 不逞漢에 의하야 이용된다는 소문이 떠도랏든 것입니다. 그리하엿기 때문에 大邱 愛國婦人會의 음모의 폭로를 계기로 하야 그 병원 간호부를 취조하야 확실한 증거를 잡어슴으로 一夜 에비손 박사를 招致하여 모든 사정을 說하고 간담하엿든 바 에비손 박사는 말하데 「간호부 신도 기타 여럿이 엇더한 행동을 하엿는지는 자기는 잘 알 수 없습니다. 그러나 장래에는 충분히 주의하야 관계자에게 戒飾을 주어 이와 갓흔 일이 재발하지 많토록 하겠습니다.」 다시 감개한 안색으로 말을 이어 「실은 在鮮 20여 년 신도로부터 多大한 신뢰를 받고 잇기 때문에 신도의 哀訴 陳情에 대하야는 언제나 多大한 동정을 표시하엿다는 것은 사실입니다. 이 點많은 충분히 推諒하여 주기를 바랍니다.」라고 하는 것이엿습니다.
우리는 에비손의 哀情을 諒知하야 이 사건은 이미 검거한 간호부에만 끈치고 그 이상에는 波波하지 않토록 하엿는대 그 후 同병원에 잇서서 다시 법망에 걸니는 일이 생기지 않음은 심히 當幸한 일이엿습니다. 당시 총독과 總監이 노력한 결과 中外에 잇서서 기독교의 공격이 점점 덜어지고 미국의 국론도 퍽 완화하야진 것은 국가를 위하야 진실노 경하할 일이엿습니다.
특히 메스티스트派의 우엘티 박사는 극력 선교사를 경계하야 조선의 내정에 容喙하지 안토록 훈시하엿기 때문에 선교사의 태도도 퍽 달너젓든 것입니다. 스미스씨 갓흔 이는 적극적으로 총독 정치를 변호하야 미국인에게 자진하야 총독 정치의 진상을 통보하엿든 것입니다.
그러나 장로파는 쉬히 그 태도를 變改하지 안엇습니다.
특히 평양에 잇서서는 上海와 조선과의 교통을 매개하는 일이 적지 않엇습니다. 大邱愛國 婦人會의 검거에 뒤이어 不逞鮮人 중 安東線의 교통국에 걸니는 자를 검거하야 上海 방면과 평양 기독교와의 관계도 점차 판명되여 왓기 때문에 모헷드 선교사 기타에 대하야 일층 深甚히 주의하엿든 것입니다. 由來 기독교에 대하여서는 손까락 하나 건다릴 수 없다 미국에 대하여서는 엇더케 할 수 없는 것이라고 오해하엿슴에 대하야 이 총독부의 적극적 태도는 일대 경이에 價하엿든 것입니다. 爾來 선교사에 대하는 조선인의<111> 태도는 비상히 변하야젓든 것입니다. 一波 波波하야 萬波全動하다 기독교에 대하는 민중 심리의 일변은 마침내 사회의 각 방면에 대하야 幾多의 波紋을 이르키엿든 것입니다.

上海 假政府의 解散

