Magazine Title	삼천리 제4권 제9호
Publication Date	1932년 09월 01일
Article Title	自叙傳 (Autobiography)
Author	呂運亨
Article Type	회고·수기 (Memoir/Recollection)

Autobiography
						Lyuh Woon-hyung

My Youth

My hometown is Yangju in Kyŏnggi Province. I spent my boyhood purely under the ideological influence of my grandfather in this land of Yangju, with its beautiful scenery.

My grandfather, whose name was Kyusin, was indignant that our peninsula was treated as a kind of political dependency by China at that time. He proposed an expedition against China to the government and also made it his lifelong creed to personally achieve this plan. After liaising with high officials of the royal court and comrades in the countryside, he formed some sort of secret society and bustled about plotting. When this was discovered, the ringleader, a certain individual, was subjected to the cruel punishment of having three generations of his kin exterminated. My grandfather was sentenced to exile and went to Nyŏngwŏn in P'yŏngan Province, a remote valley high in the mountains with few people. He spent several years there, returning when I was ten years old. His once fine physique had become haggard from years of mental strain, and his head was already covered with frost-like white hair. Everyone in the family just looked at grandfather's appearance, shedding silent tears.

However, what had not changed was solely his spirit. And there was not the slightest reduction in his intention to chastise China. Also, books on military strategy and mathematics were always piled on his desk. The military books were not about modern tactics or weaponry, but texts like the *Six Secret Teachings* and *Three Strategies* (六韜三略). The mathematics involved wasn't the Arabic numerals we use now, but used the Chinese characters for one, two, three, etc., for the four basic operations (addition, subtraction, multiplication, division) and fractions. He was always studying things like the art of fortification (築城法) using these numbers. Considering he was already like this 33 or 34 years ago,<17> it can be presumed that grandfather had comparatively deep knowledge of the new learning (新學問).

Although he read military books and studied mathematics for the sake of his unfulfilled aspirations like this, after returning from exile, government surveillance and vigilance were severe, and it seemed he didn't even have much freedom to converse with people.

From then on, grandfather began to revere Confucianism (儒學), and it is said that his cultivation (素養) in it was not inferior to that of Mr. Kim Yun-sik (pen name Unyang) or the current clan (門中) member Mr. Lyuh Kyu-hyŏng.

Grandfather, who turned his unfortunate aspirations towards Confucianism and spent his remaining life thus, would often tell me, his eldest grandson, stories of the modern history (近世史) of China and Chosŏn. He always said that the policy discussion (經論) for a northern expedition (北征) was by no means a mistaken national policy, and that in order to implement that policy, such-and-such national preparations and ethnic planning were necessary. Even now, my heart feels heavy when I realize why he held me, so young and without any cultivation, and repeated these words to me day after day. As I will write below, the influence (感化) from my grandfather at that time became a major influence on the ideology of my youth, so much so that when we all left the country in 1912, my younger brother Un-hong went to America, but I headed straight for Shanghai, China.

At the age of fourteen, I first took a wife (聚妻) as my parents arranged, but soon lost her (喪妻), so at nineteen, I married again. That person is my current wife.

Until I turned nineteen like this, I stayed in my hometown, attending a private village school (私塾) and learning Chinese classics (漢學) such as the Four Books and Five Classics (四書五經). Then, resolving that I shouldn't rot away with the grass and trees (草木) in such a countryside corner, I, with my topknot, came up to Seoul one morning without even any travel gear (旅裝).

Thinking I should learn the new learning (新學問) in Seoul, I enrolled in Paejae Haktang (培材學堂), which was the first of its kind at that time. Paejae Haktang was founded by the American Mr. Appenzeller, and figures like Sin Hŭng-u; indeed, this school nurtured many progressive talents (人材).

After studying there for some time, a new school called Hŭnghwa Haktang (興化學堂) was established (創設) in Sujinban-gol (壽進坊谷) (likely near Mr. Ryu Il-sŏn's church in present-day Ch'ŏngjin-dong). Along with several hot-blooded fellow students, I enrolled in that school.

Hŭnghwa Haktang deserves to be written about in large letters (特書大筆) in the history of modern education (敎育史). Minister (公使) Min Yŏng-hwan (posthumous title Chungjŏng 忠正), who had previously been posted to America, returned with the intention of importing Western civilization (文明) and hastily established it. He then invited progressive scholars who had returned from studying in Europe (歐羅巴) to teach subjects like physics (物理) and chemistry (化學), things we had never even heard of before.

Among the classmates (同窓) I remember from that time are Mr. Yun Ko-byŏng of the current Tongil Bank and several others.

However, the political situation (時局) at that time was extremely tense, and this school did not last long. Eventually, for some reason (理由), the students and teachers wept together and parted ways, and the school was closed down.

After that, there were the Postal School (郵政學堂) and the Telegraph School (電務學堂) established by the Ministry of Education (學部) of the Old Korean Empire (舊韓國). Their purpose was to organize postal staff, the quickest way (捷路) to import Western civilization. I entered there. There, I learned the Universal Postal Convention/Law (萬國郵便公法) directly from the French original (原文) and also learned the newly established postal regulations (郵務 규정) purely in classical Chinese. I was busy learning about the postal systems of various foreign countries, sometimes from foreign instructors and sometimes from advanced scholars who had been abroad.

At this time, the winds and clouds (風雲) of the Russo-Japanese conflict intensified, and the smoke of gunfire (砲煙) was about to rise across the Far East. Then, for some reason, the government concluded a treaty entrusting (委任) all of Korea's postal functions (郵便機能) to Japan. This treaty (條約) was a very significant upheaval (變革) that stood at the very vanguard (先陣)<18> of the later Five-Article Treaty and all subsequent treaties.

Several dozen of us students (excerpt-main text) spread straw mats (繩席) in front of the palace and went there intending to weep and appeal to the throne (上訴), but some were arrested by the police, and others were chased away.

The chairman of the handover committee (引繼委員長) for that postal administration was the late Chŏng Un-bok. Because of this, the Postal School (郵務學堂) was also closed, and finally, the great Russo-Japanese War unfolded, centering on the plains of Manchuria (滿洲).

Seeing the general trend (大勢) shifting, I left Seoul and went to my hometown, Yangju. Thinking I would educate the younger generation (後進), I took hold of Kwangdong School (廣東學校). Then, having reconsidered, I went to Kangnŭng in Kangwŏn Province and took up teaching at the Ch'odang Ŭisuk (草堂義塾) there. I was twenty-five at the time.

Today, at forty-seven, as I sit and reminisce about my youth, the period that brings the deepest emotion (感慨) is these three years at Ch'odang Ŭisuk.

The academy presided over by Kang Youwei (康有爲), which produced many brilliant talents (英材)—such progressive, spirited scholar-patriots (志士) like Liang Qichao (梁啓超)—who brought about the Chinese reform (維新), was also called Ch'odang Academy (草堂學堂). Not only was I drawn to the name (일홈), but the people at that academy earnestly persuaded me, so I decided to teach there. The students were all scholars in their 30s and 40s, proficient enough in classical Chinese to have passed the level of the Four Books and Five Classics. Here, I was more preoccupied with telling them about the changing world affairs (世事) than focusing on academics. So, the students would sit in a circle on the rush-mat floor, and I, joining them, would discuss the current state of the nation and the general situation (大勢) in East Asia. After the discussion, the students would all be stirred up and weep. At that time, there was no distinction between teacher and student; we would grasp each other's arms, weep, and then talk (이약이하엇다).

After spending several tense years like this, a head-on collision (正面衝突) eventually occurred with a man named An Rak, the chief of police (警察署長) in Kangnŭng, over the issue of using the "Meiji era name" (明治年號), and the school was closed down.

From there, centering on Mount Kŭmgang (金剛山), I wandered here and there, visiting the Eight Scenic Views of Yŏngdong (嶺東八景) and scenic spots (勝地), recuperating my body. A few years later, I came up (올너왓다) to Seoul again. This was already after the annexation (併合).

In 1914 (Taishō 4), signs finally appeared that the Great European War was about to break out (勃發). Having already failed to achieve my aspirations within the country, I resolved that there was no other path but to travel abroad (外地). Selling my family fortune (家財) to make school expenses (學費), my younger brother Un-hong first went to America (米國). Then, following him, I passed through Fengtian (奉天) and unpacked my travel gear (遊裝) for Jinling University (金陵大學) in Shanghai.

That was the year I turned twenty-eight.
(Continued in the next issue—reporter's note)<19>

**Summary**

This autobiographical excerpt by Lyuh Woon-hyung recounts his formative years, heavily influenced by his grandfather's anti-Chinese sentiment (stemming from perceived Qing dominance over Chosŏn) and early interest in military strategy and Western learning, despite facing exile for his political activities. Lyuh details his traditional education, his move to Seoul for "new learning" at Paejae Haktang and Hŭnghwa Haktang (founded by Min Yŏng-hwan), and his time at government postal/telegraph schools, which were shut down following Japan's takeover of Korean postal services before the Russo-Japanese War—an event Lyuh protested. He briefly taught in Yangju and then Kangnŭng at Ch'odang Ŭisuk, where he discussed current events with older students, leading to closure after conflict with the police chief over using the Japanese Meiji era name. Facing limited options after Japan's annexation of Korea, he decided to study abroad, heading to Jinling University in China in 1914.

For historians, this piece offers valuable insight into the intellectual and political climate of late Chosŏn and early colonial Korea. It highlights the blend of traditional anti-Qing nationalism with emerging interest in Western knowledge as paths to national strengthening, the early impact of Japanese encroachment (specifically the postal service takeover), the role of new educational institutions (both missionary and Korean-founded), and the nascent anti-Japanese resistance even in seemingly minor issues like the use of the Japanese era name. Lyuh's personal journey reflects the broader transition and turmoil faced by Korean intellectuals during this period.

**Named Entities**

呂運亨	여운형	Lyuh Woon-hyung
京畿道	경기도	Kyŏnggi-do
楊洲	양주	Yangju
圭信	규신	Kyusin
中國	중국	China
朝鮮	조선	Chosŏn
平安道	평안도	P'yŏngan-do
寧遠	영원	Nyŏngwŏn
金允植	김윤식	Kim Yun-sik
呂圭亨	여규형	Lyuh Kyu-hyŏng
運弘	운홍	Un-hong
亞米利加	아메리카	America
上海	상해	Shanghai
서울	서울	Seoul
培材學堂	배재학당	Paejae Haktang
亞偏薜羅	아펜젤러	Appenzeller
申興雨	신흥우	Sin Hŭng-u
興化學堂	흥화학당	Hŭnghwa Haktang
壽進坊谷	수진방곡	Sujinban-gol
淸進洞	청진동	Ch'ŏngjin-dong
柳一宣	유일선	Ryu Il-sŏn
閔泳煥	민영환	Min Yŏng-hwan
歐羅巴	유럽	Europe
東一銀行	동일은행	Tongil Bank
尹皐炳	윤고병	Yun Ko-byŏng
舊韓國	구한국	Old Korean Empire
學部	학부	Hakpu (Ministry of Education)
郵政學堂	우정학당	Ujŏng Haktang (Postal School)
電務學堂	전무학당	Chŏnmu Haktang (Telegraph School)
佛蘭西	프랑스	France
日本	일본	Japan
鄭雲復	정운복	Chŏng Un-bok
滿洲	만주	Manchuria
廣東學校	광동학교	Kwangdong Hakkyo
江原道	강원도	Kangwŏn-do
江陵	강릉	Kangnŭng
草堂義塾	초당의숙	Ch'odang Ŭisuk
安樂	안락	An Rak
康有爲	강유위	Kang Youwei
梁啓超	양계초	Liang Qichao
金剛山	금강산	Kŭmgangsan
嶺東八景	영동팔경	Yŏngdong P'algyŏng
奉天	봉천	Fengtian
金陵大學	금릉대학	Jinling University

**Glossary**

밧으면서	받으면서	Receiving (older spelling)
일홈	이름	Name (older spelling)
맷고서	맺고서	Forming/Concluding (older spelling)
도라오섯는데	돌아오셨는데	He returned (honorific, older spelling)
조튼	좋던	Good/Fine (older spelling)
업스섯다	없었다	Did not exist / Was not there (older spelling)
싸여잇섯다	쌓여있었다	Was piled up (older spelling)
가치	같이	Like/As (older spelling)
돌니시고	돌리시고	Turning (honorific, older spelling)
말슴하섯다	말씀하셨다	He said (honorific, older spelling)
깨닷는다	깨닫는다	Realize (older spelling)
모다	모두	All/Everyone (older spelling)
올너왓다	올라왔다	Came up (older spelling)
가르키엇다	가르쳤다	Taught (older spelling)
맛츰내	마침내	Finally/Eventually (older spelling)
갈나젓고	갈라졌고	Split apart / Parted ways (older spelling)
드러갓다	들어갔다	Entered (older spelling)
날느려하엿다	날리려 하였다	Was about to fly / Was about to rise (older spelling)
흔들니는것을	흔들리는 것을	The shaking / The unstable situation (older spelling)
붓들고	붙들고	Holding onto / Taking charge of (older spelling)
안저	앉아	Sitting (older spelling)
깁든	깊던	Deep (older spelling)
붓잡음으로	붙잡음으로	By persuading / By holding onto (older spelling)
둘너안고	둘러앉고	Sitting around in a circle (older spelling)
이약이하엇다	이야기하였다	Talked / Discussed (older spelling)
엇지	얻지	Obtain / Get (older spelling)
푸럿든	풀었던	Unpacked (older spelling)
自叙傳	자서전	Autobiography
思想的 感化	사상적 감화	Ideological influence
屬領	속령	Dependency / Vassal state
中國征討	중국정토	Expedition against China
信條	신조	Creed / Belief
顯官	현관	High-ranking official
草野	초야	Rural areas / Unofficial circles (lit. grass and fields)
結社	결사	Society / Association (often secret)
流配	유배	Exile
窮谷	궁곡	Remote valley
氣槪	기개	Spirit / Mettle / Backbone
膺懲	응징	Chastisement / Punitive action
兵書	병서	Books on military strategy
算學	산학	Mathematics (traditional term)
新學問	신학문	New Learning (referring to Western knowledge)
造詣	조예	Attainment / Deep knowledge
儒學	유학	Confucianism / Confucian Studies
崇尙	숭상	Revere / Esteem
素養	소양	Cultivation / Accomplishment / Knowledge
門中	문중	Clan / Lineage group
近世史	근세사	Modern history
北征	북정	Northern expedition
經論	경론	Policy discussion / Discourse
飜伏	번복	Repetition / Repeating
聚妻	취처	To take a wife / To marry
喪妻	상처	To lose one's wife (through death)
私塾	사숙	Private village school teaching Chinese classics
漢學	한학	Chinese Classics / Sinology
學堂	학당	School / Academy (older term)
同窓	동창	Alumni / Fellow student
時局	시국	The state of affairs / Political situation
特書大筆	특서대필	To write in large, special letters (for emphasis)
公使	공사	Minister (diplomatic rank)
文明	문명	Civilization
舊韓國	구한국	Old Korean Empire (referring to Daehan Jeguk)
學部	학부	Ministry of Education (historical term)
捷路	첩로	Shortcut
萬國郵便公法	만국우편공법	Universal Postal Convention/Law
引繼	인계	Handover / Transfer
風雲	풍운	Winds and clouds (metaphor for turmoil/unrest)
砲煙	포연	Smoke of gunfire
委任	위임	Entrustment / Mandate
條約	조약	Treaty
先陣	선진	Vanguard / Forefront
變革	변혁	Upheaval / Radical change
繩席	승석	Straw mat / Rush mat
上訴	상소	Appeal to the throne
大勢	대세	General trend / Overall situation
後進	후진	Younger generation / Successors
維新	유신	Reformation / Restoration (like Meiji Restoration)
英材	영재	Brilliant talent / Genius
志士	지사	Patriot / Man of high purpose
警察署長	경찰서장	Chief of Police Station
明治年號	명치연호	Meiji era name (Japanese)
正面衝突	정면충돌	Head-on collision / Direct confrontation
勝地	승지	Scenic spot / Place of beauty
併合	병합	Annexation / Merger
勃發	발발	Outbreak / Eruption (of war, etc.)
家財	가재	Family fortune / Property
學費	학비	School expenses / Tuition
遊裝	유장	Travel preparations / Gear for studying abroad


---------------------------


잡지명	삼천리 제4권 제9호
발행일	1932년 09월 01일
기사제목	自叙傳
필자	呂運亨
기사형태	회고·수기

自叙傳
						呂運亨
나의 청년시대

나의 고향은 京畿道 楊洲다. 나는 風光이 明眉한 이 楊洲 땅에서 소년시대를 순전히 祖父의 思想的 感化를 밧으면서 자라낫다.
祖父는 일홈을 圭信이라 하야 그 당시에 잇서 我 半島를 一種 정치상 屬領으로 알고 취급하는데 분개하여 中國征討를 政府에 건의하고 또 몸소 그 계획일우기를 一生의 信條로 삼고서 朝廷의 顯官과 草野의 동지들과 結託한 뒤 무슨 結社인가 맷고서 東奔西走하며 謀事하다가 그것이 발견되어 首謀이든 某는 三族滅族의 慘刑에 처한 바 되고 나의 祖父는 流配가기로 定罪되어서 平安道 寧遠의 山高人稀한 窮谷을 갓든 것이다. 그 곳에서 여러 해를 지내시다가 내가 열 살되든 때에 도라오섯는데 그러케 조튼 풍채도 여러 해의 腦神에 憔粹하여지고 머리에는 이미 서리가튼 백발을 이고 잇섯다. 집안의 모든 사람들은 暗淚를 흘니며 祖父의 形容을 바라볼 뿐 이엇다.
그러치만 변하지 안는 것은 오직 그의 氣槪엇다. 그리고 中國를 膺懲하여야 한다는 意思에는 一毫의 差減이 업스섯다. 또한 書案에는 늘 兵書와 算學이 싸여잇섯다. 兵書라 하여도 지금의 戰術이나 兵器學은 아니고 六踏三略 등이엇스며 算學이란 그때 우리들이 지금 쓰는 아라비아 數字도 아니면서 한문의 一二三을 가지고 加減乘除의 四則, 分數 등을 하고 잇섯는데 이 數字를 가지고 築城法 등을 항상 연구하고 잇섯다. 33,4년 전에 벌서 이러하엿든<17> 점으로 보면 祖父는 新學問에 비교적 造詣가 잇섯든듯이 추측된다.
비록 이와 가치 펴지 못한 뜻을 위하여 兵書를 읽고 算學를 연구하섯슬지라도 定配갓다 온 뒤로는 政府의 監視와 경계가 심하여 與人 회담하시는 자유조차 별로 업스신 듯 하엿다.
그 뒤부터 祖父께서는 儒學을 崇尙하시기 비롯하여 雲養 金允植씨나 지금의 門中 呂圭亨씨들에게 그 素養이 못지지 안엇다고 한다.
