Rank	Word	Frequency
1	하야	396
2	말	239
3	사람	124
4	그것	110
5	섯다	109
6	생각	90
7	소리	82
8	안이	79
9	우리	76
10	나	75
11	안협집	69
12	가티	68
13	獨逸	66
14	가지	63
15	佛國	63
16	하엿다	62
17	집	61
18	무엇	60
19	기사	58
20	대한	53
21	하나	52
22	윤호	52
23	朝鮮	50
24	다시	48
25	또한	47
26	눈	46
27	日本	45
28	물	43
29	서서	43
30	안해	40
31	발	39
32	조선	38
33	지금	38
34	무슨	38
35	문제	37
36	全州	37
37	까닭	36
38	대하	35
39	금년	35
40	모든	35
41	생활	34
42	자기	33
43	운동	33
44	자긔	33
45	모양	32
46	사회	32
47	되엿다	32
48	손	32
49	잇스	32
50	삼돌이	32
51	소위	31
52	이오	30
53	개벽	29
54	발행	29
55	제목	29
56	이제	29
57	如何	29
58	얼마나	29
59	잡지	28
60	제호	28
61	일이	28
62	고로	28
63	빠사로푸	28
64	형태	27
65	이상	27
66	조약	27
67	中國	27
68	사실	26
69	조직	26
70	중국	26
71	조선인	26
72	동안	26
73	자동차	26
74	주인	26
75	머리	26
76	英國	26
77	청년	25
78	다른	25
79	어듸	25
80	보고	25
81	하니	25
82	여러	24
83	일본인	24
84	하얏다	24
85	로부터	23
86	리하	23
87	다가	23
88	발달	23
89	계집	23
90	듯이	22
91	안코	22
92	서로	22
93	먼저	22
94	간다	22
95	시아	22
96	왓다	22
97	문학	22
98	만원	21
99	京城	21
100	누구	21
101	주의	21
102	수가	21
103	더욱	21
104	낫다	21
105	그러케	21
106	인텔리	21
107	本道	21
108	지방	20
109	필요	20
110	로써	20
111	그대로	20
112	이나	20
113	제일	20
114	학교	19
115	잇슬	19
116	群山	19
117	全北	19
118	동리	19
119	경우	19
120	동시	18
121	필자	18
122	시대	18
123	혼자	18
124	역시	18
125	교육	18
126	거리	18
127	시간	18
128	開闢	18
129	기타	17
130	부터	17
131	이번	17
132	토지	17
133	반대	17
134	세력	17
135	발전	17
136	朝鮮人	17
137	요구	17
138	어서	17
139	삼보	17
140	日本人	16
141	일본	16
142	파괴	16
143	친구	16
144	극히	16
145	아모	16
146	보아	16
147	때문	16
148	아래	16
149	작품	16
150	하얏스	16
151	勿論	16
152	주사	16
153	여긔	15
154	불	15
155	大邱	15
156	다만	15
157	마는	15
158	대답	15
159	점점	15
160	그림자	15
161	運動	15
162	가장	15
163	한번	15
164	실행	15
165	엇더케	15
166	되얏다	15
167	라인	15
168	로칼	15
169	개최	14
170	성립	14
171	결정	14
172	해결	14
173	교통	14
174	계급	14
175	경향	14
176	매우	14
177	마을	14
178	너	14
179	시작	14
180	발생	14
181	관계	14
182	資本制度	14
183	당시	14
184	작년	14
185	경제	14
186	바람	14
187	태도	14
188	사상	13
189	계획	13
190	이유	13
191	의회	13
192	주장	13
193	개년	13
194	산업	13
195	전국	13
196	노력	13
197	바이	13
198	한참	13
199	밥	13
200	입	13
201	이란	13
202	자연	13
203	해방	13
204	社會	13
205	의미	13
206	현재	13
207	결과	13
208	南原	13
209	然而	13
210	今年	13
211	여보	13
212	목숨	13
213	방축	13
214	米國	13
215	聯盟	13
216	內閣	12
217	조합	12
218	대표	12
219	회의	12
220	구경	12
221	보지	12
222	업스	12
223	만타	12
224	하리	12
225	其中	12
226	진리	12
227	평야	12
228	실로	12
229	金提	12
230	주먹	12
231	어대	12
232	資本主義	12
233	동의	12
234	인하	11
235	자유	11
236	其他	11
237	民衆	11
238	弱小民族	11
239	철도	11
240	경영	11
241	단체	11
242	翌日	11
243	만일	11
244	바로	11
245	여관	11
246	과연	11
247	인지	11
248	社會民主黨	11
249	吾人	11
250	靑年運動	11
251	부인	11
252	가치	11
253	대개	11
254	누가	11
255	건설	11
256	井邑	11
257	道內	11
258	文壇	11
259	牛車軍	11
260	保障條約	11
261	朝鮮銀行	11
262	녀석	11
263	國民黨	11
264	소식	10
265	증가	10
266	問題	10
267	主義	10
268	一切	10
269	國家	10
270	파업	10
271	노동자	10
272	공원	10
273	엇다	10
274	도리	10
275	보통	10
276	비교	10
277	수도	10
278	얼마	10
279	군수	10
280	따라서	10
281	만하	10
282	얼골	10
283	형식	10
284	도저히	10
285	당신	10
286	爲先	10
287	지게	10
288	상업	10
289	평화	10
290	취하	10
291	나라	10
292	知識階級	10
293	아들	10
294	하든	10
295	하자	10
296	자신	10
297	자가	10
298	목적	10
299	高敞	10
300	湖南	10
301	저서	10
302	허리	10
303	산애	10
304	체결	10
305	계속	10
306	政府	10
307	歐洲	10
308	학생	9
309	최근	9
310	당국	9
311	勞働者	9
312	경관	9
313	경성	9
314	여명	9
315	소작인	9
316	여자	9
317	창립	9
318	조인	9
319	점령	9
320	關稅會議	9
321	대로	9
322	보기	9
323	비록	9
324	권리	9
325	노코	9
326	걱정	9
327	라면	9
328	참으로	9
329	慶州	9
330	古蹟	9
331	總督府	9
332	각종	9
333	생명	9
334	所謂	9
335	소용	9
336	개인	9
337	면적	9
338	어더	9
339	잇스랴	9
340	우슴	9
341	扶安	9
342	益山	9
343	萬頃	9
344	국경	9
345	드니	9
346	더구나	9
347	다리	9
348	그럿치	9
349	언제	9
350	정책	9
351	천만원	9
352	經濟政策	9
353	國家主義	9
354	노름	9
355	國際聯盟	9
356	변천	9
357	거긔	8
358	철폐	8
359	사명	8
360	撤廢	8
361	음모	8
362	시내	8
363	상해	8
364	농민	8
365	금지	8
366	타고	8
367	자랑	8
368	그냥	8
369	안타	8
370	별로	8
371	세상	8
372	장래	8
373	諸氏	8
374	多數	8
375	대립	8
376	제도	8
377	점차	8
378	금일	8
379	世界	8
380	아버지	8
381	마음	8
382	비난	8
383	다음	8
384	아카듸	8
385	압박	8
386	부정	8
387	전부	8
388	서방	8
389	一時	8
390	大正	8
391	錦江	8
392	其後	8
393	이요	8
394	고통	8
395	乙丑	8
396	주어	8
397	마루	8
398	하드	8
399	장정	8
400	창작	8
