**Header Section:**
Magazine Title: 삼천리 第六卷 第十一號
Publication Date: 1934년 11월 01일 (November 1, 1934)
Article Title: 文壇雜事 (Literary Scene Miscellany)
Author: Unspecified
Article Type: 잡저 (Miscellaneous writing)

**Body Text Translation:**
Literary Scene Miscellany

Regarding Chang Hyŏkchu's "Kwŏniranŭn Sanai" (권이라는 사나이 - The Man Called Kwŏn), published by Tokyo's Kaizōsha (改造社), the first edition of 3,000 copies is almost sold out. With royalties at 15%, the author's income likely reached 500 or 600 wŏn.

Ch'unwŏn's new house in Segeomjeong now has its foundation stones laid, pillars erected, and rafters raised. With the ridge-beam raising ceremony (上樑式) also finished, it seems he will be able to move before long.

Poet An Sŏ, saying "Health is the most important thing for people!", nowadays walks for 30 minutes daily from his home in Sŏngbuk-tong outside the East Small Gate (東小門) to the slaughterhouse (屠牛場) outside the East Gate (東大門) to drink a bowl of cow's blood before returning.

Following An Sŏ's trend, novelist Kim Tongin has also started drinking cow's blood, traveling daily by bus and streetcar from below P'irundae outside the West Gate (西大門) to outside the East Gate. This route is about 20 *ri*, meaning he travels a round trip of 40 or 50 *ri* daily. Anyway, just as the "physiognomy fever" (觀相熱) started previously by An Sŏ and Paekhwa spread to Messrs. Hoewŏl, Wŏlt'an, and others, one is slightly worried that this "cow blood fever" might also become fashionable.

Sim Hun has built a new house like a pigeon's nest (비둘기 둥주리) in his hometown of Tangjin, South Ch'ungch'ŏng Province. Recently, he came up to Seoul, and his "Yŏngwŏnŭi Miso" (영원의 미소 - Eternal Smile) is set to be published by a certain bookstore (某冊肆); it is currently undergoing proofreading.

Aeryu Kwŏn Tŏkkyu was doing a broadcast one day, and having had a drink or two, he ended up letting loose a stream of drunken talk (醉談) like water flowing from a blue mountain in front of the microphone (마이쿠로폰). The broadcasting station staff (新送局員 - likely typo for 放送局員) panicked and quickly turned off the switch, preventing further incident. Such audacity of broadcasting while drunk is something first seen from Aeryu since the broadcasting station was established.

Pyŏkch'o's "Im Kkŏkjŏng" (林巨正) is now getting into its core (골수). The 600-plus installments so far were, so to speak, merely an introduction (序說); it looks set to become a grand epic no less impressive than *Neptune* (海王星 - likely referring to a popular novel) or *The Count of Monte Cristo* (岩窟王).

Poet Suju recently married. Though poetic sentiment (詩情) should be rich and voluptuous (濃艶) in the new autumn, it's quite regrettable that no works have been published since the wedding ceremony.

Folklore researcher Kim T'aejun was arrested (被檢) by the Haeju Police Station on vague suspicions (嫌疑) and suffered hardship for a while before being released.

Speaking of arrests (被檢), proletarian writers (푸로文人) such as Paek Ch'ŏl, <244> Yi Kapki, Kim Yuyŏng, Yi Kiyŏng, Yun Kijŏng,
and Song Yŏng are currently under arrest (被檢中) in various police stations across North Chŏlla Province.

Poet Im Hwa is said to be groaning in pain after being admitted to a certain hospital in P'yŏngyang. It is rumored his marriage has been dissolved (解消).

Sŏgyŏng An Sŏkchu is currently writing (執筆中) a film script titled "Pada-yŏ Malhara" (바다여 말하라 - O Sea, Speak!) at the request of Kŭmgang Kinema, and it is expected to be completed (脫稿) soon. At a time when the new cinematic fever (新興 映畵熱) is about to overflow on the Peninsula (半島), this talented person's (才人) responsibility (責任) is indeed great (實로 重大).

The Dramatic Arts Research Society (劇藝術硏究會) has decided to stage Chekhov's "The Cherry Orchard" (櫻花동산) this time, and Yi Hŏn'gu, Kim Hwang-sŏp, Sŏ Hang-sŏk, I Hayun, Yun Paengnam, and Chŏng Insŏp are busy day and night. However, it is heard they are having a headache (頭痛中) due to a lack of actresses (女優).

What is even more peculiar (特異한) is that for each performance, the aforementioned gentlemen directly appear at major intersections like Chongno Intersection or Andong Intersection to distribute leaflets (삐라) and put up posters (포스타-).

Poet Yi Ŭnsang has built a large house of over 20 *kan* (間 - traditional unit of space) atop Ahyŏn Hill and moved in. Having thus acquired the study (書齋) he always idealized (理想), his friends are eagerly awaiting (鶴首苦待) the continuous production (連出) of masterpieces (傑作) from now on.

Ch'unsŏng is enthusiastic (熱中) about "Sinin Munhak" (新人文學 - New Human Literature magazine). P'albong is enthusiastic about "Ch'ŏngnyŏn Chosŏn" (青年朝鮮 - Youth Korea magazine). This autumn features an "on parade" (언파레-트) of writers managing magazines.

Chin Sun-sŏng is currently recuperating (養) from illness in Tokyo. Since it's fundamentally a deep chest ailment, it cannot be cured in one or two months, but he is said to be gradually recovering (快差). This is happy news.

Yang Chudong of P'aesŏng (P'yŏngyang) has been silent (沈黙寂寂) for too long. Is he perhaps weaving (역는 中) a second "Chosŏnŭi Maekpak" (朝鮮의 脈膊 - The Pulse of Korea)? We have long awaited (己久) beautiful poems (詩篇).

There is an earnest desire for all those old figures like Yi Sanghwa and O Sangsun of Taegu, and also Hong Nojak of Seoul, to make a comeback (復活). Thus, we want to recreate (짓고십다) that era when a hundred flowers bloomed dazzlingly (百花燎爛). We hear (드른 즉) that Yi Sanghwa is busy teaching (敎鞭잡기) at school, and O Sangsun is running a small department store (小百貨店).

There is news (消息) that Hwang Sŏgu will publish (發行) a poetry magazine in P'yŏngyang, and Ch'unhae Pang In'gŭn is working for Sijosa (時兆社). <245>

**Summary**

This article provides a snapshot of the Korean literary scene in late 1934, reporting on various writers' activities. Topics include publication successes and royalties (Chang Hyŏkchu), house building (Yi Kwangsu, Sim Hun, Yi Ŭnsang), health fads like drinking cow blood (An Sŏ, Kim Tongin), broadcasting mishaps (Kwŏn Tŏkkyu), ongoing serializations (Hong Myŏnghŭi's "Im Kkŏkjŏng"), personal news like marriages and illnesses (Pyŏn Yŏngno, Im Hwa, Chin Sun-sŏng), film script writing (An Sŏkchu), theatrical productions ("The Cherry Orchard" by the Dramatic Arts Research Society), magazine ventures (Ch'unsŏng, P'albong, Hwang Sŏgu), and the arrests of several proletarian writers (Paek Ch'ŏl, Yi Kapki, etc.). The article also expresses a longing for the return of older, inactive writers (Yi Sanghwa, O Sangsun, Hong Nojak). For historians, the piece is valuable for its documentation of the cultural life and social interactions of prominent literary figures under Japanese colonial rule, including their engagement with modern media (print, radio, film, theatre). The casual mention of politically motivated arrests of writers provides a glimpse into the repressive atmosphere of the period.

**Named Entities**

東京	도쿄	Tokyo
改造社	개조사	Kaizōsha
張赫宙	장혁주	Chang Hyŏkchu
洗劍亭	세검정	Segeomjeong
春園	춘원	Ch'unwŏn
岸曙	안서	An Sŏ
東小門	동소문	Tongsomun
城北洞	성북동	Sŏngbuk-tong
東大門	동대문	Tongdaemun
屠牛場	도우장	Slaughterhouse
金東仁	김동인	Kim Tongin
西大門	서대문	Sŏdaemun
弼雲台	필운대	P'irundae
白華	백화	Paekhwa
懷月	회월	Hoewŏl
月灘	월탄	Wŏlt'an
沈薰	심훈	Sim Hun
忠南唐津	충남 당진	Ch'ungnam Tangjin
崖溜 權悳奎	애류 권덕규	Aeryu Kwŏn Tŏkkyu
放送局	방송국	Pangsongguk (Broadcasting Station)
碧初	벽초	Pyŏkch'o
林巨正	임꺽정	Im Kkŏkjŏng
海王星	해왕성	Haewangsŏng (Neptune - likely book title)
岩窟王	암굴왕	Amgulwang (The Count of Monte Cristo)
樹州	수주	Suju
金台俊	김태준	Kim T'aejun
海州署	해주서	Haeju Police Station
白鐵	백철	Paek Ch'ŏl
李甲基	이갑기	Yi Kapki
金幽影	김유영	Kim Yuyŏng
李箕永	이기영	Yi Kiyŏng
尹基鼎	윤기정	Yun Kijŏng
宋影	송영	Song Yŏng
全北	전북	Chŏnbuk (North Jeolla)
林和	임화	Im Hwa
平壤	평양	P'yŏngyang
夕影 安碩柱	석영 안석주	Sŏgyŏng An Sŏkchu
金剛키네마	금강키네마	Kŭmgang Kinema
半島	반도	Pando (Peninsula - referring to Korea)
劇藝術硏究會	극예술연구회	Kŭgyesul Yŏn'guhoe (Dramatic Arts Research Society)
櫻花동산	앵화동산	Aenghwa Tongsan (The Cherry Orchard)
李軒求	이헌구	Yi Hŏn'gu
金恍燮	김황섭	Kim Hwang-sŏp
徐恒錫	서항석	Sŏ Hang-sŏk
異河潤	이하윤	I Hayun
尹白南	윤백남	Yun Paengnam
鄭寅燮	정인섭	Chŏng Insŏp
鍾路	종로	Chongno
安洞	안동	Andong
李殷相	이은상	Yi Ŭnsang
阿峴	아현	Ahyŏn
春城	춘성	Ch'unsŏng
新人文學	신인문학	Sinin Munhak (New Human Literature magazine)
八峯	팔봉	P'albong
青年朝鮮	청년조선	Ch'ŏngnyŏn Chosŏn (Youth Korea magazine)
秦瞬星	진순성	Chin Sun-sŏng
梁柱東	양주동	Yang Chudong
朝鮮	조선	Chosŏn (Korea)
大邱	대구	Taegu
李相和	이상화	Yi Sanghwa
吳想殉	오상순	O Sangsun
洪露雀	홍로작	Hong Nojak
黃錫禹	황석우	Hwang Sŏgu
春海 方仁根	춘해 방인근	Ch'unhae Pang In'gŭn
時兆社	시조사	Sijosa

**Glossary**

文壇雜事	문단잡사	Literary scene miscellany
賣盡	매진	Sold out
印稅	인세	Royalties
一割五分	일할오푼	15 percent (older way of expressing percentage/fraction)
上樑式	상량식	Ridge-beam raising ceremony (traditional house-building ceremony)
不遠	불원	Soon, before long (lit. 'not far')
移舍	이사	Moving house (same as modern 이사)
徒步	도보	Walking, on foot
屠牛場	도우장	Slaughterhouse
소피	소피	Cow's blood (older term)
뻐스	버스	Bus (loanword, older spelling)
約	약	Approximately
往復	왕복	Round trip
세음	셈	Count, calculation (older spelling/pronunciation variant of 셈)
觀相熱	관상열	Physiognomy fever/craze
流行	유행	Fashion, trend
근심	근심	Worry, concern
築造	축조	Building, construction
某冊肆	모책사	A certain bookstore (冊肆 is an older term for bookstore)
校正中	교정중	In the process of proofreading
放送	방송	Broadcast
醉談	취담	Drunken talk
青山流水	청산유수	Flowing water from a blue mountain (idiom for eloquence, fluent speech)
狼狽	낭패	Panic, confusion, dismay
스윗치	스위치	Switch (loanword, older spelling)
無事	무사	Without incident, safely
醉中	취중	While drunk
豪膽	호담	Audacity, boldness
골수	골수	Bone marrow; (fig.) core, essence
序說	서설	Introduction, prologue
不下할	불하할	Will not be inferior to
大長篇	대장편	Long epic novel/story
新婚	신혼	Newly married
詩情	시정	Poetic sentiment/feeling
濃艶	농염	Rich and voluptuous, sensuous beauty
以后	이후	After (older spelling of 이후)
作品發表	작품발표	Publication of works
섭셥한	섭섭한	Regrettable, disappointing (older spelling of 섭섭한)
民謠硏究家	민요연구가	Folklore researcher
애매한	애매한	Vague, ambiguous
嫌疑	혐의	Suspicion
被檢	피검	Being arrested/investigated by police
辛苦	신고	Hardship, suffering
푸로文人	프로문인	Proletarian writer ('푸로' is older transliteration of 'proletarian')
呻吟	신음	Groaning (in pain)
解消	해소	Dissolution, cancellation (here referring to marriage)
原作	원작	Original work (often for adaptation)
執筆中	집필중	In the process of writing
脫稿	탈고	Completion of a manuscript
바야흐로	바야흐로	Just now, is about to, at the peak of
新興	신흥	New rising, burgeoning
映畵熱	영화열	Cinema fever/craze
才人	재인	Talented person
責任	책임	Responsibility
實로	실로	Indeed, truly
演出	연출	Direction (theatre, film)
女優	여우	Actress (more common now is 여배우)
頭痛中	두통중	Having a headache (fig. troubled by a problem)
特異한	특이한	Peculiar, unusual, special
直接	직접	Directly, in person
要處	요처	Important place, key location
삐라	삐라	Flyer, leaflet (loanword from 'bill')
포스타-	포스터	Poster (loanword, older spelling)
新築	신축	New construction (of a building)
理想	이상	Ideal
書齋	서재	Study (room)
傑作	걸작	Masterpiece
連出	연출	Continuous production/emergence
鶴首苦待	학수고대	Eagerly await (lit. 'craning one's neck with anticipation')
熱中	열중	Being enthusiastic about, absorbed in
經營	경영	Management, operation (here, of magazines)
언파레-트	온퍼레이드	On parade (loanword, used here to mean a series or trend)
養	양	To recuperate, nurture (here, health)
快差	쾌차	Recovery from illness, getting better
沈黙寂寂	침묵적적	Silent and still
脈膊	맥박	Pulse (older spelling of 맥박)
詩篇	시편	Poem, piece of poetry
己久	기구	For a long time now
復活	부활	Revival, comeback
百花燎爛	백화요란	A hundred flowers blooming dazzlingly (idiom for flourishing culture/talent)
敎鞭	교편	Teacher's pointer; (fig.) teaching profession
小百貨店	소백화점	Small department store
發行	발행	Publication, issuance
消息	소식	News


---------------------------


잡지명	삼천리 제6권 제11호
발행일	1934년 11월 01일
기사제목	文壇雜事
