Rank	Word	Frequency
1	하야	820
2	우리	176
3	말	169
4	先生	152
5	사람	136
6	나	134
7	自己	132
8	가티	108
9	생각	103
10	文學	100
11	하나	90
12	그것	81
13	社會	77
14	이외	77
15	生活	75
16	무슨	74
17	하엿다	70
18	이나	69
19	기사	62
20	吾人	61
21	이오	54
22	어찌	54
23	다시	53
24	로써	51
25	人生	50
26	무엇	49
27	以上	48
28	수가	48
29	勿論	48
30	또한	46
31	가지	44
32	모든	42
33	먼저	41
34	하니	41
35	如何	41
36	소리	39
37	로부터	39
38	人格	39
39	마음	38
40	世上	37
41	하엿스	36
42	朝鮮	36
43	가장	35
44	눈	35
45	今日	34
46	目的	34
47	問題	34
48	서로	34
49	하얏다	33
50	하얏스	33
51	同時	33
52	잡지	32
53	반듯이	32
54	거긔	32
55	개벽	31
56	제호	31
57	발행	31
58	제목	31
59	형태	31
60	여러분	31
61	事實	31
62	아모	31
63	被服費	31
64	누구	30
65	收入	30
66	理想	29
67	表現	29
68	幸福	29
69	필자	28
70	只今	28
71	其他	28
72	價値	28
73	必要	28
74	當時	28
75	그러케	28
76	王妃	28
77	藝術	27
78	民衆	27
79	居住費	27
80	現代	26
81	努力	26
82	하랴	26
83	內容	26
84	잇슬	25
85	滿足	25
86	다만	25
87	리하	25
88	어머니	25
89	당신	25
90	朝鮮人	25
91	더욱	24
92	하리	24
93	境遇	24
94	硏究	23
95	關係	23
96	結果	23
97	固有	23
98	家族	23
99	自我	23
100	桃童	23
101	비록	22
102	하노	22
103	여긔	22
104	作品	22
105	보고	22
106	너	22
107	有産者	22
108	標準	22
109	知識	21
110	以外	21
111	로서	21
112	多數	21
113	오히려	21
114	美術	21
115	意味	21
116	다가	21
117	原因	20
118	오늘	20
119	한번	20
120	果然	20
121	人間	20
122	食料費	20
123	洞里	20
124	바이	19
125	人類	19
126	文化	19
127	不可	19
128	여러	19
129	民族	19
130	섯다	19
131	發達	19
132	서서	19
133	生命	19
134	感情	19
135	日本	19
136	馬克	19
137	그네	18
138	동안	18
139	마는	18
140	中國	18
141	制度	18
142	宗敎	18
143	世界	18
144	最後	18
145	記錄	18
146	時代	18
147	精神	18
148	하얏습니	18
149	잇스	18
150	欲望	18
151	더블	17
152	비롯	17
153	自身	17
154	一種	17
155	自然	17
156	아아	17
157	코저	17
158	업슬	17
159	말슴	17
160	스스로	17
161	改造	17
162	東學	17
163	識者	17
164	娛樂費	17
165	意識	17
166	巴里	17
167	하라	16
168	方面	16
169	周圍	16
170	리오	16
171	하든	16
172	發見	16
173	乃至	16
174	永遠	16
175	입	16
176	어떠케	16
177	支出	16
178	朝鮮服	16
179	構造樣式	16
180	創造	16
181	眞理	15
182	國民	15
183	改良	15
184	利用	15
185	地方	15
186	하자	15
187	딸아	15
188	負擔	15
189	一般	14
190	發揮	14
191	建設	14
192	一層	14
193	혼자	14
194	습니	14
195	나이	14
196	超越	14
197	說明	14
198	天下	14
199	一生	14
200	때문	14
201	本軆	14
202	現在	14
203	個人	14
204	그때	14
205	거늘	14
206	이제	14
207	崔海月	14
208	財産	14
209	主人	14
210	全部	14
211	被服	14
212	個性	14
213	어머님	14
214	多大	13
215	種類	13
216	눈물	13
217	한지	13
218	解釋	13
219	範圍	13
220	不能	13
221	何等	13
222	다른	13
223	집	13
224	하겟습니	13
225	一定	13
226	實現	13
227	理解	13
228	第一	13
229	形式	13
230	以下	13
231	社會生活	13
232	家屋	13
233	貴君	13
234	보아	12
235	까닭	12
236	態度	12
237	同一	12
238	大槪	12
239	性質	12
240	처음	12
241	舞蹈	12
242	地位	12
243	손	12
244	機會	12
245	將來	12
246	저녁	12
247	일이	12
248	所謂	12
249	貝塚	12
250	扶餘	12
251	慰安	12
252	時間	12
253	自由	12
254	有識者	12
255	意義	12
256	經營	12
257	住宅	12
258	朝鮮家屋	12
259	文化生活費	12
260	內面	12
