Magazine Title	삼천리 제10권 제11호
Publication Date	1938년 11월 01일
Article Title	長安名妓情話(1)-哀戀의 金銀桃 (Chang'an Famous Kisaeng Love Story (1) - The Sad Love of Kim Ŭn-do)
Author	白鳥生 (Paek Cho-saeng)
Article Type	소식 (News/Report)

Chang'an Famous Kisaeng Love Story (1) - The Sad Love of Kim Ŭn-do
						Paek Cho-saeng

In a first-class room in the internal medicine ward of OOOO University Affiliated Hospital! A young woman lies quietly wrapped in white silk bedding, countless white lilies arranged near her head, listening intently to Dvořák’s “Humoresque” playing from a phonograph.
“Shall we stop listening now?”
The dedicated nurse shows signs of wanting to stop the record, concerned the patient might be tired.
“Just one more song… *La Traviata*…”
It is the song Violetta sings on her sickbed, alone and adrift, having sent away her beloved lover due to the wounds in her heart.
“Why do you want to listen to that again?” The nurse frowns. Whenever the patient listens to this song, she invariably wets her pillow with hot tears. Even though shedding tears is most harmful to her illness, she longs to hear “*La Traviata*” like a thirsty love seeking cold water.
“I won’t cry this time… really.”
The patient smiled faintly, as if understanding the nurse's concern.
“Well then, if you start crying while listening, I will stop it immediately.”
The nurse sets a condition.
“Okay…”
The patient laid her gaunt face straight on the pillow and stared up at the ceiling, lying as still as death. It is the posture of waiting for the sorrowful melody about to flow out. Her hands, clasped on her chest, white as lilies! Through the pale, emaciated skin, devoid of blood, blue veins pulse faintly.<178>

It is the afternoon of that same day. A man appeared in this hospital room. He was extremely aloof for someone visiting the sick, yet had a gentle face for someone coming to collect a debt—a guest of unknown identity. The patient signaled the nurse to leave with her eyes, and was left alone with the guest.
Guest: “Ŭn-do, when did you come from Tōkyō?”
Patient: “It’s been about two months. I missed my hometown,<179> so I forced my sick body to come back.”
Guest: “What illness is it?”
Patient: “It’s nothing serious.”
It was by no means nothing serious. It was an extremely serious illness. She had received the verdict that she was entering the third stage of tuberculosis and was silently awaiting death’s appointed time.
Patient: “I… I want to work as a kisaeng.”
Guest: “What… you, a kisaeng…?”
The guest is startled. She was so emaciated that if she closed her eyes, one might mistake her for a corpse; that she would want to become a kisaeng was indeed surprising.
Patient: “Even if it’s not for a full day, just once more, I want to be a kisaeng under my old name.”
Her former name is Kim Kŭm-do (金錦桃). It has been four years since she threw away her kisaeng name at Kyŏngsŏng Station and stayed in Tōkyō! Was she driven by fate to return to Kyŏngsŏng to pick up the name she had discarded?
The visitor was an old man from the kisaeng registry office (kwŏnbŏn). Knowing Ŭn-do’s past well, he was inclined to grant her request if possible.
Guest: “Well, if you insist on doing it, I can make the arrangements, but will you be alright?”
Kŭm-do: “Don’t worry. The doctor said it’s okay too.”
What the doctor said was a fabrication. Thus, Kim Ŭn-do, the famous kisaeng of her time who had gone to Tōkyō to study, returned after four years and recklessly shifted her path from the hospital back to the kisaeng registry.

Kim Ŭn-do was then twenty-five years old, in her prime, but when elegantly dressed, she looked no older than eighteen or nineteen—a graceful kisaeng. With the advanced social skills and knowledge learned in Tōkyō, and especially her proficiency in English, it was even said that no banquet welcoming international guests could be held without Kim Ŭn-do. She was a clever kisaeng with a calm personality, outstanding resourcefulness, and a sixth sense as quick as lightning. Wearing a two-piece suit and glasses, she looked like a female teacher; with a permanent wave and dressed in a gown, she resembled a young lady just returned from France; wearing a yellow *chŏgori*, pink *ch'ima*, and a white jade-like apron (行廚치마), seated before a cutting board at the edge of the *maru*, she had the air<180> of a skillful new daughter-in-law—a versatile and clever beauty.
As word spread that Kim Ŭn-do had returned to being a kisaeng, loving hands reached out from everywhere! Among them were sons of aristocrats, a certain high official, a certain businessman, a certain literary figure, and a certain activist. "Let's meet here." "Let's meet there." For her, who couldn't bear sitting fixed in one place for even a few hours due to dizziness, the pulling hands of the guests felt like the reaper's scythe aiming to cut her life short.
“*Ŏnni*, please go home early today and rest.”
When the kisaeng sitting beside her showed concern, Ŭn-do, her tired eyes momentarily filled with a troubled look (水色),
“It’s okay.”
She answered softly, but inwardly she thought, “Since I came out to be a kisaeng because dying in the hospital felt suffocating, wanting to live actively until the moment of death, what is there to cherish, what is there to worry about? Even if I cough up blood right here and faint, there’s nothing to regret. Wherever I die, I’m in a situation where no one will genuinely weep for me. Since I've taken up the kisaeng's sign (牌) again, just as a soldier dies on the battlefield, it’s also fine for a kisaeng to die in a restaurant.”
She held such thoughts. However, fate was a mischievous player. Contrary to the expectations of her impending death, Ŭn-do’s health unexpectedly held strong for a long time, and gradually, a bright light began to appear on her face. With her health recovered, even if only temporarily, Ŭn-do decided above all else to repair her mother's grave. This was a plan she had cherished since coming from Tōkyō this time. It was a plan she would undertake if she fortunately lived, but couldn't if she died, and she had now gained enough health to fortunately begin it.

Ŭn-do was born in Sinŭiju, an unfortunate woman from birth. She was an orphan the moment she entered the world. Her father disappeared several months into the pregnancy, and her mother passed away just after giving birth. Thus, she was raised by her maternal aunt (姨母). The aunt, perhaps expecting something from Ŭn-do’s future, called her "daughter" (親딸) instead of "niece" (族하딸). Ŭn-do served this mother-who-was-not-her-mother as her real mother until the very end.
For over twenty years, this hateful existence had sucked Ŭn-do’s lifeblood (膏血).<181> Believing her to be her real mother, she endured the resentment and bitterness. After sacrificing her flower-like youth entirely to her unworthy aunt's greed, now her body was burdened with serious illness, and fine wrinkles creased her forehead. Only now did she realize it was her aunt, not her real mother. What use is there in weeping anew now, or struggling against the past misfortune to make it happy again? It cannot be done. Extremely resentful of her aunt, she had gone to Tōkyō.
Following her aunt's instructions, under her aunt's coercion—because she believed them to be her mother's words—Ŭn-do had spent the past ten years mostly as a rich man's concubine (小室) or as a plaything for other men, living an unfulfilled life. Then, finally making a resolution,
“Mother, now that I’ve bought you a house and enabled you to receive harvests, please let me live like a human being too.”
She went over to Tōkyō, almost as if throwing a tantrum. In Ŭn-do's hands at that time was five thousand won (五千圓), saved up over several years from playing the role of a rich man's plaything. Though certainly not clean money, it was five thousand won scraped together from here and there over several years with the passion to study in Tōkyō. It seemed as if it was now stirring (胎動) to nurture a famous woman (女流名士) of kisaeng origin.
She went to Tōkyō and loved freely. She studied as much as her talents allowed. She participated in social movements and dabbled in publishing, but ultimately, love, money, and work—everything—hit the obstacle (難關) of tuberculosis, and her life, which was just beginning to shine, became dark once more.

Here is a small rented house on the second floor in Misaki-chō (三崎町), Kanda-ku (神田區), within Tōkyō city. Suppressing the blood rising from her chest, she lies as if dead. With the windows closed and the storm shutters (*amado*, 雨戸) shut, the ceiling light, which couldn't be turned off when she fell asleep last night, still looks down on the pitiful owner's face.
Wouldn't it just be better to die like this?
A chilling intuition arises in her head—the money is almost all spent. Studies are almost hopeless with her health like this. The plans made with comrades, the new ideas that laid the foundation for a decent life—all have become hopeless. At this moment, in a dim little<182> house on the second floor in the middle of Tōkyō, with no one looking in since morning, half the day has passed, reaching a point where she is vague even about whether she is dead or alive. She forcefully raised her hand and opened the desk drawer. From under the jumbled medicine bottles (藥甁), she took out her bankbook (貯金通帳). The remaining savings were one thousand won (千圓). This was the last provision (糧食) for her life. One thousand won. The day the money runs out is the day Ŭn-do’s means of living (生活器具) cease. Seeing her current condition (病勢), this amount of money would disappear in a few months anyway, so what was the point of miserably awaiting the inevitable final day?
Let's die. Let's die cleanly, early.
Being alone with no relatives or friends (四顧無親), she must at least leave behind money for funeral expenses (葬事費用) so her final path is not disgraced (辱).
That evening, she withdrew her savings and set out on the path to death (死). She traveled through hot spring areas (溫泉地帶) like Hakone (箱根) and Atami (熱海), searching for a place to die.
A Western-style room (洋室) facing the sea in an Atami hotel. She cut off contact with the world, carried deadly poison (劇藥) on her person, and lay quietly. Outside the window, the sound of waves came in as if shaking her heart, and from the next room, the affectionate whispers of a newlywed couple could be heard. She quietly recalled her past twenty-odd years, short but full of turmoil (波瀾). Why was she born, and what had she been doing? A pitiful existence, a complete loser who failed to gain money, love, name (名), or even health. Her own emaciated body (一身) appearing before her eyes now seemed as pathetic as a tragic protagonist (悲劇の主人公). If I die here, who will grieve? Who will feel regret (앗가워하랴)?
That fact pained her. Having dedicated her frail body (孱弱な一身) until today for others' benefit (利益), for others' greed (貪慾), now that she was dying, there was no one to cry or feel regret—this was too grievous (怨痛). She couldn't die yet. She had to collect all the claims (債權) of human feeling (人情) and physical affection (肉情) laid bare to the world. That was the one way to release her pent-up anger (鬱憤). With this determination, she suddenly (飄然히) returned to Kyŏngsŏng to try and collect these emotional debts.

She spent half the month working as a kisaeng and the other half treating her illness. Her elegant integrity (志操) (though perhaps an old-fashioned expression), her intellectual (인테리) womanliness, her cultured attitude—everyone who knew of her lung disease (폐를 알는) knew this, but Ŭn-do possessed (continued on page 177) an even clearer and finer radiance.
In her kisaeng life of just over a year, she could shine completely like the queen of Kyŏngsŏng's demimonde (花柳界). Not only men but also female kisaeng were drawn to her elegant demeanor (風貌), creating a phenomenon where not just womanizers (오입장이) but also fellow kisaeng gathered wherever Kim Kŭm-do went. She now lives outside Tongdaemun with the son of a wealthy man from Taegu. Her home (家庭) is a hospital, and her husband (男便) must be a nurse (看護婦). Did she indeed find a good hospital and a good nurse? Even now, having returned to Kyŏngsŏng, from the viewpoint (見地) that the one who gave birth is mother, and the one who raised is also mother, she tends her aunt's grave (山所治粧) to her heart's content, and when tired, makes it a frequent task (가시로 일을 삼는다) to visit the grave (省墓). In her heart (心境), as she offers flower branches at the grave of the aunt she cursed like snakes and scorpions (사갈갓치), drifts the tearful desolation (寂寥) of life.<177>

**Summary**

This article tells the tragic life story of Kim Ŭn-do (also called Kim Kŭm-do), a famous kisaeng in 1930s Kyŏngsŏng (colonial Seoul). Suffering from terminal tuberculosis after studying and engaging in social activism in Tōkyō, she returns to Korea, intending to die. Driven by a desire for emotional reckoning and finding meaning before death, she resumes her kisaeng career despite her illness. The article details her difficult past as an orphan raised by a manipulative aunt, her brief period of freedom and intellectual pursuits in Tōkyō cut short by illness and financial ruin, her contemplation of suicide, and her eventual return to the kisaeng world in Kyŏngsŏng. It ends by noting her surprising resilience, her eventual cohabitation with a benefactor who cares for her, and her complex reconciliation with her past, symbolized by tending the grave of the aunt she once despised.

For historians, the article offers insights into the life of an "educated kisaeng" in colonial Korea, a figure navigating traditional expectations, modern aspirations (study abroad, social activism), economic hardship, and illness. It highlights the precarious social position of such women, the blend of Korean and Japanese cultural elements (Tōkyō, Atami, *amado* shutters mentioned alongside kisaeng traditions), the social commentary on exploitation within family structures, and the psychological complexities of facing death and reconciling with a painful past under colonial rule. The mention of her English proficiency and role in entertaining "international guests" also points to the function of elite kisaeng in colonial society's interactions with the wider world.

**Named Entities**

金銀桃	김은도	Kim Ŭn-do
長安	장안	Chang'an (Metaphor for Kyŏngsŏng/Seoul)
白鳥生	백조생	Paek Cho-saeng
病院	병원	Pyŏngwŏn (Hospital - OOOO University Affiliated Hospital implied)
椿姬	춘희	Ch'unhŭi (La Traviata)
銀桃	은도	Ŭn-do
東京	동경	Tonggyŏng (Tōkyō)
金錦桃	김금도	Kim Kŭm-do
京城驛	경성역	Kyŏngsŏngyŏk (Seoul Station)
京城	경성	Kyŏngsŏng (Seoul)
卷番	권번	Kwŏnbŏn (Kisaeng registry/guild)
英語	영어	Yŏng'ŏ (English language)
불난서	불란서	Pullan'sŏ (France)
新義州	신의주	Sinŭiju
姨母	이모	Imo (Maternal Aunt)
五千圓	오천원	Och'ŏnwŏn (5,000 Won/Yen)
東京市中	동경시중	Tonggyŏng sijung (Within Tōkyō city)
神田區	간다 구	Kanda-ku
三崎町	미사키 초	Misaki-chō
千圓	천원	Ch'ŏnwŏn (1,000 Won/Yen)
ハコネ	하코네	Hakone
アタミ	아타미	Atami
大邱	대구	Taegu
東大門	동대문	Tongdaemun

**Glossary**

기생	기생	Kisaeng (traditional female entertainer)
내과	내과	Internal medicine department
일등실	일등실	First-class room
백합꽃	백합꽃	Lily flower
침의	침의	Nightclothes, bedding
간호부	간호부	Nurse (older term)
드르실가요	들으실까요	Shall (we/you) listen? (older spelling)
춘희	춘희	*La Traviata* (opera by Verdi, lit. Camellia Princess)
랑군	낭군	Husband, lover (older term)
신세	신세	One's situation or circumstances
낯을 쯩긴다	낯을 찡그린다	Frowns (older spelling/verb form)
아렀다는	알았다는	Understood that... (older spelling)
애상	애상	Sorrow, pathos
멜노듸	멜로디	Melody (loanword)
깍지(를) 끼다	깍지(를) 끼다	To clasp hands, interlock fingers
핏기	핏기	Blood color, vitality
수척(하다)	수척하다	To be emaciated, gaunt
뵈는	보이는	Visible, seen (older spelling)
심줄	심줄	Vein (colloquial, possibly older usage for 혈관)
빗밧으러	빚 받으러	To collect a debt (older spelling/phrasing)
정체	정체	True identity
은도	은도	Ŭn-do (character's name, variant of 金銀桃)
동경	동경	Tōkyō (Korean reading)
억지로	억지로	Forcibly
폐병	폐병	Lung disease, tuberculosis
선고	선고	Verdict, announcement, sentence
사기	사기	Appointed time of death
일홈	이름	Name (older spelling)
권번	권번	Kisaeng registry office or guild
로인	노인	Old person (older spelling)
드러주랴는	들어주려는	Intending to grant/listen to (older spelling)
주선	주선	Arrangement, mediation
념려마서요	염려 마세요	Don't worry (older spelling/politeness form)
갓든	갔던	Who went (older spelling)
도라와	돌아와	Returning (older spelling)
옴겨 놓고	옮겨 놓고	Having moved (older spelling)
사교술	사교술	Social skills
상식	상식	Common sense
영어	영어	English language
능하다	능하다	To be proficient, skilled
빈객	빈객	Guest, visitor
연회	연회	Banquet, party
침착하다	침착하다	To be calm, composed
지략	지략	Wisdom, resourcefulness, strategy
육감	육감	Sixth sense
영농하다	영농하다	Clever, bright (variant of 영리하다?)
투피-쓰	투피스	Two-piece suit (loanword)
안경	안경	Eyeglasses
나스면	나서면	If (one) goes out/appears (older spelling)
파-마넨	파마넨트	Permanent wave (hairstyle, loanword)
도레쓰	드레스	Dress (loanword)
불난서	불란서	France (older phonetic transcription)
영양	영양	Young lady (daughter of a noble family)
저고리	저고리	Traditional Korean upper garment
치마	치마	Traditional Korean skirt
행주치마	행주치마	Apron (lit. kitchen cloth skirt)
마루	마루	Wooden floor or veranda
며느리	며느리	Daughter-in-law
팔면 영농한 미인	팔면영리한 미인	Versatile and clever beauty
뫃여드는	모여드는	Gathering (older spelling)
고관	고관	High official
실업가	실업가	Businessman, industrialist
문인	문인	Literary person, writer
운동가	운동가	Activist, athlete (?)
붓박혀	붙박혀	Fixed, stuck (older spelling)
견대다	견디다	To endure, bear (older spelling)
맛치	마치	Just like, as if (older spelling)
사자	사자	Messenger of death, reaper (?)
주무시우	주무시오	Please sleep (honorific, older imperative ending)
앉었든	앉았던	Who was sitting (older spelling)
수색	수색	Facial expression, look (esp. troubled)
나즉이	나직이	Softly, in a low voice (older spelling)
이왕지사	이왕지사	Since it has already come to this, anyway
앗길건	아낄 건	Thing to cherish/save (older spelling)
각혈	각혈	Coughing up blood (hemoptysis)
혼도	혼도	Fainting spell
원통하다	원통하다	To be resentful, grievous
어대서	어디서	Where (older spelling)
우러 줄	울어 줄	Who will cry for (older spelling)
신세	신세	Situation, circumstances, plight
패	패	Sign, plaque, license (here, kisaeng license/identity)
좃타	좋다	Good, fine (older spelling)
이가튼	이같은	Such, like this (older spelling)
작란꾼	장난꾼	Mischief-maker, prankster (older spelling)
나든	나던	Which used to arise/occur (older spelling)
명랑하다	명랑하다	To be bright, cheerful
되매	되자	As (it) becomes, upon becoming
산소	산소	Grave site
개수하다	개수하다	To repair, renovate
프랜	플랜	Plan (loanword)
게획	계획	Plan, project (older spelling)
박행하다	박행하다	To be ill-fated, unlucky
고아	고아	Orphan
밴지 수삭만에	가진 지 수삭 만에	Several months after becoming pregnant (idiomatic)
겨오	겨우	Barely, just (older spelling)
모도가	모두가	All of them (older spelling)
사라저 바리고 마렀다	사라져 버리고 말았다	Disappeared completely (older spelling/grammar)
이모	이모	Maternal aunt
족하딸	조카딸	Niece (daughter of sibling) (older spelling)
불넛다	불렀다	Called (older spelling)
마즈막	마지막	Last, final (older spelling)
고혈을 빨다	고혈을 빨다	To suck blood and sweat (exploit)
빨든	빨던	Who used to suck/exploit (older spelling)
윈통하다	원통하다	To be resentful, bitter (older spelling)
청춘	청춘	Youth (lit. blue spring)
모조리	모조리	All, entirely
당치도 않은	당치도 않은	Unreasonable, unworthy
몹	몸	Body (older spelling)
실니다	실리다	To be loaded, burdened (passive of 싣다)
아니오	아니요	No, is not (older spelling/form)
이모이었음을	이모였음을	That (she) was the aunt (older spelling)
새삼스러히	새삼스러이	Anew, freshly (older spelling)
불행튼	불행했던	Which was unfortunate (older spelling)
소실	소실	Concubine, mistress
사내	사내	Man (colloquial)
노리개	놀이개	Plaything, toy (older spelling)
되야	되어	Becoming (older spelling)
갖어왔다	가져왔다	Had, possessed (older spelling)
밧게 하다	받게 하다	To enable someone to receive (older spelling)
해 주서요	해 주시오	Please do (for me) (older spelling/politeness form)
발악	발악	Desperate struggle, tantrum
저측하다	저축하다	To save money (older spelling)
글거뫃다	긁어모으다	To scrape together (older spelling)
기생출신	기생 출신	Of kisaeng origin/background
여류명사	여류명사	Famous woman, female celebrity
태동	태동	Quickening (of a fetus); stirring, beginning
재조것	재주껏	To the best of one's ability (older spelling)
사회운동	사회운동	Social movement
출판사업	출판사업	Publishing business
간섭	간섭	Interference, involvement
마츰내	마침내	Finally, eventually (older spelling)
란관	난관	Difficulty, obstacle (older spelling)
봉착하다	봉착하다	To encounter, be faced with
빛나랴든	빛나려던	Which was about to shine (older spelling)
캄캄해지다	캄캄해지다	To become pitch dark
마렀다	말았다	Ended up (doing something) (older spelling)
시중	시중	Within the city
조그만한	조그마한	Small, little (older spelling)
이층	이층	Second floor
소사오르다	솟아오르다	To surge up, well up (older spelling)
닷다	닫다	To close (older spelling)
アマト (아마도)	아마도	雨戸 (amado), Japanese storm shutters
닷친 채	닫힌 채	While closed (older spelling)
아즉도	아직도	Still, yet (older spelling)
가엽슨	가엾은	Pitiful, pathetic (older spelling)
나려다 보다	내려다 보다	To look down at (older spelling)
숫제	숫제	Rather, preferably
낫지나 않을가	낫지나 않을까	Wouldn't it be better? (older spelling)
즉감	직감	Intuition, gut feeling (older spelling)
썻다	썼다	Used, spent (older spelling)
이래가지고는	이래 가지고는	With things being like this (older spelling)
동지	동지	Comrade
꾀하다	꾀하다	To plan, plot, scheme
살님	살림	Living, livelihood, household (older spelling)
닥다	닦다	To pave, polish, prepare (older spelling)
이때	이때	At this time
침침하다	침침하다	Dim, gloomy
적은	작은	Small (older spelling)
아츰	아침	Morning (older spelling)
드려다 보다	들여다 보다	To look into (older spelling)
한나절	한나절	Half a day
지내놓고 나니	지내고 나니	After spending (time)
사렀는지도	살았는지도	Whether (one) lived (older spelling)
막연하다	막연하다	To be vague, hazy
강잉히	강잉히	Forcibly, strongly (archaic/uncommon)
설합	서랍	Drawer (older spelling)
여렀다	열었다	Opened (older spelling)
어즈러히	어지러이	Disorderly, messily (older spelling)
약병	약병	Medicine bottle
저금통장	저금 통장	Bankbook, passbook
끌이는 날	떨어지는 날	The day it runs out (lit. boiling/ending day - idiomatic?)
휴식하다	휴식하다	To rest
병세	병세	Condition of an illness
보화서는	보아서는	Judging from, seeing that (older spelling)
구차히	구차히	Miserably, in poverty; temporarily (?)
내다뵈다	내다보이다	To be foreseen, visible from inside (archaic form of 내다보이다)
일즉이	일찍이	Early (older spelling)
사고무친	사고무친	Having no relatives or friends to rely on (idiom)
장사지내다	장사 지내다	To hold a funeral
욕되다	욕되다	To be disgraced, insulted
갖이고	가지고	Taking, holding (older spelling)
죽금	죽음	Death (older spelling)
온천디대	온천 지대	Hot spring area (older spelling)
편답하다	편답하다	To travel around, visit everywhere
찾어다니다	찾아다니다	To go around looking for (older spelling)
양실	양실	Western-style room
극약	극약	Deadly poison
들녀오다	들려오다	To be heard coming in (older spelling)
다정하다	다정하다	Affectionate, tender
속삭임	속삭임	Whisper
짤브나	짧으나	Though short (older spelling)
파란	파란	Waves; vicissitudes, ups and downs
반생	반생	Half a lifetime
하야 왔는가	하여 왔는가	What have I been doing? (older spelling/grammar)
참패자	참패자	Complete loser, one who suffered crushing defeat
애달벗다	애달프다	To be sorrowful, heart-wrenching (older spelling/verb form)
서러하랴	서러워하랴	Who would be sad? (older interrogative)
앗가워하랴	아까워하랴	Who would regret/feel it's a pity? (older spelling/interrogative)
잔약하다	잔약하다	Frail, weak
리익	이익	Benefit, profit (older spelling)
탐욕	탐욕	Greed, avarice
밧처왔거니	바쳐 왔거니	Since (I) have dedicated/offered (older spelling/grammar)
앗길 사람	아낄 사람	Person who will cherish/regret loss (older spelling)
너모나	너무나	Too much, excessively (older spelling)
터러놓다	터놓다	To lay bare, open up (?)
인정	인정	Human feeling, compassion,情
육정	육정	Carnal desire, physical affection, 肉情
채권	채권	Claim, credit, right (as in a debt)
울분	울분	Pent-up anger, resentment
프러내다	풀어내다	To release, vent (older spelling)
밧어보랴고	받아보려고	Intending to receive/collect (older spelling)
표연히	표연히	Lightly, nimbly; suddenly, abruptly
반달	반달	Half a month
고아하다	고아하다	Elegant, refined
지조	지조	Principle, integrity, fidelity
구식표현	구식 표현	Old-fashioned expression
인테리	인텔리	Intellectual (loanword, short for intelligentsia)
폐를 알다	폐를 앓다	To suffer from lung disease (tuberculosis)
고흔	고운	Fine, beautiful (older spelling)
화류계	화류계	"Flower and willow world," i.e., the world of kisaeng and entertainment, demimonde
오입장이	오입쟁이	Womanizer, playboy (older spelling)
살님	살림	Living, household affairs (older spelling)
남편	남편	Husband (older written form 男便 vs modern 남편)
맞낫는가	만났는가	Did (she) meet? (older spelling)
나준 이	낳아준 이	Person who gave birth (mother)
길너준 이	길러준 이	Person who raised (foster mother/aunt)
견지	견지	Viewpoint, standpoint
산소치장	산소 치장	Grave tending/decoration
