**Header Section:**
Magazine Title: 삼천리 제10호
Publication Date: 1930년 11월 01일
Article Title: 新進學者 總評(一), 延禧專門學校 敎授層 (General Review of New Scholars (1), The Faculty of Yonhi College)
Author: 漢陽學人 (Hanyang Scholar)
Article Type: 소식 (News/Report)

**Body Text Translation:**
A General Review of New Scholars
						Hanyang Scholar
I
Yonhi College (延專) is a school that became known after the March First Movement (己未). As an educational institution centered on Koreans and managed by the American Mission Board (宣敎部), it is the highest private academic institution in the Korean educational world. As its history is short, its contribution to Koreans has not been deep. However, since the motive and spirit declared at the school's founding aimed solely at the cultural improvement and spiritual cultivation (陶冶) of the Korean populace as its mission, expectations for it, both currently and in the future, are not insignificant. It possesses a site of about 300,000 *p'yŏng* in Adŭngji (阿陵只) outside the city, and the rows of modern buildings rising grandly amidst natural scenery that allows no peer cannot be matched by other schools. With an endowment of 820,000 *wŏn* and school building assets valued at 500,000 *wŏn*, it can certainly boast within the Korean academic world, and with its numerous faculty and staff of over 50 members and the valuable residences (舍宅) accommodating them, it can pride itself as the best in Korea (朝鮮一). Look towards the northern mountain foot (北便山麓) after getting off at Sinch'on Station (新村驛). Among the cultural houses dotted within the dense pine forest (松林), live the professors among them whose fortunes have turned. Their lives are affluent. It is said that the salary of an ordinary professor is 220 *wŏn*, rising to 250 *wŏn* for department heads, and descending to 80 to 150 *wŏn* for clerks or assistants. In the reality of Korea, how many institutions spend such abundant finances, and how many people receive such treatment? Except for this Yonhi College campus (延專學園), such favorable conditions (好景氣) likely cannot be found elsewhere.
Thus, the professors of Yonhi College are fortunate individuals. Thus, the Yonhi College campus has abundant finances.
Well then, while this atmosphere alone allows distinction from other schools, if we further delve into introducing the professors, associate professors, and lecturers, one will grasp the fact of how this huge foundation is nurturing the intelligentsia (인테리켄챠) of Yonhi, who form the backbone (中堅) of the Korean academic world.

II
Currently, Yonhi College has 25 professors and associate professors, 4 full-time lecturers, 12 part-time lecturers (囑托講師), and 9 accounting clerks and assistants, totaling 50 faculty and staff.
Among them, excluding 10 Westerners, 4 Japanese, and 9 accounting clerks and assistants, the number of Korean professors, associate professors,<42> and lecturers totals 27. We intend to dissect the intelligentsia of Yonhi College by focusing our introduction on these 27 individuals.
The overall leader (總師) of the Yonhi College faculty is Mr. Yu Ŏkkyŏm (兪億兼).
Born in Meiji 29 (1896) in Kyŏngsŏng (京城産), he is the second son of Mr. Yu Ilchun (兪日濬), a giant of the Korean enlightenment movement. After attending Dōshisha Middle School (同志社中學) in Japan, he graduated from the Third Higher School (第三高等學校) with excellent results, majored in English Law at the Law Faculty of Kyoto Imperial University (京都帝大 法學部), and then studied criminal law for a year under Dr. Makino Eiichi (牧野英一博士), an authority in Japanese criminal law. It is said that his current position as Dean of Faculty (學監) at Yonhi College owes much to the efforts of the Western professor Paek Ajŏk (白雅悳). Regardless of the truth of this, it is reasonable to assume that the advocacy by some missionaries to gradually give real power to Korean professors led him to attain his current position. However, listening to the general student opinion, they call Professor Yu "Javert" (쟈베루). It is unknown which aspect they observed to bestow this nickname upon him, but his character lacks warmth and is X-view (X見的), making him perhaps suitable as an administrative figure to run such a large-scale educational institution, but giving a flint-like impression (차돌가튼 감촉) to disciples yearning for a merciful bishop like Madeleine (마도레-누와). The professor's foothold (地盤) at Yonhi College is solid (견고한 者); it is said that those who oppose him and contend for power generally cannot avoid defeat (敗北). His only assigned subject is civil law in the commerce department.
Next, let's move to the Literary Arts Department (文科) and introduce Department Head Professor Paek Nakchun (白樂濬). This gentleman was also born in Meiji 29 (1896), originally from Kwaksan (郭山産) in P'yŏngan Province (平安道). He graduated from Sinsŏng School (信聖學校) in Sŏnch'ŏn (宣川), crossed over to China to study at the Sin Hak Sŏwŏn (新學書院) in Tianjin (天津), then went again to America to study Theology and History at Yale and Princeton. After receiving his doctorate in philosophy, he returned to Korea and is currently working as the Head of the Literary Arts Department at Yonhi College. He is proficient in Chinese and English and is said to be able to read Greek originals (希臘語 原書). Looking at the title page (타이틀 페이지) of his doctoral thesis published in America, his appearance is quite handsome (美麗). However, those who have met him once tend to regard even his knowledge as somewhat lacking (얼근 것). After coming to Korea, he tried hard to gain popularity using American-style social skills (社交術), but the general assessment (一般評) from graduates who felt antipathy towards this gave him the new title (職啣) of an X-capable (X能한) professor. Is the XXXX professor of 1930 still thriving (健在)! His assigned subjects are Bible and History.
Besides him, there are senior figures (古參者) like Professor Chŏng Inbo (鄭寅普) and Professor Ch'oe Hyŏnbae (崔鉉培). Professor Chŏng is recognized by himself and others as the foremost authority (第一人者) in Korean classical Chinese literature (朝鮮漢文學), and at Yonhi College, he is one of the three talented individuals (延專三室) of Yonhi. Whether it's a habit (習性) acquired while touring Southern China during his prime, his slovenliness (추접은 것) is always one aspect of his appearance. The habit of spitting phlegm (가래침) loudly and then chewing and swallowing it during class time, or bursting into inappropriate laughter (주책업시 웃음) and being unable to regain composure, gives students unpleasant feelings. However, alongside this idiosyncrasy (性癖), there is something that evokes astonishment (驚嘆) from students: his superhuman memory. Sometimes he comes to lecture without a book, and when he lays out several thousand words滔滔 (滔滔 數千言) with his eloquence (能辨), one cannot help but admire the brilliance (明皙함) of his mind. However, what cannot be escaped regarding him is the phrase "talent outweighs virtue" (才勝德). His assigned subjects are Classical Chinese Literature and Korean Literature.
Professor Ch'oe Hyŏnbae (崔鉉培) is from Ulsan (蔚山産), Kyŏngsangnam Province (慶南). He went through Hiroshima Normal School (廣島師範) and the Philosophy Department of Kyoto Imperial University (京都帝大 哲學科), and came to Yonhi College where he was in charge of subjects covering all of philosophy and the Korean language. His character is diligent, frugal, and sincere (근검착실), taciturn and deliberate (寡黙鈍重), making him an object (的) of student respect (敬慕). It is said that while he was studying at Hiroshima Higher Normal School, his fellow students nicknamed him the "Gandhi (깐듸-) of Korea." Furthermore, to glimpse a fragment (片鱗) of his thought, one can guess by reading the recently published book titled "The Way to the Rebirth of the Korean Nation" (朝鮮民族更生의 道). He is a model professor who is passive yet moderate, conciliatory yet possessing strong underlying strength (底力). If there is a professor in the Yonhi Literary Arts Department who truly provides moral influence (人格的 感化), one cannot help but count him first (爲先氏). His very gait, enduring patiently and biding his time for the future (隱忍自重하야 압날을 기약하는), demonstrates his existential value at Yonhi College is above percentage.<43>
Someone who shows a well-rounded outline in terms of personality is Associate Professor Hyŏn Chemyŏng (玄濟明). A graduate of Kyesŏng Middle School (啓聖中學出身), he graduated from Sungsil University (崇實大學), then went to America, finished the professional course at the Chicago Musical College (市加吉音樂學校) in Chicago (市加吉市) and the graduate school (學士院) of the same university, receiving a Bachelor of Music degree. After returning to Korea, he teaches music for the entire Yonhi College. The reason he draws popularity in the music world (樂團) may lie in his winning first place as a foreigner in the All-America Student Music Competition (全美洲 학생 懸賞音樂大會) while in America, but the main reason is likely captivating the entire audience (全聽衆) on the Public Hall stage (公會堂 스테지) with the song "Kkuppai" (꾸빠이 - likely 'Goodbye'). The achievement that the school's music has progressed day by day (日就月將) and appeared like a comet (혜성) in the Korean orchestral world (朝鮮管絃樂界) must be attributed solely to him. He is a young and vigorous (少壯) associate professor of 29 years.
Before Associate Professor Hyŏn came to Yonhi, there was Professor Paek Namsŏk (白南奭) who also served as the head of the music department. It is said he recently resigned from the sinecure (閑職) of music department head due to a certain incident. As his character was revealed in that incident, anyone who meets him cannot forget the generous impression. Having grown up in Kaesŏng (開城), he attended Hanyŏng Sŏwŏn (韓英書院) and studied at Yonhi College. In Taishō 8 (1919), he went to America (渡米) and graduated from the literature department of Emory University, then entered the same university's graduate school, majoring in psychology and receiving a Master of Arts degree (文學士). He then studied education at Columbia University. After returning to Korea, he taught at Hosut'on Girls' High School (好壽敦女高) in Kaesŏng, and from Taishō 12 (1923) came to his alma mater to teach English grammar and English literature, continuing to the present. He is an awkward presence (거북한 존재) in the Yonhi Literary Arts Department, having yet shown a scholarly attitude (學究的 態度).
The above are the professor-level individuals. Among the lecturer-level staff (강사급), there are Messrs. Chŏng Insŏ (鄭寅書), Yi Unyong (李沄鎔), Chŏng Insŏp (鄭寅燮), and Yi Yunjae (李允宰). Lecturer Chŏng Insŏ is the longest-serving among them. Proficient in Classical Chinese (漢學), he studied Ancient Chinese History (支那上古史) and East Asian Imperial History (東洋帝國史). He once worked as a commissioned teacher (囑託敎員) at Ch'ŏngju High Common School (淸州高普) and has been a lecturer at Yonhi since Taishō 14 (1925). His stomach is weak, so his complexion (안색) is always poor, and he often comes to work by rickshaw (인력거). He has an extremely gentle and composed character, monopolizing student popularity in his lectures on East Asian history. Moreover, his simple scholarly attitude, lacking pedantry (衒學性), leaves a good impression on everyone.
Next is Lecturer Yi Unyong (李沄鎔) from the German-educated lineage (獨逸 留學生系統). He is related to Dr. Yi Kwanyong (李灌鎔博士) and is a man full of talent (才氣潑潑). He is solely responsible for German language lectures, and his meticulous teaching method (치밀한 교수방법) reportedly makes students prepare and review without fail (꼼짝 못하고). Watching him teach earnestly with his seemingly rheumy eyes (눈꼽이 낀 듯한 눈), one feels as if the German academic tradition (獨逸의 學風) is being transmitted to Korean students through him for the first time. He graduated from Kyŏngsŏng Technical College (京城 工學專門), passed through Switzerland (瑞西), studied national economics (國民經濟學) at Berlin University (伯林大學), and also attended the University of Vienna (墺國 維也納大學) in Austria for a time.
Mr. Chŏng Insŏp (鄭寅燮), the lecturer in charge of English literature, shows his face (얼골) at the school a few times a week. During his prime when he published "Overseas Literature" (海外文學), he cried out for the Hamlet (하몰렛트) of Korea and put on airs like a literary youth (문학청년틔). He is a talented young man (秀才) who graduated from Waseda University (早稻田大學). Since revealing his age is not something he enjoys, we will omit it here. The rumor circulating among students when he first came to Yonhi was that he published an article on English teaching methods in the Chosŏn Ilbo (朝鮮日報) newspaper years ago, and using that as leverage (빌미), he leaped into the lecturer position at Yonhi. His specialty (長技) must be lecturing on Hamlet. With his actor-like style (俳優風) and his penetrating (穿鑿하는 듯한) character, everyone supposedly studies while swallowing dryly (마른 츔을 삼켜가며). However, students also get tired (멀미를 알는 것이다) of excessive detail. He received quite a few glares (눈총도 꽤 마젓다) from students for continuing his lecture despite the dismissal bell (下學鍾) having rung. Mr. Chŏng is, on the other hand, an energetic person (精力家). We don't know the news after his newlywed life (新接所賃), but seeing his busy (多端한) life as a lecturer until recently evokes sympathy (同情).
Lastly, there is Lecturer Yi Yunjae (李允宰) who lectures on Korean history. He started working (視務) last year. Originally, he is a well-known figure socially, currently connected (관계를 맷고) with the Dong-A Ilbo (東亞日報), and his profound character (重厚한 人格) greatly inspires (感化) the students. However, trying to take notes during his lecture time reportedly causes considerable frustration (꽤 갑갑증을 느끼게 한다). (Continued) <44>
<42-44>

**Summary**

This article from the November 1930 issue of *Samch'ŏlli* magazine offers a critical and somewhat gossipy review of the Korean faculty at Yonhi College (Yonsei University's predecessor). Written by "Hanyang Scholar," it describes Yonhi's prestigious status, modern facilities, and comparatively high salaries funded by American missionaries. The author then profiles several key Korean professors and lecturers, including Dean Yu Ŏkkyŏm, department head Paek Nakchun, literature professors Chŏng Inbo and Ch'oe Hyŏnbae, music professor Hyŏn Chemyŏng, and lecturers like Chŏng Insŏp and Yi Yunjae. The profiles mix praise for academic credentials and talents (like Chŏng Inbo's memory or Ch'oe Hyŏnbae's character) with sharp criticisms of personality flaws, teaching styles, perceived lack of warmth, alleged incompetence, or reliance on connections, often citing student opinions and nicknames.

For historians, this piece provides a valuable contemporary snapshot of intellectual life and the personalities within a leading Korean educational institution under Japanese colonial rule. It reveals tensions between Western missionary administration and Korean faculty aspirations, differing educational backgrounds (Japan, US, Germany, traditional Korean), internal power dynamics, and the critical perspective of an observer (likely representing a segment of the Korean intellectual community) on the figures shaping future generations. The frank, sometimes harsh, assessments and mentions of student opinions offer insights into the campus atmosphere and the criteria by which academics were judged beyond their formal qualifications during this period. The use of "X" for certain adjectives hints at self-censorship common at the time.

**Named Entities**

延禧專門學校	연희전문학교	Yŏnhŭi Chŏnmun Hakkyo
漢陽學人	한양학인	Hanyang Hak'in
己未	기미	Kimi Year (1919, referring to March First Movement)
美國 宣敎部	미국 선교부	American Mission Board
朝鮮	조선	Chosŏn (Korea)
阿陵只	아릉지	Adŭngji (area near Yonhi College)
新村驛	신촌역	Sinch'on Station
延專學園	연전학원	Yŏnjŏn Hakwŏn (Yonhi College Campus/Community)
兪億兼	유억겸	Yu Ŏkkyŏm
明治	메이지	Meiji
京城	경성	Kyŏngsŏng (Seoul)
兪日濬	유일준	Yu Ilchun
日本	일본	Ilbon (Japan)
同志社中學	동지사중학	Dōshisha Chūgaku (Doshisha Middle School)
第三高等學校	제삼고등학교	Chesam Kodŭng Hakkyo (Third Higher School)
京都帝大	경도제대	Kyōto Teidai (Kyoto Imperial University)
牧野英一	마키노 에이이치	Makino Eiichi
白雅悳	백아덕	Paek Ajŏk
文科	문과	Mun'gwa (Literary Arts Department)
白樂濬	백낙준	Paek Nakchun
平安道	평안도	P'yŏngan-do (P'yŏngan Province)
郭山	곽산	Kwaksan
宣川	선천	Sŏnch'ŏn
信聖學校	신성학교	Sinsŏng Hakkyo (Sinsong School)
中國	중국	Chung'guk (China)
天津	천진	Ch'ŏnjin (Tianjin)
新學書院	신학서원	Sin Hak Sŏwŏn
美國	미국	Miguk (America)
希臘語	희랍어	Huirabŏ (Greek language)
鄭寅普	정인보	Chŏng Inbo
崔鉉培	최현배	Ch'oe Hyŏnbae
慶南	경남	Kyŏngnam (Kyŏngsangnam Province)
蔚山	울산	Ulsan
廣島師範	광도사범	Hiroshima Shihan (Hiroshima Normal School)
朝鮮民族更生의 道	조선민족갱생의 도	Chosŏn Minjok Kaengsaengŭi To (The Way to the Rebirth of the Korean Nation)
玄濟明	현제명	Hyŏn Chemyŏng
啓聖中學	계성중학	Kyesŏng Chunghak (Kyesong Middle School)
崇實大學	숭실대학	Sungsil Taehak (Soongsil University)
市加吉市	시카고시	Sikago-si (Chicago City)
市加吉音樂學校	시카고음악학교	Sikago Ŭmak Hakkyo (Chicago Musical College)
公會堂	공회당	Konghoedang (Public Hall)
朝鮮管絃樂界	조선관현악계	Chosŏn Kwanhyŏnak'kye (Korean Orchestral World)
白南奭	백남석	Paek Namsŏk
開城	개성	Kaesŏng
韓英書院	한영서원	Hanyŏng Sŏwŏn
大正	대정	Taishō
에모리大學	에모리대학	Emori Taehak (Emory University)
콜롬비아大學	콜롬비아대학	K'ollombia Taehak (Columbia University)
好壽敦女高	호수돈여고	Hosut'on Yŏgo (Hosuton Girls' High School)
鄭寅書	정인서	Chŏng Insŏ
支那上古史	지나상고사	China Sanggosa (Ancient Chinese History)
東洋帝國史	동양제국사	Tongyang Cheguksa (East Asian Imperial History)
淸州高普	청주고보	Ch'ŏngju Kobo (Cheongju High Common School)
李沄鎔	이운용	Yi Unyong
獨逸	독일	Togil (Germany)
李灌鎔	이관용	Yi Kwanyong
京城 工學專門	경성 공학전문	Kyŏngsŏng Konghak Chŏnmun (Keijo Technical College)
瑞西	서서	Sŏsŏ (Switzerland)
伯林大學	베를린대학	Berŭllin Taehak (Berlin University)
墺國	오국	Oguk (Austria)
維也納大學	비엔나대학	Bien'na Taehak (Vienna University)
鄭寅燮	정인섭	Chŏng Insŏp
海外文學	해외문학	Haeoe Munhak (Overseas Literature)
早稻田大學	조도전대학	Waseda Daigaku (Waseda University)
朝鮮日報	조선일보	Chosŏn Ilbo (Newspaper)
李允宰	이윤재	Yi Yunjae
東亞日報	동아일보	Tong-A Ilbo (Newspaper)

**Glossary**

新進學者	신진학자	New/rising scholars
敎授層	교수층	Faculty layer, professor group
宣敎部	선교부	Mission Board
私學	사학	Private school
最高學部	최고학부	Highest academic institution
陶冶	도야	Cultivation, refinement (of character/spirit)
기지	기지	Site, base (land)
즐비한	즐비한	Lined up, standing in rows
追隨	추수	Following, imitation (used here as 'peer' or 'match')
基本金	기본금	Endowment fund
校舍	교사	School building
뽐내볼만 하다	뽐내볼만 하다	To be worth boasting about
多數한	다수한	Numerous (older form of 다수한)
舍宅	사택	Residence provided by an employer (esp. school or company)
山麓	산록	Mountain foot
울창한	울창한	Dense, luxuriant (forest)
점점이	점점이	Dottedly, sporadically
백힌	박힌	Embedded, dotted (older spelling of 박힌)
유복하다	유복하다	Affluent, well-off
봉급	봉급	Salary
사무원	사무원	Clerk, office worker
조수	조수	Assistant
멧치나	몇이나	How many (older spelling of 몇이나)
除해 노코는	제해 놓고는	Except for, excluding
好景氣	호경기	Favorable economic conditions, boom times
내처	내처	Further, going inside
中堅	중견	Backbone, mainstay, core figure
인테리켄챠	인텔리겐치아	Intelligentsia (loanword)
해부하랴	해부하랴	Intend to dissect (older literary form)
囑托講師	촉탁강사	Part-time commissioned lecturer
算하다	산하다	To count, calculate
總師	총사	Overall leader, head teacher/master
巨頭	거두	Giant, leading figure
것처	거쳐	Passing through (older spelling of 거쳐)
權威	권위	Authority
밋헤서	밑에서	Under (someone) (older spelling of 밑에서)
學監	학감	Dean of Faculty, academic supervisor
眞否	진부	Truth or falsehood
점차	점차	Gradually
主唱	주창	Advocacy, proposal
妥當하다	타당하다	To be reasonable, appropriate
평판	평판	Reputation, public opinion
쟈베루	자베르	Javert (from Les Misérables)
모를	무엇을	What (older form, dialectal or archaic)
뜨더보고	뜯어보고	Examining closely (older spelling of 뜯어보고)
선사햇는지	선사했는지	Bestowed, presented (older spelling of 선사했는지)
온정	온정	Warmth, kindness
缺하다	결하다	To lack
X見的	X견적	X-view (likely censored, perhaps 편견적 - prejudiced)
운전하여	운전하여	To operate, run (an institution)
適材	적재	Suitable person, right talent
마도레-누와	마들렌느와	Madeleine (likely Bishop Myriel/Madeleine from Les Misérables)
慈悲한	자비한	Merciful, compassionate
갈망하다	갈망하다	To yearn for, long for
차돌가튼	차돌같은	Like flint, hard (older spelling of 차돌같은)
地盤	지반	Foothold, base of support
견고한	견고한	Solid, firm
敗北	패배	Defeat
담임	담임	In charge of (a class or subject)
능하다	능하다	To be proficient, skilled
박사논문	박사논문	Doctoral thesis
타이틀 페이지	타이틀 페이지	Title page (loanword)
용모	용모	Appearance, looks
美麗하다	미려하다	Beautiful, handsome
면접한	면접한	Met, interviewed
얼근 것	얼근 것	Somewhat lacking/inferior (colloquial/older term)
사교술	사교술	Social skills
반감	반감	Antipathy, repulsion
一般評	일반평	General assessment/opinion
X能한	X능한	X-capable (likely censored, perhaps 무능한 - incompetent)
職啣	직함	Title, position name
健在한지	건재한지	Whether (someone) is well/thriving
古參者	고참자	Senior member, old-timer
第一人者	제일인자	Foremost authority, number one person
漢文學	한문학	Classical Chinese literature
才人	재인	Talented person
당년	당년	One's prime years
순방하는	순방하는	Touring
습성	습성	Habit
추접은 것	추접은 것	Sloppiness, untidiness (older form/spelling)
가래침	가래침	Phlegm
탁 배타서	탁 뱉아서	Spitting loudly (onomatopoeic + older spelling)
씹어 생키는	씹어 삼키는	Chewing and swallowing (older spelling of 삼키는)
주책업시	주책없이	Inappropriately, thoughtlessly (older spelling of 없이)
性癖	성벽	Idiosyncrasy, peculiar habit
驚嘆	경탄	Astonishment, admiration
초인적	초인적	Superhuman
能辨	능변	Eloquence
滔滔 數千言	도도 수천언	Flowing several thousand words (classical expression)
버려노흘	벌여놓을	To lay out, arrange (older spelling of 벌여놓을)
명석함	명석함	Brilliance, clarity (of mind)
감복하다	감복하다	To admire deeply, be impressed
才勝德	재승덕	Talent outweighs virtue
근검착실	근검착실	Diligent, frugal, and sincere
寡黙鈍重	과묵둔중	Taciturn and deliberate/serious
敬慕	경모	Respect and admiration
的	적	Target, object (used here as 'object of')
깐듸-	간디	Gandhi (loanword, nickname)
片鱗	편린	Fragment, glimpse
更生	갱생	Rebirth, regeneration
소극적	소극적	Passive
온건적	온건적	Moderate
타협적	타협적	Conciliatory, compromising
저력	저력	Underlying strength, potential power
爲先氏	위선씨	Him first (classical/formal way of referring to someone mentioned just before)
隱忍自重	은인자중	Enduring patiently and acting prudently, biding one's time
압날	앞날	Future (older spelling)
거름거리	걸음걸이	Gait, way of walking (older spelling)
퍼-센테지	퍼센티지	Percentage (loanword)
원만한	원만한	Well-rounded, amicable
輪廓	윤곽	Outline, profile
보혀주는	보여주는	Showing (older spelling)
出身	출신	Origin, graduate of
學士院	학사원	Graduate school (older term)
악단	악단	Music world, musical circles
끄으는	끄는	Drawing, attracting (older spelling)
懸賞	현상	Prize, reward
全聽衆	전청중	Entire audience
스테지	스테이지	Stage (loanword)
심취케	심취케	To captivate, fascinate
日就月將	일취월장	Making rapid progress day by day and month by month
혜성	혜성	Comet
가티	같이	Like, as (older spelling)
공적	공적	Achievement, contribution
少壯	소장	Young and vigorous
겸임한	겸임한	Held concurrently (position)
閑職	한직	Sinecure, unimportant post
사퇴하엿다는데	사퇴하였다는데	It is said that he resigned (older spelling)
바와가티	바와 같이	As revealed (older spelling)
후한	후한	Generous, magnanimous
渡米	도미	Going to America
심리학	심리학	Psychology
文學士	문학사	Bachelor/Master of Arts (can vary)
교육학	교육학	Education (academic field)
모교	모교	Alma mater
이르럿다	이르렀다	Reached, arrived at (older spelling)
아즉	아직	Yet, still (older spelling)
學究的	학구적	Scholarly
態度	태도	Attitude
거북한	거북한	Awkward, uncomfortable
강사급	강사급	Lecturer level/class
제일	제일	Most, number one
오래되엿다	오래되었다	Has been long (older spelling)
漢學	한학	Classical Chinese studies
약하야	약하여	Being weak (older form)
안색	안색	Complexion
인력거	인력거	Rickshaw
온순하고	온순하고	Gentle, mild-mannered
침착한	침착한	Composed, calm
독점하고	독점하고	Monopolizing
더군다나	더군다나	Moreover, furthermore
衒學性	현학성	Pedantry
소박한	소박한	Simple, artless, plain
유학생계통	유학생계통	Lineage/group of students returned from abroad (here, Germany)
才氣潑潑	재기발랄	Full of talent and vivacity
전담하엿는데	전담하였는데	Was solely in charge of (older spelling)
치밀한	치밀한	Meticulous, detailed
교수방법	교수방법	Teaching method
꼼짝 못하고	꼼짝 못하고	Without being able to move, helplessly (implying strictness)
눈꼽이 낀 듯한	눈곱이 낀 듯한	Seemingly rheumy/sleepy-eyed (lit. 'like mucus is in the eyes')
열심	열심	Enthusiasm, earnestness
학풍	학풍	Academic tradition/style
얼골	얼굴	Face (older spelling)
멧번식	몇 번씩	Several times (older spelling)
해외문학	해외문학	Overseas Literature (publication name)
하몰렛트	햄릿	Hamlet (loanword)
부르짓고	부르짖고	Crying out, shouting (older spelling)
문학청년틔	문학청년 티	Airs/mannerisms of a literary youth (older spelling of 티)
잔득	잔뜩	Fully, very much (older spelling)
秀才	수재	Talented person, genius
年少한	연소한	Young
빌미	빌미	Cause, excuse, leverage
一躍	일약	In one leap, suddenly
취임하게	취임하게	To assume a post/position
長技	장기	Specialty, forte
俳優風	배우풍	Actor-like style/manner
穿鑿하는 듯한	천착하는 듯한	Penetrating, delving deeply (can imply overly critical or detailed)
마른 츔을 삼켜가며	마른 침을 삼켜가며	Swallowing dryly (idiom for being nervous or engrossed)
멀미를 알는	멀미를 아는	To feel nauseous/sick of (older spelling of 아는)
下學鍾	하학종	Dismissal bell (at school)
첫는데도	쳤는데도	Even though it rang (older spelling)
눈총	눈총	Glare, hostile look
마젓다	맞았다	Received, was hit by (older spelling)
정력가	정력가	Energetic person
신접살림	신접살림	Newlywed life/household
多端한	다단한	Busy, eventful
동정	동정	Sympathy
끄트로	끝으로	Lastly (older spelling)
視務하기	시무하기	To begin work, start duties (formal/older term)
맷고	맺고	Connecting, forming (a relationship) (older spelling)
重厚한	중후한	Profound, dignified, weighty (personality)
감화	감화	Moral influence, inspiration
갑갑증	갑갑증	Feeling of frustration, stuffiness, impatience


---------------------------


잡지명	삼천리 제10호
발행일	1930년 11월 01일
기사제목	新進學者 總評(一), 延禧專門學校 敎授層
필자	漢陽學人
기사형태	소식

新進學者 總評
						漢陽學人
一
