Magazine Title: 개벽 제48호
Publication Date: 1924년 06월 01일
Article Title: 五月과 世界, 4월 21일부터 5월 20일까지 (May and the World, from April 21st to May 20th)
Author: 一記者 (One Reporter)
Article Type: 소식 (News/Dispatch)

May and the World, from April 21st to May 20th
						One Reporter

April 21st: In Kyŏngsŏng (Seoul), the Chosŏn Youth General Alliance Conference is held (223 groups participate), and the Kyŏngsŏng Youth Movement Association holds a preparatory meeting for the promotion of May 1st "Children's Day".

Same day, 22nd: In Kyŏngsŏng, the Chosŏn Youth General Alliance Conference continues; a planned mass rally to denounce the so-called League of Volunteers of Various Factions (各派有志聯盟會) is banned; on the same day, the Chosŏn Lawyers Association convenes and resolves to question the authorities' wrongdoing regarding the League of Volunteers incident; the envoys of Japan, Britain, the US, and France in Peking hold an important meeting regarding China policy; US President Coolidge advocates for holding a new international conference; Yi Tong-nyŏng is appointed Prime Minister of the Korean Provisional Government in Shanghai.

Same day, 23rd: The Chosŏn Youth General Alliance Conference, which had been meeting for consecutive days, is ordered to disband by the authorities; Indian poet laureate Tagore arrives in Peking; in Tokyo, the International League Association convenes regarding the issue with America and resolves to prevent the implementation of the US Immigration Act; on the same day, regarding the same incident, a citizens' rally is held in Ōsaka; Italy recognizes the Republic of Greece.

Same day, 24th: The case of Kim Chi-sŏp, the perpetrator of the bomb throwing at the Nijūbashi Bridge of the Japanese Imperial Palace on January 5th, is announced; US House Interior Committee Chairman Fairfield introduces a Philippine Independence Reform Bill (independence after 30 years based on a popular vote); French aviator d'Hauterive departs Paris heading east to attempt a non-stop long-distance flight.

Same day, 25th: In Kyŏngsŏng, the first anniversary commemorative meeting of the Hyŏngp'yŏngsa (Equality Society) is held at the Ch'ŏndogyo Hall; at Yongdangp'o, Haeju, over 90 elementary school students who were going to view a Japanese destroyer tragically drown due to their boat capsizing (students from Sŏkdong Public Common School, the private Ŭich'ang School, and the Tong-A Institute in Haeju County); a fire breaks out in Sŏnch'ŏn town, completely burning down over 10 houses; a joint conference committee of the US House and Senate convenes regarding the Immigration Act; a Brazilian medical university advocates for the inability of Japanese to naturalize and resolves to ban their entry.

Same day, 26th: Residents of Yŏnggwang County, opposing the Water Utilization Association (水利組合) for the county, send petition committee members to the capital to appeal to the Government-General; the Kyŏngsŏng Ponch'o police station arrests four armed robbers; US Secretary of State Hughes and Senator Reed meet with the President to seek diplomatic mitigation regarding the anti-Japanese bill; the National Education Association of the United States submits a petition to the House to repeal the Immigration Act; the Japan-US Arbitration Treaty is ratified for extension for another five years.

Same day, 27th: In Kyŏngsŏng, Tonga Ilbo executives Sŏng Chin-u, Kim Sŏng-su, Yi Sang-hyŏp, Sin Ku-bŏm, and Chang Tu-hyŏn resign; a large fire breaks out at Sajang Market in Sunch'ŏn County, completely burning down over 50 businesses; 19 bodies of the students drowned in the Haeju Yongdangp'o boat capsizing are recovered; Unggi citizens hold a rally regarding the issue of pushing for railway construction; in Ōsaka, Japan, the national Hyŏngp'yŏngsa conference is held due to the issue of US anti-Japanese sentiment; Kim Sŭng-jun, Yi Hong-ju, and five other members of an independence group arrested in Changchun are deported to Chosŏn with a three-year residency restriction.

Same day, 28th: In Kyŏngsŏng, Yi Hŏn, Han Hae, and 24 others detained at the time of the Labor-Farmer General Alliance dissolution are transferred to the prosecutor's office; on the same day, a fire breaks out in Chŏng-dong, completely burning down important government offices including the Chosŏn Printing Company, Bureau of Justice, Monopoly Bureau, Public Works Department, Railway Department, Mining Section, Land Improvement Section, and Land Survey Committee, causing damages of over 900,000 Won; Kyoto citizens in Japan hold a rally regarding the issue with America; Indian poet laureate Tagore<35> advocates for East Asian unity at a welcome reception in Peking; members of the US Joint Conference Committee unanimously agree that amending the original anti-Japanese bill is impossible; a major clash occurs between anti-revolutionary forces and the Red Army in the Turkestan region of Russia.

Same day, 29th: Sin Il-yong of the New Life Incident (新生活事件), who was serving time in Hamhŭng Prison, is released upon completing his sentence; in Kōzu, Japan, hundreds of Japanese and Korean laborers engage in a major brawl, resulting in several deaths and injuries; the US Senate passes the naval budget and simultaneously grants the President the authority to convene a new international conference for arms limitation among nations; the envoys of Japan, Britain, the US, and France in Peking discuss establishing a permanent four-nation committee to handle negotiation matters with China.

Same day, 30th: In Taegu, a Municipal Council meeting is held; US Senator Johnson declares the firm implementation of the anti-Japanese policy, pointing out that amending the Immigration Act would be disadvantageous to the US; in Samha-dong, Oksang-myŏn, Ŭiju, six members of an independence group shoot and kill two pro-Japanese Koreans, Ch'oe Pong-sŏ and Paek In-dŏk; Akiyama Kenkichi and over 20 others, who called out and massacred Ch'oe Myŏng-gae and 26 other Koreans detained at a police station during the Japanese earthquake disaster, are found guilty by the Tokyo Court of Appeals.

May 1st: Across Chosŏn, both in the capital and provinces, commemorative promotions for "Children's Day" are held on a large scale; in Tokyo, Japan, a large procession for Labor Day takes place; a commemorative lecture for Labor Day hosted by the Kyŏngsŏng Labor-Farmer Alliance is banned; the third general meeting of the Korean headquarters in Ōsaka, Japan, is adjourned due to May Day; the trial for the Hŭich'ŏn Myŏngmundong Police Station Attack Incident, which was opened at the P'yŏngyang Court of Review, is postponed due to facts of torture.

Same day, 2nd: The May issue of Kaebyŏk is confiscated again after publication; in Kyŏngsŏng, a Father's Rally (아바지大會) hosted by the Youth Movement Association opens at the Ch'ŏndogyo Hall; the Peking government holds an emergency cabinet meeting due to the urgency of Labor-Farmer Russia occupying Outer Mongolia, the Tannu Uriankhai region, and the Lianghai area.

Same day, 3rd: In Kyŏngsŏng, a Father's Rally hosted by the Youth Movement Association is held at the Ch'ŏndogyo Hall; claiming that the Ŭiyŏldan (Righteous Brotherhood) has infiltrated Kyŏngsŏng Sŏngbuk-dong, all police commence emergency activities; anti-Japanese organizations in California hold a rally to urge the President to promptly sign the anti-Japanese bill; Britain recognizes the Italian-hosted migration conference.

Same day, 4th: In Kyŏngsŏng, the Women's Friendship Association (女性同友會) is organized, centered around Pak Wŏn-hŭi, Chŏng Chong-myŏng, and other New Women (新女子); a large children's garden party is held at Sangch'unwŏn outside Kyŏngsŏng's East Gate; Chosŏn chi Kwang (Light of Korea), which was under suspension, resumes publication with Kim Tong-hyŏk as publisher; six members of an independence group again appear in the Unsi area of Pyŏktong County, causing a disturbance.

Same day, 5th: The results of the German general election show the Social Democratic Party winning a majority; the Diplomatic Corps in Peking demands 2.2 million [currency unspecified] from the Peking government for damages incurred by various countries due to the wars in Sichuan and Hunan; a resolution for disarmament investigation is submitted to the US Congress.

Same day, 6th: Kim Man-hong and Kim Pyŏng-sŏ, involved in the incident of attacking the Unsi-myŏn police substation in Pyŏktong County (last August) and shooting a Japanese policeman, are sentenced to 8 and 7 years respectively by the P'yŏngyang Court of Review; the US anti-Japanese Immigration Act is finally passed to be implemented from July 1st; Japanese residents in Andong Prefecture submit a petition to their consulate due to expulsion by Chinese people.

Same day, 7th: Near Sendai on Japan's Tōhoku Line, a train carrying the Seiyūkai party president is derailed, causing numerous deaths and injuries; a miners' strike occurs in China's "Ruhr" region [likely referring to a major coal-mining area]; National Humiliation Day commemorations are widely held throughout China.

Same day, 8th: Governor-General Saitō departs Kyŏngsŏng under the pretext of inspecting the border; a large fire breaks out in Sinŭiju, completely burning down a lumber mill, quarantine station, etc., causing damages of 300,000 Won; over 80 female workers at the Wŏnsan rubber factory go on strike over issues of improved treatment and wage increases;<36> a class-based major clash occurs between Hyŏngp'yŏngsa members and traveling merchants in Chin'yŏng, Kyŏngsangnam-do.

Same day, 9th: The US House rejects the Joint Conference Committee's proposal to postpone the implementation of the anti-Japanese law; at the conventions of Germany's Social Democratic Party and National Constitution Party, it is decided to put the question of approving the reparations plan to a referendum; a violent group supporting Japanese Prime Minister Kiyoura attacks the Seiyūkai faction.

Same day, 10th: All individuals involved in the Labor-Farmer Movement incident, who had been sent to the Kyŏngsŏng District Court Prosecutor's Office, are released due to insufficient grounds; the US Senate passes an income tax reduction bill.

Same day, 11th: An athletics competition hosted by the Chosŏn Student Association is held at Kyŏngsŏng Hullyŏnwŏn (Training Ground); a large fire breaks out in Kyŏngsŏng Honmachi, completely burning down over 10 Japanese houses; a major brawl erupts between the Takahashi faction and the Tajima faction in Morioka, Japan, due to the general election campaign; a large fire breaks out in Chunghwa town, completely burning down 11 houses; about 20 workers at a candle factory in Inch'ŏn also strike for wage increases.

Same day, 12th: The results of the French general election show the Left Party winning a major victory with 307 seats to 264; various anti-Japanese groups in California insist on absolute exclusion of Japanese and attack the President's attitude as unsatisfactory; China declares that the Sino-French secret agreement is invalid without Chinese approval; the Chŏlla Pukto Labor-Farmer Activists' Grand Fellowship Meeting is held in Chŏnju.

Same day, 13th: An arson incident occurs late at night at Kyŏnghoe-ru Pavilion within Kyŏngbok Palace in Kyŏngsŏng, causing a commotion.

Same day, 14th: The results of the Japanese general election show the Kenseikai party winning a major victory; news arrives of the rumored death of Chinese revolutionary elder Sun Yat-sen; Labor-Farmer Russia decides on and promulgates a Red Guard conscription system; the Chinese Senate resolves to demand the replacement of representative Karakhan from the Russian government.

Same day, 15th: The Tonga Ilbo shareholders' meeting is held in Kyŏngsŏng, re-electing executives: President Yi Sŭng-hun, Vice President Hŏ Hŏn, Editor-in-Chief Hong Myŏng-hŭi, Business Manager Yang Wŏn-mo, and Managing Director Yun Hong-ryŏl are appointed; simultaneously, over 10 key reporters of the company, including Kim Yang-su, Kim Tong-sŏng, and Kim Tong-wŏn, collectively resign; the third round of Japan-France negotiations begins at the Japanese Foreign Ministry; Anglo-Soviet negotiations declare a recess until June 2nd; the International Migration Conference, attended by representatives from 48 countries, opens in Rome, Italy.

Same day, 16th: The All-Korea Baseball Tournament hosted by the Chosŏn Sports Association opens at Paejae Playground in Kyŏngsŏng; a large fire breaks out in Aomori, Japan, destroying over 1,500 houses; a bomb is thrown at the residence of Chinese Minister of Communications Gu Weijun; confirmation arrives that the death of Sun Yat-sen was a malicious rumor; the US Senate also passes the implementation of the anti-Japanese bill from July 1st by a vote of 69 to 9.

Same day, 17th: A mysterious major murder incident occurs in Chunghwa County; the British House of Commons rejects the Coal Mine Nationalization Bill submitted by the Labour Party; Sun Yat-sen, whose death was rumored for a time, inspects his subordinate troops; the Peking Foreign Ministry issues an order restricting the entry of Russians; in Pusan, a citizens' rally is held to support the entry into Japan of over 4,000 Korean laborers gathered with the aim of crossing to Japan.

Same day, 18th: Governor-General Saitō's party, touring the border region, is fired upon by anti-Japanese Koreans from the opposite bank while on the river at Ma*ŭi [name cut off] in Wiwŏn County; US Ambassador to Japan Woods resigns.

Same day, 19th: Ch'ŏndogyo churches in the capital and provinces hold the third anniversary memorial service for the late Teacher Son Ŭi-am (Son Pyŏng-hŭi).

Same day, 20th: The Irish Free State government dissolves over the border issue; Japanese Ambassador to the US Shidehara also resigns.<37> <35-37>

**Summary**

This article chronicles world and Korean events from April 21 to May 20, 1924. Key Korean developments include the formation and suppression of the Chosŏn Youth General Alliance, the establishment of Children's Day, the Hyŏngp'yŏngsa anniversary and subsequent clashes, labor strikes (Wŏnsan, Inch'ŏn), independence movement activities and arrests, a major fire in Seoul's government district, leadership changes at the Tonga Ilbo, and an assassination attempt on Governor-General Saitō. Internationally, the main focus is the escalating tension between the US and Japan over the discriminatory US Immigration Act, leading to protests in Japan and the bill's eventual passage. Other notable events include Tagore's visit to China, political shifts in Germany and France, instability in China, developments in Soviet Russia, and various accidents and disasters. For historians, this detailed timeline provides valuable insights into the vibrant but suppressed social and political movements in colonial Korea (youth, labor, Hyŏngp'yŏngsa, independence), the tangible impact of international events like US immigration policy on Korea and Japan, and the daily occurrences (fires, accidents, political appointments, media events) that shaped the period. The specific mention of torture in a trial, the Kanto Massacre aftermath trial, and the targeting of pro-Japanese figures highlights the underlying violence and conflict.

**Named Entities**

京城	경성	Kyŏngsŏng
朝鮮靑年總同盟會	조선청년총동맹회	Chosŏn Youth General Alliance
京城少年運動協會	경성소년운동협회	Kyŏngsŏng Youth Movement Association
各派有志聯盟會	각파유지연맹회	League of Volunteers of Various Factions
朝鮮辯護士團	조선변호사단	Chosŏn Lawyers Association
北京	북경	Peking (Beijing)
日英米佛	일영미불	Japan, Britain, US, France
米	미	America (US)
쿨리지	쿨리지	Coolidge
上海	상해	Shanghai
朝鮮臨時政府	조선임시정부	Korean Provisional Government
李東寧	이동녕	Yi Tong-nyŏng
印度	인도	India
타골	타골	Tagore
東京	동경	Tokyo
國際聯盟協會	국제연맹협회	International League Association
米移民法案	미이민법안	US Immigration Act
大坂	오사카	Ōsaka
伊太利	이태리	Italy
希臘共和國	희랍공화국	Republic of Greece
日本 宮城 二重橋	일본 궁성 이중교	Nijūbashi Bridge, Imperial Palace, Japan
金祉燮	김지섭	Kim Chi-sŏp
米國下院內務委員長	미국하원내무위원장	US House Interior Committee Chairman
풰아필드	풰어필드	Fairfield
比島	비도	Philippine Islands
佛國	불국	France
드하지	드하지	d'Hauterive (likely D'Hauterives or similar)
巴里	파리	Paris
衡平社	형평사	Hyŏngp'yŏngsa (Equality Society)
天道敎堂	천도교당	Ch'ŏndogyo Hall
海州	해주	Haeju
龍塘浦	용당포	Yongdangp'o
日本驅逐艦	일본구축함	Japanese Destroyer
海州郡 席洞 公普生	해주군 석동 공보생	Sŏkdong Public Common School Student, Haeju County
私立懿昌學校生	사립의창학교생	Private Ŭich'ang School Student
東亞講習所生	동아강습소생	Tong-A Institute Student
宣川	선천	Sŏnch'ŏn
上下兩院協議會	상하양원협의회	Joint Conference Committee (US House & Senate)
브라질	브라질	Brazil
日本人	일본인	Japanese people
靈光郡民	영광군민	Yŏnggwang County Residents
水利組合	수리조합	Water Utilization Association
總督府	총독부	Government-General
本町警察署	본정경찰서	Ponch'o (Honmachi) Police Station
國務長官	국무장관	Secretary of State
휴쓰	휴스	Hughes
上院議員	상원의원	Senator
리드	리드	Reed
全米國 敎育聯合會	전미국 교육연합회	National Education Association of the United States
下院	하원	House of Representatives (US)
日米仲裁裁判	일미중재재판	Japan-US Arbitration Treaty/Court
東亞日報	동아일보	Tonga Ilbo
宋鎭禹	송진우	Sŏng Chin-u
金性洙	김성수	Kim Sŏng-su
李相協	이상협	Yi Sang-hyŏp
愼九範	신구범	Sin Ku-bŏm
張斗鉉	장두현	Chang Tu-hyŏn
順川郡 舍入場	순천군 사장장	Sajang Market, Sunch'ŏn County
雄基市民	웅기시민	Unggi Citizens
全國水平會	전국수평회	National Levelers Association (Zenkoku Suiheisha - Japan)
長春	장춘	Changchun
金乘俊	김승준	Kim Sŭng-jun
李鴻周	이홍주	Yi Hong-ju
獨立團	독립단	Independence Group
勞農總同盟	노농총동맹	Labor-Farmer General Alliance
李憲	이헌	Yi Hŏn
韓海	한해	Han Hae
檢事局	검사국	Prosecutor's Office
貞洞	정동	Chŏng-dong
朝鮮印刷會社	조선인쇄회사	Chosŏn Printing Company
法務局	법무국	Bureau of Justice
專賣局	전매국	Monopoly Bureau
土木部	토목부	Public Works Department
鐵道部	철도부	Railway Department
鑛務課	광무과	Mining Section
土地改良課	토지개량과	Land Improvement Section
土地調査委員會	토지조사위원회	Land Survey Committee
京都	경도	Kyoto
露國	노국	Russia
툴키스탄	투르키스탄	Turkestan
反革命軍	반혁명군	Anti-revolutionary forces
赤軍	적군	Red Army
咸興刑務所	함흥형무소	Hamhŭng Prison
新生活事件	신생활사건	New Life Incident
辛日鎔	신일용	Sin Il-yong
日本國 府津	일본국 부진	Kōzu, Japan
日朝人	일조인	Japanese and Koreans
米國上院	미국상원	US Senate
쫏손	좃손	Johnson (Senator)
義州	의주	Ŭiju
玉尙面	옥상면	Oksang-myŏn
三下洞	삼하동	Samha-dong
親日鮮人	친일선인	Pro-Japanese Koreans
崔鳳瑞	최봉서	Ch'oe Pong-sŏ
白仁德	백인덕	Paek In-dŏk
日本震災	일본진재	Japanese Earthquake Disaster (Kanto Earthquake)
崔命介	최명개	Ch'oe Myŏng-gae
秋山兼吉	추산겸길	Akiyama Kenkichi
東京 控訴院	동경 공소원	Tokyo Court of Appeals
京鄕	경향	Capital and provinces
勞農同盟會	노농동맹회	Labor-Farmer Alliance
大阪	오사카	Ōsaka
朝鮮人本部	조선인본부	Korean Headquarters
平壤覆審法院	평양복심법원	P'yŏngyang Court of Review
熙川	희천	Hŭich'ŏn
明文洞警察官暑	명문동경찰관서	Myŏngmundong Police Station
開闢	개벽	Kaebyŏk (magazine)
少年運動協會	소년운동협회	Youth Movement Association
勞農露國	노농노국	Labor-Farmer Russia
外蒙古	외몽고	Outer Mongolia
唐努島	당누도	Tannu Uriankhai
梁海地方	양해지방	Lianghai area (likely Tannu Uriankhai)
城北洞	성북동	Sŏngbuk-dong
義烈團	의열단	Ŭiyŏldan (Righteous Brotherhood)
米加州	미가주	California, US
英國	영국	Britain
朴元熙	박원희	Pak Wŏn-hŭi
鄭鍾鳴	정종명	Chŏng Chong-myŏng
新女子	신여자	New Women
女性同友會	여성동우회	Women's Friendship Association
東大門	동대문	East Gate (Tongdaemun)
常春園	상춘원	Sangch'unwŏn
朝鮮之光	조선지광	Chosŏn chi Kwang (Light of Korea)
金東爀	김동혁	Kim Tong-hyŏk
碧潼君	벽동군	Pyŏktong County
雲時	운시	Unsi
獨逸	독일	Germany
社會黨	사회당	Social Democratic Party
各國公使團	각국공사단	Diplomatic Corps
四川	사천	Sichuan
湖南	호남	Hunan
軍縮調査決議案	군축조사결의안	Disarmament Investigation Resolution
碧潼郡 雲時面 駐在所	벽동군 운시면 주재소	Unsi-myŏn police substation, Pyŏktong County
日巡査	일순사	Japanese Policeman
金晩洪	김만홍	Kim Man-hong
金炳西	김병서	Kim Pyŏng-sŏ
安東縣	안동현	Andong Prefecture (Antung/Dandong)
中國人	중국인	Chinese people
領事舘	영사관	Consulate
東北線	동북선	Tōhoku Line (Japan)
仙臺	선대	Sendai
政友會	정우회	Seiyūkai (Political party in Japan)
루얼 지방	루르 지방	Ruhr region (referring to a Chinese industrial area)
國恥紀念	국치기념	National Humiliation Commemoration
齋藤總督	제등총독	Governor-General Saitō
新義州	신의주	Sinŭiju
製材所	제재소	Lumber Mill
檢疫所	검역소	Quarantine Station
元山	원산	Wŏnsan
慶南	경남	Kyŏngsangnam-do (South Kyŏngsang Province)
進永	진영	Chin'yŏng
行商	행상	Traveling merchant
國憲黨	국헌당	National Constitution Party (Germany)
淸浦首相	청포수상	Prime Minister Kiyoura
暴力團	폭력단	Violent group / Gang
勞農運動	노농운동	Labor-Farmer Movement
地方法院	지방법원	District Court
訓練院	훈련원	Hullyŏnwŏn (Training Ground)
朝鮮學生會	조선학생회	Chosŏn Student Association
本町	본정	Honmachi (district in Seoul)
日人	일인	Japanese person
盛岡	성강	Morioka
高橋派	고교파	Takahashi faction
田子派	전자파	Tajima faction
中和邑	중화읍	Chunghwa town
仁川	인천	Inch'ŏn
洋燭工場	양촉공장	Candle Factory
左黨	좌당	Left Party (France)
日佛密約	일불밀약	Japan-France Secret Agreement
全州	전주	Chŏnju
全北	전북	Chŏlla Pukto (North Chŏlla Province)
景福宮	경복궁	Kyŏngbok Palace
慶會樓	경회루	Kyŏnghoe-ru Pavilion
憲政會	헌정회	Kenseikai (Political party in Japan)
孫文	손문	Sun Yat-sen
赤衛徵兵制	적위징병제	Red Guard Conscription System
參議院	참의원	Senate (China)
카라한	카라한	Karakhan
株主總會	주주총회	Shareholders' Meeting
李昇勳	이승훈	Yi Sŭng-hun
許憲	허헌	Hŏ Hŏn
洪命熹	홍명희	Hong Myŏng-hŭi
梁源模	양원모	Yang Wŏn-mo
尹弘烈	윤홍렬	Yun Hong-ryŏl
金良洙	김양수	Kim Yang-su
金東成	김동성	Kim Tong-sŏng
金烔元	김동원	Kim Tong-wŏn
外務省	외무성	Ministry of Foreign Affairs (Japan)
日佛交涉	일불교섭	Japan-France Negotiations
英露交涉	영로교섭	Anglo-Soviet Negotiations
羅馬	나마	Rome
國際移民會議	국제이민회의	International Migration Conference
培材運動場	배재운동장	Paejae Playground
朝鮮軆育會	조선체육회	Chosŏn Sports Association
全鮮野球大會	전선야구대회	All-Korea Baseball Tournament
靑森	청삼	Aomori
交總長	교총장	Minister of Communications
顧維均	고유균	Gu Weijun (Wellington Koo)
勞働黨	노동당	Labour Party (UK)
炭坑國有法案	탄갱국유법안	Coal Mine Nationalization Bill
外交部	외교부	Ministry of Foreign Affairs (China)
釜山	부산	Pusan
朝鮮 노동자	조선 노동자	Korean laborers
渭原郡	위원군	Wiwŏn County
駐日 米國大使	주일 미국대사	US Ambassador to Japan
우쓰	우즈	Woods
天道敎會	천도교회	Ch'ŏndogyo Church
孫義菴	손의암	Son Ŭi-am (Son Pyŏng-hŭi)
愛蘭自由國政府	애란자유국정부	Irish Free State Government
駐米日本大使	주미일본대사	Japanese Ambassador to the US
*原	*원	Shidehara (First character missing/illegible)

**Glossary**

仝	동	Same day as above (older usage, abbreviation for 同日)
開催	개최	To hold (an event), convene
有하다	있다	To exist, to be held (older grammatical form of 있다)
聯盟	연맹	Alliance, league
聲討	성토	To denounce, condemn
爲하야	위하여	For the purpose of, in order to (older spelling of 위하여)
하랴든	하려고 하던	Planned to do, was going to do (older grammatical form)
當局	당국	The authorities
되야	되어	Becoming, being (older spelling/form of 되어)
問하다	묻다	To question, inquire
主唱	주창	To advocate, propose
被任되다	임명되다	To be appointed
海內	해내	Domestic, within the country (here likely refers to within Korea)
詩聖	시성	Great poet, poet laureate
移民法案	이민법안	Immigration act/bill
爆彈投下	폭탄투하	Bomb throwing/dropping
提起	제기	To propose, bring up (a plan, lawsuit)
獨立改革案	독립개혁안	Independence reform bill
飛行家	비행가	Aviator, pilot
試하다	시도하다	To attempt
衡平社	형평사	Hyŏngp'yŏngsa (an organization advocating for the rights of the 'Paekchŏng' outcast class)
驅逐艦	구축함	Destroyer (warship)
乘船	승선	Boarding a ship
破滅	파멸	Destruction, ruin (here refers to the boat breaking apart/capsizing)
慘酷히	참혹히	Gruesomely, tragically
溺死	익사	Death by drowning
全燒	전소	Completely burned down
歸化	귀화	Naturalization
陳情	진정	Petition, appeal
强盜	강도	Robber, robbery
排日案	배일안	Anti-Japanese bill (specifically the US immigration bill)
講求	강구	To seek, devise (a solution)
廢止	폐지	Abolition, repeal
仲裁裁判	중재재판	Arbitration treaty/court
重役	중역	Executive, director (of a company)
辭免	사면	Resignation
舍入場	사장	Marketplace (older term)
市民大會	시민대회	Citizens' rally
水平會	수평회	Levelers Association (Suiheisha, Japanese organization for Burakumin rights, likely analogous to Hyŏngp'yŏngsa here)
獨立團	독립단	Independence group/army
退去	퇴거	Deportation, expulsion
勞農總同盟	노농총동맹	Labor-Farmer General Alliance
拘禁	구금	Detention, custody
檢事局	검사국	Prosecutor's Office
送致	송치	Transfer (to prosecutor/court)
燒失	소실	Destroyed by fire
高唱	고창	To advocate loudly, chant
致一	치일	To be united, agree unanimously
衝突	충돌	Clash, collision
服役中	복역중	While serving a prison sentence
滿期	만기	Expiration of a term (sentence)
激鬪	격투	Fierce fight, brawl
死傷者	사상자	Casualties (dead and injured)
附與	부여	To grant, endow
交涉	교섭	Negotiation
常設	상설	Permanent establishment
協議會	협의회	Council, conference
不利	불리	Disadvantage
總殺	총살	To shoot dead
震災	진재	Earthquake disaster
虐殺	학살	Massacre
記念	기념	Commemoration
覆審法院	복심법원	Court of Review (appeals court)
襲擊事件	습격사건	Attack incident
拷問	고문	Torture
延期	연기	Postponement
押收	압수	Confiscation, seizure
潛入	잠입	Infiltration
騷動	소동	Disturbance, commotion
總選擧	총선거	General election
優勝	우승	Victory, winning first place
