Magazine Title: 삼천리 제10권 제8호
Publication Date: 1938년 08월 01일
Article Title: 女優 化粧室 求景, (脂粉의 내음새 觸鼻하다) (A Peek into the Actresses' Dressing Room, (The Scent of Cosmetics Assails the Nose))
Author: [Not explicitly stated in the provided text snippet, but the narrator mentions being guided by Kim Kwansu]
Article Type: 소식 (News/Report)

A Peek into the Actresses' Dressing Room,

One evening, during a performance of Mr. Yi Sŏgu’s (李瑞求) work "Midnight Sun," I got to see the dressing room of the "Ch'ŏngch'un-jwa" (靑春座) actors, guided by Mr. Kim Kwansu from the Tongyang Theater business department. With a friend, I went down a deep alleyway and entered backstage; it seemed a comedy was already unfolding on stage, judging by the uproar of laughter from the audience.

The dressing room was an unluxurious rectangular room. On one side, a stove burned fiercely, and in the middle stretched a long makeup table, like a washstand you might see at a station.

Messrs. Hwang Ch'ŏl (黃徹), Yi Kwirye (李貴禮), Kim Sŏnyŏng (金鮮英), and others whom I didn't recognize were perched before the makeup table, each occupying a makeup box, drawing eyebrows and styling hair.

Under the dazzlingly bright electric lights, Hwang Ch'ŏl, Sŏnyŏng, and Kwirye grew increasingly beautiful, while others, as time passed, transformed into sickly madams, and with one or two more strokes of the brush (毛筆), became fearsome villains, detestable fellows, scoundrels, and rascals.

I watched them, wide-eyed, only looking at those lined up on both sides of the makeup table, marveling at how they skillfully and easily created their intended selves—yet selves entirely different from their own—<180> with just that small makeup box, a modest mirror, and in such a short time. Just then, with the sound of something rolling thump-thump-thump on the wooden floor, the cute, peach-like face of Ms. Chi Kyŏngsun (池京順) appeared.

"Auntie, why are you only just arriving?"
"Oh dear, am I late?"

Aside from this brief exchange between the eight-year-old child actor and Ms. Chi Kyŏngsun, there was no sound; everyone was absorbed in gazing into their mirrors and tending to their faces. Yet, all wore solemn expressions. They were the most serious faces of people intending to create something. They paid no mind to who came in or went out.

Their attitude seemed to be that it was enough to just do their own work and leave when their time came.

A bell rang once with a ‘ding-a-ling’. Wondering what it was, I quickly scanned the many faces of the people at the makeup table. In that moment, Ms. Kim Sŏnyŏng, who had been setting her hair, suddenly gathered it up, attached flowers to it, and dashed onto the stage. It happened so fast I thought it was like a machine (기게).

Less than two minutes after Ms. Sŏnyŏng left, those who had gone out earlier came flooding back in – an old man from the countryside wearing a *kat* (갓), looking like an indiscreet, mischievous fellow; a flimsy middle-aged gentleman in a *turumagi* (두르맥이) with a pasted-on beard; a country wife wearing mismatched straw shoes. Anyway, even at a quick glance, one could tell they were comedic actors' makeup. Although they said nothing to each other, I couldn't help but suppress my laughter.

"That rascal Tonggyu (東圭) yelled so loudly, my ears are ringing!"

The short, stout country gentleman in the *turumagi* with the pasted-on beard rubbed his ear (귀박휘) while glaring at the old man who looked like an indiscreet, mischievous country fellow wearing a *kat*.

Even then, the others still didn't laugh or even look up. Thus, my expectation that the dressing room would erupt in laughter at these amusing sights was utterly shattered.

Ms. Sŏnyŏng returned, now wearing a red nightgown-like costume (*chariot*), and Ms. Kyŏngsun's pretty face in stylish Western clothes (*yangjang*) became even more refined. Ms. Kwirye’s <181> yellow half-sleeved *chŏgori* and pink skirt, with her hair braided down like a *tangt'ae* and hanging loosely (*churŏng churŏng*), looked lovely. Meanwhile, Mr. Hwang Ch'ŏl took off his grey Korean trousers (*chŏgori*) and changed into a navy blue Western suit.

"Hurry up!"

This was Mr. Hwang Ch'ŏl—playing the protagonist that evening, Hwang Chaech'ŏl (黃在喆), a student returned from Tokyo and a poet—urging his counterpart and lover Pae Yŏngja (裵英子) (Kim Sŏnyŏng) whose makeup was delayed.

"Where? So quick, you slowpoke! (워디 쾌쾌듸 니듸 만만듸)"

Yŏngja looked at Chaech’ŏl with those mysteriously moving eyes, replied thus, and gave a slight smile.

The bell rang again. This time, Ms. Sŏnyŏng, still in the red *chariot*, her short, curly hair let down, ran onto the stage. Following behind her went Ms. Kwirye, and then Ms. Kyŏngsun, Mr. Hwang Ch'ŏl, and others in sequence. A middle-aged man, resembling a real estate agent (*poktŏkbang yŏnggam*) in a grey artificial silk *turumagi*, yet disagreeably shrewish like a rascal, followed behind Mr. Hwang Ch'ŏl, who walked shamblingly (*tŏbŏk tŏbŏk*) with his head down as if lost in thought, muttering:

"Hey you, tonight, please just punch (쥐여 밖게나) me gently! My chest still aches (뻑적지근 하다니까)."

Mr. Hwang Ch'ŏl, with his characteristic eye gesture, glanced back once and just smirked from the corner (귀텡이) of his mouth.

When almost all the actors in the dressing room had gone to the stage, we followed our guide, found seats in a corner of the vast audience section, and prepared to watch from the front of the stage those we had just seen backstage.

Backstage, they had been solemnly focused only on creating for themselves selves completely different (전언 딴 자기) from their own. Onstage, they were now busy playing the roles of the selves they had created—laughing, crying, harming others, grieving, being spiteful, suffering illness (알코), falling in love, and dying. (End) <182>

**Summary**

The article provides a first-person account of visiting the backstage dressing room of the Ch'ŏngch'un-jwa theater troupe at the Tongyang Theater during a performance of Yi Sŏgu's "Midnight Sun" in 1938. The narrator observes the actors' serious and focused process of applying makeup and transforming into their characters, contrasting the solemn backstage atmosphere with the comedic performance unfolding onstage. The actors' interactions, costume changes, and rapid transitions between backstage preparation and onstage action are described in detail. From a historical perspective, the article offers a valuable glimpse into the material culture and daily life of Korean actors and theater production during the colonial period. It documents the types of plays performed, the physical environment of a theater dressing room, the use of both traditional and Western clothing/styles, makeup techniques, and the actors' professional demeanor, alongside capturing colloquial language and interactions of the time.

**Named Entities**

李瑞求	이서구	Yi Sŏgu
東洋극장	동양극장	Tongyang Theater
金寬洙	김관수	Kim Kwansu
靑春座	청춘좌	Ch'ŏngch'un-jwa
黃徹	황철	Hwang Ch'ŏl
李貴禮	이귀례	Yi Kwirye
金鮮英	김선영	Kim Sŏnyŏng
池京順	지경순	Chi Kyŏngsun
東圭	동규	Tonggyu
黃在喆	황재철	Hwang Chaech'ŏl
裵英子	배영자	Pae Yŏngja

**Glossary**

求景	구경	Sightseeing, watching, looking around (older form/usage for visiting/observing)
脂粉	지분	Cosmetics (literally 'fat/lipid and powder')
觸鼻하다	촉비하다	To assail the nose (smell strongly)
드러서니	들어서니	Upon entering (older spelling of 들어서니)
버러진 듯	벌어진 듯	As if unfolding/happening (older spelling of 벌어진)
느러저	늘어져	Stretched out, lying long (older spelling of 늘어져)
메이컆	메이크업	Makeup (loanword)
곻아만지고	고아만지고	Becoming prettier/refined (older form/spelling of 고와지고)
혐잡꾼	혐잡꾼	Detestable fellow, villain
딱정떼	딱정떼	Scoundrel, low-life character (meaning somewhat unclear, possibly related to scab-picking metaphorically)
깍정이	깍정이	Rascal, scamp
맨드러	만들어	Making, creating (older spelling of 만들어)
널마루	널마루	Wooden floor
통통툥	통통통	Thump-thump-thump (onomatopoeia)
굴느는	구르는	Rolling (older spelling of 구르는)
걀얄핀	갸얄픈	Brief, simple (likely older form or typo for 가냘픈 (slender) but used contextually for 'brief')
듸레다 보며	들여다 보며	Looking into (older spelling of 들여다 보며)
매만지기에	매만지기에	In touching up/adjusting
마처	맞춰	To match, to fit, according to (older spelling of 맞춰)
뻴	벨	Bell (loanword)
거더 붓치고	걷어 붙이고	Gathering up and attaching (older spelling of 걷어붙이고)
다라	달아	Attaching, pinning (older spelling of 달아)
빨났든지	빨랐든지	Was so fast (older spelling/form of 빨랐는지)
기게	기계	Machine (older spelling of 기계)
나같든	나갔던	Who had gone out (older spelling of 나갔던)
몰여왔다	몰려왔다	Came flooding/crowding in (older spelling of 몰려왔다)
갔 쓴	갓 쓴	Wearing a kat (traditional hat) (older spelling of 갓 쓴)
두르맥이	두루마기	Turumagi (Korean traditional overcoat) (older spelling of 두루마기)
시굴	시골	Countryside (older spelling of 시골)
얼는	얼른	Quickly, at a glance (older spelling of 얼른)
얻지	어찌	How, why (older spelling of 어찌)
귀박휘	귓바퀴	Outer ear (older spelling of 귓바퀴)
어르만지며	어루만지며	Rubbing, stroking (older spelling of 어루만지며)
치여다	쳐다	To look up at (older spelling of 쳐다)
자리옷	자리옷	Nightgown, pajamas, or sleeping clothes (here likely a costume suggesting such)
양장	양장	Western-style clothing
맵씨	맵시	Stylish appearance, charm
당태	당태	Traditional long braid style (*daenggi*-like)
따어 내린	땋아 내린	Braided down (older spelling of 땋아 내린)
추렁 추렁	추렁추렁	Hanging loosely, abundantly (onomatopoeia/ideophone)
곤색	곤색	Navy blue color
워디 쾌쾌듸 니듸 만만듸	워디 쾌쾌듸 니듸 만만듸	(Dialect/Theatrical Speech) Approx. "Where? So quick, you slowpoke!" (difficult to translate precisely)
채	채	While still in (that state/clothing)
다름박질해	달음박질해	Running, dashing (older form of 달음박질하여)
떠러저서	떨어져서	Following behind, separated from (older spelling of 떨어져서)
인조 두르막	인조 두루마기	Artificial silk turumagi
복덕방 영감	복덕방 영감	Elderly real estate agent
밉쌀마진	밉살맞은	Disagreeable, odious, hateful (older form/spelling of 밉살맞은)
뭇인 듯이	묻힌 듯이	As if buried/absorbed in (older spelling of 묻힌)
더벅더벅	더벅더벅	Shamblingly, trudgingly (ideophone)
거러서	걸어서	Walking (older spelling of 걸어서)
쪼츠며	쫓으며	Following, chasing (older spelling of 쫓으며)
쥐여 밖게나	쥐어박게나	Hit me, punch me (request/suggestion form, older spelling of 쥐어박게나)
뻑적지근 하다니까	뻐근하다니까	(My chest) still aches/is stiff, I tell you! (older form/spelling of 뻐근하다니까)
힐끔	힐끔	Glancing sideways quickly
도라다 보고	돌아다 보고	Looking around, glancing back (older spelling/form of 돌아보고)
귀텡이	귀퉁이	Corner (older spelling of 귀퉁이)
거진	거의	Almost (older spelling of 거의)
맨들기에만	만들기에만	Only in making/creating (older spelling of 만들기에만)
열중하든	열중하던	Who were absorbed in (older spelling of 열중하던)
전언	전혀	Completely, entirely (older spelling of 전혀)
알코	앓고	Suffering from illness, being sick (older spelling of 앓고)


---------------------------


잡지명	삼천리 제10권 제8호
발행일	1938년 08월 01일
기사제목	女優 化粧室 求景, (脂粉의 내음새 觸鼻하다)
기사형태	소식

女優 化粧室 求景,
李瑞求씨의 作 「深夜의 太陽」을 출연하는 어느 날 저녁에 東洋극장 사업부에 게신 金寬洙씨 안내로 「靑春座」 배우들의 분장실을 보았다. 동무와 둘이서 깊숙한 골목진 데를 도라 무대 뒤에를 드러서니 벌서 무대에는 희극이 버러진 듯 관객들의 웃는 소리 야단법석이다.
분장실은 장방형의 사치하지 못한 방으로 한편 쪽에 스토-부가 맹열히 타고 한복판에 정거장에서 볼 수 있는 세면대와 같은 화장대가 길게 느러저 있었다.
黃徹, 李貴禮
金鮮英 諸氏와 또 그 밖에 내가 일즉이 알지 못했든 분들이 화장대 앞에서 「메이컆」 상자 한 개식 차지해 가지고 걸터앉어 눈섭을 그리고 머리를 지지고 했다.
