Magazine Title: 삼천리 제10권 제8호
Publication Date: 1938년 08월 01일
Article Title: 「勅命御使」記 (Record of a Royal Secret Inspector by Imperial Decree)
Author: 李鐘泰
Article Type: 회고·수기 (Memoir/Recollection)

「Record of a Royal Secret Inspector by Imperial Decree」
						By Yi Chongt'ae
This piece is based on the oral account of Mr. Yi Chongt'ae, who twice traveled to Kyŏngsang Province as a Royal Secret Inspector (Amhaeng'ŏsa) under imperial decree during the era of the old Korean Empire. The face of an inspector from that time comes vividly to life.

1
I received the imperial decree and went to Kyŏngsang Province twice as a Royal Secret Inspector (Amhaeng'ŏsa). What I am about to relate happened 35 years ago, in the Kapchin year [1904].
At that time, Song Pyŏngjun, Son Pyŏnghŭi, Yi Yonggu, and others had organized the Ilchinhoe, establishing its headquarters in Tokyo and branches throughout the southern Korean provinces. Their power grew so immense that governors of respectable districts fell under their sway, and most individuals with money or ambition for power in those regions gathered to them, creating a time of extraordinary influence.
The Ilchinhoe's proclaimed goal was to drive out corrupt and incompetent officials. As a means to this end, they persuaded the populace not to pay taxes to this corrupt government. Consequently, in Kyŏngsang and Chŏlla provinces, virtually no taxes were collected. Because of this situation, one day, an imperial court meeting was held. At this meeting, the Minister of Finance (度支部 대신), Min Yŏnggi, reported, "The people are not paying taxes, and the national treasury is empty. What should be done?" Hearing this, His Majesty <120> said, "I cannot understand what the Minister of Finance is saying now. Are you asking me to collect the taxes myself?" and, deeply angered, immediately withdrew to the inner chambers. At that time, as the Chief Attendant, I was serving right beside him. Overcome with indignation, I submitted, "It is my humble opinion that the Minister of Finance should be relieved of his post." Later, I volunteered and ultimately went down to Kyŏngsang Province as a Royal Secret Inspector under imperial decree. My official title then was
"Kyŏngsangnam-do Tax Collection Supervisor (督稅官), Commander, and Inspector."
Thus, I spurred my horse along the relay stations towards Chinju, the seat of the Kyŏngsang Province governor's office. As soon as I passed through the Ch'ungch'ŏng Province region, I had my attendants disguise themselves and travel hidden, ordering them to assemble at the Chinju governor's office by a certain date. I myself dressed as a beggar and visited various districts in Kyŏngsang Province to carefully observe how public sentiment had turned such that they weren't paying taxes. Finally, on the scheduled date, much like in the Tale of Ch'unhyang, I made my appearance and took my seat at the Chinju governor's office. The governor at that time was a man named Sŏng Kiun, who had previously served as a judge and held posts within the inner court. What was astonishing was how severe the pressure from the Ilchinhoe members was; they couldn't even keep the doors of the Provincial Administration Office (布政司) open. He told me, with a face full of worry, that the P'ojŏng Gate had been closed for three full days. So, I roared with a loud voice, "As the head responsible for the people's welfare, how can your authority have fallen so low that you fear the peasants' anger and keep the P'ojŏngsa doors closed for three days? Does this make any sense?" – Thus, mindful of the grave responsibility entrusted to me by the Imperial Edict (奉聖勅敎), I resolved firmly in my heart that the first step must be to display the authority of the government office. Therefore, I sternly ordered the tax payments for all 31 counties of Kyŏngsang Province and made every effort, sending people out in all directions, to win back the hearts of the people.
At this time, the next day, rumors reached me that 7,000-8,000 Ilchinhoe members were gathering at the Ch'oksŏngnu Pavilion by the Nam River in Chinju for a rally. They were saying, "The Governor closed the P'ojŏngsa Gate, but some young whippersnapper of an inspector came down and opened it? Does that make sense?" They were holding speeches. As rumors spread like wildfire that public opinion was boiling, shortly thereafter, three men, claiming to be representatives, requested an audience with the inspector at the camp gate. So, <121> although those around me tried to dissuade me, I ordered them to be brought in. Three rough-looking commoners appeared, and I immediately bellowed,
"Who are you scoundrels, and what business brings you here?"
"What we have to report is none other than this," they began.
First, opening the P'ojŏngsa gate was unacceptable, and second, the people had resolved not to pay taxes, so I should just quietly return to Seoul. Though I had anticipated this, I was furious.
"You villains, enough chatter! Those who defy their superiors will be punished. Let's see you try something!"
I immediately gave the order to deploy all available Chinwidae troops and bailiffs and had those three thrown straight into the Winter Prison (冬監). Well, shortly after that, perhaps having heard the news, Ilchinhoe members began arriving continuously in groups of ten or twenty. I had the Chinwidae soldiers arrest every single one as they arrived and throw them into prison.
I sat there, lamenting this painful situation. After a while, there was a great commotion outside the Three Gates. Wondering what was happening, I saw shortly after that the large gate burst open – whack! – and a crowd of 1,000-2,000 people, some armed with cudgels, some with clubs, surged forward with a roar. Overwhelmed by this force, the Chinwidae soldiers scattered in all directions, and the clerks and lower officials all dispersed. As I sat there alone, the crowd rushed forward and dragged me away. Truly astonishing, isn't it? A Royal Secret Inspector under imperial decree being dragged away by a mob. Yes, I trust you can well imagine the scene. <122>

2
So, the place I was dragged to was the upper floor of the Ch'oksŏngnu Pavilion. A crowd of 7,000-8,000 had gathered. They seized the inspector, clad in official robes with a crimson sash, and placed him there, singing and shouting like victorious soldiers. It was utter pandemonium.
Then, a man who seemed to be the Ilchinhoe branch chief stepped forward smugly.
"You just go back up to Seoul," he ordered me instead.
"You damnable scoundrel! Get back at once! I came bearing the Imperial Decree, and I will not return to Seoul until another decree is issued!"
"Then you wish to die?" <122>
"Do as you please."
At that, a 'suicide squad' of three farmers stepped forward briskly. With forceful hands, one man grabbed both my legs, lifting them high, while the other two seized my left and right arms. They flew like lightning towards the edge of Ch'oksŏngnu and down towards the Nam River flowing below. Those of you who might have visited Ch'oksŏngnu would know. Below the pavilion, it drops sharply down to the Ŭiam Rock (義岩), and beneath that rock, the vast waters of the Nam River flow roaringly.
As they watched me being dragged down, those behind beat drums, clashed cymbals, and sang songs, seemingly filled with excitement amongst themselves.
Finally, tightly gripped by the three men, I was plunged together with them as they dove into the water like lightning. Submerged in the swirling currents tens of fathoms deep, what could have become of me? I only managed
"Ah!" one cry, and then splashed into the water. After that, I lost consciousness, not knowing what happened. This 'suicide squad' consisted of fellows ordered not to let go of the inspector even in the water, to hold on until death, even if it meant dying together. Caught by three such strong men, how could I have hoped to see the sun and moon of this world again?
I don't know how much time passed after that. When the lights came on in the East Hall of the guesthouse, I heard a commotion nearby. Barely regaining my muddled senses, I found myself laid upside down on long planks of deerwood (사슴 나무 - likely meant simple planks). My entire body was soaked, and traces of the vast amounts of muddy water I had vomited lay messily around my mouth.
Only then did the bailiffs around me realize the inspector had revived and helped me up, escorting me to the East Hall.
After fully regaining my senses, I heard the details. News had spread that the Royal Secret Inspector had been captured by the mob. The Chinwidae Commander, a man named Kyŏng Chaeho – a spirited individual who had even served as陵軍 參領 (Nŭnggun Ch'amnyŏng, an officer rank related to royal tomb guards) – upon hearing that the imperial envoy had been captured, became greatly enraged. He opened the armory, distributed all available weapons, armed the citizens of Chinju, and rushed to Ch'oksŏngnu. He drove out the crowd of 7,000-8,000 people, searched below the Ŭiam Rock, pulled me out as I lay dying submerged in the water, and carried me on his back to the governor's office. <123>
When I arrived, Governor Sŏng Kiun had vanished without a word, having fled somewhere. It was truly beyond description.
Having no other choice, I remained, guarding the governor's office. Utterly dumbfounded, I reported this whole sequence of events in detail to my superior, Finance Minister Min Yŏnggi. His reply, however, was also an absurd spectacle that would make one burst into laughter.
"The Ilchinhoe matter will be handled from the capital by this ministry (自京本道); cease public actions concerning it (勿咎行公)." That's what it said. In essence, it meant that the Ilchinhoe issue would be dealt with between Seoul's Finance Ministry and the Ilchinhoe, so I, in the province, should not interfere further. After sending his subordinate, who suffered great humiliation, and with the Kyŏngsangnam-do governor's office having even closed its gates, instead of thinking about rectifying the situation, the instruction was not to meddle further in official duties. Yes. From this, you can gauge the character of the court officials at that time, can't you?
Things having come to this pass, I had no choice but to stay guarding the governor's office. Deeming my presence there a significant threat, one day the Chinju Ilchinhoe sent about 25 strong men who stormed in, put me on a horse, and abandoned me in Masanp'o, adjacent to Chinju. Then, the Masanp'o Ilchinhoe ruffians, about 30 of them, stormed in, put me on a relay horse again, and abandoned me in Miryang. Driven out like a beggar from this town to that, the place I finally reached, though still called Kyŏngsangnam-do territory, was actually Ch'ŏngdo in Kyŏngsangbuk-do. From there, this time disguised as a beggar, I secretly reappeared in Chinju. As soon as I appeared in Chinju, I would be discovered again by the hateful Ilchinhoe gang, and upon discovery, I would be chased out again. I repeated this process truly thirty-four times. "Thirty-four entries into Chinju," indeed. Just as they were determined to pursue me to the death, I, for my part, felt the nation's dignity rested on my single self and couldn't just be driven away like that. I vowed to continue this until the day my life ended. Consequently, in the end, perhaps their malice reached its peak, they had me strictly guarded by relay station soldiers and, after eighteen days, had me dumped in front of Namdaemun Gate in Seoul. It was truly exasperating.
That time was precisely the twenty-fourth day of the seventh lunar month, and the twenty-fifth was His Majesty's birthday celebration.
So, having arrived just outside Namdaemun, I couldn't possibly *not* enter the palace to pay respects on this auspicious day, yet trying to enter, like <124> Xiang Yu's words, it was truly a case of 無而渡江 (having no face to cross the river); shame prevented my feet from moving forward.
I spent that night weeping alone outside the city walls before reluctantly setting foot into Seoul city proper.

3
Upon hearing my report, the government at that time held a meeting. Ultimately concluding there was no other way, they decided to request assistance from the then military commander, General Hasegawa, to ensure tax revenues flowed into the national treasury. The Minister of Finance spoke with the financial advisor, Baron Megata, and Megata negotiated with General Hasegawa. Thus, it was decided to suppress the power of the Ilchinhoe and once again dispatch Sealing Officials (封刷官) (Tax Collection Officers - 督稅官) to each province to collect tax payments. I was again given the official order and set out for the formerly hostile Kyŏngsang Province. The military command provided three Japanese (內地人 - naichi-jin) military police (헌병 - kempeitai) as escorts. In this way, leading 30 officials from the Palace Ministry's East Office (宮內部 동관), I headed for Kyŏngsang Province, orders having already been issued by General Hasegawa. Upon reaching Tongnae, several soldiers from the military police unit came out and stood in formation. Proceeding further to Pusan, even the Pusan Superintendent Yi Someone came out to greet me. Wherever potentially ignorant mobs gathered in various places, if the Japanese military police fired a couple of shots into the air, everyone would scatter in all directions. Without any delay, I visited Masanp'o, Miryang, and Hamyang, completed my mission, and returned.
Thinking back, these events happened over 30 years ago. I shall end this part of the story here. Next time, I will continue with the tale of how, like Yi Mongnyong, I donned worn-out robes and went about punishing corrupt and incompetent officials in Kyŏngsang Province. (To be continued next issue) <125>
<124-125>

**Summary**

Yi Chongt'ae recounts his experience as a Royal Secret Inspector sent to Kyŏngsang Province in 1904 to enforce tax collection, which was being obstructed by the powerful pro-Japanese Ilchinhoe organization. Despite facing violent resistance, including being thrown into the Nam River at Chinju's Ch'oksŏngnu by an Ilchinhoe mob and being repeatedly expelled from the province (thirty-four times), Yi persisted. His superiors in Seoul, however, offered little support, even telling him to desist. Ultimately, the Korean government had to request Japanese military intervention (via General Hasegawa) to suppress the Ilchinhoe and enable tax collection, which Yi then carried out under the protection of Japanese military police. This memoir vividly illustrates the breakdown of Korean central authority, the aggressive tactics of the Ilchinhoe, and the increasing reliance on and control by Japanese forces in the years leading up to annexation. Historians might find the first-hand account of the inspector's clashes with the Ilchinhoe, the government's helplessness, and the explicit involvement of Japanese military figures like Hasegawa and Megata particularly revealing about the power dynamics of the period.

**Named Entities**

李鐘泰	이종태	Yi Chongt'ae
慶尙道	경상도	Kyŏngsang Province
甲辰年	갑진년	Kapchin Year (1904)
宋秉畯	송병준	Song Pyŏngjun
孫秉熙	손병희	Son Pyŏnghŭi
李容九	이용구	Yi Yonggu
一進會	일진회	Ilchinhoe
東京	동경	Tokyo
南鮮	남선	Southern Korea
度支部	탁지부	Ministry of Finance (T'akchibu)
閔泳綺	민영기	Min Yŏnggi
晋州	진주	Chinju
忠淸道	충청도	Ch'ungch'ŏng Province
成岐運	성기운	Sŏng Kiun
布政司	포정사	Provincial Administration Office (P'ojŏngsa)
矗石樓	촉석루	Ch'oksŏngnu
南江	남강	Nam River
鎭衛隊	진위대	Chinwidae
鏡載鎬	경재호	Kyŏng Chaeho
義岩	의암	Ŭiam Rock
馬山浦	마산포	Masanp'o
密陽	밀양	Miryang
淸道	청도	Ch'ŏngdo
서울	서울	Seoul
南大門	남대문	Namdaemun
長谷川	하세가와	Hasegawa
目賀田	메가타	Megata
東萊	동래	Tongnae
釜山	부산	Pusan
咸陽	함양	Hamyang
李夢龍	이몽룡	Yi Mongnyong

**Glossary**

勅命御使	칙명어사	Royal Secret Inspector (acting under direct Imperial decree)
암행어사	암행어사	Royal Secret Inspector (often travelling incognito)
구한국	구한국	Old Korean Empire (referring to the period before Japanese annexation)
고을 수령	고을 수령	District Magistrate/Governor
세도욕	세도욕	Desire for power/influence
뫃여 들어	모여 들어	Gathered; older spelling/form of 모여들어
뻐치는	뻗치는	Spreading out, extending influence; older spelling/form of 뻗치는
貧官汚吏	빈관오리	Poor and corrupt officials
쪼차내야	쫓아내야	Must drive out; older spelling/form of 쫓아내야
않내여	않내어	Does not pay; older spelling/form of 않 내어
어전 회의	어전 회의	Meeting held in the presence of the king/emperor
뫼시고	모시고	Attending, serving (honorific); older spelling/form of 모시고
아뢰나이다	아뢰나이다	I humbly report/submit (deferential speech style)
칙명어사	칙명어사	Royal Secret Inspector by Imperial Decree
督稅官	독세관	Tax Collection Supervisor
관찰부	관찰부	Provincial Governor's Office
역마	역마	Relay station horse
從卒	종졸	Attendants, followers (often military context)
변신식혀	변신시켜	Made to disguise; older spelling/form of 변신시켜
행로케	행로케	Made to travel; older spelling/form of 행로하게
않내는가고	않 내는가고	Why they aren't paying; older spelling/form of 않 내는가 하고
삺펴가지고	살펴가지고	Having observed carefully; older spelling/form of 살피어 가지고
앉젓지요	앉았지요	Sat down; older spelling/form of 앉았지요
판사	판사	Judge (in this context likely referring to a traditional judicial official)
내아	내아	Inner office (of a government building)
핍박	핍박	Persecution, pressure
다첬다고	닫혔다고	Was closed; older spelling/form of 닫혔다고
愁色	수색	Worried look, expression of grief
大喝一聲	대할일성	A loud shout, a roar
牧民之長	목민지장	Head responsible for nurturing the people (i.e., governor)
威令	위령	Authority, command
떨지지	떨어지지	Fall, drop; older spelling/form of 떨어지지
야로	야로	Rude fellow, peasant (derogatory)
다첬다니	닫혔다니	That it was closed; older spelling/form of 닫혔다니
奉聖勅敎	봉성칙교	Receiving the Sacred Imperial Edict/Teaching
위엄	위엄	Dignity, authority
엄명하게	엄명하게	Strictly ordered
회유하기	회유하기	To appease, conciliate
이튼날	이튿날	The next day; older spelling/form of 이튿날
들려오는데	들려오는데	Is heard, rumors come
다락	다락	Attic, upper floor, pavilion
물끌틋	물끓듯	Like boiling water, intensely agitated
자자하더니	자자하더니	Were widespread (rumors)
營門	영문	Camp gate, barracks gate
말니는	말리는	Trying to stop/dissuade; older spelling/form of 말리는
드러오랬더니	들어오랬더니	Had ordered to come in; older spelling/form of 들어오라고 했더니
웬 놈	웬 놈	What sort of fellow/scoundrel
알웰	아뢸	To report, to tell (humble); older spelling/form of 아뢸
첬재	첫째	First; older spelling/form of 첫째
않바치기로	않 바치기로	Decided not to offer/pay; older spelling/form of 안 바치기로
도도	도로	Back, again; older spelling of 도로
괫심하야	괘씸하여	Finding it outrageous/insolent; older spelling/form of 괘씸하여
거역하는	거역하는	Disobeying, defying
懲治할 터이니	징치할 터이니	Will punish
겪거 보라	겪어 보라	Experience it, try it; older spelling/form of 겪어 보라
영을 내려	영을 내려	Gave an order
사령	사령	Bailiff, low-ranking government runner
닷자곳자로	다짜고짜로	Abruptly, without warning
집어 넣어지요	집어넣었지요	Threw in; older spelling/form of 집어넣었지요
습인지	습인지	Perhaps having heard; older form possibly related to 듣습다 (formal ending)
연해 연방	연해 연방	Continuously, one after another
족족	족족	Each and every one
痛哉	통재	Alas! How lamentable! (Exclamation of sorrow/regret)
밧기	밖에	Outside; older spelling/form of 밖에
와-일인가	왠일인가	What's happening? Why?; older spelling/form of 웬일인가
올려 오겟지요	몰려 오겠지요	Would surge/swarm in; older spelling/form of 몰려 오겠지요
아전	아전	Local functionary, clerk
이졸	이졸	Lower officials, soldiers
散之四方	산지사방	Scattered in all directions
끄을고	끌고	Dragging; older spelling/form of 끌고
끄을려	끌려	Being dragged; older spelling/form of 끌려
붓잡어다	붙잡아다	Having seized/caught; older spelling/form of 붙잡아다
승전한	승전한	Victorious in battle
주릴할 놈	주리 틀 놈	Scoundrel deserving torture (ju-ri: twisting limbs); phonetic spelling
칙명	칙명	Imperial decree/order
결사대	결사대	Suicide squad, death squad
농군	농군	Farmer
썩-	슥	Quickly, suddenly (onomatopoeia); older spelling/form of 슥
억지센	억지 센	Stubbornly strong, forceful
번쩍	번쩍	Flash, suddenly lifting
떠러젔습니다	떨어졌습니다	Fell; older spelling/form of 떨어졌습니다
십 길	십 길	Tens of 'kil' (traditional unit of length/depth)
구비치는	굽이치는	Swirling, winding
빠젔습니다	빠졌습니다	Fell into, sank; older spelling/form of 빠졌습니다
몰느지요	몰랐지요	Didn't know; older spelling/form of 몰랐지요
객사	객사	Guesthouse (for officials)
밝어올 제	밝아올 제	When it became bright; older spelling/form of 밝아올 때
들니기에	들리기에	Because it was heard; older spelling/form of 들리기에
혼몽된	혼몽된	Dazed, stupefied
차저보니	찾아보니	Regained (consciousness) and saw; older spelling/form of 차려보니 or 정신을 찾아보니
사슴 나무	사슴 나무	Deer tree (likely meaning simple planks or a makeshift stretcher, exact meaning unclear)
꺽구로	거꾸로	Upside down, backwards; older spelling/form of 거꾸로
눕헛는데	뉘었는데	Was laid down; older spelling/form of 뉘었는데
저젔고	젖었고	Was wet; older spelling/form of 젖었고
자최	자취	Trace, mark
노여	놓여	Laid, placed; older spelling/form of 놓여
어사도	어사도	The Honorable Inspector (suffix '도' adds respect)
소생하였다고	소생하였다고	Had revived
부축하여	부축하여	Supporting, helping up
뛰에	뒤에	After; older spelling/form of 뒤에
가세이	자세히	In detail; older spelling/form of 자세히
드르니	들으니	Hearing; older spelling/form of 들으니
붓잡혀	붙잡혀	Caught, seized; older spelling/form of 붙잡혀
갓단	갔단	That (he) went/was taken; older spelling/form of 갔다는
陵軍 參領	능군 참령	Officer rank related to royal tomb guards (Nŭnggun Ch'amnyŏng)
기개	기개	Spirit, mettle
격분하야	격분하여	Becoming enraged; older spelling/form of 격분하여
軍器庫	군기고	Armory
달녀와서	달려와서	Ran to; older spelling/form of 달려와서
건저가지고	건져가지고	Having rescued/pulled out; older spelling/form of 건져 가지고
없고서	업고서	Carrying on the back; older spelling/form of 업고서
긔가 막혀	기가 막혀	To be dumbfounded, exasperated
顚末	전말	The whole story, sequence of events
回示	회시	Reply, response (official)
포복절도할	포복절도할	Causing one to clutch one's stomach with laughter
勿咎行公	물구행공	Do not find fault/interfere with public duties (Classical Chinese phrase used in official communication)
훈령	훈령	Official instruction, directive
逢辱	봉욕	Suffer insult/humiliation
닷고	닫고	Closing; older spelling/form of 닫고
앉젓는데	앉았는데	Was sitting; older spelling/form of 앉았는데
몰려오더니	몰려오더니	Swarmed in and then...
태이어	태워	Putting someone on (a horse); older spelling/form of 태워
갓다가	갔다가	Having gone; older spelling/form of 갔다가
버리드군요	버리더군요	They abandoned (him), you know; older spelling/form of 버리더군요
내친	내친	Driven out
쫏기어	쫓기어	Being chased; older spelling/form of 쫓기어
나종에	나중에	Later, in the end; older spelling/form of 나중에
다다른	다다른	Reached, arrived at
들키고	들키고	Being discovered
쫏처 내이고	쫓아내이고	Chasing out; older spelling/form of 쫓아내고
없혓가니	업혔으니	Is laden upon, rests upon; older spelling/form reflecting older grammar
쪼겨	쫓겨	Being chased; older spelling/form of 쫓겨
북바첬는지	북받쳤는지	Whether it surged up (anger/malice)
옹위케	옹위케	Made to guard/escort; older spelling/form of 옹위하게
열 여드레만에	열 여드레만에	In eighteen days
던저 놓게지요	던져 놓겠지요	They probably threw/dumped; older spelling/form of 던져 놓았겠지요
마츰	마침	Just then, exactly; older spelling/form of 마침
스무 사흔 날	스무사흗날	The 24th day (of the month); older way of saying dates
스무 닷세 날	스무닷샛날	The 25th day (of the month); older way of saying dates
誕辰	탄신	Birthday (of royalty)
궐 내	궐 내	Inside the palace
項羽	항우	Xiang Yu (Chinese historical figure)
無而渡江	무이도강	Having no face to cross the Jiang (River); idiom meaning too ashamed to face someone/return
나치없서	낯이 없어	Having no face (idiom: feeling ashamed); older spelling/form of 낯이 없어
떠러지지를	떨어지지를	Does not fall/move (feet); older spelling/form of 떨어지지를
드려노았지요	들여놓았지요	Placed inside, set foot in; older spelling/form of 들여놓았지요
군사령관	군사령관	Military Commander
재정 고문	재정 고문	Financial Advisor
남작	남작	Baron (peerage title)
교섭하야	교섭하여	Negotiating; older spelling/form of 교섭하여
눌느기로	누르기로	Decided to suppress; older spelling/form of 누르기로
封刷官	봉쇄관	Sealing Official (here used as title for tax collector)
관령	관령	Official order
천대밧든	천대받던	Was treated contemptuously; older spelling/form of 천대받던
내지인	내지인	'Mainland person' (term used for Japanese people during the colonial period)
헌병	헌병	Military Police (specifically Kempeitai in this context)
거느리고	거느리고	Leading, commanding
터이다	터이다	It was the situation that... (grammatical ending)
다닷자	다다르자	Upon arriving; older spelling/form of 다다르자
감리	감리	Superintendent (official title)
흩어져	흩어져	Scattering; standard form of 산지사방하다
사명	사명	Mission, duty
도라왔든	돌아왔던	Had returned; older spelling/form of 돌아왔던
터이외다	터이외다	It was the situation/case (formal/older ending); standard is 터입니다
헌 도포	헌 도포	Worn-out traditional coat (Dopo)
걸처입고	걸쳐 입고	Wearing, donning; older spelling/form of 걸쳐 입고
증치하든	징치하던	Used to punish; older spelling/form of 징치하던
말슴을	말씀을	Words, story (honorific); older spelling/form of 말씀을
게속키로	계속키로	To continue; older spelling/form of 계속하기로


---------------------------


잡지명	삼천리 제10권 제8호
발행일	1938년 08월 01일
기사제목	「勅命御使」記
필자	李鐘泰
기사형태	회고·수기

「勅命御使」記
						李鐘泰
