**Header Section:**
Magazine Title: 삼천리 제10권 제8호
Publication Date: 1938년 08월 01일 (August 1, 1938)
Article Title: 南遊 雜記 (Miscellaneous Notes from a Southern Journey)
Author: 春園 (Ch'unwŏn)
Article Type: 기행문 (Travelogue)

**Body Text Translation:**
Miscellaneous Notes from a Southern Journey
						Ch'unwŏn

Since I have already called this "Miscellaneous Impressions," there is no need to write a formal travelogue. During my travels covering 4,000 *ri* by land and water, I will write down a few things that particularly impressed me here and there—not systematically, but as fragmented pieces.

The inadequacy of inns and restaurants was truly severe. For a modern inn, there should be at least one room per guest, and in that room, a desk, writing brush, ink, inkstone, and cushion should be provided. Also, bedding (quilts and pillows) whose inner covers are changed for each guest, sleeping clothes, and, in summer, a mosquito net should be available. However, even in quite large cities, there isn't a single inn with such facilities. Even if bedding is provided, one wonders if it's laundered even once a year. Being given bedding stained by the grime of dozens or hundreds of people is actually worse than not being given any at all. Just thinking about what might happen if a patient with an infectious disease had slept under it makes me shudder.

Furthermore, there are no proper washing facilities, so people just line up wherever possible, like on the narrow wooden porch or in the yard, spitting out foamy saliva mixed with white tooth powder. Right after that, while facing the dining table, hearing the gurgling sounds of someone rinsing their mouth right in front makes one feel nauseous, and the food won't go down. Henceforth, inns must be equipped with bathrooms and washing areas.

Next is the kitchen and the people involved with food. The kitchen, blackened with soot from the smoke and coated with layers of dust; the kitchen maid wiping her runny nose with her fist on her grime-stained skirt. In the Chŏlla and Kyŏngsang provinces, the male servant (*mŏsŭm*), stripped to the waist with long fingernails. When food prepared by such hands is served on a small table smeared with soybean paste (*toenjang*) and fermented seafood sauce (*chŏtkuk*), one doesn't even feel like picking up the spoon and chopsticks. Inns and restaurants must be improved quickly, by whatever means possible.

O Speaking of male servants (*mŏsŭm*), in the Honam and Yŏngnam regions, the food—at least at traveler's inns (*kaekchu chip*)—is mostly prepared by men called *mŏsŭm*. The mistress of the house is usually neatly dressed (likely not a current entertainer, but perhaps holding a former title like *chŏn-muŏt*) and holds a long tobacco pipe, directing the man called *mŏsŭm* with the tip of the pipe.<282> Seeing that man thrust his well-developed forearms into this jar and that jar of side dishes while tears stream from the smoke of the hearth is truly a disgrace for manhood.

O South of Ch'ungch'ŏng Province, among alcoholic drinks, milky rice wine (*makgŏlli*) is common and distilled liquor (*soju*) is rare. Noodles (*kuksu*) usually mean wheat flour noodles (*milguksu*), and the buckwheat noodles (*momil kuksu*) seen north of the Han River are entirely absent. Comparing this with the Sŏbuk (Northwestern) region, where liquor means *soju* and noodles mean wheat flour noodles (*milguksu*), it is indeed an interesting phenomenon. Perhaps *makgŏlli* and *milguksu* are purely Korean foods dating back to the Three Kingdoms period, while *soju* and *momil kuksu* are relatively modern Chinese-style foods. When stopping at a roadside tavern (*chumak*) and eating *makgŏlli* chilled in cold water and knife-cut *milguksu*, it felt like going back 1,000 years.

O Speaking of which, the popularity of beer and Japanese sake in the Samnam (three southern provinces: Ch'ungch'ŏng, Chŏlla, Kyŏngsang) region is truly surprising. Even country folk, when asking for alcohol, routinely ask for "beer" (*ppiru*) or "Masamune" (a brand of sake). In the Sŏbuk region, "beer" and "Masamune" are still not very widespread. *Soju* spread first to the Sŏbuk region because it came across the Yalu River, while beer spread first to the Yŏngnam and Honam regions because it came across the East Sea. Here too, we can realize the interesting influence of geographical relations.

O Everyone says this, but although Chŏlla Province and Kyŏngsang Province are geographically adjacent, there is a distinct difference in their landscapes and the temperament of their people (*insim*). The mountains of Chŏlla Province have a gentle quality, a rounded quality; if beautiful, it is a graceful beauty (*umi*), feminine. The mountains of Kyŏngsang Province are rugged, sharp; if beautiful, it is a magnificent beauty (*changmi*), masculine. Although Puyŏ is in Ch'ungch'ŏng Province, Mount Pusosan, sitting prettily and gracefully by the Sabisu River, could be considered representative of the mountains and rivers of Chŏlla Province. The temperament of the people is similar: Honam people are gentle, soft, agile, and skilled in social interaction, while Yŏngnam people are blunt, tough, staid, and somewhat cool in dealing with others. However, according to what many people say, while Honam people may seem affectionate, they can be somewhat shallow (*yŏtko*), whereas Yŏngnam people, though seemingly blunt, are deep-hearted, and in terms of depth and firmness of friendship (*kyojŏng*), the latter surpasses the former. In any case, don't the very characters "Honam" (湖南, South of the Lake) and "Yŏngnam" (嶺南, South of the Pass) seem to indicate some special characteristic? Lake and Pass!

O One can imagine even now that the Paekche people, whose homeland was Honam, and the Silla people, whose homeland was Yŏngnam, were incompatible like dogs and monkeys. Although temperaments (*sŏngjŏng*) and customs (*sŭpsang*) must have harmonized considerably while living under the same sovereignty for 1,000 years, the distinctive characteristics of the Paekche spirit and the Silla spirit clearly remain,<283> and they still make fun of each other today.

O In the Kiho (Kyŏnggi and Ch'ungch'ŏng) or Sŏbuk regions, descendants of Honam and Yŏngnam people live scattered, so pure bloodlines have disappeared, and a kind of Silla-Paekche mixed race (*Najae honhyŏl*) influenced by the climate and environment of the Sŏbuk region has emerged. However, since the Paekche people were conquered by the Silla people, and the direct lineage of current Korean civilization descends from Silla, Sŏbuk people have many aspects in language and customs that resemble those of Yŏngnam people. On a different note, it has been a lifelong question where all the descendants of the Koguryŏ people went.

O The north-south difference is clearly revealed in song (*sori*). I haven't had the chance to hear Hamgyŏng Province songs, but between *Susimga*, the representative song of P'yŏngan Province, and *Yukchabaegi*, the representative song of the southern provinces, there is a sharp distinction in their melody that cannot be harmonized. *Susimga* is loud (*cho*), fast (*kŭp*), and robust (*chang*), while *Yukchabaegi* is subdued (*kŭk*), slow (*wan*), and gentle (*yŏn*). Both possess a kind of sadness, but the sadness of *Susimga* is the sadness of grief (*pi*), the sadness of wailing (*kok*), while the sadness of *Yukchabaegi* is the sadness of sorrow (*ae*), the sadness of weeping (*hŭp*). Comparing them to musical instruments, *Susimga* would be the *churana* (shawm) or pipe (*p'iri*) on an autumn night, while *Yukchabaegi* would be the jade flute (*okchŏk*) or zither (*kŏmun'go*) on a spring night.

O Moreover, people from P'yŏngan Province naturally sing in the *Susimga* style when they sing, and people from the southern provinces naturally sing in the *Yukchabaegi* style. It is said to be extremely difficult for a P'yŏngan person to learn *Yukchabaegi* or for a southern person to learn *Susimga*. Even if learned well, their local melody naturally creeps into the song, they say.

O When listening to the wailing sound of women from P'yŏngan Province, it sounds exactly like the melody of *Susimga*, whereas listening to the wailing sound of women from the southern provinces, it sounds exactly like the melody of *Yukchabaegi*. It seems that the traces of lineage and environment are impossible to escape.

O The power of the *yangban* (aristocratic class) in Yŏngnam is truly formidable. There is a reason why the imprint of the Yŏngnam *yangban* is so deep. After destroying Paekche and annexing Koguryŏ, the Silla people were in the position of victors and rulers for over 200 years. Even after the capital moved first to Songdo (Kaesŏng) and then to Hanyang (Seoul), the central power of the state never really left Kyŏngsang Province, the old territory of Silla. The factional strife (*tangp'a ssaum*) between the Easterners and Westerners, Noron and Soron, which forms the mainstream (albeit an unseemly one) of Korean history, actually originated in Kyŏngsang Province. While the Koguryŏ *yangban* and Paekche *yangban* all declined, only the Silla *yangban* enjoyed glory for 2,000 years, so it is natural that their imprint is deeply embedded. However, today, the Silla *yangban* should also realize that they have all decayed. <284> These *yangban* gentlemen are so stubborn that they might deny the existence of airplanes, saying such things are not found in the Four Books and Five Classics.

O However, while the *yangban* influence is strong, their respect for scholars (*sŏnbi*) is truly exemplary. Compared to the Sŏbuk people, who do not know the value of scholars and worship only gold or power, the Yŏngnam people are indeed *yangban*. They understand that scholars are the lifeblood of society.

O When I went to Puyŏ, I saw artifacts from the Stone Age that were said to have been found in the mountains. Since the art of agriculture was not yet developed, and they made a living by fishing and hunting (*ŏryŏp*), they had no need to live on the plains, so they lived in groups (*kun'gŏ*) in mountain valleys that faced the sun, had good water, and were convenient for defending against external enemies. Most of the artifacts were axes, arrowheads, and whetstones for sharpening them. With these, they procured food and defended against external enemies. Their only necessary items must have been indeed weapons. Their daily life consisted of wandering along stream banks, picking up stones like slate, breaking and grinding them, making weapons day and night. Their work involved occasional hunting and warfare with neighboring villages. There is an arrowhead left half-sharpened. Perhaps a war broke out in the middle of the work. One can almost see them sitting absorbed, grinding an arrowhead on a whetstone, then suddenly startled, jumping up at the swishing sound of flying stones and arrows. The most interesting thing is the clear mark left by grinding on the whetstone. And there is a stone piece, ground into a cross shape, whose use is unclear – neither axe nor arrowhead. Perhaps they thought they were making something quite ingenious in their own way; this is indeed the beginning of art. If, while grinding it, they sang whatever came out of their exhilaration, that would be the beginning of music. Art truly arose in this way. Thinking quietly that this was probably 4,000 or 5,000 years ago, they too were my ancestors, people like me, and I felt a sense of closeness.

O The customs and manners of the people, or the natural beauty of the landscape, can only be truly known through literature, but we lack such literature. Therefore, it is natural that we do not know. If one wants to know, there is no choice but to travel and see for oneself, but not everyone can travel, and even if they do, without insight (*ansik*), they see but do not understand. For this reason, I hope once again that many writers emerge from among us, and that they each introduce the scenery, customs, and manners of their respective hometowns to the world in an interesting and faithful manner.<285>

O On this trip, I intended to collect folk songs and legends as much as possible, but the journey was too hectic (*konghul*), and I ended up failing. Whether students or officials, if anyone, as a diversion (*sohan*), collects local folk songs, legends, strange customs (*kip'ung*), peculiar habits (*isok*), scenery, etc., and creates writings from them, it would be interesting for themselves and greatly beneficial (*piik*) to the world. Moreover, folk songs and legends from large cities like Kyŏngsŏng (Seoul), P'yŏngyang, Taegu, historically famous places like Kyŏngju and Puyŏ, and places like Pusan and Ŭiju, which have been frequent points of foreign contact since ancient times, would be extremely valuable.

O Honam has many performers (*kwangdae*), and Yŏngnam has many female entertainers (*kisaeng*). There are male and female *kwangdae*, but of course, there are no male *kisaeng*. Just as there is no city in Honam without *kwangdae*, there is no city in Yŏngnam without *kisaeng*. Conversely, Honam has notably few *kisaeng*, and even if there are, many are from Yŏngnam, while in Yŏngnam, *kwangdae* seem mostly to be from Honam. Seeing that the *kwangdae* making noise at places like Kwangmudae in Seoul are almost all from Honam, and that famous singers and musicians (*myŏngch'ang*, *myŏnggŭm*) like a certain Song are mostly from Honam, one can tell that Honam is the homeland of *kwangdae*.

O Starting with Chinju, which is said to have three more *kisaeng* than Paris has flies, places like Taegu and Ch'angwŏn are famous as centers for *kisaeng*. Even in Kyŏngsŏng, there are trading posts specializing in Yŏngnam *kisaeng*, called such-and-such association. Seven or eight years ago, thousands of Yŏngnam *kisaeng* were rampant (*palho*) even in P'yŏngan Province. Why Honam specifically produces many *kwangdae* and Yŏngnam specifically produces many *kisaeng*—whether there is some historical connection is unknown, but it seems there must be some reason. Perhaps in Honam, the homeland of Ch'unhyang, all the *kisaeng* ended up modeling themselves after Ch'unhyang?

O P'yŏngyang *kisaeng*, along with P'yŏngyang soldiers, are renowned even in Seoul, but I heard that currently in P'yŏngan Province, besides P'yŏngyang, there are only a few places with *kisaeng*. About 20 years ago, even in my hometown Chŏngju, there were said to be 30-40 *kisaeng*, and there were apparently quite many, including Sŏnch'ŏn *kisaeng* famous for the sword dance (*kŏmmu*), Sŏngch'ŏn *kisaeng* famous for something, and Anju *kisaeng*. But as various cities declined, the *kisaeng* also died out (*chŏlchong*). Judging from this, it seems Yŏngnam is still more affluent (*yujok*) than the Sŏbuk region, having a wealthy class and a leisured class.

O In any case, the *kisaeng* system originated from the *Kurakpu* (倶樂部 - entertainment/music bureau) system of Silla, so along with the *yangban*, this <286> would be one of Yŏngnam's two great specialties.

O Although I called this "Miscellaneous Impressions," I feel endlessly apologetic for rambling on so disorderly. If next year, opportunity allows me to complete a journey through the Sŏbuk region, I intend to write a systematic travel account (*kyŏnmun'gi*), albeit based on what my ignorant eyes have seen, and with that, I will stop. (Chŏngsa [1917? - likely typo for 1937], September) <287>

**Summary**

In this 1938 travelogue, Ch'unwŏn (Yi Kwangsu) recounts his impressions from a journey through Korea's southern provinces (Ch'ungch'ŏng, Chŏlla, Kyŏngsang). He critiques the poor state of lodging and sanitation, observes distinct regional differences in food (makgeolli/milguksu vs. soju/memilguksu), discusses perceived temperamental and geographical contrasts between Honam (Chŏlla) and Yŏngnam (Kyŏngsang), links these to the historical legacies of Paekche and Silla, and notes variations in folk songs (*Susimga* vs. *Yukchabaegi*). He also comments on the lingering *yangban* influence in Yŏngnam, reflects on Stone Age artifacts found in Puyŏ, laments the lack of literature depicting regional life, and observes the prevalence of *kwangdae* (performers) in Honam versus *kisaeng* (female entertainers) in Yŏngnam. Historians might find the article valuable for its firsthand account of social conditions (sanitation, inns), perceptions of regional identity and stereotypes, observations on cultural practices (food, music, entertainment forms like *kwangdae* and *kisaeng*), and the author's perspective on historical continuity (Silla/Paekche legacy) during the Japanese colonial period. The commentary on the differing adoption rates of Japanese beer/sake versus traditional Korean alcohol in different regions is also notable.

**Named Entities**

全羅南北道	전라남북도	Chŏlla Nam(buk)do
慶尙南北道	경상남북도	Kyŏngsang Nam(buk)do
忠淸道	충청도	Ch'ungch'ŏngdo
漢北	한북	Hanbuk
西北	서북	Sŏbuk
三國	삼국	Samguk (Three Kingdoms)
三南	삼남	Samnam
嶺湖南	영호남	Yŏnghonam (Referring to Yŏngnam and Honam)
嶺南	영남	Yŏngnam
湖南	호남	Honam
扶餘	부여	Puyŏ
泗沘水	사비수	Sabisu
扶蘇山	부소산	Pusosan
百濟	백제	Paekche
新羅	신라	Silla
畿湖	기호	Kiho
羅濟	나제	Na-Je (Silla-Paekche)
高句麗	고구려	Koguryŏ
松都	송도	Songdo
漢陽	한양	Hanyang
咸鏡道	함경도	Hamgyŏngdo
平安道	평안도	P'yŏngando
晋州	진주	Chinju
大邱	대구	Taegu
昌原	창원	Ch'angwŏn
京城	경성	Kyŏngsŏng
光武臺	광무대	Kwangmudae
宋누구	송누구	Song nug(u) (Song somebody)
春香	춘향	Ch'unhyang
平壤	평양	P'yŏngyang
定州	정주	Chŏngju
宣川	선천	Sŏnch'ŏn
成川	성천	Sŏngch'ŏn
安州	안주	Anju
丁巳	정사	Chŏngsa (Year name, 1917 or 1977 - likely typo for 1937)

**Glossary**

不備	불비	Inadequacy, lack of facilities
客每名	객매명	Per guest (older phrasing)
衾枕	금침	Bedding (quilt and pillow)
자리옷	자리옷	Sleeping clothes (older term)
모긔장	모기장	Mosquito net (older spelling)
세수터	세수터	Washing place, lavatory area
齒磨粉	치마분	Tooth powder
양추질	양치질	Rinsing the mouth, brushing teeth (older spelling/pronunciation influence)
머슴	머슴	Male servant, hired hand (often performing household/kitchen duties in this context)
막걸리	막걸리	Milky, unrefined rice wine
소주	소주	Distilled liquor, soju
밀국수	밀국수	Wheat flour noodles
모밀국수	메밀국수	Buckwheat noodles (Note: text uses 모밀, modern standard is 메밀)
삐루	비루	Beer (loanword from English/Japanese ビール)
마사무네	마사무네	Masamune (brand of Japanese sake - 正宗)
인심	인심	Public sentiment, people's temperament/generosity
판연	판연	Distinct, clear
優美	우미	Graceful beauty
壯美	장미	Magnificent or sublime beauty
얌전	얌전	Gentle, modest, well-behaved
교정	교정	Friendship, friendly relations
였고	얕고	Shallow (older spelling of 얕고)
習尙	습상	Customs, practices
羅濟혼혈	나제혼혈	Silla-Paekche mixed blood/race
수심가	수심가	Susimga (a type of melancholic folk song from the P'yŏngan region)
육자백이	육자배기	Yukchabaegi (a type of folk song from the southern provinces, esp. Chŏlla)
噪	조	Noisy, clamorous
緩	완	Slow, gentle
哀	애	Sorrow, sadness
泣	읍	Weeping
양반	양반	Aristocratic class of traditional Korea
당파	당파	Political faction
사서오경	사서오경	Four Books and Five Classics (Confucian canon)
선비	선비	Scholar (classical Confucian scholar)
석기시대	석기시대	Stone Age
漁獵	어렵	Fishing and hunting
군거	군거	Living in groups, communal living
자최	자취	Trace, mark (older spelling)
문학자	문학자	Writer, literary person
자미있게	재미있게	Interestingly (older spelling)
倥忽	공홀	Hectic, rushed
鎖閑	쇄한	Leisure, pastime (lit. 'locked leisure')
裨益	비익	Benefit, advantage
광대	광대	Performer, entertainer, clown (traditionally male, but text mentions female ones too)
기생	기생	Female entertainer/courtesan in traditional Korea
名唱	명창	Famous singer (especially of traditional Korean music like pansori)
名琴	명금	Famous player of the kŏmun'go or kayagŭm (zithers)
跋扈	발호	To be rampant, spread uncontrollably
裕足	유족	Affluent, well-off
俱樂部	구락부	Entertainment/music bureau (origin of kisaeng system according to the author); also modern 'club' (loanword)
見聞記	견문기	Travelogue, account of things seen and heard


---------------------------


잡지명	삼천리 제10권 제8호
발행일	1938년 08월 01일
기사제목	南遊 雜記
필자	春園
기사형태	기행문

南遊 雜記
						春園
이미 雜感이라 하였으니 여행기를 쓸 필요는 없다. 수륙4,000리를 돌아다니는 중에 여긔 저긔서 특별히 감상된 것 - 그것도 계통적으로 된 것 말고 단편 단편으로 된 것을 몇가지 쓸란다.
여관과 음식점의 不備는 참 심하더라. 현대식 여관이 되랴면 적어도 客每名에 방 한간과 그 방에는 책상, 筆墨硯, 방석은 있어야 할 것이오, 속 껍데기를 客마다 갈아주는 衾枕과 자리옷과 여름같으면 모긔장 하나는 있어야 할 것이다. 그러나 꽤 큰 도회에도 이만한 설비를 가진 여관은 하나도 없다. 혹 衾枕을 주는 데가 있어도 1년에 한 번이나 세탁을 하는지. 수십명 수백명의 때무든 것을 주니 이것은 찰하리 안주는 것만도 갓지 못하다. 만일 전염병 환자가 덮고 자던 것이면 었지할는지 생각만해도 진저리가 난다.
또 세수터의 설비가 없어서 퇴마루나 마당이나 되는대로 쭉 둘너 안저서 하얀 齒磨粉 석근 침을 튀튀 뱃고 방금 밥상을 대하였는데 바로 그 앞에서 왈괄왈괄 양추질하는 소리를 듯고는 구역이 나서 밥이 넘어가지를 아니한다. 從此로는 여관에는 반다시 욕실과 세수터는 설비해야 하겠더라.
다음에는 음식였후는 부억과 사람이다. 그 연기에 깜아케 걸고, 몬지가 켜켜히 안진 부억, 때무든 치마에 주먹으로 킹킹 코를 문대는 식모. 全羅南北道, 慶尙南北道 등지로 가면 웃통 벌어벗고 손톱 길게 둔 머슴, 그러한 사람의 손으로 여툰 음식을 된장과 젓국이 처덕 처덕 무든 소반에 바처다 줄 때에는 당초에 수저를 들 생각이 아니 난다. 아모리 하여서라도 여관과 음식점은 속히 개량하고 십다.
O 머슴 말이 낫스니 말이지 湖嶺南 지방의 음식은 - 적어도 객주집 음식은 대개 머슴이라 일컷는 남자가 하는데, 주인아씨는 깨끗이 차리고 (대개는 아마 행내기는 아니오 前무었이라는 직함이 있는 듯) 길다란 담뱃대를 물고 머슴이라는 남자를 담뱃대 끝으로＜282＞ 지휘하면, 그 남자가 아궁지 연기에 눈물을 흘리면서 이 단지 저 단지 반찬 단지에 근골 발달된 팔뚝을 들여미는 꼴은 과연 남자의 수치일러라.
O 忠淸道 이남으로 가면 술에는 막걸리가 많고 소주가 적으면 국수라 하면 밀국수를 의미하고, 漢北에서 보는 모밀국수는 전무하다. 西北지방에는 술이라면 소주요 국수라면 밀국수인 것과 비겨보면 미상불 재미있는 일이다. 아마 맑걸리와 밀국수는 三國적부터 있는 순수한 朝鮮음식이오 소주와 모밀국수는 비교적 근대에 들어온 支那式 음식인 듯 하다. 길을 가다가 주막에 들어 안저서 냉수에 채어 노흔 막거리와 칼로 썰은 밀국수를 먹을 때에는 1,000년에 돌아간 듯 하더라.
O 말이 낫스니 말이어니와 三南지방에 맥주와 일본주의 유행은 참 놀납다. 촌사람들이라도 술이라 하면 의례히 「삐루」나 「마사무네」를 찾는다. 西北지방에 가면 아직도 「삐루」나 「마사무네」는 그다지 보급이 되지 못하였다. 소주는 압록강을 건너 오기 때문에 西北지방에 몬저 퍼지고 맥주는 동해를 건너 오기 때문에 嶺湖南지방에 몬저 퍼진 것이다. 여긔서도 우리는 지리관계의 재미를 깨닷겠더라.
O 누구나 다 하는 말이지마는 全羅道와 慶尙道는 그 지세가 인접해 있는데 反하야 산수와 인심에 판연한 차이가 있다. 全羅道의 산은 부드러운 맛이 있고 둥근 맛이 있고 美하다면 우미하며 여성적인데 慶尙道의 산은 꺼칠꺼칠하고 뾰죽뾰죽하고 美하다면 壯美오 남성적이다. 부여는 충청도지마는 泗沘水가에 곱다랏케 얌전히 앉었는 扶蘇山은 대개 全羅道산천의 대표일 것이다. 인심도 이와 갓하야 湖南인은 얌전하고 부드럽고 민첩하고 교제가 능한 대신에 嶺南人은 뚝뚝하고 억세고 무겁고 接人에 좀 냉담한 맛이 있다. 그러나 여러 사람의 말을 듯건대 湖南人은 다정한 듯한 대신에 좀 였고 嶺南人은 뚝뚝한 듯한 대신에 속이 깊어서 교정이 깊고 굳기로 말하면 후자가 전자에 勝한다 한다. 아모러나 「湖南」이라는 글자, 「嶺南」이라는 글자부텀이 무슨 특색을 표하는 것 갓지 아니하냐. 湖와 嶺!
O 湖南을 국토로 하는 百濟人과 嶺南을 국토로 하는 新羅人이 서로 犬猿 不相容하였을 것은 지금서도 상상이 된다. 1,000년간이나 동일한 주권 하에서 살아옴으로 性情과 習尙이 퍽 많이 융화도 되었으련마는 아즉도 百濟人 심정, 新羅人 심정의 특색은 선명하게 남아＜283＞ 있어서 지금도 서로 조롱거리를 삼는다.
O 畿湖나 西北지방에는 湖南人, 嶺南人의 자손이 離居하기 때문에 순수한 혈통이 없어지고 일종 羅濟혼혈이오 西北의 기후풍토에 감화된 딴 종족이 생겼다. 그러나 百濟人은 新羅人의 피정복자오 지금 조선문명의 직계가 신라에서 나려왔음으로 西北人은 언어나 習尙이 嶺南人다운 점이 만타. 딴 소리지마는 高句麗人의 자손은 다 어디로 갓는지, 평생에 의문이다.
O 소리(歌)에 남북의 차이가 분명히 들어난다. 나는 咸鏡道소리를 들어볼 기회가 없었어니와 平安道의 대표적 소리되는 수심가와 남도의 대표적 소리되는 육자백이에는 그 음조에 아주 조화될 수 없는 截然한 구별이 있다. 수심가는 噪하고 급하고 壯하고, 육자백이는 克하고 緩하고 연한 맛이 있다. 다 같이 일종 슯흔 빛히 있지마는 수심가의 슯흠은 「悲」의 슯흠, 哭의 슯흠이오 육자백이의 슯흠은 「哀」의 슯흠, 「泣」의 슯흠이다. 악기로 비기면 수심가는 秋夜의 주라나 피리오, 육자백이는 春夜의 玉笛이나 거문고일 것이다.
O 그런데 平安道사람은 소리를 내면 자연 수심가調가 되고, 남도 사람들은 자연 육자백이調가 되며, 평안도사람으로 육자백이 배호기나, 남도사람으로 수심가 배호기는 지그히 어렵다고 한다. 아모리 잘 배홧다 하더라도 그 소리에는 자연 제 지방 음조가 끼운다고 한다.
O 平安道부인네의 곡하는 소리를 들으면 꼭 수심가가락인데 남도부인네의 곡하는 소리를 들으면 꼭 육자백이가락이다. 혈통과 풍토의 자최는 도저히 버서나지 못하는 것인가 보다.
O 嶺南의 양반세력은 참 굉장하다. 嶺南양반의 印이 깁히 백힌 것은 이유가 있다. 百濟를 멸하고 高句麗를 합하야 新權人은 200여년간 勝者, 治者의 지위에 있었고 주장이 혹은 松都로 혹은 漢陽으로 옮은 뒤에도 국가의 중심세력은 실로 新羅의 故疆되는 慶尙道를 떠나지 아니하였다. 朝鮮역사의 주류(비록 不美한 것이지는)되는 東西니 老少니 하는 당파 쌓홈도 其實은 慶尙道가 그 원천이었었다. 高句麗양반, 百濟양반이 다 슬허지는 동안에 오즉 新羅 양반이 2,000년의 영화를 누렷으니까 그 印이 깁히 백혔을 것은 자연한 理다. 그러나 금일에 와서는 新羅양반도 다 썩어진 것을 자각하여야 할 것이다. 그＜284＞ 양반님네가 어떻게나 완고한고 하니 사서오경에 없는 것이라 하야 비행기의 존재를 부인할 지경이다.
O 그러나 양반이 심한 대신에 선비를 귀중히 녀기는 생각은 참 모범할만 하다. 西北人들이 선비의 귀중할 바를 모르고 황금이나 권력만 숭배하는 것에 비기면, 嶺南人은 과연 양반이다. 그네는 선비가 사회의 생명인 줄을 이해한다.
O 扶餘에 갓슬 때에 산에서 어덧다는 석기시대의 유물을 보았다. 아직 농경의 術이 발달되지 못하고 漁獵으로 생업을 作하던 그네는 평지에 살 필요가 없음으로 向陽하고 물 좋고 외적을 방비하기에 편한 산곡에 군거하였다. 그 유물이 대부분은 도끼와 살촉과 그것을 가는 숫돌 등이었다. 그네는 그것으로 식물을 구하고 외적을 방어하였다. 그네의 유일한 필요품은 실로 무기였을 것이다. 냇가으로 돌아다니면서 점판암 같은 돌을 주어다가 깨트리고 갈고 밤낫 무기만 많드는 것이 그네의 일상 생활이었고, 각금 사냥하기와 이웃한 부락과 전쟁하기가 그네의 사업이었다. 살촉을 반쯤 갈다가 내버린 것이 있다. 아마 도중에 전쟁이 낫던 것이지. 정신없이 숫돌에 살촉을 갈고 앉어다가 푸르룩 하고 날아오는 돌팔매와 화살에 깜작 놀라 뛰어 닐어나는 양이 보이는 듯하다. 제일 재미있는 것은 숫돌에 갈던 자국이 분명히 남아있는 것이다. 그러고 독긔도 아니오 살촉도 아닌 무었에 쓰는 것인지 십자형으로 갈아 놓은 석편이 있다. 아마 자기 딴에 썩 묘한 것을 만드노라고 한 모양이니 이것이 실로 미술의 시초오 많일 그것을 갈면서 흥에 게워 나오는 대로 노래를 불렀다 하면 그것이 음악의 시초일 것이니 예술은 실로 이리하야서 생긴 것이다. 아마 4, 5천년 일이라는 데 가만히 생각하면 그 역시 내 祖先으로 나와 같은 사람이라 정답게 생각되더라.
