잡지명	개벽 제19호
발행일	1922년 01월 10일
기사제목	小說 七面鳥 (前號續) (Novel: Turkey (Continued from last issue))
필자	金明淳
기사형태	소설 (Novel)

小說 七面鳥 (前號續)
						金明淳
三
Sir, at that time, exhausted by imminent great worries, I fell ill. I, who wished to hasten the so-called success, repeatedly resolved firmly, "I will not get sick," "Whatever happens, I will not miss even a single day of school," but to no avail; my complexion turned pale and bluish, and day by day, my body temperature rose higher. Hot air came out of my nose, my mouth opened powerlessly even when firmly shut, and sometimes sighs like "Ah, what should I do..." escaped me. Though I frequently wrote to my father back home about my difficult circumstances and waited for a reply, hope was fading. Still, as I could not give up on school, I attended the school I had provisionally enrolled in every day, but I truly felt shameless towards the school. Around that time, an errand boy came from the school office to fetch me. Following him, I couldn't help but worry that I hadn't yet secured a guarantor nor prepared the tuition for one semester.
Indeed, in the office, they pressed me again about the conditions I had worried about. Thinking that from the next day it would be rather shameful to come to school, I returned to my lodgings, only to find a thin letter lying on my desk.
Ah! That letter! It was a reply from Mr. H, from whom I had sent a letter back then but hadn't dared to expect a reply. Pressing down my rapidly beating heart, I tore open the envelope. It briefly said, "Thank you for your letter. I believe the scenic K府 (山紫水明한 K府), with its clear waters and purple mountains, is suitable for cultivating a lofty and elegant taste (崇高雅淡한 趣味)."
Sir, how much feeling this short letter from Mr. H must have given me! At that moment, I thought perhaps it was a mistake for me, who should be living in a dreamland created amidst lofty and elegant taste, to try to enter the social world<65>. And I began to fear that the reality of society might be too cruel. However, the devil called reality gave me no time for such thoughts; it grabbed my hand, made me write a resentful letter to my father back home, and forced me to visit Mrs. Y, who wasn't even particularly kind, to ask her to arrange for a guarantor for the school.
It was just after Mrs. Y had sent a postcard saying she had moved from the dormitory of X Women's School to the house of a certain Korean due to illness (身病) and asking me to come visit. Suppressing my somewhat unpleasant feelings, I set out on the long journey. On the way, fine sleet began to fall softly. By the time I finally found the house where Mrs. Y was staying, electric lights were shining from every house. Mrs. Y greeted me,
"Oh my, it's been a long time since we last met."
"I heard you were ill, are you feeling a bit better now?" I asked, greeting her as she led me into her room. After entering the room and exchanging rather uninteresting talk sporadically for a while, the mistress of the house, about 30 years old, who had kindly confirmed Mrs. Y's presence when I first asked at the entrance hall (玄關), opened the sliding door (미다지) with a gentle (溫恭한) expression and came in.
"How did you manage to come all this way in this cold? You must be very cold," she asked me.
"Yes, this K府 seems even colder than Tokyo," I replied with a smile, "... It was extremely cold." At this, Mrs. Y hesitated for a moment, then said,
"Miss Sun'il, this gentleman here has often mentioned he'd like to meet you," and introduced us. Hearing this, I bowed my head in thanks and said,
"Coming to your house (宅) makes me feel very pleasant. There's not the slightest sense of living like the Japanese here..."
"Is that so? I heard from Mrs. Y that you were living so solitarily (孤寂하게), Miss Sun'il, and I intended to visit, but being busy (奔走) every day, I couldn't manage it at all," she said, offering a polite and warm greeting. I was somehow drawn to her wifely demeanor and began to feel as though Mrs. Pak, whom I had just met, was a relative. Mrs. Pak, too, gradually showed more kindness. Subsequently, Mrs. Y spoke about me to Mrs. Pak, sometimes praising me as a "genius" or something similar, sometimes seemingly teasing, mixing her feelings half-and-half (折半折半). In the meantime, Mrs. Pak's husband, Pak Hŭngguk, who looked close to 40, returned and joined us<66> sitting around the brazier, greeting me.
"When did you come to K府 from Tokyo?"
"I arrived at this station on the evening of the 6th," I answered, but truthfully, I disliked replying. Somehow, the figure named Pak Hŭngguk was someone who did not arouse my interest in the slightest. Moreover, he was a figure who evoked feelings of aversion and a desire to avoid him. However, because he was extremely kind, I inwardly debated asking him, a fellow countryman, to be my guarantor. Then, without hesitation, I said to Mrs. Y,
"Mrs. Y, I have a big problem... I still haven't secured a guarantor for school, and I don't know whom to ask. I need to know at least one person." Mrs. Y immediately replied,
"Why don't you ask this gentleman to do it?" As soon as Mrs. Y finished speaking, the man named Pak Hŭngguk said, "If you have any difficulties, whatever they may be, please tell me. I am engaged in the study called labor (勞働). Other people all enter schools to study, right? But I study the practice called labor in society. All that studying done in school is useless. I will help you as much as my strength allows. We are not just kind to you, Miss Sun'il; we are kind to all Koreans." He spoke in short, clipped sentences, emphasizing the end of each phrase, then mentioned some urgent matter and left, asking me to stay for dinner before going, and departed briskly.
Sir, that evening, having received unexpected great kindness at Mr. Pak's house (宅), I returned home, lay down, and thought things over in various ways.
"The master of the Pak household said he would become my guarantor and even cover my insufficient school expenses. It's the first time I've become close enough to people to receive such unreserved kindness on the first day of meeting... They certainly reassured me that they would be my guarantor... But? But?"
In the cold, six-mat (六疊), second-floor room, the light of the ten-candlepower electric lamp seemed like my own emotions, unable to sleep late into the night, thinking... like silver threads... fine and countless, it placed them before my eyes, then removed them, shimmering.
"Mrs. Pak was slender and, in every way, did not deviate from the archetype of a refined Korean wife. Yet, she did not appear crude (野眛) or narrow-minded in the least. After her husband left, she said, 'Anyway, we set out intending to work for the people of the world once.'<67>
'Do you know how many Korean workers (職工) have come to this K府? Our master placed them all in this factory and that factory. How could they possibly speak Japanese well...'
'We heard about Miss Sun'il's situation from Mrs. Y and were very worried. Hearing that you suffered so much and are still living meagerly and lonely, we wanted to visit you right away,' she had said. She wasn't talkative, but watching my reactions, she spoke calmly in fragments, though not quite coherently, smiling intermittently.
However, the man named Pak Hŭngguk had a darkish face, possibly with some smallpox scars, and his voice was unpleasantly low and hoarse. With that voice, he said during the meal, 'Please study hard and become someone who works for Korea (朝鮮). And on the other hand, try doing labor (勞働) too. Thus, become a respectable person in any case.' He also urged me several times to eat a lot of rice. After the meal, he talked about various things, but his words were quite difficult to grasp. He spoke emphatically about building a meeting hall (會堂) for the Korean laborers in K府 and publishing a major magazine communicating with the International Labour Association (萬國勞動會) (in various languages), asking me to work with him. But, but they seemed too feeble (貧弱) and shabby. I couldn't feel secure asking them to help with tuition fees. So, I decided to skip school the next day, rest my brain for a day, think carefully, and ask my father once more to send money. Only after hearing the rooster crow did I manage to close my eyes.

四
It was about a month (一朔) after I had secured a guarantor for school, moved from Nishifukunokawa (西福乃川) to Muromachi (室町), and started commuting while cooking for myself (自炊), thanks to Mr. Pak's kindness (好意). Pains from various quarters inflicted overflowing sorrow upon my ailing body. At that time, although I had received Mr. Pak's kindness, I felt unbearably uncomfortable. Mr. Pak, though saying he was busy (奔走), came to my place far too often. And he appeared strange, making me suspect some sort of scheme (計策). Around that time, Mr. N's younger sibling sent a letter. It warned that among Koreans going abroad to work, their conduct was mostly unsavory (不美) and untrustworthy (especially concerning actions towards women), advising me to think calmly<68> and handle the situation. As usual for the end of the month, a small money order (小爲替) for ten yen was enclosed.
However, I fiercely began studying again. Returning home, I reviewed all subjects until 11 PM, woke up at 5 AM, ate the rice cooked the previous evening without even heating water, studied my books, and around 6:40 AM, went to school and played the piano when no one else had arrived. Thus, besides the scheduled times in the morning and evening, I practiced the piano for about two and a half hours more.
However, this review regimen weakened my frail (虛弱) body immensely, and I truly reached a pitiful state. Eventually, I developed melancholia (憂鬱症) and began to doubt (懷疑) every word and phrase of the Paks. Once, while walking in the park, Mrs. Pak told me her home life was uninteresting. Before that, the man Pak Hŭngguk, with his ridiculously short dignity (體統) and dark face, shamelessly and thoughtlessly mentioned that if he were to marry, he would marry a woman born in lowly circumstances (賤한데서) who had become respectable. Another time, he told me, who was quite lively (活潑), that I still had aspects that were too womanly and not lively enough, speaking as if telling me to cast something off. All these incidents stirred unbearable anger (怒炎) in my heart, and my illness progressed (進行) as the days went by. During this time, no matter how much I tried to study, my body temperature (體溫) fluctuated irregularly, sometimes cold, sometimes hot, forcing me frequently to lie in my sickbed (病席). At such times, my heart seemed to seek something, yet it was difficult to name (指名키). I began asking my heart, what is it? What is it? My heart did not name it. However, sometime later, I longed for a friend with whom I could speak in Korean. Of course, more than a friend of the same sex, I felt that even if transcending gender, a friend of the opposite sex (理性) would stir my interest (感興). While thinking about these things, one rainy evening, I returned early from school, didn't even unpack my book bundle (冊褓), skipped dinner, and went to Mr. D's place in Shirai village. Seeing Mr. D who came out to the entrance hall (玄關), I asked,
"Could I possibly borrow the piano to practice? I came to ask about that," addressing Mr. D, whose appearance (外樣) was aristocratic (貴族的) in every way. Mr. D smiled and answered my words.
"Yes, please go ahead and play," adding, "Come in and play."
"I don't think I can play today. I just came to ask if it would be possible or not. I didn't bring any books or anything. I'll come next time when my review piles up."
"Why? Won't you come in and relax for a while?<69>"
"No, I'll just go today," I said, and despite Mr. D's urging to come in and relax, I turned back. As soon as I turned my steps, Mr. D also turned his steps back inside (알으로).
Sir, from that day on, I became a lazy student who did not review.
Sir, truly from that evening... I became lazy. And alone, with eyes wide open blankly, listening to the sound of the falling rain, listening to the heart-wrenching serenade of a violin drifting from afar, I felt limitlessly.
One strand, two strands, my sorrowful emotions (情緖) unraveled, weaving as if embroidering a certain face. At first, only the eyes grew large, then only the smiling mouth appeared, and finally, Mr. D's smiling—white face—with cool eyes and charming lips, seemed about to recite a delightful harmony... a fantasy (幻想) arose that it resembled the face of a childhood friend whose name I had forgotten.
Sir, after spending the whole night drawing such fantasies, the next day I was truly exhausted (疲困) and couldn't get out of bed. The rain still hadn't stopped and was falling softly. Having nothing else to do, I skipped school again and lay reading a book. But unlike before, I wasn't studying school subjects but was engrossed (耽讀) in beautiful Indian legends. Just after the clock struck 2 PM, the sound of the steadily falling rain ceased, and only the dripping sound of water from the eaves could be heard. I covered my ears again and focused intently on finishing the book I was reading.
I believe it was around 4 PM that day. Though I had been lying down, saying I was sick, I got up, tidied the room, ate the white porridge bubbling on the brazier, and rushed off to the public bathhouse (錢湯). On my way out, I asked the landlord below, "If someone comes looking for me, please tell them I went bathing and ask them to wait in my room."
At the bathhouse, I took more care with my grooming than usual and returned. Sometime, spring must have arrived; on the way back from bathing and grooming, the flower buds on the cherry tree (櫻木) branches along the roadside were plump, revealing the petals (花瓣) about to bloom. From an old, bright camellia tree (동백꼿 나무) planted beside the wall of a large house, rain-soaked blossoms had fallen onto the path outside (밧) the wall.
Mulling over various sorrowful and sweet thoughts, I returned home. In the entrance hall (玄關), unfamiliar overshoes (오―바수스) lay there, along with an overcoat (外套). At that moment, thinking, "Someone must have come to the landlord's," I hurried into my room, and unexpectedly, Mr. D was sitting<70> there. Not knowing what to do, completely taken by surprise,
"Ah..." I let out a small sound of surprise and couldn't even manage a greeting. At that moment, Mr. D, in a voice like a clear song, said,
"Miss Sun'il, please forgive me (容恕). I was in the vicinity and dropped by for a moment. Is it alright if I stay for a while?" He spoke rather boldly (大膽). I too gathered courage then and replied,
"Yes, of course. I've been living quite lonely (寂寂히)."
"It's nothing else, but I came today with a request for you, Miss Sun'il. There's a Japanese woman nearby who wants to learn Korean. As you know, I am busy (奔走), so I came to ask you, Miss Sun'il. You must be busy too, Miss Sun'il, but since your house (宅) is very close (갓가우니까), if you feel lonely, perhaps you could visit her on the pretext (細音) of stopping by for leisure?"
Because this was so unexpected, I again didn't know how to respond and hesitated (躊躇). Mr. D, perhaps seeing the deep hesitation on my face, said comfortingly (慰勞),
"If it's bothersome, please forget about it. I only mentioned it because I thought you might be too lonely (寂寞), Miss Sun'il."
"Still, going every day might be difficult. When I go to school daily, I often don't return until five o'clock. So..." Before I could finish my sentence, Mr. D asked,
"So, you are quite busy too, Miss Sun'il?"
"Yes, if it were just the subjects, it wouldn't be so bad, but because of musical instrument practice (樂器練習)... And besides, Japanese women don't know how to learn foreign languages. Their specialty seems to be just strumming three strings stretched over bone or tapping wooden sticks..." I spoke ill (險談) of them without meaning it. Mr. D just<71>
"Hahaha," burst out laughing. When I said,
"It's true," and stared straight at him, he mumbled as if to himself,
"My, still like a child," trailing off so I couldn't quite catch it.
Sir, that day, Mr. D stayed until night fell, we read books together and shared critiques, but for some reason, when the sound of the violin serenade I heard every evening began to play most beautifully, Mr. D firmly covered his ears, sat like that for about 10 minutes, then, as if unable to bear it any longer, abruptly stood up and said,
"I've stayed quite long. I must have disturbed (妨害) you."
"Why are you leaving already?" I hesitated.
"Please come over to play the piano," Mr. D said as he moved towards the entrance hall (玄關).
"Yes, this Saturday..." I trailed off, following Mr. D out, saw him off at the entrance, and urged him twice,
"Please come visit again."
... ( 未完 )...<72>

**Summary**

This installment of Kim Myŏngsun's novel "Turkey" continues the narrator's story as a student in K府 (likely Kyoto). Overwhelmed by financial worries, school pressures, and failing health, she seeks a guarantor. She meets the seemingly kind Pak couple through Mrs. Y, but grows suspicious of their motives and uncomfortable with Mr. Pak's frequent visits and intrusive advice. Her physical and mental state deteriorates into melancholia. Feeling isolated and longing for companionship, she tentatively reaches out to Mr. D, an aristocratic acquaintance, finding solace in his visit and the prospect of interaction, though his behavior regarding music hints at underlying complexities. The story ends unfinished, leaving her situation unresolved. From a historical perspective, the article offers insights into the struggles of Korean students, particularly women, studying in Japan during the colonial period. It portrays the precariousness of their financial situations, the social dynamics within the Korean expatriate community (including both support and suspicion), encounters with Japanese individuals, and the psychological toll of displacement, academic pressure, and potential exploitation. Historians might find the depiction of gender dynamics, the narrator's internal conflicts about ambition versus traditional expectations, and the specific mention of Korean laborers and community organizing efforts in Japan particularly interesting.

**Named Entities**

金明淳	김명순	Kim Myŏngsun
H先生	H선생	Mr. H
K府	K부	K Prefecture (likely Kyoto)
Y女史	Y여사	Mrs. Y / Miss Y (女史 could mean either)
X女學校	X여학교	X Women's School
朴夫人	박부인	Mrs. Pak
朴興國	박흥국	Pak Hŭngguk
東京	동경	Tokyo
朝鮮	조선	Korea
萬國勞動會	만국노동회	International Labour Association (likely referring to the ILO or a similar international labor group)
N君	N군	Mr. N
西福乃川	서복내천	Nishifukunokawa (Place name, likely in K府/Kyoto)
室町	실정	Muromachi (Place name, likely in K府/Kyoto)
印度	인도	India
D氏	D씨	Mr. D
日本	일본	Japan

**Glossary**

臨迫한	임박한	Imminent, impending (Older form of 임박한)
알치	앓지	Not get sick (Older negative form of 앓다 'to be sick')
굿이	굳이	Firmly, persistently (Older spelling of 굳이)
效驗	효험	Effect, benefit
푸르죽죽	푸르죽죽	Pale and bluish, sickly pale
놉하지더이다	높아지더이다	Became higher (Older verb ending indicating observation/recollection)
愁聲	수성	Sigh, sound of sorrow
可望	가망	Hope, prospect, chance
斷念	단념	Giving up, abandoning hope
廉恥	염치	Sense of shame, conscience
使喚	사환	Errand boy, office helper (Older term)
月謝	월사	Monthly tuition fee (Older term)
寄留	기류	Lodging, staying temporarily (as a foreigner/visitor)
山紫水明	산자수명	Mountains are purple and waters are clear (Idiom describing beautiful scenery)
崇高雅淡	숭고아담	Lofty and elegantly simple/refined
怯	겁	Fear, cowardice
周旋	주선	Arranging, mediating, using influence
尋訪	심방	Visiting, calling on
身病	신병	Illness, sickness (Personal illness)
移徒	이도	Moving, relocating (Older spelling/form related to 이사)
葉書	엽서	Postcard
抑制	억제	Suppression, restraint, control
滋味	자미	Taste, interest, flavor (Can mean interesting conversation)
玄關	현관	Entrance hall (Japanese architectural term, commonly used in Korea)
溫恭	온공	Gentle and respectful
나츠로	낯으로	With the face (Older spelling of 낯으로)
미다지	미닫이	Sliding door (Often paper-covered, common in traditional houses)
孤寂	고적	Solitary, lonely
奔走	분주	Being busy, bustling about
宅	댁	House, residence (Polite term)
稱讚	칭찬	Praise, compliment
折半折半	절반절반	Half-and-half, mixed
勞働	노동	Labor, work (Older Hanja form of 노동)
付托	부탁	Request, asking a favor
六疊	육첩	Six tatami mats (Used to indicate room size, approx. 9.9 sq meters)
情緖	정서	Emotion, feeling, sentiment
野眛	야매	Crude, uncivilized, ignorant (Rare term)
會堂	회당	Meeting hall, assembly hall
相通	상통	Communicate with, connect with
貧弱	빈약	Feeble, poor, meager
移徙	이사	Moving house (Older spelling/variant of 이사)
自炊	자취	Cooking for oneself
一朔	일삭	One month (Archaic term)
計策	계책	Scheme, plan, stratagem
不美	불미	Unsightly, unsavory, scandalous
小爲替	소위체	Small money order, postal order
復習	복습	Review (of studies)
虛弱	허약	Weak, frail, feeble
憂鬱症	우울증	Melancholia, depression
懷疑	회의	Doubt, suspicion
賤한데	천한데	Lowly place, humble origins
體統	체통	Dignity, social standing, propriety
活潑	활발	Lively, active, animated
怒炎	노염	Anger, rage, fury (Literally 'flames of anger')
進行	진행	Progression, progress, advancing
體溫	체온	Body temperature
病席	병석	Sickbed
指名키	지명키	To name, to designate (Older verb ending -키 instead of -기)
理性	이성	Reason, rationality; often used to refer to the opposite sex in contexts like this.
感興	감흥	Interest, excitement, inspiration
冊褓	책보	Book wrapper (Cloth used to wrap and carry books)
外樣	외양	Appearance, exterior look
貴族的	귀족적	Aristocratic
幻想	환상	Fantasy, illusion
疲困	피곤	Tired, exhausted (Older spelling/form of 피곤)
耽讀	탐독	Being engrossed in reading
錢湯	전탕	Public bathhouse (Sento in Japanese, older Korean term)
櫻木	앵목	Cherry tree
花瓣	화판	Petal
동백꼿	동백꽃	Camellia flower (Older spelling of 꽃)
밧	밖	Outside (Older spelling of 밖)
오―바수스	오버슈즈	Overshoes (Loanword, phonetic transcription)
外套	외투	Overcoat
容恕	용서	Forgiveness, pardon
大膽	대담	Bold, daring
寂寂히	적적히	Lonely, solitarily (Emphasized form of 적적하다)
갓가우니까	가까우니까	Because it is close (Older spelling of 가까우니까)
細音	세음	Pretext, excuse (Obscure term, interpreted from context)
躊躇	주저	Hesitation
慰勞	위로	Comfort, consolation
寂寞	적막	Loneliness, desolation, silence
樂器練習	악기연습	Musical instrument practice
險談	험담	Slander, malicious gossip, speaking ill of someone
妨害	방해	Disturbance, interruption, hindrance
當付	당부	Request, earnest plea
-e 

---------------------------


잡지명	개벽 제19호
발행일	1922년 01월 10일
기사제목	小說 七面鳥 (前號續)
필자	金明淳
기사형태	소설

小說 七面鳥 (前號續)
						金明淳
三
先生이여, 저는 그 때 臨迫한 큰 근심에 지처서 病을 이루게 되엇습니다. 所謂 成功을 速히 期約하려는 저는 「病을 알치 안으리라.」 「어떠한 일이 잇서도 하로도 缺席은 하지 안으리라」 고 다시 굿이 굿게 決心은 하여도 效驗 업시 顔色은 푸르죽죽 하여지고, 日一日 體溫은 熱度가 놉하지더이다. 코으로는 단김이 나오고 입은 꼭 감처 물어도 스스로 힘업시 열려 지며, 때때로 「아아 어찌할고...」하는 愁聲이 나옵디다. 자조 故鄕 父親에게 困窮한 境遇를 써 보내고 答狀오기를 기다려도 可望이 끈허젓습니다. 그래도 學校를 斷念할 수는 업는 故로 每日 假入學한 學校에 通學은 하나 저는 참으로 學校에 對하여 廉恥업시 생각되엇습니다. 그러할 때 하로는 學校 事務室에서 使喚이 부르러 왓습니다. 그 뒤를 따라 가면서 아즉 保證人도 세우지 안코 一學期間 月謝를 準備치도 못한 것이 念慮 업지 안핫습니다.
事務室에서는 果然 제가 念慮하엿든 條件을 再促합디다. 저는 그날 明日부터는 學校에 오기가  좀 廉恥 업스리라고 생각하면서 저의 寄留하는 집으로 도라 왓더니 冊床 우에 열분 片紙 한 張이 노여 잇습디다.
아! 그 片紙는! 그 때 片紙는 듸렷스나 敢히 答狀 밧기를 뜻하지도 안엇든 H先生의 答狀이엇습니다. 저는 急히 날뛰는 가슴을 누르며, 봉투를 뜻엇더니, 「글 주셔서 감사 함니다. 山紫水明한 K府는 崇高雅淡한 趣味를 養成하기에 適當할 줄 압니다」 라고 짤게 씨여 잇습디다.
先生이여 이 짤은 H先生의 片紙가 얼마나 제게 느낌을 주엇겟습니까. 저는 그 時로 崇高雅淡한 趣味 가운대 거긔서 創造된 꿈나라에 살아야 할 제가 社交界에＜65＞ 나서랴는 것은 過失이 아닐가 하고 생각하엿습니다. 그리고 現實의 社會는 너무도 殘酷하지 안흘가, 怯도 나기 始作하엿습니다. 그러나 現實이란 惡魔는 이러한 생각도 시킬 결을 업시, 제 손을 끄러서 故鄕 父親에게 怨望의 片紙를 쓰게 하고 學校에 保證人을 세우기 爲하여 周旋하여 달나고 親切치도 안흔 Y女史를 尋訪치 안흘 수 업게 하엿습니다.
그 때 마침 Y女史는 身病으로 X女學校 寄宿舍에서 어떤 朝鮮 사람의 집으로 移徒하엿다고 놀라오라고 葉書를 보낸 뒤엿든 故로 저는 적이 不快한 感情을 抑制하고 먼 길을 차저 갓더니 길 가운대서 쌀아기눈이 풀풀 내리기 始作 하엿습니다. 겨우 Y女史가 寄留하는 집을 차젓슬 때는 집집마다 전등빗에 비추어 뵈일 때엇습니다. Y女史는
「아이고, 오래간만에 맛나보겟소 그려」 하면서
「압흐시다드니, 좀 어떠셔요」 하고 人事하는 나를 마저서 自己 房으로 드러 갓습니다. 房으로 드러가서 한참이나 別로히 滋味 업는 이악이를 드문드문 할 때, 먼저 玄關에서 Y女史를 차즐 때, 親切히 그러타고 가르쳐 주던 30假量 된 안主人이 溫恭한 나츠로 미다지를 열고 드러 오며,
「이 추운데 먼대서 어떠케 차저 오셧서요. 퍽 추우셧지오」 하고 제게 무르셧습니다.
「네, 이 K府는 東京보다도 더 치운 것 가틈니다」 몹시 치웟습니다...」 하고 微笑하엿습니다. 이때 Y女史는 머뭇머뭇 하다가
「順一氏, 저 兄님이 당신을 좀 맛낫스면 조켓다고 늘 이악이 하셧서요」 하고 紹介하엿습니다. 저는 그 말을 듯고는 머리를 숙여서 謝禮하고
「저는 宅에를 오니까 퍽 愉快하여 집니다. 宅에는 족음도 日本와 사시는 氣分이 보이지 안습니다...」
「그러셔요, 저는 Y女史에게 順一氏가 그러케 孤寂하게 계시다는 말을 듯고 차저가 보이려 하엿스나, 每日 奔走해서 족음도 마음과 가티 못하엿습니다」 하고 얌전히 반가운 인사를 하십디다. 저는 그의 夫人다운 態度에 어느듯 人情을 끌니워서 처음 뵈옵는 朴夫人이 親戚이나 되는 것가티 생각하엿습니다. 그리자 朴夫人도 漸漸 親切함을 뵈엇습니다. 次次로 Y女史는 저를 「天才이니」 무엇이니 하고 朴夫人에게 稱讚답기도 하고 빈정거리는 것 갓기도 하게 折半折半 感情을 混合하면서 저의 이악이를 합디다. 그동안에 40 갓가워 보이는 朴夫人의 남편인 朴興國이라는 이가 돌아 안저서＜66＞ 이악이 하는 火爐가에 參加하여 저에게 人事하엿습니다.
「언제 東京서 K府로 오셧습니까.」
「지난 6日 저녁 때 이 停車場에 내리엇습니다」 하엿스나 참으로 말 對答하기가 실혓습니다. 엇쪈지 朴興國이라는 人物은 족음도 나의 興味를 이르키지 안는 人物이엇습니다. 그리고 避하고 십흔 실흔 情을 이르키는 人物이엇습니다. 그러나 甚히 親切하든 故로 저는 저의 同國 사람인 그에게 保證人이 되여 주기를 請하리라고 內心 隱隱히 혼자 議論하다가 躊躇치 안코 Y女史에게
「Y氏, 나는 큰 일이 잇서요...學校에 아직 保證人을 세우지 안엇는데, 누구를 세워야 할지 한 사람이라도 아는 이가 잇서야지오」 하엿더니 Y氏는 서슴지 안코,
「이 어른 더러 해달나고 그러시지오」 하고 Y女史의 말이 끗나자마자 朴興國이라는 이가, 「무엇이든지 어려운 일이 잇스면, 제게 말슴하시지오, 저는 勞働이라는 工夫를 합니다. 다른 사람들은 다 學校에 들어가서 工夫하지오? 그러나 저는 社會에서 勞働이라는 實際의 工夫를 합니다. 그까지 學校에서 배우는 工夫는 다 쓸 대 업지오. 힘 자라는 대로 도와드리지오. 우리는 順一氏 한 분에게만 親切히 하는 것이 아니라, 누구던지 全朝鮮사람에게는 다 親切히 합니다」 하고 짤막짤막 먼저 말한데 뒤를 더 누르다가 무슨 急한 일이 잇다고 나가면서 저녁진지는 집에서 잡스시고 가시라고 付托하고 총총히 나갓습니다.
先生이여, 그날 저녁에 朴氏 宅에서 意外에 큰 親切을 밧고 집으로 도라온 나는 자리에 누워서 여러 가지로 다시 생각하여 보앗습니다.
「朴氏宅 主人은 내 保證人이 되고, 學費도 不足되는 것을 擔當할 만치 말하엿다. 나는 사괴인 첫 날에 그 사람에게 이와 가튼 흉허물 업는 親切을 밧게 되도록 사람들과 親해 보기는 처음이다...그들은 정녕 내 保證人이 된다고 내게 安心을 시겻다...그러나? 그러나?」
찬 六疊 二層 房안에 十燭 電燈 光彩는 홀로 늣도록 잠 못 들고 생각하는 내 情緖인 듯, 銀絲를...가늘고 無數하게 내 눈에 노핫다 거덧다 어리여 뵈엇습니다.
