Rank	Word	Frequency
1	하야	650
2	우리	393
3	사람	206
4	말	192
5	나	175
6	社會	139
7	自己	138
8	가티	134
9	생각	133
10	하니	118
11	生活	114
12	이나	102
13	모든	100
14	하나	90
15	世界	78
16	또한	76
17	로써	73
18	다시	73
19	무엇	73
20	그것	70
21	朝鮮	67
22	今日	66
23	如何	65
24	以上	64
25	하엿다	63
26	가지	63
27	사랑	63
28	意味	61
29	朝鮮人	60
30	要求	56
31	吾人	55
32	이외	52
33	기사	48
34	반듯이	48
35	하얏다	46
36	섯다	46
37	事實	46
38	文士	46
39	리하	44
40	勿論	44
41	個人	43
42	하랴	42
43	수가	42
44	民族	42
45	同時	41
46	衝動	41
47	코저	40
48	어찌	39
49	人生	39
50	삶	39
51	다만	38
52	이요	38
53	現在	38
54	딸아	37
55	自然	36
56	누구	36
57	藝術	36
58	하겟다	35
59	靑年	35
60	다른	34
61	먼저	33
62	하엿스	33
63	萬物	33
64	所謂	33
65	慾望	33
66	作品	33
67	生命	33
68	規範	33
69	哲學	32
70	人類	32
71	只今	32
72	時代	32
73	美國	32
74	로부터	31
75	思想	31
76	問題	31
77	夫人	31
78	죽음	31
79	이제	30
80	結果	30
81	눈	30
82	實相	30
83	滿足	30
84	文壇	30
85	더욱	29
86	무슨	29
87	自由	29
88	잇슬	29
89	하리	28
90	活動	28
91	將來	28
92	改造	28
93	其他	27
94	당신	27
95	向上	27
96	소리	27
97	開拓	27
98	機會	27
99	때문	26
100	果然	26
101	過去	26
102	스스로	26
103	이란	26
104	不過	26
105	손	26
106	太虛	25
107	必要	25
108	까닭	25
109	잡지	24
110	개벽	24
111	제호	24
112	발행	24
113	제목	24
114	형태	24
115	가장	24
116	爲先	24
117	第一	24
118	努力	24
119	希望	24
120	호레	24
121	로덴빠흐	24
122	不可	23
123	方面	23
124	存在	23
125	現今	23
126	家庭	23
127	하라	23
128	金錢	23
129	동안	23
130	藝術家	23
131	꿈	23
132	意欲	23
133	解釋	22
134	恒常	22
135	自身	22
136	戀愛	22
137	만일	22
138	心的	22
139	傾向	21
140	하얏스	21
141	雜誌	21
142	그대로	21
143	建設	21
144	苦痛	21
145	아모리	21
146	참으로	21
147	道德	20
148	組織	20
149	幸福	20
150	女子	20
151	表現	20
152	天地	19
153	相當	19
154	價値	19
155	世上	19
156	이름	19
157	업스	19
158	推移	19
159	創造	19
160	方法	19
161	生産	19
162	春園君	19
163	個性	19
164	義務	19
165	하노	18
166	一言	18
167	陰陽	18
168	矛盾	18
169	오히려	18
170	우리나라	18
171	가슴	18
172	아모	18
173	필자	17
174	마는	17
175	비롯	17
176	偉大	17
177	觀念	17
178	硏究	17
179	너	17
180	압헤	17
181	發展	17
182	感情	17
183	文藝	17
184	眞實	17
185	生存	17
186	天國	17
187	停滯	17
188	거긔	16
189	所有	16
190	宗敎	16
191	로서	16
192	多數	16
193	地方	16
194	目的	16
195	經濟	16
196	잇스	16
197	發見	16
198	破壞	16
199	意義	16
200	美德	16
201	孤獨	16
202	各各	15
203	一般	15
204	同一	15
205	過程	15
206	關係	15
207	보고	15
208	全部	15
209	엡웟	15
210	從來	15
211	文化	15
212	男子	15
213	手段	15
214	學校	15
215	內容	15
216	衣服	15
217	서로	15
218	그이	15
219	犧牲	15
220	萬一	15
221	無限	15
222	唯一	15
223	저하	15
224	創造的	15
225	처음	14
226	主義	14
227	標準	14
228	日本人	14
229	歷史	14
230	中國	14
231	團體	14
232	紹介	14
233	비록	14
234	勞働者	14
235	富者	14
236	어떠케	14
237	制度	14
238	愛人	14
239	가트	14
240	는가	14
241	憧憬	14
242	悲哀	14
243	成功	14
244	것이겟다	14
245	自己自身	14
246	空虛	14
247	社會主義	14
248	차라리	13
249	케하	13
250	畢竟	13
251	不外	13
252	一切	13
253	男女	13
254	不能	13
255	宇宙	13
256	形式	13
257	現象	13
258	不足	13
259	여러분	13
260	新聞	13
261	進展	13
262	形便	13
263	그러케	13
264	地位	13
265	勢力	13
266	國民	13
267	습니	13
268	사이	13
269	靈魂	13
270	利己主義	13
271	肯從	13
272	周子	12
273	天下	12
274	所以	12
275	行動	12
276	動物	12
277	일지	12
278	마음	12
279	世間	12
280	氣分	12
281	朝鮮民族	12
282	讀者	12
283	昨年	12
284	感激	12
285	小說	12
286	發達	12
287	보아	12
288	種類	12
289	족음	12
290	얼마	12
291	詩人	12
292	서서	12
293	性格	12
294	作者	12
295	寂寞	12
296	黃錫禹君	12
297	國民主義	12
298	대로	11
299	揚子	11
300	主張	11
301	本體	11
302	本能	11
303	說明	11
304	法則	11
305	敎育	11
306	하얏는데	11
307	不拘	11
308	經營	11
309	日本	11
310	여긔	11
311	보지	11
312	일이	11
313	바이	11
314	自覺	11
315	老人	11
316	一層	11
317	얼마나	11
318	經濟的	11
319	進步	11
320	精神	11
321	理想	11
322	가운	11
323	空氣	11
324	支配	11
325	完全	11
326	그때	11
327	國家	11
328	改良	11
329	現代	11
330	開闢	11
331	神秘	11
332	산다	11
333	한갓	11
334	休息	11
335	張子	10
336	結論	10
337	其中	10
338	變化	10
339	信仰	10
340	입	10
341	所有者	10
342	肯定	10
343	衣食住	10
344	論文	10
345	觀察	10
346	京城	10
347	크게	10
