잡지명	개벽 제29호
발행일	1922년 11월 01일
기사제목	土耳其의 蹶起와 그 影響 (Turkey's Uprising and Its Influence)
필자	靑邱散人
기사형태	소식 (News/Information)

土耳其의 蹶起와 그 影響
						靑邱散人
1. 近古 土耳其의 衰退 (Turkey's Decline in Recent History)

Although the seeds of Turkey's decline were sown long ago, its formal manifestation is a matter of the last 50 years. Since ancient times, numerous ethnic groups have coexisted on the Balkan Peninsula (巴爾斡半島); the most numerous are the Slavs (슬라부族), who are related to the Russians (露西亞人); next are the Greeks (希臘人) and Romans (羅馬人); the fewest are the Turks (土耳其人). For these fewest Turks to rule the Balkan Peninsula for about 400 years was originally not an easy task. Furthermore, religion, the greatest cause of conflict among various peoples, differed among them, and the newly emerging powers of Europe (歐洲), due to their interests, frequently extended their demonic hands, stirring up complex issues, making Turkey's natural difficulties increasingly severe.

In 1874 [Note: Likely refers to events leading up to the 1877-78 war, though 1876 Herzegovina uprising is more prominent], the Turks' massacre of Christians (基督敎徒) in Montenegro (몬테네그로) became the cause of the Russo-Turkish War (露土戰爭). That is, Russia (露西亞), fixated on its southward policy, sought to expand its influence in the Balkans under the pretext of aiding the Montenegrins (몬데네그로人), who were of the same ethnicity. Although this ambition of Russia was not achieved due to opposition from Britain and France (英佛), the Treaty of San Stefano (산스터피아노 條約) in March 1878 detached Romania (羅馬尼亞), Serbia (塞耳維), and Montenegro (黑山國) as independent nations, ceded Thessaly (뎃사리아) and Epirus (에히로스) to Greece (希臘), defined the territory of Bulgaria (勃牙爾雅), and placed Herzegovina (헤루쓰에고삐나) and Bosnia (뽀스니아) under the administration of Austria (墺太利). As a result, Turkey lost the greater part of its territory in Europe and subsequently could not avoid the intervention of the Powers in whatever incident occurred. Next came the independence of Bulgaria and Austria's annexation of Bosnia and Herzegovina in 1908. This was planned taking advantage of the internal turmoil when awakened Turks started a revolution to reform their homeland. The result was that Turkey's territory, which was 230,000 square miles 50 years prior <76>, shrank to 20,000 square miles. However, even this 20,000 square mile territory, during the Second Balkan War (第二 巴爾斡事件) in 1914 [Note: The Second Balkan War was 1913; 1914 was WWI outbreak] i.e., at the outbreak of the European War, saw Albania (알바니아) become independent, and other powers took this opportunity to expand their borders, reaching the miserable state of barely 2,000 square miles recently. Such a rapid decline has almost no precedent in world history. Thereafter, Turkey could only passively accept the cold treatment of the Powers. Adding insult to injury, Turkey's joining Germany and Austria (獨墺) resulted in ceding most of the remaining 2,000 square miles in Europe to Greece, placing the remainder, along with the Asia Minor coast of the Dardanelles Strait (따따넬스海峽), under international administration, and even the capital, Constantinople (君府), could not avoid being placed under the supervision of the Allied Powers (聯合國). Furthermore, among the 700,000 square miles of Asian territory, Smyrna province (스필나州) (Asia Minor (小亞細亞)) was mandated to Greece, Syria (시리아國) (ditto) to French (佛國) mandate, Mesopotamia (메소포타미야) (ditto) to British (英國) mandate, and Armenia (알메니아) (ditto) and Hejaz (헤지야) (Arabia (阿剌比亞)) were separated as independent states, leaving only 170,000 square miles of barren land in central Asia Minor as the remaining territory. This was based on the provisions of the so-called Treaty of Sèvres (세뿔條約) handed over to Turkey by the Allied Powers in August 1920.
This treaty was criticized even among the Allied Powers at the time as being too harsh, and it eventually became the cause of today's problems.

2. 土耳其人의 覺醒 (The Awakening of the Turkish People)

The internal political disorder of Turkey progressed in direct proportion to the decline of its national territory. Four hundred years of peaceful dreams caused the Turkish people to lose diligence, progressiveness, courage, effort, etc., and indulge in laziness, debauchery, vanity, passivity, and secret strife. The magnificent Constantinople (君府) transformed into an alley of sensual pleasure, where foreign drifters and profiteers competed, and the court and government became extremely corrupt, allowing all sorts of evils to run rampant in broad daylight. However, the blood of past bravery, which once swept across Europe with the crimson crescent flag fluttering at the forefront, still flows in the minds of Turkish youth. Although the constitution enacted in 1876 was not implemented, it unknowingly imparted infinite ideas of freedom to the Turkish people, and the Russo-Turkish War served as a great alarm bell, gradually awakening the slumbering Turkish people. Particularly noteworthy is the abundance of patriots concerned about the world and their nation within the Turkish army. The leaders of the revolution that began in 1908 were the Committee of Union and Progress (統一進步委員會), centered around these soldiers. This Committee of Union and Progress was an association aimed at overthrowing autocratic politics, achieving Turkish freedom, internal reform, and resistance against foreign powers, becoming a representative body of strong Turkish people and standing for a long time as a formidable enemy of the autocratic government. Originally, the Committee of Union and Progress was the successor <77> of the Freedom Association (自由協會), secretly formed within the General Staff by figures like Mustafa Kemal (머스타, 피어, 케멜), and later merged with other progressive unity associations. Therefore, it is not irrelevant to view the Turkish Nationalist Party (國民黨) led by Kemal (케멜) today as a transformation of this Committee of Union and Progress. These awakened Turkish people, particularly displaying their inherent fierce courage, take direct action to the extreme. Comparing this to the Turkish people of the latter half of the 19th century, there is truly a world of difference.

3. 希土의 關係와 最近戰爭의 眞相 (Greco-Turkish Relations and the True Aspect of the Recent War)

Greece's (希臘) separation from the yoke of the Turkish Empire to establish a nation on the land of ancient Greece occurred in 1830. Since then, the Greek people constantly strove to recover their former territory. Seeing Turkey utterly defeated in the Russo-Turkish War, they seized this opportunity and started a war in 1890 [Note: The Greco-Turkish War was 1897, not 1890], which was the first Greco-Turkish War. In this war, Greece suffered a major defeat, incurring great losses, and Christians were subjected to a great massacre, but the will to recover their territory never faded. During the outbreak of the Great European War, they boldly joined the Allied Powers. When the Allied Powers achieved victory and the Allied peace treaty with Turkey was concluded in August 1920, Turkey ceded Smyrna province (스밀나州) and Western Thrace (西部 스레스) [Note: Text says 'Sŭresŭ', likely Thrace] to Greece, and the zones on both banks of the Dardanelles (따따넬스) were transferred to international administration, allowing Greece to achieve goals exceeding its long-held aspirations. However, the Turkish people did not accept these peace terms, and especially the faction led by General Kemal (케멜 將軍), the commander of the Turkish forces this time, strongly resisted them. Prior to this, from around May-June 1919, General Kemal, based in Ankara (만코라), strongly advocated for territorial integrity and respect for sovereignty, confronting the Allied forces. However, the Allied forces, exhausted after the war, lacked the capacity to attack thoroughly. Thereupon, Greece, with the approval of the Allied Powers, set out to destroy the Ankara (안코라) forces. Starting military operations around May-June 1920, they occupied the Afyon (아히온) line, resulting in a state of mutual victories and defeats. In March 1921, Britain, France, and Italy (英佛伊 三國), seeking to mediate this, held a conference in London (倫敦) and revised the Treaty of Sèvres, proposing to return sovereignty over Smyrna province to Turkey and shrink the internationally administered zone to just the east and west of the Dardanelles Strait (따海 英의 東西) [Note: '따海 英의 東西' is unclear, likely refers to zones around the Dardanelles]. However, both Greece and Turkey opposed this, and it failed. After the Greek army's offensive failed in April last year [1921], the Allied Powers again tried to mediate, but Greece, determined to resolve the issue by force indefinitely, launched another major offensive in July. This time, the war situation developed favorably for the Greek army, nearly pushing the Turkish army back to the vicinity of Ankara. However, a counterattack by the Turkish army on the Greek flank unexpectedly succeeded, forcing the Greek army to retreat to the line of their former positions Terezik(?) (떼레지크), Afyon (아히온), Mearedol(?) River (메아레돌 河線). Amidst such exhaustion on both sides, Greece faced financial difficulties, making it hard to bear military expenses. Therefore, despite rejecting <78> Allied mediation in June last year [1921], they sought British mediation in October. However, matters dragged on, and it was only in March this year [1922] that a foreign ministers' conference of Britain, France, and Italy (英佛伊 三國) opened, resulting in a four-month armistice agreement. According to this agreement, the entire Asia Minor region would be returned to Turkey, the Greco-Turkish border would be a line running from Ganos(?) (가노스) to the east of Kirk Kilise(?) (길크기릿세), Constantinople (君府) would be returned to Turkey, and Allied troops would withdraw from Constantinople. These terms were communicated to both Greece and Turkey on the 26th of the same month, and it was decided to hold a peace conference including Britain, France, Italy, Greece, and Turkey within two weeks. However, due to disagreements over the implementation of the armistice agreement and the selection of the peace conference venue, half a year passed fruitlessly. As mentioned above, while Greece suffered from financial difficulties, domestic unrest, and declining morale on the front lines, Turkey strictly guarded its borders, secretly trained soldiers, accumulated weapons, and completed war preparations. Consequently, concentrating troops from various fronts, they swiftly attacked and routed the Greek forces, inflicting a crushing defeat.

4. 土軍의 勝利와 列强 (The Turkish Army's Victory and the Great Powers)

Regarding this victory of the Turkish army, what attitude do the Great Powers indeed hold? First, Russia (露西亞), having recently extended its hand of communization into Central Asia and Asia Minor, and with the possibility of joint Russo-Turkish action in Persia (波斯) and Mesopotamia (메소포타미아), it is natural that the Soviet government (勞農政府) has a complete understanding with Turkey. Seeing that they have previously lent weapons and military provisions, they will surely be overjoyed upon hearing of the victory. Germany (獨逸), having established influence in Turkey to implement its Eastern Policy (東方政策) during the imperial era and having drawn it into the alliance during the Great European War, has deep ties. Although it now lacks the power to interfere in recent problems and can only stand by idly, internally it must find Kemal's (케멜) victory exhilarating, and its politicians and scholars will likely sympathize directly or indirectly. Italy and France (伊佛 兩國) too, due to various relationships, will likely secretly rejoice at Greece's defeat. The one particularly alarmed is Britain (英國). Although Britain today is outwardly in a period of peak prosperity, boasting, as they do, that the sun never sets on its empire, and having safely navigated the post-war chaos thanks to the great skill of the veteran politician Lloyd George (로이드쪼오지), internally it is akin to sitting on the crater of a volcano. Amidst the suffering from the India problem (印度問題), the Egypt problem (埃及問題), the Labor problem (勞働問題), etc., this sudden uprising of Turkey, like a bolt from the blue, is the greatest and most acute pain. Reports of India's co-religionists celebrating Kemal's victory have instilled immense fear in Britain. This recent issue, observed internationally, is less a dispute between Greece and Turkey and more a confrontation between the British government and the Ankara (안코라) government, or more accurately, between Lloyd George (로이드) and Kemal Pasha (케멜파사). <79>
This recent storm cloud that has arisen centered on Greece and Turkey has recreated the pre-European War state of the Balkans. Issues that were once clamorously discussed by the Allied side, such as the German reparations problem (獨逸賠償問題) and the Russia problem (對露問題), have silently vanished like scattered clouds and residual smoke, and only the sound of the victory drums of Kemal's (케멜) army shatters the eardrums of the Great Powers' children. Just as the people along the route cheered "Long live the Emperor!" with baskets of food and jugs of drink when Napoleon (那翁) landed in France (佛國) a hundred years ago, today Muslims (回回敎徒) all over the world shout cries of "Long live Kemal Pasha (케멜파사)!" Turkey, once called the "Sick Man of the East" (東方의 病人), has newly obtained a life-giving elixir, and the crescent flag, once hidden in dark clouds, will fly again in the skies of Constantinople (君府), becoming an object of admiration for the world. This uprising of Turkey will not only ripple through the Far East political situation but will also extend far to the European political situation, nay, the world political situation. Existing unreasonable, unnatural, one-sided international treaty documents cannot literally bind a nation seeking resurrection. We understand Turkey's uprising in the same sense that Europe was created by Napoleon (那翁) in the 19th century – it shows a good model for the new reconstruction of the 20th-century world. The awakening and rising of nations that had passively endured humiliation, contempt, and abuse from the strong, engaging in new movements and new activities, cannot be overlooked casually. The old empire has now risen. The world henceforth will be eventful. The one who first dropped a major bomb into this eventful world is Mustafa Kemal Pasha (머스타피아·케멜·파사), currently 41 years old, the same age as Napoleon when he ascended the French imperial throne and held supreme power. He is a middle-aged military man, the son of a customs official in Salonika (사로니카), now Greek territory, who entered the military preparatory school in Monastir (모나스치-루) at the age of 12. <80>

**Summary**

The article details the decline of the Ottoman Empire over 50 years, culminating in the harsh Treaty of Sèvres after WWI. It attributes the decline to internal decay and external pressures from European powers and Balkan nationalism. However, it highlights the awakening of Turkish nationalism, embodied by the Committee of Union and Progress and later Mustafa Kemal Pasha. The recent Turkish victory over Greece (backed by some Allied powers) is presented as a stunning reversal, driven by this awakened national spirit and military resolve, effectively nullifying the Sèvres treaty. The author sees this resurgence not just as a regional conflict but as a world-shaking event, deeply unsettling powers like Britain and offering a powerful example for other oppressed nations seeking revival.

For historians of Korean colonial history, this article is particularly interesting. Written by a Korean author (likely under a pseudonym invoking Korea, "靑邱散人") during Japanese rule, it uses the Turkish example to implicitly discuss themes of national humiliation, foreign intervention, the failures of imposed treaties, national awakening, military resistance, and the potential for resurgence against powerful empires. The focus on Kemal Atatürk as a national hero leading a revival against seemingly overwhelming odds would have resonated strongly with a Korean audience facing colonial oppression and dreaming of independence. The comparison to Napoleon and the framing of Turkey's success as a "good model for the new reconstruction of the 20th-century world" suggests a hopeful, albeit veiled, message about the potential for colonized peoples to assert their sovereignty.

**Named Entities**

土耳其	터키	T'ŏgi (Turkey)
巴爾斡半島	발칸 반도	Palgan Pando (Balkan Peninsula)
露西亞	러시아	Nosia (Russia)
슬라부族	슬라브족	Sŭllabu-jok (Slav people)
希臘	희랍	Hŭirap (Greece)
羅馬	로마	Roma (Rome)
歐洲	유주	Yuju (Europe)
몬테네그로	몬테네그로	Mont'enegŭro (Montenegro)
基督敎徒	기독교도	Kidokkyodo (Christian)
露土戰爭	노토전쟁	No-T'o Chŏnjaeng (Russo-Turkish War)
英佛	영불	Yŏng-P'ul (Britain-France)
산스터피아노 條約	산스테파노 조약	San Sŭt'ep'iano Choyak (Treaty of San Stefano)
羅馬尼亞	로마니아	Romania (Romania)
塞耳維	세르비	Seěrwi (Serbia)
黑山國	흑산국	Hŭksan'guk (Montenegro)
뎃사리아	테살리아	Tesaria (Thessaly)
에히로스	에피로스	Ehirosŭ (Epirus)
勃牙爾雅	불가리아	Pŏryary'a (Bulgaria)
헤루쓰에고삐나	헤르체고비나	Herŭssŭegoppina (Herzegovina)
뽀스니아	보스니아	Posŭnia (Bosnia)
墺太利	오스트리아	O T'aeri (Austria)
알바니아	알바니아	Albania (Albania)
獨墺	독오	Tog-O (Germany-Austria)
따따넬스海峽	다르다넬스 해협	Ttattanelsŭ Haehyŏp (Dardanelles Strait)
小亞細亞	소아시아	So Asia (Asia Minor)
君府	군부	Kunbu (Constantinople/Istanbul)
聯合國	연합국	Yŏnhapguk (Allied Powers)
스필나州	스미르나 주	Sŭp'ilna Chu (Smyrna Province)
시리아國	시리아 국	Siria Kuk (Syria)
佛國	불국	Pulguk (France)
메소포타미아	메소포타미아	Mesop'ot'amiya (Mesopotamia)
英國	영국	Yŏngguk (Britain/England)
알메니아	아르메니아	Almenia (Armenia)
헤지야	헤자즈	Hejiya (Hejaz)
阿剌比亞	아라비아	Arabi'a (Arabia)
세뿔條約	세브르 조약	Sepp'ul Choyak (Treaty of Sèvres)
머스타, 피어, 케멜	무스타파 케말 등	Mŏsŭt'a, P'iŏ, K'emel (Mustafa Kemal, etc.)
統一進步委員會	통일진보위원회	T'ongil Chinbo Wiwŏnhoe (Committee of Union and Progress)
國民黨	국민당	Kungmindang (Nationalist Party)
케멜	케말	K'emel (Kemal)
만코라	앙카라	Mank'ora (Ankara)
안코라	앙카라	Ank'ora (Ankara)
아히온	아피온	Ahion (Afyon)
英佛伊 三國	영불이 삼국	Yŏng-P'ul-I Samguk (Britain-France-Italy Trio)
倫敦	런던	Yundon (London)
伊	이	I (Italy)
떼레지크	테레지크?	Tterejiŭk (Terezik?)
메아레돌 河線	메아레돌 하선?	Mearedol Hasŏn (Mearedol River Line?)
가노스	가노스?	Kanosŭ (Ganos?)
길크기릿세	키르크킬리세?	Kilk'ŭgirisse (Kirk Kilise/Kırklareli?)
波斯	파사	P'asa (Persia)
勞農政府	노농정부	Nonong Chŏngbu (Worker-Peasant Government / Soviet Government)
獨逸	독일	Togil (Germany)
로이드쪼오지	로이드 조지	Roidŭ Tchŏŏji (Lloyd George)
印度	인도	Indo (India)
埃及	애급	Aegŭp (Egypt)
勞働問題	노동문제	Nodong Munje (Labor Problem)
那翁	나옹	Na Ong (Napoleon)
回回敎徒	회회교도	Hoehoe Kyodo (Muslims)
케멜파사	케말 파샤	K'emel P'asa (Kemal Pasha)
사로니카	살로니카	Saronik'a (Salonika/Thessaloniki)
모나스치-루	모나스티르	Monasŭch'i-ru (Monastir/Bitola)

**Glossary**

蹶起	궐기	Uprising, rising up
衰退	쇠퇴	Decline, decay
萌芽	맹아	Sprout, beginning, seed
已久	이구	Already long time ago
發露	발로	Reveal, manifest
巴爾斡	발칸	Balkan (phonetic transcription)
混住	혼주	To live mixed together
種族	종족	Ethnic group, race
次	차	Next
加之	가지	Furthermore, moreover
各異	각이	Each different
頻頻	빈빈	Frequently
魔手	마수	Demonic hand, evil influence
惹起	야기	To cause, bring about
益甚	익심	Increasingly severe
腐心	부심	To be engrossed in, to rack one's brains over
口實	구실	Pretext, excuse
遂	수	Finally, eventually (used before verbs)
割讓	할양	To cede territory
領土	영토	Territory
太半	태반	Greater part, majority
喪失	상실	Loss, forfeiture
從하야	종하여	Subsequently, following that (Older form of 종하여)
干涉	간섭	Intervention, interference
受치 아니치 못하게 되엇다	받지 아니치 못하게 되었다	Could not avoid receiving (Double negative emphasis; older grammar/spelling)
倂呑	병탄	Annexation
乘하야	승하여	Taking advantage of (Older form of 승하여)
企畫	기획	Plan, project
方哩	방리	Square mile (哩 is phonetic for 'mile')
縮小	축소	Reduction, shrinkage
慘境	참경	Miserable situation, tragic state
至하얏다	지하였다	Reached (Older form of 이르렀다/지했다)
如斯히	여사히	Like this, thus (Archaic form)
殆히	태히	Almost, nearly (Archaic form)
爾後	이후	Thereafter, afterwards
冷酷	냉혹	Cold-hearted, cruel
對偶	대우	Treatment
甘受	감수	To endure passively, accept resignedly
雪上加霜	설상가상	Adding frost to snow (idiom: adding insult to injury)
加擔	가담	To join, participate in
殘在	잔재	Remaining
沿岸	연안	Coast, shore
共히	공히	Together with (Older form of 함께)
監視	감시	Surveillance, supervision
委任統治	위임통치	Mandate rule
分離	분리	Separation, division
殘存	잔존	Remaining, surviving
不毛之地	불모지지	Barren land
規定	규정	Regulation, provision
依한 者	의한 자	That which is based on (Nominalized clause)
過酷	과혹	Excessively harsh
紊亂	문란	Disorder, chaos
衰滅	쇠멸	Decline and fall, extinction
正比例	정비례	Direct proportion
泰平	태평	Peace, tranquility
勤勉	근면	Diligence
進取	진취	Progressive spirit, enterprise
勇敢	용감	Bravery, courage
滅失	멸실	To be lost, disappear
怠惰	태타	Laziness, indolence
淫逸	음일	Licentiousness, debauchery
虛飾	허식	Vanity, ostentation
退嬰	퇴영	Passivity, retrogression
暗鬪	암투	Secret strife, intrigue
是事	시사	To make something one's business, engage in
壯嚴	장엄	Magnificent, solemn
化하야	화하여	Becoming, turning into (Older form of 화하여)
漂浪客	표랑객	Wanderer, drifter
角逐	각축	To compete fiercely
腐敗	부패	Corruption, decay
極甚	극심	Extreme
百鬼	백귀	All sorts of demons/evils
晝行	주행	To walk about in daylight
緋色	비색	Crimson color
新月旗	신월기	Crescent flag
陣頭	진두	Front lines, vanguard
飄揚	표양	To flutter, wave
席捲	석권	To sweep over, conquer
昔日	석일	Old days, former times
剛勇	강용	Strong bravery, valor
尙今	상금	Still now (Archaic)
腦中	뇌중	In the brain/mind
制定	제정	Enactment, establishment
憲法	헌법	Constitution
實行	실행	Implementation, practice
不識不知	부지부지	Unknowingly, unconsciously
無限	무한	Infinite, limitless
思想	사상	Thought, ideology
與하고	여하고	Giving, providing (Older form of 주고)
警鍾	경종	Alarm bell
睡眠	수면	Sleep
漸次	점차	Gradually
覺醒	각성	Awakening
特히	특히	Especially (Older spelling)
慨世憂國	개세우국	Lamenting the times and worrying about the nation
士	사	Scholar, gentleman, soldier, person of merit
注目	주목	Attention, notice
可한 事	가한 사	A matter worthy of (doing)
先導者	선도자	Leader, pioneer
中心	중심	Center
專制政治	전제정치	Autocratic politics, despotism
打破	타파	To overthrow, break down
對外抵抗	대외저항	Resistance against foreign powers
目標	목표	Goal, objective
結社	결사	Association, society
强壯	강장	Strong, robust
團軆	단체	Group, body, organization (軆 is older form of 體)
長久間	장구간	For a long time
儼然	엄연	Solemnly, imposingly
後身	후신	Successor, later form
率한	솔한	Led by (Older form of 이끈)
無關	무관	Unrelated, irrelevant
固有	고유	Inherent, unique
猛勇性	맹용성	Fierce bravery, ferocity
發揮	발휘	Display, exhibition (of talent/power)
極端	극단	Extreme
直接行動	직접행동	Direct action
比하면	비하면	Compared to
實로	실로	Truly, indeed
霄壤之差	소양지차	Difference between heaven and earth (idiom: vast difference)
羈絆	기반	Yoke, fetters, bonds
離하야	이하여	Leaving, separating from (Older form of 떠나서)
版圖	판도	Territory, domain
恢復	회복	Recovery, restoration
恒常	항상	Always, constantly
苦心	고심	Hard effort, pains
一敗塗地	일패도지	To suffer a crushing defeat (idiom)
見하고	견하고	Seeing (Older form of 보고)
好機	호기	Good opportunity
開始	개시	Start, commencement
蒙하고	몽하고	Suffering, incurring (Older form of 입고)
終始	종시	From beginning to end
消滅	소멸	Disappearance, extinction
敢然	감연	Boldly, resolutely
締結	체결	Conclusion (of a treaty)
讓與	양여	To cede, grant
翹望	교망	Earnest desire, aspiration
條件	조건	Condition, term
不肯	불긍	To not consent, refuse
一派	일파	Faction, group
極力	극력	With all one's strength
反抗	반항	Resistance, opposition
是에 先하야	이에 선하여	Prior to this (Older form)
據하야	거하여	Based in, occupying (Older form)
領土保全	영토보전	Territorial integrity
主權尊重	주권존중	Respect for sovereignty
對抗	대항	To confront, oppose
戰後	전후	Post-war
疲弊	피폐	Exhaustion, impoverishment
餘裕	여유	Room, capacity, leeway
玆에	자에	Hereupon, therefore (Archaic)
承認	승인	Approval, recognition
擊滅	격멸	To annihilate, destroy
出兵	출병	Dispatch of troops
占領	점령	Occupation
互相	호상	Mutually
一勝一敗	일승일패	One win, one loss
狀態	상태	State, condition
在하얏다	재하였다	Was in (a state) (Older form of 있었다)
調和	조화	Harmony, mediation
改訂	개정	Revision, amendment
歸하고	귀하고	Returning to (Older form)
地域	지역	Region, area
單히	단히	Merely, simply (Older form of 단지)
限하랴 하얏스나	한하려 하였으나	Tried to limit, but... (Older form)
兩方	양방	Both sides
成立치 못하얏다	성립치 못하였다	Could not be established/achieved (Older form)
攻勢	공세	Offensive
失敗	실패	Failure
終한 後	종한 후	After ending
調停	조정	Mediation, arbitration
努力	노력	Effort
何時까지든지	하시까지든지	Indefinitely, until whenever (Older form)
武力	무력	Military force
決心	결심	Determination, resolution
更히	갱히	Again, further (Older form of 다시)
戰況	전황	War situation
有利	유리	Advantageous
發展	발전	Development, progress
幾히	기히	Nearly, almost (Older form)
附近	부근	Vicinity, neighborhood
壓迫	압박	Pressure, oppression
翼側	익측	Flank (military)
逆襲	역습	Counterattack
意外	의외	Unexpected
奏功	주공	To be successful, achieve results
奮陣地	분진지	Hard-fought position? Original position? (Meaning slightly unclear)
退却	퇴각	Retreat
共히	공히	Both (Older spelling of 같이/함께)
財政	재정	Finance
困難	곤란	Difficulty
軍費	군비	Military expenses
負擔	부담	Burden
難함으로	난함으로	Because it is difficult (Older form)
排却	배척	Rejection, exclusion
不拘	불구	Despite, notwithstanding
於焉間	어언간	In the meantime, while time passed (Archaic)
遷延	천연	Delay, procrastination
비롯오	비로소	For the first time, only then (Older spelling)
外相會議	외상회의	Foreign ministers' conference
休戰	휴전	Armistice, truce
還付	환부	Return, restitution
國境	국경	National border
瓦하는 線	와하는 선	Line reaching/extending to (瓦 suggests 'reaching/arriving')
撤退	철퇴	Withdrawal, retreat
條項	조항	Article, clause
通牒	통첩	Diplomatic note, notification
以內	이내	Within
開會	개회	To open a meeting/conference
實施	실시	Implementation
選定	선정	Selection
意見	의견	Opinion
一致	일치	Agreement, consensus
空然히	공연히	Fruitlessly, in vain
經過	경과	Passage (of time)
上流	상류	Upstream (Likely error for 上述 'above-mentioned')
騷擾	소요	Disturbance, unrest
戰線	전선	Battlefront
士氣	사기	Morale
不振	부진	Slump, stagnation
反하야	반하여	In contrast (Older form)
嚴守	엄수	Strict observance
秘密히	비밀히	Secretly
兵	병	Soldiers, troops
練하며	련하며	Training (Older form of 훈련하며)
武器	무기	Weapons
蓄하야	축하여	Accumulating (Older form of 쌓아서)
戰備	전비	War preparations
完成	완성	Completion
集中	집중	Concentration
疾風迅雨	질풍신우	Violent wind and fast rain (idiom: swift and fierce)
如히	여히	Like, as (Older form)
一擧	일거	One stroke, one move
繫退	계퇴	To rout, drive back in disorder
慘敗	참패	Crushing defeat
果然	과연	Indeed, as expected
如何	여하	What kind of, how
態度	태도	Attitude
爲先	위선	First of all
中亞	중아	Central Asia
赤化	적화	Communization, turning red
手	수	Hand (means, method)
伸하고	신하고	Extending (Older form)
共同	공동	Joint, common
動作	동작	Action, movement
