잡지명	개벽 제38호
발행일	1923년 08월 01일
기사제목	서울의 녀름 (Summer in Seoul)
필자	城西學人
기사형태	소식 (News/Report)

Seoul's Summer
						Sŏngsŏ Hagin

When one speaks of summer in Seoul now, one cannot help but think of the Han River (漢江). In the Han River, there is water as clear and deep as blue jade. There, one can bathe coolly, and one can set out a small boat (一葉舟) and enjoy the cool river breeze. Even if one cannot do all that, just leaning on the railing of the Railway Bridge (鐵橋) and looking down at the meandering blue water makes one's mind and body feel refreshed.

If it is a moonlit night, there is nothing more to say. A cool breeze descends from the moon, and a cool breeze rises from the water. In such surroundings, floating a boat midstream and playing in the style of Su Dongpo (蘇東坡) would be quite refreshing. However, this is something that only a man of taste with some money can do; not everyone can. The masses of Seoul, who, after eating dinner, pack the tram bound for Sin Yongsan (新龍山) heading towards the Han River Railway Bridge, mostly just walk back and forth on the pedestrian railway bridge, perhaps catching scraps of the music from pleasure-seekers (風流郞) floating up from the river, or merely envying the groups who drive boldly by in Mikado automobiles, costing 7 Wŏn per hour for no reason, loaded with kisaeng. Even just that is enough to sate the eyes and ears. Sometimes, mischievous friends stand leisurely in the middle of the railway bridge, stop an oncoming automobile, and inspect the people riding inside. When a stranger blocks the way and peers in with mischievous eyes, the bravado of the celestial pleasure-seeker (天上郞), who felt as if the world was his, must surely shatter. Only after that does the mischievous friend, as if granting a special favor, step aside even more leisurely and allow the car to pass.

Recently, as the number of pleasure-seeking men and women (風流士女) jumping to their deaths from the railway bridge has increased, a sign saying "Wait a moment" (一寸お待ち - *itchi sun omachi*) has been put up around the middle of the bridge. It means that even if one is busy on the path to the afterlife, one should stop by the police station for a moment. While the kind consideration of the police is commendable, it is doubtful whether someone rushing to jump off, hitching up their skirt hem, would see that sign and stroll over to the police station. Perhaps because of this, policemen now stand guard on the railway bridge, checking every person and automobile going onto the bridge one by one. They hold up lamps and peer closely<47> into people's faces, as if they can tell whether someone is going to die or live just by looking at their face. It seems that even someone who had no intention of dying might feel like, "Ah, screw it, let's just die," upon encountering such an unpleasant affair.

Next, associated with summer in Seoul would be the Akkobakkol mineral spring. Passing the Independence Gate (獨立門), which remains in name only, behind the Kŭmgyedong Pavilion (金鷄洞 亭子) (Sŏdaemun Prison - 西大門 監獄), where pitiful groups live, wearing clothes stained with muddy water, dripping with sweat, dragging clanging chains, and digging the earth, there is the Akkobakkol mineral spring. Now, even automobiles can go there, and a tea pavilion (茶亭) has been built. Probably 10,000 people visit a day.
Seeing people sitting on the red mountainside, devoid of a single tree, dripping with sweat, struggling desperately just to get a bowl of bland cold water is both pitiful and laughable. Indeed, for Seoul people who always drink lukewarm tap water that has lost all its vitality from lead pipes (鉛管), even a bowl of cold water gushing directly from the breast of the earth must be appreciated. However, the sight of people pushing, shoving, and shouting to get a gourd dipper of water first is something one wouldn't want to show foreign guests even in a dream.
Samch'ŏngdong (三淸洞) is also quite prosperous, and quite a few people gather at the "Pokchu Well" (복주움물). Since all water coming from cracks in rocks is medicinal water, these are also called medicinal waters.

What has been mentioned above relates to Seoul's summer and water. The Han River is water, Akkobakkol is water, Samch'ŏngdong is water. Water to look into, water to bathe in, water to drink by the gourdful. Oh right, there's also the Nightingale Rock (꾀꼬리 바위) mineral spring on Namsan (南山), quite a nice name. However, it seems not many people go to that medicinal spring.
However, in summer Seoul, one should seek not only water but also shade (樹蔭). Responding to this demand are places like Ch'ŏngnyangsa (淸凉寺) and Yŏngdosa (永道寺) outside Tongdaemun (東大門); Sŏngbuktong (城北洞) after passing Tongsŏmun (東小門); Ch'ŏngnyŏnsa (靑蓮寺), commonly known by the name Anjŏngsa (安靜寺), near the Wangsimni (往十里) tram terminus after exiting Kwanghŭimun (光熙門), colloquially called Sigumun (시구문); then a bit further out, Hŭngch'ŏnsa (興天寺), also known as Sinhŭngsa (新興寺); a bit further from there, Yaksa (藥寺); and going even further out, Hwagyyesa (華溪寺). On days like Saturdays and Sundays, Seoul personages flock there in countless numbers, some carrying kisaeng, some accompanied by two or three friends. Perhaps the most representative place among them is Ch'ŏngnyangsa. Although the name Ch'ŏngnyangsa sounds cool and refreshing, it's actually not that cool a place. Its proximity to the forests of Hongnŭng (洪陵) and convenient transportation seem to draw people there. <48> Dipping one's feet (濯足) at Segeomjŏng (洗釰亭) after passing Ch'angŭimun (彰義門), understood only when called Chahamun (紫霞門), was quite famous in the old days, but now, due to the quarry (採石場), the scenery has been ruined, and it seems few people go there anymore.

Now let's look around within the walls of the capital (長安城中)-
They say ten thousand households in Chang'an (萬戶 長安). In reality, it's probably 50,000 households. Imagine the tiles of these ten thousand, fifty thousand households scorching and sizzling in the sun's glare—how hot must it be? Imagine the smell of feces with boiling maggots from the outhouses of these 50,000 households, the stinking smell of bubbling drains from 50,000 drainage holes, the fermenting sour smell steaming from the garbage bins of 50,000 households, and among them, the smell of sweat and stinky feet evaporating from the bodies of 250,000 men and women—imagine all these smells mingling and enveloping Seoul, Chang'an; how putrid and rank must it be?
Yet, people flock to Seoul, saying it's good. They abandon the clear, cold water gushing from the earth's breast to drink lukewarm tap water; they abandon the fresh air filled with the rich fragrance of grass and trees to smell the stench of feces; they abandon places where they can sleep soundly in the shade of a pavilion tree, stripped to the waist with legs exposed, to be bitten by starved bedbugs in stuffy, dilapidated rooms with worn-out paper flooring, bundled up top and bottom even in summer; country folk surge towards "Seoul, Seoul!" as if something big has happened.
Those crowds lying down under the garbage bins by the stinking stream, on straw mats, exposed to the night dew, are also those who abandoned the countryside. The grandmothers and mothers, constantly sweating day and night in narrow kitchens while receiving sharp rebukes from the madam, the young miss, and the younger miss, their whole bodies dotted with heat rash like mung bean pancakes, are all crowds gathered from the countryside; those pulling rickshaws in broad daylight on cement roads where even oxen and horses gasp for breath, are also crowds who came up from the countryside.
For them, there is no ramie cloth fine as dragonfly wings, no fine silk gauze, no white serge Western suits, no stylish Panama straw hats; the Han River and Ch'ŏngnyangsa have no relation to them either. Furthermore, the refined pleasure of drinking beer colder than ice, poured by delicate jade hands (纖纖玉手), while worrying about catching a cold from the electric fan breeze at the Chosŏn Hotel (朝鮮호텔), Myŏngwŏlgwan (明月舘), or Kugilgwan (國一舘), is a blessing bestowed only upon the chosen few of the god of wealth (富神). Extinguishing the fire burning in one's chest with a cup of ice cream—of dubious ingredients, costing 1 chŏn 4 ri per cup, shouted out by vendors ("Eh, ice cream! Eh, ice cream!")—is also a happiness available only to the so-called<49> Fourth Class; the gentleman whose poverty exceeds his station can only tighten the knot of his coat string for the sake of appearance and gulp down his own sizzling saliva droplets.
Those with a bit of money run off to Haeundae (海雲臺), Sŏgwangsa (釋王寺), or Sambang (三防) for summer vacation, while only the losers in life (生活의 劣敗者) remain, dripping with sweat and serving as food for nasty bedbugs.

Seoul should be a beautiful city. It is a city with extremely beautiful natural scenery. Seoul is definitely not a city unbearable in summer. It is not a hot and humid place like Tokyo (東京) or Shanghai (上海). The only thing lacking is human effort (人工). When will we ever live in a Seoul made cool and clean by our own hands? <50>

**Summary**

The article "Summer in Seoul" by Sŏngsŏ Hagin, published in 1923, describes the ways Seoul residents cope with the summer heat. It contrasts the leisure activities of the wealthy—boating on the Han River, visiting temples like Ch'ŏngnyangsa, drinking iced beer in luxurious establishments—with the struggles of the poor majority. The author vividly portrays the crowds flocking to mineral springs like Akkobakkol, enduring unpleasant conditions for a sip of cold water, and highlights the overwhelming heat, stench, and poor sanitation within the city proper. The piece laments the influx of rural people seeking a better life in Seoul, only to face hardship, exploitation, and squalor, while the privileged escape the city's discomforts. It ends with a yearning for a cleaner, cooler Seoul built by Koreans themselves.

From a historical perspective, the article offers a stark glimpse into the social stratification and living conditions in colonial Seoul. The descriptions of poor sanitation, the stark class divide (wealthy Koreans and Japanese vs. the impoverished masses, including rural migrants), the mention of Japanese police surveillance on the Han River bridge (ostensibly for suicide prevention but also implying control), and the final expression of desire for self-improvement of the city ("by our own hands") reflect the realities and aspirations under Japanese rule. Historians might find the detailed descriptions of popular leisure spots, the commentary on urban problems (heat, smell, overcrowding), and the portrayal of social dynamics particularly valuable.

**Named Entities**

漢江	한강	Han River
鐵橋	철교	Ch'ŏlgyo (Railway Bridge)
蘇東坡	소동파	Su Dongpo
新龍山	신용산	Sin Yongsan
妓生	기생	Kisaeng
警察署	경찰서	Police Station
巡檢	순검	Policeman (colonial era term)
獨立門	독립문	Tŏngnimmun (Independence Gate)
金鷄洞	금계동	Kŭmgyedong
西大門 監獄	서대문 감옥	Sŏdaemun Prison
三淸洞	삼청동	Samch'ŏngdong
南山	남산	Namsan
東大門	동대문	Tongdaemun
淸凉寺	청량사	Ch'ŏngnyangsa
永道寺	영도사	Yŏngdosa
東小門	동소문	Tongsŏmun
城北洞	성북동	Sŏngbuktong
光熙門	광희문	Kwanghŭimun
往十里	왕십리	Wangsimni
安靜寺	안정사	Anjŏngsa
靑蓮寺	청련사	Ch'ŏngnyŏnsa
新興寺	신흥사	Sinhŭngsa
興天寺	흥천사	Hŭngch'ŏnsa
藥寺	약사	Yaksa (Temple name)
華溪寺	화계사	Hwagyyesa
洪陵	홍릉	Hongnŭng
彰義門	창의문	Ch'angŭimun
紫霞門	자하문	Chahamun
洗釰亭	세검정	Segeomjŏng
長安	장안	Chang'an (Metaphor for Seoul/Capital)
朝鮮호텔	조선호텔	Chosŏn Hotel
明月舘	명월관	Myŏngwŏlgwan
國一舘	국일관	Kugilgwan
海雲臺	해운대	Haeundae
釋王寺	석왕사	Sŏgwangsa
三防	삼방	Sambang
東京	도쿄	Tokyo
上海	상하이	Shanghai

**Glossary**

녀름	여름	Summer (older spelling)
업다	없다	To not exist, lack (older spelling)
깁흔	깊은	Deep (older spelling)
沐浴	목욕	Bathing
一葉舟	일엽주	Small boat (lit. one-leaf boat)
江ㅅ바람	강바람	River wind (older spelling with ㅅ genitive marker)
爽快	상쾌	Refreshing, invigorating
돈ㅅ푼	돈푼	A small amount of money (older spelling)
風流郞	풍류랑	Man of taste, pleasure-seeker
妓樂	기악	Music performed by kisaeng
羨望	선망	Envy
심술구즌	심술궂은	Mischievous, ill-natured
點檢	점검	Inspection, check
悠然히	유연히	Leisurely, calmly
恩惠	은혜	Favor, grace
容恕	용서	Forgiveness
패	패	Sign, placard
져승ㅅ길	저승길	Path to the afterlife (older spelling)
밧브더라도	바쁘더라도	Even if busy (older spelling)
셜마	설마	Surely not, hardly (older spelling)
치마ㅅ자락	치맛자락	Hem of a skirt (older spelling)
얼골	얼굴	Face (older spelling)
악바꼴	아현동 고개 vicinity	Place name, likely near Ahyŏn-dong hill (specific etymology debated)
일흠	이름	Name (older spelling)
흙물	흙물	Muddy water
불샹한	불쌍한	Pitiful, poor (older spelling)
쇠사슬	쇠사슬	Iron chains
하로에	하루에	In one day (older spelling)
비지땀	비지땀	Profuse sweat (like bean-curd dregs water)
안저서	앉아서	Sitting (older spelling)
슴슴한	슴슴한	Bland, plain tasting
어더 먹겟다고	얻어 먹겠다고	Intending to get (food/drink) (older spelling)
바가지	바가지	Gourd dipper
아우성	아우성	Outcry, clamor
繁昌	번창	Prosperity, thriving
움물	우물	Well (older spelling)
모힌다	모인다	Gather, assemble (older spelling)
약물이닛가	약물이니까	Because it is medicinal water (older spelling)
樹蔭	수음	Shade of a tree
밧게	밖에	Outside (older spelling)
갓가히	가까이	Near, close by (older spelling)
담에	다음에	Next (colloquial/older form)
녯날에는	옛날에는	In the old days (older spelling)
스나	쓰나	But, however (older conjunction form)
採石場	채석장	Quarry
殺風景	살풍경	Spoiled scenery, bleak view
城中	성중	Inside the city walls
볏헤	볕에	In the sun(light) (older spelling)
뒷간	뒷간	Outhouse, latrine
구데기	구더기	Maggot
끌는	끓는	Boiling (here, teeming with)
똥ㅅ내	똥내	Smell of feces (older spelling)
수채구멍	수채 구멍	Drain hole
쓰레기桶	쓰레기통	Garbage bin (older spelling using 桶)
薰蒸	훈증	Fuming, steaming
쉰내	쉰내	Sour smell (of spoiled food)
몽뚱이	몸뚱이	Body (colloquial/slightly vulgar)
발ㅅ고린내	발고린내	Smell of stinky feet (older spelling)
쌋슬	쌌을	To have enveloped, wrapped (older spelling)
고리겟나	고리겠나	How rank/stinky it must be! (older spelling/form)
마트러	맡으러	To smell (older spelling/form)
馥郁	복욱	Fragrant, aromatic
벗고	벗고	Taking off (clothes)
내어도코	내어놓고	Exposing, putting out (older spelling)
졍자 나무	정자나무	Pavilion tree (large tree providing shade)
낫잠	낮잠	Nap (older spelling)
아레 우	아래 위	Below and above, top and bottom
쟝판	장판	Paper flooring
빈대	빈대	Bedbug
뜻기러	뜯기러	To be bitten by (older spelling/form)
싀골	시골	Countryside (older spelling)
쓸어모혀든다	쓸어모여든다	Sweep in, gather in droves (older spelling)
개쳔	개천	Stream, brook (older spelling)
쓸에기통	쓰레기통	Garbage bin (older spelling)
미테	밑에	Under, below (older spelling)
셤ㅅ거적	섬 거적	Straw mat (older spelling)
맛는	맞는	Being exposed to (weather)
땀띄	땀띠	Heat rash
돗는	돋는	Sprouting, appearing (older spelling)
무리	무리	Group, crowd
씨멘트	시멘트	Cement
낫에	낮에	In the daytime (older spelling)
人力車	인력거	Rickshaw
모시	모시	Ramie fabric
파나마 麥藁	파나마 맥고	Panama straw hat (麥藁 = straw)
하물며	하물며	Let alone, not to mention
扇風機	선풍기	Electric fan
感氣	감기	A cold (illness)
纖纖玉手	섬섬옥수	Slender jade hands (idiom for beautiful female hands)
어름	얼음	Ice (older spelling)
麥酒	맥주	Beer
富神	부신	God of wealth
選民	선민	Chosen people
아스꾸리	아이스크림	Ice cream (older phonetic transcription)
외오는	외치는	Shouting, crying out (older spelling/form)
자리	짜리	Worth (unit/suffix, often implying cheapness) (older spelling/form)
成分	성분	Ingredient, component
가난방이	가난뱅이	Poor person, pauper
紳士	신사	Gentleman
軆面	체면	Face, dignity, honor (older hanja spelling for 체)
우틔ㅅ고름	웃옷고름	Upper garment tie/string (older spelling)
침방울	침샘 방울	Droplets of saliva (older spelling/form)
避暑	피서	Summering, escaping the heat
生活의 劣敗者	생활의 열패자	Losers in life (Social Darwinist term)
짓구즌	짓궂은	Nasty, mischievous (older spelling)
都會	도회	City, metropolis
景致	경치	Scenery, view
炎蒸	염증	Sweltering heat and humidity
人工	인공	Human effort, artificiality
-e 

---------------------------


잡지명	개벽 제38호
발행일	1923년 08월 01일
기사제목	서울의 녀름
필자	城西學人
기사형태	소식

서울의 녀름
						城西學人
서울의 녀름이라면 지금은 漢江을 聯想아니할 수 업다. 漢江에는 靑玉과 가티 맑고 깁흔 물이 잇다. 거긔서는 시원하게 沐浴할 수 잇고 一葉舟를 노하 서늘한 江ㅅ바람을 쏘일 수가 잇다. 그것은 다 못하더라도 鐵橋의 欄干에 기대어 구비지는 푸른 물을 나려다 보기만 하여도 心身이 爽快하여지는 것이다.
만일 달 밝은 밤이면 더 말 할 것 업다. 달에서는 서늘한 바람이 나리고 물에서는 서늘한 바람이 오른다. 이러한 속에 배를 中流에 노하 蘇東坡式으로 놀면 퍽 시언도 할 것이다. 그러나 이것은 돈ㅅ푼이 잇는 風流郞이 아니고는 저마다는 못하는 일이다. 저녁을 먹고나서 新龍山行 電車가 터져라 하고 漢江鐵橋로 向하는 서울의 大衆은 대개 人道鐵橋로 왓다 갓다하면서 江上으로 울어오는 風流郞의 妓樂ㅅ부스럭이를 어더듯기나 일도 업시 한 時間에 7圓씩이나 주는 미까도 自働車에 妓生을 싯고 豪氣롭게 달려오는 무리를 羨望할 뿐이다. 그만하여도 足히 눈과 귀는 배 불릴만하다. 간혹 심술구즌 친구는 鐵橋 한복판에 悠然히 서서 달려오는 自働車를 停止를 식히고는 車內에 타고 안즌 人物을 點檢도 한다. 난데업는 작쟈가 길을 가로막고 심술스런 눈으로 기웃기웃 들여다 볼 때에는 天下가 내 것인 듯하던 天上郞의 豪氣도 그만 깨어질 것이다. 그런 뒤에야 심술구즌 친구는 特別한 恩惠로 容恕하는 드시 더욱 悠悠히 길을 비켜서서 車의 通行을 許한다.
