**Header Section:**
Magazine Title: 개벽
Publication Date: 1923년 08월 01일 (August 1, 1923)
Article Title: 鴨江 以南 淸川 以北을 大軆로 말하면 (Speaking Generally of the Area South of the Yalu River and North of the Ch'ŏngch'ŏn River)
Author: Not specified
Article Type: 소식 (News/Information)

**Body Text Translation:**
Speaking Generally of the Area South of the Yalu River and North of the Ch'ŏngch'ŏn River

What kind of place is it?
South of the Yalu River (鴨綠江), North of the Ch'ŏngch'ŏn River (淸川江) - without asking, it must be North P'yŏngan Province (平安北道). That is, the current North P'yŏngan Province, with an area of 1,844 square *ri* (方里), comprising 1 *pu* (府), 19 *kun* (郡), 194 *myŏn* (面), and 1,442 *tong* (洞), with a population of 1,335,652 people in 225,984 households.

Location
This province is located at the northwestern tip of the Korean Peninsula. To the east, it borders South Hamgyŏng Province (咸鏡南道); to the south, it borders South P'yŏngan Province (平安南道); to the west, it faces the Yellow Sea (黃海); and to the north, it faces various counties of Manchuria, China – Changpai (長白), Linjiang (臨江), Ji'an (輯安), Kuandian (寬甸), and Andong (安東) – across the long flow of the famous Yalu River (鴨綠江). It is approximately 75 *ri* east to west and approximately 65 *ri* north to south, with an area slightly over 1,844 square *ri* as previously indicated.

Topography
Perhaps because it is located in the northwest, this province generally has many mountains and few plains. The southwestern areas, namely Pakch'ŏn (博川), Chŏngju (定州), Sŏnch'ŏn (宣州), Ch'ŏlsan (鐵山), Yongch'ŏn (龍川), and Ŭiju (義州), are somewhat open, but the northeastern areas, that is, the nine *ŭp* (邑) along the river and other intermediate regions, are mostly mountainous. The Nangnim Mountains (狼林山) (2,014 *ch'ŏk* - 尺) and Sobaek Mountains (小白山) (2,174 *ch'ŏk*) branching out from Paektu Mountain (長白山) dominate the northeast of the province, and their spurs run southwest, forming great peaks and ranges such as Pindŏknan Mountain (避德難山), Pirae Peak (飛來峯), and Ch'ŏnma Mountain (天摩山).<65>

Rivers
The Yalu River (鴨綠江) – a great river of the East, a major river of Korea. The Yalu River originates from Ch'ŏnji (天池) Lake on Paektu Mountain (白頭山), flows south, merges with the Hŏch'ŏn River (虛川江) and Changjin River (長津江), enters this province, and collects the waters of the Namsa (南社), Huch'ang (厚昌), Chasŏng (慈城), Tongno (禿魯), and Ch'ungman (忠滿) rivers. It also merges with tributaries from Manchuria like the Hun River (渾河) and Ai River (靉河). Near Ŭiju (義州), it splits into two or three branches, forming Kuri Island (九里島), Ŏjŏk Island (於赤島), Kŏmdong Island (黔同島), and the Wihwa Islands (威化列島). It merges again into one river at Sagu Ferry (砂口鎭) and then divides again near Yongamp'o (龍岩浦), forming Yuch'o Island (柳草島), Tasa Island (多獅島), and Sin Island (薪島) through sedimentation before flowing into the Yellow Sea (黃海). Its total length is truly over 200 *ri*, with the length within this province alone being 162 *ri*, comparable to the distance from Pusan (부산) to Sariwŏn (사리원) in Hwanghae Province (황해도). Its basin is heavily mountainous and densely covered with large forests, making it world-famous for timber production. As a great river marking the national border, the upstream and downstream traffic of goods and grains is also considerable. Ships of around 2,000 tons can navigate up to Chunggangjin (中江鎭), and boats with a capacity of 20 *sŏk* (石) can travel up to Sin'galp'a (新乫坡). Except during the freezing period, it is constantly bustling with activity.
Besides this, the Ch'ŏngch'ŏn River (淸川江), which forms the border with South P'yŏngan (南平), and the Taeryŏng River (大寧江), which originates in Ch'angsŏng (昌城) and Sakchu (朔州) and flows through T'aech'ŏn (泰川) and Pakch'ŏn (博川), also offer significant transportation convenience.

Climate
With many mountains and few plains, and located in the northwest, it naturally has a continental climate. Situated around 40 degrees North latitude, the climate is harsh. In winter, temperatures of around minus 20 degrees Celsius are common, and in some areas, it can drop to minus 40 degrees Celsius. Every year around November, it typically freezes over, thawing only in April or May of the following year. Rainfall is scarce, and the north wind with snow often makes it difficult for people to stand upright; this is the usual climate.

What is its History?
The changes in this province have always been linked with South P'yŏngan Province. After passing through the Chosŏn of Tan'gun (檀君) and Kija (箕子), it belonged to Wiman Chosŏn (衛滿朝鮮), and then <66> when Emperor Wu of Han (漢武帝) established the Four Commanderies, most of it belonged to Lolang Commandery (樂浪郡), with a northeastern part belonging to Hsüant'u Commandery (玄菟郡). Later, it became territory of Koguryŏ (高句麗). During the reign of King Pojang (寶藏王) of Koguryŏ, King Munmu (文武王) of Silla (新羅), together with Tang general Li Shiji (李勣), attacked and it became Silla territory. Later, it became the territory of T'aejo (太祖) of Koryŏ (高麗). When King Sŏngjong (成宗), the 6th monarch of Koryŏ, unified the peninsula and divided it into 10 provinces (*to* - 道), it became Haesŏ-do (海西道) along with P'yŏngnam (平南). It later became Pukhae (北海), and during the reign of King Sukchong (肅宗), it was renamed Sŏbungmyŏn (西北面). During times of fortune and misfortune (幸禍之時), it was also called Sŏhae-do (西海道). During the reign of King T'aejong (太宗) of the Yi Dynasty (李朝), it was called P'yŏngan-do (平安道). In the 504th year of the dynasty's founding (開國 504年), when Chosŏn was divided into 10 provinces (*to*), the land of this province fell under the jurisdiction of the two *pu* (府) of Ŭiju (義州) and Kanggye (江界). In the 505th year of the dynasty's founding (開國 505年), it was named P'yŏngan Pukto (平安北道), which it remains to this day.

North P'yŏngan's Extremities
Easternmost Point: Songjŏn-dong (松田洞), Tong'o-myŏn (東奧面), Huch'ang-gun (厚昌郡) - East Longitude 127.38 degrees
Westernmost Point: Maan-dong (馬鞍洞), Sin-do myŏn (薪島面), Yongch'ŏn-gun (龍川郡) - East Longitude 124.11 degrees
Southernmost Point: Nap-to (蠟島), Nam-myŏn (南面), Sŏnch'ŏn-gun (宣川郡) - North Latitude 39.16 degrees
Northernmost Point: Ch'u-do (楸島), Yŏyŏn-myŏn (閭延面), Chasŏng-gun (慈城郡) - North Latitude 41.48 degrees

Occupations in North P'yŏngan <67>

1. By Household and Population

2. By Occupation
<65-67>

**Summary**

This 1923 article from the magazine *Kaebyŏk* provides a geographical and historical overview of North P'yŏngan Province (平安北道) in Korea, defined as the area south of the Yalu River and north of the Ch'ŏngch'ŏn River. It details the province's location bordering Manchuria, its mountainous topography dominated by spurs of the Paektu range, its major rivers like the Yalu and Taeryŏng which are vital for transport and timber, and its harsh continental climate. The article briefly traces its administrative history from ancient Chosŏn through various commanderies, Koguryŏ, Silla, Koryŏ, and the Yi Dynasty, noting its final establishment as North P'yŏngan Province in 1896 (開國 505年). It concludes by listing the province's geographical extremities and indicating a forthcoming section on population and occupation statistics.

From a colonial history perspective, the article is interesting for its factual, descriptive tone devoid of overt political commentary, presenting North P'yŏngan as a geographical and administrative unit of Korea under Japanese rule. The detailed description of resources like timber and transportation routes (especially the Yalu River bordering Manchuria) highlights the region's economic and strategic importance. Historians might find the specific data on administrative divisions, population (from the Japanese colonial census), geography, and the framing of the historical narrative (starting from Tan'gun, acknowledging Chinese influence like the Han commanderies, and tracing Korean dynasties) useful for understanding contemporary Korean geographical knowledge and identity articulation within the colonial context. The reference to "開國" (founding of the dynasty) years for dating the final provincial division is also a notable detail reflecting Yi Dynasty conventions.

**Named Entities**

鴨綠江	압록강	Amnokkang
淸川江	청천강	Ch'ŏngch'ŏn'gang
平安北道	평안북도	P'yŏngan Pukto
朝鮮	조선	Chosŏn
咸鏡南道	함경남도	Hamgyŏng Namdo
平安南道	평안남도	P'yŏngan Namdo
黃海	황해	Hwanghae (Yellow Sea)
中國	중국	Chunguk (China)
滿洲	만주	Manju (Manchuria)
長白	장백	Changbaek (Changpai)
臨江	임강	Imgang (Linjiang)
輯安	집안	Chiban (Ji'an)
寬甸	관전	Kwanjŏn (Kuandian)
安東	안동	Andong
博川	박천	Pakch'ŏn
定州	정주	Chŏngju
宣州	선주	Sŏnju (refers to Sŏnch'ŏn)
鐵山	철산	Ch'ŏlsan
龍川	용천	Yongch'ŏn
義州	의주	Ŭiju
長白山	장백산	Changbaek-san (refers to Paektu Mountain)
狼林山	낭림산	Nangnim-san
小白山	소백산	Sobaek-san
避德難山	피덕난산	Pindŏknan-san
飛來峯	비래봉	Pirae-bong
天摩山	천마산	Ch'ŏnma-san
白頭山	백두산	Paektu-san
天池	천지	Ch'ŏnji
虛川江	허천강	Hŏch'ŏn'gang
長津江	장진강	Changjin'gang
南社	남사	Namsa (River)
厚昌	후창	Huch'ang (River/Gun)
慈城	자성	Chasŏng (River/Gun)
禿魯	독로	Tongno (River)
忠滿	충만	Ch'ungman (River)
渾河	혼하	Honha (Hun River)
靉河	애하	Aeha (Ai River)
九里島	구리도	Kuri-do
於赤島	어적도	Ŏjŏk-do
黔同島	검동도	Kŏmdong-do
威化列島	위화열도	Wihwa Islands
砂口鎭	사구진	Sagu-jin
龍岩浦	용암포	Yongamp'o
柳草島	유초도	Yuch'o-do
多獅島	다사도	Tasa-do
薪島	신도	Sin-do
부산	부산	Pusan
황해도	황해도	Hwanghae-do
사리원	사리원	Sariwŏn
中江鎭	중강진	Chunggangjin
新乫坡	신갈파	Sin'galp'a
昌城	창성	Ch'angsŏng
朔州	삭주	Sakchu
泰川	태천	T'aech'ŏn
大寧江	대녕강	Taeryŏng-gang
檀君	단군	Tan'gun
箕子	기자	Kija
衛滿朝鮮	위만조선	Wiman Chosŏn
漢武帝	한무제	Han Muje (Emperor Wu of Han)
樂浪郡	낙랑군	Nangnang-gun (Lolang Commandery)
玄菟郡	현도군	Hyŏndo-gun (Hsüant'u Commandery)
高句麗	고구려	Koguryŏ
寶藏王	보장왕	Pojang Wang (King Pojang)
新羅	신라	Silla
文武王	문무왕	Munmu Wang (King Munmu)
唐將	당장	Tang General
李勣	이적	I Chŏk (Li Shiji)
高麗	고려	Koryŏ
太祖	태조	T'aejo
成宗	성종	Sŏngjong
海西道	해서도	Haesŏ-do
北海	북해	Pukhae (Province Name)
肅宗	숙종	Sukchong
西北面	서북면	Sŏbungmyŏn
西海道	서해도	Sŏhae-do
李朝	이조	I-jo (Yi Dynasty)
太宗	태종	T'aejong
平安道	평안도	P'yŏngan-do
江界	강계	Kanggye
厚昌郡	후창군	Huch'ang-gun
東奧面	동오면	Tong'o-myŏn
松田洞	송전동	Songjŏn-dong
龍川郡	용천군	Yongch'ŏn-gun
薪島面	신도면	Sin-do myŏn
馬鞍洞	마안동	Maan-dong
宣川郡	선천군	Sŏnch'ŏn-gun
南面	남면	Nam-myŏn
蠟島	납도	Nap-do
慈城郡	자성군	Chasŏng-gun
閭延面	여연면	Yŏyŏn-myŏn
楸島	추도	Ch'u-do

**Glossary**

鴨江	압강	Abbreviation for 鴨綠江 (Amnokkang, Yalu River).
以南	이남	South of.
淸川	청천	Abbreviation for 淸川江 (Ch'ŏngch'ŏn'gang, Ch'ŏngch'ŏn River).
以北	이북	North of.
大軆	대체	Generally, for the most part. (Older spelling/Hanja usage for 대체).
엇던	어떤	What kind of, which. (Older spelling).
뭇지	묻지	Ask. (Older spelling, 뭇다 -> 묻다).
안아도	않아도	Even without (doing something). (Older spelling contraction).
이겟다	이겠다	It must be, it would be. (Older spelling).
卽	즉	Namely, that is.
갓치	같이	Like, as. (Older spelling).
조곰	조금	A little, slightly. (Older spelling).
남즛하다	남짓하다	To be slightly over, exceed slightly. (Older spelling).
位하얏다	위하였다	Is located. (Older spelling/form of 위치하다).
界하고	계하고	Borders, forms a boundary with. (계하다).
臨하고	임하고	Faces, fronts onto. (임하다).
挾하야	협하여	Across, straddling, holding between. (Older form of 협하다).
相對方	상대하여	Facing each other. (Older form of 상대하다).
奔出	분출	To gush out, branch out from.
壓하고	압하고	Presses upon, dominates (geographically). (압하다).
支肢	지지	Branches, spurs (of a mountain range).
分走	분주	To run apart, branch out running.
成하얏다	성하였다	Formed, constituted. (Older spelling/form of 성하다).
發源하야	발원하여	Originating from. (Older form of 발원하다).
合하야	합하여	Merging, joining together. (Older form of 합하다).
入하야	입하여	Entering. (Older form of 입하다).
收하고	수하고	Collects, gathers (waters). (수하다).
至하야	지하여	Reaching, arriving at. (Older form of 지하다).
成하고	성하고	Forming, creating. (Older form of 성하다).
堆城하고	퇴성하고	Formed by deposition/sedimentation. (퇴성하다).
流長	유장	Length of a river's course.
寶로	보로	Truly, indeed. (Seems to be an adverbial form, perhaps related to 보배 'treasure' used for emphasis).
重*하고	중첩하고	Overlapping, layered (mountains). (Original text has '*' likely indicating a missing or illegible character, assumed to be 疊 based on context).
密積	밀적	Densely packed, accumulated.
劃한	획한	That marks, delineates. (획하다).
上下	상하	Upstream and downstream traffic/movement.
不少하다	부소하다	Not few, considerable, substantial.
舟楫	주즙	Boats and oars; boating, shipping.
通行하야	통행하여	Pass through, travel along. (Older form of 통행하다).
結氷期	결빙기	Freezing period, ice season.
除하고	제하고	Excluding, except for. (제하다).
帶하고	대하고	Bearing, having, exhibiting. (대하다).
잇다	있다	There is, exists. (Older spelling).
此外에	차외에	Besides this, in addition.
分界한	분계한	That divides, forms a boundary. (분계하다).
流하는	유하는	Flowing. (Older form of 흐르는 from 유하다).
亦是	역시	Also, likewise.
母論	 물론	Of course, needless to say. (Older Hanja usage for 물론).
氣像	기상	Climate, atmospheric conditions. (Also means spirit, disposition).
處하야	처하여	Being situated at/in. (Older form of 처하다).
嚴峻하니	엄준하니	Being harsh, severe. (엄준하다).
冬期	동기	Winter period.
普通이고	보통이고	Is common, ordinary.
甚하면	심하면	When severe, if extreme.
下하는	하하는	Dropping, falling (temperature). (Older form of 내리는 from 하하다).
依例로	의례로	As usual, typically, according to custom.
되얏다가	되었다가	Becoming (frozen), and then... (Older spelling/form).
翌年	익년	The following year.
解氷	해빙	Thawing, ice melting.
北雪風	북설풍	North wind with snow, blizzard.
오금	오금	Back of the knee. ( idiom '오금을 못 펴다' means to be unable to stand up straight due to fear or cold).
沿革	연혁	History, historical development.
自來로	자래로	Traditionally, since the beginning.
始終하얏나니	시종하였나니	Has always been together with, accompanied from start to finish. (Older form/spelling).
經하야	경하여	Passing through (time/dynasties). (Older form of 경하다).
屬하얏다가	속하였다가	Belonged to, and then... (Older spelling/form).
置함에	치함에	When establishing/placing. (치하다).
大部分	대부분	Most part, majority.
一部	일부	One part, a portion.
其後	기후	After that, subsequently.
領地	영지	Territory.
至하야	지하여	Reaching (a specific reign/time). (Older form of 지하다).
共攻하야	공공하여	Attacking together. (Older form of 공공하다).
되얏더니	되었더니	It became..., and then... (Older spelling/form).
分하니	분하니	Dividing. (분하다).
가티	같이	Like, together with. (Older spelling).
改稱하고	개칭하고	Renaming.
幸禍의 時	행화지시	Times of fortune and misfortune.
稱하다가	칭하다가	Was called..., and then...
稱하더니	칭하더니	Was called..., and then...
分하야	분하여	Dividing. (Older form of 분하다).
할세	할새	When doing, at the time of doing. (Older grammatical ending).
所管	소관	Jurisdiction.
되얏더가	되었더가	Had been..., and then... (Older spelling/form).
