잡지명	개벽 제13호
발행일	1921년 07월 01일
기사제목	나의 본 日本 서울 (The Tokyo, Japan I Saw)
필자	晩松 成琯鎬 (Mansong Sŏng Kwanho)
기사형태	논설 (Editorial/Essay)

The Tokyo, Japan I Saw
						Mansong Sŏng Kwanho

I previously spent about 20 days sightseeing in Tokyo, Japan. While I certainly have impressions regarding the scenery along the journey, these are merely the clichés of a sightseer, so I will omit all writing about them and only attempt to depict the Tokyo reflected in my eyes.

The surface of Tokyo reflected in my eyes was like this. Firstly, the roads of Tokyo city, for metropolitan roads, should rather be called narrow and unclean than splendid and wide. Of course, one might say this is due to the geographically and climatically damp plains and the frequent wind and rain, but it likely expresses the insufficiency of human intellect's ability to alter nature beyond its current state. The houses lined up left and right are mostly two stories or more rather than one story, and the vast majority are Japanese-style (和式) rather than Western-style (洋式). No matter how magnificent and solemn the few Western-style houses may be, their appearance gets buried within the colors of the Japanese style. Setting aside the reasons for the historical or geographical changes in Japanese-style houses, they are probably the weakest and lightest in the world. It goes without saying that weak things are easily soiled, and light things do not last long. They seem excessively weak and light even compared to our Korean-style houses (朝鮮式 家屋). Therefore, even new buildings look as if they could be blown away by the wind or washed away by the rain, and also like white clothes that get dirtier by the day. At the same time, the appearance and color of the entire metropolis flow with an atmosphere of uncleanliness and frivolity rather than splendor and solemnity. Thus, the brilliant and luxurious goods adorning the entire city in the shops lined up everywhere looked like flowers blooming on a worm-eaten tree. And since these shops displaying goods decorated their entire fronts with thin glass windows, the contents of the shops could be fully seen from the outside. Thus, it seemed to the viewer not that there was something profound hidden inside, but rather like an advertisement of “this is all there is,” showing everything without remainder. Of course, the headwear is all Western-style, but the clothing worn is Western suits for a minority, while the vast majority wear wide-sleeved Japanese clothes (和服). The clothing style called wide-sleeved clothes originally makes the human body appear smaller than it actually is, and being short is a characteristic of the Japanese people; adding to that, everyone wearing wide-sleeved clothes makes them look even smaller among the small. However, even within that small stature, it seems filled with vibrant vitality (潑潑한 生氣). This vibrant vitality alone must be the marrow that allowed them to hold hegemony in the East and stand shoulder-to-shoulder with the great powers—and at the same time, the expression of the Japanese spirit (日本魂).

Tokyo, with such a surface appearance, offers nothing particularly surprising even for a first-time visitor,<62> and there is not the slightest thought of it being splendid and solemn. However, the point of its vastness cannot but be affirmed, and what cannot be taken lightly is the vibrant vitality filling the entire metropolis.

I wanted to see the inner side of Tokyo, but I lacked sufficient time to see it, and concurrently, my discerning eye was also insufficient. It's not that I lack sights and sounds even with limited time and an insufficient eye, but even if I had them, they likely wouldn't be correct sights and sounds. Whether they are correct or incorrect views I leave to public opinion, but since writing my views is the purpose of this journal, I intend to record some impressions.

Japan viewed from the perspective of current morality is dominated by class morality rather than egalitarian morality, and individualistic morality rather than collective morality rules society. Originally, regardless of East or West, the grand trend of cultural development from the beginning until now has simply been the progression from class morality to egalitarian morality, and this will likely be true not only up to the present but also eternally into the future. Therefore, even the so-called egalitarian morality being cried out for today is also not absolute equality, and there is infinite room for it to progress further towards equality upon equality. In the end, equality probably refers to that which is best and most just, encompassing not only the present but also the endless future of this world. Japan too, entering the Meiji Restoration (維新時代) from the pure despotism of the feudal era—that is, the extreme class morality—inflicted a great blow upon itself and established a new morality, reaching the present day. While foreign trends may have caused some fluctuations in bringing that new morality to the present, the establishment of the new morality was merely adding the flavor of foreign new trends onto the cruel class morality of the past; it was not fundamentally reformed. Originally, the nature of social progress itself is such that one cannot completely destroy what has been inherited through the essence of human nature and establish something entirely different, hence the so-called new morality itself has had the skeleton of class morality implicitly buried within it. Not only that, but since the Restoration already has a history of half a century, this new morality has now also put on an old shell. It's not that foreign trends are absent, but they seem too lacking in power to freshen that old shell. Furthermore, in surrounding nations, reform movements are arising, advocating for gender equality and crying out for labor equality, establishing new morality with rapid momentum. However, Japan seems to be facing the entire world still wearing its old shell. In any case, today's Japan is not modern. It is a Japan quite different from what I had usually thought.

Because of this, officials and civilians are unequal, men and women are unequal, and the rich and poor are unequal. Officials look down on the people as if they were dirt and dust, and the people look up to officials as if they were heavenly emperors. Consequently, the fact that bureaucrats today<63> abuse their authority so much seems perhaps rooted in this reverence for officials and disdain for the people (官尊民卑). The incidents of corruption among high officials and nobles continuously reported in magazines and newspapers likely all express this. Society and the state are also organized through a division of labor. If so, then bureaucrats are also just one type of worker in the division of labor for the survival of the state. Not only bureaucrats, but miners in mines, farmers in villages, and fishermen by the sea—all are equally workers in the social organization for the survival of the state. Then, for the same workers, the notion that some are noble and some are base cannot be called a rational justification. In any case, Japan is a country of reverence for officials and disdain for the people, seemingly even more so compared to other nations. Not only is the disparity between officials and civilians like this, but there is also inequality between men and women. Men view women as servants, and women view men as masters; it is not a union of two opposite sexes with equal personalities, but rather women are appendages of men. This is incomparable to the relationship between men and women in Korea (朝鮮).

In today's world where the age of gold seems poised to change into the age of labor, the spirit of "gold is almighty" seems pervasive throughout Tokyo's streets. All things are produced from gold and also perish within the egg of gold. Of course, no one would deny that the emergence and disappearance of things are invariably syntheses of matter and spirit. Thus, gold too is undeniably a part of the fabric of things, but the phrase "gold is almighty" likely means that the power of gold surpasses the spirit. Japan remains Japan of the age of gold. The principles of the weak and the opinions of the poor, no matter how just, cannot but bow their heads before the strong and the rich, and the opinions of the rich and the strong, even if unreasonable, become absolute pressure upon the heads of the poor. Thus, the opinion of one rich person can disregard the opinions of ten thousand weak people. The struggle over principles among political factions ultimately becomes a struggle for financial power. In Tokyo, I saw the villas or residences of the rich and noble, as well as the areas where the poor congregate. Whenever I saw the villas of the rich after seeing the villages of the poor, there was never a time I didn't think it detestable, and whenever I saw the dwellings of the poor after seeing the villas of the rich, there was never a time I didn't think it pitiable. The villas of the rich, regardless of whether Western or Japanese style, were the epitome of beauty and grandeur; even carved stones seemed to exude richness, and the gardens were filled with rare flowers and beautiful plants for year-round enjoyment, their vastness comparable to public parks, seen everywhere. However, the poor lack stable housing where they can rest, merely drifting like reeds in the wind or floating duckweed. Viewed from any angle, present-day Japan is ruled by the almighty power of gold.

Regarding Japan's religion, Buddhism holds the chief position over other religions. Confucianism seems to lack even the strength to preserve its lingering breath, and Christianity, being incompatible with the general national character, has little power for development. Therefore, Buddhist morality has come to dominate the general populace. That Buddhist morality dominates<64> is not because the truth of its doctrines has enabled it to rule them, but rather because the doctrines have turned into superstition, customarily holding onto their old minds, it seems. Thus, rather than studying the doctrines and living by them themselves, old women and men seem to throw money into the offering boxes before Buddha statues, rub their hands together vigorously, and silently pray for blessings. Not only old women and men, but many young gentlemen also do this. Of course, praying for blessings while striving to align one's own conduct with the doctrines could be considered natural, but it appears that the purely ostentatious, customary, or blind practice is more prevalent. Blessings before Buddha statues and funeral ceremonies are all like this. Monks have become Buddhist merchants rather than propagators. That is, while Buddhism may survive in terms of form, its doctrines seem to have perished long ago.

Not only this, but superstitions of various kinds seem to be widely prevalent. Talismans (符籍) are drawn and pasted on almost every gate, offering boxes are set up under old trees where incense is burned, and near the Shinobazu Pond (不忍池) in Ueno Park, I saw stone carvings of male and female genitalia being worshipped. Seeing this, I thought it expressed the insufficiency of human intellect to eradicate such vulgar superstitions.

Regarding Japan viewed from a political standpoint, I especially lack the experience and common sense to speak, thus lacking the ability to make statements. Since I am already speaking, I wish to add a fragment of my impressions.

Political reform, too, having undergone the long period of half a century since the Restoration, is not without its accumulated bad habits. During the progress over half a century, the powerful found it easy to increase their power, while the weak became increasingly withered. Therefore, the powerful added power upon power, and the weak added weakness upon weakness, resulting in not a few falling behind during that time, while some have preserved their remaining life until now. The struggles among the various political factions in the country at the beginning of the reforms must have been fought under the principle of fairness for the sake of the nation, but now, with bad habits gradually increasing, struggles for private interests are numerous rather than struggles seeking fairness, and they merely maintain the legal forms rather than the substance of political morality. The non-prosecution in the South Manchuria Railway incident (滿鐵事件) was due to political influence, and the filing of lawsuits due to article bans in various newspapers express, more than anything, the deterioration of political power without reservation.

Turning my eyes now to the economic sphere, looking at the development of agriculture, commerce, and industry, agriculture can be said to have reached a considerable level. The整備 (arrangement/consolidation) of irrigation is complete, allowing for sufficient watering, thus damage from drought and floods is infrequent. Not only is cultivation management meticulous, but the spirit of fertilization has spread among the general farming population, leading to increasing harvests year by year. Speaking of commerce, the progress made so far has developed with rapid strides,<65> and the general psychology seems to be concentrating on commerce. Therefore, the future of commerce is promising. Japan seems poised to make its name in the world as a Japan of commerce. The companies and associations lining the streets are all managed with commerce as their objective. In terms of international commerce, it might be called the initial stage, but domestic commerce seems to have already progressed to a convenient level. As for industry, it is still in its early stages. Creative industry is a matter of course, but even imitative industry is still difficult to call adequate. I don't know about mining-related industry, but concerning agricultural industry, Japan's industry is capable of fully utilizing its own agricultural products. It is at least past the primitive industry line and progressing along the machine industry line.

While the economy of society as a whole is proactive, the economy related to individual food and clothing, that is, its negative aspect, the principle of frugality, is truly astonishing. Their food is truly simple. It cannot be simpler. White rice is a given, and for side dishes, a few pieces of so-called "takuan" (다구완), or pickled radish, suffice. Besides that, they commonly eat some fish, while meat is food only for those living an upper-class life. Regarding clothing, whether cotton or silk, they wash it very infrequently. This is because it is black. In any case, looking at our food and clothing—that is, seeing how women have barely any leisure from providing food and clothing, eating and wearing much (多食多衣)—and then seeing their frugality in eating and clothing (節食約衣), I thought that one cause of our livelihood difficulties lies in our inability to economize on food and clothing. Despite the severe impact of the recent global financial turmoil on their general economic world, the reason individuals did not suffer such cruel effects as in Korea seems to be entirely due to the spirit of frugality having been fostered beforehand. Speaking of the Japanese national character, it is, of course, the short temper characteristic of island nations. Therefore, they lack tolerance and consequently lack the magnanimity to embrace others. They anger easily and rejoice easily; when angry, they flare up like fire, and when appeased, they melt like sugar. When possessed of vitality, they are like leaping live fish, but once they lose that vitality, they completely lose any room to exert further effort. The fact that all their clamoring about labor movements or ideological issues suddenly stirs up like foam on water and then suddenly subsides seems to be the inevitable result stemming from their national character. Modern thought shows a sharp contrast between the youth and the elderly. New thought pervades the youth world, while old thought fills the elderly world from bottom to top. Not all youth necessarily hold new thoughts, nor are all elderly necessarily conservative, but the majority among the new thought holders are young, and the majority among the conservatives are old. Regardless of the era or nation, it's not that new and old don't exist, but even if they do, the new becomes the product of the old, and the old becomes the cause of the new, so the new imagines an idealistic future, and the old trusts in past experience. <66> Thus, the new and the old depend on each other and harmonize through compromise, allowing society to progress smoothly accordingly. In this sense, new and old are not contradictory but transitional and progressive. However, Japan's new and old are not like that. That is, the "old" is that in which bad habits have accumulated during the half-century of progress, and the "new" is not something produced from the old but something that arose from the sudden influx of surrounding trends. As such, its new and old did not emerge one from the other, so the two are severely separated and cannot harmonize through compromise. The old tries to annihilate the new with brute force, and the new calls the old puppets and tries to destroy it. Thus, they attempt to destroy class morality and establish egalitarian morality. They try to make officials and civilians equal, rich and poor equal, and men and women equal. Writings stating that the profusion of cherry blossoms is not for the poor but only for the rich and noble, and that the round bright moon shines only on tall towers and great mansions, explain their discontent better than anything. Thus, it seems a fierce clash between new and old is occurring in the shadows. According to what I have seen, Japan for about 40 years after the Meiji Restoration was a Japan progressing both materially and spiritually, while present-day Japan is a Japan spiritually bordering on decay. The responsibility of the Japanese people to transform that atmosphere and build a new culture filled with the inspiration of humanity is indeed heavy, I thought. If they cannot do it, the future of the Japanese people also seems chilling. However, the short temper and narrowness of their national character, while inevitably incurring various antipathies externally, have undeniable advantages internally: that is, in all matters concerning their own country, they disregard temporary sacrifices and are capable of collective unity. Therefore, while they certainly lack the character and virtue to advance globally in cooperation with all humankind, they will likely be capable of protecting their own country and people. And what is most admirable are the young Japanese men and women. The general young men and women not only have faces glowing with vitality like live fish but also seem slightly taller than the elderly. This, at least, allows one to imagine the future Japan.

Finally, what I want to sincerely appeal to our brothers (우리兄弟들) is that our goal is not merely to maintain existence through inertia and expediency, but to exert living vitality (活生命) like others—that is, whether in industry, economy, religion, morality, or any other field, to carry out new construction filled with vigor, strength, and inspiration. <67>

**Summary**

The author, Sŏng Kwanho, provides a critical yet nuanced account of his 20-day visit to Tokyo in 1921. He observes Tokyo's surface as vast but unclean, its architecture predominantly flimsy Japanese-style, and its people short-statured yet filled with a striking "vitality." Internally, he critiques Japan's persistent class and gender inequality, the dominance of money ("gold is almighty"), the superficiality of its religious practices (especially Buddhism), and the accumulation of political弊習 (bad habits/corruption) despite the Meiji Restoration. He notes economic progress, particularly in commerce and agriculture, but finds industry lagging. He contrasts Japanese frugality favorably with perceived Korean extravagance. Sŏng highlights a deep rift between the "old" (conservative establishment) and the "new" (youth influenced by external ideas), seeing Japan at a spiritual crossroads. He concludes with a call for Koreans to build their own vibrant future ("new construction") rather than passively exist.

For historians, this article offers a valuable Korean intellectual's perspective on Imperial Japan during a period of significant social and political tension. It reveals contemporary Korean views on Japanese society, modernity, national character, and the perceived strengths (vitality, frugality, unity) and weaknesses (inequality, materialism, political stagnation, narrowness) of the colonizer. The explicit comparisons between Korea and Japan, particularly regarding social structures and economic habits, and the final exhortation to fellow Koreans, underscore the complex dynamics of identity and aspiration under colonial rule. The critique of Japan's failure to live up to modern ideals of equality despite its power is particularly revealing.

**Named Entities**

日本	일본	Ilbon (Japan)
東京	동경	Tonggyŏng (Tokyo)
朝鮮	조선	Chosŏn (Korea)
上野公園	상야공원	Ueno Kōen (Ueno Park)
不忍池	불인지	Shinobazu Ike (Shinobazu Pond)
滿鐵事件	만철사건	Manch'ŏl Sakŏn (South Manchuria Railway Incident)
晩松 成琯鎬	만송 성관호	Mansong Sŏng Kwanho

**Glossary**

日本 서울	일본 서울	Japan's capital (referring to Tokyo)
時日	시일	Time, days (older usage)
費하야	비하야	Spending (older spelling/inflection of 소비하여)
歷路沿景	역로연경	Scenery along the journey
所感	소감	Impressions, thoughts
套語	투어	Cliché, conventional phrase
略하고	약하고	Omitting (older spelling/inflection of 생략하고)
비추운	비추운	Reflected (older spelling of 비친)
爲先	위선	Firstly, to begin with
華麗廣濶	화려광활	Splendid and spacious/wide
狹窄不潔	협착불결	Narrow and unclean
陋濕	누습	Low-lying and damp
頻作	빈작	Frequent occurrence
人智	인지	Human intellect/wisdom
羅列한	나열한	Lined up, arrayed
家屋	가옥	House, dwelling
洋式	양식	Western style
和式	화식	Japanese style
莊儼하다	장엄하다	Solemn, imposing, magnificent
變遷	변천	Change, transition
軟弱	연약	Weak, feeble
輕美	경미	Light(weight) and beautiful (used here implies flimsy)
汚穢	오예	Filth, dirtiness
長久치 못한	장구치 못한	Not long-lasting (older spelling/usage)
넘우	너무	Too, excessively (older spelling)
갓다	같다	Seems like, is like (older spelling)
더럽어 가는	더러워 가는	Becoming dirty (older spelling/inflection)
白衣	백의	White clothes
浮輕	부경	Frivolous, light-minded
氣分	기분	Atmosphere, mood, feeling
四處	사처	Everywhere, all places
列羅된	열라된	Lined up (older form likely related to 나열)
店鋪	점포	Shop, store
燦爛	찬란	Brilliant, radiant
貨物	화물	Goods, merchandise
粧飾하야	장식하야	Having decorated (older spelling/inflection of 장식하여)
버래먹은	벌레 먹은	Worm-eaten (older spelling)
琉璃窓	유리창	Glass window
밧게서	밖에서	From outside (older spelling)
深藏한	심장한	Deeply hidden
無餘	무여	Without remainder, nothing left
廣告함	광고함	Advertising
冠盖	관개	Headwear (hats, caps)
着衣	착의	Clothing worn
廣袖衣	광수의	Wide-sleeved clothing
人身	인신	Human body
體小	체소	Small stature
矮小	왜소	Short, diminutive
特質	특질	Special characteristic, trait
潑潑한 生氣	발발한 생기	Vibrant vitality, lively energy
覇權	패권	Hegemony, supremacy
列强	열강	Great powers (nations)
並肩하게된	병견하게 된	Having come to stand shoulder-to-shoulder
骨髓	골수	Bone marrow, essence
日本魂	일본혼	Japanese spirit
놀래일	놀래일	Surprising (older form of 놀랄)
업고	없고	And there isn't (older spelling)
업스며	없으며	And there isn't (older spelling)
裡面	이면	Inner side, inside
兼하야	겸하야	Concurrently, also (older spelling/inflection of 겸하여)
眼目	안목	Discerning eye, judgment
不足하다	부족하다	Insufficient, lacking
短促한	단촉한	Short, brief (time)
見과 聞	견과 문	Sights and sounds (what is seen and heard)
設或	설혹	Even if, supposing that
正見正聞	정견정문	Correct views and correct information
世評	세평	Public opinion, reputation
本志	본지	This magazine/journal
幾許	기허	Some amount, a certain number
道德	도덕	Morality, ethics
平等	평등	Equality
階級	계급	Class, rank, hierarchy
優勢	우세	Superiority, dominance
團體的	단체적	Collective, group-oriented
個性的	개성적	Individualistic
支配하게	지배하게	To rule, dominate
東西	동서	East and West
太初	태초	Beginning, dawn of time
現今	현금	The present time, nowadays
文化發展	문화발전	Cultural development
大是	대시	Major trend, general tendency
進行되어 가는	진행되어 가는	Progressing, advancing
未來 永遠	미래 영원	Future eternity
絶呌하는	절규하는	Crying out, shouting desperately
絶對	절대	Absolute
압흐로	앞으로	Forward, in the future (older spelling)
無窮한	무궁한	Infinite, boundless
結局	결국	In the end, ultimately
最善	최선	The best
最公正	최공정	The most just
끗업는	끝없는	Endless (older spelling)
아울러	아울러	Together, encompassing
昔日	석일	Old days, former times
封建時代	봉건시대	Feudal era
純專制	순전제	Pure despotism
即	즉	Namely, that is
極端	극단	Extreme
維新時代	유신시대	Meiji Restoration era
一大의 斧銍	일대의 부월	A great axe (metaphor for drastic reform)
自加하야	자가하야	Inflicting upon oneself (older spelling/inflection)
建立하야써	건립하여서	Having established (older spelling/inflection)
미처온	미쳐온	Having reached (older spelling)
外來	외래	Foreign, external origin
風潮	풍조	Trend, current
多少	다소	Some degree, somewhat
變動	변동	Change, fluctuation
樹立하엿다는	수립하였다는	The fact that (it) was established (older spelling)
酷毒한	혹독한	Cruel, harsh
加味한	가미한	Added flavor to, seasoned
根本으로	근본으로	Fundamentally
改造된	개조된	Reformed, remodeled
進步	진보	Progress, advancement
人性	인성	Human nature
本質	본질	Essence, substance
因襲되어온	인습되어온	Having been conventionally inherited
全然 破壞하고	전연 파괴하고	Completely destroying
딴 것	딴 것	Something different, another thing
骨子	골자	Skeleton, framework, core
隱然히	은연히	Implicitly, latently
무텨잇서	묻혀있어	Being buried (older spelling/inflection)
半百	반백	Half a century (50 years)
年條	연조	Years, age (of time)
舊殼	구각	Old shell, old ways
新鮮케 하기에는	신선케 하기에는	To make fresh (older form)
넘우	너무	Too, excessively (older spelling)
四圍列國	사위열국	Surrounding nations
改造運動	개조운동	Reform movement
爭起하야	쟁기하야	Arising competitively (older spelling/inflection)
男女의 平等	남녀의 평등	Gender equality
勞働의 平等	노동의 평등	Labor equality
急激의 勢	급격의 세	Rapid momentum/force
依然히	의연히	Still, as before
뒤집어쓰고	뒤집어쓰고	Wearing (pulled over head), bearing
如何間	여하간	Anyway, in any case
現代的	현대적	Modern
平素	평소	Usually, ordinarily
딴판 틀리는	딴판 틀리는	Completely different (emphatic)
官民	관민	Officials and civilians
貧富	빈부	Rich and poor
下視하기	하대하기	Looking down upon
土芥	토개	Dirt and dust (metaphor for worthlessness)
尊視하기	존시하기	Looking up to, revering
天帝	천제	Heavenly Emperor, God
딸아서	따라서	Consequently, therefore (older spelling)
官僚	관료	Bureaucrat, official
職權	직권	Official authority, position power
濫用하는	남용하는	Abusing (power)
官尊民卑	관존민비	Revering officials and despising the people
基因된	기인된	Originating from, caused by
雜誌	잡지	Magazine
新聞	신문	Newspaper
連續 記載되는	연속 기재되는	Continuously recorded/reported
高官大爵	고관대작	High officials and nobles
瀆職事件	독직사건	Corruption incident, malfeasance case
表現함	표현함	Expressing
分業	분업	Division of labor
組織된	조직된	Organized
國家 生存	국가 생존	National survival
一役軍	일역군	One type of worker/soldier (in the division of labor)
鑛産	광산	Mine (noun)
鑛夫	광부	Miner
村間	촌간	Among villages
農氓	농맹	Peasant, farmer (older term)
海邊	해변	Seaside, coast
漁夫	어부	Fisherman
一般일 것이다	일반일 것이다	Will be the same, common
同一한	동일한	Same, identical
或 尊하며 或 卑하다	혹 존하며 혹 비하다	Some being noble and some being base
是認할만한	시인할만한	Justifiable, approvable
合理	합리	Reason, rationality
不能하다	불능하다	Unable, impossible
尤甚한	우심한	Particularly severe, extreme
懸殊가	현수가	Disparity, great difference
奴僕視하고	노복시하고	Viewing as a servant
主人視하야	주인시하야	Viewing as a master
兩個 異性	양개 이성	Two opposite sexes
對等的 人格	대등적 인격	Equal personality/personhood
結合	결합	Union, combination
附屬品	부속품	Accessory, appendage
如干	여간	Ordinary, usual (used in negative: not ordinary = significant)
黃金時代	황금시대	Golden age (Age of Gold)
勞働時代	노동시대	Age of Labor
搖動	요동	Shaking, fluctuation, turmoil
黃金萬能	황금만능	Gold is almighty, money is everything
氣勢	기세	Spirit, force, momentum
遍滿하여	편만하여	Being pervasive, spreading everywhere
事物	사물	Things, matters, objects
産出되고	산출되고	Being produced
全滅한다	전멸한다	Being completely destroyed, perish
發生 消滅	발생 소멸	Emergence and disappearance
物質精神	물질정신	Matter and spirit
綜合體	종합체	Synthesis, composite body
凌加한다	능가한다	Surpasses, exceeds
弱者	약자	The weak
主義	주의	Principle, -ism
貧者	빈자	The poor
意見	의견	Opinion
公正하다	공정하다	Just, fair
强者	강자	The strong
富者	부자	The rich
머리를 숙이지 아니치 못하고	머리를 숙이지 아니치 못하고	Cannot but bow one's head (double negative for emphasis)
設或	설혹	Even if, supposing that
不合理하다	불합리하다	Unreasonable, irrational
絶對의 壓力	절대의 압력	Absolute pressure
一個	일개	One (person/thing)
萬人	만인	Ten thousand people (i.e., multitudes)
無視할 수 잇다	무시할 수 있다	Can disregard/ignore (older spelling)
政派	정파	Political faction
爭鬪	쟁투	Struggle, conflict
金力爭鬪	금력쟁투	Struggle for financial power
別庄	별장	Villa, vacation home
居宅	거택	Residence, dwelling
貧民 集住處	빈민 집주처	Area where poor people congregate/live
可憎타	가증타	Detestable, abominable (older form)
可憐타	가련타	Pitiable, pathetic (older form)
建造	건조	Construction, building
美麗宏壯	미려굉장	Beautiful and grand/magnificent
彫刻	조각	Sculpture, carving
기름氣가 흐르지 아니함 업스며	기름기가 흐르지 아니함 없으며	There isn't one that doesn't exude richness (lit. oiliness)
庭園	정원	Garden
奇花佳卉	기화가훼	Rare flowers and beautiful plants
滿栽되어	만재되어	Being fully planted
四時의 觀賞	사시의 관상	Viewing/enjoyment through the four seasons
맛갓게 하고	맛같게 하고	Making suitable for (older spelling/form)
廣濶한 것	광활한 것	Vastness
公設	공설	Publicly established
公園	공원	Park
並肩할만한	병견할만한	Comparable to, able to stand shoulder-to-shoulder with
到處에	도처에	Everywhere
安息할만한	안식할만한	Suitable for resting
一定한 住宅	일정한 주택	Stable housing, fixed dwelling
風前蘆花	풍전노화	Reed flowers before the wind (metaphor for precariousness)
浮萍을 지을	부평을 지을	To live like floating duckweed (to drift)
宗敎	종교	Religion
佛敎	불교	Buddhism
他敎	타교	Other religions
首席	수석	Chief position, top seat
占하엿다	점하였다	Occupied, held (older spelling)
儒敎	유교	Confucianism
餘息을 保할	여식을 보할	To preserve the remaining breath (to barely survive)
耶蘇敎	야소교	Christianity (older term based on Jesus' name)
國民性	국민성	National character
不合함으로	불합함으로	Being incompatible
發展	발전	Development, growth
微少하다	미소하다	Minute, small, insignificant
故로	고로	Therefore
敎理	교리	Doctrine, teachings
迷信	미신	Superstition
因襲的으로	인습적으로	Customarily, conventionally
낡은 머리	낡은 머리	Old minds (conservative thinking)
붓잡고 잇는	붙잡고 있는	Holding onto (older spelling)
講究하야	강구하여	Studying, investigating (older spelling/inflection)
自身	자신	Oneself
老女老夫	노녀노부	Old women and old men
佛像前 投金箱	불상전 투금상	Offering box before a Buddha statue
돈을 더지고	돈을 던지고	Throwing money (older spelling/inflection)
두손을 싹싹 부비며	두 손을 싹싹 부비며	Rubbing both hands together vigorously
福주기를	복 주기를	(Asking) to give blessings
暗祝하는	암축하는	Silently praying/wishing for
靑年紳士輩	청년신사배	Young gentlemen folk
許多하다	허다하다	Numerous, many
行身	행신	One's conduct/behavior
合致되도록	합치되도록	To conform to, match
힘을 쓰며서	힘을 쓰면서	While making effort (older spelling)
祝福하는 것	축복하는 것	Praying for blessings
當然한 것	당연한 것	Natural, reasonable thing
純虛飾的	순허식적	Purely ostentatious/formalistic
盲目的으로	맹목적으로	Blindly
實行하야 오는	실행하여 오는	Practicing (up to the present) (older spelling)
葬儀	장의	Funeral ceremony
禮式	예식	Ritual, ceremony
僧侶	승려	Buddhist monk/priest
傳布보다도	전포보다도	Rather than propagation/spreading (the faith)
商人	상인	Merchant, trader
形式으로의 生命	형식으로의 생명	Life only in form
消滅된지	소멸된지	Since it perished/disappeared
符籍	부적	Talisman, amulet
貼付하엿고	첩부하였고	Pasted, affixed (older spelling)
古木미테마다	고목 밑에마다	Under every old tree (older spelling)
投金箱	투금상	Offering box
設置하고	설치하고	Setting up, installing
香火를 피는	향화를 피는	Burning incense
生殖器	생식기	Genitalia, reproductive organs
맨들어 노코	만들어 놓고	Having made (older spelling)
崇拜하는	숭배하는	Worshipping
野卑한	야비한	Vulgar, base
除去하기에	제거하기에	To eradicate, remove
政治上으로	정치상으로	Politically, regarding politics
經驗	경험	Experience
常識	상식	Common sense
發言	발언	Statement, utterance
斷片的	단편적	Fragmentary
一端	일단	One end, a part
並記코저	병기코저	Intending to write down together (older form)
改善	개선	Improvement, reform
長歲月	장세월	Long years/time
弊習	폐습	Bad habit, corrupt practice
增殖하기	증식하기	To increase, multiply
一面으로	일면으로	On one hand, partly
萎縮케 되엇다	위축케 되었다	Became withered/atrophied (older spelling)
落後되어버린	낙후되어버린	Having fallen behind
至今껏	지금껏	Until now
餘命을 保存되어	여명을 보존되어	Remaining life being preserved
各 政派	각 정파	Each political faction
公正主義	공정주의	Principle of fairness/justice
私利	사리	Private interest/gain
實質보다도	실질보다도	Rather than the substance/essence
法律形式	법률형식	Legal form/formality
維持하여올 뿐이다	유지하여올 뿐이다	Merely maintains
不起訴	불기소	Non-prosecution, dropping charges
記事 禁止	기사 금지	Article ban (censorship)
訴訟을 提起함	소송을 제기함	Filing a lawsuit
惡化	악화	Deterioration, worsening
餘地업시	여지없이	Without room (for doubt), unequivocally (older spelling)
經濟方面	경제방면	Economic sphere/field
農商工	농상공	Agriculture, commerce, and industry
相當한 程度	상당한 정도	Considerable degree, fair level
