Magazine Title: 개벽 제66호
Publication Date: 1926년 02월 01일 (February 1, 1926)
Article Title: 社會日誌 (Social Diary)
Author: Not specified
Article Type: 소식 (News/Digest)

社會日誌 (Social Diary)
From Eulchuk Year, 12th Month, 16th Day

【December 16th】 China's Guo Songling army pressed closely towards Xinmintun. On the same day, Mr. Guo Songling protested to Japan regarding the obstruction of entry into Yingkou.

【December 17th】 Publication of the Sinŭiju communist arrests was banned. 3,000 Korean compatriots residing along the Beijing-Fengtian railway line fled to Fengtian.

【December 18th】 A large fire broke out in P'yŏngyang. Five members of the T'ongŭibu were arrested in Kyŏngsŏng. Anti-Japanese military intervention pamphlets were distributed throughout various locations in China. A citizens' rally was held in Chŏnju to organize a fundraising association for the girls' high school.

【December 19th】 600 construction workers in Kanagawa Prefecture, Japan, clashed with police, resulting in over 100 casualties (dead and injured). In Wŏnsan, a youth federation was initiated through the union of five ideological groups. Over 2,000 Chinese residents in Tokyo <47> held an assembly opposing Japan's military intervention.

【December 21st】 400 members of the Mokp'o Cart Labor Union went on strike over wage issues. Guo Songling's forces completely occupied Xinmintun.

【December 22nd】 China's Nationalist Army (Guominjun) occupied Tianjin. The Japanese cabinet ordered troops to be sent to Tianjin.

【December 23rd】 The Fengtian and Guo armies began a major battle at the Liao River.

【December 24th】 China's Mr. Guo Songling was captured by the Fengtian army at Xinmintun. Remnants of the Fengtian army stabbed five Korean compatriots to death in Xinmintun. Tang Yuasa, the Governor-General of Chōsen, arrived in Kyŏngsŏng. The unification of the two factions of the Ch'ŏndogyo church broke down. About 100 farmers in Muan repelled attachment bailiffs.

【December 25th】 A committee was organized in Kyŏngsŏng to comfort compatriots who fled from Fengtian. The Fengtian army recaptured Xinmintun. The *Provisional Chief Executive decided to dismiss Zhang Zuolin and Li Jinglin. Guo Songling was assassinated. Members of the Kunsan Railway Labor Union went on strike over wage issues.

【December 26th】 Zhang Zuolin beheaded Guo Songling and his wife and displayed their heads at Ha'a Station. The National Congress commenced in India. <48> A plot for the Bolshevization of the Three Eastern Provinces was uncovered in Jilin, China.

【December 27th】 The Chinese Nationalist Army launched a general offensive in Shandong. Japan declared the abolition of the guard zones along the South Manchuria Railway lines. Citizens' rallies opposing the Japanese military intervention opened in Shanghai and Beijing. In Pukch'ŏng, Hamgyŏng Province, over 10 people were killed or injured due to a brewery machine explosion in Hajach'a-dong Imja-dong.

【December 28th】 The Xu Shiying cabinet was formed in China. Zhang Zuolin suspended his resignation. Japan withdrew its troops from Manchuria.

【December 29th】 Mr. Nakahashi Tokugorō and 21 others declared their withdrawal from Japan's Seihontō party. China's Mr. Xu Shuzheng was assassinated by Mr. Lu Zhangwu at Langfang near Beijing.

【December 31st】 A national rally opposing Japan's Manchurian intervention opened in Beijing. In Greece, over 400 Communist Party members were expelled, and simultaneously, a dictatorial regime was proclaimed.

【January 1st】 A major storm occurred across the European continent. The 14th <49> Congress of the Communist Party of the Worker-Peasant Soviet Russia elected 63 central executive committee members and convened (Key figures include Stalin, Trotsky, Rykov, Zinoviev, Tomsky, Rakovsky, Kalinin, Krassin, Bukharin, Kamenev, Chicherin, Sokolnikov - list abbreviated in original). Student groups in Changsha, China, launched demonstrations against Japanese military intervention and tore up Japanese flags.

【January 2nd】 The United States decided to participate in the League of Nations-sponsored disarmament conference. The French Foreign Ministry announced the impossibility of a separate peace treaty with the Rif tribes. The Romanian Crown Prince was stripped of his royal privileges. Major floods occurred in Belgium. A large fire broke out at the Fushun coal mine. A large fight broke out between Koreans and Japanese in Mie Prefecture, Japan, resulting in many casualties.

【January 3rd】 A major tenant farming dispute arose in Chaŭn-myŏn, Muan County, prompting 180 policemen to rush from Mokp'o. A general meeting of the abbots of the 30 main Buddhist temples was held in Kyŏngsŏng. A large fire broke out in Nambon-chō, Kaesŏng, completely burning down about 30 houses. The Sinch'ŏn customs branch office in Wihwŏn was completely burned down by arson committed by an armed group. In Osaka, Japan, a major disturbance involving a crowd of 500 occurred due to the inauguration of Yi Sŏn-hong's so-called Japan-Korea Friendship <50> Sŏnuhoe (Good Friends Association).

【January 4th】 Kyŏngsŏng was greatly agitated by the distribution of radical anarchist manifestos. Major floods occurred in southern Germany, leaving 500,000 residents in a sea of mud. China's Mr. Feng Yuxiang decided to resign from office and departed for Moscow for a trip abroad. In the Muan Chaŭn-myŏn tenant dispute, a clash occurred with 150 armed police, resulting in over 40 serious injuries.

【January 5th】 A large fire occurred at a Japanese-owned rice mill in Mokp'o, causing 700,000 yen in damages. In Xiamen, China, 30,000 students staged a demonstration to boycott Japanese goods. In Nap'oamdŏk-tong, Sŏnch'ŏn, 12 members of an armed group abducted the district chief (區長). In Anhung-myŏn, 2-dong, Chŏngju County, three family members were killed or injured by robbers.

【January 6th】 Two armed youths were arrested in P'yŏngyang.

【January 7th】 A large fire broke out on Chongno Street in P'yŏngyang, completely burning down 9 shops. China's Provisional Chief Executive Duan announced his resignation effective January 15th. <51>

【January 8th】 A commotion arose in Tokyo over an incident of disrespect between Japanese police and the Brazilian ambassador and his wife. Chinese Provisional Chief Executive Duan's resignation was postponed due to wording issues. A major earthquake in Persia completely destroyed two villages.

【January 9th】 Twelve executive committee members of the Youth Association were arrested in Wŏnsan. In Nakakawachi, Osaka, Japan, a large brawl involving over 100 strong men broke out over a dispute, resulting in over 10 deaths and injuries. French socialists and others resolved not to permit aristocrats into the cabinet.

【January 10th】 A faction of the Chinese Nationalist Army proposed the immediate convening of the National Assembly. Chinese students residing in Japan held a rally and resolved to return home *in concert to oppose Japanese military intervention and denounce Zhang Zuolin. A county residents' rally opened in Ch'unch'ŏn, resolving to oppose the provincial office relocation and demand the rapid construction of a railway. A clash occurred between an armed group and police in Ch'osan, resulting in the deaths of three group members.

【January 11th】 Mr. Zhang Zuolin proclaimed the independence of the Three Eastern Provinces and simultaneously declared a complete administrative break with the Beijing government. 49 Chinese students residing in Tokyo returned home as the first group according to the *resolution made earlier.<52> About 60 Chinese *Protector of the Constitution Assembly members advocated for a Constitution Protection Parliament. The Fengtian Provincial Assembly investigated Zhang Zuolin's treasonous acts (賣國行爲).

【January 12th】 A clash occurred between an armed group and police in T'aech'ŏn, resulting in the death of one group member. In Zhangjiakou, China, over 3,000 people from 30 organizations protested to the Japanese minister with anti-Japanese clauses. Yun U-yŏl, the *main culprit of the Anarchist Party manifesto incident distributed on January 3rd, was arrested.

【January 13th】 A clash occurred between the Youth Association and the Labor Mutual Aid Society (and several other groups) in Kwangju, resulting in the arrest of 13 members from the Youth Association side. Due to industrial depression in the UK, 1.25 million people were unemployed.

【January 14th】 The anti-Japanese rally in Beijing resolved on 7 articles, including the establishment of a national government. Provisional Chief Executive Duan suspended his resignation due to retention requests from 16 provinces.

【January 15th】 As it was the commemoration day for the deaths of proletarian youth leaders Mr. Karl [Liebknecht] and Rosa [Luxemburg], various places were on high alert. The Chinese cabinet announced a 3-article policy centered on popular government. <53>

**Summary**

This "Social Diary" chronicles events from mid-December 1925 to mid-January 1926, heavily featuring the volatile situation in China during the Fengtian-Zhili War. It details the rise and fall of Guo Songling, the maneuvers of Zhang Zuolin and Feng Yuxiang, Japanese military intervention in Manchuria and Tianjin, and widespread Chinese protests against Japan. Concurrently, it reports on events within Korea under Japanese rule, including arrests of activists (communists, T'ongŭibu), labor strikes (Mokp'o, Kunsan), tenant farmer disputes (Muan), social organizing (Chŏnju women's school, Wŏnsan youth), large fires (P'yŏngyang, Kaesŏng, Mokp'o), activities of armed Korean resistance groups, and conflicts between Koreans and Japanese both in Japan and Korea (Mie prefecture, Yi Sŏn-hong's Sŏnuhoe). It also covers international news like Soviet politics, European affairs, and natural disasters. For historians of Korean colonial history, the article is valuable for its juxtaposition of major international events (especially in China and involving Japan) with local Korean happenings. It highlights the pervasive impact of Japanese imperialism, Korean resistance in various forms (organized independence movements, armed struggle, labor action, social protests), the socio-economic hardships faced by Koreans (refugees, labor disputes, tenant conflicts), and the colonial state's repressive measures (censorship, arrests, police actions). The mention of specific groups like T'ongŭibu and incidents like the Sŏnuhoe inauguration provide concrete examples of the political dynamics of the time.

**Named Entities**

郭松齡	곽송령	Guo Songling
日本	일본	Japan
營口	영구	Yingkou
新義州	신의주	Sinŭiju
中國	중국	China
京奉	경봉	Jingfeng (Beijing-Fengtian railway)
同胞	동포	Compatriots (Korean)
奉天	봉천	Fengtian (Mukden)
平壤	평양	P'yŏngyang
京城	경성	Kyŏngsŏng (Seoul)
統義府	통의부	T'ongŭibu
全州	전주	Chŏnju
女高期成會	여고기성회	Girls' High School Fundraising Association
神奈川縣	가나가와현	Kanagawa Prefecture
元山	원산	Wŏnsan
思想團	사상단	Ideological groups
青年聯合會	청년연합회	Youth Federation
東京	동경	Tokyo
木浦	목포	Mokp'o
荷車勞働組合	하차노동조합	Cart Labor Union
新民屯	신민둔	Xinmintun
國民軍	국민군	Nationalist Army (Guominjun)
天津	천진	Tianjin
日閣議	일각의	Japanese Cabinet
遼河	요하	Liao River
奉天軍	봉천군	Fengtian Army
湯淺	탕천	Tang Yuasa (湯淺倉平 - Yuasa Kurahei)
朝鮮總督	조선총독	Governor-General of Chōsen
天道敎會	천도교회	Ch'ŏndogyo Church
務安	무안	Muan
執政	집정	Provisional Chief Executive (Duan Qirui)
張作霖	장작림	Zhang Zuolin
李景林	이경림	Li Jinglin
群山	군산	Kunsan
鐵道勞働會員	철도노동회원	Railway Labor Union members
河阿站	하아참	Ha'a Station
印度	인도	India
國民會議	국민회의	National Congress (India)
吉林	길림	Jilin
東三省	동삼성	Three Eastern Provinces (Manchuria)
山東	산동	Shandong
滿鐵	만철	South Manchuria Railway (Mantetsu)
上海	상해	Shanghai
北京	북경	Beijing
北靑	북청	Pukch'ŏng
下車書面荏子洞	하차서면임자동	Hajach'a-dong Imja-dong
許世英	허세영	Xu Shiying
滿洲	만주	Manchuria
中橋德五郞	나카하시 도쿠고로	Nakahashi Tokugorō
政本黨	정본당	Seihontō
徐樹錚	서수쟁	Xu Shuzheng
廓坊	곽방	Langfang
陸章武	육장무	Lu Zhangwu
希臘	희랍	Greece
共産黨	공산당	Communist Party
歐州	구주	Europe
勞農露國	노농로국	Worker-Peasant Russia (Soviet Union)
스탈린	스탈린	Stalin
토로츠키	트로츠키	Trotsky
뤼코프	류코프	Rykov
지노븨에프	지노비예프	Zinoviev
톰스끼	톰스키	Tomsky
라코우스키	라코프스키	Rakovsky
카리닌	칼리닌	Kalinin
크랏싱	크라신	Krassin
부하린	부하린	Bukharin
카메네프	카메네프	Kamenev
치쳬린	치체린	Chicherin
쏘콜니코프	소콜니코프	Sokolnikov
長沙	장사	Changsha
日國旗	일국기	Japanese flag
米國	미국	United States
聯盟	연맹	League (of Nations)
佛國	불국	France
리푸族	리푸족	Rif tribes
羅馬尼	나마니	Romania
白耳義	백이의	Belgium
撫順	무순	Fushun
三重縣	미에현	Mie Prefecture
鮮日人	선일인	Koreans and Japanese
務安郡	무안군	Muan County
慈恩面	자은면	Chaŭn-myŏn
佛敎30本山	불교30본산	30 Main Buddhist Temples
開城	개성	Kaesŏng
南本町	남본정	Nambon-chō (Minamihonmachi)
渭原	위원	Wihwŏn
新川稅關出張所	신천세관출장소	Sinch'ŏn Customs Branch Office
武裝團	무장단	Armed Group
大阪	오사카	Osaka
李善洪	이선홍	Yi Sŏn-hong
善友會	선우회	Sŏnuhoe (Good Friends Association)
虛無宣言書	허무선언서	Anarchist Manifesto
獨逸	독일	Germany
馮玉祥	풍옥상	Feng Yuxiang
莫斯科	모스크바	Moscow
厦門	하문	Xiamen (Amoy)
宣川	선천	Sŏnch'ŏn
那保巖洞	나보암동	Nap'oamdŏk-tong (likely typo for 나포암동)
區長	구장	District Chief
定州郡	정주군	Chŏngju County
安興面	안흥면	Anhung-myŏn
鍾路	종로	Chongno (Street in P'yŏngyang)
段執政	단집정	Provisional Chief Executive Duan (Qirui)
부라질	브라질	Brazil
大使	대사	Ambassador
波斯	파사	Persia
中河內	나카카와치	Nakakawachi (Osaka)
社會主義者	사회주의자	Socialists
國民會議	국민회의	National Assembly (China)
留學生	유학생	Students studying abroad
春川	춘천	Ch'unch'ŏn
郡民大會	군민대회	County Residents' Rally
都廳	도청	Provincial Office
楚山	초산	Ch'osan
護法國會	호법국회	Constitution Protection Parliament
奉天省會議	봉천성회의	Fengtian Provincial Assembly
泰川	태천	T'aech'ŏn
張家口	장가구	Zhangjiakou
公使	공사	Minister (diplomatic)
尹又烈	윤우열	Yun U-yŏl
光州	광주	Kwangju
青年會	청년회	Youth Association
勞働共濟會	노동공제회	Labor Mutual Aid Society
英國	영국	United Kingdom
칼	칼	Karl (Liebknecht)
로사	로사	Rosa (Luxemburg)

**Glossary**

社會日誌	사회일지	Social diary; chronicle of social events
肉迫	육박	To press closely upon; close in on
阻害	조해	Obstruction; hindrance
檢擧	검거	Arrest; roundup
激文	격문	Manifesto; inflammatory leaflet
期成會	기성회	Fundraising association; preparatory committee
思想團	사상단	Ideological group
演說會	연설회	Speech rally; public meeting
罷業	파업	Strike (labor)
執政	집정	Provisional Chief Executive (specifically referring to Duan Qirui's position in the Beiyang government)
梟首	효수	To decapitate and display the head
赤化	적화	Bolshevization; turning communist
撤廢	철폐	Abolition; removal
釀酒機	양주기	Brewing machine
獨裁政制	독재정제	Dictatorial political system; dictatorship
軍縮會議	군축회의	Disarmament conference
講和	강화	Peace treaty; reconciliation
削奪	삭탈	To strip off; divest; deprive
本山	본산	Head temple (Buddhist)
住持	주지	Abbot (Buddhist)
武裝團	무장단	Armed group
放火	방화	Arson
融和	융화	Harmony; conciliation (often used in colonial propaganda context like 日鮮融和 - Japan-Korea Harmony)
虛無宣言書	허무선언서	Anarchist manifesto (虛無主義 - Nihilism/Anarchism)
騷動	소동	Disturbance; commotion; uproar
泥海	니해	Sea of mud
小作爭議	소작쟁의	Tenant farming dispute
排斥	배척	Boycott; exclusion; ostracism
押去	압거	To seize and take away; abduct
區長	구장	District chief; head of a 'Ku'
不勤愼	불근신	Imprudence; indiscretion; disrespect (often towards authority/superiors)
索引	색인	Index (Possibly a typo or specific local term for the cause of the fight, translated as 'dispute' contextually)
聲討	성토	To denounce; condemn publicly
袂歸國	몌귀국	Return home decisively (決袂歸國 - lit. 'parting sleeves to return home')
都廳	도청	Provincial government office
速成	속성	Rapid completion; acceleration
獨立	독립	Independence
斷交	단교	Severance of diplomatic relations
護法國會	호법국회	Constitution Protection Parliament/Assembly
賣國行爲	매국행위	Treasonous act; act of selling out one's country
團軆	단체	Group; organization (軆 is an older form of 體)
正氾	정범	Main culprit; principal offender (likely 正犯)
共濟會	공제회	Mutual aid society
殉日	순일	Anniversary of death; commemoration day (often for martyrs or respected figures)
挽留	만류	Request to stay; retention
-e 

---------------------------


잡지명	개벽 제66호
발행일	1926년 02월 01일
기사제목	社會日誌
기사형태	소식

社會日誌
乙丑 12월 16일부터
【12월 16일】中國의 郭松齡軍은 益益新民屯을 향하야 肉迫하고 同日에 郭松齡氏는 日本에 대하야 營口入軍阻害의 이유로 항의를 提하다.
【同17일】新義州主義者檢擧事件 發布를 금지하고 中國京奉綿岸居留同胞 3,000名은 奉天으로 피란하다.
【同18일】平壤에는 大火災가 出하고 京城에셔는 統義府員 5명이 검거되고 中國 各地에는 日本出兵反對激文이 배포되고 全州에는 市民大會로 女高期成會를 조직하다.
【同19일】日本神奈川縣土工 600명은 경관과 충돌되야 死傷者 100餘名을 出하고 元山에는 5個思想團聯合으로 청년聯合會가 發起되고 東京在留中國人 2,000여명은＜47＞ 日本出兵反對演說會를 開하다.
【同21일】木浦荷車勞働 組合員 400명은 債金문제로 파업하고 郭松齡民는 新民屯을 완전히 점령하다.
【同22일】中國의 國民軍은 天津을 점령하고 日閣議에서는 天津出兵을 令傳하다.
【同23일】奉郭兩軍은 遼河에서 大戰을 개시하다.
【同24일】中國의 郭松齡氏는 新民屯에서 奉天軍에게 체포되고 奉軍殘兵은 新民屯에서 동포 5명을 刺殺하고 湯淺朝鮮政總監이 入京하고 天道敎會의 兩派 合同은 분열되고 務安의 農民 100여명은 差押執達吏를 擊退하다.
