Magazine Title	개벽 제66호
Publication Date	1926년 02월 01일
Article Title	새해에 病友들은 엇더하신가, 病友 金明植, 黃鈺, 玄相允君을 찻고 (How Are Our Sick Friends Faring in the New Year? Seeking Out Our Sick Friends Kim Myŏngsik, Hwang Ok, and Hyŏn Sangyun)
Author	春坡
Article Type	소식 (News/Tidings)

How Are Our Sick Friends Faring in the New Year? Seeking Out Our Sick Friends Kim Myŏngsik, Hwang Ok, and Hyŏn Sangyun
						Ch'unp'a

Just because the new year has come, all the lucky children (幸運兒) wear new clothes, drink wine, sing songs, and make a fuss as if they alone possess all the blessings of the new year. Though I may not be quite an unlucky child (悲運兒) in terms of health or age, I am one person who cannot join the ranks of the lucky children. On New Year's Day (新年元日), after managing to eat a bowl of rice cake soup (떡국), I sat huddled in a lonely corner of my room, counting through the past and present (往古來今), and could not help but curse the impermanence (無常) of human life. Moreover, when my thoughts reached all the sick, the weak, and the poor (貧者), I could not suppress a stream of hidden tears (暗淚).

Leaving aside other comrades, the thought "How are our sick friends (病友) getting along?" came not just once, but two, three times, earnestly preoccupying me. Though there are surely more than just one or two sick friends, first Kim Myŏngsik came to mind, then Hwang Ok came to mind, and then Hyŏn Sangyun came to mind. Setting aside all other matters, the desire to visit them arose fervently. I wanted to let all our comrades know of their recent conditions.

The Still Courageous Kim Myŏngsik

Mr. Kim, due to the "New Life" (新生活) incident on February 16, Taishō 12 (1923), became imprisoned along with Messrs. Pak Hŭido, Sin Illyong, and Yu Chinhŭi. In April of the same year, he was transferred to Hamhŭng, and in June, he fell ill in prison. In July, he was released due to a stay of execution (執行停止) and has since spent two or three years undergoing treatment, yet he has not fully recovered (完人).

It was January 5th. With elder brother Ch'ŏngo (靑吾兄), I decided to visit Mr. Kim <75> and left the company office around 11 o'clock. A chilly wind slapped at my ears. Passing through Anguk-tong and Kwanghwamun-t'ong, we entered an alley near the Choja (?) Infantry Unit barracks, leading towards Sajik-kol. We then turned into an alley behind the public toilet, walked a short distance, turned into a west-facing alley, and found the dead-end house, No. 39 Toryang-dong, with the nameplate of Pak Hŭisuk attached. As we stepped through the middle gate to ask if he was home (在家與否), Mr. Kim's wife, already standing on the wooden porch (maru), greeted us warmly with a smile on her plump face, saying, "Yes, he is here. Please come in." Entering Mr. Kim's room across the way, Kim was not visible, but Mr. Yi from Hamhŭng greeted us with a broad smile. After exchanging greetings of "Why has it taken so long to meet?" and asking where Mr. Kim was, he replied, "He went over to the inner room (anbang) but should be back shortly." Taking our seats, we looked around the room. In one corner, a small table stood with a single chair, and in the other corner, a small bookshelf stood. A cushion, looking as if obtained from an antique shop, lay on the warmest part of the floor (araetmok).

The sound of a cane and wooden clogs echoed together from the porch, the door opened, and Mr. Kim's face appeared. Disheveled hair, a gaunt face—altogether, one couldn't say he wasn't ill. Moreover, seeing the double canes supporting him under each armpit, seeing one leg (right foot) was short, requiring him to wear a raised geta sandal (나막신), who wouldn't be startled? Is that all? Seeing that both his ears were completely blocked, unable to understand even the loudest shouts, who wouldn't feel a sense of pity!

However, the strong-willed man is still courageous. He extended his hand, shook hands with each of us, and said with a smile, "May your wishes come true in the new year." When asked about his recent condition and appetite, he waved his hand indicating his frustration, saying, "I can't hear a single word." Inevitably, we resorted to the usual conversation by writing (筆談). Being originally skilled in verbal debate (口辯), whatever was asked, he answered without hesitation, like splitting ice.

First, I wrote, "Came for New Year's greetings and to inquire after your health (病問安)." He chuckled loudly and expressed his apologies, saying, "Why bother when you're busy?" Next, I wrote, "How did the illness start, how has it progressed, <76> and what are the prospects for full recovery?" (Though I knew this generally, writing it down felt different). He stared blankly for a moment, then chuckled loudly again, and began his story from beginning to end.

"My illness first started with malaria. The malaria in Hamhŭng is truly famous. Being of naturally weak constitution, and then doing prison labor, which I had never done in my life—and not just any work, but going out to the brickyard to transport bricks. Carrying 20 to 30 bricks on a 4-5 inch thick plank on my back, my shoulders felt like they were falling off, and my arms and legs trembled uncontrollably. Doing that every single day, how could illness not invade? I started getting fevers, and then malaria struck. After a few days, my shoulder blades and chest started hurting, and then pleurisy (肋膜炎) developed. Then, as if misfortunes never come singly, my right knee swelled up taut. I became unable to move and was confined to bed. The prison doctor (監獄醫) diagnosed it as rheumatism (유마지쓰), while the director of the Chahye Hospital diagnosed it as pleurisy; the diagnoses didn't match. On top of that, boils broke out on my calf, causing immense hardship (辛苦), eventually requiring surgery. Lying immobile, my body grew weaker and weaker, pressed down by the heavy bedding—. Then a dislocation (脫臼) occurred, and one leg became shortened. Eventually, as my condition became critical, the stay of execution was granted, and I was released from prison. I underwent surgery at the Hamhŭng Chahye Hospital. They drained several bowls of pus. I had completely resigned myself to death. Fortunately, my life was spared, and I came up to Seoul (上京) around October 20th of that year (Taishō 12, 1923). After arriving in Seoul, I received treatment at Hongje Hospital, then entered the Government-General Hospital (總督府醫院) for another surgery. They removed over two inches of my rib. Next, I spent about two months receiving treatment at Cho Hansŏng Hospital, and then another two months at Severance Hospital (세브란쓰醫院). At that time, cystitis (膀胱炎) developed again, causing tremendous suffering. I entered the Red Cross Hospital (적십자병원) again for about two months of treatment and got slightly better, but in September of the year before last (1924), the cystitis recurred, and both eardrums (耳膜) became blocked. Illness piled upon illness, leading to my current state," he finished, laughing once more.

When asked if there was any hope of complete recovery, he said there was hope for the leg, but he couldn't yet say for sure about the hearing loss. He added that perhaps if his vitality recovered and his mind was at ease, they might clear up, but how could that happen when his body was so weak and his thoughts never ceased? He chuckled again, saying that writing manuscripts, more than anything, had made his ears even more blocked. Regarding food, he eats quite well of anything <77> but occasionally suffers from indigestion. His sleep is also fine, though he sometimes has neuralgia. He cannot go out without a rickshaw, but even that is impossible now due to lack of money, so he is currently under "house arrest." His family consists of his wife, Mrs. Song (宋氏, 34), and two sons and three daughters. The eldest son, Kaphwan (甲煥君, 13), attends Funabashi Public Common School (舟橋公普), and the second son was born last May (1925); Mr. Yi interjected that his face and disposition are very robust. (The daughters are reportedly in the countryside.) We inwardly laughed, thinking, "A son born even amidst illness! Procreation is truly a formidable force." When asked his age this year, Mr. Kim laughed heartily again, saying he is 36. His hometown is Chŏch'ŏn-ri, Sinjwa-myŏn, Cheju Island (濟州島). His current living situation, needless to say, is one of extreme poverty (極貧). Renting a room across from Mr. Pak Hŭisuk, he seems to survive on the sympathy of friends. One amusing thing is that after writing for a certain daily newspaper (某日報) and then stopping, he now writes for another daily newspaper and a certain magazine (某雜誌), but even that is on credit. He laughed heartily again, saying that the writing he does, despite his blocked ears, is still only on credit.

Apologizing for having stayed tiresomely long, we stood up, wishing him a speedy recovery. His particular impressions and views will be published separately on another page.

Hwang Ok, Meeting Fate with a Smile

As the whole world knows, Mr. Hwang, despite being employed as a police inspector (警部) in Kyŏnggi Province, conspired with Kim Sihyŏn and others in a major sabotage plot. When things went awry, he, along with Kim Sihyŏn (and 12 accomplices), was sentenced to 10 years in prison for violating Imperial Ordinance and the Explosives Control Regulations (arrested March 19, Taishō 12 [1923], sentenced August same year). After serving 2-3 years in Sŏdaemun Prison (西大門刑務所), whether fortunately or unfortunately, he developed neurasthenia (神經衰弱) and gastrointestinal disease (胃腸病) starting last spring (1925). After suffering in prison for nearly a year, he was released on a stay of execution on December 16th last year (1925) and is now recuperating at 15-17 Kye-dong.

It was January 6th. Around 10 AM, again with elder brother Ch'a (車兄), we sought out 15-17 Kye-dong, at the end of the street. Announcing our purpose at the middle gate, a charming boy of 12 or 13 came out to greet us. From the kitchen, the clatter of dishwashing could still be heard, and the morning sunlight shone brightly onto the wooden porch (maru). Guided by the boy <78> into the inner room (anbang), Mr. Hwang's quarters, the smell of herbal medicine pierced our noses. Mr. Hwang, seated on a cushion in the warmest part of the room (araetmok), greeted us warmly with a smile on his broad face, saying, "Thank you for visiting like this despite your busy schedules." In the corner near the warm spot was a small bookshelf; in the middle of the room, a medicine pot sat on a brazier; and at the far end of the room (utmok) stood a wardrobe. Two young girls, aged about 8 or 9 and 5 or 6, sat neatly beside us.

"How distressing it must be to suffer from illness on top of imprisonment," I offered words of sympathy. He smiled gently and replied, "Life is suffering wherever one is," showing a hint of cursing life's impermanence (無常). When asked about the onset and progression of his illness, he said, "Starting last spring, neurasthenia combined with stomach problems struck. I received treatment in prison, but it became chronic, ultimately leading to my release on stay of execution. Once I recover, I'm supposed to go back to prison, so my connection to hell is not yet severed. Originally sentenced to 10 years, I served about 2.5 years, got about 2.5 years reduced (減刑), and now have about 5 years and 3 months remaining (餘期). Since fate has a predetermined course, I don't despair," he said, smiling once.

When asked about his family, he said that besides his wife, Mrs. Kim (金氏), he has four children: eldest son Iryŏng (一英, 15, employed at P'aljinok), second son Inung (寅雄, 13, attending Chaedong Public Common School - 齋洞公普), eldest daughter Inja (仁子, 9), and second daughter Inwŏn (仁媛, 6). The children were so lovely and cute; anyone seeing them couldn't resist holding their hands. When asked about their livelihood during his imprisonment, he said he hadn't even asked since his release, adding, "They must have survived thanks to the sympathy of various friends," expressing apologies towards society. (In reality, Mrs. Kim's efforts have kept them going without worry so far. After her husband went to prison, she endured considerable hardship (苦生) raising four young children through 2-3 years of trials and tribulations. Whether through organizing, laundering, or taking in needlework, she did all sorts of jobs to raise and educate her young children. Public opinion is widespread that if there's a model wife, none surpasses Mrs. Kim.)

Feeling apologetic for sitting too long, we stood up, wishing him a speedy recovery. In place of their father, the three children came out to the main gate and gave us a warm farewell, saying, "Go safely." <79>

Hyŏn Sangyun, Who Has Overcome the Crisis

Mr. Hyŏn has also been ill for a long time. Since last April (1925), he contracted a serious case of lung disease (肺病) and received treatment at the Government-General Hospital for two months, May and June. As the illness was quite severe, the hospital couldn't achieve a complete cure, and he was discharged midway, continuing home treatment (自宅治療) ever since. He had already resigned (辭免) from his position as principal (校長) of Chungang High Common School (中央高普) sometime last year.

Whatever the patient's state, among friends, there was much worry about whether he would live or die. Truly, there were not a few friends worried about him. Since the illness was so severe, no one could be optimistic. Only after hearing news that his condition was improving significantly with home treatment after discharge did we feel somewhat relieved. However, as he still wasn't going out and there was no news of his recovery status, how could we not be curious! We had to visit Mr. Hyŏn. We had to visit him for New Year's greetings and to inquire about his health. It was also January 6th. With elder brother Ch'a, we sought out Mr. Hyŏn's home at 8-2 Wŏn-dong, at the end of the street. Announcing our purpose from the gatehouse, a boy of 15 or 16 came out. Offering our name cards (名啣), we requested to see (面會) Mr. Hyŏn. The boy went inside and came back out, bowing his hands together and saying, "I apologize, but he says he cannot receive visitors. The doctor said talking with guests would worsen his illness, so he is strictly refusing all visits." Our hearts sank. "We heard his condition was improving, could that have been false? Refusing visitors suggests the illness is far too serious." Sighing and lamenting, we had no choice but to stand outside like detectives and ask the boy about the illness, living situation, and family. The boy was Mr. Hyŏn's eldest son, Kyusŏp (圭燮, 16). He said he attends Cheil High Common School (第一高普校), his younger brother Insŏp (寅燮, 13) attends Susong Public Common School (壽松公普), his younger sister Sunae (順愛, 9) attends Kyodong Girls' Public Common School (校洞女普), his mother is Mrs. Paek (白氏), and his father is 34 years old. He didn't know the details of the illness but said it seemed to be improving, <80> though recently his father is strictly resting quietly (靜養) and avoids speaking the most. When asked which month he was hospitalized and which month discharged, Kyusŏp went back inside and returned, saying, "He says he is very sorry. Please come in for a moment," inviting us in. Although visiting someone ill was not without unease, wanting to at least see his face before leaving, we didn't hesitate and followed Kyusŏp into the detached building's lower room (araetbang), Mr. Hyŏn's quarters. A white cloth curtain was drawn across the middle of the two-section room. Lifting the curtain and stepping down to the warmer part of the floor, Mr. Hyŏn was already sitting up, waiting for us. With his long face and prominent nose ridge, one couldn't say he wasn't ill. However, his face looked much better than when I saw him at the hospital last July. I felt somewhat relieved. Mr. Hyŏn expressed his apologies, explaining softly, "The doctor told me to refrain from speaking, so I refuse all visits." He continued gently, "Anyway, this has been a great experience. Just surviving... How frightened I was at first! It was my first time having this kind of illness. Anyway, with this illness, mental relief is the most important thing. That is, getting rid of fear and doubt is paramount. Next, eating well is good. Then, avoiding complexity and resting quietly is said to be best. Initially, I truly had a lot of phobias. When I was in the hospital, a doctor friend brought me two books, saying reading them would bring self-comfort." He presented a book titled "How Should Lung Disease Be Managed?" (肺病は如何に養成すへさか) by Medical Doctor Hara Sakae (原榮) and another titled "Rules for Prevention and Treatment of Lung Disease" (肺病豫防療養敎則). "I found great comfort in these books. They say 5 or 6 out of 15 achieve complete recovery. Anyway, my illness has now passed the critical stage. A few days ago (멧츨 전), I even went out into the garden (庭園). The doctor says if I just rest quietly, I will recover (快復) quickly. Around February or March, he tells me to go to the countryside. I plan to go and rest quietly there for about two years before returning," he told us softly. We, quite concerned about his speaking, wished him a speedy recovery and quickly stood up. <81>

**Summary**

The author, Ch'unp'a, reflecting on the New Year, decides to visit three acquaintances known to be suffering from serious illnesses: Kim Myŏngsik, Hwang Ok, and Hyŏn Sangyun. Kim Myŏngsik contracted malaria, pleurisy, and other complications during imprisonment for his involvement in the "New Life" incident, resulting in physical disabilities (shortened leg, deafness) and ongoing poverty, though he remains spirited. Hwang Ok, a former police inspector imprisoned for conspiracy, developed neurasthenia and stomach problems, leading to a temporary release; he faces his remaining sentence with stoicism while his wife struggles to support their four children. Hyŏn Sangyun, former principal of Chungang High Common School, is recovering at home from severe lung disease (likely tuberculosis) after hospital treatment, having overcome the initial crisis but still requiring strict rest and avoiding visitors, though optimistic about eventual recovery after extended rest in the countryside. The article provides intimate glimpses into the harsh realities faced by intellectuals and activists under Japanese colonial rule – imprisonment leading to severe health decline, the resulting poverty and family struggles, and the psychological toll of illness and uncertain futures. Historians might find the specific details of the illnesses contracted in prison (Kim), the charges and sentence length (Hwang), the named hospitals (Government-General, Severance, Red Cross), schools (various Kobo/Kongbo), and the references to specific publications and support networks valuable for understanding the lived experiences and health conditions of Koreans, particularly those targeted by the colonial regime, during the 1920s.

**Named Entities**

金明植	김명식	Kim Myŏngsik
黃鈺	황옥	Hwang Ok
玄相允	현상윤	Hyŏn Sangyun
春坡	춘파	Ch'unp'a
朴熙道	박희도	Pak Hŭido
辛日鎔	신일용	Sin Illyong
兪鎭熙	유진희	Yu Chinhŭi
咸興	함흥	Hamhŭng
靑吾兄	청오형	Ch'ŏngo hyŏng
安國洞	안국동	Anguk-tong
光化門通	광화문통	Kwanghwamun-t'ong
社稷골	사직골	Sajik-kol
朝자步兵隊	조자보병대	Choja (?) Infantry Unit
都粱洞	도량동	Toryang-dong
朴熙淑	박희숙	Pak Hŭisuk
李君	이군	Yi Kun
宋氏	송씨	Song Ssi
甲煥君	갑환군	Kaphwan Kun
舟橋公普	주교공보	Funabashi Public Common School (Chukyo Kongbo)
洪濟醫院	홍제의원	Hongje Hospital
總督府醫院	총독부의원	Government-General Hospital
趙漢盛醫院	조한성의원	Cho Hansŏng Hospital
세브란쓰醫院	세브란스병원	Severance Hospital
적십자병원	적십자병원	Red Cross Hospital
濟州島	제주도	Cheju Island
新左面	신좌면	Sinjwa-myŏn
朝天里	조천리	Chŏch'ŏn-ri
某日報	모일보	A certain daily newspaper
某雜誌	모잡지	A certain magazine
京畿道警部	경기도경부	Kyŏnggi Province Police Department
金始顯	김시현	Kim Sihyŏn
西大門刑務所	서대문형무소	Sŏdaemun Prison
桂洞	계동	Kye-dong
車兄	차형	Ch'a hyŏng
金氏	김씨	Kim Ssi
一英	일영	Iryŏng
八珍屋	팔진옥	P'aljinok
寅雄	인웅	Inung
齋洞公普	제동공보	Chaedong Public Common School
仁子	인자	Inja
仁媛	인원	Inwŏn
玄君	현군	Hyŏn Kun
苑洞	원동	Wŏn-dong
圭燮	규섭	Kyusŏp
第一高普校	제일고보교	Cheil High Common School
寅燮	인섭	Insŏp
壽松公普	수송공보	Susong Public Common School
順愛	순애	Sunae
校洞女普	교동여보	Kyodong Girls' Public Common School
白氏	백씨	Paek Ssi
中央高普	중앙고보	Chungang High Common School
原榮	원영	Won Yŏng (Hara Sakae?)

**Glossary**

病友	병우	Sick friends; comrades in illness
엇더하신가	어떠하신가	How are (you/they) doing? (Honorific; older spelling '엇더')
찻고	찾고	Seeking; visiting (Older spelling '찻')
되얏다고	되었다고	Because it became/has become (Older spelling '되얏')
안이지만	아니지만	Although not (Older spelling '안')
안저	앉아	Sitting (Older spelling '안저')
업섯다	없었다	Did not exist; was not (Older spelling '업섯')
밋칠	미칠	To reach; to extend to (Older spelling '밋')
생각키웟다	생각시켰다	Caused to think; made one think (Contracted form with older '키')
알켜주고	알려주고	To let know; inform (Older spelling '알켜')
갓치	같이	Together; like (Older spelling '갓치')
어더	얻어	To get; obtain; contract (illness) (Older spelling '어더')
밧쳐	받쳐	To support; prop up (Older spelling '밧쳐')
막켜	막혀	To be blocked; clogged (Older spelling '막켜')
아러듯지를	알아듣지를	Cannot understand (speech) (Older spelling/colloquial '아러듯지')
붓틴	붙인	Attached (Older spelling '붓틴')
무르니	물으니	Asking; when asked (Older spelling '무르')
들너보니	둘러보니	Looking around (Older spelling '들너')
노여잇고	놓여있고	Is placed; is lying (Older spelling '노여')
무릅	무릎	Knee (Older spelling '무릅')
누어스닛가	누웠으니까	Because (he) was lying down (Older spelling/dialectal '누어', '스닛가')
잘너냇슴니다	잘라냈습니다	Cut off; excised (Older spelling '잘너', '슴니다')
맊키며	막히며	Becoming blocked (Older spelling '맊')
잇슬	있을	To be; exist (potential form) (Older spelling '잇슬')
낫는데	낳는데	Giving birth (contextual); getting better (contextual) (Here: giving birth; older spelling '낫')
만엇슴니다	많았습니다	Was much; were many (Older spelling '만엇슴니다')
줍듸다	줍디다	Gave (retrospective informal) (Older spelling '줍듸다')
어덧슴니다	얻었습니다	Obtained; gained (Older spelling '어덧슴니다')
니러섯다	일어섰다	Stood up (Older spelling '니러섯다')
차자가	찾아가	Going to visit; seeking out (Older spelling '차자')
마저	맞아	To greet; receive (Older spelling '마저')
빗쳐	비쳐	Shining (Older spelling '빗쳐')
안젓든	앉았던	Who was sitting (Older spelling '안젓')
더리고	데리고	Taking (someone) along (Older spelling '더리')
길으고	기르고	Raising; bringing up (Older spelling '길으')
가르키고	가르치고	Teaching (Older spelling '가르키')
업스리라고	없으리라고	That there probably isn't/won't be (Older spelling '업스')
차젓섯다	찾았었다	Had visited; had sought out (Older spelling '차젓섯')
나오드니	나오더니	Came out and then... (Older spelling '나오드니')
뭇게	묻게	To ask (causative/passive form) (Older spelling '뭇')
드러갓다	들어갔다	Went inside (Older spelling '드러갓')
들치고	들치고	Lifting (a curtain, etc.)
끄내인다	꺼내인다	Takes out; brings up (a topic) (Older spelling '끄내')
가젓든지오	가졌었지요	Had possessed; had felt (polite retrospective) (Older spelling '가젓')
업새버리는	없애버리는	Getting rid of completely (Older spelling '업새')
멧츨	며칠	A few days (Older spelling '멧츨')
快復	쾌복	Recovery (Older form of 회복, also written 쾌차)
靜養	정양	Resting quietly; convalescence
-e 

---------------------------


잡지명	개벽 제66호
발행일	1926년 02월 01일
기사제목	새해에 病友들은 엇더하신가, 病友 金明植, 黃鈺, 玄相允君을 찻고
필자	春坡
기사형태	소식

새해에 病友들은 엇더하신가, 病友 金明植, 黃鈺, 玄相允君을 찻고
						春坡
새해가 되얏다고 모든 幸運兒들은 새옷을 입으며 ˆ 을 마시며 노래를 부르며 새해의 福을 혼자 가진 듯히 제각금 야단들이다. 나도 다소나마 건강으로 보아 또는 년령으로 보아 그닥 悲運兒는 안이지만 그러나 幸運兒축에는 못드는 한 사람이다. 新年元日에 떡국 한 그릇을 뭇어더 먹고 쓸쓸한 방구석에 쭈구리고 안저 往古來今을 낫낫치 헤아려 보니 인간의 無常을 안이 咀呪할 수 업섯다. 더구나 생각이 모든 병자 약자 *貧者에게 밋칠 때에 한줄기 暗*가 업지 못하얏다.
다른 동무들은 그만두고 「우리 病友들은 엇더케 지내시는가?」의 생각이 한번도 안이요 두번 세번 간졀히도 생각키웟다. 病友가 엇지 한둘뿐이랴만은 위선 金明植君이 생각나고 黃鈺君이 생각나고 玄相允君이 생각낫섯다. 百事除之하고 차저 볼 생각이 간졀히도 난다. 그들의 最近相을 모든 동지에게 알켜주고 십헛다.

오히려 씩씩한 金明植君
金君은 大正12년 2월16일 「新生活」事件으로 朴熙道
辛日鎔
兪鎭熙諸氏와 갓치 징역하는 몸이 되야 同4월에 咸興으로 移監되야 同6월에 獄中에서 병을 어더 가지고 同7월에 執行停止로 出監되야 伊來 2, 3년 치료에 아직 完人이 못되얏다.
1월5일이엿다. 靑吾兄과 가티 明植君을 차저 보기로＜75＞ 하고 11시쯤 하야 社門을 나섯다. 쌀쌀한 바람이 귀밋츨 때린다. 安國洞을 지나 光化門通을 지나 社稷골로 통한 朝자步兵隊집 엽 골목에 드러섯다. 다시 共同便所 뒷골목으로 드러서 조곰 가다가 西便골목으로 드러 막다른집 즉 都粱洞 39번지 朴熙淑門牌붓틴 집을 차저 드럿다. 중간 문에 드러서며 在家與否를 무르려할 즘에 발서 마루에 섯든 金君의 부인은 풍만한 얼굴에 우슴을 띄우면서 「네 게심니다. 드러오십시오」하며 반가이 마저 준다. 건너방 金君의 처소로 드러가니 金은 보이지 안코 咸興의 李君이 벙글벙글 우스며 마저준다. 何相見之晩也를 相呼하고 金君何處在를 무르니 「안방에 건너갓는데 이제 곳 오실 터이라」고 한다. 坐를 정하고 방안을 둘너보니 저편 구석에 조고마한 테불 한 개가 의자 한 개와 가티 노여잇고 이편 구석에는 적은 책장 한 개가 노여 잇다. 그리고 古物商에서 엇어온 듯한 褥 한 개가 알에목에 노여 잇다.
마루에서 집팽이 소리 나막신 소리가 겹쳐 들리드니 문이 열니며 金君의 얼굴이 나타난다. 덥수룩한 머리 헐금한 얼굴 엇잿든 病人안이라고는 할 수 업다. 더구나 좌우 겨드랑이에 밧쳐 집흔 쌍집팽이를 볼 때 한 다리(右足)가 짤버서 게다 짝을 밧쳐 신은 것을 볼 때에 누가 놀내지 안으랴. 그 뿐이냐. 좌우귀가 꽉 막켜 아무리 大聲高喊이라도 아러듯지를 못하는 것을 볼 때에 누가 안탑가운 생작이 업스랴!
그러나 의지에 강한 군은 오혀려 씩씩하다. 손을 내미러 낫나치 악수를 하고 「새해에는 所願成就하라고」 우스며 말한다. 최근의 病狀은 엇더며 음식은 엇더냐고 무르닛가 「무슨 말인지 전혀 듯지를 못한다」고 손을 저어 안타까운 사정을 표한다. 부득이 例의 筆談이 나오계 되얏다. 본래-口辯에 長한 터이라. 무어든지 뭇기만하면 서슴업시 얼음에 박밀 듯 하는 판이것다.
위선 「新年人事兼病問安來」라고 써 노앗것다. 君은 껄껄 우스며 「밧븐데 무엇 그럴 것 잇느냐」고 미안을 말한다. 다음은 「病의 發生如何, 病의 經過如何,＜76＞ 將來完治如何」를 써 노앗것다. (평소에 몰낫든 것은 안이지만 이것을 쓰랴닛가)君은 물끄럼이 드려다 보더니만 또한번 껄껄 웃더니 自初至終一場說話가 나온다.
「내 병은 쳐음은 마라리아에서 시작되엇슴니다. 咸興의 마라리아란 참 유명함늰다. 本來-弱質에다가 평생에 해 보지 못하든 징역살이를 하겟다. 게다가 다른 일도 안이요. 煉瓦場에 나아가 煉瓦運搬하는 일을 하는구려. 45寸 두터운 널판댁이에 20개 내지 30개식을 메고 다니니 억개가 떠러저 오고 팔다리가 부들부들 떨닙듸다. 그러케 하기를 매일 하루가티하니 엇지 병마가 안이 침노하겟소. 身熱이 나기 시작하드니 그만 마라리아가 침범합듸다. 멧츨지내닛가 억개 뒤가 압흐고 가슴이 압흐더니만 그만 肋膜炎이 또 생깁되다. 그리더니  업친데 덥친다고 바른 편 무릅이 탱탱 붓습듸다. 꼼작 못하고 눗게 되얏슴니다. 監獄醫는 유마지쓰로 증명하고 慈惠醫院長은 肋膜炎으로 증명하고 병이 일치하지 안엇슴니다. 게다가 장단지에 종기까지 나서 무수히 辛苦하다가 결국은 수술까지 하얏슴니다. 꼼작 못하고 누어스닛가 신체는 작구 쇠약해 지고 묵어운 니불은 내려 누루고-. 그만 脫臼가 되면서 다리 한아가 쩔버젓슴니다. 결국은 위태하게 되닛가 執行停止가 되야 出獄을 해가지고 咸興慈惠醫院에서 수술을 하엿슴니다. 고름을 두어 박아지나 뽑앗슴니다. 生死를 아주 단념하얏슴니다. 요행 생명이 보존되야 그 해(大正 12년) 10월20일경에 上京햇슴니다. 上京해 가지고 洪濟醫院에서 치료를 밧다가 總督府醫院에 드러가 다시 수술을 하얏슴니다. 갈비대를 두치 이상이나 잘너냇슴니다. 그 다음 趙漢盛醫院 또 그 다음 세브란쓰醫院에서 약 2개월이나 치료하얏슴니다. 그때에 또다시 膀胱炎이 발생되야 무쳑 고생을 하얏슴니다. 다시 적십자병원에 드러가 약 2개월이나 치료하야 조곰 낫더니 재작년 9월에 膀胱炎이 재발되며 左右耳膜이 또 맊�키며 病에 병이 加添되야 지금것 이 모양임니다」하며 한번 또 우서버린다.
완치의 餘望有無를 무르니 다리는 완치의 餘望이 잇다하나 귀막킨 것은 아직 明言할 수 업는데 그 亦 元氣가 회복되고 心思만 편안하면 혹 열닐는지 모르겟스나 몸이 이처럼 쇠약하고 게다가 생각이 끈일새 업스니 엇저느냐고 무엇보다 원고쓰기에 귀는 더 막켯다고 또 한번 껄껄 웃는다. 음식은 엇던 것이든지 꽤 먹는데 간혹＜77＞ 소화불량이 잇슬 뿐이고 수면도 괜찬은데 간혹 신경통이 잇다 하며 出入은 인력거 안이면 不能인데 그 亦 돈이 업서서 지금은 出入停止라고 한다. 가족은 妻 宋氏(34)외에 2子3女가 잇는데 長子 甲煥君(13)은 舟橋公普에 통학중이며 次子는 昨年 5월에 낫는데 얼굴이며 氣質이 퍽도 튼튼하다고 李君이 代言한다.(女息들은 시골에 잇다고) 우리는 속으로 「病中에도 得男! 生産이란 참 무서운 勢力이것다」하고 우슨 일이 잇다. 金君은 今年幾歲냐고 무르니 역시 껄껄 우스며 36세라고 한다. 고향은 濟州島 新左面 朝天里이고-. 生活現狀은 무를 것도 업시 極貧이것다. 朴熙淑氏 건너 방을 비러 잇스면서 친구들의 多少同情으로 살어가는 듯 한데 한가지 우스운 것은 某日報에 글을 쓰다가 그는 그만두고 某日報某雜誌에 글을 써 주는데 그 亦 외상이라고 귀가 막켜가며 써 준 그것이나마  외상이라고 또 한번 껄껄 웃는다.
우리는 하루 지리하게 안젓슴을 謝하고 속히 회복되기를 빌면서 니러섯다. 君이 별로히 말한 소감 소견은 別頁에 따로 싯기로 한다.

運命付之一笑의 黃鈺君
세상이 다 아는 바와 가티 黃君은 京畿道警部로서 在職中임도 불구하고 金始顯 등과 연락하야 大破壞들 음모하다가 事不如意하야 金始顯(共犯 12人)과 가티 制令違反及爆發物取締規則違反으로 10년의 役을 당하고(大正 12년 3월 19일 留置 同年 8월 판결) 이래 2,3年間 西大門刑務所에서 복역하다가 幸인지 不幸인지 昨年春부터 神經衰弱及胃腸病이 생겨서 近 1년이나 獄中에서 신음하다가 지난 12월 16일에 집행정지가 되야 出獄하야 지금 桂洞 15의 17번지에서 치료하고 잇다.

