Rank	Word	Frequency
1	하야	808
2	말	329
3	우리	290
4	나	245
5	사람	214
6	하얏다	158
7	생각	145
8	가티	134
9	하나	102
10	무엇	98
11	가지	85
12	이나	80
13	朝鮮	79
14	自己	77
15	吾人	73
16	이오	68
17	이외	67
18	그것	62
19	다시	61
20	하얏스	60
21	靑年	60
22	기사	58
23	레나	58
24	무슨	57
25	로써	56
26	英植	56
27	勿論	55
28	團體	55
29	今日	55
30	意味	53
31	社會	53
32	소리	52
33	世界	51
34	섯다	50
35	人生	50
36	文化	50
37	事實	49
38	精神	49
39	모든	47
40	如何	47
41	農村	46
42	딸아	45
43	너	45
44	微蛻君	45
45	韻文	45
46	靑年團體	45
47	同時	44
48	하엿다	43
49	로부터	42
50	生活	42
51	안나	42
52	以上	41
53	또한	41
54	하라	41
55	보고	40
56	實在	40
57	開闢	40
58	가장	39
59	손	39
60	다만	38
61	반듯이	38
62	文學	38
63	스담호웁	38
64	時代	37
65	여러	36
66	리하	36
67	活動	36
68	눈	35
69	더욱	35
70	족음	34
71	하리	34
72	理想	34
73	이란	33
74	잇슬	33
75	집	33
76	아모	33
77	로서	32
78	問題	32
79	一般	32
80	어찌	32
81	일이	32
82	只今	32
83	하니	32
84	境遇	32
85	目的	32
86	各地	32
87	까닭	31
88	地方	31
89	努力	31
90	要求	31
91	잡지	30
92	價値	30
93	思想	30
94	하랴	30
95	自然	30
96	形式	30
97	衝突	30
98	개벽	29
99	제호	29
100	발행	29
101	제목	29
102	형태	29
103	수가	29
104	마는	29
105	關係	29
106	過去	29
107	眞理	29
108	道德	29
109	다른	28
110	便紙	28
111	第一	28
112	事業	28
113	어머니	28
114	成立	27
115	아모리	27
116	多少	27
117	所謂	27
118	잇스	26
119	그러케	26
120	말슴	26
121	其他	26
122	同情	26
123	必要	26
124	어떠케	25
125	어대	25
126	머리	25
127	먼저	25
128	만일	25
129	組織	25
130	批評	25
131	事件	25
132	第段	25
133	그대로	24
134	確實	24
135	父母	24
136	업스	23
137	처음	23
138	입	23
139	얼마나	23
140	가슴	23
141	說明	23
142	兄弟	23
143	지금	23
144	硏究	23
145	時間	23
146	一言	23
147	自由	23
148	認識	23
149	마음	22
150	인지	22
151	世上	22
152	學校	22
153	不過	22
154	하노	22
155	宗敎	22
156	스스로	22
157	敎育	22
158	하겟다	22
159	顚倒	22
160	日本	22
161	가을	22
162	發展	22
163	社會的	22
164	보아	21
165	타고	21
166	마디	21
167	萬一	21
168	人物	21
169	京城	21
170	何等	21
171	一年	21
172	方面	21
173	定義	21
174	部分	21
175	主張	21
176	爲先	21
177	부터	20
178	여긔	20
179	것이엇다	20
180	希望	20
181	學生	20
182	如斯	20
183	實現	20
184	文章	20
185	先生	20
186	改造	20
187	하얏는데	20
188	從來	20
189	改善	20
190	一種	19
191	다가	19
192	간다	19
193	內容	19
194	知識	19
195	子息	19
196	업슬	19
197	人格	19
198	얼마	19
199	아마	19
200	發達	19
201	아버지	19
202	組合	19
203	누구	18
204	小說	18
205	女子	18
206	注意	18
207	態度	18
208	模倣	18
209	컨대	18
210	實際	18
211	餘白	18
212	雜誌	18
213	方法	18
214	自覺	18
215	果然	17
216	필자	17
217	치마	17
218	區別	17
219	普通	17
220	電車	17
221	元來	17
222	光陰	17
223	모도	17
224	散文	17
225	作者	17
226	實力	17
227	哲學	17
228	얼골	16
229	모양	16
230	存在	16
231	同一	16
232	不可	16
233	永遠	16
234	一部	16
235	當時	16
236	바이	16
237	個人	16
238	歷史	16
239	組合員	16
240	大槪	15
241	性質	15
242	코저	15
243	서서	15
244	이제	15
245	幸福	15
246	始作	15
247	意見	15
248	靑年會	15
249	繼續	15
250	往往	15
251	비록	15
252	諸君	15
253	新聞	15
254	責任	15
255	主義	15
256	여러분	15
257	人類	15
258	눈물	15
259	經營	14
260	사랑	14
261	다음	14
262	서로	14
263	理性	14
264	西洋	14
265	이지마	14
266	이름	14
267	原因	14
268	眞正	14
269	創造	14
270	建設	14
271	일다	14
272	作用	14
273	理由	14
274	將來	14
275	完全	14
