Rank	Word	Frequency
1	하야	378
2	말	287
3	사람	185
4	가티	113
5	나	109
6	소리	96
7	무엇	93
8	생각	93
9	안이	90
10	다시	89
11	우리	89
12	듯이	89
13	朝鮮	81
14	明子	78
15	素媖	77
16	가지	75
17	섯다	72
18	社會主義	71
19	하엿다	68
20	永俊	64
21	모든	63
22	그것	63
23	기사	62
24	눈	62
25	一英	62
26	自己	62
27	생활	58
28	너	57
29	집	54
30	보고	50
31	사회	50
32	발행	49
33	사랑	47
34	무슨	46
35	모양	45
36	우스	45
37	명자	45
38	하나	44
39	영준	44
40	다만	42
41	母親	42
42	예술	42
43	普天敎	41
44	손	40
45	대한	38
46	또한	38
47	時代日報	37
48	하니	36
49	물	36
50	勞働者	36
51	잡지	35
52	얼골	34
53	한번	34
54	主張	34
55	문제	33
56	소위	33
57	발	33
58	학교	33
59	崔南善	33
60	개벽	32
61	제목	32
62	불	32
63	日本	32
64	리하	32
65	동안	32
66	資本家	32
67	제호	31
68	형태	31
69	이상	31
70	엇더케	31
71	일이	30
72	자기	30
73	누구	30
74	中國	30
75	바람	30
76	되얏다	30
77	너희	30
78	녀름	28
79	지금	27
80	京城	26
81	농민	26
82	얼마나	26
83	머리	26
84	다른	26
85	社會	26
86	仁川	26
87	운동	25
88	이나	25
89	하얏다	25
90	아아	25
91	그대	25
92	國家	25
93	로써	24
94	나무	24
95	더욱	24
96	교육	24
97	음악	24
98	세상	24
99	牧丹峰	24
100	이제	23
101	사실	23
102	아모	23
103	가장	23
104	자긔	23
105	問題	23
106	마음	23
107	朝鮮人	23
108	무사	23
109	맑스	23
110	反對	23
111	필자	22
112	수가	22
113	로부터	22
114	거리	22
115	되엿다	22
116	당신	22
117	주의	21
118	동시	21
119	이의	21
120	교육자	21
121	主義	21
122	까닭	20
123	보기	20
124	눈물	20
125	압헤	20
126	공장	20
127	지방	20
128	王生	20
129	大喝生	20
130	낫다	19
131	그러케	19
132	로서	19
133	양심	19
134	생명	19
135	한가지	19
136	南鮮	19
137	이란	18
138	더위	18
139	아해	18
140	가면	18
141	누가	18
142	예술가	18
143	낄드	18
144	서로	17
145	결과	17
146	경영	17
147	시작	17
148	입	17
149	가슴	17
150	동생	17
151	잇스	17
152	거름	17
153	언제	17
154	모도	17
155	工夫	17
156	及第	17
157	안코	17
158	따라서	17
159	조합	17
160	주서	17
161	町步	17
162	도사	17
163	여러분	16
164	하든	16
165	역시	16
166	더구나	16
167	고개	16
168	試驗	16
169	父親	16
170	生覺	16
171	과연	16
172	본래	16
173	위해	16
174	元相	16
175	共産主義	16
176	만일	15
177	세력	15
178	계급	15
179	개인	15
180	운명	15
181	要求	15
182	어듸	15
183	처음	15
184	부터	15
185	업슬	15
186	인제	15
187	저녁	15
188	무리	15
189	한울	15
190	계약	15
191	國家社會主義	15
192	勞働	15
193	生産	15
194	기타	14
195	필요	14
196	대하	14
197	잇슬	14
198	거긔	14
199	이오	14
200	전체	14
201	吾人	14
202	사이	14
203	다가	14
204	밥	14
205	하자	14
206	서서	14
207	第一	14
208	學校	14
209	必要	14
210	自由	14
211	보아	14
212	저서	14
213	적지	14
214	세계	14
215	음악가	14
216	소작인	14
217	間島	14
218	大喝	14
219	李得年	14
220	思想	14
221	행동	13
222	잇슴	13
223	정신	13
224	여러	13
225	학생	13
226	독립	13
227	명의	13
228	우슴	13
229	린다	13
230	그때	13
231	落第	13
232	간다	13
233	기관	13
234	직접	13
235	지주	13
236	所謂	13
237	江華	13
238	諸君	13
239	秦學文	13
240	組織	13
241	일개	12
242	금일	12
243	소식	12
244	여명	12
245	獨逸	12
246	日本人	12
247	별안간	12
248	아들	12
249	일시	12
250	하엿스	12
251	대로	12
252	只今	12
253	視線	12
254	精神	12
255	時間	12
256	先生	12
257	學生	12
258	感情	12
259	더욱이	12
260	농부	12
261	최후	12
262	업스	12
263	시대	12
264	방면	12
265	별로	12
266	주인	12
267	漢江	12
268	부모	12
269	공부	12
270	春坡	12
271	제자	12
272	徐相灦	12
273	대개	11
274	조직	11
275	衡平社	11
276	同情	11
277	요구	11
278	마는	11
279	도리	11
280	가운데	11
281	근심	11
282	조금	11
283	안타	11
284	혼자	11
285	그대로	11
286	生活	11
287	支配	11
288	형제	11
289	업자	11
290	일반	11
291	임금	11
292	단체	11
293	고발	11
294	시계	11
295	서울	11
296	過激派	11
297	平等	11
298	分配	11
299	성립	10
300	간부	10
301	태도	10
302	일편	10
303	희생	10
304	하리	10
305	경제	10
306	노동	10
307	米國	10
308	이번	10
309	여긔	10
310	그럿치	10
311	목소리	10
312	비록	10
313	귀	10
314	만타	10
315	아마	10
316	이면	10
317	차저	10
318	心理	10
319	구경	10
320	그네	10
321	바로	10
322	자랑	10
323	여론	10
324	청년	10
325	노래	10
326	인생	10
327	시인	10
328	平壤	10
329	月尾島	10
330	선생님	10
331	브렘톤	10
332	申錫雨	10
333	基礎	10
334	前者	10
335	後者	10
336	겨우	9
337	일어	9
338	대회	9
339	거나	9
340	조정	9
341	의미	9
342	아모리	9
343	바리	9
344	시간	9
345	개조	9
346	민족	9
347	旱災	9
348	英國	9
349	친구	9
350	바다	9
351	왓다	9
352	자미	9
353	순간	9
354	시험	9
355	놋코	9
356	실로	9
357	어머니	9
358	이지	9
359	때문	9
360	오히려	9
361	한편	9
362	먼저	9
363	不安	9
364	社會的	9
365	結果	9
366	다음	9
367	작고	9
368	控所	9
369	맛츰내	9
370	불상	9
371	물건	9
372	아츰	9
373	활동	9
374	노력	9
375	라면	9
376	불구	9
377	참말	9
378	성의	9
379	푸른	9
380	족음	9
381	고로	9
382	내의	9
383	만원	9
384	도로	9
385	남녀	9
386	과거	9
387	金浦	9
388	냄새	9
389	회색	9
390	원상	9
391	산듸카리슴	9
392	無政府主義	9
393	廢止	9
394	現在	9
395	同一	9
396	논설	8
397	본부	8
398	주장	8
399	금전	8
400	잘못	8
