Magazine Title	三千里 第7권 제2호
Publication Date	1935년 02월 01일
Article Title	朝鮮民族起源의 文化的 考察 (A Cultural Examination of the Origin of the Korean People)
Author	金明植
Article Type	논설 (Editorial/Essay)

A Cultural Examination of the Origin of the Korean People
						Kim Myŏngsik (金明植)

It is an inevitable and welcome phenomenon that national literature is being published one after another, thanks to the deep research and extensive investigations of recent scholars (識者). Truly, uncovering the true state (眞相) of Korea's past and organizing it through documents evokes a sense of vastness (浩浩茫茫). Therefore, even in these hurried times, those with leisure time have a duty to strive for this. However, it is valuable because it discovers truth and clarifies reason; actions such as causing bewilderment and confusion through falsehood (虛僞) and exaggeration (誇張) should not occur. This is generally because truth demands science, and science is incompatible with self-serving methods.<52>

Generally speaking, whether discussing individuals or groups, as the capacity for independent social life forms, individuality (個性) is constituted. This principle also applies to nations or ethnic groups. And although history originally evolves (進化), partially, there are also instances of regression (退化). Therefore, ugliness can be found in later societies, and goodness and beauty can be argued for in earlier societies. However, such partial facts cannot negate the evolution of history. Compared to feudal society, primitive society has simple concepts and systems that possess a certain elegance (優雅). However, due to the development of productive forces (生産力), the former was destroyed, and the latter was formed, constructing a culture with more complex and richer content than the former. Therefore, cursing (咀呪) feudal society and praising (讚美) primitive society may be interesting as a poet's sentimental impulse (感傷的 衝動), but it holds no value from a sociologist's scientific observation. Moreover, the cultures of the Silla, Koryŏ, and Yi Dynasty periods certainly progressed beyond the Tan'gun era. Also, the pride of the Tan'gun era is a characteristic common to the primitive societies of all peoples, not a unique treasure (보베) of the Korean people. Of course, the life consciousness (生活意識) of each people constitutes it, showing differences in intensity (濃淡), depth (深淺), and weight (厚薄重輕) in partial concepts, thus exhibiting different national characteristics. However, the scope of influence these differing parts have on social life is extremely limited, and they possess the inevitability of gradually dissolving through cultural progress. The United States is composed of various peoples, but the differing characteristics among each people have mostly harmonized (調和), all becoming fellow Americans. And peoples whose previous cultural differences were inferior (低劣) have still not been able to join the creative ranks (班列) of modern culture.
Therefore, the purpose of studying national culture lies in examining the cultural level of a certain people to understand advanced civilization and to consider whether preparations for constructing it exist, not in returning to the past. Here, the study of national culture is decisively different from genealogy (族譜學).

However, comparative research is necessary for national culture. We, who understand the elegant (優雅) primitive state of ancient Korea, need to observe the social lives of other peoples of the same era. And the Russian *mir* (머루), the German *mark* (막크), the English village, the Indian village commune (村落 共産體), etc., appearing in written records (文籍), all boast primitive society's<53> religious, democratic, intuitive, creative, optimistic, chivalrous harmony and elegance. The Korean people of the same era likely enjoyed such an optimistic life as well. However, no matter how researchers of ethnicity exaggerate, it is a fact that the past life culture of the Korean people appearing in literature is poorer than that of the aforementioned peoples, and for that reason, the ancient culture of the Korean people has only left fragmentary (斷片的) records.
Furthermore, it is not a characteristic of ethnic groups' life instincts that some are centrifugal (遠心的) while others are centripetal (求心的). Also, even among primitive peoples, the purity (純粹性) of their conception of nature cannot be guaranteed, and modern peoples are all amalgams (混含體) of cultural concepts. Hitler (히틔레) and his faction strongly argue (强辯) for the purity of the German people, but history proves (立證) that the current German people are a mixture of Germanic tribes (게루마니族), Teutonic tribes (츄톤族), Slavic tribes (을랍族), Nasal tribes (나살族), etc. And although there are differences in time (new vs. old, long vs. short) in Jewish history, the essential nature of being a mixture is no different for the current American people either. According to the research of Mr. Torii Ryūzō (烏居龍藏氏), "Besides the Ainu (아이누族), the ancient Japanese people are [composed of] 1. Indigenous peoples (固有民族) who crossed over from regions like Korea, Manchuria, the Maritime Province, and Eastern Mongolia, 2. Those of Indonesian (印度네지안系) origin who crossed over from Sumatra (쓰마토라), Borneo (보르네오), Celebes (세레베쓰), the Philippines (比率賓), Taiwan (臺灣), etc., and 3. The Miao (苗族) lineage, i.e., the Indochinese people (印度 支那民族), who resided in South China (南支那) from ancient times" (*Prehistoric Japan*). Likewise, the Korean people are not a pure single ethnicity. Racially, they are a mixture of Altaic (아르타이族) and Kunlun (崑崙族) peoples, and ethnically, they are a mixture of various Manchurian peoples (滿洲 諸民族), Han Chinese (漢族), Mongols (蒙族), etc. Thus, just as the differences among various peoples within the Japanese nation have already disappeared, those among the Korean people have also been sublated (揚棄), possessing a single form of life and consciousness as the historical and social Korean people. Therefore, the study of ethnicity must start from here. That is, an ethnic group is formed only when a human group reaches a cultural stage where a single form of life and consciousness is established. Thus, clan concepts or tribal concepts, meaning the life and consciousness of primitive peoples, cannot be the central issue in the study of modern ethnicity. Furthermore, the differences between the Korean people and the Han Chinese people since the Three Kingdoms period, aside from language and clothing, have disappeared to the point where they could not arise in spiritual life. Also, since this was realized by destroying Korea's inherent culture, Korea's feudal culture lacks Korean characteristics. However, the present Korean people were formed through this process, not as an extension of primitive peoples. And it is regrettable that Korea's ancient literature lacks national classics (經典) like China's *Book of Documents* (書傳) and *Book of Odes* (詩傳) or Japan's *Kojiki* (古史記) and *Man'yōshū* (萬葉集), thus failing to express national life straightforwardly (單的으로). However, the historical or social existence of the Korean people is not absent.<54> Therefore, there is no need now to painstakingly gather a fragment from mythology, a piece from fairy tales, a line from folk songs, a phrase from poetry, and a passage from prose to publish a "Continued Illustrated Guide to the Three Bonds" (續三綱行實). Why is that? Because Koreans, who already knew the social effect (功果) of the "Illustrated Guide to the Three Bonds" (三綱行實), cannot promise greater effectiveness just by compiling a new edition solely with the deeds of Koreans.

Furthermore, polytheism (多神思想), familism (家族主義), sun worship (太陽崇拜), etc., were common life concepts and rituals (儀式) of all peoples before the Middle Ages, and particularly, polytheistic religious peoples are not something to boast about in terms of civilization (文明). Also, the Korean people of the sun worship era failed to develop (展開) their own cultural stage and instead imported (輸入) more evolved foreign cultures (外來文化). Although this cannot be proven (證) through literature, it can be asserted (斷言) by understanding the historical stages of human culture. Originally, polytheistic peoples who worship the sun inevitably become monotheistic peoples through social evolution. Christianity sweeping (席捲) Europe in the Middle Ages had other contributing (付隨的) reasons, but its fundamental reason was its monotheistic thought. In other words, the sun worship thought of the various European peoples could not help but submit (歸依) to its necessary developmental form, monotheism. However, the primitive peoples of Korea worshipped the sun like the peoples of Europe, but ultimately failed to possess a monotheistic religion, remaining polytheistic peoples because, in the meantime, they imported the advanced culture of polytheistic peoples. Therefore, praising the traditional polytheism of the Korean people now is akin to testifying (證歌) to barbarism (野蠻).
Also, historically, the Korean people have never had ethnic slaves (種族奴隷), but the slave system (奴隷制度) was not absent, nor were slaves absent. How could the slave system, the origin of the private property system (私有財産制度) in all nations, be absent only for the Korean people? Moreover, Chŏng Yagyong's (丁若鏞) *Mongmin Simsŏ* (牧民心書) contained a chapter on slaves, but the initial publisher deleted it. The reason given was that Korea's slave system had historically been so cruel (殘忍) that it could not be revealed to foreigners. However, the fact that the Korean people historically never had ethnic slaves explains that they never emerged as conquerors of their surroundings. This can prove a non-chivalrous life but does not prove chivalrous characteristics. And if the Korean people could have had as many ethnic slaves as the Greek people, Korea's ancient culture would not have been inferior (遜色) to Greek culture, and simultaneously, the Korean people would have worn a more rational (理和的) and<55> creative (創造的) crown of glory (榮冠). However, the Korean people, unable to conquer their surroundings like the Greeks (though such targets were also absent), could not possess a large number of slaves and thus exploited (酷使) a small number of slaves. Yet, the golden eggs (黃金의 알(卵)) from these limited numbers restricted the pleasure (亨樂) and luxury (奢侈) of the ruling class (支配階級), resulting in the production of only a meager culture. Therefore, when we appreciate the ancient civilization of Kyŏngju, thinking about the lives of the slaves at that time is not the same sentimental impulse as yearning (憧憬) for primitive society.

However, peoples of the same Manchu ethnicity (滿洲族) as the Korean people, such as the Jurchen (女眞), Khitan (契丹), Liao (遼), and Jin (金) tribes (族), engaged in eastern expeditions and western campaigns (東征西伐), achieving worldwide fame for their martial prowess (武俟) and valor (勇猛). The Korean people, on the other hand, merely transmit traces of military valor through defensive battles like those of Ŭlchi Mundŏk (乙支文德) and Yŏn Kaesomun (淵蓋蘇文). Yet, currently, the total population of the aforementioned Manchu tribes, even combining those scattered (散在) in various places, does not exceed 3 million, and their culture is lower than that of the Korean people. This is not to say they lack their own inherent language and script. Then, what is the reason for the stark difference (懸殊한 差) in numbers and quality between the two? This problem is generally not resolved by those who assert national superiority (民族的 優越性). And without resolving this problem, the historical and cultural position of the Korean people cannot be understood.
The Manchurian peoples (滿洲民族), like the Mongol peoples, were pastoral nomads (牧畜民族) who also practiced agriculture. Therefore, they lacked settlement stability (定位性), and their areas for movement spread in all directions. While preoccupied with southern campaigns and northern expeditions, they could not develop an agricultural culture. In contrast, the Korean people settled (定着) on the peninsula and were able to establish (樹立) an advanced feudal culture. Therefore, although their military valor did not match the others, their numbers increased, and their quality improved. Thus, through Silla, Koryŏ, and the Yi Dynasty, the Korean people came to possess a life and consciousness different from the Manchurian peoples. And it is no coincidence that Buddhism and Confucianism, the concentrated (集中的) expressions of agricultural culture, merged with the lives of Koreans during this era. Therefore, the outstanding characteristics of the primitive era of the Korean people were not destroyed by the import of Buddhism and Confucianism; rather, through that process, they built a culture superior to that of the Manchurian tribes, formed a distinct nation, and established its existence. And while familism was the central ideology of this era, the large family system, like that in China, was never realized in Korea because the dense population in a small land (人多地狹) made land division unavoidable. Consequently, one can understand why Korea's intensive agriculture developed earlier than China's.<56>
Furthermore, the Korean people since the Middle Ages did not become factional (派閥的) and poor at criticism (批判에 短한) solely due to the influence of Confucianism and Buddhism. Nor is it an inherent weakness (弱點) of the Korean people. Feudal culture caused all peoples to possess such weaknesses. The various peoples of medieval Europe were like that, and the current Han Chinese and Indian peoples are also like that. In essence, the reasons for abandoning civilized peoples and learning from primitive peoples are not profound. And while Yamaga Sokō's (山鹿素行) theory has a system of historical tradition, a theory that directly translates (直譯) it cannot serve as an explanation of Korean national history.

I am not one who opposes the study of ethnicity; rather, because I keenly feel its necessity, I cannot help but express my humble opinion (卑見) regarding its methodology. And the method for studying ethnicity must discard empirical thought (經驗的 思想) and, using empirical knowledge (經驗的 知識), connect the culturally uninterrupted past and present, organizing the realistic truth theoretically upon some philosophical system (哲學的 軆系) – worldview (世界觀), social view (社會觀). However, among previous researchers of ethnicity, it is difficult to deny the suspicion (嫌) that some, having a tendency to emphasize (重視) past historical facts (史實), were unable to scientifically investigate the present self and thus failed to discern developmental momentum. Is it not an inevitable conclusion that this eventually led to the Korean soul (朝鮮魂) becoming primitivism (原始主義) = barbarism (바베리즘) and the Korean heart (朝鮮心) becoming polytheism (多神主義) = shamanism (사마니이즘)? And one must not forget that its opposition (對立) to progressive dynamism (進步的 動力) is even greater than that of any material force. This is because its social foundation (根據) is deeper than the latter's.
Originally, ethnicity is not a concept of nature (自然觀念) but a concept of culture (文化觀念). At a time when the era has changed such that Einstein (아인수탄인) denied the absoluteness (絶對性) of space-time, the immutability (不變性) of culture, that is, the study of ethnicity starting from a completed cultural consciousness, is unacceptable. Also, does not Comte's (큰트) statement that the so-called theological age (神學的 時代) changes to the metaphysical age (形而上學的 時代), and the metaphysical age again changes to the scientific age (科學的 時代), mean that upon reaching the scientific age, traditional cultural consciousness regarding religion, morality, law, politics, etc., is sublated (揚棄)?
In the process of the white race conquering the world since the 17th century, they proclaimed a theory of innate superiority and inferiority (先天的 優劣論) regarding peoples. Thus, they thanked God that people of color (有色人種) became their slaves (奴隷*). However, as people of color advanced, their principles of ethnicity could not help but change.<57> The school of ethnic psychology (民族心理學派) centered around Clark University in the United States emerged and discarded the theory of ethnic superiority/inferiority based on innate principles. Chamberlain (참봐렌, 1843-1914) of this school analyzed culture and primitive life psychologically, moving away from biological (natural) analogies (生物學的(自然的) 類推). He clearly refuted (論破) that differences between races (人種), differences between civilization and barbarism (野蠻), depend more on historical opportunity (機會) than on biological and psychological differences. Franz Boas (푸란즈보쓰) inherited this thought and demonstrated scientifically that cultural achievements (成果) cannot be measured by mental instinct (精神的 本能), that cultural differences arise more from historical causes (原因) than biological ones, and proved that the white race is neither psychologically superior nor biologically developing towards a higher level overall. Furthermore, he argued that geographical environment might change the physical appearance of inhabitants, but the pattern and degree of change are unclear, and culture is not entirely determined by geographical environment. He supported the theory of the psychic unity of humankind (心意의 同一說), stating that there is no difference whatsoever in the developmental degree of inherent mental capacity (精神能力) between primitive people (原始人) and modern people (現代人), and the respective differences in culture are solely due to differences in the opportunities for their development. Thus, Boas completely refuted the conventional theories advocated by Spencer (쓰벤사), Frazer (푸레자), Tylor (테를노), and other classical anthropologists, which posited differences in the essence and capabilities of humankind and culture.
Therefore, the current study of ethnicity is, of course, not the cultural study of the metaphysical age, nor does it require proof or explanation of biological essence and capabilities. Considering that the difference between culture and barbarism depends on historical opportunity, the starting point (端緖) for the study of ethnicity must be found in capital. Of course, modern ethnicity is a product (産物) of capitalism (資本主義). Therefore, without understanding the national consciousness of the modern state (近代國家), the study of ethnicity cannot establish a theoretical foundation (學理的 基礎).<58>

**Summary**

Kim Myŏngsik argues for a scientific, comparative, and evolutionary approach to studying Korean culture and origins, rejecting romanticized views of a "pure" primitive past or essentialist notions of national character. He contends that Korean culture, like all cultures, evolved, incorporates external influences (like Buddhism, Confucianism), and that the Korean people are ethnically mixed, which is a normal historical process, not a weakness. He criticizes attempts to reconstruct a unique "Korean soul" from fragments of the past, labeling such efforts as primitivism or shamanism. Referencing modern anthropological thought (Boas), he emphasizes that cultural differences stem from historical opportunities rather than innate racial superiority/inferiority and suggests that understanding modern ethnicity requires analyzing its connection to capitalism and the modern state. From the perspective of Korean colonial history, the article is significant for its engagement with contemporary Western social science (anthropology, sociology) to critique certain strands of Korean nationalist thought that idealized a mythical past or asserted racial purity. It reflects an intellectual's attempt to navigate modernity and define Korean identity on "scientific" grounds, distinct from both colonial narratives and potentially unrealistic nationalist ones, arguing for progress and adaptation rather than regression.

**Named Entities**

朝鮮	조선	Chosŏn (Korea)
金明植	김명식	Kim Myŏngsik
新羅	신라	Silla
高麗	고려	Koryŏ
李朝	이조	Yi Dynasty
檀君	단군	Tan'gun
米國	미국	Miguk (United States)
露西亞	노서아	Nosŏa (Russia)
獨逸	독일	Togil (Germany)
英國	영국	Yŏngguk (England)
印度	인도	Indo (India)
히틔레	히틀러	Hit'ŭlle (Hitler)
게루마니族	게르만족	Kerumanijok (Germanic tribes)
츄톤族	튜턴족	T'yut'ŏnjok (Teutonic tribes)
을랍族	슬라브족	Sŭllabŭjok (Slavic tribes)
나살族	나살족?	Nasaljok? (Nasal tribes - unclear, possibly typo/obscure term)
猶太族	유태족	Yut'aejok (Jewish people)
烏居龍藏	토리이 류조	Torii Ryūzō
日本	일본	Ilbon (Japan)
아이누族	아이누족	Ainujok (Ainu people)
滿洲	만주	Manju (Manchuria)
沿海州	연해주	Yŏnhaeju (Maritime Province)
東蒙古	동몽골	Tongmonggol (Eastern Mongolia)
쓰마토라	수마트라	Sŭmat'ŭra (Sumatra)
보르네오	보르네오	Porŭneo (Borneo)
세레베쓰	셀레베스	Serebesŭ (Celebes)
比率賓	필리핀	P'illip'in (Philippines)
臺灣	대만	Taeman (Taiwan)
印度네지안系	인도네시아계	Indonesiagye (Indonesian lineage)
南支那	남지나	Namjina (South China)
苗族	묘족	Myojok (Miao people)
印度 支那民族	인도차이나민족	Indoch'ainaminjok (Indochinese people)
아르타이族	알타이족	Alt'aijok (Altaic peoples)
崑崙族	곤륜족	Kollyunjok (Kunlun peoples - referring to peoples from Kunlun region)
漢族	한족	Hanjok (Han Chinese people)
蒙族	몽족	Mongjok (Mongol people)
三國時代	삼국시대	Samguk Sidae (Three Kingdoms Period)
中國	중국	Chungguk (China)
書傳	서전	Sŏjŏn (Book of Documents)
詩傳	시전	Sijŏn (Book of Odes)
古史記	고사기	Kosagi (Kojiki)
萬葉集	만엽집	Manyŏpjip (Man'yōshū)
三綱行實	삼강행실	Samgang Haengsil (Illustrated Guide to the Three Bonds)
歐洲	구주	Kuju (Europe)
丁若鏞	정약용	Chŏng Yagyong
牧民心書	목민심서	Mongmin Simsŏ
希臘	희랍	Hŭirap (Greece)
慶州	경주	Kyŏngju
滿洲族	만주족	Manjujok (Manchu people/ethnicity)
女眞	여진	Yŏjin (Jurchen)
契丹	거란	Kŏran (Khitan)
遼	요	Yo (Liao Dynasty)
金	금	Kŭm (Jin Dynasty)
乙支文德	을지문덕	Ŭlchi Mundŏk
淵蓋蘇文	연개소문	Yŏn Kaesomun
蒙古民族	몽골민족	Monggolminjok (Mongol people/ethnicity)
山鹿素行	야마가 소코	Yamaga Sokō
아인수탄인	아인슈타인	Ainsyut'ain (Einstein)
큰트	콩트	K'ongt'ŭ (Comte)
클라크大學	클라크대학	K'ŭllak'ŭ Taehak (Clark University)
참봐렌	체임벌린	Ch'eimbŏllin (Chamberlain - referring to Houston Stewart Chamberlain likely, but name spelling is adapted)
푸란즈보쓰	프란츠 보아스	P'ŭranch'ŭ Poasŭ (Franz Boas)
쓰벤사	스펜서	Sŭp'ensŏ (Spencer)
푸레자	프레이저	P'ŭreijŏ (Frazer)
테를노	타일러	T'aillŏ (Tylor - name adaptation seems off, likely E.B. Tylor)

**Glossary**

識者	식자	Learned person, scholar, intellectual
眞相	진상	True state, reality, actual facts
浩浩茫茫	호호망망	Vast and boundless
늣김	느낌	Feeling, sensation (older spelling of 느낌)
업지 안타	없지 않다	It is not that... does not exist; indeed there is... (older spelling/phrasing)
虛僞	허위	Falsehood, untruth
誇張	과장	Exaggeration
惹起	야기	To cause, provoke, bring about
兩立	양립	To coexist, be compatible
個性	개성	Individuality, personality
進化	진화	Evolution, progress
退化	퇴화	Regression, degeneration
粗朴	조박	Crude, simple, unsophisticated
優雅	우아	Elegance, grace
生産力	생산력	Productive forces, productivity
咀呪	저주	Curse, execration
讚美	찬미	Praise, admiration
感傷的	감상적	Sentimental
衝動	충동	Impulse, urge
固有	고유	Inherent, intrinsic, peculiar to
보베	보배	Treasure (older spelling of 보배)
生活意識	생활의식	Life consciousness, way of thinking about life
濃淡	농담	Shades of darkness/lightness; intensity
深淺	심천	Depth and shallowness
厚薄重輕	후박중경	Thickness/thinness, heaviness/lightness; relative importance
各異	각이	Each different, varying
解消	해소	Dissolution, resolution, elimination
調和	조화	Harmony, accord, balance
從來	종래	Conventionally, traditionally, up to now
低劣	저열	Inferior, low-grade
班列	반열	Rank, row, class
族譜學	족보학	Genealogy
文籍	문적	Written records, documents, literature
斷片的	단편적	Fragmentary, piecemeal
遠心的	원심적	Centrifugal
求心的	구심적	Centripetal
純粹性	순수성	Purity
混含體	혼합체	Mixture, amalgam, composite body
强辯	강변	Obstinate argument, sophistry
立證	입증	Proof, substantiation, verification
固有民族	고유민족	Indigenous people
印度네지안系	인도네시아계	Indonesian lineage/system
南支那	남지나	South China (older term)
苗族	묘족	Miao people (ethnic group)
印度 支那民族	인도차이나민족	Indochinese people
揚棄	양기	Sublation (philosophical term, to negate while preserving/transcending); abandonment
經典	경전	Classic texts, scriptures
單的으로	단적으로	Directly, straightforwardly, frankly
三綱行實	삼강행실	Illustrated Guide to the Three Bonds (Neo-Confucian ethical text)
功果	공과	Merit and result; effect, achievement
多神思想	다신사상	Polytheistic thought, polytheism
家族主義	가족주의	Familism
太陽崇拜	태양숭배	Sun worship
儀式	의식	Ritual, ceremony
宗敎民族	종교민족	Religious people/nation (implying a nation defined by religion)
文明	문명	Civilization
展開	전개	Development, unfolding, deployment
外來文化	외래문화	Foreign culture, imported culture
輸入	수입	Import
證	증	To prove, certify, evidence
斷言	단언	Assertion, declaration, affirmation
席捲	석권	To sweep over, conquer, dominate
付隨的	부수적	Incidental, secondary, accompanying
歸依	귀의	To submit to, take refuge in (often religious)
野蠻	야만	Barbarism, savagery
證歌	증가	To testify through song; to praise/attest (possibly specific usage/typo for 證言 - testify)
種族奴隷	종족노예	Ethnic slave (slave from a different ethnic group)
奴隷制度	노예제도	Slave system, slavery
私有財産制度	사유재산제도	Private property system
殘忍	잔인	Cruel, brutal, ruthless
非武俠的	비무협적	Non-chivalrous, non-martial
遜色	손색	Inferiority, unfavorable comparison
理和的	이화적	Rational (possibly older/alternative form for 理性的)
創造的	창조적	Creative
榮冠	영관	Crown of glory, honor
酷使	혹사	Exploitation, working someone harshly
黃金의 알(卵)	황금의 알	Golden egg(s)
支配階級	지배계급	Ruling class
亨樂	향락	Enjoyment of pleasures, indulgence
奢侈	사치	Luxury, extravagance
憧憬	동경	Yearning, longing, aspiration
滿洲族	만주족	Manchu people/ethnicity
女眞	여진	Jurchen people
契丹	거란	Khitan people
遼	요	Liao (dynasty/state)
金	금	Jin (dynasty/state)
東征西伐	동정서벌	Eastern expeditions and western campaigns; constant warfare
武俟	무사	Martial prowess, military virtue (might be 武士 - warrior, or specific term)
勇猛	용맹	Valor, bravery, ferocity
散在	산재	Scattered, dispersed
懸殊	현수	Wide difference, great disparity
優越性	우월성	Superiority
牧畜民族	목축민족	Pastoral nomadic people
定位性	정위성	Stability of location, fixed settlement
缺如	결여	Lack, absence, deficiency
定着	정착	Settlement, settling down
樹立	수립	Establishment, founding
集中的	집중적	Concentrated, intensive
派閥的	파벌적	Factional, cliquish
批判	비판	Criticism
短한	단한	To be short of, lacking in (하다 form: 단하다)
弱點	약점	Weak point, weakness
直譯	직역	Direct translation, literal translation
卑見	비견	My humble opinion
經驗的	경험적	Empirical
哲學的 軆系	철학적 체계	Philosophical system (軆 is older form of 體)
世界觀	세계관	Worldview
社會觀	사회관	Social view
現實的	현실적	Realistic, actual
理論的	이론적	Theoretical
史實	사실	Historical fact
重視	중시	Emphasis, stress, giving importance to
嫌	혐	Suspicion (used like ~ㄹ 혐의가 있다 - there is suspicion that...)
朝鮮魂	조선혼	Korean soul/spirit
原始主義	원시주의	Primitivism
바베리즘	바버리즘	Barbarism (loan word)
朝鮮心	조선심	Korean heart/mind
多神主義	다신주의	Polytheism
사마니이즘	샤머니즘	Shamanism (loan word)
動力	동력	Motive force, power, dynamism
對立	대립	Opposition, confrontation, contrast
根據	근거	Basis, grounds, foundation
自然觀念	자연관념	Concept of nature
文化觀念	문화관념	Concept of culture
絶對性	절대성	Absoluteness
不變性	불변성	Immutability, unchangeability
完成한	완성한	Completed, perfected
神學的	신학적	Theological
形而上學的	형이상학적	Metaphysical
科學的	과학적	Scientific
揚棄	양기	Sublation (Hegelian term: negate, preserve, transcend); discard
先天的	선천적	Innate, congenital, a priori
優劣論	우열론	Theory of superiority and inferiority
有色人種	유색인종	People of color
奴隷*	노예	Slave (asterisk likely for emphasis or printing artifact)
心理學派	심리학파	School of psychology
生物學的	생물학적	Biological
類推	유추	Analogy
心理的	심리적	Psychological
分析	분석	Analysis
人種	인종	Race (human)
野蠻	야만	Barbarism, savagery
機會	기회	Opportunity, chance
論破	논파	Refutation
繼承	계승	Succession, inheritance (of ideas)
成果	성과	Result, achievement, outcome
精神的 本能	정신적 본능	Mental instinct
測定	측정	Measurement
原因	원인	Cause, reason
心意	심의	Mind, intention, thought (psychic unity context)
同一說	동일설	Theory of identity/sameness
原始人	원시인	Primitive person
現代人	현대인	Modern person
精神能力	정신능력	Mental capacity/ability
端緖	단서	Clue, starting point, lead
資本主義	자본주의	Capitalism
産物	산물	Product, outcome
近代國家	근대국가	Modern state/nation
學理的	학리적	Theoretical (in an academic/scholarly sense), doctrinal


---------------------------


잡지명	삼천리 제7권 제2호
발행일	1935년 02월 01일
기사제목	朝鮮民族起源의 文化的 考察
필자	金明植
기사형태	논설

朝鮮民族起源의 文化的 考察
						金明植


최근 識者들의 기픈 硏究와 만흔 調査에 의하야 民族文獻이 이어 發表됨은 必然한 일이오 또 반가운 現象이다. 실로 과거 朝鮮의 眞相을 밝히고 또 그것을 文獻的으로 整理함은 浩浩茫茫한 늣김이 업지 안타. 그럼으로 비록 총총한 시대라고 할 지라도 時間餘裕 잇는者는 맛당히 이를 위하야 노력할 義務가 잇다. 그러나 그것은 眞實을 發見하고 事理를 究明함으로써 貴한 것이니 虛僞와 誇張으로 眩惑과 混難를 惹起함과 가튼 일은 업서야 할 것이다. 대개 眞理는 科學을 要求하고 科學은 利己的 방법과는 兩立하지 아니함으로써이다.<52>



무릇 個人이나 集團이나를 莫論하고 거의 社會生活에서 獨自的 生活能力이 形成됨과 함께 각각 個性이 構成된다. 이 原理는 民族 또는 民族集團에도 適用된다. 그리고 歷史는 원래 進化하지마는 部分的으로는 退化하는 일도 잇다. 그럼으로 後期社會에서 醜惡을 發見할 수 잇고 前期社會에서 善美를 立論할 수 잇다. 그러나 그러한 部分的 事實로 歷史의 進化를 否定하지 못한다. 原始社會는 封建社會에 비하야 粗朴한 觀念과 單純한 制度가 優雅한 것이 잇다. 그러나 生産力의 발달에 의하야 前者는 破壞되고 後者가 形成되어 前者보다 複雜 또 豐富한 內容의 文化를 建設하얏다. 그럼으로 封建社會를 咀呪하고 原始社會를 讚美함은 詩人의 感傷的 衝動으로는 興趣잇는 일이지마는 社會學者의 科學的 觀察로는 何等의 價値가 업다. 그리고 新羅 高麗 李朝 등 時代의 文化는 確實히 檀君時代보다 進步하얏다. 또 檀君時代의 자랑은 다른 모든 民族의 共通한 原始社會의 特微이오 朝鮮民族의 固有한 보베가 아니다. 물론 각 民族의 生活意識은 그를 構成하여서 部分觀念에 濃淡, 深淺, 厚薄重輕의 差가 잇서 각각 다른 民族的 特色을 나타내지마는 그러나 이 各異한 部分이 社會生活에 影響하는 範圍는 극히 制限한 것이오 또 그것은 文化의 進步에 의하야 점차 解消될 必然性을 가진 것이다. 米國은 여러 民族으로 組織되엿지마는 각 民族間의 各異한 性格은 거의 調和되어 다 가튼 米國民이 되엇다. 그리고 오즉 從來文化의 差가 低劣한 民族은 이제 오히려 近代文化의 創造者的 班列에 參加하지 못하얏다.
그럼으로 民族文化를 硏究하는 目的은 어느 民族의 文化的 水準을 究明하야 進步한 文明을 理解하고 建設할 準備가 잇는지 업는지 考察함에 잇는 것이오 과거로 復歸하기 위함이 아니다. 여긔서 民族文化의 硏究는 族譜學과 決定的으로 다른 것이다.



그런대 民族文化는 比較硏究가 필요한 것이니 朝鮮古代의 優雅한 原始狀態를 了解한 우리는 가튼 時代의 다른 民族의 社會生活을 觀察할 필요가 잇다. 그리고 文籍에 나타난 露西亞의 머루와 獨逸의 막크와 英國의 마을 印度의 村落 共産體 등은 모다 原始社會와<53> 宗敎的 民主的 直觀的 創造的 樂天的 武俠的 調和와 優雅를 자랑하거니와 同一時代의 朝鮮民族도 이러한 樂天的 生活을 亨福하얏스리라. 그러나 民族硏究者는 如何히 誇張하야도 文獻에 나타난 朝鮮民族의 과거 生活文化는 이상 諸民族의 그것보다 貧弱한 것이 事實이오 또 그 까닭에 朝鮮民族의 古文化는 오즉 斷片的 記錄을 남기고 말엇다.
