**Header Section:**
Magazine Title: 삼천리 제2호
Publication Date: 1929년 09월 01일
Article Title: 放浪, 敎授, 辯護士 (Wandering, Professor, Lawyer)
Author: 金炳魯
Article Type: 회고·수기 (Memoir/Recollection)

**Body Text Translation:**
Wandering, Professor, Lawyer
Kim Pyŏngno

My profession is lawyer. And I am an ordinary human being of forty-three years. Besides that, there isn't much worth mentioning, and even if I were to try, I can only say that I don't know myself well. It might sound strange that Kim Pyŏngno doesn't know Kim Pyŏngno well, but in truth, I don't know my appearance, personality, or talents well. However, thinking differently, if I don't know myself, who else would know me better? That's why, whether it works or not, I now take up the brush to paint my own portrait.

If people are divided into two types according to their personality, positive (陽性) and negative (陰性), I would probably belong to the positive type. Except in cases where secrecy must be strictly maintained, I generally laugh and chat without any concealment, and I don't know how to engage in duplicity (表裡) or petty schemes (計策). Moreover, while some people seem to enjoy spending time alone in solitude, I always yearn for people and prefer to mix in with crowds and spend time openly.

There must be various reasons for my personality developing this way. I lost my father at eight, married at thirteen, and then, harboring discontent with the times (時世), wandered through Japan or various parts of Southern Korea (南鮮) for over 10 years. During that time, as a lonely soul, whenever I met people, an affection greater than blood ties surged forth, and I tried hard to seize opportunities to laugh and moments for candid, pleasant conversation (歡談). This effort likely chased away the shadows (陰影) that easily cling to an orphan constantly wandering and nurtured a personality that is relatively bright and close to lively. For that reason, I don't particularly dislike socializing (社交) and maintain connections (交分) with individuals from various fields. For instance, people from newspaper companies (新聞社), social activists (社會運動家), or those in the legal world (法曹界).

And my physique, though not iron-boned (鐵骨), is not prone to lying down ill. As for my appearance, I naturally have little flesh, and my features (眉目) are not particularly handsome (秀麗), so it's not a good-looking face (얼골). Alcohol and tobacco have become habits of many years, to the point where I probably can't quit them now.

Now, let me speak a bit about my past. I am from Sunch’ang, North Chŏlla Province (全羅北道 淳昌). At fifteen, thinking, "Ah, let's do something big and die," I slung my book bundle (책보) over my shoulder, left home (出家), entered the mountains, and battled with books in a thatched cottage (草堂) for several years (數三年), managing to read the Analects, Mencius, and other Seven Books (七書) adequately. Even then, I felt that this kind of learning wouldn't amount to much, so I left the mountains again and went to Mokp'o (木浦). There, I learned English from Mr. Namgung Hyŏk (南宮혁氏), who is now a pastor in P'yŏngyang (平壤), and Japanese from a certain Japanese person (某 日人). There was no reason for such peculiar new learning (新學問) to exist otherwise. Just then, the Eulsa Five-Article Treaty (을사오조약) was concluded, the XX was disbanded, and the Righteous Army (X兵) rose up privately. Just from what I remember seeing, an article titled "Siiya pangsŏng taegok" (시일야방성대곡 - Today we weep aloud) was published in the Hwangsŏng Sinmun (황성신문) at that time, the merchants in Mokp'o completely closed their shops (撤市), and the sound of murmuring grew loud on every street. Because of this, English and Japanese didn't seem like such appreciated writings anymore, so I gave them up and, with the naive idea of observing the so-called "grand trend of the world" (天下의 大勢), I traveled around Kwangju (光州) and other important cities. Then, harboring great ambitions, I rushed off to Tōkyō (東京) at the age of twenty-one. Wearing Korean clothes (조선옷) and a student cap from an ordinary school (普通學校) <33>, it must have been quite a sight (必然 可觀). What I remember is that from the time I took the boat from Mokp'o, via Pusan (釜山), until I reached Kōbe (神戶), surveillance followed me. Afterwards, whether I got off at Tōkyō's Shinbashi Station (新橋停車場), after settling lodging in Sendagaya (千袋谷), or while attending Nihon University (日本大學) and Seisoku School (正則學校), there wasn't a day the surveillance left me. Students even called me "Tantei Kin-san" (探偵金樣 - Detective Kim), it was truly severe. In the midst of this, annexation happened. So, I threw away my studies and returned to my hometown. Then, at twenty-four, I went over to Tōkyō again and attended Meiji University (明治大學) while cooking for myself (自炊). At that time, I endured hardship studies (苦學). I got a room for 1 yen (圓), bought rice, charcoal, and side dish ingredients for 6 yen, cooked meals for myself, and attended school. I never even dreamed of wearing a serge Western suit (세루洋服) or a square university student cap (大學生帽). Could I afford them if I had money? Even my quilt was one that friends had practically discarded, which I picked up and used.

Despite this, my school grades were relatively good. I still remember ranking 12th out of a total of 211 Chinese, Japanese, and Korean students upon graduating from Meiji University (明大).

Looking at our Tōkyō overseas student (留學生) community back then, Kyŏngsang Province (慶尙道) students had the Naktong Tongjihoe (洛東同志會), Chŏlla Province (全羅道) had the Honam Ch’inmokhoe (湖南親睦會), Kyŏnggi (京畿) had the Samhan Kurakpu (三漢俱樂部), Hwanghae (黃海) had the Haesŏ Kurakpu (海西俱樂部), and both Kangwŏn (江原) and Ch’ungch’ŏng (忠淸) provinces had the Tongsŏ Kurakpu (東西俱樂部), and there was no way to stop the implicit encouragement (鼓吹) of regional fervor (地方熱). Thus, through the efforts of several of us, we first had the Naktong Tongjihoe and Honam Ch’inmokhoe contribute money to publish "Hakchi Kwang" (學之光 - The Light of Learning) as the official magazine for overseas students. Then, striving further, we established the Haguhŏe (學友會 - Student Friendship Association), which was, of course, an organization that smashed all the regional groups listed earlier and united them in a grand coalition (大同團結). There, we hosted welcome parties in spring and autumn for students coming from the homeland (故國) and farewell parties for graduating students.

Regarding the magazine Hakchi Kwang, I was the very first editor and publisher (編輯 兼 發行者). Although it was a small magazine of only 40-50 pages (頁), even back then, finding people to write was a struggle. I remember Mr. Song Chinu's (宋鎭禹君) "Moral Theory" (道德論) was probably the longest essay (長篇論文) at that time. Among the students then were many future prominent figures like Kim Sŏngsu (金性洙), An Chaehong (安在鴻), Pak Ilgyu (朴珥圭), Chŏng Seyun (鄭世胤), etc... Anyway, after finishing the editing, I searched all over Tōkyō until my toes nearly fell off for a printing shop with Hunminjŏngŭm (訓民正音) movable type, eventually going down to Yokohama (橫濱) to print and distribute it at a place called Pogŭmgwan (福音舘 - Fukuinkan).

Amidst all this, when I finished university, my plan was to ambitiously become a full-time professor (專任敎授) at Posŏng College (普成專門), but things didn't work out that way. I became a professor (敎授) at Senshū School (專修學校), taking charge of teaching Private International Law (國際司法), Criminal Law (刑法), General Provisions of Civil Law (民法總則), and Family and Inheritance Law (親族相續). While doing so, after some time, at the request of Principal Yun Ik-sŏn (尹益善氏), I also served concurrently as a lecturer (講師) at Posŏng College (普專).

While busy with that, seeing the economic world abuzz during the Great European War (歐州大戰), I intended to fully commit myself to the business world (實業界). I had received internal negotiations (內交涉) to become the executive director (專務) of a certain company and was about to leave the school, but due to someone's dissuasion, I ended up serving as a judge (判事) at the court (裁判所) for 9 months before quitting. After setting the Honam Bank (湖南銀行) straight together with Mr. Hyŏn Chunho (玄俊鎬氏), in January 1919, at the age of 35, I hung out my lawyer's shingle (辯護士看板) and began frequenting the court (裁判所). However, I had resolved not to practice long enough to change my judicial robe (法服) or cap (法帽) twice, but last year the cap wore out, and I had no choice but to replace it with a new one. The thought of making money as a lawyer (辯護士) is not even one in a thousand or ten thousand, but even so, as a Korean sitting here, what else is there to do besides this? For the time being, I know I have no other option (벌수) but to continue this profession.

Truly, looking back on past affairs, there is nothing I have succeeded in, which is shameful (붓그럽다). I merely place emphasis (力点) on striving in the future. Will this suffice as my self-portrait (自畵像)? <34>

**Summary**

Kim Pyŏngno (1887-1960), a prominent Korean lawyer and later politician, reflects on his life up to age 43 (in 1929). He describes his outgoing personality, shaped by early hardship (losing his father, early marriage) and years of wandering in Korea and Japan fueled by discontent with the times. He details his difficult studies in Japan, including facing constant police surveillance, enduring poverty as a student at Meiji University, and his involvement in unifying regional Korean student groups in Tōkyō by founding the Haguhŏe and its magazine, *Hakchi Kwang*. After graduating, he briefly taught law, served as a judge for nine months, helped establish the Honam Bank, and finally became a lawyer in 1919, a profession he continues somewhat reluctantly, seeing no better alternative for a Korean under colonial rule. The article offers valuable insights into the experiences of Korean intellectuals and students during the colonial period, including the struggles of studying abroad under surveillance, the poverty faced by many students (苦學), the efforts to build unified Korean organizations despite regional divisions (地方熱), and the limited career paths available even for the highly educated under Japanese rule. The mention of specific events like the Eulsa Treaty and the Righteous Army, student organizations, and prominent figures provides concrete historical context.

**Named Entities**

金炳魯	김병로	Kim Pyŏngno
日本	일본	Ilbon/Japan
南鮮	남선	Namsŏn/Southern Korea
全羅北道	전라북도	Chŏlla Pukto
淳昌	순창	Sunch’ang
木浦	목포	Mokp’o
南宮혁氏	남궁혁씨	Namgung Hyŏkssi (Mr. Namgung Hyŏk)
平壤	평양	P’yŏngyang
某 日人	모 일인	Mo Irin (A certain Japanese person)
을사오조약	을사오조약	Ŭlsa Ojoyak (Eulsa Five-Article Treaty)
황성신문	황성신문	Hwangsŏng Sinmun
光州	광주	Kwangju
東京	동경	Tōkyō
普通學校	보통학교	Pot’ong Hakkyo (Ordinary School)
釜山	부산	Pusan
神戶	신호	Kōbe (written 神戶, read as 신호 in Korean context, but referring to Kōbe, Japan)
新橋停車場	신교정차장	Sin’gyo Chŏngch’ajang (Shinbashi Station)
千袋谷	천대곡	Ch’ŏndaegok (Sendagaya)
日本大學	일본대학	Ilbon Taehak (Nihon University)
正則學校	정칙학교	Chŏngch’ik Hakkyo (Seisoku School)
明治大學	명치대학	Myŏngch’i Taehak (Meiji University)
慶尙道	경상도	Kyŏngsang-do
洛東同志會	낙동동지회	Naktong Tongjihoe
全羅道	전라도	Chŏlla-do
湖南親睦會	호남친목회	Honam Ch’inmokhoe
京畿	경기	Kyŏnggi
三漢俱樂部	삼한구락부	Samhan Kurakpu
黃海	황해	Hwanghae
海西俱樂部	해서구락부	Haesŏ Kurakpu
江原	강원	Kangwŏn
忠淸	충청	Ch’ungch’ŏng
東西俱樂部	동서구락부	Tongsŏ Kurakpu
學之光	학지광	Hakchi Kwang
學友會	학우회	Haguhŏe
宋鎭禹君	송진우군	Song Chinu-kun (Mr. Song Chinu)
金性洙	김성수	Kim Sŏngsu
安在鴻	안재홍	An Chaehong
朴珥圭	박이규	Pak Ilgyu
鄭世胤	정세윤	Chŏng Seyun
訓民正音	훈민정음	Hunminjŏngŭm
橫濱	횡빈	Hoengbin (Yokohama)
福音舘	복음관	Pogŭmgwan (Fukuinkan)
普成專門	보성전문	Posŏng Chŏnmun (Posong College)
專修學校	전수학교	Chŏnsu Hakkyo (Senshū School)
尹益善氏	윤익선씨	Yun Ik-sŏnssi (Mr. Yun Ik-sŏn)
普專	보전	Po-jŏn (Abbreviation for Posŏng Chŏnmun/Posong College)
歐州大戰	구주대전	Kuju Taejŏn (European Great War/WWI)
裁判所	재판소	Chaep’anso (Court/Courthouse)
玄俊鎬氏	현준호씨	Hyŏn Chunho-ssi (Mr. Hyŏn Chunho)
湖南銀行	호남은행	Honam Ŭnhaeng (Honam Bank)
辯護士	변호사	Pyŏnhosa (Lawyer)

**Glossary**

업다	없다	to not exist/have (older spelling)
잇다	있다	to exist/have (older spelling)
밧게	밖에	outside of; except for (older spelling)
들닐 것	들릴 것	will sound/be heard (older spelling/grammar)
직혀야	지켜야	must keep/protect (older spelling)
表裡	표리	outside and inside; two-facedness
弄할 줄 모르다	농할 줄 모르다	to not know how to play/employ (tricks)
흔자	혼자	alone (older spelling)
조와하는	좋아하는	to like (older spelling)
석기어	섞이어	mixed in (older spelling)
여희고	여의고	to lose (a parent through death) (older spelling)
엘세살	열세 살	thirteen years old (older spelling)
맛나면	만나면	if (one) meets (older spelling)
압서지어	앞서지어	preceding; coming first (older spelling/construction)
붓잡기를	붙잡기를	to grasp/hold onto (older spelling)
쪼차버리고	쫓아버리고	chasing away (older spelling)
갓가운	가까운	close; near (older spelling)
실혀도	싫어도	even if disliking (older spelling)
맷고	맺고	forming; tying (connections) (older spelling)
알치	앓지	to be sick (older spelling/form)
원톄	원체	originally; fundamentally (dialectal/older form)
얼골	얼굴	face (older spelling)
뗄 수 업스리만치	뗄 수 없으리만치	to the extent that (one) probably cannot stop (older spelling/grammar)
닑엇다	읽었다	read (older spelling)
톄결되어	체결되어	concluded; signed (a treaty) (older spelling)
니러낫다	일어났다	arose; stood up (older spelling)
놉핫다	높았다	was high (older spelling)
안어서	않아서	because it wasn't (older spelling)
철업는	철없는	immature; naive (older spelling)
뿌리고	뿌리치고	shaking off; casting aside
엇고	얻고	getting; obtaining (older spelling)
세루洋服	세루 양복	serge Western suit
사랴	사랴	would/should (one) buy? (rhetorical question/older grammar)
덥다가	덮다가	covering with (a blanket)
주어다	주워다	picking up (something discarded)
남어	남아	remaining (older spelling)
鼓吹하고	고취하고	instigating; encouraging; promoting
몃몃	몇몇	several; a few (older spelling)
하야	하여	making (someone) do; causing to (older grammar/spelling)
바사버리고	부숴버리고	smashing; breaking down (older spelling)
식힌	시킨	made into; formed (older spelling)
마처노코	마쳐놓고	having finished (older spelling)
차저다니다가	찾아다니다가	looking for; searching around (older spelling)
나려가서	내려가서	going down to (older spelling)
돌렷섯다	돌렸었다	circulated; distributed (older past tense form)
마추고	마치고	finishing (older spelling)
가젓섯스나	가졌었으나	had (an ambition), but (older past tense form)
가르키게	가르치게	to teach (older spelling)
밧고	받고	receiving
나오랴는데	나오려는데	was about to leave, when... (older grammar)
가치	같이	together (older spelling)
노흔 뒤	놓은 뒤	after setting right/establishing
내어 걸고	내어 걸고	hanging out (a sign)
안저서	앉아서	sitting (older spelling)
내어노코	내어놓고	putting aside; excluding
벌수	별수	special way; other option (contraction/older form)
도라다보면	돌아다보면	looking back (older spelling)
붓그럽다	부끄럽다	embarrassing; shameful (older spelling)
두거니와	두거니와	placing (emphasis) there, and... (older grammar)
自畵像	자화상	self-portrait


---------------------------


잡지명	삼천리 제2호
발행일	1929년 09월 01일
기사제목	放浪, 敎授, 辯護士
필자	金炳魯
기사형태	회고·수기

放浪, 敎授, 辯護士
						金炳魯
나의 직업은 변호사다. 그러고 마흔 세 살을 먹은 한 개의 평범한 인간이다. 그밧게 일은 별로 드러서 말하잘 것도 업거니와 정작 말하자 하여도 나는 나를 잘 모른다고 할밧게 업다. 金炳魯면서 金炳魯를 잘 모른다 하면 이상하게 들닐 것이나 실상 나는 나의 용모와 성격과 才分을 잘 모른다. 그러치만 또 달니 생각하면 내가 내 자신을 모르는 바에야 어느 누가 나를 더 잘 알어 줄 것인가. 그러기에 되나안되나 이제 내 자신을 그리는 붓대를 잡기로 한다.

사람마다 그 성격에 따라서 양중과 음중의 두 종류가 잇다하면 나는 아마 그 陽性에 부틀 것이니 꼭 비밀을 직혀야 할 경우외에는 대개 아모 숨김이 업시 웃고 떠들고 表裡과 조고마한 계책을 弄할 줄 모른다. 더구나 엇든 사람은 흔자 고독하게 지내는 것을 조와하는 모양이나 나는 항상 사람을 그리워하는 심사로 여러사람 틈에 석기어 버젓하게 지내는 것을 조와한다.
이러케 성격이 된 데에는 여러 가지 원인이 잇스리라. 여덜살에 아버지를 여이고 엘세살에 결혼하고 그러고는 時世에 不平을 품고 日本 혹은 南鮮 각지로 10여년을 방랑하엿스니 그리는 동안에 외로운 신세― 사람을 맛나면 血緣以上으로 그리운 정이 압서지어 웃을 기회와 마음을 탁 터노코 歡談할 때를 만히 붓잡기를 애썻다. 이 노력이 고아에 항상 떠돌기 쉬운 陰影을 쪼차버리고 비교적 밝고 활발에 갓가운 성격을 길러 준 것이리라. 그 까닭에 나는 社交를 그러케 실혀도 아니하여 비교적 여러 방면의 人士와 交分을 맷고 잇다. 가령 新聞社의 여러분이라든지 社會運動家나 法曹界의 여러분들을.
그러고 나의 체격은 鐵骨은 못 되나 눕어 알치는 아니한다. 용모는 원톄 살이 적고 眉目이 그러케 秀麗한 편이 못 되어 잘난 얼골은 아니며 술과 담배는 이제는 뗄 수 업스리만치 여러해의 慣性이 되어 왓다.

이제는 나의 과거를 좀 말하여 보자. 나는 全羅北道 淳昌사람이다. 열다섯살에 에라 한번 큰일하고 죽자는 생각으로 책보를 질머지고 出家하여 산골로 드러가 草堂에서 글과 數三年을 싸우니 論語孟子 등 七書는 넉넉히 닑엇다. 그때 생각에도 이따위 학문을 가지고는 무에 될것갓치 생각되지 아니하여 다시 산을 나와 木浦로 갓다. 거기에서 英語를 지금 平壤서 목사를 하고 잇는 南宮혁氏에게서 또 日語를 某 日人에게서 배우니 이러케 별난 新學問이 또 잇슬 까닭이 업섯다. 바로 그리할 때에 을사오조약이 톄결되어 XX는 해산을 당하고 X兵은 사적에서 니러낫다. 내가 본 기억만으로도 그때 황성신문에 「시일야방성대곡」이란 글이 실렷고 木浦의 상인들이 온통 撤市를 하며 거리거리에는 수군수군하는 소리가 놉핫다. 그리되자 英語日語도 그리 고마운 글 갓지 안어서 집어버리고는 소위 天下의 大勢를 살핀다고 철업는 생각에도 光州 其他 중요도시를 周遊하엿다. 그리다가 큰 뜻을 품고 스물한살 때에 東京으로 뛰어갓다. 조선옷을 입고 普通學校의 學生帽子를＜33＞ 쓰고 必然 可觀이엇슬 것이다. 그런데 기억할 것은 그때 木浦서 배를 타고 釜山거처 神戶에 이르는 동안까지 나의 뒤에는 미행이 따렷다. 그뒤는 東京 新橋停車場에 내릴 때나 「千袋谷」에 宿所를 정한 뒤나 日本大學과 正則學校에 다닐 때나 미행은 떠러진 날이 업섯다. 학생들은 나를 「단데이긴상(探偵金樣)」이라 하리만치 그것은 실로 심한 것이엇다. 그리는 사이에 합병은 되고말엇. 그래서 나는 공부를 집어뿌리고 도로 고향에 나와 잇다가 스물네살 때에 다시 東京에 건너가서 自炊하면서 明治大學을 다녓다. 그때에 나는 苦學을 하엿스니 1圓주고 房貰엇고 6圓주고 쌀 사고 숫 사고 찬거리 사서 혼자 밥을 지어 먹고는 학교로 다녓스니 세루洋服이나 四角의 大學生帽는 꿈에도 써보지 못하엿다. 돈이 잇서야 사랴. 이불도 동무들이 덥다가 버리다십히 한 것을 주어다 덥고 지내엇다.
그리면서 학교의 성적은 비교적 조왓스니 明大卒業 當時 中國人, 日人, 朝鮮사람 모다 211명 중에 12재번을 한 기억이 지금도 남어 잇다.

그때 東京 우리 留學生界를 살펴보면 慶尙道 학생에는 洛東同志會가 잇고 全羅道에는 湖南親睦會 京畿에는 三漢俱樂部, 黃海에는 海西俱樂部, 江原과 忠淸 兩道에는 東西俱樂部라는 것이 잇서 은연중에 地方熱을 鼓吹하고 잇슴을 막을 길이 업섯다. 이에 우리 몃몃사람의 노력으로 爲先 洛東同志會와 湖南親睦會에서 돈을 내게 하야 留學生의 機關雜誌로 「學之光」을 발간하기로 하엿다. 그리고는 다시 힘써서 學友會를 創立하엿스니 앗가 열거한 地方別的 모든 단체를 바사버리고 大同團結식힌 단체임은 물론이다. 그리하야 거기에서 春秋로 故國서 오는 학생의 환영회와 졸업학생의 송별회 등을 주최하여 왓섯다.
그런데 雜誌 學之光은 내가 맨처음의 編輯 兼 發行者가 되엇는데 불과 4,50頁되는 조고마한 잡지엇스나 그때도 녯날이라 글을 쓸 사람이 업서서 쩔쩔매엇다. 宋鎭禹君의 「道德論」이 그때 아마 第一 長篇論文인 줄 기억안다. 그때 학생 중에도 金性洙, 安在鴻, 朴珥圭, 鄭世胤 등 후일의 쟁쟁한 인물이 만하엿스나... 엇지하엿든 편집을 마처노코 訓民正音의 活字잇는 인쇄소를 東京안에서 발끄락이 빠지게 차저다니다가 결국 橫濱나려가서 福音舘이란 곳에서 찍어 돌렷섯다.
이럭저럭하는 사이에 大學을 마추고 나올 때 작정은 普成專門의 專任敎授될 욕심을 가젓섯스나 일이 그러케 못 되어 專修學校 敎授가 되어 國際司法과 刑法, 民法總則, 親族相續 등을 마터 가르키게 되엇다. 그리면서 얼마 뒤부터 校長 尹益善씨의 請으로 普專講師를 兼하엿다.
한참 그리고 잇다가 歐州大戰통에 經濟界가 웅성웅성한 것을 보고 實業界에 아조 投身하려고 어느 회사의 專務로 內交涉을 밧고 학교를 나오랴는데 어느 편의 만류로 결국 裁判所 判事를 9개월간 다니다가 그만 집어뿌리고 玄俊鎬씨와 가치 湖南銀行을 바로 잡아 노흔 뒤 1919년 1월 35세에 辯護士看板을 내어 걸고 裁判所 출입을 하게 되엇다. 그러나 法服이나 法帽를 두 번 갈아 쓰도록은 오래 다니지 말자고 결심하엿스나 작년에 帽子가 떠러저서 할수 업시 새것을 가라 썻다. 辯護士를 하여 돈을 모으자는 생각은 千에 하나 萬에 하나도 업는 일이나 그나마도 조선사람으로 안저서 이런 것인들 내어노코 다른 할 일이 잇서야지, 당분은 이 직업을 계속할 밧게 벌수 업슬 줄 안다.
실로 지난일을 도라다보면 하나 성공한 일이라고 업서 붓그럽다. 다만 장래에 힘 쓸 力点을 두거니와 大體 이것으로 나의 自畵像이 되엇슬가.＜34＞
＜33-34＞
