**Magazine Title:** 三千里 제2호
**Publication Date:** 1929년 09월 01일
**Article Title:** 裵龜子의 舞踊殿堂, 新堂理文化村의 舞踊硏究所 訪問記 (Pae Ku-ja's Dance Hall, A Visit to the Dance Research Institute in Sindang-ri Culture Village)
**Author:** [Not specified in text]
**Article Type:** 소식 (News/Report)

**Pae Ku-ja's Dance Hall, A Visit to the Dance Research Institute in Sindang-ri Culture Village**

"One, two, three. One, two, three. That's it, that's it! This time, Humoresque!"
No sooner had the words of dance teacher Pae Ku-ja (裵龜子) fallen than all the young women abruptly changed their posture from the dance called "Shine" and began to dance the "Humoresque." Indeed, they barely covered their lower bellies and breasts with thin silk gauze (羅沙). Revealing their white calves, like trimmed radishes, and arms without reservation, they twisted their slender bodies this way and that, uncontrollably contorting, then suddenly lifted a leg as if to kick the ceiling, gestured with their arms as if swimming, pushing them out jerkily, then quietly drew them back in, just dancing continuously.

Thus, in the spacious "dance hall" of 7 or 8 p'yŏng, covered with black leather, the light steps of the 8 or 9 young women simultaneously rose and fell, and the figures of the various girls dancing like butterflies changed in a thousand ways. While the dance music flowed repeatedly from the high-quality gramophone (蓄音器), the indoor air became filled with the scent of mature women's flesh, sweat, powder, and rouge, forming a strange, unique odor (臭氣) that drifted continuously with the July wind through the wide mountain valley of the Culture Village. At that moment, Pae Ku-ja's sharp voice called out again,
"Suk-cha! Lift your head a little! That's it! Sun-hŭi, pay attention to your toes! That's it, like that, like that... Do it like that!" she cried, diligently marking the beat with her hands. Just like Naomi's dance teacher in Tanizaki Jun'ichirō's (谷崎潤一郞) novel "Chijin no Ai" (痴人의愛).

Now, this dance called "Humoresque" is a kind of pantomime transformed into dance. The story is about a poor American youth who, clutching his hungry stomach daily, wandered the streets looking for work. That day too, failing to find employment, let alone a piece of bread or a sip of water, he returned home near dusk. His legs hurt so much that he collapsed onto a park bench by the roadside and fell asleep.
At that moment, unexpected beautiful girls appeared before his eyes, dancing gracefully over the grassy thicket. They brought him delicious fruits and rice cakes, caressed his hands, and showed affection. Overjoyed, he thought, "My spring has finally come!" and began to shrug his shoulders in a dance of joy. Just then, the bench tipped over on one corner, and he woke up. He cried out repeatedly in disappointment and anger,
"If only I hadn't dreamed! If only I hadn't dreamed!"
In fact, feeling hunger, cold, and resentment towards the world even more acutely than before dreaming, he finally made some firm resolution, clenched his fists, and dashed furiously from the spot.
Now, the section of the dance Pae Ku-ja is currently teaching depicts the very scene where the girls appeared before the poor youth's eyes. As it is expressed through dance, it's difficult to grasp immediately, but at times, the gesture of embracing something with both arms, and at other times, the mincing steps, walking with small, quick steps, look plausible. From the gramophone, still,
Da-ra-dan-dan-da. Da-ra-dan-dan-da— Da-ra-da-ra-dan-dan-da.

Pae Ku-ja, in a different sense than various women like Sin Il-sŏn (申一仙), Yun Sim-dŏk (尹心悳), or Ch'oe Sŭng-hŭi (崔勝喜), is nonetheless one of the well-known women. The fact that she became a "dancer" in the East Asian (東洋) performing arts troupe Ch'ŏnsŭng (天勝) at the age of nine, toured various countries in Europe and America (歐美 各國), and that there were loud rumors some time ago about her going to Germany (獨逸) to study dance, is very well known to the public.
After that, for some reason, she canceled her trip abroad and, together with her "lover" Mr. Hong (洪氏), established a dance research institute in the Sindang-ri (新堂理) Culture Village (文化村) outside Seoul City. She became the teacher herself, teaching dance and music daily to about ten Korean girls. Having heard two months prior that a "dance hall" had been built, on a Sunday in July, I got off the tram at the Sindang-ri (新黨里 - *sic*) stop and sought out the Western-style Culture Village in the southern mountain valley, thick with pine forests (松林). Butterflies flew about chaotically in the pumpkin and gourd patches, and in the flower garden (花園), bright red roses dazzled the eye.
Passing several Western-style houses built like villas with red roofs and blue pillars, I finally reached the house perched on the last hillock. When I knocked on the door (아-), the group of dancing girls, perhaps shy, suddenly hid behind the window. After a short while, Pae Ku-ja, wearing a ramie jeogori and a figured silk skirt (도리사치마), appeared smiling.
A slender figure, narrow cheeks, fine wrinkles on her forehead—none of these could make her conventionally beautiful,<43> but her balanced physique and bright eyes were like a flower in full bloom. She had the power to truly charm people.
"This must be the first dance hall in Korea. So, what have you named it?"
I asked. Rolling her eyes wide, she smiled brightly and said,
"Well... Maybe I'll just use my name and call it the Pae Ku-ja Dance Research Institute (裴龜子舞踊硏究所). I'm not sure yet."
"So, do you only teach dance?"
"No. To become a 'dancer,' one must have an ear for music, but more importantly, one must be able to sing. Therefore, I also teach vocal music. Isn't that good? And the children gathered here have mostly finished elementary school or dropped out of higher common school, so teaching musical notation or vocal music is quite easy."
"How many students are there in total?"
"About ten. Many more came, actually. From as far as Taegu (大邱) and P'yŏngyang (平孃), young women students with pretty faces and diligent studies, and even bus girls or female teachers... But I turned most of them away."
"Why?"
"Because they didn't have their parents' permission. And when they asked to commute while learning, I told them all to give it up."
"Parental permission is necessary, but why can't they commute to learn?"
"Because I fear for their conduct (風紀). They are all young women nearing marriageable age. What if something scandalous happens while they travel back and forth from such distant places? Especially since people already point fingers (손끄락질하다) at Pae Ku-ja, what would happen if I brought shame upon the precious daughters of other families? That's why my purpose is to accept only those women who will live together communally—eating and sleeping in this house where only women reside (except for our houseboy)—take responsibility for them, and produce fully-fledged dancers."
"Then what about the expenses?"
"We cover all the expenses. Clothing, food, everything..."
(Pointing to Mr. Hong sitting beside her) "This gentleman is providing several thousand won. So, after holding a performance in Seoul in a few months, the plan is to gather all the research students and take them to Japan (日本), America (美國), and Europe (歐羅巴). Isn't that good? To introduce Korean art to the world, too."
"Korean art?"
"Yes. Didn't Japan's Fujima Shizue (藤間靜江) create new dances by adding Western dance to traditional Japanese dance (日本舞踊)? Similarly, I want to add a little Western style to Korean dance and revive the brilliant Korean art for the modern era. Otherwise, what's the point of rushing into dance studies? So, I'm thinking of first trying to turn the 'Yŏmbul' (念佛 - Buddhist chant) into a dance. Isn't there a Yŏmbul tune in our folk songs? This is it." (She puts a record of the San Yŏmbul tune on the gramophone and plays it.) "I'm thinking of changing the title to 'Prayer' (祈禱) or 'Silence' (沈黙) and creating a new dance. But costumes are a problem. The Korean skirt (치마) is too monotonous for dance attire, and the solid colors are not ideal."
"That's a good idea. The effort to revive Korean dance. But it will require a lot of hard work. By the way, from whom did you learn dance?"
"First, when I went to New York, America, with the Ch'ŏnsŭng performing arts troupe, I studied professionally there for about three months. In Japan, I learned a bit from Takada Masao (高田雅夫) and Ishii Baku (石井漠). However, I prefer the brighter, freer <44> dance of Takada Masao over the classical dance of Ishii Baku. Both Ishii and Mr. Takada learned from the English teacher 'Rossi' (로시에), who was an instructor at the Tokyo Imperial Theater (東京帝國劇場), but their styles ended up differing due to their individual personalities."
"What is the schedule for learning dance?"
"We wake up around six every day, go to the dance hall, and first do 'ashi-narashi' (아시나라시 - foot/leg warm-up, from Japanese 足慣らし) to adjust our arms and legs. After doing that for about thirty minutes, we come in, read books, sing songs, teach musical notation, and then after breakfast, I teach dance for about an hour. Then we clean the rooms, make them wash their own clothes, do needlework, and then dance again in the late afternoon."
"What about age?"
"We accept from thirteen to twenty years old. Right now, we have girls from sixteen to nineteen. The research period is three months, but I worry if they'll be ready for performance by then."
"Is there a limit on the number of research students?"
"Due to the dance hall size, we can train up to twenty. We also have plans to build the hall out of barracks (빠락크) in the future, but anyway, we absolutely must hire a professional musician (音樂師). As for instruments, they say there's a Victor record player (삑타레코-드 - Victrola?) available for 1,900 won. We plan to buy that."
I wanted to hear more about Pae Ku-ja's artistic views, especially her reform plans for Korean dance, and also her views on life, but the research students had gathered in the dance hall and seemed to have been waiting for their teacher for a long time, so I decided to leave. As a final word, Ms. Pae said,
"Dancer, dancer—people think it's a very romantic and luxurious life. But becoming a complete dancer requires an extraordinary amount of painful effort, so I wish young girls wouldn't jump into it without understanding. Of course, women who have a truly firm resolve and are confident in their face, figure, and vocal volume (聲量) are welcome."
She showed a determined air.
This dance institute is still in its nascent stage (胎生期). There's no doubt it's necessary for Korean society, but to what extent it will be introduced to the world is still unknown, so I merely end this by reporting what I saw during my visit. After I left, it seemed the "Shine" dance started again inside the dance hall, as sounds of feet scuffing the floor (밋바닥) and the carefree laughter of the girls burst out. The sun had passed its zenith. As I reached the village entrance and looked back, the red Western-style house of the research institute looked like some mysterious ancient castle (古城) from a fairy tale. <45>

**Summary**

This 1929 article reports on a visit to the newly established Pae Ku-ja Dance Research Institute in the Sindang-ri Culture Village near Seoul. It describes the intensive training of about ten young women in Western-style dances like "Shine" and "Humoresque," under the strict guidance of Pae Ku-ja, a former international performer. Pae discusses her ambitions to create professional dancers, her rules requiring communal living to protect the students' reputations, and her artistic vision of revitalizing Korean traditional dance by incorporating Western techniques, citing Japan's Fujima Shizue as inspiration and planning a dance based on the Korean "Yŏmbul" chant. The article touches upon the financial backing by her partner, Mr. Hong, the daily schedule, plans for future expansion and international tours, and Pae's cautionary words about the hardships of a dancer's life.

From a historical perspective, the article is significant as it documents the nascent stage of modern dance institutions in colonial Korea, spearheaded by a female artist. It reveals the direct influence of Western and Japanese modern dance figures (Rossi, Takada, Ishii) and performance styles on Korean artists. Furthermore, it highlights the aspirations of Koreans like Pae Ku-ja to modernize and globally promote their own artistic traditions amidst colonial constraints, while also reflecting the societal scrutiny and moral concerns surrounding women pursuing careers in the performing arts during that era. The mention of the "Culture Village" also points to contemporary urban development trends.

**Named Entities**

裵龜子	배구자	Pae Ku-ja
新堂理	신당리	Sindang-ri
文化村	문화촌	Munhwa Ch'on
谷崎潤一郞	다니자키 준이치로	Tanizaki Jun'ichirō
美國	미국	Miguk (America)
申一仙	신일선	Sin Il-sŏn
尹心悳	윤심덕	Yun Sim-dŏk
崔勝喜	최승희	Ch'oe Sŭng-hŭi
東洋	동양	Tongyang (East Asia/Orient)
天勝	천승	Ch'ŏnsŭng (Troupe Name)
歐美	구미	Ku-Mi (Europe and America)
獨逸	독일	Togil (Germany)
洪氏	홍씨	Mr. Hong
서울	서울	Sŏul
新黨里	신당리	Sindang-ri (*Typo in original for 新堂理*)
松林	송림	Songnim (Pine forest)
大邱	대구	Taegu
平孃	평양	P'yŏngyang
日本	일본	Ilbon (Japan)
藤間靜江	후지마 시즈에	Fujima Shizue
西洋	서양	Sŏyang (The West)
高田雅夫	다카다 마사오	Takada Masao
石井漠	이시이 바쿠	Ishii Baku
東京帝國劇場	도쿄 제국극장	Tōkyō Teikoku Gekijō (Tokyo Imperial Theater)
로시에	로시	Rossi

**Glossary**

밧부게	바쁘게	Busily, hurriedly (Older spelling of 바쁘게)
엶은	얇은	Thin (Older spelling/form related to 얇다)
깍근	깎은	Peeled, trimmed (Older spelling of 깎은)
종강이	종아리	Calf (of the leg) (Dialectal or older term for 종아리)
앗김업시	아낌없이	Without reservation, generously (Older spelling of 아낌없이)
빗틀	비틀	To twist, contort (Verb stem, older form/spelling)
못견듸게	못 견디게	Unbearably, uncontrollably (Older spelling of 못 견디게)
텬정	천정	Ceiling (Older spelling, possibly 천장)
헤염	헤엄	Swimming (Older spelling of 헤엄)
쭝기쭝기	쭉쭉이	Stretching out repeatedly (Mimetic word, older form)
끄으려	끌어	Dragging, drawing (Older spelling/form of 끌어)
거문	검은	Black (Older spelling of 검은)
너른	넓은	Wide, spacious (Older spelling of 넓은)
딴스홀	댄스홀	Dance hall
가비여운	가벼운	Light (weight) (Older spelling of 가벼운)
놉헛다 나젓다	높았다 낮았다	Rose and fell (Older spelling/conjugation)
가치	같이	Like, as (Older spelling of 같이)
되푸리하고	되풀이하고	Repeating (Older spelling of 되풀이하고)
잇는	있는	Existing, being (Older spelling of 있는)
내음새	냄새	Smell, scent, odor (Older form of 냄새)
잇섯다	있었다	Was, existed (Older spelling of 있었다)
올치	옳지	That's right, correct (Interjection)
발끗	발끝	Toetip (Older spelling of 발끝)
마추고	맞추고	Matching, keeping (time/rhythm) (Older spelling of 맞추고)
엇든	어떤	Some, a certain (Older spelling of 어떤)
쳥년	청년	Youth, young man
주우린	주린	Hungry, famished (Older spelling of 주린)
차저	찾아	Looking for, seeking (Older spelling of 찾아)
림박	임박	Approaching, nearing (Time)
도라 오다가	돌아 오다가	While returning (Older spelling of 돌아오다가)
압허서	아파서	Hurting, because it hurts (Older spelling of 아파서)
뺀치	벤치	Bench (Loanword)
압헤	앞에	In front of (Older spelling of 앞에)
숩풀밧	수풀밭	Thicket, bush area
너울너울	너울너울	Gracefully waving or fluttering
맛나는	맛있는	Delicious (Older spelling of 맛있는)
갓다주고	갖다주고	Bringing and giving (Older spelling of 갖다주고)
어르만저주며	어루만져주며	Caressing, stroking gently (Older spelling of 어루만져주며)
깁부어서	기뻐서	Being happy, because of joy (Older spelling of 기뻐서)
억개춤	어깨춤	Shoulder dance
웃줄웃줄	으쓱으쓱	Shrugging (shoulders) repeatedly (Mimetic word, older form)
추랴들때에	추려 들 때에	When starting to dance (Older grammatical form)
말엇다	말았다	Ended up (doing something), stopped (Older spelling of 말았다)
꾸지 말엇던들	꾸지 말았던들	If only (I) hadn't dreamed (Older grammatical form)
부르짓는다	부르짖는다	Cries out, shouts (Older spelling of 부르짖는다)
늣긴	느낀	Felt (Older spelling of 느낀)
마츰내	마침내	Finally, eventually (Older spelling of 마침내)
내닷는다	내닫는다	Dashes out/away (Older spelling of 내닫는다)
얼는	얼른	Quickly, readily (Older spelling of 얼른)
것는	걷는	Walking (Older spelling of 걷는)
엇재뜬	어쨌든	Anyway, in any case (Older spelling of 어쨌든)
일홈	이름	Name (Older spelling of 이름)
놉흔	높은	High, famous (Older spelling of 높은)
곡예단	곡예단	Acrobatic troupe, circus troupe
딴사-	댄서	Dancer (Loanword, older transcription)
巡遊하다가	순유하다가	While touring
놉든	높던	Which was high/loud (Older spelling/form of 높던)
까닭	까닭	Reason, cause
라버-	러버	Lover (Loanword)
더부려	더불어	Together with (Older spelling of 더불어)
차진터이다	찾은 터이다	Sought out, visited (Older grammatical ending 터이다)
밧	밭	Field, patch (e.g., 호박밭 - pumpkin patch)
빗치	빛이	Color, light (Older spelling of 빛이)
집웅	지붕	Roof (Older spelling of 지붕)
맨나종	맨 나중	Very last (Older spelling of 맨 나중)
든덕	언덕	Hill, mound (Possibly dialectal or older form for 언덕)
붓그러운지	부끄러운지	Perhaps shy/embarrassed (Older spelling of 부끄러운지)
조곰	조금	A little (Older spelling of 조금)
우스면서	웃으면서	Smiling, while smiling (Older spelling of 웃으면서)
볼	볼	Cheek (Anatomical term)
영채	영채	Radiance, bright look (in eyes)
참잉식히는	참 인식시키는	Truly making one aware/charming (Unusual construction, likely 참 + 인식시키는)
무르니	물으니	Asking, when asked (Older spelling of 물으니)
글세요	글쎄요	Well..., Let me see... (Interjection)
할가요	할까요	Shall (I/we) do/call it? (Older spelling of 할까요)
모르겟서요	모르겠어요	I don't know (Older spelling of 모르겠어요)
아녀요	아니에요	No, it isn't (Older polite informal ending)
하겟지만	하겠지만	Must do, but... (Older spelling of 하겠지만)
만하서	많아서	Being many, because there are many (Older spelling of 많아서)
모도	모두	All, entirely (Older spelling of 모두)
되서요	돼요/되어요	Becomes, amounts to (Older spelling/form of 돼요/되어요)
만히	많이	Many, much (Older spelling of 많이)
얼골	얼굴	Face (Older spelling of 얼굴)
그레치만	그렇지만	But, however (Older spelling of 그렇지만)
내엇지요	내었지요	Turned away, sent out (Older past tense form + 지요 ending)
웨요	왜요	Why? (Older spelling of 왜요)
밧게서	밖에서	From outside (Older spelling of 밖에서)
단니며	다니며	Commuting, while going back and forth (Older spelling of 다니며)
배우겟다고	배우겠다고	Saying one will learn (Older spelling of 배우겠다고)
하엿서요	하였어요	Did (Older spelling of 하였어요)
안되엇서요	안 되었어요	It wasn't allowed, it didn't work (Older spelling of 안 되었어요)
무서우니깐요	무서우니까요	Because it's frightening / worrying (Older spelling of 무서우니까요)
각가운	가까운	Near, close (Older spelling of 가까운)
굿으로	곳으로	To a place (Older spelling of 곳으로)
通來하는	통래하는	Commuting (Hanja term 通來)
變	변	Trouble, mishap, scandal
갓득이나	가뜩이나	Anyway, as it is, already (Older spelling of 가뜩이나)
손끄락질하는	손가락질하는	Pointing fingers at, criticizing (Older spelling of 손가락질하는)
따님들에게까지	따님들에게까지	Even to the daughters (Honorific)
까치면	끼치면	If (I) cause/bring upon (Older form of 끼치면)
하게요	하게요	What am I to do? (Older ending)
하스	하숙인/하인?	Boarder / Servant? (Context suggests 'houseboy' or similar domestic help)
맨들어	만들어	Making, creating (Older spelling of 만들어)
멕이고	먹이고	Feeding (Older spelling of 먹이고)
겻헤	곁에	Beside, next to (Older spelling of 곁에)
안진	앉은	Seated, who is sitting (Older spelling of 앉은)
끄을고	끌고	Leading, taking along (Older spelling of 끌고)
歐羅巴	유럽	Europe (Older Sino-Korean term)
작정	작정	Plan, intention
조치 안어요	좋지 않아요	Isn't it good? (Older spelling/form of 좋지 않아요)
소개하구요	소개하고요	Introducing, and... (Older spelling/ending)
네	네	Yes (Polite)
고유의	고유의	Unique, traditional, inherent
가미하여	가미하여	Adding to
지어내지	지어내지	Creating, composing
안엇서요	않았어요	Didn't (do)? (Older spelling/form of -지 않았어요?)
끼어너허서	끼워넣어서	Inserting, adding in (Older spelling of 끼워넣어서)
빗잇든	빛 있던	Which was brilliant/shining (Older spelling/form)
부흥식히고	부흥시키고	Reviving (Older spelling of 부흥시키고)
십담니다	싶습니다	Want to (Older spelling/form of 싶습니다)
러치	그렇지	(If) not so (Older contraction/spelling of 그렇지)
무에	뭣에/무엇에	What (is the use of)? (Older spelling of 무엇에)
념불	염불	Buddhist chant (念佛)
무용화해보려고	무용화해보려고	Trying to turn into a dance
잇지안어요	있지 않아요	Isn't there? (Older spelling/form of 있지 않아요)
이거야요	이거예요	This is it (Older polite informal ending)
제목	제목	Title
곤치어서	고치어서	Fixing, changing (Older spelling of 고치어서)
의상	의상	Costume, attire
단조하고	단조하고	Being monotonous, and...
조와요	좋아요	Is good (Older spelling of 좋아요)
조흔	좋은	Good (Older spelling of 좋은)
복흥하자는	부흥하자는	To revive (Older spelling of 부흥하자는)
애를 쓰서야	애를 써야	Must make an effort (Older spelling of 써야)
한태서	한테서	From (a person) (Older spelling of 한테서)
배우섯서요	배우셨어요	Did you learn? (Honorific, older spelling)
배웟고	배웠고	Learned, and... (Older spelling of 배웠고)
와서는	와서는	Coming (to Japan), and then...
그러치만	그렇지만	However, but (Older spelling of 그렇지만)
클라सिक한	클래식한	Classical
달러지드구만요	달라지더구먼요	It turned out to be different (Older spelling/ending)
엇더한가요	어떠한가요	How is it? What is it like? (Older spelling of 어떠한가요)
이러나서	일어나서	Waking up, getting up (Older spelling of 일어나서)
몬저	먼저	First (Older spelling of 먼저)
