Magazine Title	삼천리 제2호
Publication Date	1929년 09월 01일
Article Title	自叙傳 (Autobiography)
Author	洪命憙
Article Type	회고·수기 (Memoir/Recollection)

Autobiography
						Hong Myŏnghŭi
II. Studying Abroad
My hometown is Kwoesan in Ch'ungch'ŏng Province, a small town nestled in a valley. Though some gentry (량반) lived there, ours was the only family of ministerial rank. Growing up as a frog in a well, I believed there was no better place than Kwoesan and no better house than ours. But as I grew older and my knowledge and experience expanded, Kwoesan and our home gradually seemed less impressive than before. By the time I finished school in Seoul and returned, our house felt constrained, but Kwoesan itself felt especially stifling. I started spending my days napping. Perhaps finding this frustrating, my father coaxed me, saying if I was idle anyway, I might as well read the *Four Books* and the *Spring and Autumn Annals* (四傳春秋). I readily began, but by the time I finished the over 50 volumes, I was utterly sick of the *Spring and Autumn Annals*. Around this time, someone in our village, having early realized the benefits of sericulture, brought a Japanese couple as silkworm instructors. This was a time when even in Seoul, one had to go to Chingo-gae (진고개) just to see Japanese people, so in a rural corner like Kwoesan, this Japanese couple was a rare sight, becoming a spectacle for the women and children. My father, wanting to test my Japanese proficiency, called the couple over and, setting aside the small talk (롱사) that usually follows, told me to greet them. Although I technically had a diploma from the Japanese language department, I had rarely spoken with Japanese people before, so this was my first time making initial introductions in Japanese. Having learned the formalities, I said for a first meeting, "Hajimete omeni kakarimasu" (First time meeting you), and then asked their names, "Goseimei wa nan to mōshimasu ka?" (What might your honorable names be?). The wife mumbled something and bowed, but the husband just smiled without saying anything. I stood before my father while the couple knelt. Later, while learning how to make first-time introductions from the wife, we even talked about this incident and laughed together. When the Japanese couple finished their sericulture work and were about to leave, I spoke to my father and brought them to our home to practice Japanese. In just a few months, the results of my three years of study became apparent, and I could communicate reasonably well in Japanese. Although I grew up in a rural corner, I had gained some vague knowledge of the world from childhood, thanks to Matteo Ricci's (리마두) Kunyu Wanguo Quantu folding screen (坤興全圖屛風). Scribbling on the screen, saying "This small dot is Japan (倭國)," "This big lump is China (中原)," I learned that there were many countries besides our Chosŏn. Hearing stories about Samyŏngdang (泗溟堂) from my great-grandmother and casually reading the *Haedong Myŏngjang Chŏn* (海東 名將傳), said to be written by a relative, I learned that Japan was our Chosŏn's neighbor. Thus, I had known about Japan since childhood and happened to learn Japanese, but I had little desire to visit. However, after becoming friendly with the Japanese couple, I frequently heard that Tokyo was a good place to study. The thought began to grow: rather than languishing in stifling Kwoesan, perhaps I should go to Tokyo to study. Coincidentally, soon after, that Japanese man said he was going to Japan to sell the cocoons from the sericulture, and I thought of following him. I wasn't sure if my father would readily permit me to go for study, but I felt that if I said I was just going sightseeing, even my great-grandmother wouldn't particularly object. So, I decided internally to lie about going sightseeing and just stay on in Tokyo, informing only the Japanese man of my true intentions beforehand. As I needed permission from layers of elders, getting it seemed difficult, which is why I resorted to a ploy. However, my father suggested that rather than just sightseeing briefly, I should study there for a few years. He took charge of getting permission from my great-grandmother in the countryside, and upon coming to Seoul, he also took charge of getting permission from my grandfather. And so, I set off on the path to study in Tokyo.

It was just after the Russo-Japanese War (日露戰爭) ended. The Ministry of Foreign Affairs (外部) was gone, but there was something like a Foreign Affairs Section in the State Council General Affairs Bureau (議政府總務局) that issued passports (護照), that is, travel tickets (旅行券). Around that time, people said that unlike going to the West, you didn't need a passport to go to Japan, but my grandfather, who insisted on being safe rather than sorry in all matters, obtained a passport for me as well, so there was not a single potential hindrance in a hundred. Following the guidance of the accompanying Japanese man, I boarded a steamship (輪船) from Pusan to Osaka. Crossing the Genkai Sea (玄海灘) and passing through the Seto Inland Sea (瀨戶內海), we landed in Osaka, stayed for 3 or 4 days, and then came straight to Tokyo. Initially, I stayed for several days at an inn near Shinbashi Station (新橋驛). During that time, the innkeeper's son brought me old bound magazines to pass the time.<26> I read several short stories (短篇小說) - though I didn't know they were called short stories then. Unlike the Chinese classical novels (漢文小說) I had read until then, they seemed to lack a clear beginning and end, which felt a bit unsatisfying, but they were short tales and quite interesting. The expenses at the Shinbashi Station inn were excessive, so I moved to a place in Hongō Ward (本鄕區) that served as both an inn and a boarding house. I stayed there for over half a year, and after that, I rented a house with several friends (동무) and lived there. The Japanese man who accompanied me, after crossing the Genkai Sea, began using disrespectful (홀한) terms like "kimi" (君 - you, informal) and "kōkun" (公 - you, somewhat formal but potentially condescending) which I hadn't heard before, grating on my nerves. Moreover, whether on the steamship or at the inn, anyone he talked to, he would hold forth about how Korea was, how Koreans were, recounting all our faults, real or imagined. It was often painful to listen nearby, and when I was alone with him, there were more than one or two occasions where we argued heatedly, our faces flushed (낫을 불켜가며). Looking around at my surroundings, when feelings of loneliness arose, the longing for my homeland could not help but become intense. After moving to the Hongō boarding house, I heard from a maid that there were other Koreans like myself boarding there, and I was overcome with joy to the point of tears. The first countryman I met then was Mun Ilp'yŏng (文一平), pen name Hoam (湖巖), and the friend I met after Mun was Yi Kwangsu (李光洙), pen name Ch'unwŏn (春園). Yi was then called Pogyŏng (寶鏡) and was a boy of 14 or 15. After that, I gradually met many more countrymen. When I asked about studying, many recommended attending the Law Faculty at Meiji University (明治) or the Politics and Economics Faculty at Waseda University (旱稻田). However, as I felt no need to rush through a fast-track course, I decided to start from middle school and work my way up, and began preparations to enter middle school. Among the many middle schools in Tokyo, I chose Taisei Middle School (大成中學校), not without other reasons, but mainly because the boarding house owner had connections with the Taisei administrator through shared hometown ties and said he could introduce students. During the five years I studied in Japan, if there was a time I studied textbooks diligently, it was primarily during the period preparing for the supplementary entrance exam for the 3rd year of middle school, and secondarily during the first semester after entering the 3rd year. While preparing, I attended the preparatory course at Tōyō Commercial School (東洋商業學校), run by the same Taisei administrator, while also attending math and English cram schools, and occasionally receiving private tutoring in mineralogy and botany. Truly, apart from eating and sleeping, I was immersed in textbooks. During the first semester of the 3rd year, I earnestly reviewed the textbooks out of fear of the school. During the vacation at the end of the second semester of the 3rd year, I happened to enter an old bookstore. While rummaging through various books, I picked out three: *Junrei Kikō Izuko e* (順禮紀行 何處 - Pilgrimage Diary: Whither?) (a work by Masamune Hakuchō 正宗白鳥), and *Seika-shū* (靑果集 - Green Fruit Collection). I chose them from among those the bookseller pointed out as new arrivals, selecting those whose titles appealed to me. These three books became the thread that started my collection of insignificant old books. Until I developed some discernment in selecting books, elements like cover design (意匠) and title font (字體) also served as a kind of playful selection standard (遊�擇標準). This habit persisted until later, and there were not a few books that, despite having content worth reading once, I ended up not reading simply because the cover didn't appeal to me. While reading various books, a certain habit formed in my reading method: once I started a book, I had to finish it to the end. Even if it was a book where skipping around wouldn't matter, once I started from the beginning, I never jumped to the middle. And after starting one book, I never began another until I finished the first. For this reason, interesting books I would read straight through in one breath because they were interesting, and uninteresting books I would force myself (모리 악쓰고) to read quickly, wanting to start an interesting one sooner. Barring special circumstances, I usually finished a book in a day or two; it was rarer for one to take three or four days. My housemates teased me (조명을 지엇스나) for staying up all night and sleeping during the day, or for spending a long time in the outhouse (뒤ㅅ간), but both were necessary means for reading. Night was good for reading an interesting novel in one go because there were no interruptions, and the outhouse was the easiest place to escape disturbers. When I lived in the same house with Yi Taeyong (李大容),<27> Yi Haech'ung (李海忠), and Ha Hŭiwon (河熙源), I shared a room with Yi Taeyong for a time. One day, I bought a translation of Turgenev's (나제루듼) *Ukikusa* (浮草 - Floating Weeds?) and had just turned the first few pages in the evening when several prominent figures from the student community at the time came to visit Yi. Since I knew these people too, I had no choice but to stop reading. I was itching to read the book, but the competitive display of airs (氣熖競爭) by these figures showed no sign of ending. As Yi, the host, was a refined person, he bowed his head and listened respectfully (俯首謹聽), causing the intensity of their airs to rise rather than fall. I felt more annoyed at Yi than at those people. Unable to bear it any longer, I took the lamp in one hand and *Ukikusa* in the other, went into the outhouse, and, bit by bit, finished the entire volume. After suffering from numb legs for a while, I came out to find the figures of airs had all left, and Yi, lying down on his bedding, mocked me, calling it an unprecedentedly grand trip to the outhouse. My reading was disorganized (종이 업섯지마는), indiscriminate (亂讀, 濫讀), mostly consisting of literary works (文藝書類). As the Japanese literary scene (文壇) at the time was dominated by Naturalist literature (自然主義文藝), most of the literary works I read were Naturalist pieces. The result, I could say, was nothing but intellectual poisoning focused on the carnal (肉的 思想中毒) and nervous exhaustion (신경쇠약). The main reason I couldn't study as I initially planned lies elsewhere, but the sole reason I quit middle school at the end of the second semester of the 5th year, wanting to avoid the graduation exams, was nervous exhaustion. My disregard for school textbooks began around the second or third semester of the 3rd year, but the more I indulged in reading literary works, the more intense my contempt for textbooks became, to the point where I only touched the day's assigned books (課程冊) when wrapping them in a cloth (보). Initially, I merely didn't read the textbooks but attended school daily. However, after I started sleeping poorly at night, my absences increased so much that the student monitor (生徒監) even threatened me with expulsion according to the school rule about expelling those with irregular attendance. My school studies were thus insincere, yet my exam results each semester or year were consistently good. With just a few days of so-called cramming for exams, such results miraculously appeared. I call my exam results miraculous. When I attended Chūkyō Gijuku (中橋義塾) back in Korea, except for placing second in the first semester exams of the year I entered, I never relinquished the top spot for three years. After going to Japan, from the supplementary exams for the 2nd year of Tōyō Commercial Preparatory and the 3rd year of Taisei Middle School, through five years of semester and yearly exams, my rank barely changed from first or second. Was this truly because my performance was outstanding? Not so. Except for a few exams, my scores were generally only above average, yet my rank was always this good. It can be called miraculous that I never met a strong competitor in the exam hall, and it can certainly be called miraculous that when my scores were not good, the scores of my classmates were generally even worse, and when my classmates' scores were good, mine surpassed theirs. In the Taisei 4th-year final exams, Sekinuma So-and-so (關沼某), who surpassed me to take first place, is now apparently a Doctor of Medicine (醫學博士) with considerable fame, but frankly, that unimpressive person was somewhat lacking as my rival in the exam hall. To prove the word "miraculous," there's a funny example. It happened when I took the supplementary entrance exam for the 2nd year of Tōyō Commercial Preparatory. For the history part of the supplementary exam, the questions were on the causes and results of the Crusades (十字軍) and a brief biography of Confucius (孔子). For the Crusades, I honestly wrote "Wakarimasen" (I don't know). For Confucius, I wrote what I knew, starting with "Born in Changping Township, Lu..." (魯昌平鄕人云云), so I completed one question, albeit imperfectly. For geography, the two questions were to list the capitals of the 13 provinces (13道) of Korea and ten important cities on the east coast of China (支那). The question about the 13 provincial capitals saved me, needing no comment. For the Chinese cities, I had only heard of Shanghai (上海), so I fulfilled only one-tenth of the requirement (塞責). Thus, I completed one question perfectly. For natural history (博物), the questions were to illustrate the parts of a cruciferous flower (十字科植物花) and list the characteristics of echinoderms (棘皮動物). Thanks to my private tutor, I passed the botany question without issue, but I hadn't learned about the animals, so again, I honestly intended to give up (센을 닥고) with "Wakarimasen" and stand up. However, the supervising teacher walking around kindly told me that if I didn't know the characteristics, I should at least give an example. Respecting the teacher's words, I sat down again, but I wasn't capable of giving an easy example like a sea cucumber (海蔘). Thinking a hedgehog (고슴도치) was an echinoderm, I wrote "harinezumi" (하리네쓰미) as an example. So, here too, I barely managed one question. Among the various subjects like math, English, Japanese language, and Classical Chinese (漢文), Classical Chinese might have been comparatively better, but most of my answers were insufficient.
However, when the results were announced, my name was ranked first. At the time, there were only two applicants including myself, so it seems the other person was even less capable than I. Wouldn't a fatalist explain this by saying I was destined to be first? Whether the teachers showed favour, or the competitor lacked ability, there's no need to explain it with reasons unknown to me. To express my surprise at the unexpectedly good results time after time, I cannot help but borrow the word "miraculous." As my exam results were always a miraculous outcome, I received praise like "prodigy" (才子) or "bright student" (秀才). This praise felt unpleasant, like being despised, so I didn't appreciate it.<28>
Unappreciated praise was still praise, but at school, I inevitably attracted some animosity. An incompetent English teacher, during class time, tried to motivate the students by inciting animosity towards me, saying, "It's a shame for Japanese men that you are inferior to that Korean." An unjust head teacher for geography and history remarked, using a tone contemptuous of Korea, "So-and-so is prime minister material for Korea." Consequently, some students filled with animosity even gave me the insulting nickname "Prime Minister" (總理). Good grades became a source of suffering (苦痛의 種子) for me, so I no longer wished for them. However, thinking I had to at least avoid failing, if only to console my parents, I couldn't abandon studying for exams. Since I ranked first or second even with averages of 70 or 80, the poor performance of my classmates was undeniable. On the other side of suffering (苦), there is pleasure (樂). My grades, the seed of suffering, intensified my father's affection. When I was promoted from the 3rd year to the 4th year in first place, my photograph was published in the *Manchōhō* (萬朝報) newspaper as part of a feature introducing top students from various schools. It seemed the Taisei administrator had boastfully praised me. At that time, my father was the Magistrate of T'aein County (泰仁郡守). According to his letter, a Japanese policeman who read the *Manchōhō* found the small article under a size 4 headline and showed it to my father. My father wrote that he looked at the blurry newspaper photo again and again with delight, and later sent me a detailed letter along with a photograph of himself. This is one of the lifelong prides I will never forget. (Continued in the next issue) <29>

**Summary**

Hong Myŏnghŭi recounts his decision to study in Japan around the end of the Russo-Japanese War. Initially intending only a brief visit, his father encouraged him to pursue studies. He describes his early experiences in Tokyo, his struggles with Japanese language and culture, meeting fellow Korean students like Mun Ilp'yŏng and Yi Kwangsu, and his unconventional approach to schooling at Taisei Middle School. Despite neglecting coursework for literary reading (especially Naturalist works), he consistently achieved top grades through last-minute cramming, which he terms "miraculous." This academic success, however, brought unwanted attention and animosity from some Japanese teachers and students, causing him distress, though it pleased his father immensely. The memoir highlights the personal and academic challenges faced by a Korean student in early 20th-century Japan.

For historians, the article offers valuable insights into the experiences of Korean students in Japan during the colonial period. It details the motivations for studying abroad, the process of obtaining travel documents, interactions with Japanese people (both positive and negative), the formation of Korean student networks in Tokyo (mentioning prominent figures like Yi Kwangsu), the curriculum and atmosphere in Japanese schools, and the complex psychological pressures faced by Korean students—dealing with both academic expectations and discrimination or condescension rooted in colonial attitudes. Hong's candid reflection on his reading habits, academic performance versus actual effort, and the resulting social dynamics provides a personal lens on intellectual life and identity formation under colonial rule.

**Named Entities**

洪命憙	홍명희	Hong Myŏnghŭi
충청도	충청도	Ch'ungch'ŏng Province
괴산	괴산	Kwoesan
서울	서울	Seoul
四傳春秋	사전춘추	Sach'ŏn Ch'unch'u (Four Books and Spring and Autumn Annals)
일본	일본	Ilbon (Japan)
진고개	진고개	Chingo-gae
리마두	리마두	Yi Madu (Matteo Ricci)
坤興全圖	곤흥전도	K'unhŭng Chŏndo (Kunyu Wanguo Quantu)
倭國	왜국	Waeguk (Japan)
中原	중원	Chungwŏn (Central Plains / China)
조선	조선	Chosŏn (Korea)
泗溟堂	사명당	Samyŏngdang
海東 名將傳	해동 명장전	Haedong Myŏngjang Chŏn (Biographies of Famous East Sea Generals)
동경	동경	Tonggyŏng (Tokyo)
日露戰爭	일로전쟁	Illo Chŏnjaeng (Russo-Japanese War)
外部	외부	Oebu (Ministry of Foreign Affairs)
議政府總務局	의정부 총무국	Ŭijŏngbu Ch'ongmuguk (State Council General Affairs Bureau)
護照	호조	Hocho (Passport)
旅行券	여행권	Yŏhaenggwŏn (Travel Ticket)
부산	부산	Pusan
大阪	오사카	Osaka
玄海灘	현해탄	Hyŏnhaet'an (Genkai Sea)
瀨戶內海	뇌호내해	Setonaikai (Seto Inland Sea)
新橋驛	신교역	Sin'gyo Yŏk (Shinbashi Station)
本鄕區	본향구	Ponhyang Ku (Hongō Ward)
한국	한국	Han'guk (Korea)
湖巖	호암	Hoam (Mun Ilp'yŏng's pen name)
文一平	문일평	Mun Ilp'yŏng
春園	춘원	Ch'unwŏn (Yi Kwangsu's pen name)
李光洙	이광수	Yi Kwangsu
寶鏡	보경	Pogyŏng (Yi Kwangsu's childhood name)
明治	명치	Myŏngch'i (Meiji University)
旱稻田	한도전	Han Tojŏn (Waseda University)
大成中學校	대성중학교	Taesŏng Chunghakkyo (Taisei Middle School)
東洋商業學校	동양상업학교	Tongyang Sangŏp Hakkyo (Tōyō Commercial School)
正宗白鳥	정종백조	Chŏngjong Paekcho (Masamune Hakuchō)
順禮紀行 何處	순례기행 하처	Sullye Kihaeng Hach'ŏ (Junrei Kikō Izuko e)
靑果集	청과집	Ch'ŏnggwa Chip (Seika-shū)
나제루듼	나제루듼	Najerudŭn (Turgenev - likely transliteration)
浮草	부초	Puch'o (Ukikusa - Floating Weeds?)
李大容	이대용	Yi Taeyong
李海忠	이해충	Yi Haech'ung
河熙源	하희원	Ha Hŭiwon
中橋義塾	중교의숙	Chunghyo Ŭisuk (Chūkyō Gijuku?)
關沼某	관소모	Kwanso Mo (Sekinuma So-and-so)
醫學博士	의학박사	Ŭihak Paksa (Doctor of Medicine)
十字軍	십자군	Sipchagun (Crusades)
孔子	공자	Kongja (Confucius)
魯昌平鄕	노창평향	No Ch'angp'yŏng Hyang (Changping Township, Lu)
支那	지나	China (China - term used at the time)
上海	상해	Sanghae (Shanghai)
十字科植物	십자과식물	Sipchakwa Singmul (Cruciferous Plant)
棘皮動物	극피동물	Kŭkp'i Tongmul (Echinoderm)
海蔘	해삼	Haesam (Sea Cucumber)
泰仁郡守	태인군수	T'aein Kunsu (Magistrate of T'aein County)
萬朝報	만조보	Manjo Po (Manchōhō newspaper)

**Glossary**

량반	양반	Gentry; aristocratic class (older spelling of 양반)
조흔	좋은	Good (older spelling/pronunciation of 좋은)
업다	없다	To not exist; to lack (older spelling of 없다)
나려오다	내려오다	To come down (older spelling of 내려오다)
뎨일	제일	First; most (older spelling of 제일)
말슴	말씀	Speech; words (honorific) (older spelling of 말씀)
녀편네	여편네	Wife; woman (somewhat dated or informal term)
아희들	아이들	Children (older spelling of 아이들)
단니다	다니다	To attend; to go to and from (older spelling of 다니다)
가티	같이	Like; together with (older spelling of 같이)
께달다	깨닫다	To realize; to become aware of (older spelling of 깨닫다)
어림풋	어렴풋	Vague; dim (older spelling of 어렴풋)
닑다	읽다	To read (older spelling of 읽다)
십흔	싶은	Wanting to (older spelling of -고 싶다 auxiliary)
맘	마음	Mind; heart (colloquial/older contraction of 마음)
젓게	젖게	To get wet; here, idiomatically 'to become familiar with through hearing' ( 귀에 젓게 듣다)
업드려	엎드려	To lie face down; to languish (older spelling of 엎드려)
딸하다	따라하다	To follow; to imitate (older spelling/formality of 따라하다/따르다)
허락맛기	허락받기	Getting permission (older spelling of 허락 받기)
마터주다	맡아주다	To take charge of; to handle (older spelling of 맡아 주다)
달러서	달라서	Being different (older spelling of 달라서)
조타	좋다	To be good (older spelling/pronunciation of 좋다)
어더주다	얻어주다	To obtain for someone (older spelling of 얻어 주다)
조차서	쫓아서	Following (older spelling of 쫓아서)
탓다	탔다	To ride; to board (older spelling of 탔다)
묵다	묵다	To stay; to lodge (standard, but less common than 머무르다 now for lodging)
옴기다	옮기다	To move (older spelling of 옮기다)
동무	동무	Friend; comrade (common term then, later associated with North Korea)
업든	없던	Which did not exist; who was not (older spelling of 없던)
홀(忽)한	홀한	Disrespectful; overly familiar; abrupt (likely from Hanja 忽 'sudden, neglectful')
붓들다	붙들다	To grab; to hold onto; to engage someone in conversation (older spelling of 붙들다)
엇더하다	어떠하다	To be how; what it's like (older spelling of 어떠하다)
엽헤서	옆에서	Beside; next to (older spelling of 옆에서)
듯기	듣기	Hearing; listening (older spelling of 듣기)
괴란(怪亂)하다	괴란하다	To be troubled; chaotic; painful (Hanja-based word)
낫	낯	Face (older form, now mostly 낯빛 face color, 낯설다 unfamiliar)
불키다	붉히다	To redden; to flush (older spelling of 붉히다)
안흘	않을	Will not do (older spelling of 않을)
듯고	듣고	Hearing and... (older spelling of 듣고)
일음	이름	Name (older spelling of 이름)
만핫다	많았다	Were many (older spelling of 많았다)
칠어 올라가다	치어 올라가다	To work one's way up from the bottom (idiomatic)
뎨일	제일	First; number one (older spelling of 제일)
바도러	받으러	To receive (older spelling of 받으러)
몰두(沒頭)하얏다	몰두했다	Was immersed in; was absorbed in
뒤적거리다	뒤적거리다	To rummage through; to leaf through
가르처	가르쳐	Teaching; pointing out (older spelling of 가르쳐)
꺼들치다	꺼들치다	To skip over (pages); to glance through skippingly
모리 악쓰고	머리 악쓰고	Forcefully straining; pushing hard (idiomatic, lit. 'shouting using one's head')
끗내다	끝내다	To finish (older spelling of 끝내다)
도리여	도리어	Rather; on the contrary (older spelling of 도리어)
깨우다	깨우다	To stay awake (contextual meaning here, usually 'to wake someone up')
뒤ㅅ간	뒷간	Outhouse; toilet (older term using sai-siot ㅅ)
조명(嘲弄)	조롱	Mockery; teasing (likely means 조롱하다 'to mock', context implies teasing nickname)
몃	몇	Several; how many (older spelling of 몇)
차자와서	찾아와서	Coming to visit (older spelling of 찾아와서)
십허	싶어	Wanting to (older spelling/pronunciation of 싶어)
끄칠	그칠	To stop; cease (older spelling of 그칠)
올르고	오르고	Rising (older spelling of 오르고)
나리지	내리지	Falling; descending (older spelling of 내리지)
미웟다	미웠다	Hated; disliked (older spelling of 미웠다)
닐어서랴고	일어서려고	Intending to stand up (older spelling of 일어서려고)
감시하든	감시하던	Who was supervising (older spelling of 감시하던)
친체(親切)히	친절히	Kindly (older spelling based on Hanja pronunciation)
고숨도치	고슴도치	Hedgehog (older spelling of 고슴도치)
젹다	적다	To write down (older spelling of 적다)
청직(正直)하게	정직하게	Honestly (older spelling based on Hanja pronunciation)
센을 닥다	셈을 닦다	To give up on; declare ignorance (idiomatic phrase, precise origin unclear, perhaps 'wipe the slate clean' / 'wash hands of the calculation')
닐으키다	일으키다	To cause; arouse; evoke (older spelling of 일으키다)


---------------------------


잡지명	삼천리 제2호
발행일	1929년 09월 01일
기사제목	自叙傳
필자	洪命憙
기사형태	회고·수기

自叙傳
						洪命憙
二. 留學
나의 고향은 충청도 괴산이니 峽中에 잇는 적은 고을이다. 량반이 더러 살지마는 宰相家로는 우리집 한 집 뿐이엇다. 내가 우물 안 고기로 잘아날 때 괴산 외에 더 조흔 곳이 업고 우리집 외에 더 조흔 집이 업는 줄로 알엇든 것이 나히가 만하지고 문견이 늘어갈수록 괴산과 우리 집이 차차로 전만 못하야서 서울서 학교를 마치고 나려온 때 쯤은 우리집도 우리집이거니와 뎨일로 괴산이 갑갑하얏다. 낫잠으로 날을 보내게 되니, 우리 아버지가 보기 답답하든지 노느니 四傳春秋나 읽으라고 나를 달래어서 선뜻 시작하얏다가 50 여권을 졸업하느라고 나종에는 春秋에 진저리가 낫섯다. 이때 우리 동리에 양잠의 리익을 일즉이 께달은 사람이 잇서서 일본사람 내외를 양잠교사로 다려 왓섯다. 서울서도 일본사람 구경하랴면, 진고개를 가야만 하든 때라 괴산가튼 시골 구석에서는 이 일본사람 내외가 녀편네와 아희들의 구경거리가 될 만큼 희귀한 손이엇다. 우리 아버지가 나의 일본말 공뎡을 시험하야 보랴고 그 내외를 불러다 노코 딸어 단니는 롱사를 제치고 인사하라고 말슴하얏다. 내가 日語科의 졸업생 명색이지만, 이때까지 별로 일본사람과 대화해 본 일이 업는 까닭에 일본말로 초면인사는 처옴일이엇다. 배운 문서가 잇서서 초면이면 말한다고 「하지메데 오멘니 가가리마스」하고 다음에 성함이 누구시요 뭇는다고 「꼬세이메이와 난또 모오시마스까.」하얏더니 녀편네는 무어라고 종알종알하며 절하는데, 사나이는 말이 업시 웃기만 하얏다. 나는 아버지 압히라 서서 잇고 그 내외는 꿀어 안젓섯다. 그 뒤에 그 녀편네에게 초면 인사하는 법을 배우다가 이때 광경을 말하며 서로 우슨 일까지 잇섯다. 그 일본사람 내외가 양잠일을 마치고 가게 되엿슬 때 아버지에게 말슴하고 집에 다려다 두고 일어를 련습하얏더니 불과 몃달이 아니 지나서 3년 배운 결과가 나타나서, 일어로 어지간한 말은 서로 통하게 되엇다. 내가 시골 구석에서 잘앗지만, 어려서부터 어림풋이라도 세계에 대한 지식을 가지게 되엇섯스니, 이것은 리마두의 坤興全圖屛風의 덕이엇다. 「조그만 뎜이 倭國이다」 「큰덩이가 中原이다」하고 붓작란으로 屛風에 먹칠할 때 우리 조선 이외에 여러 나라이 잇는 것을 알엇섯고 증조모에게 泗溟堂이야기를 듯고 일가어른의 著作이라고 海東 名將傳을 건정으로나마 닑엇슬 때 倭國이 우리 조선의 이웃나라인 것을 알엇섯다. 이와가티 어렷슬 부터 알게 된 일본이요,  우연히 일어까지 배우게 되엇지마는 일본은 가보고 십흔 맘이 별로 업섯섯는데, 일본사람 내외 가티 지나게 된 뒤로 동경이 공부하기 조타는 말을 귀에 젓게 들어서 갑갑한 괴산에 업드려 잇는니 동경에 가서 공부나 할가하는 생각이 나기 시작하얏다. 마침 얼마 뒤에 그 일본사람이 양잠한 고치를 일본으로 팔러 간다고 하야 딸하갈 생각이 잇섯는데 공부를 간다면 아버지부터 선선히 허락할른지 몰으겟고 구경 갓다온다면 증조모까지도 구태어 말리지 아니할 것 가타서 구경간다고 거짓말하고 동경에 가서 떨어저 잇서 보랴고 속으로 작뎡하고 일본사람에게만 미리 이 뜻을 통하야 두엇다. 나따는 층층시하에 허락맛기가 어려워서 꾀를 쓰랴고 하얏든 것인데, 우리 아버지가 잠간 구경만 하고 오느니 몃해 동안 공부를 해보라고 말슴하고 시골잇서서 증조모의 허락도 아버지가 마터 주고 서울와서 조부의 허락도 아버지가 마터 주엇다. 그리하야 나는 동경 류학길을 떠나게 되엇섯다.
