잡지명	개벽 제1호
발행일	1920년 06월 25일
기사제목	力萬能主義의 急先鋒, 푸리드리히, 니체 先生을 紹介함 (Introducing Mr. Friedrich Nietzsche, Vanguard of the Philosophy of the Omnipotence of Power)
필자	小春 (Soch'un)
기사형태	문예평론 (Literary Criticism)

力萬能主義의 急先鋒, 푸리드리히, 니체 先生을 紹介함
						小春

First seek your enemy before seeking your friend. And fight well. You must fight for your ideas.
If you seek peace, let that peace be preparation for a new battle. And seek a short peace rather than a long one.
If I were to recommend something to you, I would rather recommend battle. I do not wish to recommend peace. Only let your work be combative. Let your peace become victory.
Choose an enemy who is worthy, hateful, and formidable. Never have a contemptible enemy. You must feel the joy of pride through your enemy; thus, your enemy's success is also your success.

一. The Master's Life and His Character
Friedrich Nietzsche let out his first cry on October 15, 1844, in the city of Röcken in the state of Saxony, Germany. His father was a Protestant pastor, an extremely gentle person. As Nietzsche's birth fell on the same day as the Prussian King's birthday <32> at the time, his father, a loyal servant of the King, was exceedingly pleased and named his son Friedrich. His mother was a cheerful, strong woman, even earning the nickname "beautiful barbarian" (娟美한 野蠻人), but Nietzsche's disposition was rather closer to his father's, gentle and taciturn, and his body was also quite strong. He lost his father at the age of 5, followed by his beloved younger brother, and thereafter lived only with his mother and one beloved sister.

He was exceptionally intelligent, knowing how to read and compose by age 4. His faith was extremely devout, and in his youth, he hoped to follow his father and become a pastor. He was intensely passionate but had strong self-control. There was even an incident where, trying to emulate the acts of endurance performed by great figures of the past, he burned his own hand with fire. Along with strong self-control, his sense of self-reflection was also strong; whenever he committed even a small error or faced difficulty in judging good and evil, he would always withdraw to a hidden room and reproach himself. Moreover, being taciturn and serene, he loved solitude greatly. While he sometimes played vivaciously, his usual state was to withdraw from the crowd and indulge in deep thought; the great philosopher of later years already showed the air of a little philosopher in his youth.

At that time, he had a grandmother who was an admirer of Napoleon, and she enthusiastically recounted Napoleon's biography to Nietzsche. His arrogant, aristocratic nature was already evident then, and he is said to have often puffed himself up and declared tastily to his beloved sister, "If we became masters of ourselves, we must then advance to become masters of the entire world." Furthermore, he was quite the music fanatic, truly a genius in music, and also greatly enjoyed poetry, making it his sole hobby to savor and write it.

When he reached the age of 17 or 18, he became even more emotional <33> and immersed in music and poetry, even considering abandoning all the encyclopedic studies he had pursued until then to become entirely a musician. In 1862, he entered Bonn University, remaining a self-controlled and stern student who did not smoke tobacco, nor drink the beer that Germans are famously fond of, passing his days meditatively with only two or three friends. From that time, the fluctuations that arise in anyone during their youth began for him. The choice of profession, doubts about faith, and many other problems caused him considerable headaches. Consequently, he resolutely left Bonn University and transferred to Leipzig University.

He had intended to follow his father's profession and become a pastor, but his faith gradually drifted into a sea of doubt, and his newly felt thoughts absolutely did not permit it. Here is an excerpt from his reflections at the time:
"The entirety of Christianity is based merely on hypotheses. The existence of God, the immortality of the soul, the authority of the Bible, revelation, and others are all entirely questionable. I intend to deny them completely. Ah—destruction is easy, but rebuilding in its place is not so simple. No, even destruction itself is not as easy as thought. My inner consciousness has already formed habits due to various childhood impressions and the influences passed down from parents and teachers; it is difficult to move solely through reason or a fraction of will. But, but..."

Thus, he agonized repeatedly and finally abandoned his former faith. Being remarkably sincere and thorough, he permitted not the slightest ambiguity in anything, calling black black and white white. At the same time, whether seeking the love of God or the love of Truth, he sought only the extreme in one direction. In other words, for him, it was either life or death, being or non-being; he absolutely did not tolerate any compromise in between. Although his thought has incurred the disapproval of being eccentric and extremist, its becoming so was entirely a gift of his extremist character. What can one possibly accomplish in the world with a mediocre, lukewarm attitude like mixing water with water, that is not extreme?

God or Truth? He resolutely chose the latter. In a letter to his beloved sister at age 22, he wrote, "What is it that we should seek? Rest? Happiness? No, it is Truth. Only Truth. Even if it be evil, even if it be a fearsome thing, if you truly desire the peace and happiness of your soul, believe in it..." <34> etc. That is, he cleanly discarded his old faith. To declare the death of God, to cry out for a new humanity, to bequeath the true teachings of the omnipotence of power (力萬能) to countless future generations.

Having thus abandoned Christian faith, he diligently studied linguistics at Leipzig University. The reason he undertook this tedious study of linguistics stemmed from a desire to control his impulse to rush off into music or poetry at the slightest provocation. He possessed such strong self-control. However, in his fourth year, he became eligible for military service and entered a field artillery regiment. During his service, he unfortunately fell from his horse and injured his chest, but soon recovered. Afterwards, while engrossed in research to obtain his degree, a philological treatise he had drafted during his student days caught the attention of the University of Basel. He was invited by the university to become a professor there and consequently received his doctorate without examination, at the age of 25.

During this period, he came to know the famous pessimistic philosopher Schopenhauer and the musician Wagner, and the influence he received from these two men was indeed extraordinary. While receiving the respect of the world as a faithful university professor, he also passionately researched Greek civilization, publishing his first book, *The Birth of Tragedy*, at the age of 29. When the Franco-Prussian War broke out in 1870, he went to the front as an enlisted medical orderly. He contracted an illness in the army and returned home, and with this illness, he gambled his final destiny; the illness was severe neurasthenia caused by incorrect medication administered for a certain condition during his military service. Illness! That illness and Nietzsche were inseparable. Because of that illness, he became a pitiable figure unable not to express gratitude for a single night's peaceful sleep or the digestion of a single spoonful of food. However, his will was not挫折 (frustrated) in the slightest by the illness; rather, as a reaction to the illness, it became even stronger and more resolute. In a way, the philosophy of will he advocated, that is, the philosophy of battle, could be said to have been conceived (胚孕) during his tenacious struggle against that demonic illness. The suffering from the illness informed him in many ways about the true face of life. Life, desolate and empty, whose final accounting yields only pain—thus, there were times of pessimism when he loathed the world and cursed life, but being ever strong-willed, he did not yield to this. Instead, due to that suffering, he cultivated great, tempered boldness. He said thus: "I do not know whether suffering makes us better or not, but I know that it at least makes us more profound." Or he also said this: "The demon of illness is, conversely, life's most powerful stimulus. <35> Because I lay long in my sickbed, I saw the brilliance of that life and discovered anew the autumn waves of rebirth... From this will to health, this will to life, I created my philosophy. That is, facing the weakest period of my life, I escaped from being a pessimist, and with my instinct for the recovery of life, I decisively cut off the philosophy of poverty and despair."

As his illness worsened, he once resigned his position and traveled extensively in Switzerland, Italy, and elsewhere. He returned to his post in 1877 but resigned permanently from the university two years later, becoming a man of leisure, dedicating himself entirely to research and contemplation. He battled illness and solitude while establishing his astonishing philosophy. In 1878, exactly one year before leaving his professorship, he published *Human, All Too Human*, followed by *Daybreak* in 1881. For about three years afterwards, his illness was so severe that violent attacks continued for up to 180 days, but from 1882, as soon as he felt slightly better, he immediately resumed writing, publishing *The Gay Science* that year, *Beyond Good and Evil* in 1886, and *On the Genealogy of Morality* in 1887. In 1888, his health became even more precarious, but conversely, he then published the great work *The Will to Power*, which systematically described his philosophy, and still in the same year, published *The Case of Wagner*, *Twilight of the Idols*, *The Antichrist*, *Nietzsche contra Wagner*, *Ecce Homo* (Self-Portrait), *Look at This Man*, etc. Thus, 1888, the year of his greatest harvest, was the year that announced the end of his spiritual life. From January of the following year, his mind gradually showed abnormalities, and he eventually became insane. People might say this about his end: that if he had paid more attention to his health and conserved his mental energy, he might have added several years to his life. However, thinking again, what is the purpose of seeking longevity? Is it not merely a few desires: to do a little more of what one has to do, to feel a little more of what one has to feel? But our Master Nietzsche, although only for the short period of one final year, had already accomplished much of what he had to do and felt most of what he had to feel. Even if he could not add several years of complete life, what regrets could there be? Ah! Those who come into the world earlier will depart the world that much earlier; those who do more work than others and feel more intensely will leave the world that much sooner. Although there may be differences in the length of time, what difference could there truly be in the quality of what one has enjoyed in the world? Humans should not strive solely for the vertical maintenance of time; if the value is the same, they should aim for a horizontal <36> life of quality. What more can be said to the common crowd who are solely preoccupied with maintaining time, only fearing illness (唯病是恐) and dreading death (有死是懼)? Living by one's own will, intoxicated by one's own creation, struggling with illness—no, sacrificing oneself to illness without yielding an inch—our Master Nietzsche's story is truly a magnificent feat for the ages, and furthermore, it is the point that makes the Master the Master. Although the record above may be disorganized and incomplete, I trust it is sufficient to grasp the outline of the Master's life and character, and I will introduce the Master's works and thought in the next issue. <37>

**Summary**

This 1920 article by Soch'un introduces the German philosopher Friedrich Nietzsche to a Korean audience. It details Nietzsche's life, from his devout childhood and intellectual brilliance to his break with Christianity, his academic career cut short by severe illness, and his subsequent period of intense philosophical writing while battling constant suffering. The author emphasizes Nietzsche's strong will, his embrace of struggle ("battle"), his rejection of mediocrity, and his dedication to truth over comfort, portraying his eventual madness not as a tragedy but as the culmination of a life lived intensely and qualitatively rather than merely seeking longevity. From the perspective of Korean colonial history, the introduction of Nietzsche—framed here as the "Vanguard of the Philosophy of the Omnipotence of Power (力萬能主義)"—is significant. Published shortly after the 1919 March 1st Movement in the nationalist magazine *Kaebyŏk*, the article's focus on overcoming suffering through sheer will, embracing struggle, creating one's own values ("Truth"), and achieving a "victory" through "battle" could have strongly resonated with Korean intellectuals seeking philosophical frameworks for national self-strengthening, resistance against oppression, and the forging of a new destiny under colonial rule. The admiration for Nietzsche's relentless spirit despite debilitating illness offered a model of perseverance against seemingly insurmountable odds.

**Named Entities**

푸리드리히, 니체	프리드리히 니체	Friedrich Nietzsche
獨逸	독일	Germany
索遜州	작센주	Saxony
네켄트	뢰켄	Röcken (likely, original text has 네켄트)
나폴레옹	나폴레옹	Napoleon
본大學	본대학	Bonn University
라이푸취大學	라이프치히대학	Leipzig University
쏘-펜호엘	쇼펜하우어	Schopenhauer
와크나	바그너	Wagner
바젤大學	바젤대학	Basel University
普佛戰爭	보불전쟁	Franco-Prussian War
瑞西	서서	Switzerland (archaic name for Switzerland)
伊太利	이태리	Italy

**Glossary**

力萬能主義	역만능주의	Philosophy of the Omnipotence of Power (Author's term for Nietzsche's philosophy)
先生	선생	Mr.; Master; Teacher
紹介함	소개함	Introducing (Older verb ending -ㅁ)
汝	여	You (Archaic pronoun)
友	우	Friend
敵	적	Enemy
思想	사상	Thought; Idea
戰鬪	전투	Battle; Combat; Struggle
準備	준비	Preparation
勸하다	권하다	To recommend; To advise
事業	사업	Work; Undertaking; Enterprise
勝利	승리	Victory
可憎	가증	Hateful; Detestable
可畏할	가외할	Formidable; Dreadful
輕蔑할	경멸할	Contemptible
依하야	의하여	Through; By means of (Older form of 의하여)
喜悅	희열	Joy; Delight
成功	성공	Success
即	즉	Namely; That is
一生	일생	Lifetime; One's whole life
性格	성격	Character; Personality
獨逸	독일	Germany
呱呱	고고	Cry of a newborn baby
發하얏다	발하였다	Emitted; Let out (Older past tense form)
新敎	신교	Protestantism
牧師	목사	Pastor; Minister
溫和한	온화한	Gentle; Mild
當時	당시	At that time
獨皇	독황	German Emperor (Kaiser)
忠僕	충복	Loyal servant
非常히	비상히	Exceedingly; Extremely
此를	차를	This (Archaic object marker usage)
喜하야	희하여	Being pleased (Older form of 기뻐하여)
其子	기자	His son
命名한	명명한	Named
娟美한	연미한	Beautiful; Graceful
野蠻人	야만인	Barbarian
綽號	작호	Nickname
得하기까지	득하기까지	To the point of obtaining/getting
快濶强壯한	쾌활강장한	Cheerful and strong/robust
女性	여성	Woman; Female
性質	성질	Disposition; Temperament
寧히	영히	Rather; Preferably (Older form)
近하야	근하여	Being close to (Older form of 가까워)
無言하며	무언하며	Being taciturn; Being speechless
身體	신체	Body
자못	자못	Quite; Considerably
强質이엇다	강질이었다	Was of strong constitution (Older form)
失하고	실하고	Losing (Older form of 잃고)
繼하야	계하여	Following; Subsequently (Older form of 이어서)
愛弟	애제	Beloved younger brother
오즉	오직	Only; Solely
一人	일인	One person
愛妹	애매	Beloved younger sister
더불어	더불어	Together with
居諸를 送過하엿다	거처를 송과하였다	Spent his living days (Archaic phrasing)
聰明하야	총명하여	Being intelligent
讀하고	독하고	Reading (Older form of 읽고)
且作할 줄을 知하얏스며	차작할 줄을 지하였으며	And knew how to compose (Archaic vocabulary 知하다 for 알다 and 作하다 for 글을 짓다)
信心	신심	Faith; Piety
極篤하야	극독하여	Being extremely devout
幼時	유시	Childhood
希望하얏다	희망하였다	Hoped (Older past tense form)
甚히	심히	Intensely; Greatly
情熱的	정열적	Passionate
克己心	극기심	Self-control; Self-discipline
强하야	강하여	Being strong
或時는	혹시는	Sometimes
偉人	위인	Great person
行하던	행하던	Performed; Practiced
忍苦	인고	Endurance; Perseverance
行爲	행위	Act; Deed
試行한다 하야	시행한다 하여	Saying he would try/practice
火로써	화로써	With fire
其手	기수	His hand
燒한 事도 有하얏스며	소한 사도 유하였으며	There was also an incident where he burned (Archaic form 有하다 for 있다)
同時에	동시에	At the same time
自省	자성	Self-reflection
念	념	Thought; Sense
亦	역	Also
少하나마	소하나마	Even if only a little
自己	자기	Oneself
過誤	과오	Error; Mistake
有하거나	유하거나	There is/are (Older form)
善惡	선악	Good and evil
判斷	판단	Judgment
困難한	곤란한	Difficult
時는	시는	When (Connective particle)
每樣	매양	Always; Every time
隱室	은실	Hidden room
身을 臟하고	신을 장하고	Hiding oneself (Archaic 臟하다 for 감추다)
反責하얏다	반책하였다	Reproached oneself (Older past tense)
無言恬淡	무언염담	Taciturn and serene/calm
孤獨	고독	Solitude; Loneliness
愛하여	애하여	Loving (Older form)
時로	시로	Sometimes; Occasionally
活潑히	활발히	Vivaciously; Actively
嬉遊하는	희유하는	Playing cheerfully
群을 離하야	군을 이하여	Leaving the crowd (離하다 = 떠나다)
沈思에 耽함이	침사에 탐함이	Indulging in deep thought (耽하다 = 빠지다)
常態	상태	Normal state
後年	후년	Later years
哲學者	철학자	Philosopher
旣히	기히	Already (Older form of 이미)
示하얏다	시하였다	Showed; Displayed (Older past tense)
祖母	조모	Grandmother
有하얏는대	유하였는데	There was (Older form)
崇拜家	숭배가	Admirer; Worshipper
彼는	피는	He (Archaic pronoun)
那翁	나옹	That old man (Referring to Napoleon)
傳記	전기	Biography
熱心히	열심히	Enthusiastically
傳授하얏다	전수하였다	Transmitted; Taught (Older past tense)
傲慢한	오만한	Arrogant
貴族性格	귀족성격	Aristocratic nature/character
現著하야	현저하여	Being conspicuous; Being evident
往往	왕왕	Often; Sometimes
向하야	향하여	Towards
吾人	오인	We; Us (Archaic pronoun)
自體	자체	Oneself; Itself
主人	주인	Master
進하야	진하여	Advancing (Older form of 나아가)
全世界	전세계	Entire world
不可하다	불가하다	Must; Have to (Lit. not possible not to)
滋味스럽게	자미스럽게	Tastily; With relish
氣焰을 吐하얏다	기염을 토하였다	Spewed fiery spirit (Expressed ambitious words)
音樂狂	음악광	Music fanatic
實로	실로	Truly; Indeed
天才	천재	Genius
詩	시	Poetry
嗜好하야	기호하여	Enjoying; Having a taste for
吟味하고	음미하고	Savoring; Appreciating
쓰기로	쓰기로	Writing (as)
唯一의	유일의	Sole; Only
趣味	취미	Hobby; Interest
삼앗다	삼았다	Made it (Older past tense of 삼다)
年齡	연령	Age
至하자	지하자	Upon reaching
感情的	감정적	Emotional
耽溺하야	탐닉하여	Being immersed in; Being addicted to
今日까지	금일까지	Until today
學하던	학하던	Studied; Learned
百科의 學	백과의 학	Encyclopedic studies
全廢하고	전폐하고	Completely abandoning
全혀	전혀	Entirely; Completely (Older spelling of 전혀)
音樂者	음악자	Musician
되고저	되고저	Wanting to become (Older form of 되고자)
依然히	연전히	Still; As before
謹嚴한	근엄한	Stern; Strict
學生	학생	Student
烟草	연초	Tobacco (Archaic term)
不吸하며	불흡하며	Not smoking
獨逸人	독일인	German person
有名히	유명히	Famously
麥酒	맥주	Beer
不飮하고	불음하고	Not drinking
唯二三의	유이삼의	Only two or three
友人	우인	Friend
冥想的으로	명상적으로	Meditatively
日月을 經過하얏다	일월을 경과하였다	Passed the days and months
靑年期	청년기	Youth period; Adolescence
何人에게나	하인에게나	To anyone; To everybody
起하는	기하는	Arising; Occurring
動搖	동요	Fluctuation; Wavering; Agitation
始하얏다	시하였다	Began (Older past tense)
職業	직업	Profession; Occupation
選擇	선택	Choice; Selection
信仰	신앙	Faith; Belief
對한	대한	Regarding; Concerning
懷疑	회의	Doubt; Skepticism
等	등	Etc.; And so on
幾多	기다	Numerous; Many
問題	문제	Problem; Issue
얼마콤	얼마큼	To some extent; Considerably (Older spelling)
頭痛	두통	Headache
催하얏다	최하였다	Induced; Caused (Older past tense)
於是乎	어시호	Consequently; Thereupon (Literary Chinese expression)
斷然히	단연히	Resolutely; Decisively
出하야	출하여	Leaving (Older form of 나와서)
移하얏다	이하였다	Transferred (Older past tense)
業	업	Profession; Work
繼하야	계하여	Following; Succeeding
되려하얏스나	되려하였으나	Intended to become, but (Older form)
漸次	점차	Gradually
海로	해로	Into the sea
流하야	유하여	Flowing (Older form)
새로히	새로이	Newly
느끼는	느끼는	Feeling
도저	도저히	Absolutely; Utterly (Older spelling)
此를 不許하얏다	차를 불허하였다	Did not permit this (Archaic)
玆에	자에	Here; At this point (Literary)
當時	당시	At that time
感想文	감상문	Written reflections; Impressions
一節	일절	An excerpt; A passage
記하면	기하면	If recorded; Writing down
基督敎	기독교	Christianity
全部	전부	Entirety; All
假說	가설	Hypothesis
上에	상에	Upon; On
立한 것 뿐이다	입한 것 뿐이다	Is merely based/stood upon
存在	존재	Existence
靈魂不滅	영혼불멸	Immortality of the soul
聖書	성서	Bible; Holy scripture
權威	권위	Authority
啓示	계시	Revelation
其他가	기타가	Others; The rest
全혀	전혀	Entirely; Completely
疑問이다	의문이다	Is questionable; Is doubtful
否定코저 한다	부정코자 한다	Intend to deny
破壞	파괴	Destruction
容易하나	용이하나	Is easy, but
자리	자리	Place; Spot
建設함	건설함	Building; Establishing
안이	아니	Not (Older form)
生覺한	생각한	Thought; Considered
가티	같이	Like; As (Older spelling)
容易치 못하고나	용이치 못하구나	Is not easy! (Expression of realization)
內部意識	내부의식	Inner consciousness
幼時의	유시의	Of childhood
여러 가지	여러 가지	Various
印象	인상	Impression
父母	부모	Parents
敎師	교사	Teacher
이어준	이어준	Passed down; Connected
影響	영향	Influence
由하야	유하여	Due to; Because of (Older form)
旣히	기히	Already
癖이 成한 바	벽이 성한 바	Habits having been formed
