잡지명	개벽 제1호
발행일	1920년 06월 25일
기사제목	世界를 알라 (Know the World)
기사형태	논설 (Editorial)

Know the World (世界를 알라)
One
Man is neither an Angel nor a Beast, but merely a man. He is only an animal possessing this much evolved physique, this much evolved knowledge, and this much evolved morality. Accordingly, the World is neither Paradise nor Hell, but merely the World. It is merely a stage where nations and nations, societies and societies, individuals and individuals, evolved to this extent, mutually connect and act. Man and the World were never things to be discussed separately. A World made of men, men made of the World – they were not two, but merely one. The value of the era representing the World and the symbol of culture representing man are merely signs of name and substance; therefore, man must surely know the World. Knowing the World is knowing man, and also knowing oneself. For man to know the World is for oneself to know one's own name.<3>
There is no need to discuss the past, but sitting here today, when transportation is this advanced, knowledge this advanced, and all culture and civilization this advanced, we must understand the World even more. Confucius once climbed Mount T'ai (泰山) and declared the world small; this was because he possessed the capacity to understand the world. Today, all people must possess the ideal to declare the world small. One must have the ambition of such a far-reaching ideal as to declare the world small, plan a trip to the Moon World (月世界), and seek communication with the Mars World (火星界).
How much culture does the World possess, and how much development, improvement, and evolution does it possess? Accordingly, what kind of relationship, interest, and value exist between the World and one nation, the World and our people, the World and I? There must be the intellectual power to understand this and the reason to critique it.
Just as one must know the hygiene of the entire body to treat the disease of one part, and just as achieving the harmony of each part is necessary to perfect the hygiene of the entire body, the relationship between the World and one nation, the World and one race, and the World and one individual is also like this.
The World is no longer the world of the era of isolation. Nor is it last year's world, nor yesterday's world. It is merely the world that has become just this much, called today; merely the world that has become just this much, called this moment (刹那). The breadth of the World gradually shrinks its scope. The eastern end and the western end draw closer day by day, and the southern end and the northern end narrow month by month. The Fusang (扶桑) and Joakmok (若木) trees come to intertwine their branches, and the Big Dipper (北斗) and <4> the South Pole (南極) come to connect their tails.
As the scope of the World shrinks, the distance between the entire World and our part has also become extremely close. The fluctuations of the whole directly become the reality of the part, and the fluctuations of the part consequently influence the whole. The activities of the World and ours can no longer be seen as a fire on the other shore (彼岸의 火).
We are no longer the people of a Hermit Kingdom (處士國). Nor are we the us of last year, nor the us of yesterday. We are merely the us of today, called today. We are the us who savor today and carry today on our backs. We are the us who carry today's society, today's World, on our backs.
As the scope of the World narrows, our activities increase, and as the map of the World shrinks, our steps broaden—this is today. We and the World are becoming close neighbors, becoming one family. From now on, we must know the World and possess worldly knowledge.

Two
Will the World improve or degenerate from now on? Will fortune come or disaster strike? This is not yet something our intellect can determine. No, we still lack the real power to control this. If fortune comes, we laugh and merely accept it; if disaster comes, we calmly merely understand it. Thus, as things happen, we merely make our efforts more substantial and merely make our spirit sounder.<5>
We have heard it. The sound of reconstruction, reconstruction (改造改造) striking our eardrums day after day—that sound is very intriguing, meaningful, and thus powerful and spirited. Where this sound goes, it seems our happiness pours down right before our eyes.
Reconstruction, reconstruction—what does it mean? It means that this machine called the World, this activity, must be dismantled and fixed. We are in the midst of striving to repair the machine of the past, with its various contradictions, various irrationalities, unfairness, lack of thoroughness, and inappropriateness, to achieve smooth operation.
Our past, viewed through the appeal of reason, has existed amidst great peculiarity. The behavior of the superior towards the inferior, the behavior of the rich towards the poor, the behavior of the wise towards the foolish, indeed, the behavior of the strong towards the weak, the behavior of the material towards the spiritual—all were unfair, all were non-ideal. There were measures (措處) for the superior, but no interpretation (解釋) for the inferior; there was treatment (待遇) for the rich, but no system (制度) for the poor; there was a stage for the wise and strong, but no paradise for the foolish and weak. This was the pathological state (病的狀態) of past society, the inhuman (非人道) and unjust (不正義) experiment of the past world.

Three
However, the Great War (大戰) of the past five years was, in any case, a great lesson (敎訓) for us. All humankind, based on this lesson, has begun to rise up vigorously. They have awakened from old dreams and regained a new spirit. Thus, <6> they have set about repairing the pathological machine of the past. Some have already repaired it, some are in the process of improving it, and some are still in the planning stage.
The World today exists amidst such unsettledness (浮散). It is a today in transition (過渡). It is on the path of reconstruction, in the midst of advancing step by step. Seeing this, we call it the dawn (黎明), the first light (曙光), the creation (開闢).
Speaking abstractly, it is the emergence of justice and humanity (正義人道), the goal of equality and freedom (平等自由). Speaking concretely, it is the principle of coexistence of the strong and the weak (强弱共存主義), the principle of mutual preservation of the sick and the healthy (病健相保主義).
Though the weak exist beside the strong, both seek the harmony (調和) of rights (權利). Though the poor exist beside the rich, both seek the balance (平均) of the economy (經濟). Though the inferior exist beside the superior, both seek the equilibrium (權衡) of value (價値). The era is coming when the lamb (小羊) can play where the lion (獅子) plays, and the small sparrow (小雀) can spread its wings where the fierce eagle (猛鷲) flies.

Four
Considering that if one is human, all should be standardized as one, and ranks should not be set above or below one—is this not originally the supreme maxim (無上의 格言) derived from eternal experience (永遠의 經驗) by law (法律), which aims for the happiness of the greatest majority (最大多數)? Before the law, the weak and the sick are recognized with a unique value, and even the strong and the superior are not recognized (認定) as having rights <7> exceeding one. That this truth should be considered not just for use between individuals, but as a common (共通) principle (原則) for nations and nations, peoples and peoples throughout the world—this seems to be the new awakening (新覺性) of all humankind today.
Think. If the weak and the sick provide more harm (損害) than benefit (利益) to society, it might seem necessary for society to devise a way to lead such harmful and useless (有害無益) beings to perish (滅亡) rather than allowing them to continue (存續). But the reality is decidedly not so. Why? Because, after all (畢竟), calling someone strong or weak is merely a comparative (比較的) term (名辭), is it not? For example (假令), suppose there is B (乙) who considers himself strong and A (甲) weak. Then, if C (丙) is stronger than B, B cannot avoid becoming weak relative to C. If there is D (丁) who is stronger than C, then C cannot avoid becoming weak before D. Thus, the world consists of such strong, weak, superior, and inferior beings managing a life of mutual cooperation (互相協同). That is, because society mutually trusts (信賴) and mutually assists (保助) through countless relationships, the strong also owe something (負할바) to the weak, and the superior also rely on (賴할바) the inferior.
From this point, viewing all humanity in the world as a single moral system (道義體系) is extremely necessary for the happiness (幸福) of nations, societies, and individuals. No, it is a principle of nature (自然), natural (天然) public justice (公道). Is this not what should be called the fundamental axiom (根本的 公準) for humanity managing social life? If the world abandons <8> this fundamental axiom and treats each individual and each people with different attitudes of respect (尊敬), the life (生命) and happiness of each people will constantly fall into a state of peril (危殆의 境). Why (何故)? Because the hierarchy of value (價値) is almost infinite (無限), with no limit above the high and no limit below the low. If B abuses (虐待) A because B has more value than A, B must inevitably realize (覺悟) that there will come a day when B, in natural retribution (當然의 報酬), will be abused by C. Therefore, humanity must, as far as possible, regard all of humanity as a single moral system, abolish (撤廢) discrimination, remove (除去) inequality, and just as we imagine (想像) that before the law, all are merely one, with none above or below one, so too, if we assume (假定) that before humanity and justice, each people and each nation are merely one, with none above or below one, then the world might hopefully (庶幾) reach that state.
The process (過程) of the world's progress (進步) will necessarily (必然) arrive (到着) at this point and be based (立脚) on it before long. The goal of reconstruction is, ultimately (究竟), heading towards this model (見樣).

Five
The leader (領首) of the British Labour Party (勞働黨), Mr. Arthur Henderson (아―서, 핸드서), once said: "The people of the world had their own ideals (理想) regarding peace (平和), and before that peace was completed (完成), they only paid attention to the immediate difficulties (困難). Therefore, if the government's peace did not accord (符合) with their ideals, they disregarded (勿關) any obstacles (障礙物) whatsoever to the establishment of that peace. The people do not express sympathy (同情) for the interests or ambitions of greedy nations, but with courage (勇氣), patience (忍耐), <9> and determination (決心), they willingly accept (甘受) the oppressive (壓制) and painful (苦痛) war, not only to overthrow (打破) German (獨逸) tyranny (暴政) and world unificationism (世界統一主義), but also strongly hope (愈望) that through world reconstruction, all people under heaven may enjoy together (同樂) freedom, equality (自由平等), and safe (安全) politics (政治). They recognized (認) that without a safe world, there can be no safe nation, and perceived (覺知) that the peace and comfort of one nation are linked (連鎖) with world tranquility (平穩) and goodwill (好意). The influence (影響) of the Great War was felt (感受) by the entire globe (地球), and there were no national boundaries (境界) in sharing the pain and sacrifice (犧牲) of the world's final decisive battle (終末的 大決戰). Truly, all humanity of the entire world received the crucifixion (十字架刑). Ruptured (破裂) and exiled (流刑) humanity is now crying out (絶呌) for a fundamental (根本的) and rapid (急速) solution (解決) to the cause (原因) of the great misfortune (厄運). Such a solution aims to remove old pains, prevent (防禦) new injustices, and establish (樹立) the foundation (基礎) to maintain (維持) world peace based on the principle of self-determination (民族自決) and freedom for nations, regardless of size (大小)."
Indeed (果然). From now on (今後), without a truly safe world, there will be no safe nation, no safe people. That is (即), the relationship between one nation, one people, and the entire world will become like the relationship between one part of the body and the whole; even a small part will generate the same relationship through the same blood (血液) and the same nourishment (滋養). From this point, it goes without saying (勿論) that no people, no nation in the world can oppose (對抗) the common justice of the world with their own monopolistic (獨專) ambition and beastly desire (獸慾). Will not what is called adapting (順應) to the world situation (世界大勢) and complying (迎合) with world trends of thought (世界思潮) become thoroughly (徹底) manifest from today onwards? <10>
If such safe happiness is first realized (實現) only after a safe world exists, the world will necessarily (必然) converge (歸着) under a single moral system (道義體系), and accordingly, the peace and well-being (安寧 幸福) of each people lies in each practicing (實踐) and embodying (體現) this moral system.
Thus, if we (吾人) are to embody (體現) individually (各自) this moral system that each of us bears (負擔), we absolutely cannot (到底 不能) achieve it without experiencing corresponding (相當) effort (努力) and pain (苦痛) in the meantime (這間). No matter how much the future (將來) of the world receives one system (系統) of happiness under one system of morality, that so-called happiness will surely not fall from the heavens like the peaches of the Queen Mother of the West (王母桃); we must realize it is merely a resource (資) obtained by personally picking (摘取) the abundant (纍纍) fruits of knowledge on earth. No, we must not forget that it is not even on the earth, but is an inexhaustible treasury (無盡藏의 寶庫) latent (伏在) directly within ourselves. We must not forget that anyone who digs (掘) beneath their own feet (脚下) will find a sweet spring (甘泉) gushing forth (湧出). This is the point requiring our effort, the point requiring our perseverance (根氣). Seeking bedside (枕上) fortune by abandoning one's own effort and perseverance and relying on the effort and activity of others can surely not be called the principle of modern happiness-ism.
The Belgian (白耳義) writer Maeterlinck (메―델린꾸) once discussed life, saying: "We hope (希望) rather to weep (泣) in the infinite (無限) world than to rejoice in the finite (有限) world." Is this not truly expressing the keen (痛切) desire (慾求) of progressive humanity? Truly, as humanity's thought progresses, desire becomes vast (廣大), and as desire <11> becomes vast, the degree (程度) of sorrow (悲哀) and anguish (煩悶) increases (增加). For those like the South Sea Islanders (南洋人), satisfying their sexual desire (性慾) and appetite (食慾) constituted their entire life. It is said they paid no attention (注意) even to the sun and moon (日月) gracing (光臨) their heads. Therefore, among inferior (劣等) peoples, there is dissatisfaction (不滿) but no anguish, pain but no sorrow. However, among evolved humanity, due to the strong (强烈) desire for the world and the universe (宇宙), anguish and sorrow arise together (幷起). It is in conquering (征服) this anguish and sorrow and breaking through (打開) the infinite and boundless (無窮無極) realm of chaos (混沌界) that the authority (權威) of humanity as humanity first appears.
Consider: Are not the so-called labor problem (勞働問題), women's question (婦人問題), racial problem (人種問題), and social problem (社會問題) that demand our effort throughout the world today all sacred (神聖) and powerful (偉力) expressions (表示) of humanity's desire to fundamentally liberate (解放) all humankind's anguish and sorrow? If we are to weep together, cry out together with the world's anguish and sorrow, and seek one liberation, must we not first of all require our own effort and our own perseverance? The five-colored painting may be fine, but what need does a blind person have for it? The five-toned melody may be fine, but what benefit is it to a deaf person? Knowing the taste after eating a delicacy is because one's own stomach is sound; feeling the pleasure after exercising is because one's own body is healthy, is it not? <12>
The world's five-colored patterns (五色의 彩圖) grow more brilliant day by day, and the five-toned melodies (五音의 律) become more harmonious. However, if we wish to see them, hear them, and thus adorn ourselves with their colors and melodies, we must first cultivate our own intelligence (聰明).

Six
The French (佛國) naturalist Mr. Zola (쬬―라) said, "Our task (任務) lies in searching for (探求) the causes of social evil (社會의 罪惡)." If we were to borrow his words and ask about our task today, our task is truly to search for the causes of our sins (罪惡), reform (改革) them, repair (修繕) them, and move our steps forward together with the evolution of the world. Why are we still wandering in darkness (暗黑) and drifting (浮沉) in raging turmoil (狂瀾)? There is no need to blame others for this; it is likely because we lack the courage (勇力) to eradicate (拔除) our own sins ourselves, and lack the intelligence (聰明) to scrutinize (鑑視) our own actions ourselves. And the reason (所以) we fail to cultivate that courage and intelligence is likely because, like Bacon's (뼈-곤) Idol of the Cave (巖窟偶像), we are constantly broken by our own subjective (主觀), narrow (狹窄) conventions (因襲), appearing and disappearing (出沒) in barbaric (野味) habits (習慣), while failing to see the world broadly.
Open your eyes wide. Open your ears wide. And see the World. Hear the World. Knowing the World is knowing one's own sins, knowing one's own future (將來), aiding one's own intelligence, and opening up (開闢) everything about oneself.<13>
<3-13>

**Summary**

This editorial from the first issue of *Kaebyŏk* magazine in 1920 argues passionately for Koreans to develop a global consciousness ("Know the World"). It posits that humanity and the world are interconnected, and understanding the rapidly changing, shrinking world—marked by advancements in transport and communication, and the lessons of the Great War—is essential for self-knowledge and progress. The author calls for embracing the post-war spirit of "reconstruction" (改造), characterized by ideals of justice, humanity, equality, freedom, and the coexistence of strong and weak. True happiness and progress, however, cannot be passively received but must be actively sought through individual effort, perseverance, and overcoming internal "idols" (subjective biases and harmful customs) to achieve self-reform and contribute to the dawning new era (開闢).

Historically, this article is significant as it reflects the intellectual ferment in Korea following World War I and the March 1st Movement (1919). It captures the hopeful, albeit cautious, atmosphere surrounding Wilsonian ideals of self-determination and global reform, applying them directly to the Korean situation under colonial rule. The emphasis on self-awakening, understanding global trends (大勢), and the need for internal reform and effort (努力, 根氣) alongside global awareness highlights a key theme in Korean nationalist thought of the period: linking national liberation and progress to both international developments and domestic self-strengthening. The critique of past inequalities (strong vs. weak, rich vs. poor) resonates strongly with the social and political conditions of colonized Korea.

**Named Entities**

泰山	태산	T'aesan
月世界	월세계	Moon World
火星界	화성계	Mars World
扶桑	부상	Fusang
若木	약목	Joakmok (Mythical tree)
北斗	북두	Big Dipper
南極	남극	South Pole
英國	영국	England
勞働黨	노동당	Labour Party
아―서, 핸드서	아서 핸더슨	Arthur Henderson
獨逸	독일	Germany
白耳義	백이의	Belgium
메―델린꾸	메테를링크	Maeterlinck
南洋人	남양인	South Sea Islanders
佛國	불국	France
쬬―라	졸라	Zola
뼈-곤	베이컨	Bacon

**Glossary**

世界	세계	World
進化	진화	Evolution
道德	도덕	Morality (Older spelling: 도덕)
互相	호상	Mutually
聯結	연결	Connection
理解	이해	Understanding
理想	이상	Ideal
抱負	포부	Ambition
關係	관계	Relationship
治療	치료	Treatment
衛生	위생	Hygiene
封鎖時代	봉쇄시대	Era of Isolation
範圍	범위	Scope/Range (Older form of 범위)
接近	접근	Approach/Proximity
波動	파동	Wave/Fluctuation
影響	영향	Influence
彼岸의 火	피안의 화	Fire on the other shore (idiom: someone else's problem)
處士國	처사국	Hermit Kingdom (Referring to pre-modern Korea)
吟味	음미	Savor/Reflect upon
向上	향상	Improvement/Advancement
退化	퇴화	Degeneration/Regression
改造	개조	Reconstruction/Remodeling
矛盾	모순	Contradiction
不合理	불합리	Irrationality/Unreasonableness
不公平	불공평	Unfairness
不徹底	불철저	Lack of thoroughness
修繕	수선	Repair/Mending
敎訓	교훈	Lesson
浮散	부산	Scattered/Unsettled
過渡	과도	Transition
道程	도정	Process/Journey
黎明	여명	Dawn
曙光	서광	First light
開闢	개벽	Creation/New Era (Name of the magazine)
正義人道	정의인도	Justice and Humanity
平等自由	평등자유	Equality and Freedom
强弱共存主義	강약공존주의	Principle of Coexistence of Strong and Weak
權利	권리	Right
調和	조화	Harmony
經濟	경제	Economy
平均	평균	Average/Balance
價値	가치	Value (Older form of 가치)
權衡	권형	Balance/Equilibrium
標準	표준	Standard
最大多數	최대다수	Greatest majority
法律	법률	Law
經驗	경험	Experience
原則	원칙	Principle
思惟	사유	Thought/Thinking
新覺性	신각성	New Awakening
畢竟	필경	After all/Ultimately
比較的	비교적	Comparatively
互相協同	호상협동	Mutual cooperation
信賴	신뢰	Trust
保助	보조	Assistance/Support
道義體系	도의체계	Moral system
公準	공준	Axiom/Standard
尊敬	존경	Respect
危殆	위태	Danger/Peril
虐待	학대	Abuse/Mistreatment
覺悟	각오	Resolution/Realization
撤廢	철폐	Abolition
除去	제거	Removal/Elimination
庶幾	서기	Hopefully/It is hoped (Archaic literary expression)
過程	과정	Process
必然	필연	Necessity/Inevitability
立脚	입각	Based on
究竟	구경	Ultimately/In the end
領首	영수	Leader (Older term for 지도자)
平和	평화	Peace
理想	이상	Ideal
困難	곤란	Difficulty
符合	부합	Accordance/Agreement
障礙物	장애물	Obstacle
同情	동정	Sympathy
勇氣	용기	Courage
忍耐	인내	Patience/Endurance
決心	결심	Determination
壓制	압제	Oppression
苦痛	고통	Pain/Suffering
甘受	감수	Accept willingly
暴政	폭정	Tyranny
打破	타파	Overthrow/Break down
安全	안전	Safety/Security
政治	정치	Politics
愈望	유망	Hope strongly (Archaic)
平穩	평온	Peace/Tranquility
好意	호의	Goodwill
連鎖	연쇄	Chain/Link
覺知	각지	Perceive/Realize
影響	영향	Influence
地球	지구	Earth
犧牲	희생	Sacrifice
境界	경계	Boundary
十字架刑	십자가형	Crucifixion
厄運	액운	Misfortune/Bad luck
原因	원인	Cause
根本的	근본적	Fundamental
急速	급속	Rapid
解決	해결	Solution/Resolution
絶呌	절규	Scream/Cry out (Older spelling: 절규)
防禦	방어	Defense
民族自決	민족자결	National self-determination
維持	유지	Maintenance/Preservation
基礎	기초	Foundation
樹立	수립	Establishment
果然	과연	Indeed/As expected
今後	금후	Hereafter/From now on
血液	혈액	Blood
滋養	자양	Nourishment
獨專	독전	Monopolistic/Arbitrary
獸慾	수욕	Beastly desire
對抗	대항	Opposition/Resistance
大勢	대세	General trend/Situation
順應	순응	Adaptation/Conformity
思潮	사조	Trend of thought
迎合	영합	Catering to/Compliance
徹底	철저	Thoroughness
實現	실현	Realization/Fulfillment
歸着	귀착	Arrive at/Result in
安寧	안녕	Peace/Well-being
實踐	실천	Practice/Implementation
體現	체현	Embodiment/Realization
吾人	오인	We/Us (Literary/archaic)
各自	각자	Each person/Individually
負擔	부담	Burden/Responsibility
這間	저간	In the meantime/Meanwhile (Literary/archaic)
相當	상당	Suitable/Considerable
努力	노력	Effort
到底	도저	Absolutely/At all (Emphatic negative)
將來	장래	Future
根氣	근기	Perseverance/Stamina
有限	유한	Finite/Limited
無限	무한	Infinite
希望	희망	Hope
痛切	통절	Keen/Acute
慾求	욕구	Desire (Older spelling: 욕구)
廣大	광대	Vast/Extensive
悲哀	비애	Sorrow/Grief
煩悶	번민	Anguish/Worry
程度	정도	Degree/Level
增加	증가	Increase
宇宙	우주	Universe
强烈	강렬	Strong/Intense
征服	정복	Conquest/Subjugation
打開	타개	Break through/Overcome
權威	권위	Authority/Dignity
勞働問題	노동문제	Labor problem (Older spelling: 노동)
婦人問題	부인문제	Women's question
人種問題	인종문제	Racial problem
社會問題	사회문제	Social problem
解放	해방	Liberation/Release
神聖	신성	Sacred/Holy
偉力	위력	Great power
表示	표시	Indication/Expression
聰明	총명	Intelligence/Wisdom
任務	임무	Duty/Mission
罪惡	죄악	Sin/Vice
探求	탐구	Search/Inquiry
改革	개혁	Reform
暗黑	암흑	Darkness
狂瀾	광란	Raging waves/Turmoil
浮沉	부침	Rise and fall/Fluctuation
拔除	발제	Eradication/Removal
勇力	용력	Courage/Bravery
鑑視	감시	Scrutiny/Observation
所以	소이	Reason/Cause (Literary)
巖窟偶像	암굴우상	Idol of the Cave (Baconian philosophy term)
主觀	주관	Subjectivity
狹窄	협착	Narrow/Constricted
因襲	인습	Convention/Custom
習慣	습관	Habit


---------------------------


잡지명	개벽 제1호
발행일	1920년 06월 25일
기사제목	世界를 알라
기사형태	논설

世界를 알라
一
사람은 天使도 안이며 野獸도 안이오 오즉 사람일 뿐이로다. 이만치 進化된 體格, 이만치 進化한 知識 이만치 進化한 道德을 가진 動物일 뿐이로다. 딸아서 世界는 天堂도 안이며 地獄도 안이오, 오즉 世界일 뿐이로다. 이만치 進化한 國家와 國家, 이만치 進化한 社會와 社會 이만치 進化한 個人과 個人이 互相 聯結 活動하는 舞臺일 뿐이로다. 사람과 世界는 決코 논하볼 것이 안이엇다. 사람으로 된 世界, 世界로 된 사람 둘이 안이오 오즉 하나일 뿐이엇다. 世界를 代表한 時代의 價値와 사람을 代表한 文化의 象徵은 다만 名과 實의 符號일 뿐이니 사람은 반듯이 世界를 알어야 하리로다. 世界를 알미 곳 사람을 알미요 또한 自己를 알미엇다. 사람으로써 世界를 알미 自己로써 自己의 이름을 알미로다.＜3＞
過去는 論할 것이 업도다만은 今日과 가티 交通이 이마마하고 知識이 이마마하고 一切의 文物이 이마마한 오늘에 안자서는 더욱 世界를 理解하여야 하겟도다. 孔子는 일즉 泰山에 올라 天下를 적다 하엿나니 이것이 곳 天下를 理解하는 度量을 가졋슴으로써라. 오늘날 사람은 다가티 天下를 적다할 理想을 가져야 하리로다. 天下를 적다하고 月世界의 旅行을 計劃하며 火星界의 交通을 求할만한 遠大한 理想의 抱負가 잇서야만 하리로다.
世界가 얼마마한 文化를 가지고 잇스며 얼마마한 發展, 向上, 進化를 가지고 잇는가 딸아서 世界와 一國家, 世界와 우리民族, 世界와 나는 얼마마한 關係, 利害, 價値를 가지고 잇는가. 이를 理解하는 知力과 이를 批判할만한 理性이 잇서야 하겟도다.
一局部의 病을 治療하랴면 반듯이 全 身體의 衛生을 알어야하고, 全 身體의 衛生을 完全히 하랴면 반듯이 局部局部의 調和를 어듬이 必要함과 가티 世界와 一國家, 世界와 一種族, 世界와 一個人의 關係도 또한 이와 갓도다.
世界는 어느덧 封鎖時代의 世界가 안이엇다. 또한 去年의 世界도 안이며 昨日의 世界도 안이엇다. 다만 오늘이라 하는 요마만치 된 世界이며 다만 이 刹那라 하는 요마만치 된 世界엇다. 世界의 幅圓은 漸次 其 範圍가 줄어가도다. 東한 끗과 西한 끗이 날로 近하야 오고 南한 끗과 北한 끗이 달마다 좁야오도다. 扶桑若木이 서로 가지를 連하게 되고 北斗와＜4＞ 南極이 서로 꼬리를 接하게 되도다.
世界의 範圍가 줄어옴에 조차 世界 全體와 우리 局部의 距離도 甚히 接近케 되엇도다. 全體의 波動은 直接 局部의 事實化가 되고 局部의 波動은 딸아서 全體의 影響이 되어가나니 世界와 우리의 活動은 어느덧 彼岸의 火로 불 수 업도다.
우리는 어느덧 處士國의 人民이 안이엇다. 또한 去年의 우리도 안이며 昨日의 우리도 안이엇다. 다만 오늘이라 하는 今日의 우리엇다. 今日을 吟味하고 今日을 등에 진 우리엇다. 今日의 社會 今日의 世界를 등에 진 우리엇다.
世界의 範圍가 좁아옴에조차 우리의 活動은 느러가고 世界의 地圖가 縮小함에 딸아 우리의 거름은 넓어가는 今日이엇다. 우리와 世界는 자못 한이웃이 되어오고 한 家庭이 되어 오도다. 우리는 이로부터 世界를 알어야 하고 世界的 知識을 가져야 하리로다.

二
世界는 이로부터 向上이 되랴 退化가 되랴 福이 오랴 禍가 오랴 이는 아즉 우리의 知力으로 訴할바 못되도다. 안이 우리는 아즉 이를 左右할 實力이 업도다. 福이 오면 웃고 이를 바들 뿐이며 禍가 오면 泰然히 이를 理解할 뿐, 그리하야 되면 되어가는대로 우리의 努力을 더욱 充實히 할 뿐이며 우리의 精神을 더욱 健全히 할 뿐이엇다.＜5＞
우리는 들엇노라. 날마다 날마다 우리의 耳膜을 打動하는 改造改造의 聲-그 소리야 매우 興趣잇고 意味잇고 그리하야 힘잇고 精神잇도다. 이 소리 가는 곳에 우리의 幸福이 目前에 쏘다지는 듯 하도다.
改造改造 그 무엇을 意味함인가. 世界라 云하는 이 活動의 機械를 뜨더 고쳐야 하겟다 함이로다. 過去 여러 가지 矛盾이며 여러 가지 不合理 不公平 不徹底 不適當한 機械를 修繕하야 圓滿한 活動을 엇고저 努力하는 中이엇다.
우리의 過去는 理性의 訴求로는 심히 不思議의 中에 잇서 왓도다. 優對劣者行爲 富對貧者行爲, 智對愚者行爲, 乃至 强對弱者行爲, 物質對精神行爲, 모도가 不公平이엇고 모도가 不理想이어섯다. 優者의 措處는 잇섯스나 劣者의 解釋은 업섯스며 富者의 待遇는 잇섯스나 貧者의 制度는 업섯스며 智, 强者의 舞臺는 잇섯스나 愚, 弱者의 樂園은 업섯나니 이것이 過去 社會의 病的 狀態이엇스며 過去 世界의 非人道不正義한 實驗이엇도다.

三
抑 過去 五年의 大戰은 如何튼지 우리에게 큰 敎訓이엇도다. 온 人類는 이 敎訓에 依하야 우수수하고 일어나기를 始作하엿도다. 옛꿈을 깨고 새 精神을 차렷도다. 그리하야＜6＞ 過去 病的 機械를 修繕하기로 着手하엿도다. 이미 修繕한 者도 잇스며 改繕 中에 잇는 者도 잇고 아즉 考案 中에 잇는 者도 잇도다.
世界의 今日은 이러틋 浮散한 中에 잇도다. 過渡하면서 잇는 今日이엇다. 改造하는 道程에 잇스며 步一步向上進步하는 中에 잇나니 우리는 이것을 보고 黎明이라 하며 曙光이라 하며 開闢이라 하도다.
이를 抽象的으로 말하면 正義人道의 發現이오 平等 自由의 目標라 하겟고 具體的으로 말하면 强弱共存主義, , 病健相保主義라 하리로다.
强者의 겻헤 弱者가 잇지만은 둘이다 權利의 調和를 엇고저 富者의 겻헤 貧者가 잇지만은 둘이다 經濟의 平均을 엇고저 優者의 겻헤 劣者가 잇지만은 두리다 價値의 權衡을 엇고저 獅子의 노는  곳에 小羊도 놀고 猛鷲가 나는 곳에 小雀도 나래를 펼 時代가 돌아오도다.

四
생각컨대 人이면 다가티 一로만 標準하고, 一 以上 혹은 一 以下로 階級을 定치 안이한다 함은 元來-最大多數의 幸福을 目的하는 法律이 永遠의 經驗으로부터 得來한 無上의 格言이 안이랴. 法律의 前에는 弱者 病者도 唯一의 價値로 認하며 强者 優者도 一 以上의＜7＞ 權利가 有하다 認定치 안이하나니 이 眞理를 다만 個人과 個人間에 뿐 用할 자-안이오, 全世界의 國家와 國家, 民族과 民族의 共通한 原則으로 思惟케 됨이 今日 全 人類의 新覺性인 듯 하도다.
思하라. 萬一 弱者와 病者는 社會에 利益을 與함보다도 損害를 與하는 便이 多하다 하면 社會는 如斯히 有害無益한 者를 存續시키니보다도 寧히 此로 滅亡에 歸케 하는 方法을 講求함이 必要한 듯 하다만은 그러나 事實은 決코 不然하나니 何이뇨. 大抵 强이라 하며 弱이라 함은 畢竟컨대 比較的 名辭에 不過한 것이 안이냐. 假令 玆에 乙이 有하야 自己는 强者요, 甲은 弱者라 하고보자. 그리고 보면 丙은 乙보다도 更히 强者의 强者인 까닭에 乙은 丙에 대한 弱者가 되지 안이치 못할지니 만일 丁이 有하야 丙보다도 更히 强者이면 丙은 又 丁의 前에 弱者됨을 免치 못하리라. 그리하야 世界는 是等 强弱優劣의 者가 互相 協同의 生活을 營하나니 卽 社會는 無數無數의 關係上에 互相 信賴하고 互相 保助하는 故로 强者도 弱者에 負할바 잇스며 優者도 劣者에 賴할바 잇도다.
