Magazine Title: 삼천리 제7권 제9호
Publication Date: 1935년 10월 01일
Article Title: 北中政權의 新形態, 實質的 保護, 形式的 緩衝 (The New Form of the North China Regime: Substantial Protection, Formal Buffer)
Author: 金明植
Article Type: 논설 (Editorial/Opinion Piece)

The New Form of the North China Regime: Substantial Protection, Formal Buffer
						Kim Myŏngsik (金明植)

1. According to the homecoming remarks of Lieutenant General Umezu Yoshijirō (梅津美治郞), who, after one and a half years stationed in North China (北中), has been honorably transferred from Commander of the China Garrison Army (中國駐屯軍司令官) to Commander of the 2nd Division (第2師團長) this time: "Since the June Incident, the major anti-Japanese figures in North China have been swept away. Minor figures still remain, but North China will also do well in the future. It seems that the opinions of Mr. Chiang [Kai-shek] (蔣) and Mr. Wang [Jingwei] (汪) have aligned, and the foundation for a pro-Japanese policy has been established, which is a matter of course. Developing North China's industry through mutual cooperation between Japanese and Chinese financial circles, centered around the newly established North China Economic Investigation Committee (北中經濟調査會), is precisely where North China's future development lies. From now on, the citizens (國民同志) must engage in Sino-Japanese cooperation with understanding and sincerity." "That a brilliant talent like Lieutenant General Hayashi Katsura (林桂), from the 13th class (Army War College, 陸軍大學), has not yet been appointed as a Division Commander, while Lieutenant General Umezu from the 15th class has been selected as a Division Commander this time, is of course a reward for his meritorious service in the North China Incident. It can be seen that his path to General has been assured." ("Military Bigwigs Reshuffled" - Kaizō (改造), September Issue)
Upon the outbreak of the June Incident in North China, we were watching closely to see if Commander Umezu in China would become a second Commander Honjō (本庄). Compared to the achievements of Lieutenant General Honjō during the era of Army Minister Araki (荒木), who was honorably transferred from Commander in Manchuria to Military Councilor (軍事叅議官) and also became a Baron and General, the fact that Lieutenant General Umezu's achievements fell short can be seen as leaving work for the newly appointed Commander of the China Garrison Army, Major General Tada (多田), to do. "Major General Tada is from the same 15th class as former Lieutenant General Umezu and is known within the military as a passionate figure (熱情派). His appointment as Commander today, when the situation in North China is becoming critical, is naturally based on his talent (材幹), and along with Lieutenant General Isoya (磯谷) stationed in Shanghai (上海), an advocate of a proactive policy towards China, clearly explains the Army's policy towards China." (Ibid - September Issue) Originally, the counter-effect of an individual's personality and assertions on objective reality is extremely limited, but it goes without saying <74> that the careful placement of personnel within an organization is aimed at realizing its policy. Therefore, glimpsing its policy through this reshuffling of military bigwigs seems relatively accurate.

2.
Regarding the issue of reorganizing the North China regime in the recent North China Incident, the difficulties seem to have been greater than imagined. Rumors circulated about various plans: 1. Organization of a North China Autonomous Regime, 1. Organization of a North China Five Provinces Alliance, 1. Organization of a North China Independent Regime, etc. While the general situation showed efforts towards organizing an autonomous regime if an independent one could not be formed, that also failed to materialize, and it is reported that Mr. He Yingqin (何應欽) has returned to his post as Acting Chairman of the Beiping Military Branch Council (北平軍事分會委員長代理). Mr. He, due to concluding the Sino-Japanese North China Construction Agreement (日中北中建設協定) with the Japanese side as a remedial measure (善後策) for the June Incident, had been criticized by the anti-pro-Japanese policy faction along with Mr. Wang Jingwei (汪兆銘). However, as Mr. Chiang Kai-shek (蔣介石) supported that policy, Mr. Wang Jingwei was reinstated, and so was he. From this perspective, it can be said that the North China regime, formally, is no different from before the incident. However, through the implementation of the Sino-Japanese North China Agreement concluded by Mr. He, not only can it not maintain its previous appearance, but considering reports that "Mr. He, as Chiang Kai-shek's representative, has taken charge (鞅掌) of the Beiping Military Branch Council, and will first carry out the reorganization of the Military Branch Council and, as the military sovereign (主權者) of the five North China provinces, handle negotiations with Japan," we can see that his reinstatement presupposes a change in the organization of the North China regime. However, the lack of emphasis on formal issues like an autonomous or independent regime likely stems from various reasons and circumstances. Furthermore, the North China Economic Investigation Committee (北中經濟調査會) planned by Wang Kemin (王克敏), Acting Chairman of the Beiping Political Affairs Readjustment Committee (北平政務整理委員長代理), is particularly noteworthy as its foundational work (基礎工作). It emerged with the goal of North China's economic development, and although it cannot be discussed in detail here, regarding the funding issue for development projects, it is inevitable that an institution like the South Manchuria Railway (滿鐵, Mantetsu) will arise. Also, if it is organized with a pro-Japanese sentiment for the reconstruction of North China, whether it is a Sino-Japanese joint venture or not (日中合辦非合辦) is not the issue. And if such an institution emerges, it is easy to see that the formal issue of the regime's form will gradually be resolved. Here, we can contemplate the great significance (意義) of this North China Incident. Mr. He Yingqin's statement that he will "first carry out the reorganization (改組) of the North China Military Branch Council and, as the military sovereign of the five North China provinces, handle negotiations with Japan" is, of course, for the thorough implementation (徹底實行) of the Sino-Japanese North China Construction Agreement. Consequently, the question of how the relationship between the Kwantung Army (關東軍) and the Beiping Military Branch Council will unfold henceforth, or how the position of the Commander of the China Garrison Army as a mediator (媒介者, 모개자) between them will progress, requires study. <75>

3.
However, Mr. He Yingqin has traditionally lacked a military power base (武力的 地盤) in North China. Also, since the North China Incident, the armies directly under Chiang Kai-shek and Zhang Xueliang (張學良) have withdrawn from North China (even the 3rd Gendarmerie Regiment). Therefore, his position as the military sovereign of the five North China provinces cannot help but become a castle in the sand (砂上樓閣). Furthermore, the Hebei Provincial Government has moved from Tianjin (天津) to Baoding (保定), suggesting its intention not to interfere in Beiping's (北平) military affairs, and it can be assumed that the military stance of the other four provinces will not differ. In this reality, for the Beiping Military Branch Council to exercise its sovereign position over the five provinces, it is needless to say that it must rely on the Kwantung Army as its background. Here, we can see that the Sino-Japanese North China construction work has taken its first step. It must not be forgotten (이저서는 안된다) that the new North China regime differs from the previous one even in its form. Why? Because the Nanjing Government (南京政府) has traditionally been organized under the form of "rule by the party" (以黨治國), but with the Kuomintang (國民黨) withdrawing from North China, the North China regime can no longer receive guidance from the Kuomintang. Therefore, the new North China regime, while formally a buffer (緩衝的) form, cannot help but become substantially a protectorate organization (保護組織). Just as Egypt (埃及) under the suzerainty (宗主權) of Turkey (土耳其) before the World War became a British (英國) protectorate, the new North China regime under the rule (統治下) of the Nanjing Government is a problem worth studying from a political science perspective. North China is different from pre-war Egypt.

4.
Moreover, the fact that the so-called "power factions" (實力派) with existing military bases (軍事的 地盤) in North China—Yan Xishan (閻錫山), Wan Fulin (萬福麟), Han Fuqu (韓復渠), Shang Zhen (商震), Fu Zuoyi (傅作儀)—are extremely cautious about advancing into Beiping while seeking the favor (호감을 구함에) of the Kwantung Army "as if fearing they might not be able to" (唯恐不及), has plausible reasons. From this, one can infer that the reason why a reality similar to the past, where Zhang Xueliang's opposition was disregarded, did not unfold due to this North China Incident is not because they were unwilling (不肯) to advance into Beiping, but because other reasons lie hidden (潛在).
"Some say that North China has now become a special region of Japan. Conceptually, that is correct. The border has moved from the Yalu River to the Great Wall. However, one should not think that Japan's rights and interests (權益)—economic and political power—in North China are as substantial as they were previously in the Three Eastern Provinces (東三省). Here lies the reason why the North China regime does not turn out as Japan wishes. Therefore, <76> it is correct to think that the determination of the North China regime depends on the outcome of the friction (摩擦) between Japan's economic advance into North China carried out via Manchuria, i.e., Japan's capital power, and the Zhejiang financial clique's (淅江財閥) control over North China. If they win the friction, an independent regime will be easily established; if they cooperate economically with the Zhejiang clique, it will be a hybrid regime; and if they lose, anti-Japanese resistance will continue." (Yoshioka Bunroku's (吉岡文六) "The North China Problem and the Nanjing Government" - Kaizō (改造), September Issue)
This view is generally valid. Moreover, one cannot but affirm (긍정치 아니할 수 업다) the optimistic (낙관) attitude that Japan's capital power, acting through Manchuria, will prevail in its friction with the Zhejiang clique. Therefore, although there is influential (有力) opposition to the authorities' handling of the incident, Army Minister Hayashi's (林) policy of military control (統制方針) will be implemented. However, regarding the North China regime issue, it is necessary to further investigate whether the circumstances of this incident can be definitively judged (論斷할 수 잇슬가 업슬가) solely through economic determinism. Of course, the significance of present-day North China as a world market is incomparable to that of the former Three Eastern Provinces. It also seems that Britain's pro-Japanese policy regarding the Far East problem and, consequently, America's policy of self-restraint, have had some effect through diplomatic channels. Therefore, whether the current opposition will raise a loud outcry on another day is something that cannot be asserted now. However, reports that "regarding political relations first, in order to realize the respective defenses of the three countries—Japan, China, and Manchukuo (日中滿)—against the threat of Red influence (赤化勢力) spreading through Xinjiang (新疆) and Outer Mongolia (外蒙古), we are trying to advance one step towards practical cooperation among the three countries in the regions adjacent (接壤地域) to Manchukuo, such as Inner Mongolia (內蒙古), Chahar (察哈爾), and Suiyuan (綏遠)" well explain the recent reality where the attention of powerful nations is once again focused (集注) on the Far East. At the same time, this is why the North China Incident did not expand further this time. Furthermore, the Foreign Ministry (外務省) reportedly plans to have the Chinese Ambassador to Japan, Jiang Zuobin (蔣作賓), recognize the established fact of Manchukuo (滿洲國) upon his return to his post, thereby adjusting the political and economic relations among the three countries of Japan, China, and Manchukuo in East Asia (東亞). While it is uncertain whether the Manchukuo recognition issue will be resolved in this way, emphasizing joint cooperation among the three countries—Japan, China, and Manchukuo—for defense against Red influence at this time is noteworthy, and it is thought that the Nanjing Government also has expectations for this.

5.
Meanwhile, the 3rd Plenary Session of the Central Executive Committee of the Kuomintang (中國 國民黨中央執行委員會) opens on September 20th, and the 5th National Congress (第5回 全國代表大會) opens on November 12th. Predicting whether the Nanjing Government's diplomatic policy regarding the North China Incident will be approved at these meetings, considering (商考) the current factional landscape within the Kuomintang, it is thought that it will likely be approved. The opposing factions on this issue were the so-called <77> Euro-American Faction (歐米派) and the Southwest Faction (西南派). The former softened (軟化되엿고) due to Chiang Kai-shek's support for Wang Jingwei's policy towards Japan, and as for the Southwest Faction, it is doubtful whether they will even send Central Executive Committee members and representatives to these meetings. Even if they do attend, they are a very small minority and lack the power to sway the overall situation. Consequently, the Chiang-Wang coalition government of the Nanjing Government will be maintained, and simultaneously, Sino-Japanese friendship efforts will be strengthened (강화되여), and the practical cooperation among the three countries—Japan, China, and Manchukuo—for defending against Red influence will materialize (구체화).

6.
Here, by way of conclusion, I want to say a word about the issue of world war. Of course, this major issue cannot be definitively discussed in a single word, but it is not impossible to briefly summarize its main points (要旨), nor is there no need to do so. An editorial in a certain newspaper dated August 24th stated: "Under today's world economic system where the economies of various countries are organically linked, whether the fuse (도화선) of war is ignited (點火) in East Asia or sparked in the Balkans, it is beyond doubt that the scope of a war occurring on this globe will engulf (席捲) the entire world as one, and its sparks will ignite even at our feet." Of course, in a reality like Korea's, it is difficult to expect theories on such issues to necessarily be advanced, but it is not welcome that conceptual formalism (公式主義) has still not been liquidated (청산되지 아니한). For the past several years, wars have not ceased among the nations of Central and South America (中南米 밋 中米), and while those were undoubtedly "wars that occurred on this globe," their scope never engulfed the entire world. Furthermore, if war breaks out now between Italy (伊太利) and Ethiopia (에듸오피아), what definitively proves (확증) that its scope will extend to the Far East or even the Americas? However, that does not become a reason why a war would not expand globally if it ignited in the Far East or Central Europe; rather, it explains the actual situation where if it ignites in the Far East or Central Europe, it cannot help but become a world war. Observing matters requires concreteness, and concreteness fundamentally rejects undifferentiated generality. Undifferentiated matters transcending time and space cannot exist. Think about it. Can a fight between children be the same as a fight between adults? And can a war between weak nations in South and Central America be the same as a war between powerful nations in the Far East and Central Europe? Furthermore, regarding the Italo-Ethiopian War, both Japan and the US know better than anyone that their interests lie not in participating but in remaining neutral. In such a case, forgetting geographical conditions and trumpeting economic determinism cannot help but commit a fatal error. Do the wars that have occurred annually among South American nations in recent years not prove this? <78>
Of course, Italy is a major power in Europe, so the Italo-Ethiopian War differs from wars among South and Central American nations. However, the Italian bloc's naval power cannot be on par with the British bloc's, so an Anglo-Italian war cannot occur. Also, even if Italy has no chance of winning the Italo-Ethiopian War, France (佛國) will not transport its army to East Asia for Italy's sake, so the disruptive (攪亂) machinations (蠢動) of Nazi Germany (獨逸) in Central Europe cannot help but be limited. Moreover, if an Anglo-Italian war were to break out (捲起) and expand to the Far East and the Americas, the main forces in the war would become Japan-Britain-Germany versus US-France-Soviet Union. If that happened, even if Britain were victorious, it is clear that the threat from Japan in the Far East, the threat from the US in the Americas, and the threat from Nazi Germany in Europe would increase, and it would be impossible to escape the danger of collapse on any front. Is there any reason (理) for them to invite (自取) such reckless action (忘動)? (This manuscript was intended for last month's issue, but as it is still undoubtedly a pressing (緊切) topic, it is published (記載) now - Editor) <79>

**Summary**

This article discusses the political reshaping of North China following the "June Incident" of 1935, framing it as a necessary step orchestrated by Japan to stabilize the region against internal Chinese conflicts and the external threat of communism (the "Red Peril" spreading from Xinjiang and Outer Mongolia). The author, Kim Myŏngsik, portrays Japan's actions, including the installation of figures like He Yingqin and the establishment of economic bodies under Japanese influence, as creating a "substantial protectorate" behind a "formal buffer" nominally under the Nanjing government. The piece justifies Japan's increasing control by highlighting the perceived weakness and factionalism within China (Kuomintang politics, Chiang-Wang cooperation, regional warlords) and emphasizes the need for Sino-Japanese-Manchukuo cooperation against Soviet influence. It dismisses concerns about immediate global conflict arising from regional wars like the Italo-Ethiopian one, arguing that major powers like Britain, Japan, and the US have vested interests in avoiding a worldwide escalation originating from such peripheral conflicts, unlike potential flashpoints in the Far East or Central Europe.

From a historical perspective, the article is significant as it reflects a contemporary Korean viewpoint (likely aligned with or tolerant of the Japanese colonial narrative, common in mainstream publications like Samch'ŏlli during this period) on Japanese expansionism. It showcases the rhetoric used to justify intervention—stability, anti-communism, economic development—while revealing the underlying power dynamics and the step-by-step establishment of Japanese dominance in North China. The detailed discussion of Chinese political figures, factions, Japanese military appointments, and the geopolitical calculations involving Manchukuo, the Soviet Union, Britain, and the US provides valuable insight into the complex situation in East Asia in the mid-1930s as perceived from within the Japanese empire. Historians might find the explicit framing of North China as moving towards a protectorate status ("實質的 保護, 形式的 緩衝") and the analysis of international relations from this specific vantage point particularly interesting.

**Named Entities**

金明植	김명식	Kim Myŏngsik
梅津美治郞	우메즈 요시지로	Umezu Yoshijirō
中國駐屯軍司令官	중국주둔군사령관	Commander of the China Garrison Army
第2師團長	제2사단장	Commander of the 2nd Division
林桂	하야시 카츠라	Hayashi Katsura
陸軍大學	육군대학	Army War College (Japan)
荒木	아라키	Araki [Sadao]
本庄	혼조	Honjō [Shigeru]
軍事叅議官	군사참의관	Military Councilor
多田	타다	Tada [Hayao]
上海	상하이	Shanghai
磯谷	이소야	Isoya [Rensuke]
何應欽	하응흠	He Yingqin
北平軍事分會委員長代理	북평군사분회위원장대리	Acting Chairman of the Beiping Military Branch Council
汪兆銘	왕조명	Wang Jingwei
蔣介石	장개석	Chiang Kai-shek
北中經濟調査會	북중경제조사회	North China Economic Investigation Committee
日中財界	일중재계	Japanese and Chinese financial circles
滿鐵	만철	Mantetsu (South Manchuria Railway)
北平政務整理委員長代理	북평정무정리위원장대리	Acting Chairman of the Beiping Political Affairs Readjustment Committee
王克敏	왕극민	Wang Kemin
關東軍	관동군	Kwantung Army
北平	북평	Beiping (Peking/Beijing)
南京政府	남경정부	Nanjing Government
國民黨	국민당	Kuomintang (KMT)
土耳其	토이기	Turkey (older Korean name)
埃及	애급	Egypt (older Korean name)
英國	영국	Britain
閻錫山	염석산	Yan Xishan
萬福麟	만복린	Wan Fulin
韓復渠	한복구	Han Fuqu
商震	상진	Shang Zhen
溥作儀	부작의	Fu Zuoyi (likely meant 傅作儀)
張學良	장학량	Zhang Xueliang
東三省	동삼성	Three Eastern Provinces (Manchuria)
淅江財閥	절강재벌	Zhejiang Financial Clique
吉岡文六	요시오카 분로쿠	Yoshioka Bunroku
新疆	신강	Xinjiang
外蒙古	외몽고	Outer Mongolia
內蒙古	내몽고	Inner Mongolia
察哈爾	찰합이	Chahar
綏遠	수원	Suiyuan
滿洲國	만주국	Manchukuo
外務省	외무성	Ministry of Foreign Affairs (Japan)
駐日中國大使	주일중국대사	Chinese Ambassador to Japan
蔣作賓	장작빈	Jiang Zuobin
東亞	동아	East Asia
中國 國民黨中央執行委員會	중국 국민당중앙집행위원회	Central Executive Committee of the Kuomintang of China
第5回 全國代表大會	제5회 전국대표대회	5th National Congress (KMT)
歐米派	구미파	Euro-American Faction
西南派	서남파	Southwest Faction
中南米	중남미	Central and South America
中米	중미	Central America
伊太利	이태리	Italy
에듸오피아	에디오피아	Ethiopia
佛國	불국	France (older Korean name)
獨逸	독일	Germany (older Korean name)

**Glossary**

榮轉	영전	Honorable transfer (to a new post)
拔擢	발탁	Selection; promotion
公績	공적	Achievements; meritorious service
巨物	거물	Bigwig; important figure
일소되엿다	일소되었다	Were swept away (older spelling of 되었다)
제휴하야	제휴하여	Cooperating; forming an alliance (older spelling of 하여)
當하지 안흐면 안된다	당하지 않으면 안 된다	Must face; must deal with (older negative construction)
밋치지 못한	미치지 못한	Did not reach; did not match (older spelling of 미치지)
材幹	재간	Talent; ability
用心	용심	Care; attention; intention
엿보는	엿보는	Peeking into; getting a glimpse of
善後策	선후책	Remedial measures; measures to deal with the aftermath
지지함으로 말미암아	지지함으로 말미암아	Due to the support of
鞅掌	앙장	To manage; to take charge of (somewhat archaic)
주권자	주권자	Sovereign
치중치 아니한	치중치 아니한	Did not focus heavily on; did not attach importance to
기초공작	기초공작	Groundwork; foundation work
詳論할 수 업스나	상론할 수 없으나	Cannot discuss in detail (older spelling of 없으나)
合辦非合辦	합판비합판	Joint venture or not a joint venture
의의	의의	Significance; meaning
개조	개조	Reorganization; restructuring
철저실행	철저실행	Thorough implementation
모개자	모개자	Mediator; go-between (likely reading of 媒介者)
진전할가	진전할까	Will it advance/progress? (older spelling of 할까)
지반	지반	Base; foundation (often political or military)
철퇴하얏스니	철퇴하였으니	Have withdrawn (older spelling of 하였으니)
암시하고 잇스니	암시하고 있으니	Are suggesting; are implying (older spelling of 있으니)
실천하려면	실천하려면	If one intends to put into practice
배경으로 하지 아니하면 안될 것	배경으로 하지 아니하면 안 될 것	It is necessary to have as a background (older negative construction)
이저서는 안된다	잊어서는 안 된다	Must not forget (older spelling of 잊어서는)
지도를 바들 수 업게 되엿슴으로 써이다	지도를 받을 수 없게 되었음으로써이다	Because they could become unable to receive guidance (older spelling/grammar)
완충적	완충적	Buffer (adjective form)
보호조직	보호조직	Protectorate organization
宗主權	종주권	Suzerainty
호감을 구함에	호감을 구함에	In seeking favor
唯恐不及	유공불급	Fearing lest one should not be able to reach it; fearing being too late (Classical Chinese expression)
삼가고 잇는	삼가고 있는	Are refraining from; are being cautious about (older spelling of 있는)
不肯	불긍	Unwilling (Sino-Korean word)
잠재한	잠재한	Latent; hidden
권익	권익	Rights and interests
마찰	마찰	Friction; conflict
낙관한	낙관한	Optimistic
긍정치 아니할 수 업다	긍정치 아니할 수 없다	Cannot but affirm (older negative construction)
유력한	유력한	Influential; powerful
통제방침	통제방침	Control policy
論斷할 수 잇슬가 업슬가	논단할 수 있을까 없을까	Whether it can be definitively concluded or not (older spelling)
接壤地域	접양지역	Adjacent region; bordering area
集注하고 잇는	집주하고 있는	Are focusing on; are concentrating on (older spelling)
승인케 하야	승인케 하여	Make them approve; cause to approve (older causative form)
商考하면	상고하면	Considering; thinking about; taking into account
軟化되엿고	연화되었고	Softened; became more moderate (older spelling)
움직일만한	움직일만한	Able to move; able to influence
강화되여	강화되어	Being strengthened (older spelling)
구체화할	구체화할	Will materialize; will take concrete shape
要旨	요지	Main point; gist; essence
압축할	압축할	To compress; to summarize
도화선	도화선	Fuse; trigger (of a conflict)
點火하든	점화하든	Whether ignited (older spelling)
席捲될 것	석권될 것	Will sweep over; will engulf
介入할 여지	개입할 여지	Room for intervention
공식주의	공식주의	Formalism
청산되지 아니한	청산되지 아니한	Not liquidated; not cleared away
확증하는가	확증하는가	Does it prove definitively?
攪亂하는	교란하는	Disrupting; disturbing
蠢動	준동	Wriggling; stirring; making suspicious moves (often used negatively)
捲起하야	권기하여	Arising; breaking out (older spelling)
忘動	망동	Reckless action; rash move
自取할 理	자취할 리	Reason to bring upon oneself
緊切한	긴절한	Urgent; pressing
記載함	기재함	Recording; writing down; publishing


---------------------------


잡지명	삼천리 제7권 제9호
발행일	1935년 10월 01일
기사제목	北中政權의 新形態, 實質的 保護, 形式的 緩衝
필자	金明植
기사형태	논설

北中政權의 新形態, 實質的 保護, 形式的 緩衝
						金明植
1. 北中駐屯 1년 반, 中國駐屯軍司令官으로부터 今回 第2師團長으로 榮轉한 梅津美治郞中將의 歸國談에 의하면 「6월사변 이래 北中의 反日巨物은 일소되엿다. 小者는 아즉 잔존하나 北中도 장래는 잘 될 것이다. 蔣汪兩씨의 의견이 일치되여 親日政策의 기초가 성립된 모양인대 당연한 일이다. 신설된 北中經濟調査會를 중심으로 하야 日中財界가 서로 제휴하야 北中의 산업을 개발하는 일이야 말로 北中將來의 발전이 잇다. 이로부터는 國民同志가 이해와 성의를 가지고 日中合作에 當하지 안흐면 안된다.」고 하얏다. 「林桂中將과 如한 13期(陸軍大學)의 俊才가 아즉 師團長에 任하지 못하고 잇는대 15期의 梅津中將이 今回 師團長으로 拔擢된 것은 물론 北中事變의 공적을 賞한 것이다. 大將에의 길이 確約되엿다고 볼 수 잇다.」 (異動된 軍部巨頭-改造 9月號)
우리는 北中의 六月事變이 발발함에 梅津駐中司令官은 第2本庄司令官이 되지 아니할가 주목하고 잇섯다. 그리고 荒木陸相시대의 本庄中將이 駐滿司令官으로부터 軍事叅議官으로 榮轉하고 또 男爵大將이 된 공적에 비하야 梅津中將의 그것이 밋치지 못한 것은 新任中國駐屯軍司令官 多田小將의 할 일을 남겨둔 것이라고 볼 수 잇거니와 「多田小將은 前任梅田中將과 同期의 15期인대 部內에서도 유명한 熱情派이다. 北中의 시국이 중대화하고 잇는 今日 司令官으로 부임하게 된 것은 물론 그 材幹를 取한 것인대 上海에 駐在한 對中積極論者 磯谷中將과 함께 陸軍의 對中方針을 분명히 설명하고 잇다.」 (仝上-9月號)元來 個人의 性格과 主張이 객관적 현실에 반작용함은 극히 제한된 것이지마는 어느 조직체의 인물배치에 관한 用心이 그의 方針을 실현함에 잇슬 것은 말할 필요도 업는＜74＞ 일이니 이제 이 軍部巨頭의 移動을 통하야 그의 방침을 엿보는 것은 비교적 정확한 일이 아닌가 한다.

2.
今回의 北中事變에 잇서서 北中政權의 新組織問題에 대한 苦心은 상상함보다도 큰 것이 잇섯든 모양이다. 그리고 세간에 전한 바는 1. 北中自治政權組織 1. 北中五省聯盟組織 1. 北中獨立政權組織 등등 設이 잇섯는대 一般情勢가 獨立政權은 조직할 수 업스면 우선 자치정권을 조직해 보자고 노력한 形跡이 잇스나 그도 성립되지 못하야 何應欽씨가 다시 北平軍事分會委員長代理로 歸任하게 되엿다고 전한다. 그리고 何씨는 6月事變의 善後策으로 日本側과 日中北中建設協定을 체결한 관계로 그 間汪兆銘씨와 함께 친일정책반대파의 비난을 밧고 잇섯는대 蔣介石씨가 그 정책을 지지함으로 말미암아 汪兆銘씨가 복직함과 함께 저도 복직하게 된 것이니 이로써 보면 北中政權은 형식상 사변전과 다를 것이 업다고 할 수 잇스나 그러나 何씨가 締結한 日中北中協定의 실행에 의하야 그것은 종래와 가튼 면목을 保持할 수 업슬 뿐만 아니라 「何씨는 蔣介石씨의 代理로 해서 北平軍事分會를 鞅掌하게 되엿는대 먼저 軍事分會의 조직을 단행함과 함께 北中五省의 軍事上의 주권자로서 對日交涉에 當할 것이다.」라는 보도로 볼 것 가트면 저의 복직은 北中政權의 組織變更이 전제된 것을 알 수 잇거니와 그러나 자치정권이니 독립정권이니하는 형식문제에 치중치 아니한 것은 여러 가지 이유와 사정이 잇는 까닭이겟다. 그리고 北平政務整理委員長代理 王克敏씨가 계획하고 잇는 北中經濟調査會은 그의 기초공작으로 해서 특히 주목할 바이다. 그것은 北中經濟開發을 목적하야 출현한 것인대 여긔서 그를 詳論할 수 업스나 개발사업을 위한 자금문제에 잇서서 필연적으로 滿鐵과 如한 기관이 생기지 아니할 수 업는 것이슘�. 또 그가 北中再建을 위한 親日氣分으로 조직되면 日中合辦非合辦은 문제될 것이 아니다. 그리고 그러한 기관이 출현한다하면 정권형태의 형식문제도 점차 해결될 것은 알기 쉬운 일이니 여긔서 今회의 北中事變의 의의가 중대한 것을 생각할 수 잇거니와 何應欽씨가 「먼저 北中軍事分會의 改組를 斷行함과 함께 北中五省의 軍事上의 주권자로서 對日交涉에 當한다.」함은 물론 日中北中建設協定의 철저실행을 위한 것이니 따라서 關東軍과 北平軍事分會와의 관계가 압흐로 어떠케 전개될가 또는 그 중간의 모개자로서의 駐中司令官의 지위는 어떠케 진전할가 하는 문제는 연구해 볼 필요가 잇다고 생각한다.＜75＞

3.
그런데 何應欽씨는 종래 北中에 잇서서 武力的 地盤이 업는 者이오. 또 北中事變 이후 蔣介石씨 직계 군대와 張學良씨 직계 군대는 北中으로부터 철퇴하얏스니 (憲兵第3團까지) 그 北中五省의 軍事上 主權者的 지위는 砂上樓閣이 되지 아니할 수 업거니와 河北省政府는 天津에서 保寧으로 移轉하야 北平의 군사문제에 간여치 아니할 의사를 암시하고 잇스니 다른 4省의 軍事上 태도도 그와 달으지 아니할 것을 생각할 수 잇다. 그리고 이러한 현실에 잇서서 北平軍事分會의 존재가 5省의 主權者的 지위를 실천하려면 關東軍을 배경으로 하지 아니하면 안될 것은 말할 필요도 업는 일이니 여긔서 日中北中建設工作은 第1步를 내노흔 것을 알 수 잇거니와 北中新政權은 그 형식에 잇서서도 종전과 다른 것을 이저서는 안된다. 어쩨서 그러냐 하면 종래 南京政府는 「以黨治國」의 형식하에 조직되고 잇는대 國民黨이 北中으로 철퇴되여 北中政權은 國民黨의 지도를 바들 수 업게 되엿슴으로 써이다. 그럼으로 北中新政權은 형식상으로는 완충적 형태이지마는 실질적으로는 보호조직이 되지 아니할 수 업는 것이다. 그리고 世界大戰 前 土耳其의 宗主權 下의 埃及은 英國의 保護國이 되고 잇섯거니와 南京政府統治下의 北中新政權은 政治學上으로 연구해 볼만한 문제이다. 北中은 大戰前 埃及과 다른 까닭이다.

4.
그리고 종래 北中에 軍事的 地盤이 잇는 所謂 實力派―閻錫山, 萬福麟, 韓復渠, 商震, 溥作儀등 在來軍閥이 關東軍의 호감을 구함에 「唯恐不及」하면서 그러나 北平으로 진출함을 극히 삼가고 잇는 것은 그럴듯한 이유가 잇는 일이어니와 그로써 추측하면 今番의 北中事變으로 말미암아 일즉 張學良의 반대를 도라보지 아니하든 사실과 가튼 현실이 전개되지 아니한 것은 저들이 北平으로 진출함을 不肯한 까닭이 아니오. 그 박게 다른 이유가 잠재한 것을 생각할 수 잇다.
「일부에서는 이제 北中은 日本의 특수지역이 되고 잇다고 말한다. 그것은 관념적으로는 정당하다. 국경은 鴨綠江에서 萬里長城으로 옴겻다. 그러나 北中에 잇는 日本의 權益-經濟的 정치적세력이 그전 東三省에 잇든 것과 가튼 실력잇는 것으로 생각하야서는 안된다. 여긔에 北中政權이 日本의 생각과 가티 되지 안는 원인이 잇다. 그럼으로＜76＞ 北中政權을 결정하는 것은 滿洲를 통하야 실행될 日本의 北中經濟進出 즉 日本의 자본력과 淅江財閥의 北中支配力과의 마찰의 결과에 의한다고 보는 것이 올타고 생각한다. 마찰에 勝하면 독립정권이 容易 성립될 것이오. 淅江財閥과 경제를 합작하면 野合政權 그리고 패하면 抗日이 連續될 것이다.」 (吉岡文六의 北中問題와 南京政府--改造 9月號)
