**Header Section:**
Magazine Title: 三千理 第七卷 第九號
Publication Date: 1935년 10월 01일
Article Title: 새로 落成된 五層樓 和信百貨店求景記 (Account of Visiting the Newly Completed Five-Story Hwasin Department Store)
Author: 一記者 (One Reporter)
Article Type: 소식 (News Report)

**Body Text Translation:**
Account of Visiting the Newly Completed Five-Story Hwasin Department Store

"Hwasin"—It's true that these days, among the people of Seoul city, this "Hwasin" (和信) has become a topic of conversation from mouth to mouth.

"World-class boxing champion Sŏ Chŏnggwŏn is said to have come out in Korea..."

"And really, Ch'oe Sŭnghŭi, the dancer born of Korea, is also said to have come out in Seoul these days."

Inevitably, one can overhear this kind of talk from the mouths of Seoul people strolling the main streets of the city these days.

Then again, among them, one inevitably hears such words:

"Hey, aren't you going to go see the Hwasin store? They're moving to this main building from the 15th and having a special big sale, shouldn't we go take a look?" Certainly, what stops the eyes and feet of Seoul city people these days is this Hwasin Department Store (和信百貨店).

Anyone passing by the Chongno intersection these days inevitably stops their stride for a moment to look up at the imposing figure of the Hwasin Department Store, newly outfitted as a five-story giant, stark white.

After a major fire (火災), Hwasin reopened on August 15th, having installed new equipment (設備) and fixtures in a five-story giant building (五層巨樓), surpassing its previous state. Standing tall at the Chongno intersection, it looks down upon the large department stores (大百貨店) like Mitsukoshi (三越) and Chōjiya (丁子屋) in Seoul's southern village (Namch'on), craning their necks. From the very first day of opening (開舘), starting early in the morning, people from the city—ranging from noble ladies (貴婦人) and leisured madams (有閑매담) to the lumpen—poured in like a tide towards the front gate of Hwasin.

Seen from the outside, Hwasin, having completed its new decoration as a five-story Western-style building (五層의 洋關), what is its interior really like that so many tens of thousands of people flock in ceaselessly from nine in the morning until ten<142> in the evening?

On the morning of August 15th at 9:30, I, as one of the people who had been waiting with interest for the Hwasin new building relocation, walked towards Hwasin on that first morning. Since it happened to be a Sunday (日曜日), I thought there would naturally be many people flocking just to look around, and so I passed through Anguk-dong (安國洞) and arrived at the Chongno intersection.

High atop the five-story roof of the Hwasin main building, a red flag emblazoned with the Hwasin mark fluttered high in the blue sky (蒼天). At the front (前面) of the new building (新舘), two large, colorful flower bouquets were hung, drawing the gazes of the tens of thousands of neatly dressed people flowing onto the streets since early morning and concentrating them in one place.

Swept up in the human wave (人波) crowding the entrance, I too entered amidst them.

As soon as I stepped inside the door, it wasn't just outside the door that people were packed, but the inside of the store (店內) was even more filled with people. It seemed most had come out with their entire families. One could see many young children and elderly people. Barely escaping their throng to survey the scene, I saw the Fabric Department (布木部) and the Gold and Silver Department (金銀部) on the first floor. Hwasin is offering a 20% discount (二分割引) on all goods to commemorate the new building relocation, but notably, there is no discount specifically on precious metals. Perhaps because of the 'petty bourgeois' mentality, wondering if there were many particularly cheap items, people crowded in, yet the footsteps of people were sparse in this precious metals department (貴金屬品部) on the first floor, presenting an unusual phenomenon for the time. Meanwhile, in the Fabric Department below, mostly middle-class or lower housewives gathered, each busy haggling over goods. Escaping this crowd, I went up to the second floor. The first thing that caught my eye was the Foodstuffs Department (食料品部). This place also had facilities and fixtures not particularly different from before, lacking anything new to attract customers' attention. Perhaps for that reason, people weren't particularly gathering there. Looking around at the newly installed features here and there, I slipped out towards the Cosmetics Department (化粧品部). Here, quite a few modern women and female students were gathered, and the three newly hired female clerks (新入女店員) were flustered, not knowing what to do. Already, in front of the second-floor elevator (엘레페다), country-style women carrying babies on their backs, holding children's wrists in one hand, were standing, while middle school students and shop boy types gathered, all fixing their gazes head-on at the shy face of the elevator operator dressed in a bright blue Western-style uniform. Squeezing through their midst, I barely got out, feeling suffocated. In the Handicrafts Department (手藝品部) nearby, many housewives and female student types were also gathered. However, most seemed to be newly hired clerks. Going to the Stationery Department (文房具部) next to it, this place was like a store exclusively for middle school students, packed without gaps, with students in school uniforms seemingly very busy buying items. Turning my steps, I went up to the third floor. The entire third floor was the Western Goods Department (洋品部). Anticipating the coming<143> autumn and winter, many Western goods of eye-catching new styles and newly trending items were displayed, stopping the heels of 'modern' men and women (男女). However, the impression from first entering the store is that although there are so many customers, customers who came to buy things are extremely few, and the majority are idle Seoul city dwellers passing time, the crowd-loving citizenry who came in for simple amusement—this could be instantly perceived. And one thing that stood out was the large number of country-style people visible. One doesn't see that many such people walking the streets, but considering that about one-third of the people inside looked like country folk, it seems that rural people who came up to Seoul made a point of visiting this Hwasin, seemingly drawn by the thought of seeing it before leaving.

One thing I felt after coming inside was the lack of rest areas (休게소) set up here and there, unlike at Mitsukoshi or Chōjiya. This must certainly be seen as a drawback. In terms of product display (商品 陳列), one couldn't find many points inferior to the Namch'on large department stores, but perhaps because it was still the beginning of the opening (開舘 始初), the products (商品) did not seem very abundant (豊富).

Dragging my weary legs, I went up to the fourth floor. There weren't many people in the Western Clothing Department (洋服部), Women's Western Clothing Department (婦人洋服部), or the Shoe and Bag Department (靴鞄部). Upstairs in the Chinaware Department (砂器部), only a few couples, seemingly newlyweds setting up home, were gathered in groups, handling the dishes.

I cast my gaze here and there, as if to discover something novel, when suddenly my gaze stopped at one spot. It was nothing other than discovering a neat, middle-aged gentleman in a black frock coat (후록꼿트), glancing around here and there, disappearing amidst the people towards the upper floor.

My sharp senses could instantly recognize him as Mr. Pak Hŭngsik (朴興植), whom I had often seen in photographs. Perhaps he was walking around like that to observe the bustling scene of the store, thriving like boiling water from the very beginning of its opening.

Following him, I went up to the very top floor, the fifth floor. Below were the Furniture Department (家具部), Musical Instrument Department (樂器部), Toy Department (玩具部), etc., which didn't particularly attract people's attention. Instead, in the 'Special Sale Items Department' (特賣品部) opened on the right, people were swarming like a single mass. It seemed the popularity of Hwasin was solely concentrated here. Unable to enter further or retreat back, people were tightly packed, with no space to be found. Above the various sundry goods (雜貨品) displayed, signs were attached reading "20 Chŏn Uniform Price" (20錢 均一), "30 Chŏn Uniform Price" (30錢 均一), etc. The 'petty citizens' of the city, seeking to buy suddenly cheapened goods, all flocked here without exception.

The spectacle of each person holding up cheap items and calling for a clerk, the scene of a new clerk holding a bundle of discounted goods looking for a customer, the clerks running around busy, not knowing what to do—it was truly a scene of pandemonium (수라장).

Hearing the faint voice of the clumsy elevator operator, I came out to the very bottom floor. (One Reporter).<144>

**Summary**

This 1935 article describes the enthusiastic public reception of the newly rebuilt five-story Hwasin Department Store in Seoul's Chongno district after a fire. The reporter details the massive crowds flocking to the store on its opening day, observing the various departments floor by floor. While impressed by the modern building and displays, the reporter notes that many visitors seemed to be sightseers rather than serious shoppers, particularly attracted by the spectacle and the bargain section. Criticisms include a lack of customer rest areas compared to Japanese competitors like Mitsukoshi and Chōjiya, and perhaps insufficient stock initially. The article captures the excitement around modern consumerism and provides a glimpse into the social fabric of colonial Seoul, including the presence of different social classes and rural visitors drawn to the urban novelty.

Historically, the article is significant as it documents the rise of a major Korean-owned enterprise directly competing with established Japanese department stores in the heart of colonial Seoul. It reflects the burgeoning consumer culture and modernization efforts within Korean society under Japanese rule, while also subtly highlighting class distinctions (e.g., 'petty citizens' flocking to bargains, differentiation between shoppers and sightseers) and the urban-rural divide. The mention of the owner, Pak Hŭngsik, underscores the presence of Korean capitalists navigating the colonial economy.

**Named Entities**

和信	화신	Hwasin
서정권	서정권	Sŏ Chŏnggwŏn
최승히	최승희	Ch'oe Sŭnghŭi
종로	종로	Chongno
三越	삼월	Samwŏl (Mitsukoshi - Japanese Dept. Store)
丁子屋	정자옥	Chŏngjaok (Chōjiya - Japanese Dept. Store)
安國洞	안국동	Anguk-tong
朴興植	박흥식	Pak Hŭngsik

**Glossary**

落成	낙성	Completion (of a building)
求景記	구경기	Account of sightseeing/visiting
요사히	요사이	Nowadays (older spelling)
잇슴	있음	There is/Being (older spelling/grammar)
나왓다지	나왔다지	Is said to have come out (older colloquial ending)
나왓다데	나왔다데	Is said to have come out (older colloquial ending)
으레히	으레	Usually, customarily, inevitably (older spelling)
뭠추게	멈추게	To make stop (older spelling)
샛하얀	새하얀	Pure white, stark white (older spelling)
이러난	일어난	Occurred, happened (older spelling)
압서게	앞서게	To surpass, get ahead of (older spelling)
놋코	놓고	Placing, setting up (older spelling)
건니다	건너다	To look across/over (older spelling)
웃뜨럼이	으뜸이	Being the best/top (older spelling)
잇서	있어	Being located, existing (older spelling)
아츰	아침	Morning (older spelling)
몰여	몰려	Flocking, gathering (older spelling)
드러온다	들어온다	Enter, come in (older spelling)
엇떠하기로	어떠하기로	How is it that... (older spelling)
작구	자꾸	Repeatedly, constantly (older spelling)
몰으고	모르고	Not knowing (older spelling)
왓든	왔던	Had come/been (older spelling)
마츰	마침	Just then, coincidentally (older spelling)
만흐려니	많으려니	Thinking there would be many (older spelling)
이르럿다	이르렀다	Arrived at (older spelling)
놉히	높이	Highly, aloft (older spelling)
달여	달려	Being hung (older spelling)
흘너	흘러	Flowing (older spelling)
단이는	다니는	Going about, frequenting (older spelling)
식히고	시키고	Making/Causing (older spelling)
문압	문 앞	In front of the door (older spelling/form)
끼워	끼어	Squeezed in, inserted among (older spelling)
드러섯다	들어섰다	Stepped inside (older spelling)
밀니는	밀리는	Being pushed, crowded (older spelling)
안이고	아니고	Not being (older spelling)
채워저	채워져	Being filled (older spelling)
통터러	통틀어	Altogether, collectively (older spelling)
올너가니	올라가니	Going up (older spelling)
띄이는	띄는	Catching the eye (older spelling)
억시	역시	Also, indeed, as expected (older spelling)
별달음	별다름	Being different or special (older spelling)
관게인지	관계인지	Whether it's related to... (older spelling)
몰니지를	몰리지를	Gathering (emphasized, older spelling)
빠저나오니	빠져나오니	Slipping out (older spelling)
모-단	모던	Modern
몰여서서	몰려서서	Gathered and standing (older spelling)
어쩔쭐을	어쩔 줄을	What to do (idiom, older spelling)
갈팡질팡한다	갈팡질팡한다	To be flustered, confused
벌서	벌써	Already (older spelling)
엘레페다	엘리베이터	Elevator (loanword, older transcription)
안악네들	아낙네들	Womenfolk, housewives (older term/spelling)
아해	아이	Child (older form)
업고	업고	Carrying on the back (older spelling)
서잇는가	서 있는가	Are standing (older spelling)
샛파란	새파란	Bright blue (older spelling)
운전수	운전수	Driver, operator
수집어	수줍어	Shyly, bashfully (older spelling)
얼골	얼굴	Face (older spelling)
삐여저	삐져	Squeezing out (older spelling)
막힌다	막힌다	To be blocked, suffocating
뵈인다	보인다	Are seen, appear (older spelling)
엽에	옆에	Beside, next to (older spelling)
닥처올	닥쳐올	Approaching, impending (older spelling)
마지하여	맞이하여	Welcoming, facing (older spelling)
벌여저	벌어져	Spread out, displayed (older spelling)
발굼치	발꿈치	Heel
붙어	부터	From (older spelling)
늣낀	느낀	Felt (older spelling)
휴게소	휴게소	Rest area
몰나도	몰라도	Even if one doesn't know (older spelling)
휘누른한	휘_	(Meaning unclear, possibly 'tired' or 'dizzy' - related to 휘다 'bend' or 'reel'?) - likely 'weary'/'tired' leg context. Std: 휘청거리는?
올너갓다	올라갔다	Went up (older spelling)
만저볼	만져볼	To touch and see (older spelling)
여긔저긔	여기저기	Here and there (older spelling)
문츰	문득	Suddenly, abruptly (older spelling/form)
않이라	아니라	Is not X but Y (older spelling)
후록꼿트	플록코트	Frock coat (loanword, older transcription)
딸아	따라	Following (older spelling)
우층	위층	Upper floor (older spelling)
아래편	아래편	Lower side/area
끌만	끌 만	Worth attracting
우편	우편	Right side
열여저	열려져	Being open (older spelling)
들끌코	들끓고	Swarming, boiling with activity (older spelling)
몰닌	몰린	Gathered, concentrated (older spelling)
도루	도로	Back, again (older spelling)
물너슬	물러설	To step back, retreat (older spelling)
메여서	메어서	Tied up, packed in (older spelling)
처들고	쳐들고	Holding up (older spelling)
밧버	바빠	Busy (older spelling)
날뛰는	날뛰는	Rushing about wildly
수라장	수라장	Scene of carnage, pandemonium
나와버렸다	나와 버렸다	Came out completely (older spelling)
均一	균일	Uniform price


---------------------------


잡지명	삼천리 제7권 제9호
발행일	1935년 10월 01일
기사제목	새로 落成된 五層樓 和信百貨店求景記
기사형태	소식

새로 落成된 五層樓 和信百貨店求景記
『和信』 요사히 서울 장안 사람들의 입과 입에서는 이 「和信」이 한가지 화제에 오르고 잇슴이 사실이다.
「세게적 권투선수 서정권이가 조선에 나왓다지….」
「그런데 참, 조선이 나흔 무희 최승히도 요사히 서울에 나왓다데.」
으레히 요사히 장안 대로를 활보하는 서울 사람들의 입에서는 이런 종류의 이야기를 엿들을 수 있다.
그런가 하면 그들 중에서는 또한 으레히 이런 말소리가 들닌다.
「여보게, 자네 「화신」상회에 구경 안 갈야나? 15일부터 이쪽 본관으로 이전하고 특별 대매출을 하는데 우리 구경을 안 갈야나.」 확실히 요사히 서울 장안 사람들의 눈과 발을 뭠추게 하는 것은 이 「和信」百貨店이다.
요사히 종로 네거리를 지나는 사람이면 으레히 5층의 거물로 샛하얀 신장을 차린 和信百貨店의 위용을 한번 씩은 가는 발을 뭠추고 처다보고 간다.
한번 큰 火災가 이러난 뒤의 和信은 지난 8월 15일로써 다시금 전에 압서게 5層巨樓에다 새로운 設備와 장치를 하여 놋코 서울 남촌의 三越 丁子屋등 大百貨店들을 목을 길게 내여 뽑고 건니다 보며 웃뜨럼이 종로 네거리에 솟아 잇서, 開舘첫날 이른 아츰부터 貴婦人, 有閑매담에서부터 룸펜에 이르기까지, 장안 사람들은 물밀 듯이 「和信」門前에로 몰여 드러온다.
外部로 보아 5층의 洋關으로 새로운 장식을 다한「和信」은 과연 그 내부는 엇떠하기로 수 만흔 사람들은 그러케도 아츰 아홉시로부터 저녁＜142＞ 열시까지 끗칠 줄을 몰으고 작구 몰여들어 오는가.
8월 15일 아츰 9시 반 기자도 和信新舘移轉을 흥미잇게 기다려 왓든 사람중의 한 사람으로 첫날 아츰으로 「和信」을 행해 거러왓다. 마츰 이날이 日曜日이고 하니 으레히 거저 구경이라도 할 양으로 몰여오는 사람들이 만흐려니 생각하며 安國洞을 거처 종로네거리에 이르럿다.
「和信」本舘의 5층 樓上에는 놉히 「화신」의 표를 그린 붉은 깃대가 蒼天에 놉히 훨훨 휘날니고 잇고 新舘前面으로는 울긋불긋한 커다란 꼿다발 두 개가 달여 잇서 이른 아츰부터 말숙하게 차리고 거리로 흘너 단이는 수만흔 사람들의 시선을 한 군데로 집중 식히고 잇다.
문압에 몰여드는 人波에 휩싸여 나도 그 속에 끼워 드러섯다.
