Magazine Title: 개벽 제71호
Publication Date: 1926년 07월 01일
Article Title: 國葬前後의 留置場生活雜記 (Miscellaneous Notes on Life in the Lockup Before and After the State Funeral)
Article Type: 회고·수기 (Memoir/Recollection)

Miscellaneous Notes on Life in the Lockup Before and After the State Funeral

Our Prediction
June 10th drew closer day by day. Whenever we gathered in the editorial office, we often said things like this:
“No matter what, they won’t leave us alone. We must hurry and finish editing the July issue. Somehow, we must get the July issue out before the 10th.”
Sure enough, our prediction came true exactly as expected.
June 6th – It’s Sunday. I was at the company (社) until morning, then in the afternoon, I went to visit a comrade in Kwanch'ŏl-dong (貫鐵洞) to discuss the expansion of *Kaebyŏk* (開闢擴張). As I was heading back towards the company, passing near the back of T'apkol Park (塔洞公園) after passing the entrance to Sa-dong (寺洞於口), someone suddenly called my name. Turning around, I saw Detective O (O刑事), who always monitored our side (便). Looking very agitated (興奮된 態樣), he said, “Let’s go to the station (署).” When I asked, “Is it an arrest (檢束)?” he replied, “No. There’s something to investigate (取調)...” Investigation! About what? Hearing this, I instinctively felt a knot in my stomach. But figuring that one must face whatever comes in this world (世上), I turned back onto the Sa-dong road, passed the stone monument (石便), went through the back alleys of Chongno (鐘路), <79> and entered the Chongno Police Station (鐘路署). It was around 6 PM, and the day was almost over.

Comrades Being Hauled In One After Another
I was taken up to the Higher Affairs Section (高等係) on the second floor, and it was indeed chaotic. Not a single section member (係員) was sitting at their desk; everyone was bustling about, going in and out, seemingly unable to get their bearings (頭緖). I instantly sensed, “A big incident (事件) has occurred.” As soon as I entered the Higher Affairs Section, a detective immediately led me to a large room (房) at the back. Already, 4 or 5 comrades were in this room, including 3 women (女子) and an elderly man (老人) from the countryside wearing a white traditional hat (白笠) and mourning clothes (喪服). Uniformed policemen (正服巡査) sat watching among them, sparsely seated, ordering, “Don’t talk, don’t look around.” At the entrance (出入門) where I sat, one person stood inside the door (門안) and one outside (門밧게), a total (合計) of two guarding the inside and outside (內外) of the door.
As I sat quietly with my arms crossed, there was a commotion outside, banging and clattering. It felt just like a house on fire.
The electric lights (電燈) came on, and as midnight approached, comrades kept being brought in. Some wore hats (帽子) and outdoor clothes (外出服), while others were just in their undershirts (동저고리) or only their Western suit trousers (洋服 아렛바지)—all sorts. It seemed they were apprehended while eating dinner or out for a walk (散步). By around midnight (밤 열두시), that large room was completely full. Particularly striking were the students, around 5th or 6th grade of elementary school (普通學校). Young students, looking no older than 1st or 2nd graders of middle school (中學校), were brought in still holding the rackets (낫겟) they were playing tennis with. The actions (所行) of those in power (執權者) are indeed grand (宏壯). <80>

A Night on a Plank
Policemen went around asking about dinner and whether we had any money (與否). I wondered if they intended to make us buy our own food again, and felt slightly displeased. A little later, bento boxes (변또) arrived. They were small, wrinkled, undercooked bento boxes with clattering soybean side dishes. The rice was sticky and lacked starch (풀긔), tasting bland like water. Anyway, it was good to eat something.
Sometime late at night, the policeman on duty (守直巡査) handed out several sheets (數枚) of old newspaper (新聞紙) each.
The instruction was to spread them out and sleep on the wooden floor or on the benches. More than wanting to spread it out, I wanted to read it first. Quietly scanning it, I saw it was a supplement (附錄) to this year’s New Year issue (新年號) of the *Tonga Ilbo* (東亞日報). There were New Year contributions (新年 寄書) from socialists (社會主義者) of various countries (各國) like Sakai Toshihiko (堺利彦), Yamakawa Hitoshi (山川均), and some people from China (中國). I guessed these papers had been confiscated (押收藏之). As I finished reading one side (面) and flipped it over, a sword-carrying policeman came over and snatched it away. Thus, the newspaper mattress I was fortunate to get was unfortunately taken away. If I were in a position (形便) to sleep comfortably even on a single sheet of newspaper, I wouldn’t have ended up here—thinking this, I took a bench just over a handspan (뼘) wide, lay stiffly like a corpse on its funeral bier (七星板), unable to move an inch, and spent the night like that on the second floor (二層).

Detectives Become Teachers
When I woke up in the morning, there were considerably more comrades. It seemed they had been rounding people up in cars (自動車) in the early hours of the dawn. <81> After feeding us each a crumpled bento box, they started calling out the names (呼名) of all those people one by one and arranging the seating (座席 整賴), just like taking attendance (出席簿) at the first period (時間) of school (上學). The detectives acted as teachers (先生格), and the uniformed policemen as assistants (助手格). Since the room happened to be set up like a lecture room (講習室格) with a blackboard and a podium, the scene resembled a class (敎授時間) even more. How should one describe this situation at this moment? Haha (呵呵).
After calling the roll (人名簿) for a while, they suddenly pointed out specific names (指名) and pulled them out. I was among the first group. Putting on my clothes, I was led out onto the Chongno street, where a car (自動車) was waiting (等待). I thought, "The lockup must be full, so we're probably going to Sŏdaemun Prison (西大門 監獄)..." But as we drove, the car didn't head towards Sŏdaemun but turned in front of Kwanghwamun Gate (光化門). It happened to be the day of the state funeral procession rehearsal (因山大習儀). Even a brief glance showed the city center (市中) teeming with crowds (人波). Especially in front of Kwanghwamun, pallbearers (轝士軍) in long hemp coats and yellow attire (長巾黃服) were being pushed this way and that. Being escorted by 3 police officers (警吏) along with 3 or 4 other comrades, rushing through that crowd (人波), was truly an unusual feeling.

A Look Around the Police Department Lockup
The car ride (自動車 遊興) was brief. We were soon taken into the Police Department Lockup (警察部 留置場). Taking off clothes, emptying pockets—it was quite chaotic. Entering a room in the central building (東軒 가운대 房), I found an elderly man and a young man (少年) who worked in our company's (社) bindery (製本部) already there. When asked when they arrived, they said early morning. Even when the tiger dies, its family (家族) gathers in one place, <82> and so we humans met again in this lockup. Later, Min Hyŏng (閔兄) from Sales (營業) and Ch'a Hyŏng (車兄) from Editorial (編輯) also ended up sharing this room (同居). Whether this was coincidence (偶然) or fate (必然), there’s no need to elaborate (説明).
My third time seeing a lockup (留置場)! But this was my first time in the Police Department lockup. Like any lockup, this one was about four *pyeong* (approx. 13 sq meters) with wooden walls on three sides (三面 板壁) and a wooden barred window on one side (一面 木窓). Inside, as usual (例), there was one spot equipped (備付) for defecation. Eating in that room, defecating in that room! Thus, living buried in the smell of feces. This is the sole characteristic of today's life behind bars (鐵窓生活). In places like prisons (監獄), the night soil bucket (똥통) is supposed to be taken out every morning (朝), but here, they didn't place a bucket but had a hole leading directly outside. When I first entered this room, as mentioned earlier, there were the two comrades from our company's bindery, Yi Hyŏng (李兄) from the Labor Federation (勞總) who came in the same car (同車) as me, making a total (合計) of 4 people. However, as the afternoon passed, people started coming in one or two at a time, and by bedtime, there was a total of 24 people. That is, 24 people had to share quarters (合宿) in a 4-pyeong room. Who would come here expecting comfort? But the sleeping arrangement every night (每날 밤) was truly miserable. We couldn't lie flat on our backs, so we lay on our sides; we couldn't stretch our legs, so we curled up like hunchbacks. Despite it being summer nights, it got unbearably cold towards dawn (새벽녁). We obtained a few pieces of bedding (보료), relics (遺物) from the former Military Police era (前憲兵隊時代), but they were insufficient. Even so, healthy (건강) people might be able to endure (忍耐) it somewhat, but those who were unwell (不健) before coming in truly <83> couldn't bear it. Among us, a friend (親舊) from Hwanghae Province (黃海道) came in with a chronic illness (宿病). He often cried out in distress (呌苦) that he was dying, but the responsible officials (責任者) there paid no attention (본체 만체). Eventually, we had to cause a commotion (騷動), asking, "Is it okay if someone dies?" Only then would they ask about his symptoms, usually with an angry face and shouting loudly. We don't know the detailed regulations (細規) of the lockup rules (留置場 規 則), but judging by the actual conduct (實地 行事) of those in charge, there wasn't the slightest hint of doing anything for the prisoners (囚人) based on any legal regulations (法規) or obligation (義務的). Everything was done purely—as a display of their own power (示威的) or as a favor (施惠的). For example (例), sprinkling carbolic acid solution (石炭酸水) in the latrine pit every few days—when the time came and we firmly requested (固請) it, they would generally (大槪) get angry and retort in a manner (套) like, "If we want to sprinkle it, we'll do it! What's with the chatter?" I mention this not because it's a huge deal, but because this is typical of how the so-called authorities (當局) operate these days. Even if there is a law (法), they made it for their own convenience, so what can be done? Yet, they disregard even that and act solely based on their own emotions and moods. This is the reality today, even while they claim to be a constitutional state (立憲法國), a state ruled by law (法治國). <84>
(The original text indicates that content from the middle of page 84 to the middle of page 86 is deleted - National Institute of Korean History)

The Problematic June Tenth
June 10th. The problematic (問題) June 10th. From morning (朝), we looked out at the sky visible through the iron bars (鐵窓) to the east, first wondering about the weather (日氣 如何). Then we thought about the connection between the weather and crowd psychology (群衆心理). By now, it must be eight, no, nine o'clock. What was happening outside? Generally (一般), rather than just curious, we were downright anxious (寧히 초조하얏섯다). The policemen doing night duty (宿直) inside the compound (場內) were also quiet, as if waiting for some news, and we too were exceptionally subdued (非常하게 沈靜하얏것섯다). 12 o'clock passed. News trickled in from somewhere. But being news heard inside here, it was extremely fragmented. We idly <86> wished, "If only a new comrade were incarcerated (囚監) in our room now, we could find out the news..." But that wasn't going to happen. We could only gather together affectionately (多情多情) and hold discussions (講話) about the current situation (現下의 形便), thereby trying to make the day meaningful (義意잇게) in our own way. <87>
(The original text indicates that a portion of page 87 is deleted - National Institute of Korean History)

Sounds Heard Inside the Lockup
One last thing to mention is the sounds of the outside world (世上소리) heard inside the lockup. On the first evening, while on the second floor (二層) of the Chongno Station, the sound of hymns (讚美소리) from a nearby Christian Church (基督敎會) was unforgettable for everyone. It seemed to be from the Pyŏngin Evangelistic Association (丙寅傳道會). <87>
However, that sound of hymns grated on the minds of the many people detained (拘囚) inside. One couldn't help but think: who are these fellow Koreans being detained like this, and who are those singing freely (自由) in such large numbers (多數)? Then, at the Police Department Lockup, the clanging sounds of the electric trams (電車소리) morning and evening, and the rumbling sound of automobiles (自働車 소리) dashing by, stimulated (刺戟) our nerves (神經) in various ways. The funniest thing was an elderly man (老人) with some mental instability (精神不健) confined in the room above mine, who, when bored, would shout, "Let me out— I'll treat you— Let me out—" This sound became the most familiar and, at the same time, the most amusing sound to our ears. Whenever this sound arose, everyone (一同) forgot everything else. I wonder where that old man is and how he is doing now...

Farewells and Welcomes in the Lockup
It was the 12th. The day the return procession after the funeral rites (返虞行列) was supposed to end. After dinner finished, policemen started carrying around the roster (人名簿) and calling out names, about four at a time. Many comrades thought they were being released now. Indeed, most were released (放釋) that night. Except for about 20 people, everyone left. In our room too, out of the 20-odd people, all but four, including myself, were released. While some were leaving, another group (一群) was coming in. This group consisted entirely of students (學生). They must have been the students arrested (檢擧) on the day of the state funeral (國葬 당일). The few of us who remained, having bid farewell (作別) to the comrades we were with, joined comrades from other rooms (他 房) to spend the night. Although there were comrades among the newcomers whom I knew well from before, that night and the next day, I felt sad thinking about the comrades who had left earlier. The feelings developed and the friendships (交誼) formed during those few days were unforgettable. It's the evening of the 13th. Again, the policemen came around with small slips of paper, calling out names one by one. Eventually, I was among those called. Thus, most of the hundred-odd (百有餘名) comrades who had shared hardships and joys (同苦同樂) for several days were released. Among those who had been with me, Mr. Yŏm (廉君) and Mr. Kwŏn (權君) remained behind. Since hardship and relief both come entirely from them [the authorities] (도모지 저들에게서 오는 일이라), I came out because I was told to, but my heart ached inexplicably thinking of those two comrades. It wasn't just those two, of course, but human emotions are strange like that. <88>

What Hardship? Only Sorry.
Stepping outside the Provincial Office gate (道廳門), people were coming and going as before. Particularly, walking up along the east wall of Kyŏngbok Palace (慶福宮), the sight of smartly dressed, fashionable men and women (時體男女) pleasure-seekers (遊興兒) coming out from visiting the Exposition (博覽會) struck my eyes as unusually jarring (異常). When I got home, young students (少年學生) from the neighborhood and various comrades from our side came by asking, "How much hardship (苦生) did you endure?" For the next few days, whenever I met acquaintances on the street, they generally offered the same greeting (人事), and some even called the company (社) by phone (電話) to offer those greetings. However, I hadn't particularly suffered hardship (苦生), and in some respects, it was more of a rest (休息) and luxury (豪奢) than being outside. I only felt apologetic (未安) for the rumors exceeding the facts (事實).
This truly is a miscellaneous record (雜記). I've omitted everything unwriteable and just jotted down truly miscellaneous things. Thinking of the comrades I was with, and indeed all the comrades currently in detention (拘囚), (June 15th, Soch'un 小春) <89>

**Summary**

This memoir recounts the author's experience of being preemptively arrested and detained by Japanese colonial police in Seoul around the time of Emperor Sunjong's state funeral in June 1926. Arrested on June 6th, the author, associated with the magazine *Gaebyeok*, describes the chaotic atmosphere at the Chongno Police Station, the diverse group of detainees (including students, women, elderly), the transfer to the overcrowded and unsanitary Police Department lockup, the anxiety surrounding June 10th (the day of the funeral and subsequent protests), and eventual release on June 13th. The author reflects on the arbitrary nature of the detentions, the poor conditions, the indifference of the authorities, and the contrast between the detainees' plight and the normalcy outside. For historians, the article offers a valuable first-hand account of the political climate and police suppression tactics during a sensitive period in colonial Korea. It vividly portrays the lived experience of detention, the types of individuals targeted, the psychological impact on detainees, and provides insights into the atmosphere leading up to the June 10th Movement.

**Named Entities**

貫鐵洞	관철동	Kwanch'ŏl-dong
開闢	개벽	Kaebyŏk
寺洞	사동	Sa-dong
塔洞公園	탑동공원	T'apkol Park
O刑事	O형사	Detective O
鐘路	종로	Chongno
鐘路署	종로경찰서	Chongno Police Station
東亞日報	동아일보	Tonga Ilbo
堺利彦	사카이 토시히코	Sakai Toshihiko
山川均	야마카와 히토시	Yamakawa Hitoshi
中國	중국	China
西大門 監獄	서대문 감옥	Sŏdaemun Prison
光化門	광화문	Kwanghwamun Gate
警察部	경찰부	Police Department
勞總	노총	Labor Federation (likely referring to an early Korean labor organization)
李兄	이형	Yi Hyŏng (Brother Yi)
閔兄	민형	Min Hyŏng (Brother Min)
車兄	차형	Ch'a Hyŏng (Brother Ch'a)
黃海道	황해도	Hwanghae Province
基督敎會	기독교회	Christian Church
丙寅傳道會	병인전도회	Pyŏngin Evangelistic Association
廉君	염군	Yŏm Kun (Mr. Yŏm)
權君	권군	Kwŏn Kun (Mr. Kwŏn)
道廳	도청	Provincial Office
慶福宮	경복궁	Kyŏngbok Palace
博覽會	박람회	Exposition

**Glossary**

國葬	국장	State Funeral
留置場	유치장	Lockup, detention cell
豫言	예언	Prediction, prophecy
編輯室	편집실	Editorial office
갓가워	가까워	To be close, near (older spelling)
하얏다	하였다	Did, was (older form of 하였다)
안흘	않을	Will not (older spelling/form of 않을)
드러	들어	Enter, go in (older spelling)
동무	동무	Comrade, friend (often used in socialist/nationalist contexts)
監視	감시	Surveillance, monitoring
刑事	형사	Detective
態樣	태양	Appearance, manner
署	서	Police station (abbreviation)
檢束	검속	Arrest, roundup
取調	취조	Investigation, interrogation
世上	세상	World
石便	석편	Stone monument/marker (likely refers to a specific landmark)
高等係	고등계	Higher Affairs Section (police dept.)
係員	계원	Section member, clerk
頭緖	두서	Order, coherence; thread (of a story)
直覺的	직각적	Instinctive, intuitive
事件	사건	Incident, event
白笠	백립	White traditional hat (often worn during mourning)
喪服	상복	Mourning clothes
正服巡査	정복순사	Uniformed policeman
밧게	밖에	Outside (older spelling)
붓잡혀	붙잡혀	Being caught, apprehended (older spelling)
변또	벤토	Bento, lunchbox (loanword from Japanese 弁当)
낫겟	라켓	Racket (loanword, likely from 'racket')
執權者	집권자	Person in power
所行	소행	Act, deed, conduct
宏壯	굉장	Grand, magnificent (used ironically here)
守直巡査	수직순사	Policeman on duty
新聞紙	신문지	Newspaper (paper)
附錄	부록	Supplement, appendix
社會主義者	사회주의자	Socialist
寄書	기서	Contribution (written article)
押收藏之	압수장지	To confiscate and store (Sino-Korean reading)
七星板	칠성판	Board used to carry a corpse in a traditional funeral
自動車	자동차	Automobile, car
出席簿	출석부	Attendance book
呼名	호명	Roll call
整賴	정돈	Arrangement, tidying up (整頓 is standard)
先生格	선생격	Acting as a teacher
助手格	조수격	Acting as an assistant
講習室格	강습실격	Like a lecture room
敎授時間	교수시간	Class time, teaching hour
人名簿	인명부	Roster, list of names
指名	지명	Pointing out by name
引導	인도	Guidance, leading
等待	대기	Waiting, standing by (待機 is standard)
監獄	감옥	Prison
因山大習儀	인산대습의	State Funeral Grand Rehearsal (referring to Emperor Sunjong's funeral)
市中	시중	In the city, downtown
人波	인파	Crowd of people
轝士軍	여사군	Pallbearers for a royal funeral
警吏	경리	Police officer
東軒	동헌	Main hall of a traditional government office
製本部	제본부	Bindery department
少年	소년	Boy, youth
營業	영업	Sales, business
同居	동거	Living together, sharing a room
必然	필연	Necessity, inevitability
板壁	판벽	Wooden wall, partition
木窓	목창	Wooden barred window
例	예	Example; usual practice
備付	비부	Equipped with, furnished (備置 is standard)
鐵窓生活	철창생활	Life behind bars (lit. iron-bar life)
똥통	똥통	Night soil bucket, privy bucket
勞總	노총	Labor Federation
合宿	합숙	Staying together, lodging together (often in crowded conditions)
새벽녁	새벽녘	Around dawn (older spelling)
遺物	유물	Relic, artifact
不健	불건	Unwell, unhealthy
親舊	친구	Friend (older Hanja usage)
宿病	숙병	Chronic illness
呌苦	규고	Cry out in distress, wail (less common term)
責任者	책임자	Person in charge, responsible person
本體 만체	본체만체	Ignoring, pretending not to see
騷動	소동	Commotion, disturbance
規 則	규칙	Rule, regulation
細規	세규	Detailed regulation
實地	실지	Actual place, field; reality
行事	행사	Act, deed; event
囚人	수인	Prisoner, inmate
義務的	의무적	Obligatory
氣味	기미	Hint, sign, indication
示威的	시위적	Demonstrative (of power), intimidating
施惠的	시혜적	Beneficent, charitable (used sarcastically)
石炭酸水	석탄산수	Carbolic acid solution (disinfectant)
固請	고청	To request firmly, insist
大槪	대개	Generally, mostly
套	투	Manner, way (often negative nuance)
當局	당국	The authorities
立憲法國	입헌법국	Constitutional state
法治國	법치국	State ruled by law
日氣	일기	Weather
如何	여하	How is it?, what about it?
群衆心理	군중심리	Crowd psychology
一般	일반	General(ly)
寧히	오히려	Rather, preferably (오히려 is standard)
場內	장내	Inside the compound/place
宿直	숙직	Night duty
氣척	기척	Sign, indication of presence (sound or movement)
沈靜	침정	Quiet, subdued, calm
囚監	수감	Imprisonment, incarceration
多情多情히	다정다정히	Affectionately, friendly
現下	현하	Current, present
形便	형편	Situation, circumstances
講話	강화	Discourse, talk, discussion
義意	의의	Meaning, significance
讚美	찬미	Praise, hymn
拘囚	구수	Detention, confinement
刺戟	자극	Stimulation, provocation
精神不健	정신불건	Mentally unsound, mentally ill
一同	일동	All members present, everyone
送舊迎新	송구영신	Seeing off the old and welcoming the new (used here for detainees leaving/arriving)
返虞行列	반우행렬	Return procession after burial rites
放釋	방석	Release (from detention)
一群	일군	A group, a crowd
當日	당일	That day, the day in question
檢擧	검거	Arrest, roundup
作別	작별	Farewell, parting
交誼	교의	Friendship, fellowship
同苦同樂	동고동락	Sharing hardships and joys together
百有餘名	백여 명	Over one hundred people
未安	미안	Sorry, apologetic; uneasy
道廳	도청	Provincial office building
時體男女	시체남녀	Fashionable/modern men and women
遊興兒	유흥아	Pleasure-seeker, reveler (somewhat derogatory)
異常하게	이상하게	Unusually, strangely
苦生	고생	Hardship, suffering
休息	휴식	Rest
豪奢	호사	Luxury, extravagance (used ironically)
雜記	잡기	Miscellaneous notes, jottings
모조리	모조리	Completely, all
正말	정말	Truly, really (older spacing)
-e 

---------------------------


잡지명	개벽 제71호
발행일	1926년 07월 01일
기사제목	國葬前後의 留置場生活雜記
기사형태	회고·수기

國葬前後의 留置場生活雜記
우리들의 豫言
6月 10日이 하루하루 갓가워 왓다. 우리들은 編輯室에 모혀 안즐 때면 각금 이런 말을 하얏다.
『저들이 암만해도 우리를 그대로 두워 두지는 안흘 것이다. 우리는 하루 밧비 七月號를 編輯하고 볼 일이다. 엇더케 하던지 10月 以前으로 7月號를 넘기지 안흐면 안 될 것이다.』
아니나 다를가 우리의 예상은 如實하게도 드러 마젓다.
6月 6日 - 日曜日이다. 나는 오전까지 社에 잇다가 오후에 貫鐵洞의 엇던 동무를 차자 開闢擴張에 關한 議論을 하고 다시 社를 向하야 寺洞於口를 지내 塔洞公園 뒤쪽 쯤을 通할 때에 누구인가 급작스럽게 내의 일홈을 브르는 이가 잇섯다. 도리켜 보니 늘 우리 便을 監視하던 O刑事이다. 그는 매우 흥분된 態樣으로 「署으로 갑시다」한다. 「檢束이요?」한즉 「아니요. 取調할 일이 잇서서...」한다. 取調! 무엇에 對한 것일고? 이 말을 들은 나는 본능적으로 속이 뭉클하얏다. 그러나 世上일이란 당하면 당하는 것이지 하고 寺洞길로 도라 石便압흘 *러 가지고 鐘路 뒷골목으로＜79＞ 해서 鐘路署를 드러서니 때는 오후 6시 경 날은 거의 저물엇다.

그냥 그냥 잡혀 오는 동무들
二層 高等係로 끌려가니 과연 야단들이다. 係員들이라고는 한 사람이라도 제 자리에 안즌 者가 업고 모다 왓다 갓다 나갓닥 드러갓닥하며 自己를 스사로도 頭緖를 못채리는 듯 십헛다. 나는 직각적으로 「큰 事件이 생겻고나」하얏다. 高等係에 드러서자마자 刑事 한 사람은 곳 나를 뒤쪽 넓은 房으로 끌어간다. 이 房에는 벌서 4,5의 동무가 드러와 잇는데 그 中에는 女子가 3人이요 白笠에 喪服 입흔 시골 老人도 한 분 계섯다. 드문 드문히 안즌 그 새에는 正服巡査들이 직혀 안저서 「말하지 마라 도라보지 마라」하고 잇스며 내가 안즌 出入門便에는 門안에 한 사람 門밧게 한 사람 合計 두 사람이 門의 內外를 직히고 잇다.
팔장끼고 가만히 안저 잇노라니 밧게서는 쿵쾅쿵쾅하고 야단들이다. 꼭 불난집 가티 생각되엿다.
전등불이 드러오고 밤즁이 되리만하니 동무들이 그냥 붓잡혀 온다. 帽子쓰고 外出服 입은 이도 잇거니와 그저 동저고리만 입은 이 洋服 아렛바지만 입은 이 가지각색이다. 아마 저녁먹다가 散步 나가다가 그냥 붓들리워 들온 모양이엿다. 이리하야 밤 열두시쯤 되여서는 그 넓은 房안이 그득하게 찻섯다. 中에도 눈 띄우는 것은 普通學校 5,6學年生이다. 中學校1,2學年生밧게 더 못되는 어린 學生들이 테니스치던 낫겟을 들은 그대로 붓잡혀 온 것이엿다. 執權者의 所行이란 과연 宏壯한 것이다. ＜80＞

널쪽 우의 하루 밤
巡査들이 도라 다니며 저녁밥 엇지 된 것을 뭇고 또 가진 돈이 잇는 與否를 뭇는다. 이번에는 또 밥도 제 돈으로써 사먹게 할 작뎡인가 하며 나는 슬근이 속이 조치 못햇더니 조곰 잇다 변또가 드러 왓섯다. 쪽울쪽울하게 날거 빠진 적은 변또에 때굴 때굴 구는 콩장반찬이엿다. 밥은 즐적하고 풀긔가 업서서 물과 가티 심심한 것이엿다. 엇잿던 먹고 나니 조왓다.
밤이 어느 때나 되엿는지 守直巡査가 묵은 新聞紙를 數枚式 돌녀 준다.
그것을 깔고서 마루바닥에서나 걸상 우에서 자라는 말이다. 까는 것보다도 볼 욕심이 압세여서 가만 가만이 그를 눈녀겨 본 즉 금년 東亞日報 신년호 부록이다. 堺利彦이니 山川均이니 또는 中國의 누구 누구이니 하는 各國 社會主義者의 新年 寄書가 잇다. 생각컨대 그 글르써 押收藏之햇든 것인 양이다. 一通을 보고 또 다른 面을 뒤적거리는데 칼찬이가 쪼차오더니 그만 빼아서 가고 만다. 다행히 어든 新聞紙褥를 不幸히 앗기운 셈이다. 單新聞紙 한 張이나마 褥깔고 편히 잘 形便이면 여긔 드러오지를 안헛슬 것이지 - 하고 幅이 한 뼘 남즉한 걸상 하나를 죽은 놈 七星板지듯하고 옴짝 달삭할 수 업시 반드시 누어서 하루 밤을 그 2層에서 지냇다.

刑事는 敎師되고
아츰에 니러나 보니 동무는 훨신 더 느럿다. 새벽 初頭에 自動車 노름들을＜81＞한 모양이엿다. 쪼구랑 변또 한 그룻式을 멕이고 나더니 學校의 첫 時間 上學에 出席簿 부르듯키 그 만혼 사람을 일일 호명해가면서 座席 整賴을 식힌다. 刑事巡査가 先生格이 되고 正服巡査가 助手格이 되엿다. 中에도 그 房은 무슨 講習室格으로 칠판이 걸니고 교단이 잇섯기 때문에 그 모양은 한 층 더 敎授時間과 가름이 잇섯다. 이 때의 이 꼴을 과연 무엇이라 말햇스면 조흘가. 呵呵.
한참 人名簿를 브르더니 그만 누구누구를 지명해서 끌어 내인다. 나도 그 先頭의 한 사람이 되엿다. 옷을 주어 입고 그들의 引導로 鐘路거리를 나서니 自動車가 等待하고 잇다. 留置場이 좁으니까 西大門 監獄으로 가는 것이겟지... 하얏더니 정작 가면서 보니 車는 西大門 쪽으로 가지 안코 光化門 압흐로 드러가고 만다. 마츰 이 날은 因山大習儀인가를 하는 날이라, 暫間보아도 市中에는 人波가 蕩漾한다. 더욱 光化門 압헤는 長巾黃服의 轝士軍들이 이리 몰키고 저리 밀리고 하얏다. 그 속으로 동무 3,4人과 가티 3名의 警吏에게 護衛되야 그 人波 中을 질주하는 맛은 사실 尋常치 안핫다.

警察部留置場 구경
