Magazine Title: 개벽 제71호
Publication Date: 1926년 07월 01일 (July 1, 1926)
Article Title: 最近世界相 (Recent World Affairs)
Author: Not specified
Article Type: 소식 (News)

Recent World Affairs
From May 17th to June 17th

May 17: Due to the general strike, various newspapers in London, UK, which had been suspended for many days, resumed publication starting with this morning's edition. △ A new cabinet was formed by the leader of the German Centre Party.

May 18: Members of the Sangaehoe (相愛會), centered around Pak Ch'un-gŭm and Yi Ki-dong, raided the strike headquarters of the Japanese Musical Instrument Co. in Hamamatsu, Japan, resulting in numerous serious and minor injuries. △ The Honmachi Police Station arrested Pak Che-ho entering from Manchuria and confiscated over 170 volumes of books by Kropotkin. △ The Preparatory Commission for the Disarmament Conference, hosted by the League of Nations, opened in Geneva.

May 19: Chinese workers at the Ōkura-gumi Coal and Iron Company in Fengtien (奉天) began a general strike. △ A new cabinet led by Mr. Caspar, leader of the Belgian Catholic Party, was formed.

May 20: Mr. Yi U-yŏng <79>, who had spent eight years behind bars in the Taegu Penitentiary as an accomplice in the attempted assassination of the Five Traitors, was released from prison. ******The representative meeting passed a resolution on the government's *business settlement plan***. △ Employees of the Chŏnnam Changsŏng Post Office carried out a collective resignation over wage issues, temporarily disrupting communications.

May 21: Hearing reports that workers were planning direct action in a wage dispute at the behest of the labor union, various factory owners in Paris, France, declared a lockout, resulting in 25,000 unemployed. △ The Fengtien-Russian conference resumed in Harbin.

May 22: There was a report that Mr. Abd el-Krim, leader of the Moroccan revolutionary forces, was captured by His Majesty's army. △ The Italian National Fascist Party headquarters prohibited foreigners and women from wearing the black inner clothing (黑內服), a symbol of the Fascist spirit.

May 23: All students of Kyŏngsŏng Medical College met at a location in the city and resolved to make a final demand upon the return of Principal Shiga to the capital, deciding on mass withdrawal if he refused. △ The south hangar of the North-South Aviation Center in Fengtien caught fire, destroying 15 aircraft. △ 80,000 German Communist Party members held a large demonstration march.

May 24: The sulfur mountain in Mie-mura, Kamikawa-gun, Ishikari Province, Hokkaidō, Japan, erupted violently, completely burying nearby villages and causing thousands of deaths. △ Heavy rain fell along the Naktong River area, causing significant damage to barley crops. △ The South African government proposed a bill to its parliament to abolish the British flag. <80>

May 25: A train collision occurred in Munich, Germany, resulting in 25 deaths and over 60 injuries.

May 26: Direct air service between Paris and Berlin commenced. △ A motor vessel fully loaded with 800 boxes of explosives being transported from the Busan Gunpowder and Firearms Company to the Kido Gunpowder and Firearms Store in Kokura City, Japan, went missing, causing great alarm among police authorities in various locations who began a search. △ The Hungarian representative demanded revision of the Treaty of Versailles from the League of Nations. △ The French government formally announced the capture of Mr. Abd el-Krim, the Riff rebel leader in Morocco. △ In Sinch'ŏn-ri, Muryang-myŏn, Yŏnggwang-gun, Chŏnnam Province, a dispute over grass cutting (折草爭議) arose between 400 woodcutters (樵軍) and the mountain owner, resulting in numerous injuries on both sides.

May 27: The appeal trial for Sidae Ilbo reporters Hong Nam-p'yo and Pak Ki-rin opened at the High Court, where the prosecutor demanded a sentence of 5 months imprisonment. △ China's Ts'ao K'un secretly fled Peking.

May 28: Fourteen Nainei Cotton Mills in Shanghai initiated a strike. △ A Danish airplane arrived in P'yŏngyang. △ Due to heavy rain since the 25th, the Nam River in Chinju rose over 17 ch'ŏk (feet), causing significant crop damage.

May 29: The Peking All-Nations **Student General Assembly** <81> and the Kuomintang branch began commemorative demonstration movements for the first anniversary of the May 30th Incident, holding a lantern procession that night. △ At the initiative of Watanabe Teiichirō, head of the Kyŏngsŏng Chamber of Commerce, and several others, Chosŏn's first airplane practice field was newly established in Noryangjin, Yŏŭido. △ In Kusŏk-ri, Chŏngŭp-gun, Chŏnbuk Province, a clash occurred between a Japanese contractor for the Tongjin Water Conservancy Association project and about 500 Korean laborers (工夫), causing a major disturbance temporarily.

May 30: The Shansi Army and the National Army (國民軍) clashed fiercely near Datong, resulting in thousands of casualties, with the National Army ultimately being defeated. △ A large fire broke out in Ch'unch'ŏn-ŭp, completely destroying 6 houses and causing damages amounting to 50,000 won. △ In Shanghai, Chinese student groups, workers, and 237 other organizations held large demonstrations commemorating May 30th, which were calmed down by authorities' control.

May 31: The Franco-Italian Commercial Treaty was concluded. △ The Polish National Assembly elected former president Marshal Piłsudski as the new president, but he declined to take office.

June 1: Portuguese President General Gomes formally resigned.

June 2: Troops under Wú Pèifú's subordinate Tian Weiqian (田維勒軍) joined the National Army and invaded the northern part of Peking, leading Peking to declare martial law.

June 3: A new revolutionary cabinet led by Prime Minister Cabeçadas was established in Portugal. △ The Swedish cabinet <82> resigned en masse due to a vote of no confidence in its unemployment relief measures. The US House of Representatives ratified the agreement settling the French war debt.

June 4: The Belgian House of Representatives approved the ratification of the Washington Eight-Hour Labor Treaty. △ The French Senate approved the ratification bill for the Locarno Treaties.

June 5: The preliminary examination of Sŏng Hak-sŏn, who killed or injured the Japanese man Takayama and several others outside Kŭmho Gate (金虎門), concluded.

June 6: A certain major incident planned mainly by members of Ch'ŏndogyo and other groups was uncovered. Several detectives from the Kyŏnggi Provincial Police Department and Chongno Police Station conducted large-scale searches of the Ch'ŏndogyo Central Temple (天敎堂), Kaebyŏk Publishing (開闢社), and Sangch'uwŏn (常春園). They confiscated tens of thousands of radical documents from the house of Son Chae-gi within the Ch'ŏndogyo Central Temple compound. About 70 Ch'ŏndogyo officials, Kaebyŏk Publishing employees, and other related individuals were arrested. Additionally, several dozen other ideologue (主義者) youths were also arrested. △ In Hamamatsu City, Japan, about 40 workers held a large demonstration march related to the musical instrument strike.

June 7: The Grand Funeral Rites (大習儀) were held.

June 8: Police authorities conducted large-scale searches at dozens of locations belonging to ideologue groups (主義者 團體) in the city, confiscating numerous documents. △ A joint conference hosted by the British Mine Owners' Association to resolve the dispute opened in London.

June 9: The Bartel Cabinet was formed in Poland.

June 10: The State Funeral (國葬) for Emperor Sunjong Hyoje was held. △ A student group centered around students from Chungang High School (中央高普校) and Yŏnhŭi College (延禧專門學校) <83> caused an extraordinary disturbance during the funeral procession by scattering radical leaflets and shouting "OO Manse!", leading to the arrest of hundreds of students on the spot. Amid the chaos, over 160 people suffered serious injuries.

June 12: In Iwaoka Village, Kakogawa District, Hyōgo Prefecture, Japan, landlord Mizusawa Seiichi, tormented by a tenancy dispute (小作爭議), went mad, stabbed his elderly mother and two other family members, and then committed suicide. △ A group from the student soccer team of Tonghŭng Middle School in North Kando arrived in Kyŏngsŏng.

June 13: Arrested on June 6th by the Kyŏnggi Provincial Police Department on suspicion related to the certain major incident, Ch'ŏndogyo officials Yi In-suk, Na Yong-hwan, Ch'oe Sŏng-nyŏn, Yi Chong-rin, and about 10 others; Kaebyŏk Publishing employees Kim Ki-jŏn, Min Yŏng-sun, Ch'a Sang-ch'an, Yi Tu-sŏng; Buddhist figure Han Yong-un; and from the ideologue groups (主義者團體) Kim Pyŏng-il and Yi Chun-t'ae were released. Members of Pak Ch'un-gŭm's gang, the Sangaehoe, attacked the Chosŏn Labor Federation (朝鮮勞總) headquarters in Totsuka, Tokyo, Japan again, seriously injuring Pak Ch'ŏn and 9 others.

June 14: All students of Songdo High School (松都高普校) in Kaesŏng staged a movement to expel the principal and teachers, resulting in the expulsion of the leaders and indefinite suspension for the others. △ Brazil formally notified <84> the League of Nations Secretariat of its withdrawal. △ At the Fuji Minobu Railway construction site in Kubatsuchi Village, Nishiyatsushiro District, Yamanashi Prefecture, Japan, the head of the Sangaehoe forcibly tried to enroll Korean earth workers (土工), leading to a clash between both sides, resulting in 3 tragic deaths and over 50 serious or minor injuries.

June 15: All students of Chech'ŏn High School (堤川高普校) went on a collective school strike over the principal's misconduct (incident where students were handed over to the police station for investigation). △ Due to the catastrophic fall of the French franc, French Finance Minister Péret resigned, followed by the resignation of the entire Poincaré Cabinet. △ Clashes erupted again between Muslim and Hindu communities in Rawalpindi, India, resulting in 8 deaths and 14 serious or minor injuries. △ Tong-a Ilbo reporter Yi Pong-su and Chosŏn Ilbo reporter Hong Tŏk-yu were arrested in connection with a certain incident.

June 16: The Kyŏnggi Provincial Police Department searched the Sŏdaemun-jŏng Bible Institute (西大門町 聖經學院), confiscating a mimeograph machine and other printed materials. They also arrested three students: Yu Chae-hŏn, Kim Tong-jin, and Kim Tong-sŏk.

June 17: Chang Tso-lin entered Peking. △ The Chosŏn Tennis Tournament, hosted by the Chosŏn Sports Council (조선체육회), opened at Kyŏngsŏng Stadium. <85>

**Summary**

This article provides a day-by-day news digest covering international and domestic events from May 17 to June 17, 1926. International news includes political changes (Germany, Belgium, Poland, Portugal, France), labor strikes (UK, China, France, Japan), international relations (League of Nations disarmament, Fengtien-Russia talks, Versailles Treaty revision demands, Franco-Italian treaty, Brazil leaves League), conflicts (Morocco, China), and disasters (Japan volcano, Germany train crash). Domestic Korean news focuses heavily on colonial-era issues: arrests and releases of independence activists (Yi U-yŏng, Sŏng Hak-sŏn) and socialists/nationalists involved in the June 10th Movement preparations centered around Ch'ŏndogyo and Kaebyŏk Publishing; student protests and strikes (Kyŏngsŏng Medical College, Songdo High School, Chech'ŏn High School); labor disputes involving Koreans (Hamamatsu, Chŏngŭp, Yamanashi); the crackdown surrounding Emperor Sunjong's state funeral, including mass arrests of students protesting during the procession; and activities of pro-Japanese groups like the Sangaehoe clashing with Korean workers and organizations.

For historians, this digest offers a valuable snapshot of the intense political and social climate in Korea under Japanese rule during mid-1926. It highlights the widespread anti-colonial sentiment manifesting in student activism and nationalist plots (June 10th Movement), the simultaneous severe police crackdowns, the complexities of Korean labor issues both domestically and in Japan (including conflicts between Korean groups like Sangaehoe and labor unions), and the close surveillance of intellectuals and religious groups like Ch'ŏndogyo. The juxtaposition of international news with these local events underscores Korea's position within the broader geopolitical context of the time.

**Named Entities**

英國倫敦	영국 런던	London, UK
獨逸中央黨	독일중앙당	German Centre Party
朴春琴	박춘금	Pak Ch'un-gŭm
李基東	이기동	Yi Ki-dong
相愛會員	상애회원	Sangaehoe members
日本 濱松	일본 하마마쓰	Hamamatsu, Japan
日本樂器	일본악기	Japanese Musical Instrument (Company)
本町署	본정서	Honmachi Police Station
滿洲	만주	Manchuria
朴濟浩	박제호	Pak Che-ho
크로포도킨	크로포트킨	Kropotkin
國際聯盟	국제연맹	League of Nations
제네바	제네바	Geneva
奉天大倉組煤鐵公司	봉천 대창조 매철공사	Ōkura-gumi Coal and Iron Company, Fengtien
白耳義	백이의	Belgium
가토릭黨	가톨릭당	Catholic Party
까스파	카스파	Caspar
5賊	오적	Five Traitors (Referring to the five ministers who signed the 1905 Eulsa Treaty)
大邱刑務所	대구형무소	Taegu Penitentiary
李宇榮	이우영	Yi U-yŏng
全南 長城郵便所	전남 장성우편소	Chŏnnam Changsŏng Post Office
佛國巴里	불국 파리	Paris, France
勞動組合	노동조합	Labor Union
奉露會議	봉로회의	Fengtien-Russian Conference
哈爾賓	합이빈	Harbin
모록코	모로코	Morocco
압델크림	압델크림	Abd el-Krim
陛下	폐하	His Majesty
伊太利	이태리	Italy
國粹黨	국수당	National Fascist Party (lit. National Essence Party)
京城醫學專門學校	경성의학전문학교	Kyŏngsŏng Medical College
志賀	시가	Shiga (Principal's name)
奉天	봉천	Fengtien
南北航空所	남북항공소	North-South Aviation Center
獨逸	독일	Germany
共產黨	공산당	Communist Party
日本 北海島 石狩國 上川郡 美暎村	일본 홋카이도 이시카리국 가미카와군 미에이촌	Mie-mura, Kamikawa-gun, Ishikari Province, Hokkaidō, Japan
落東江	낙동강	Naktong River
南阿聯邦	남아연방	Union of South Africa
獨逸 문헨	독일 뮌헨	Munich, Germany
巴里	파리	Paris
伯林	베를린	Berlin
釜山火藥銃砲會社	부산화약총포회사	Busan Gunpowder and Firearms Company
日本 小倉市 木戶銃砲火藥店	일본 고쿠라시 기도총포화약점	Kido Gunpowder and Firearms Store, Kokura City, Japan
匈牙利	흉아리	Hungary
벨사이유	베르사유	Versailles
佛國	불국	France
리프族	리프족	Riff tribe
全南 靈光郡 畝良面 新川里	전남 영광군 무량면 신천리	Sinch'ŏn-ri, Muryang-myŏn, Yŏnggwang-gun, Chŏnnam Province
時代日報	시대일보	Sidae Ilbo (Newspaper)
洪南杓	홍남표	Hong Nam-p'yo
朴基麟	박기린	Pak Ki-rin
中國	중국	China
曹鈮	조곤	Ts'ao K'un
上海	상해	Shanghai
內外綿	내외면	Nainei Cotton (Company)
丁抹	정말	Denmark
平壤	평양	P'yŏngyang
晋州 南江	진주 남강	Nam River, Chinju
北京	북경	Peking
國民黨	국민당	Kuomintang (KMT)
京城商業會議所	경성상업회의소	Kyŏngsŏng Chamber of Commerce
渡邊定一郞	와타나베 데이이치로	Watanabe Teiichirō
鷺梁津	노량진	Noryangjin
汝矣島	여의도	Yŏŭido
全北 井邑郡 九石里	전북 정읍군 구석리	Kusŏk-ri, Chŏngŭp-gun, Chŏnbuk Province
東津水利組合	동진수리조합	Tongjin Water Conservancy Association
日人	일인	Japanese person
朝鮮人	조선인	Korean person
山西軍	산서군	Shansi Army
國民軍	국민군	National Army (Guominjun)
大同	대동	Datong
春川邑	춘천읍	Ch'unch'ŏn-ŭp
中國學生團	중국학생단	Chinese Student Group
佛伊	불이	Franco-Italian
波蘭國民議會	파란국민의회	Polish National Assembly
빨스스키元帥	피우수트스키 원수	Marshal Piłsudski
葡國	포국	Portugal
코메츠將軍	고메스 장군	General Gomes
吳佩孚	오패부	Wú Pèifú
田維勒軍	전유록군	Tian Weiqian's Army
카베카다스	카베사다스	Cabeçadas
革命黨	혁명당	Revolutionary Party
瑞典	서전	Sweden
米國	미국	USA
佛	불	France (Abbr.)
白耳義	백이의	Belgium
華盛頓	화성돈	Washington
로카르노	로카르노	Locarno
金虎門	금호문	Kŭmho Gate
高山	다카야마	Takayama (Japanese name)
宋學先	송학선	Sŏng Hak-sŏn
天道敎	천도교	Ch'ŏndogyo
某	모	Certain / Unnamed
京畿道警察部	경기도경찰부	Kyŏnggi Provincial Police Department
鐘路署	종로서	Chongno Police Station
天敎堂	천도교당	Ch'ŏndogyo Central Temple
開闢社	개벽사	Kaebyŏk Publishing
常春園	상춘원	Sangch'uwŏn
天道敎 宗理院	천도교 종리원	Ch'ŏndogyo Central Temple Compound
孫在基	손재기	Son Chae-gi
天道敎會	천도교회	Ch'ŏndogyo Church/Organization
主義者	주의자	Ideologue (Often refers to Socialists/Communists/Anarchists)
英國	영국	United Kingdom
炭坑主	탄광주	Mine Owner
倫敦	런던	London
波蘭	파란	Poland
빠루델內閣	바르텔 내각	Bartel Cabinet
純宗孝皇帝	순종효황제	Emperor Sunjong Hyoje
中央高普校	중앙고보교	Chungang High School (Chūō Kōtō Futsū Gakkō)
延禧專門學校	연희전문학교	Yŏnhŭi College
學生團	학생단	Student Group
日本 兵庫縣 加古郡 岩岡村	일본 효고현 가코군 이와오카촌	Iwaoka Village, Kakogawa District, Hyōgo Prefecture, Japan
水澤政一	미즈사와 세이이치	Mizusawa Seiichi
北間島	북간도	North Kando (Jiandao)
東興中學校	동흥중학교	Tonghŭng Middle School
李仁淑	이인숙	Yi In-suk
羅龍煥	나용환	Na Yong-hwan
崔碩蓮	최석련	Ch'oe Sŏk-nyŏn (Name likely Ch'oe Rin 최린 based on historical context, 崔碩蓮 might be a typo or alias)
李鍾麟	이종린	Yi Chong-rin
本社	본사	This company (Referring to Kaebyŏk Publishing)
金起田	김기전	Kim Ki-jŏn
閔泳純	민영순	Min Yŏng-sun
車相瓚	차상찬	Ch'a Sang-ch'an
李斗星	이두성	Yi Tu-sŏng
佛敎	불교	Buddhism
韓龍雲	한용운	Han Yong-un
金炳一	김병일	Kim Pyŏng-il
李準泰	이준태	Yi Chun-t'ae
朴泉	박천	Pak Ch'ŏn
東京 戶塚	동경 도쓰카	Totsuka, Tokyo, Japan
朝鮮勞總	조선노총	Chosŏn Labor Federation
開城	개성	Kaesŏng
松都高普校	송도고보교	Songdo High School
브라질	브라질	Brazil
日本 山梨縣 西八代郡 久邦土村	일본 야마나시현 니시야쓰시로군 구바쓰치무라	Kubatsuchi Village, Nishiyatsushiro District, Yamanashi Prefecture, Japan
富士身延鐵道	후지미노부 철도	Fuji Minobu Railway
土工	토공	Earth worker / Manual laborer
堤川高普校	제천고보교	Chech'ŏn High School
法貨	법화	French Franc (currency)
뻬레	페레	Péret (French Finance Minister)
뽀리안內閣	푸앵카레 내각	Poincaré Cabinet
印度 라왈덴데이市	인도 라왈핀디시	Rawalpindi, India
回回敎徒	회회교도	Muslims
印度敎徒	인도교도	Hindus
東亞日報	동아일보	Tong-a Ilbo (Newspaper)
李鳳洙	이봉수	Yi Pong-su
朝鮮日報	조선일보	Chosŏn Ilbo (Newspaper)
洪悳裕	홍덕유	Hong Tŏk-yu
西大門町 聖經學院	서대문정 성경학원	Sŏdaemun-jŏng Bible Institute
劉載獻	유재헌	Yu Chae-hŏn
金東鎭	김동진	Kim Tong-jin
金東石	김동석	Kim Tong-sŏk
張作霖	장작림	Chang Tso-lin
朝鮮體育會	조선체육회	Chosŏn Sports Council
京城運動場	경성운동장	Kyŏngsŏng Stadium

**Glossary**

最近	최근	Recently
世界相	세계상	World affairs/situation
發行日	발행일	Publication date
記事	기사	Article
形態	형태	Type; Form
消息	소식	News
同盟罷業	동맹파업	General strike
因하야	인하여	Due to; Because of (Older form of 인하여)
多日間	다일간	For many days
休刊	휴간	Suspension of publication
되엿던	되었던	Which had been (Older past participle form)
本日	본일	Today; This day
續刊	속간	Resumption of publication
首領	수령	Leader
組織	조직	Organization; Formation (of a cabinet)
中心	중심	Center; Core
잇는	있는	Located in; Existing (Older spelling of 있는)
爭議	쟁의	Dispute; Strike
本部	본부	Headquarters
襲擊	습격	Raid; Attack
多數	다수	Numerous; Many
重輕傷者	중경상자	Seriously and lightly injured people
生하고	생하고	Occurred; Arose (Older form, modern 생기고)
滿洲	만주	Manchuria
드러오는	들어오는	Entering (Older spelling of 들어오는)
逮捕	체포	Arrest
著書	저서	Written work; Book
壓收	압수	Confiscation; Seizure
主崔	주최	Hosting; Sponsoring (Likely typo for 主催)
軍縮準備	군축준비	Disarmament preparation
開하다	개하다	To open; To hold (meeting) (Older form)
職工	직공	Worker; Laborer
開始	개시	Start; Commencement
鐵窓生活	철창생활	Life behind bars; Prison life
出獄	출옥	Release from prison
政府	정부	Government
解決案	해결안	Settlement plan; Resolution proposal
決議	결의	Resolution; Decision
郵便所員	우편소원	Post office employee
賃金	임금	Wages
同盟辭職	동맹사직	Collective resignation
斷行	단행	To carry out decisively
通信	통신	Communication
杜絕	두절	Disruption; Severance
諸工場主	제공장주	Various factory owners
使囑	사촉	Instigation; Behest (Possibly 囑託 - entrustment)
賃銀	임은	Wages (Variant of 임금)
直接行動	직접행동	Direct action
듯고	듣고	Hearing; Upon hearing (Older spelling of 듣고)
閉鎖	폐쇄	Lockout; Closure
失業者	실업자	Unemployed person
達하고	달하고	Reached; Amounted to
再開	재개	Resumption; Reopening
革命軍	혁명군	Revolutionary army
司令	사령	Commander
幽閉	유폐	Captured; Confined
表徵	표징	Symbol; Emblem
內服	내복	Inner clothing; Underwear (here referring to the Fascist blackshirt)
及	급	And; As well as
婦女	부녀	Women
着用	착용	Wearing (clothes)
禁하다	금하다	To prohibit; To ban
學生一同	학생일동	All students
會合	회합	Meeting; Gathering
歸京	귀경	Return to the capital (Kyŏngsŏng/Seoul)
待하야	기다려	Waiting for (Older form based on 待)
最後	최후	Final; Last
要求	요구	Demand; Request
不應	불응	Refusal; Non-compliance
