Rank	Word	Frequency
1	하야	512
2	사람	474
3	말	381
4	나	372
5	朝鮮	252
6	우리	199
7	그것	188
8	가티	178
9	섯다	146
10	소리	123
11	생각	121
12	가지	109
13	자랑	99
14	다시	89
15	지금	87
16	무엇	84
17	서서	79
18	아버지	77
19	눈	76
20	기사	75
21	하나	71
22	되엿다	70
23	中國	70
24	모든	69
25	까닭	68
26	생활	68
27	다른	64
28	보고	63
29	모양	62
30	마음	62
31	어머니	61
32	조선	61
33	안이	60
34	대한	56
35	손	56
36	듯이	56
37	무슨	55
38	獨逸	55
39	세계	54
40	하엿다	53
41	다만	50
42	문제	49
43	이나	46
44	이오	46
45	사실	45
46	事實	45
47	집	44
48	물	44
49	나라	43
50	작품	42
51	이의	42
52	사회	42
53	동안	42
54	너	42
55	리하	42
56	사랑	42
57	토지	42
58	형태	41
59	日本	41
60	엇더케	41
61	生活	41
62	정신	40
63	英愛	40
64	발행	39
65	또한	39
66	가슴	39
67	아모	39
68	대표	39
69	제목	38
70	잇슬	38
71	여러	38
72	英國	38
73	잡지	37
74	처음	37
75	여러분	37
76	文學	37
77	개벽	36
78	제호	36
79	로부터	36
80	얼골	36
81	머리	35
82	米國	35
83	학교	34
84	세상	34
85	간다	33
86	외국	33
87	안코	32
88	世界	32
89	더욱	32
90	잇스	31
91	다가	31
92	하니	31
93	녀자	31
94	그때	31
95	同日	31
96	어매	30
97	자기	29
98	보아	29
99	밥	29
100	問題	29
101	필자	28
102	일이	28
103	바다	28
104	그대로	28
105	거리	28
106	서로	28
107	가장	28
108	로써	28
109	民族的	28
110	基督敎	28
111	이요	27
112	오늘	27
113	취졍이	27
114	同時	27
115	農村問題	27
116	저서	26
117	이제	26
118	눈물	26
119	얼마나	26
120	발	25
121	불	25
122	한번	25
123	누구	25
124	이상	25
125	이번	25
126	佛國	25
127	수가	24
128	대하	24
129	이외	24
130	바람	24
131	관계	24
132	매우	24
133	시작	24
134	아아	24
135	먼저	23
136	입	23
137	자긔	23
138	理想	23
139	민족	23
140	여긔	23
141	시간	22
142	만일	22
143	제일	22
144	傾向	22
145	로동자	22
146	江原道	22
147	다음	21
148	하얏다	21
149	이지	21
150	얼마	21
151	대개	21
152	농촌	21
153	당신	20
154	하든	20
155	점점	20
156	어듸	20
157	무리	20
158	잇슴니	20
159	실로	20
160	兩國	20
161	하얏	19
162	남자	19
163	역시	19
164	때문	19
165	보지	19
166	어대	19
167	서울	19
168	마을	19
169	문명	19
170	朝鮮人	19
171	歐洲	19
172	以上	19
173	참으로	18
174	인물	18
175	보기	18
176	고개	18
177	말소리	18
178	上海	18
179	발달	18
180	업슴니	18
181	오늘날	18
182	노력	18
183	價値	18
184	부터	18
185	煽動	18
186	검사	17
187	가운데	17
188	하자	17
189	낫다	17
190	업슬	17
191	關係	17
192	感情	17
193	기후	17
194	全羅道	17
195	高句麗	17
196	오히려	16
197	나무	16
198	학생	16
199	한참	16
200	소식	16
201	누가	16
202	왓다	16
203	도로	16
204	그러케	16
205	주인	16
206	남편	16
207	편지	16
208	제도	16
209	안타	16
210	賠償問題	16
211	무수	16
212	하엿스	15
213	현상	15
214	소개	15
215	다리	15
216	로서	15
217	마는	15
218	하라	15
219	가치	15
220	노래	15
221	사이	15
222	타고	15
223	과연	15
224	지라	15
225	장래	15
226	자랑거리	15
227	역사	15
228	今日	15
229	산업	15
230	정치	15
231	차자	15
232	人類	15
233	勿論	15
234	努力	15
235	에루살넴	15
236	선교사	15
237	興京	15
238	더구나	14
239	자리	14
240	혼자	14
241	사건	14
242	노코	14
243	이란	14
244	거긔	14
245	지방	14
246	일반	14
247	印度	14
248	中國人	14
249	경제	14
250	또스	14
251	社會	14
252	代表	14
253	爲先	14
254	敎育	14
255	運動	14
256	境遇	14
257	교육	14
258	현실	14
259	시대	14
260	平安道	14
261	고구려인	14
262	고구려	14
263	늣김	13
264	당시	13
265	귀	13
266	거나	13
267	구경	13
268	동시	13
269	업스	13
270	아래	13
271	한울	13
272	기도	13
273	해도	13
274	하리	13
275	가트	13
276	원래	13
277	여자	13
278	하겟다	13
279	어서	13
280	必要	13
281	英佛	13
282	亦是	13
283	解決	13
284	北京	13
285	잇슴	13
286	가운	13
287	團結	13
288	黃海道	13
289	승오	13
290	撫順	13
291	正義府	13
292	산수	12
293	現今	12
294	청년	12
295	남녀	12
