잡지명	개벽 제57호
발행일	1925년 03월 01일
기사제목	二月 創作 總評 (February Creative Works General Review)
필자	朴英熙
기사형태	문예평론 (Literary Criticism)

February Creative Works General Review
						Pak Yŏnghŭi

While it's true that there are many kinds of reviews (評), whatever the case, when reading someone else's work, more than anything, there is an impression received from that work. And then, one analyzes it again in detail. However, in writing something this brief, I intend to be faithful more to the ideas than the form, more to the impression than the analysis. Of course, an analytical attitude would be best as far as possible, but analyzing, in a way, seems to disregard the author too much. The implication of destroying something constructed with effort seems too harsh. Therefore, I intend to write down just the commonplace impressions that each short piece gives. However, I want to add one more word that this is not entirely without the writer's subjectivity.

"Telephone (전화)" by Yŏm Sangsŏp - "Chosŏn Mundan (朝鮮 文壇)" February issue
When Mr. Na, the head of the freight section at X Company, gets rid of the telephone that oppresses his situation, his affair with a kisaeng begins. Consequently, the story depicts his main wife's jealousy and, subsequently, the protagonist's life managing two households, culminating in him having no choice but to sell the telephone to his friend's father. For an adulterer, the protagonist is clear-headed. Of course, being a protagonist leading a double life, he shouldn't lean too far in either direction, but in fact, the more it becomes like that, the protagonist's situation would naturally become more painful. There ought to be some considerable melancholy (憫鬱) in the effort to please the kisaeng and please the main wife, but there isn't much. To please the main wife, there were only a pink blouse and gray gloves. The complex psychological state of the main wife and the protagonist's mental anguish in trying to appease her seem necessary. However, this is lacking. Consequently, since the title is "Telephone," it's hard to find the light touch like that of an electric bell (電鐘). Therefore, there's neither the libertine mood of an adulterer's debauchery nor the serious mental anguish of the protagonist's double life. As such, the characters and psychological changes of the kisaeng, the protagonist, and the main wife all feel incomplete together. Furthermore, looking at the author's description, "Thinking that the pink blouse and gray gloves had less effect than even a bandage (伴瘡膏) on her pouting lips, it was regrettable to have only spent <47> 3 won 60 chŏn," evokes a feeling of abnormal sexuality in the reader. To see the wife's pretty, pouting lips (pouting because she is angry) specifically as a boil (種瘡) needing a bandage applied seems, no matter how you look at it, an element of abnormal psychology, nothing else can be said. If it's a nasty boil, one first thinks of a reddish boil filled with pus. No matter how much he dislikes his wife (though judging by his buying her things, it seems he doesn't dislike her that much), seeing her lips as a boil (種瘻?) needing a bandage is, no matter how you look at it, an unhealthy description. However, one could perhaps call it neurotic!

"B Dorm Supervisor and the Love Letter (B 舍監과 러부레터)" by Pinghŏ - "Same [Chosŏn Mundan]"
This short story is about Miss B, the supervisor (舍監) of C Girls' School, who manages the students very strictly, particularly making a fuss, investigating, and tormenting students if love letters arrive. This spinster teacher is discovered by three girl students secretly exchanging words of love with some man on a moonlit autumn night. Since the story is originally short, even if there aren't many contradictions in the description, it sounds plausible. In this novel, I discovered two realms (境地). One is the author's fleshly (肉情的) description ruined by dark-side (暗面) description, and the other is glimpsing a disposition (心質) yearning for a clean new realm (新境地). For example, there's the phrase that B dorm supervisor's hideous face "reminds one of a yellowish, moldy (곰팡스른) dried croaker (굴비)" or the passage about "the bun at the back of her head stuck on like a goat dropping." The sensual description comparing a sallow face to a moldy dried croaker seems too likely to induce nausea (吐氣). Furthermore, if a person's sallow face is said to be like a moldy dried croaker, who wouldn't feel like vomiting! This is sensual description reaching an extreme. At first glance (一見), Baudelaire's sensual sensibility comes to mind. However, seeing the girls shed tears saying, "Oh, how pitiful!" upon seeing Supervisor B suffering from love, the author's disposition (心質) suddenly appears to have a clean human touch. For someone who saw the hair bun as a goat dropping, this feels very different indeed. However, the former seems merely the author's exaggerated description, while the latter seems like the author's true disposition. To put it another way, the former seems like the wail (號呌) of a drunkard (醉者), while the latter seems like the tears of a silent person. I hope the author will not just be faithful to the sensuality that falls behind the times, but advance further and be faithful to the ideas of one pioneering a new realm. If there are solid ideas in simple descriptions, it would be far better than the monologue of a deformed child with a splendid background (배겊 -> likely 배경). <48>

"Poet (詩人)" by Pak Wŏlt'an - "Same [Chosŏn Mundan]"
This creation titled "Poet" was less a novel and more the cry of a poet feeling the sorrow (悲哀) of some reality. It was a short story, merely a skeptical sigh (懷疑的 歎聲) from one incapable (不能한) human, a poet yearning (憧憬) for peace in life, holding sorrow for the struggles of humans in reality. Therefore, things like description are not the issue here, but let's briefly examine the author's state of mind! Seeing the clean white snow piled on the ground and saying, "A time like this must come, with peace and universal love (博愛), and pure beauty (純美) and holiness, where there is no distinction between you and me," is certainly a fine ideal. However, the poem of a poet who failed to think more clearly about the truth of life's battles occurring on the road from the starting point to the destination of how human peace, universal love, and lack of discrimination can exist, will naturally discover, when encountering harsh reality, that the poem has no power whatsoever regarding reality. But if that poem were one derived from actual emotions, leaving behind fantasy ideals, it would surely retain its poetic value steadfastly, no matter what harsh reality it encountered. Fundamentally, since the poem is not for reality, of course, when it meets reality, the poem will end in disappointment from the point of not understanding reality. I find the reason for that disappointment in this work called "Poet."

"Life, which once gone, can never return,
Why do you all
Fight so?" — But what can be done about the life-struggle that requires fighting? If one dislikes fighting, there must be that much understanding of reality. While writing poetry at night, a child's crying leads to a marital quarrel, and the poetic inspiration fled (다러낫다). Therefore, the poet lamented the irrelevance to reality there. However, if he were to go out into society and see realities more miserable than that, he would likely have denied all literature. Of course, realizing from reality that poetry unrelated to reality is a useless thing (無用의 物) is undoubtedly a good thing, <49> but it's regrettable that there's no sign of a resolution for creation with some new literary awakening (覺醒) from that reality. At this point, let us be faithful to reality! Let us be faithful to reality to ensure literary value lasts forever!

"Thirteen Won (拾參圓)" by Ch'oe Sŏhae - "Same [Chosŏn Mundan]"
The story begins with Yu Wŏn, who works away from home, receiving a request from his mother to send 13 won so she can weave cotton cloth (무명) to help with household expenses, and depicts Yu Wŏn's hesitation in asking his employer for this. Reading this, I was perplexed for a while. I really don't know what the author intended to express when writing this piece. If it was to show Yu Wŏn's filial piety towards his mother, the trials that would allow judgment of that filial piety's value are lacking. Also, if the purpose was the psychological description of the constraint and servility in asking someone else for money, then that is truly a commonplace descriptive method beyond measure. If the purpose was psychological description, then that description is too immature. Furthermore, that alone makes it difficult to acknowledge literary value. If, instead, the purpose was the hardship of life, then that hardship lacks the beauty of tension (緊張美) from suffering. Moreover, the part where, on the day Yu Wŏn sent the money to his mother, the mother had a dream where the person who came to collect money set the cotton cloth on fire because she didn't pay, and the mother clung to him and cried, is needlessly ridiculous (우수웁다). It's an unnatural description. The author, of course, tried to make Yu Wŏn's remittance seem more valuable, but it's merely a useless phrase (無用句) stemming from the author's fantasy. The statement that the mother had an ominous dream just as the son sent money is exactly like superstitions such as seeing a corpse at New Year's brings good luck, or dreaming of holding a snake means winning the kye (契 - rotating credit association), nothing but a "clumsy way of doing things (下手なやり方)." It would be better if it were called a practice piece (習作). No, it seems more trial of thought is needed.

"Father (父親)" by Chŏng Inch'ŏl - "Same [Chosŏn Mundan]"
This is a first-person novel, but since the title calls it a creative work, I have no choice but to say a few words (멧마듸) out of respect for others' reputation. To put it bluntly, it resembles an impressionistic essay. There seems to be no description and no ideas. The content seems intended to depict the conflict (葛藤) between a miserly (守錢奴) father and a son yearning <50> for literature. The father tells the son to become a school teacher, while the son asks the father to let him study more, resulting in a narration of the dissatisfaction that arises. However, one wishes the father-son struggle presented by the times were a bit more fierce. The son seems too compromising. Why would he ask such a famous miser to let him study something, talking about so-called literature or whatever? If he's a young man trying to get ahead of the times, he shouldn't just nurse grievances and become a slave to the family, but break free from the family! And thus complete yourself! I can think of no other words than to call it a tedious trifle (小品).

"Eternal Reproach (永遠한 苛責)" by Kim Nang'un - "Saengjang (生長)" February issue

This novel adopts a first-person format. A student protagonist, studying in Seoul, goes down to his countryside home (a family of the propertied class - 有産 階級) during summer vacation (바학) and discovers that Han-a, a kisaeng from Chinju who had been addicted to opium injections (아편침) but was recovering, had rented a room in the outer house (밧갓채) of his home. This kisaeng is, of course, indebted to this family. Then, a love affair develops between the student protagonist and her. However, anticipating that the strict upper-class family would not permit their love, the student protagonist rejects her innocent love. Consequently, the kisaeng commits suicide. Her suicide becomes the protagonist's "eternal reproach" (永遠한 苛責). According to the author's words, it seems the woman initiated the romance first, but from my perspective, it seems the student protagonist thought of romance first. When the protagonist returned to his country home, his mother, speaking of the kisaeng, said:
"Out of pity for her unfortunate situation, we let her stay, but I find it utterly improper. So, think carefully. Now that her illness is almost cured, she could leave, but she shows no thought of leaving, yet we can't tell her to go either." Despite the mother holding such resentful complaints about the kisaeng, the protagonist, that very evening, suddenly has an empty room cleaned inside the main house and escorts (뫼세) her from the outer room to the inner one; this seems not just a matter of public morals (風紀). In fact, if the situation had deteriorated to the point of disturbing public morals, and since her illness was cured, they could have told her to leave, yet pulling (끄을어) her further inside seems suddenly strange. Moreover, why did his mother, who had expressed complaints, have no complaints whatsoever? Why, in such a strict household, was a room prepared inside for a kisaeng whose illness was cured? It's highly suspicious. Also, since it happened in the countryside during the summer, there should naturally be local color (鄉土美), but there isn't even a clod's worth of feeling from a paddy ridge (논두덩). Furthermore, listening to the Chinju kisaeng's conversation, one <51> can never think of her as a country kisaeng. She resembles a dissolute Seoul schoolgirl. The kisaeng's words, "But since I am like a tiny blade of grass (풀닙) floating alone on the wide sea, who knows what wind will blow me how, and what will become of me in the future?" are less speech than the author's writing. When talking of love, could one speak such long and difficult sentences? Moreover, saying, "What cannot be controlled is fate, isn't it?" sounds less like a country kisaeng's words and more like those of Seoul's new women. Seeing her use rhetorical questions like "What is love (연애란 엇더한 것임니까)?" makes the kisaeng Wŏrhyang seem utterly lacking in local color and reminds one of a cunning urban prostitute (賣春婦). Also, the protagonist himself, while saying Wŏrhyang's suicide is his eternal reproach, experienced no trouble whatsoever from his affair with Wŏrhyang. Though he called his family strict, there was no trouble for them, and since there was no incident, we don't even know if his family is strict or not. So, at that time, was the protagonist more dominated by his aristocratic (貴族的) disposition than by his love for Wŏrhyang? Also, leaving everything else aside, there is one thing I want to ask the author. After saying, "Somehow the world seemed sad (슯흔). My heart was inexplicably pained," he immediately follows with, "I put twenty 10-won bills in an envelope and went to bed." But there's no reason given why he put (너허 놋코) those twenty 10-won bills, that is, 200 won, there, nor any result indicating how that 200 won was used. What on earth was that money for? If there had been some relationship with Wŏrhyang one evening, perhaps wasn't it money put aside to pay for sex (화대) and do 'ttasoni' (따손이 - unclear meaning, possibly slang related to paid services)? More than a contradiction, it's a blunder.
It's endlessly pitiful that he couldn't even go somewhere cool during the hot summer but wasted his energy on an insincere love affair in the countryside. More introspection seems necessary.

Pang Ch'unhae's "Murder (殺人)" and Im Yŏngbin's "Incest (亂倫)" in the February issue of Chosŏn Mundan are both incomplete, so regrettably, I cannot review them. Cho Myŏnghŭi's "Into the Earth (땅속으로)" in the February issue of Kaebyŏk is also incomplete, so I did not review it. Pang Handae's "Life of Sun (醇의 生活)" in the February issue of Saengjang is said to be an unfinished manuscript (未定稿), so fearing the review would be unfair to him in the future, I have postponed it and put it aside. Paek Kyŏngyŏng's "The Visitor (來訪者)" is not only short, but the author's ideas or novelistic value are not clearly, no, completely absent, so that too is postponed to the future, and I lay down my brush. As "Yŏngdae (靈臺)" has not yet appeared in the world by the time of this writing, I have no choice but to postpone it to another opportunity. <52>

**Summary**

This article by Pak Yŏnghŭi is a collective review of several Korean short stories published in February 1925, primarily in the literary magazines *Chosŏn Mundan* and *Saengjang*. Pak critiques works by prominent authors like Yŏm Sangsŏp and rising writers like Ch'oe Sŏhae and Pinghŏ. His reviews prioritize the overall impression and ideological content over detailed formal analysis. He criticizes stories for lacking psychological depth (Yŏm Sangsŏp), having "unhealthy" or overly sensual descriptions (Yŏm Sangsŏp, Pinghŏ), lacking realism or connection to social struggles (Pak Wŏlt'an, Chŏng Inch'ŏl), weak plot or character motivation (Ch'oe Sŏhae), and unnatural dialogue or setting (Kim Nang'un). Pak consistently advocates for literature grounded in reality, social consciousness, and "healthy" thought, reflecting his own leanings toward proletarian literature. Historically, this review is valuable as it showcases the critical standards and ideological debates within the Korean literary world in the mid-1920s, particularly the emerging influence of socially committed literature associated with figures like Pak Yŏnghŭi (later a leader of KAPF). It reveals concerns about "decadent" bourgeois themes versus the need for literature addressing social realities and class conflict, and provides a snapshot of the active publishing scene (*Chosŏn Mundan*, *Saengjang*, *Yŏngdae*, *Kaebyŏk*).

**Named Entities**

朴英熙	박영희	Pak Yŏnghŭi
廉想涉	염상섭	Yŏm Sangsŏp
朝鮮 文壇	조선 문단	Chosŏn Mundan
憑虛	빙허	Pinghŏ
朴月灘	박월탄	Pak Wŏlt'an
崔曙海	최서해	Ch'oe Sŏhae
鄭寅喆	정인철	Chŏng Inch'ŏl
金浪雲	김낭운	Kim Nang'un
生長	생장	Saengjang
진주	진주	Chinju
方春海	방춘해	Pang Ch'unhae
任英彬	임영빈	Im Yŏngbin
趙明熙	조명희	Cho Myŏnghŭi
方漢旲	방한대	Pang Handae
白桔梗	백길경	Paek Kilgyŏng (assumed reading, potentially Paek Kyŏngyŏng)
靈臺	영대	Yŏngdae

**Glossary**

엇지 하엿든	어찌 하였든	Anyway, anyhow (older spelling)
만흔	많은	Many, much (older spelling)
밧는	받는	Receiving (older spelling)
업다	없다	To not exist, to lack (older spelling)
갓다	같다	To be like, seem (older spelling)
조켓지만	좋겠지만	Although it would be good (older spelling)
붓치는	부치는	Sending (money); attaching (older spelling)
외입	외도	Having an affair
강짜	강샘	Jealousy (esp. wife's)
비위 맛치랴	비위 맞추랴	Trying to please/humor someone
憫鬱	민울	Melancholy, depression
별노	별로	Particularly, especially (older spelling)
뾰드라진	뾰로통한	Pouting, sulky (describes lips)
반창고 (伴瘡膏)	반창고	Adhesive plaster, band-aid
種瘡	종창	Boil, abscess
고룸	고름	Pus (older spelling)
부스럼	부스럼	Sore, boil
아모리	아무리	However much (older spelling)
사감 (舍監)	사감	Dorm supervisor
다사리며	다스리며	Ruling, managing (older spelling)
곰팡스른	곰팡슨	Moldy (older spelling/form)
굴비	굴비	Dried yellow croaker
뒤통수	뒤통수	Back of the head
염소 똥	염소똥	Goat droppings
관능적 (官能的)	관능적	Sensual, carnal
吐氣	토기	Vomiting, nausea
心質	심질	Innate character, disposition
깻근한	깨끗한	Clean, pure (older spelling)
醉者	취자	Drunk person
號呌	호규	Wailing, crying out loud
배겊	배경	Background (likely typo/variation for 배경)
헐신	훨씬	Much more (older spelling)
나흘	나을	Better (form of 낫다)
부르지짐	부르짖음	Cry, shout, outcry
不能한	불능한	Incapable, incompetent
동경 (憧憬)	동경	Yearning, longing
비애 (悲哀)	비애	Sorrow, grief
회의적 (懷疑的)	회의적	Skeptical
탄성 (歎聲)	탄성	Sigh, groan
박애 (博愛)	박애	Philanthropy, universal love
순미 (純美)	순미	Pure beauty
거륵한	거룩한	Holy, sacred, august (older spelling)
부드칠	부딪칠	To collide with, encounter (older spelling)
다러낫다	달아났다	Ran away, fled (older spelling)
비탄 (悲嘆)	비탄	Lamentation, grief
깨다름	깨달음	Realization, enlightenment
섭섭하다	섭섭하다	To be sad, regretful, disappointed
각성 (覺醒)	각성	Awakening, realization
拾參圓	십삼원	Thirteen Won
무명	무명	Cotton cloth
보태여	보태어	Supplementing, adding to
달나는데에	달라는데에	In asking for (something) (older spelling)
일를 떼 업는	이를 데 없는	Unspeakable, extreme
유치하단	유치하단	Is childish/immature
긴장미 (緊張美)	긴장미	Beauty of tension, suspenseful beauty
까닭업시	까닭없이	Without reason, needlessly (older spelling)
우수웁다	우습다	Funny, ridiculous (older spelling)
下手なやり方	下手なやり方	Clumsy way of doing things (Japanese phrase)
습작 (習作)	습작	Practice piece, etude
수전노 (守錢奴)	수전노	Miser
갈등 (葛藤)	갈등	Conflict
식혀	시켜	Making someone do something (causative, older spelling)
멧마듸	몇 마디	A few words (older spelling)
苛責	가책	Reproach, pangs of conscience
바학	방학	School vacation (older spelling)
나려가	내려가	Going down (older spelling)
유산 계급 (有産 階級)	유산 계급	Propertied class
아편침 (阿片 침)	아편침	Opium needle/injection
밧갓채	바깥채	Outer building/wing of a traditional house
어더들은	얻어들은	Having rented/obtained (a room) (older spelling)
뫼세	모셔	Ushering in, escorting respectfully (older spelling)
풍기 (風紀)	풍기	Public morals
끄을어	끌어	Pulling, drawing (older spelling)
향토미 (鄉土美)	향토미	Local color, beauty of the native place
논두덩	논두렁	Ridge between rice paddies
드리면	들으면	If one listens/hears (older spelling)
넓드란	넓더란	(Reportedly) wide (older spelling)
조고마한	조그마한	Small, tiny (older spelling)
풀닙	풀잎	Blade of grass, leaf (older spelling)
불니어서	불리어져서 / 불려서	Being blown (by wind) (older spelling)
임니까	입니까	Is it? (interrogative ending, older form)
매춘부 (賣春婦)	매춘부	Prostitute
귀족적 (貴族的)	귀족적	Aristocratic
바덧겟지	받았겠지	Must have received (older spelling)
슯흔	슬픈	Sad (older spelling)
너허	넣어	Putting in (older spelling)
놋코	놓고	Putting down, leaving (older spelling)
따손이	따손이	Unclear term (possibly slang related to prostitution/services)
亂倫	난륜	Incest, sexual immorality
未定稿	미정고	Unfinished manuscript
-e 

---------------------------


잡지명	개벽 제57호
발행일	1925년 03월 01일
기사제목	二月 創作 總評
필자	朴英熙
기사형태	문예평론

二月 創作 總評
						朴英熙
評이라고 하면 여러 가지 종류가 만흔 것도 사실이나 엇지 하엿든 남의 작품을 읽을 때에는 무엇보다도 그 작품에서 밧는 인상이 잇다. 그리고는 또 다시 세밀하게 분해를 하게 된다. 그러나 내가 이런 짤막하게 쓰려는 것은 형식보다도 사상에, 분해보다도 인상에 충실하려 한다. 물론 할 수 잇는 대로 분해적 태도가 조켓지만 분해하는 것은 어느 편으로 보면 저자를 너무 무시하는 것 갓다. 애를 써서 구성한 것을 파괴한다는 의미가 너무도 혹독한 것 갓다. 그런 고로 단편 단편 작품이 던저주는 범속한 인상이나 써볼가 한다. 그러나 아주 필자의 주관이 업는 것이 아니라는 것을 한마듸 더하고 십다.

「전화」 廉想涉 作-「朝鮮 文壇」 2월호
X회사 荷物係 주임 나리는 형세에 붓치는 전화를 때자 기생 외입이 비롯되며, 따라서 본처의 강짜를 그리며 따라서 주인공의 두 집 살림 사리에 하는 수 업시 친구의 아버지에게 전화를 파는 것을 주제로 하엿다. 외입쟁이로서는 이지에 맑은 주인공이다. 물론 2중생활을하는 주인공이니깐 어느 곳으로든지 너머 가서는 안이될 일이나, 사실은 그러케 될수록 주인공의 태도는 괴로웁게 될 것이 사실이다. 기생 비위 맛치랴, 본처 비위 맛치랴고 애쓰는 모양에는 매우 고통할 무슨 憫鬱도 잇슬 법 한데, 별노 업고, 본처의 비위 맛치려고는 다만 분홍 적삼과 회색 장갑 뿐이엿다. 본처의 복잡한 심리 상태와 주인공의 발러 마치는 심적 고민이 필요할 것 갓다. 그러나 이것이 부족하다. 따라서 제목이 전화니 電鐘 모양으로 경쾌한 맛도 보기 어렵다. 그러니깐 외입쟁이의 방탕한 遊* 기분도 업고 또한 주인공의 2중생활의 심각한 심적 고민도 업다. 그런 고로 기생이나 주인공이나 본처나 이 3인의 성격이나 심리 변화가 한가지 아울러 불완전한 감이 또한 업지 안타. 더욱이 작자의 묘사가운데 보면 「분홍 적삼과 회색 장갑이 뾰드라진 그 입에 반창고(伴瘡膏)만한 효험도 업는 것을 생각하면 3원 60전만을＜47＞ 보려낸 것이 앵하다」 한 것이 보는 사람으로 변태성욕적 기분을 떠올느게 한다. 본처가 성을 내서 뾰두라진 그 어엽분 입을 하필 그것을 種瘡으로만 보아서 반창고를 붓칠 연상을 한 것을 보면 암만해도 변태 심리의 한 요소라구 할 밧게 다른 말은 업다. 고약하면 위선지지 벌건 고룸 낀 부스럼을 생각하게 하는 것이다. 아모리 보처가 미워도 (무슨 물건을 사다가 준 것을 보면 그리 미웁지도 안은 모양인데) 그 입을 반창고를 부칠만한 種犘�으로 본 것은 아모리 해도 불건전한 묘사다. 그러나 신경적이라구는 할 수 잇겟지!

「B 舍監과 러부레터」 憑虛 作 - 「同上」
C 녀학교 사감인 B 녀사는 학생들을 너무도 엄격하게 다사리며 더욱이 연애편지가 들어오면 기를 쓰고 조사를 하고 학생들을 괴롭게 하는 독신주의인 그 선생이 달 밝은 가을밤에 고요히 아모도 몰으게 어느 사나희와 사랑의 말을 주고 밧는 것을 학생인 세 처녀가 발견하는 짤막한 소설이다. 원래 소설이 짤막하니깐 따러서 묘사에 그리 모순은 업다해도 그럴듯한 말 갓다. 이 소설에서 나는 2대境地를 발견하엿다. 한아는 暗面묘사에 허무러진 작자의 肉情的 묘사와 한아는 깨끗한 新境地를 동경하는 心質을 엿보앗다. 가령 예를 들면 B 사감의 흉악한 얼굴은 「누러케 곰팡스른 굴비를 생각나게 한다」 라는 말이니 「머리 꼬리가 뒤통수에 염소 똥만하게 부튼 것이라든지」 의 구절이다. 누른 얼굴을 곰팡스른 굴비로 보는 관능적 묘사가 너무도 吐氣를 재촉하는 듯 하다. 더욱이 누러케 뜬 사람의 얼굴이 곰팡스른 굴비와 갓다고 할 것 갓흐면 그 누가 토하지 안을 사람이 잇슬 것이랴! 이것은 극도에 달한 관능적 묘사법이다. 一見함에 뽀드레르의 관능적 감각이 생각난다. 그러나 B사감이 사랑에 괴로워하는 것을 보고 「에그, 불상해!」 하고 눈물을 흘리는 처녀를 그린 저자의 心質은 별안간 깻근한 인간미가 잇서 보인다. 뒤통수 머리를 염소똥으로 보든 그로서는 매우 다른 감이 업지 안타. 그러나 전자는 저자의 과장적 묘사 뿐이요, 후자는 저자의 心質갓하 보인다. 또다시 말하면 전자는 醉者의 號呌갓해 보이고 후자는 침묵자의 눈물갓해 보인다. 바라건대 작자는 시대에 떠러지는 관능에만 충실할 것이 안이라 좀 더 나아가서 新境地를 개척하는 자의 사상에 충실하기를 바란다. 儉朴한 묘사에 견실한 사상이 잇다 하면, 화려한 배겊�을 가진 기형아의＜48＞ 독백보다는 헐신 나흘 것이다.

「詩人」 朴月灘 作 - 「同上」
이 「詩人」이라는 창작은 소설보다도 어느 현실의 비애를 늣기는 시인의 부르지짐이엿다. 한낫 不能한 인간의 한 사람인 그는 인생 평화를 동경하는 시인은 현실의 인간에 투쟁에 비애를 품고 회의적 탄성에 불과한 짤막한 이야기엿다. 그런 고로 묘사가튼 것은 본래 문제도 되지 안커니와 이에 잠간 저작의 심경을 살피여 보자! 지상에 싸힌 깻긋한 백설을 보고 「평화와 박애, 그리고 순미하고 거륵한 너와 나의 구별이 업는 이러한 시절이 와야 할 것이라 하엿다」 하는 말은 물론 조흔 이상일 것이 사실이다. 그러나 엇더케 해야 인간의 평화가 잇고, 박애가 잇고, 차별이 업겟다는 그 출발점에서 도착점까지의 길 우에서 일어나는 인생의 전투의 진상을 좀 더 확실히 생각하지 못한 시인의 시는 괴로운 현실에 부드칠 때에는 응당 그 시가 현실에 대해서는 아모러한 능력이 업는 것을 발견할 것이 사실이다. 그러나 그 시가 공상적 이상을 떠나 실제적 감정에서 나온 시랄 것 갓흐면 물론 아모러한 괴로운 현실을 맛날지라도 의연히 시적 가치를 보유하고 잇슬 것이다. 근본 그 시가 현실을 위한 시가 아니니깐 물론 현실을 맛날 때에는 그 시는 현실을 이해하지 못하는 점에서 실망하고 말 것이다. 그 실망하는 원인을 이 「詩人」이라는 작품에서 발견하겟다.

「한 번 가면 다시 못 올 인생을
너희는 웨 그리
싸호랴느냐 ― 」 그러나 싸와야 하는 인생생활을 어이 할 것이랴? 싸홈이 시르면 그만큼 현실에 대한 이해가 잇서야 할 것이다. 시를 쓰다가 밤에 어린애가 울음으로 부처간 말다툼이 되어서 시상이 다러낫다. 그럼으로 그 시인은 그곳에서 현실과의 무관계를 비탄하엿다. 그러나 사회에 나와서에 그보담 더 비참한 현실을 볼 것이면 그는 문학 전부를 부인하엿슬 것이다. 물론 현실에서 비현실에 시를 無用의 物이라는 깨다름은 조흔 일에 틀리지 ＜49＞ 안치만 그 현실로서 문학적 무슨 새로운 각성의 창작의 결심이 보이지 안는 것이 섭섭하다. 이 점에서 우리는 현실에 충실하자! 문학적 가치를 영원히 잇게 하기 위해서 헌실에 충실하자!

「拾參圓」 崔曙海 作 - 「同上」
