Magazine Title: 삼천리 제9권 제1호
Publication Date: 1937년 01월 01일
Article Title: 張德秀 博士의 歸國 第一聲, 14년만에 12월 下旬 서울에 歸하다 (Dr. Chang Tŏksu's First Words Upon Returning Home, Comes Back to Seoul in Late December After 14 Years)
Author: Not specified (Interviewer)
Article Type: 대담·좌담 (Interview/Discussion)

Dr. Chang Tŏksu's First Words Upon Returning Home, Comes Back to Seoul in Late December After 14 Years
The renowned critic, who left a great legacy (足跡) in the peninsula's journalism world and subsequently crossed the Pacific while holding the position of Vice President of the Dong-A Ilbo to study in the United States (米國), completed his planned studies and returned to his homeland on December 17th after 14 years. On a certain evening during a dusk filled with the north wind (朔風), we visited him at his place below Naksan mountain in Seoul. The following is a question-and-answer session covering several points as his first words after returning home. <57>

1. What Did You Study in the US?

Q - Under what circumstances did you study in the United States?
A - I left Korea (朝鮮) on April 21st, Taishō 12 (1923). At that time, when the cherry blossoms in Tapdong Park were green and Mt. Pugak and Mt. Namsan were just turning verdant with new growth (新綠), I left Namdaemun Station amidst the farewells (石別) of many friends (同務), passed through Tokyo (東京), and the place I arrived was Richmond (此米), Galloni State (갈로니州). Galloni State is a place of scenic beauty (山水明眉) located between Washington and California. I entered the Journalism Department at the State University there. As I believed I had already learned most of the theory of journalism while attending Waseda University (早稻田大學), I stayed there for one year with the intention of primarily learning the techniques (技術). Originally, it takes four years (4個年) to graduate, but I suppose I completed in one year what others do in four.

Q - Was your sole purpose when leaving Korea just to study journalism?
A - Since I was currently working as a newspaper reporter, I first chose the Journalism Department to pursue that. After that, I entered Columbia University (컬럼비아대학) and studied politics and economics, focusing mainly on politics, and particularly devoted effort (致力) to law and history as well.

Q - We heard news that you spent quite a long time obtaining your doctorate?
A - Yes, I did. I passed the M.L. [Master of Laws?] examination in Taishō 14 (1925). For the doctoral dissertation (박사논문), the supervising professor typically assigns a special topic that others haven't researched. Then the student (學從) undertaking the exam is supposed to conduct repeated research under that topic. And so, he assigned me:
"The British Method Regarding Industrial Peace (산업평화)"
Since the research topic was related to Britain (英國), I judged it would eventually (必竟) be better to be in Britain, so I crossed over to London (倫敦) in Shōwa 4 (1929). There, I registered at the University of London (倫敦大學) and attended the National Museum (國立博物舘) daily for three years (3個年), studying and writing a 750-page dissertation (typed on a typewriter) on the subject. Then, in Shōwa 6 (1931), I returned to the United States and submitted the dissertation to Columbia University. However, because the volume (分量) was too vast (浩翰), the university professors who were the examiners (審査員) didn't have time to read it, so I received the order to revise (改著의 命) it, making it much ( 훨신) shorter. So, putting in the effort again, I started rewriting from the first line to the last, eventually shortening it (주렸읍니다) to 370 pages.

Q - So you essentially wrote it twice. <58>
A - It was something like that. So, after submitting the 370-page dissertation, the final examination (最終試驗) was scheduled for May 20th last year (Shōwa 11 - 1936). This final examination involves the supervising professor and 11 examiners sitting in attendance (列席하여 안저서), asking detailed questions (遂條質問) about the manuscript I had submitted to each examiner, and requesting further explanations—that's how it goes. As a result, it passed without issue (무사통과) the next day, the 21st.

Q - That's wonderful news (깁부올시다).
A - There was another hurdle (難關) after that. This approved dissertation must be printed in a minimum (最小限度로) of 75 copies. When 75 copies are printed and obligatorily submitted to the Columbia University library, they send them to university libraries nationwide (全國大學). However, printing this costs about 800 won for the printing cost (印刷費) alone, excluding the binding cost (製本費). But I lacked the funds (돈이 부족해요). I paid 650 won, and the university paid the shortfall (不足額) in printing costs and the entire binding cost. Since it was being printed anyway (旣往), we printed 800 copies in total (모다), of which I get to keep 25. Although I finished the proofreading (校正), due to the schedule (日字關係로), I came without seeing the bound copies come out, but the book will arrive soon (不久에) here in Seoul where I am.

Q - So you came back having fully received your doctorate degree?
A - Originally, they don't issue the certificate (許可狀) until after all procedures, including the printing, are completed. However, I explained my situation—that after finishing over 10 years (10餘年) of study, if I couldn't take it with me now as I was leaving to spend Christmas with my mother in my homeland (故土), my mother first and foremost (첫재) would be quite sad—so they specially granted it (드려주어), and I brought it with me.

Q - When you came back, did you depart from Los Angeles?
A - I was in New York, then arrived in Los Angeles on November 16th, but just then (마츰) there was a general strike (同盟罷業), making departure impossible, so I returned to San Francisco (桑港) and left from there. In the end (結局), I returned after 10 and a half years in the US and 3 years in Britain, a total (모다) of 13 years and 6 months.

2. Are the Compatriots in the US Well?

Q - While you were in the US, you must have met everyone who came from Korea?
A - Yes, I met most (大槪는) of them. There were quite a lot (퍽으나) of people, so I can't remember each one (一一히), but I met Mr. Kim Sŏngsu (金性洙氏) in London, Mr. Hŏ Hŏn (許憲氏) in New York, and Mr. Ch'oe Rin (崔麟氏) in Washington (華盛頓). <59>

Q - Did you always (늘) meet with people like Sŏ Chaep'il (徐載弼) and Yi Sŭngman (李承晩)?
A - During my 10 years in America, I was mainly (주로) buried (파뭇처) in academic pursuits (學術方面), so I didn't have frequent (자조) opportunities to meet them.

Q - What are the living conditions (生活狀態) of the compatriots (同胞) there?
A - There are about 10 students (學生) in New York, and many others in various places like Washington, San Francisco, Los Angeles, etc. About 30 percent (30파센트) of the resident compatriots (在留同胞) are students, 20 percent (20파―센트) are people engaged in commerce (商業) or industry (工業), and 50 percent (50파―센트) are those working as hired help (雇傭사리) in others' homes (남의 집). If you work as hired help, they give you 60 dollars (60弗) including room and board (입먹고), so you receive about 180 to 200 won each month. Even after buying clothes, about 150 won remains. Therefore (그러하니), life can be considered affluent (裕福한). So, although it's the best place to study while working (苦學하기는), they don't allow entry (入國을 식혀지 안어요) if you are a working student (苦學生). Therefore (그러기에), you have to enter a university as if you have money (돈 있는드시), and then take the path of working while studying (苦學의 길). Because I used the tuition fees (學費) sent from the Dong-A Ilbo (東亞日報社), I didn't work while studying (苦學은 하지 안었음니다). And one thing (한가지) to be proud of is Mr. Kang Yonghŭl (姜龍屹氏), who is a professor at New York University. He currently holds great (絶大한) fame (名聲) in the literary field (文學方面) within American philosophical circles (米國哲學論壇), and there isn't a newspaper or magazine where his writing doesn't appear. He is truly (참으로) someone to be proud of from an Eastern (東洋的) perspective.

3. The State of the American Media (言論界)

Q - Looking at American newspapers and magazines, many political and current affairs articles (政治 時事論文) signed (署名한) by prominent figures (高貴한 이들) like President Roosevelt appear. Are those all personally written (自筆) by the President?
A - [Response marker missing, assumed 'A'] Looking at the general trend (一般的 傾向) in the American media world, there are many interview articles (訪問記). A star reporter (名 記者) goes, exchanges opinions with the person, returns, writes it up, and then publishes it after it has once (一旦) undergone the President's review (檢閱). And even for that interview article, they always (必是) write the name (姓名) of the reporter who wrote it. Also, even for articles published under the President's own name (自身의 일홈으로), a reporter first (一段) goes, listens to his thoughts, composes the text (文章을 만들어), takes it back again (다시 가지고 가서), and only after receiving the President's signature (싸인) is it published under the President's name.
Therefore (그러기에), each newspaper company (新聞社) and major magazine company has many star reporters; they have specialized star reporters (專門的 名記者) who specialize only in politics if it's the political section (政治面), or only in economics if it's economics, and have them actively working (縱橫으로 活躍식힙데다).

Q - What issues do they generally cover (取扱)?
A - American (아메리까) newspapers all (모다) discard the mundane (平凡한 것을 버리고) and enjoy writing (즐겨 써요) about extraordinary (突飛한!), <60> sensationalistic (센세슌나리틱한 것) things. For instance, an article stating a dog bit a person might be ignored (沒書), but if it's an article saying a person bit a dog, they give it major coverage (大書特書) and handle it sensationally (煽情的으로).

4. Impressions After Returning Home, Future Plans

Q - Since coming to Seoul, have you already (벌서) met many people?
A - Yes, I have met many people. Mr. Yŏ Unhyŏng (呂運亨氏) too, and Mr. Pang Ŭngmo (方應謨氏)... But they have all (모다) aged (늙었음데다). Mr. Yŏ Unhyŏng, too, when he was in Shanghai (上海), seemed vigorous (몸도 파락고 - likely 팔팔하고) and full of vitality (元氣旺盛), but meeting him now, he lacks the vitality (元氣) of that time, and his spirit/mind (마음) seems to have aged too.

Q - What will you do from now on (今後로)?
A - Since the Dong-A Ilbo is now in that situation (저 形便), I, as one of the executives (幹部), have resigned taking responsibility (引責辭職), but in the future too (앞으로도), I will devote myself (몸을 바치겠읍니다) to the Korean media world (朝鮮言論界).

Q - What are your impressions regarding Korea's social situation (社會政勢)?
A - It hasn't been many days since I returned (도라온지 몇을 아니 되어), so I don't know well, and for now (아즉은), I don't want to speak about it.

Q - What was your impression when you first set foot on the peninsula (半島) after 14 years?
A - The thought occurs (생각이 나요) that Korea has changed a lot! Riding the Gyeongbu Line (京釜線), I saw trees that weren't there 10 years ago covering the mountains greenly (산을 푸르게 덥고), electricity (電氣) has become greatly (몹是) widespread (普及되었고), and the city streets (市街) of Seoul have also changed a lot. First of all (爲先), here below Naksan (駱山) where my house is now, in the old days (녯날엔) there were no houses (人家), but now it forms a village (部落). I can see that material civilization (物質文明) has developed significantly (만히). Still (아직), things like roads (道路같은 것은), compared to the US (米國), fall far short (훤신 떠러지지많은)―.(End) <61>

**Summary**

This 1937 article interviews Dr. Chang Tŏksu upon his return to Seoul after 14 years studying abroad. He details his academic journey starting with journalism at a state university in "Galloni State" (possibly Virginia or California, the text is ambiguous) after leaving his post at the Dong-A Ilbo in 1923, followed by studies in politics, economics, law, and history at Columbia University. He recounts the arduous process of writing and revising his doctoral dissertation on British industrial peace, including three years of research in London, the final examination, and the challenges of getting it published. Chang also comments on the lives of Korean compatriots in the US, noting many work menial jobs but can earn a decent living, and highlights the literary success of Kang Yonghŭl. He briefly discusses US journalism practices and his initial impressions of a changed Korea, observing reforestation, electrification, and urban development in Seoul, while declining to comment extensively on the current social situation soon after his return.

For historians, this interview offers valuable insights into the experiences of a prominent Korean intellectual pursuing advanced education abroad during the colonial period, including the specific fields of study, the institutions attended (Waseda, Columbia, University of London), the financial and procedural hurdles faced (like dissertation printing costs), and interactions (or lack thereof) with other notable overseas Koreans like Kim Sŏngsu, Hŏ Hŏn, Ch'oe Rin, Sŏ Chaep'il, and Yi Sŭngman. His observations on the material changes in Korea after a 14-year absence and his intention to return to journalism despite the circumstances of the Dong-A Ilbo are also significant. The mention of specific figures like Kang Yonghŭl provides context on the diverse activities of Koreans in the diaspora.

**Named Entities**

張德秀	장덕수	Chang Tŏksu
東亞日報	동아일보	Tong-A Ilbo
米國	미국	Miguk (United States)
朝鮮	조선	Chosŏn (Korea)
大正 12년	대정 12년	Taishō 12 (1923)
塔洞公園	탑동공원	T'apdong Kongwŏn
北岳	북악	Pugak
南山	남산	Namsan
南大門驛	남대문역	Namdaemun Yŏk
東京	동경	Tonggyŏng (Tokyo)
此米	차미	Ch'ami (Richmond?)
갈로니州	갈로니주	Galloni Chu (Galloni State - Virginia? California? Ambiguous)
州立大學新聞科	주립대학신문과	Churip Taehak Sinmunkwa (State University Journalism Department)
早稻田大學	조도전대학	Choadae Taehak (Waseda University)
컬럼비아대학	컬럼비아대학	K'ŏllŏmbia Taehak (Columbia University)
大正 14년	대정 14년	Taishō 14 (1925)
英國	영국	Yŏngguk (United Kingdom)
昭和 4년	소화 4년	Shōwa 4 (1929)
倫敦	윤돈	London
倫敦大學	윤돈대학	London Taehak (University of London)
國立博物舘	국립박물관	Kungnip Pangmulgwan (National Museum)
昭和 6년	소화 6년	Shōwa 6 (1931)
昭和 11년	소화 11년	Shōwa 11 (1936)
로―샌젤스	로스앤젤레스	Ro-saenjelsŭ (Los Angeles)
뉴욕	뉴욕	Nyuyok (New York)
桑港	상항	Sanggwang (San Francisco)
金性洙	김성수	Kim Sŏngsu
許憲	허헌	Hŏ Hŏn
崔麟	최린	Ch'oe Rin
華盛頓	화성돈	Hwasŏngdon (Washington D.C.)
徐載弼	서재필	Sŏ Chaep'il
李承晩	이승만	Yi Sŭngman
姜용흘	강용흘	Kang Yonghŭl (Note: Hanja '屹' is unusual for this name, usually 龍 Hŭl)
루―즈벨트大統領	루스벨트 대통령	Ru-jŭbelt'ŭ Taet'ongnyŏng (President Roosevelt)
아메리까	아메리카	Amerikka (America)
呂運亨	여운형	Yŏ Unhyŏng
方應謨	방응모	Pang Ŭngmo
上海	상해	Sanghae (Shanghai)
京釜線	경부선	Kyŏngbusŏn (Gyeongbu Line)
서울	서울	Sŏul (Seoul)
駱山	낙산	Naksan

**Glossary**

博士	박사	Doctor; Ph.D.
歸國	귀국	Returning to one's country
第一聲	제일성	First words/statement upon an occasion
下旬	하순	The last 10 days of a month
좌담	좌담	Symposium; discussion; round-table talk
足跡	족적	Footprints; (fig.) legacy, achievements
太平洋	태평양	Pacific Ocean
유학	유학	Studying abroad
끗마치고	끝마치고	Finishing (older spelling)
도라온	돌아온	Returned (older spelling)
朔風	삭풍	North wind; cold wintry wind
夕暮	석모	Evening; dusk; twilight
밋	밑	Under; below (older spelling)
찻다	찾다	To visit; to find (older spelling)
爲先	우선	First of all; before anything else
하섰습니까	하셨습니까	Did (honorific, older spelling)
이었읍니다	이었습니다	Was/Were (formal, older spelling)
벗꽃	벚꽃	Cherry blossom (older spelling)
바야흐로	바야흐로	Just at the moment; newly
신록	신록	New green leaves; fresh verdure
동무	동무	Friend; comrade (common term at the time, later associated more with North Korea)
석별	석별	Parting; farewell
밧으며	받으며	Receiving (older spelling)
山水明眉	산수명미	Scenic beauty (Hanja phrase)
단닐	다닐	To attend (school, etc.) (older spelling)
거지반	거의 반	Almost half; mostly
믿엇음으로	믿었으므로	Because (I) believed (older spelling)
있었오이다	있었소이다	Was/Were there (deferential, older formal ending)
4個年	4개년	Four years (using 個 for year counter)
뿐이었어요	뿐이었어요	Was only... (colloquial ending)
致力하다	치력하다	To devote effort to
퍽으나	퍽이나	Very; quite a lot (older form)
세월	세월	Time; years; times
보내섯다든데요	보내셨다던데요	Heard that (you) spent (time) (honorific, older spelling/ending)
그랬읍니다	그랬습니다	That's right; Yes, I did (formal, older ending)
파스하였고	패스하였고	Passed (an exam) (loanword 'pass' + 하다 verb)
박사논문	박사논문	Doctoral dissertation
주임교수	주임교수	Supervising professor
學從	학도	Student (especially one devoted to learning)
필경	필경	After all; eventually; in the end
籍을 두다	적을 두다	To be registered; enrolled
國立博物舘	국립박물관	National Museum
浩翰하다	호한하다	Vast; voluminous
심사원	심사원	Examiner; reviewer
훨신	훨씬	Much; far (more) (older spelling)
改著	개저	Revision (of a writing)
밧었지요	받았지요	Received (older spelling)
주렸읍니다	줄였습니다	Shortened; reduced (older spelling)
세음임니다	셈입니다	It counts as; It means (older spelling)
그려	그려	Indeed; right (older interjection/particle)
최종시험	최종시험	Final examination
列席하다	열석하다	To attend (a meeting, ceremony, etc.)
遂條質問	축조 질문	Article-by-article questioning; detailed questioning
翌日	익일	The next day (Sino-Korean term)
무사통과	무사통과	Passing without incident
깁부올시다	기쁘올시다	Am glad/pleased (deferential, older formal ending)
난관	난관	Difficulty; obstacle; barrier
최소한도	최소한도	Minimum limit
제본비	제본비	Binding cost
인쇄비	인쇄비	Printing cost
가량이 듬니다	가량이 듭니다	Costs about... (older spelling/ending)
부족액	부족액	Shortfall amount; deficit
박엿습니다	박았습니다/찍었습니다	Printed (older spelling, likely relates to '박다' - to print using blocks/type)
旣往	기왕	Since it is already the case; now that
교정	교정	Proofreading
일자관계로	일자 관계로	Due to the date/schedule
不久에	불구에	Soon; before long (Sino-Korean term)
올 것이외다	올 것이외다	Will come (deferential, older formal ending)
아조	아주	Completely; totally (older spelling)
밧아가지고	받아 가지고	Having received (older spelling)
오섯서요	오셨어요	Did (you) come? (honorific, older spelling)
許可狀	허가장	Permit; license; certificate
끗맛치고	끝마치고	Finishing (older spelling)
故土	고토	Homeland; native soil
첫재	첫째	Firstly; number one; my (as in 'my mother')
이약이하였드니	이야기하였더니	When I explained/told the story (older spelling)
드려주어	드려주어	Giving (honorific passive/causative form)
나왓서요	나왔어요	Came out (older spelling)
떠낫서요	떠났어요	Did (you) leave? (older spelling)
마츰	마침	Just then; coincidentally (older spelling)
동맹파업	동맹파업	General strike; joint strike
업서서	없어서	Because there isn't/wasn't (older spelling)
10년반	10년 반	Ten and a half years
同胞	동포	Compatriots; fellow countrymen
平安하신가	평안하신가	Are (you/they) well/peaceful? (honorific)
게실 때	계실 때	When (you/one) were there (honorific)
맛낫슬걸요	만났을걸요	(You) probably met them (older spelling)
대개는	대개는	Mostly; generally
일일히	일일이	One by one; individually (older spelling)
학술방면	학술방면	Academic field/area
파뭇처	파묻혀	Buried in; engrossed in (older spelling)
자조	자주	Often; frequently (older spelling)
업섯서요	없었어요	Didn't have; There wasn't (older spelling)
생활상태	생활상태	Living conditions; state of life
재류동포	재류동포	Resident compatriots (abroad)
파센트	퍼센트	Percent (loanword, older spelling)
고용사리	고용살이	Working as hired help; being employed
입먹고	입 먹고	Including food and lodging ('mouth to feed')
弗	불	Dollar (symbol/character used for currency)
밧지요	받지요	Receive (colloquial ending, older spelling)
남슴니다	남습니다	Remains; is left over (older spelling)
그러하니	그러하니	Therefore; so; thus
유복하다	유복하다	Affluent; wealthy; well-to-do
세음이지요	셈이지요	It counts as; It means (older spelling)
고학	고학	Studying while working hard (often due to poverty)
식혀지 안어요	시키지 않아요	Does not allow/make (someone do something) (older spelling/form)
그러기에	그러기에	Therefore; for that reason
드시	듯이	As if; like
안었음니다	않았습니다	Did not do (formal, older spelling)
絶大하다	절대하다	Absolute; great; immense
명성	명성	Fame; reputation
東洋的	동양적	Eastern; Oriental
언론계	언론계	Media world; journalism
形便	형편	Situation; circumstances
高貴하다	고귀하다	Noble; high-ranking
署名하다	서명하다	To sign (one's name)
自筆	자필	One's own handwriting
訪問記	방문기	Interview article; account of a visit
檢閱	검열	Censorship; inspection; review
經하다	경하다	To pass through; undergo
일홈	이름	Name (older spelling)
싸인	사인	Signature (loanword 'sign')
縱橫	종횡	Lengthwise and crosswise; (fig.) freely, widely, actively
활약식힙데다	활약시킵디다	Make active; cause to be active (older causative form)
取扱하다	취급하다	To handle; treat; cover (a topic)
突飛하다	돌비하다	Extraordinary; fantastic; unexpected
센세슌나리틱	센세이셔널리스틱	Sensationalistic (loanword, older transliteration)
沒書하다	몰서하다	To ignore; not write about (lit. sink writing)
大書特書하다	대서특필하다	To write in large letters; give prominence to; feature prominently
煽情的	선정적	Sensational; provocative; inflammatory
感想	감상	Impressions; thoughts; feelings
將來	장래	Future
계획	계획	Plan
오서서	오셔서	Having come; Since coming (honorific, older spelling)
벌서	벌써	Already (older spelling)
맛났음니까	만났습니까	Have (you) met? (older spelling)
늙었음데다	늙었습디다	Have aged (descriptive ending, older form)
元氣旺盛	원기왕성	Full of vitality/energy
引責辭職	인책 사직	Resigning taking responsibility
바치겠읍니다	바치겠습니다	Will devote/offer (formal, older ending)
사회정세	사회 정세	Social situation/conditions
아즉은	아직은	Yet; still; for now (older spelling)
십지 안습니다	싶지 않습니다	Do not want to (older spelling)
반도	반도	Peninsula (referring to Korea)
드리노을	들여놓을	To place inside; set foot in (older spelling)
덥고	덮고	Covering (older spelling)
몹시	몹시	Very much; greatly; severely
보급되다	보급되다	To become widespread; be distributed
市街	시가	City streets; downtown area
녯날엔	옛날엔	In the old days (older spelling)
人家	인가	Human dwelling; house
部落	부락	Village; hamlet (term later sometimes viewed negatively)
물질문명	물질문명	Material civilization
만히	많이	Much; a lot (older spelling)
훤신	훨씬	By far; much (more) (older spelling)
떠러지지많은	떨어지지만은	Falls short; is inferior, but... (older spelling/ending)
(끝)	(끝)	(End)


---------------------------


잡지명	삼천리 제9권 제1호
발행일	1937년 01월 01일
기사제목	張德秀 博士의 歸國 第一聲, 14년만에 12월 下旬 서울에 歸하다
기사형태	대담·좌담

張德秀 博士의 歸國 第一聲, 14년만에 12월 下旬 서울에 歸하다
명평론가로, 반도언론계에 거대한 足跡을 끼치고 이내 東亞日報 부사장의 현직을 띤 채로 太平洋을 건너 米國 유학의 길에 올랏다가 예정하엿든 학업을 끗마치고 지난 12월 17일날 14년만에 고국에 도라온 氏를 朔風부는 夕暮의 어느날 저녁, 서울 駱山 밋 그 계신 곳에 찻다. 이하는 귀국후의 제1성으로 數3項에 대하야 爲先 문답을 거듭 하엿노라. <57>

1, 米國서 무슨 工夫하섯나

問-米國서는 어떤 階梯로 공부을 하섰습니까.
