Rank	Word	Frequency
1	하야	939
2	우리	376
3	나	274
4	말	261
5	사람	192
6	생각	166
7	가티	154
8	입센	143
9	朝鮮	128
10	自己	113
11	이나	112
12	하나	107
13	소리	106
14	가지	105
15	그것	100
16	하얏다	92
17	섯다	89
18	무엇	87
19	기사	84
20	하엿다	83
21	집	83
22	今日	80
23	안해	75
24	무슨	73
25	다시	72
26	吾人	72
27	生活	68
28	눈	67
29	迷信	66
30	로써	65
31	모든	63
32	勿論	63
33	社會	61
34	보고	58
35	朝鮮人	58
36	마음	55
37	世上	55
38	如何	54
39	하얏스	53
40	어머니	53
41	以上	53
42	衣服	49
43	世界	47
44	一般	46
45	아모	46
46	어떠케	45
47	얼굴	45
48	또한	44
49	하니	44
50	눈물	44
51	잡지	43
52	道德	43
53	부터	43
54	하리	43
55	수가	43
56	아아	43
57	개벽	42
58	제호	42
59	발행	42
60	제목	42
61	형태	42
62	事實	42
63	손	42
64	말슴	41
65	반듯이	41
66	어찌	41
67	딸아	41
68	大監	41
69	하라	40
70	改良	40
71	人類	39
72	머리	39
73	다만	39
74	目的	38
75	어대	38
76	너	38
77	레나	38
78	코저	37
79	다가	37
80	모양	37
81	第一	37
82	精神	37
83	問題	37
84	宗敎	36
85	여러분	36
86	사랑	35
87	로부터	34
88	時代	34
89	只今	34
90	가슴	34
91	필자	33
92	여러	33
93	意識	33
94	얼마나	32
95	대로	32
96	하노	32
97	地方	32
98	더욱	32
99	同時	31
100	하겟다	31
101	이요	31
102	黃海道	31
103	아버지	30
104	日本	30
105	스스로	30
106	나라	30
107	脚本	30
108	必要	30
109	團體	30
110	農村	30
111	누구	29
112	事業	29
113	京城	29
114	마는	29
115	所謂	29
116	活動	29
117	파리	29
118	가장	28
119	南鮮	28
120	그러케	28
121	듯이	28
122	慶南	28
123	어서	28
124	英植	28
125	文藝	28
126	그대로	27
127	人物	27
128	學校	27
129	족음	27
130	처음	27
131	咸南	27
132	그때	26
133	리하	26
134	이제	26
135	바이	26
136	밥	26
137	하얏는데	26
138	描寫	26
139	일이	25
140	一言	25
141	新年	25
142	혼자	25
143	先生	25
144	幸福	25
145	父母	25
146	오늘	25
147	便紙	25
148	바다	24
149	서로	24
150	입	24
151	까닭	24
152	하랴	24
153	兩班	24
154	비록	24
155	批評	24
156	詩形	24
157	事件	24
158	複雜	24
159	거리	24
160	당신	24
161	努力	23
162	意味	23
163	當時	23
164	인지	23
165	模倣	23
166	方面	23
167	한가지	23
168	이외	23
169	將來	23
170	希望	23
171	硏究	23
172	兄弟	23
173	中國	23
174	이지	22
175	멀리	22
176	果然	22
177	從來	22
178	것이엇다	22
179	로서	22
180	完全	22
181	第條	22
182	本會	22
183	슈빈	22
184	계집	22
185	겨우	21
186	民族	21
187	方法	21
188	關係	21
189	아모리	21
190	演劇	21
191	近代	21
192	戀愛	21
193	組織	21
194	利用	21
195	산양	21
196	인사	21
197	福順	21
198	福姬	21
199	相當	20
200	破壞	20
201	잇슬	20
202	잡고	20
203	잇스	20
204	漢字	20
205	日本人	20
206	發達	20
207	습니	20
208	먼저	20
209	過去	20
210	무어	20
211	여긔	20
212	자못	19
213	不可	19
214	人格	19
215	그네	19
216	漢詩	19
217	感情	19
218	開闢	19
219	其他	19
220	眞正	19
221	以來	19
222	自覺	19
223	發展	18
224	돌이	18
225	압헤	18
226	價値	18
227	거의	18
228	컨대	18
229	한참	18
230	고개	18
231	歲拜	18
232	서서	17
233	不過	17
234	天道敎	17
235	이로	17
236	말로	17
237	하엿스	17
238	定義	17
239	西洋	17
240	어더	17
241	罪惡	17
242	中心	17
243	어룬	17
244	漸漸	17
245	理想	17
246	일지	16
247	서울	16
248	한번	16
249	滋味	16
250	人生	16
251	一人	16
252	만하	16
253	獨立	16
254	마련	16
255	多少	16
256	靑年團體	16
257	手段	16
258	시골	16
259	보아	16
260	하얏	16
261	새해	16
262	아마	16
263	얼마	16
264	建設	16
265	解放	16
266	이오	15
267	업스	15
268	고저	15
269	國家	15
270	普通	15
271	爲先	15
272	結果	15
273	工夫	15
274	다음	15
275	업슬	15
276	滿足	15
277	到底	15
278	昨年	15
279	同會	15
280	成功	15
281	各其	15
282	差異	15
283	發揮	15
284	물	15
285	매우	15
286	불	15
287	亦是	15
288	父親	15
289	누가	15
290	女子	15
291	創造	15
292	分賣所	15
293	原料	15
294	논설	14
295	勢力	14
296	이름	14
297	불상	14
298	飮食	14
299	思想	14
300	가운	14
301	一種	14
302	人間	14
303	靑年	14
304	永遠	14
305	現代	14
306	實行	14
307	向上	14
308	바람	14
309	손목	14
310	발	14
311	訓長	14
312	一行	14
313	本社	14
314	우왈	14
315	그냥	14
316	北方人	14
317	其中	13
318	義務	13
319	各各	13
320	準備	13
321	一部	13
322	不拘	13
323	進步	13
324	하겟	13
325	印度	13
326	最後	13
327	進行	13
328	時日	13
329	成立	13
330	北鮮	13
331	現在	13
332	新聞紙	13
333	代表	13
334	大我	13
335	大槪	13
336	衣食住	13
337	天賦	13
338	使用	13
339	별로	13
340	동생	13
341	저녁	13
342	今年	13
343	一面	13
344	主人	13
345	決心	13
346	確實	13
347	그날	13
348	몹시	13
349	이도	13
350	福龍	13
351	오히려	12
352	到達	12
353	만일	12
354	가트	12
355	本來	12
356	不幸	12
357	以外	12
358	法律	12
359	天下	12
360	政治	12
361	보지	12
362	이란	12
363	동안	12
364	쌀밥	12
365	新體詩	12
366	西洋詩	12
367	繼續	12
368	自體	12
369	小說	12
370	저서	12
371	나니	12
372	觀念	12
373	覺悟	12
374	始作	12
375	小我	12
376	物質	12
377	他動物	12
378	世間	12
379	거긔	12
380	스담호웁	12
381	홀로	12
382	시집	12
383	重要	12
384	思考	12
385	妻兄	12
386	男便	12
387	거짓말	12
388	大食主義	12
389	新羅	12
390	工程	12
391	身體	12
392	人民	11
393	萬物	11
394	簡單	11
395	幾多	11
396	정말	11
397	귀	11
398	하루	11
399	天地	11
400	容易	11
