Magazine Title	三千理 第8卷 第12號
Publication Date	1936년 12월 01일
Article Title	藝術家의 雙曲奏, 文士 張赫宙氏와 舞踊家 崔承喜女史, 場所 東京에서 (Duet of Artists, Writer Mr. Chang Hyŏkchu and Dancer Ms. Ch'oe Sŭnghŭi, Location: Tokyo)
Article Type	대담·좌담 (Interview/Discussion)

Ch'oe Sŭnghŭi - It's been a long time. When did you come to Tokyo?
Chang Hyŏkchu - I came this spring.
Ch'oe Sŭnghŭi - With your wife?
Chang Hyŏkchu - I'm alone. This trip is like coming to Tokyo to study the hard way. How are things? Is your work going well?

Ch'oe - I have various worries. When I had my research institute in Chosŏn, it was when the Proletarian Art of the Tsukiji Little Theater (築地小劇場) in Tokyo was at its peak, perhaps influenced by the trends of the time. Works like "The Builders" (建設者) and "The Swing March" (그네의 行進) were very welcomed in Chosŏn. I guess it was because they frankly expressed the thoughts and feelings of the Chosŏn people. But now, I can't even express things to that extent, so it's frustrating.

Chang - Since I haven't seen your dance in Tokyo, I can't say much, but while I certainly don't oppose the desire to do such ideological things,<103> I don't think you need to push it too hard.

Ch'oe - Such dances receive bad reviews from art-for-art's-sake proponents. If I just presented luxurious Chosŏn things in the Spanish style, there would be no problem.

Chang - The path my works have taken is almost the same. People really liked my early works like "Path of the Hungry Ghost" (餓鬼道) and "The Pursued One" (쪼기는者), praising them as if I were some kind of hero. But thinking back, I believe enjoying these early works is immature. For instance, they don't appreciate your "Eyara Noara" (에야라·노아라) or my "The Fellow Called Brother Kwŏn" (權哥라는 작자). When you performed in Taegu, a Normal School instructor standing next to me said "Eyara Noara" was not good, that it exposed the flaws of the Chosŏn people. It seems the humor (유-모아) in that dance wasn't understood. They probably felt like their weaknesses were being exposed. Because my "Prostitute" (갈보) was also revealing, there were even calls to kill Chang Hyŏkchu.

Ch'oe - I deeply feel that too. Even Mr. Murayama Tomoyoshi (村山知義), one of the literary figures who understands dance most profoundly, said about the Chosŏn folk customs and caricature (칼이카추아) expressed in "Eyara Noara" that seeing our own forms exposed like that felt somewhat unpleasant. Generally, even literary gentlemen didn't like things that were too purely Chosŏn-like. It seems the essence of the humor (유모-어) I possess isn't grasped.

Chang - That's right. If we were a first-rate, strong people, we could laugh off any caricature (칼니카추어) of ourselves without making a fuss—but they don't like it when Chosŏn emotions are expressed too honestly. Why don't they understand that?

Ch'oe - No, it's not that they don't know, it's because of the bias (僻) you just mentioned. They delight in ideological, rebellious, life-related things like "Departing Crowd" (쪼기는 무리). If I truly do these things, the audience loves it, but then if I present humor (유모-어), this time they really hate it.

Chang - Don't hesitate over such points; I think it's best to continue doing artistic things. I felt this when watching your "Korean-style Duetto" (朝鮮風 듀엣도); I thought the psychology and<104> longing of young rural men and women were well expressed there. In that respect, I don't think there are any particular difficulties.

Ch'oe - However, the techniques of Chosŏn dance—consciousness or—spirit cannot be fully expressed.

Chang - Dance is different from novels, so I think adding too many dramatic elements would be problematic. I'm not saying don't include any, but in my opinion, creating something enjoyable and beautiful to watch without inserting literary content is also one valid method.

Ch'oe - I am also dissatisfied with that, but I am still moving in that direction.

Chang - Your dance generally has three tendencies: things newly adapted from Chosŏn classical dance, ideological things, and purely Western dance styles.

Ch'oe - Chosŏn dance also has classical and folk traditions.

Chang - I thought the modern ones were better than the classical. Is there a classical play in your third recital this time?

Ch'oe - No. I'm doing something called "Mask Play" (假面劇). You know, it's a dance where an old man and a young man fight over a "woman." And "Island Ballad" (섬타령), "Bachelors" (총각) – a dance where several young farmers dance, and "Shaman's Dance" (巫女의 춤). For this last one, I primarily drew on impressions from childhood and have wanted to create it for a long time.

Chang - Is that so? Things like the "Shaman's Dance" are primitive religious dances, so it would be good to research them extensively. I hear they are still performed on Cheju Island even now. To me, the old dances somehow feel lacking. The "Sword Dance" (칼춤) also needed a bit more heroic spirit (勇壯味). To speak more concretely, I was truly impressed by your "Horohoro" (호로호로) piece. That is art of the highest order. Watching it, the mood you tried to express in your earlier pieces like "Walking the Wilderness" (曠野를 것느다) and "Traces of Ruins" (廢墟의 자최) is very apparent in this dance.

Ch'oe - Besides those, this time I'm presenting "Arirang" (아리랑). Its content is similar to the previously composed "Departing Crowd" (가는 무리). I intend to express complex feelings, namely attachment to the land and anguish over settlers (着人). The content is entirely nationalistic.

Chang - Do you have any plans in the future to create a dance about the people wandering around the Ginza? People of this era have lost their ideological foundation and become very nihilistic. Do you have any thoughts of expressing such nihilistic feelings (虛無的 感)?

Ch'oe - It's difficult, unlike literature.<105> However, it might be possible as a kind of Pierrot-like expression. Regarding Chosŏn dance, from classical to folk styles, I want to travel around as much as possible and unearth buried traditions.

Chang - There's a rumor that you are ashamed of being a "Chosŏn person." Is that true?

Ch'oe - No, no, that's a misunderstanding. I am definitely not ashamed. It's because I am a Chosŏn person that I perform Chosŏn dance. However, I get really angry when people say Ch'oe Sŭnghŭi uses Chosŏn dance as a "commodity" (팔닐감) to gain popularity. That's why I also do Western dance. What I hate most is when they don't try to recognize it artistically but speak with the handicap that "it's popular because it's Chosŏn stuff and thus rare." For my second recital, I didn't present Chosŏn dance for that reason. But since those who understand do understand, I've presented it proudly since the second recital.

Chang - Yes, that's good. There's no need to be ashamed before anyone. As one of the leading artists of our people, I hope you will carry on proudly. By the way, what about your trip abroad (洋行)?

Ch'oe - It will likely be around May next year.

Chang - Purpose?

Ch'oe - I intend to see the national dances of the major countries.

Chang - That's great, national dance! The places that would best understand your art would probably be France and Russia. Since Paris, France is too urban, travel around the countryside. Also Hungary—and Czech, Slovakia, etc.

Ch'oe - Yes. I plan to go. Since national characters differ, people's thoughts will vary, but I believe techniques and such will be greatly informative.

Chang - Don't just go to see, but also show them your work. Also go to smaller countries like Bulgaria or Serbia. How many years are you planning for, roughly?

Ch'oe - The plan is about 1 year if just for research, maybe 2 or 3 years if I end up working there.

Chang - How much are you taking? I heard you saved up money.

Ch'oe - Saved money? That's all lies. The expenses are around 20,000 won.

Chang - If you saved 20,000 won, you saved well, hahaha—. <106>

**Summary**

This 1936 interview features renowned Korean dancer Ch'oe Sŭnghŭi and writer Chang Hyŏkchu discussing their artistic challenges and aspirations in Tokyo. They lament the difficulties of expressing Korean national identity and social critique under Japanese colonial rule, noting negative reactions from both Japanese critics and fellow Koreans when their art is deemed too revealing of Korean "flaws" or too nationalistic. Ch'oe discusses her upcoming European tour to study national dances and expresses frustration with being perceived as merely capitalizing on the exoticism of Korean dance rather than being recognized for its artistic merit. Chang encourages her to remain artistically true and proud of her heritage.

From a historical perspective, the article is significant for its candid discussion of the pressures faced by Korean artists during the colonial period. It reveals the complex negotiation between artistic expression, national identity, and censorship (both external and internalized). The dialogue highlights the dilemma of representing Korea authentically while navigating audience expectations (both Korean and Japanese) and the ever-present political sensitivities, particularly regarding "ideological" content or exposing perceived national weaknesses. Ch'oe's frustration with being exoticized and her planned European tour underscore the desire for international artistic recognition beyond the confines of the Japanese Empire.

**Named Entities**

張赫宙	장혁주	Chang Hyŏkchu
崔承喜	최승희	Ch'oe Sŭnghŭi
東京	동경	Tonggyŏng (Tokyo)
朝鮮	조선	Chosŏn
築地小劇場	축지소극장	Tsukiji Shōgekijō
西班牙	서반아	Sŏbana (Spain)
大邱	대구	Taegu
村山知義	무라야마 도모요시	Murayama Tomoyoshi
濟州島	제주도	Cheju Island
銀座	은좌	Ginza
佛蘭西	불란서	Pullansŏ (France)
巴里	파리	P'ari (Paris)
항가리	항가리	Hanggari (Hungary)
첵크	체크	Ch'ekk'ŭ (Czech)
슬로바카	슬로바카	Sŭllobak'a (Slovakia)
쁠가리아	불가리아	Ppŭlgara (Bulgaria)
셀비아	셀비아	Selbia (Serbia)

**Glossary**

오섰어요	오셨어요	Came (Honorific, older spelling)
되어감니까	되어갑니까	Is it going well? (Older spelling/form)
푸로 예술	프로 예술	Proletarian art
사조	사조	Trend of thought, ideological trend
탓든	탔던	Which rode/followed (Older participial form)
받었어요	받았어요	Received (Older spelling)
했든	했던	Which did/had done (Older participial form)
납부게	나쁘게	Badly, negatively (Dialectal/older form)
자최	자취	Trace, footprint
거지반	거의 반	Almost half, nearly
가태요	같아요	Is similar/like (Older/colloquial form)
좋와해서	좋아해서	Liking (Older spelling)
떠 받들어	떠받들어	To uphold, revere
초긔의	초기의	Early, initial (Older spelling)
가령	가령	For example, supposing
마츰	마침	Just then, coincidentally (Older spelling)
諭	유	Instructor (Possibly 교유 - 校諭)
섯다가	섰다가	While standing (Older spelling)
폭로	폭로	Exposure, revelation
유-모아	유머	Humor
드러	들어	Feeling, thinking (Contracted form of 들어서)
슬혀 하는	싫어하는	To dislike, hate (Older spelling)
僻	벽	Bias, peculiarity, eccentricity
무리	무리	Crowd, group
객석서	객석에서	From the audience seats
아조	아주	Very, completely (Older spelling)
맨든	만든	Made, created (Older spelling)
아녀요	아니에요	No, it isn't (Older/polite form)
이약이	이야기	Story, talk (Older spelling)
했읍니다	했습니다	Did (Older formal ending)
것느다	걷다	To walk (Older spelling/form)
자최	자취	Trace, footprint
압서	앞서	Before, previously
着人	착인	Settlers, arriving people (Context implies Japanese settlers or colonizers)
번뇌	번뇌	Anguish, worldly desires, affliction
도라다니며	돌아다니며	Wandering around
캐여보고	캐어보고	Digging up and seeing (Older spelling)
붓그러워	부끄러워	To be ashamed (Older spelling)
팔닐감	팔푯감/팔림감?	Commodity, something to be sold for profit (Likely colloquial/older term for 팔림감 - 팔릴 만한 물건)
아러주는	알아주는	Recognizing, understanding (Older spelling)
내었서요	내었어요	Presented, put out (Older spelling)
조흔	좋은	Good (Older spelling)
洋行	양행	Trip to the West/abroad
불난서	불란서	France (Older phonetic transcription 佛蘭西)
로서아	러시아	Russia (Older phonetic transcription 露西亞)
오서요	오세요	Come (Older spelling/form)


---------------------------


잡지명	삼천리 제8권 제12호
발행일	1936년 12월 01일
기사제목	藝術家의 雙曲奏, 文士 張赫宙氏와 舞踊家 崔承喜女史, 場所 東京에서
기사형태	대담·좌담

藝術家의 雙曲奏, 文士 張赫宙氏와 舞踊家 崔承喜女史, 場所 東京에서
崔承喜-오래간만 이올시다. 언제 東京에 오섰어요.
張赫宙-올 봄에 왔어요.
崔承喜-부인께서도 함께?
張赫宙-나 혼자올시다. 이번 길은 동경으로 고학하러 온 셈이여요. 어떠십니까, 사업이 잘되어감니까
崔-여러 가지로 번민도 있어요. 저도 조선에서 연구소를 열고 있을 때는 東京에서 築地小劇場의 푸로 예술이 전성할 때이기에 시대사조를 탓든 탓이든지요. 「建設者」 「그네의 行進」이라 하는 등의 작품이 조선에서는 매우 환영을 받었어요. 조선 사람의 사상 감정을 노골스럽게 표현했든 까닭인가 봐요. 그러나 지금은 그런 정도로도 표현할 수 없으니깐 안타까워요.
張-나는 동경서 당신의 춤을 본 일이 없으니까 무에라고 말할 수 없으나, 그러한 사상적의 것을 하고싶은 마음만은 결코 반대하지 않지만＜103＞ 너무 억지를 써가며 할 것까지는 없을걸요.
崔-그러한 춤은 예술지상주의자들로부터 납부게 악평을 받어요. 그저 西班牙식으로 조선의 호화로운 것만을 하여 내놓으면 아모 탈이 없지만도요
張-나의 작품이 거러온 자최로 거지반 그와 가태요. 나의 작품에는 초기의 「餓鬼道」 「쪼기는者」 등은 몹시 좋와해서 일종의 영웅과 가치 떠 받들어 주더구만, 그러나 생각해보면 이러한 초긔의 작품을 즐겨하는 것은 유치하다고 생각해요. 가령 당신의 「에야라·노아라」라거나 나의「權哥라는 작자」라든지는 기뻐하지 않어요. 마츰 大邱에서 당신 공연이 있었을 때에 나의 옆에 師範學校 諭가 섯다가 「에야라·노아라」를 좋지 못하다. 조선 민족의 결점을 폭로해주는 것이라고 이렇게 말하더군요. 결국 그 춤 속에 있는 「유-모아」가 알려지지 않는 모양이여요. 어쩐지 자기네들의 약점이 폭로 되어지는 듯한 생각이 드러 그런 게지요. 나의 「갈보」도 폭노적의 것이기에 장혁주를 죽여 버려라하는 소리까지 있었어요.
崔-나도 그 점을 통감해요. 문단에서 무용에 가장 깊은 리해를 가진 사람 중의 하나인 村山知義씨조차 「에야라·노하라」에 표현되여 있는 조선의 순풍 속이며 「칼이카추아」를 보면 어쩐지 우리들의 모양을 제 자신이 폭로하는 듯해서 덜 좋다고 말해요. 대체로 문사 양반들조차 너무 純朝鮮的인 것은 좋아하지 않았어요. 결국 내가 가지고 있는 「유모-어」의 본질이 표착되지 않는 듯 해요.
張-그래요. 제일류의 굳센 족속들이면, 제 모양 어떻게 「칼니카추어」화할지라도 대수롭지 않게 웃고 지내련만-너무 정직하게 조선의 감정이 표현되 나오면 좋와하지 않어요, 어째 그것을 모를가.
崔-아니지 몰느는 것이 아니고 지금 말슴한 僻때문이여요. 「쪼기는 무리」와 같은 사상적, 반항적 생활적인 것을 기뻐해요. 진실로 이러한 것을 하면 객석서는 몹시 좋와하지만, 그러나 「유모-어」를 내면 이번에는 아조 슬혀 하는 걸요.
張-그런 점에 망설이지 말고 예술적인 것을 하여 가는 것이 나는 좋을 줄로 생각해요. 나는 「朝鮮風 듀엣도」를 보고 느꼈는데 거기에는 농촌의 젊은 남녀들의 심리며＜104＞ 憧憬이 잘 나타나 있다고 생각해요. 그런 점으로는 별로 난점이 없다고 생각해요.
崔-그런데 조선무용의 기교에는―의식이나― 정신을 충분히 표현할 수 없어요.
張-무용은 소설과는 달느니까 극적 요소를 너무 넣으면 곤란하리라고 생각해요. 전혀 넣지 말나고는 않지만은, 내 생각에는 문학적 내용을 넣지 말고 보아서 유쾌한 것 아름다운 것을 짓는 것도 한 방법인 줄 알어요.
崔-저도 역시 그러한 것이 불만이지만 역시 그러한 방향으로 나가고 있어요.
張-당신의 무용에는 대체로 세 가지 경향이 있서요. 조선의 고전무용을 새롭게 고처 맨든 것 사상적의 것 순 서양무용식인 것으로요.
崔-조선의 무용에도 고전적인 것과 향토적인 것이 있어요.
