Magazine Title: 삼천리 제4호
Publication Date: 1930-01-11
Article Title: 怪奇秘密結社 上海靑紅綁, 蔣介石이도 頭領의 집에 潛伏하얏고 警察官도 벌벌 떠는 그네들 秘密結社, 神出鬼沒的 行動! (Bizarre Secret Society: Shanghai's Blue and Red Gangs - Even Chiang Kai-shek Hid in a Leader's House, Police Tremble Before This Secret Society and its Elusive Actions!)
Author: 沈熏
Article Type: 소식 (Report)

Bizarre Secret Society: Shanghai's Blue and Red Gangs - Even Chiang Kai-shek Hid in a Leader's House, Police Tremble Before This Secret Society and its Elusive Actions!
						Sim Hun (沈熏)

In our neighboring country China, a nation where the half-awakened lion still yawns, where the traces of enigmatic specters rampaging in broad daylight have yet to disappear, there exists a dark side unbelievable unless seen with one's own eyes and heard with one's own ears. While the fantastical and bizarre dramas unfolding centered around the pleasure quarters of large cities like Shanghai (上海), Tianjin (天津), and Beijing (北京) are too numerous to count, there is a phantom organization that even the authority of the government and the eagle eyes of the police dare not touch. Instead, its existence is publicly acknowledged, and at times, the police administration faces major disruptions unless they bow down and curry favor with them. These are the infamous Blue Gang (靑방) and Red Gang (紅방).

The nature of the Blue Gang and Red Gang is similar to Korea's old "Pudae" (부대), "Sŏri" (설이), or perhaps the Hwalbindang (活貧黨). Their purpose is to commit extortion, threats, robbery, and murder at will. Furthermore, following political changes, if they seize the opportunity, they become a latent force <32> participating in political power and wielding influence for a time. As similar outlaw groups, there are Shanghai's Blue and Red Gangs, Hunan's (湖南) Red Spear Society (紅槍會 - Feng Yuxiang (馮玉祥) is said to hold sway over it), Shandong's (山東) Big Sword Society (大刀會), Fuzhou's (福州) pirates, and Manchuria's (滿洲) bandits (馬賊); it cannot be said they lack fraternal relations.

The origin of the Blue and Red Gangs seems influenced by the famous Chinese novel *Water Margin* (水滸誌), modeling its chivalrous cruelty and, so to speak, absurd content. It emerged about 300 years ago during the Ming Dynasty (明朝時代), and as its history is long, its organization is quite solid (鞏固).
Initially, the faction wearing blue turbans (靑巾) and the faction wearing red turbans (紅巾) were separate, but they merged in recent years. The organization calls the top leader *Dazibei* (大字輩) and the mid-level cadres *Tongzibei* (通字輩). Below them, there are 7 or 8 more ranks, making it extremely complex. The organization, displaying the true colors of the Chinese people, is conspiratorial and extremely clever. The leaders know their subordinates and their numbers, but the subordinates (referred to as *liumang* (流氓)) are kept unaware of who the leaders and cadres actually are. According to what is heard, the current overall leader resides in the Shanghai French Concession (上海佛租界), is the Chief Detective of the French Municipal Council (佛蘭西 公部局), concurrently serves as a councilor for the International Settlement (公同租界), and is a wealthy man with assets of two million yuan named Huang Jinrong (黃金榮). When Chiang Kai-shek (蔣介石), who holds the power of all China capable of making flying birds fall, issued a telegram announcing his resignation from office, his personal safety was in constant danger, placing him in a situation where assassination seemed unavoidable. At that time, he was forced to hide for several days at Huang Jinrong's house on Ha-ri Road (霞利路) in the French Concession to save his life. Not only that, but various division and army commanders are reportedly in a situation where they cannot endure without directly or indirectly joining the *liumang* factions.

Initially, these Blue and Red Gang members wore blue and red headscarves, flew flags, beat drums (鼓), and marched boldly down main streets. However, in recent years, as policing has become somewhat more vigilant, they have shifted to sinister, clandestine activities. Yet, in remote mountainous areas, they still hold collective power that even government troops dare not contemplate challenging, and they reportedly do not pay taxes.
The mark of a member of this Blue and Red Gang is wearing white silk shoes and conspicuously wide silk ankle bindings (대님) wrapped tightly. However, they adapt to circumstances as needed, making them unpredictable. Among members, they use special jargon (변) that outsiders cannot understand (just as Korean fortune-tellers (판수) use code-like jargon within their own circles, and in Japan, *koroshiki* use similar jargon). Joining the Blue and Red Gang is called "entering the tiger's gate" (入虎門), likely meaning one must have the resolve to disregard personal safety entirely, like entering a tiger's mouth. Once admitted, one must absolutely obey orders from superiors. If one refuses, their life is treated like a fly's, and their head will inevitably roll at some point. Furthermore,<33> once admitted, following superiors' directions, one never knows when they might wield a knife, set fires, or kill someone.

Leaders like the *Dazibei* or *Tongzibei* often gather at first-class restaurants (料亭) like Yipinhsiang (一品香) or famous teahouses (*) in Sincere (先施) or Wing On (永安) department stores to conspire and manage the group's affairs. Lower-ranking members gather in low-class teahouses (茶樓), drinking tea and maintaining contact with each other. As for how the organization's expenses are covered, for example, if intelligence arrives that a millionaire will pass a certain place at a certain time, certain members are chosen as the advance team and others as a detached force. After formulating a plan on how to abduct the person, they proceed. If the amount demanded is 100,000 yuan, they extort an additional 50,000 yuan, making it 150,000 yuan. Out of this, 100,000 yuan is offered to the headquarters, and the remaining 50,000 yuan is divided among the subordinates.
Four or five years ago, a Shanghai tycoon (巨富), a raw silk compradore surnamed Feng (馮某), who had assets worth around two million yuan, suddenly received a demand note (방票) from the Blue and Red Gang demanding 200,000 yuan. However, Mr. Feng stated he couldn't afford 200,000 yuan and petitioned the Municipal Council (公部局). The Municipal authorities mediated, and a compromise was reached for him to pay only 100,000 yuan. Such incidents have occurred. Furthermore, in cases where hostages are taken, boldly placing advertisements in newspapers to negotiate ransoms up or down is considered a commonplace event (茶飯事).
To give another real example, in 1917, Shanghai's major entertainment complex, "Great World" (大世界), suddenly received a baptism of bombs comparable to cannonballs, causing the large building to collapse entirely and throwing the whole city into fear and trembling (戰戰兢兢). Behind this incident, too, was the activity of the Blue and Red Gang.
Another incident still remembered occurred four or five years ago when the express train on the Tianjin-Pukou Railway (津浦鐵道) was attacked. Eight Westerners were abducted, and all valuables were looted. It was later revealed that this was the work of the Shandong Big Sword Society (山東 太刀會), which is a branch of the Blue and Red Gang.

Therefore, major representative department stores in Shanghai like Sincere (先施), Wing On (永安), Sun Sun (新新), and Lihua (麗華), or large entertainment venues like New World (新世界) and Great World (大世界), pay a fixed tax, similar in nature to life insurance premiums, to the Blue and Red Gang headquarters to conduct business with peace of mind and ensure the safety of prominent merchants (紳商). If they do not comply, they cannot predict when the fearsome hand of revenge (復讎) might reach out and carry out their execution (死刑).
As their power is thus astonishing, even government authorities (官憲) cannot help but send flirtatious glances (秋波). Simultaneously, the Blue and Red Gang, in order to spread their influence nationwide, dispatches agents to various regions and is always plotting secret maneuvers (暗中飛躍). <34> Among these, the most severe regions are Jiangsu (江蘇), Zhejiang (浙江), and Fujian (福建), where in slightly remote areas, entire villages are frequently stripped bare, losing both lives and property.
Thus, this Blue and Red Gang possesses frightening methods as described above and a latent power that does not even blink at strong government pressure. Since they generally target the urban bourgeoisie (뿌르조아), it is likely not mere speculation but a fact that a considerable number of Blue and Red Gang members have infiltrated the power structure and intellectual class. -(End)- <35>

**Summary**

This 1930 article by Sim Hun describes the powerful and feared Blue and Red Gangs (靑紅綁), secret societies operating primarily in Shanghai. The author details their origins, complex hierarchical structure, violent methods (extortion, kidnapping, murder), and pervasive influence, noting that even police feared them and Chiang Kai-shek once sought refuge with their leader, Huang Jinrong. The gangs extracted protection money from businesses and operated with near impunity, sometimes negotiating ransoms via newspaper ads, and their reach extended into political and military circles. The article highlights specific incidents like the bombing of the "Great World" amusement center and a train attack attributed to affiliated groups.

From a Korean colonial history perspective, this article is interesting as it shows a prominent Korean intellectual, Sim Hun, reporting on the internal chaos and underworld power structures within neighboring China. It reflects Korean awareness of China's instability and complex social fabric during a turbulent period. The comparison to historical Korean groups like the Hwalbindang suggests an attempt to contextualize these phenomena for a Korean audience. For historians, it offers insight into contemporary Korean perceptions of China, the transnational nature of news and information flow (even about criminal elements), and how figures like Chiang Kai-shek were viewed from the Korean peninsula during the colonial era.

**Named Entities**

上海	상해	Sanghae
靑紅綁	청홍방	Ch'ŏng Hong Pang (Blue and Red Gangs)
蔣介石	장개석	Chiang Kai-shek
沈熏	심훈	Sim Hun
中國	중국	Chunguk (China)
天津	천진	Ch'ŏnjin
北京	북경	Pukkyŏng
靑방	청방	Ch'ŏngbang (Blue Gang)
紅방	홍방	Hongbang (Red Gang)
朝鮮	조선	Chosŏn (Korea)
活貧黨	활빈당	Hwalbindang
湖南	호남	Honam
紅槍會	홍창회	Hong Ch'ang Hoe (Red Spear Society)
馮玉祥	풍옥상	Feng Yuxiang
山東	산동	Santong
大刀會	대도회	Tae To Hoe (Big Sword Society)
福州	복주	Pokchu
滿洲	만주	Manju
馬賊	마적	Majŏk (Bandits)
水滸誌	수호지	*Suihoji* (*Water Margin*)
明朝時代	명조시대	Myŏngjo Sidae (Ming Dynasty Era)
上海佛租界	상해불조계	Sanghae Pul Chogye (Shanghai French Concession)
佛蘭西 公部局	불란서 공부국	P'ŭllansŏ Kongbuguk (French Municipal Council)
公同租界	공동조계	Kongdong Chogye (International Settlement)
黃金榮	황금영	Hwang Kŭm-yong
霞利路	하리로	Ha-ri ro (Ha-ri Road, likely Avenue Joffre/Huaihai Road)
一品香	일품향	Ilp'umhyang (Yipinhsiang Restaurant name)
先施	선시	Sŏnsi (Sincere Department Store)
永安	영안	Yŏngan (Wing On Department Store)
馮某	풍모	Pong Mo (Mr./Ms. Feng - surname)
大世界	대세계	Taesegye (Great World Amusement Center)
津浦鐵道	진포철도	Chinp'o Ch'ŏldo (Tianjin-Pukou Railway)
新新	신신	Sinsin (Sun Sun Department Store)
麗華	여화	Yŏhwa (Lihua Department Store)
新世界	신세계	Sinsegye (New World Amusement Center)
江蘇	강소	Kangso (Jiangsu)
浙江	절강	Chŏlgang (Zhejiang)
福建	복건	Pokkŏn (Fujian)

**Glossary**

怪奇	괴기	Bizarre, strange, grotesque
秘密結社	비밀결사	Secret society
頭領	두령	Leader, chief
潛伏하얏고	잠복하였고	Hid, lay hidden (older form of 하였다)
警察官	경찰관	Police officer
神出鬼沒的	신출귀몰적	Elusive, appearing and disappearing mysteriously
하품하고 잇는	하품하고 있는	Yawning (older spelling 잇는)
수수꺽기	수수께끼	Riddle, puzzle, enigma (older spelling)
百晝魍魎	백주망량	Demons/specters in broad daylight
跋扈	발호	Rampage, act violently, be rampant
形跡	형적	Traces, signs, vestiges
듯지	듣지	Hear (older spelling/form of 듣지)
밋어지지	믿어지지	Be believable (older spelling/form of 믿어지지)
花柳巷	화류항	Red-light district, pleasure quarters
奇想天外	기상천외	Fantastic, bizarre, eccentric
敢히	감히	Daringly, boldly
도로혀	도리어	Instead, on the contrary (older form)
鞠窮하고	국궁하고	Bowing and scraping, humbling oneself
補睥胃을	비위를	Currying favor (비위를 맞추다)
支障	지장	Hindrance, obstacle, disruption
幽靈團體	유령단체	Phantom organization, ghost group
옛날	옛날	Old days, ancient times
恐喝	공갈	Extortion, blackmail
脅迫	협박	Threat, intimidation
恣行하는	자행하는	Committing (crimes) at will
潛勢力	잠세력	Latent power, hidden influence
짓기도	지니기도	Possessing, having (older form)
綠林團體	녹림단체	Outlaw group (lit. 'green forest group')
牛耳를 잡고	우이를 잡고	Holding sway, being the leader (lit. 'holding the cow's ear')
沿革	연혁	History, development
影響을 바덧슴인지	영향을 받았음인지	Seems to have received influence (older form 받았음)
豪俠	호협	Chivalrous, heroic (often implying boldness/ruthlessness)
殘虐함	잔학함	Cruelty, brutality
荒唐無稽한	황당무계한	Absurd, nonsensical, unfounded
깁흐니	깊으니	Is deep (older spelling)
鞏固한	공고한	Solid, firm, strong
派	파	Faction, group
分立되여	분립되어	Were divided, stood separately (older spelling)
合同을 한	합동을 한	Merged, joined together
大字輩	대자배	*Dazibei* (Top leader rank name)
通字輩	통자배	*Tongzibei* (Mid-level cadre rank name)
밋흐로도	밑으로도	Below that (older spelling)
階級	계급	Rank, class
複雜하며	복잡하며	Is complex
本色	본색	True colors, real nature
發揮하야서	발휘하여서	Displaying, exhibiting (older form)
陰謀的이요	음모적이요	Conspiratorial
巧妙하야	교묘하여	Is clever, skillful, ingenious (older form)
部下	부하	Subordinate
數爻	수효	Number (of people)
果然	과연	Indeed, truly
居住하며	거주하며	Residing
偵探部長	정탐부장	Chief Detective
兼하야	겸하여	Concurrently, also serving as (older form)
參事員	참사원	Councilor, advisor
財産家	재산가	Wealthy person, capitalist
떠러트릴만한	떨어뜨릴만한	Able to make fall (older spelling)
一次 下野通電을 發하자	일차 하야통전을 발하자	When (he) issued the telegram announcing his first resignation
刻刻으로	각각으로	Moment by moment, constantly
身邊이 危險하야	신변이 위험하여	Personal safety being in danger (older form)
到底히	도저히	By any means, possibly (often used with negatives: 'impossible to')
謀免할 수가 업는	모면할 수가 없는	Unable to avoid (older spelling 업는)
處地에 빠젓슬	처지에 빠졌을	Fell into a situation (older spelling)
不得己	부득이	Unavoidably, inevitably
師長	사장	Division commander
軍長	군장	Army commander
加擔치 암코는	가담치 않고는	Without joining or participating (older form)
견듸어내지 못하는	견디어내지 못하는	Unable to endure or withstand (older spelling)
頭巾	두건	Headscarf, turban
旗	기	Flag, banner
鼓	고	Drum
뚜드리며	두드리며	Beating, striking (older spelling)
橫行을 하얏스나	횡행을 하였으나	Marched boldly, swaggered (older form)
밝어진	밝아진	Became vigilant, brightened
陰凶한	음흉한	Sinister, wicked, treacherous
潛行運動	잠행운동	Clandestine activities, underground movement
山間僻地	산간벽지	Remote mountainous area
如前히	여전히	As before, still
官軍	관군	Government troops
念頭도 두지 못할	염두도 두지 못할	Cannot even contemplate, dare not think of
集團的	집단적	Collective
勢力	세력	Power, influence
納稅	납세	Tax payment
團員	단원	Member (of a group)
標的	표적	Mark, sign, target
비단신	비단신	Silk shoes
대님	대님	Ankle bindings (for traditional trousers)
칭칭감은	칭칭 감은	Wrapped tightly around
隨時로	수시로	As occasion demands, whenever necessary
臨機應變을 함으로	임기응변을 함으로	By adapting to circumstances
종작을 할 수 업스며	종작을 할 수 없으며	Cannot be predicted or fathomed (older spelling 업스며)
아모도	아무도	Anyone, nobody (older spelling)
알어들을 수 업슬 만한	알아들을 수 없을 만한	Unintelligible, impossible to understand (older spelling)
特殊한	특수한	Special, particular
변	변	Jargon, slang, dialect (here, secret language)
판수	판수	Blind fortune-teller/diviner (historical)
동내	동네	Circle, group (here, community/profession)
暗號	암호	Code, secret sign
入團	입단	Joining a group/party
虎門	호문	Tiger's gate
一身의 安危	일신의 안위	Personal safety and well-being
頓然히	도년히	Suddenly, completely (archaic/uncommon usage, likely intended as 도외시하여 - disregarding)
覺悟	각오	Resolve, determination
上部	상부	Superiors, upper echelons
絶對로	절대로	Absolutely
服從헤야 하고	복종해야 하고	Must obey (older spelling)
萬一	만일	If by any chance, should
拒逆을 하는 境遇	거역을 하는 경우	In case of refusal/disobedience
파리목숨	파리목숨	A fly's life (i.e., insignificant, easily taken)
다라나고야 만다고	달아나고야 만다고	Will inevitably flee/disappear (here, meaning 'be lost/killed')
칼질을 하고	칼질을 하고	Wielding a knife, stabbing
불을 놋코	불을 놓고	Setting fire (older spelling 놋코)
죽일는지	죽일는지	Whether one will kill
料亭	요정	High-class restaurant (often with female entertainers)
茶*	찻집/다방	Teahouse (Hanja missing in original text)
陰謀	음모	Conspiracy, plot
總括하며	총괄하며	Managing, supervising
下流輩	하류배	Lower-ranking people, subordinates
低級 茶樓	저급 다루	Low-class teahouse
