Magazine Title:	동광 제33호 (東光 第33號)
Publication Date:	1932년 05월 01일
Article Title:	間島問題란 무엇인가, 間島問題 特輯 (What is the Kando Problem? Special Feature on the Kando Problem)
Author:	尹和洙 (Yun Hwa-su)
Article Type:	논설 (Editorial/Opinion Piece)

What is the Kando Problem? Special Feature on the Kando Problem
						By Yun Hwa-su

The Two Great Problems of Kando
The Kando problem must necessarily be discussed by dividing it into at least two parts. First, who is the owner of the landmass exceeding 18,000 square *ri*? Second, what are the trends among the 400,000 Chosŏn people? These problems are indeed the very core among all issues surrounding Kando, and among the various problems we are observing, they are particularly the ones in which we have 100 percent interest.

To put it another way, now that the old power of the Nanking Government has been driven out of Manchuria and the new political authority of the Manchukuo government has arisen, will Kando now detach from the Nanking Government and attach itself to the Manchukuo government? Or could it become the Kando of the Chosŏn people, who have deep historical ties and great merit in its pioneering? This is a groundless hope. And the Chosŏn people, who have endured oppression, struggles, pain, and hardship over more than half a century in this land, barely sustaining their threadlike lives day by day—shouldn't they, at this time when Manchukuo declares national self-determination and rises under the banner of Kingly Way Politics (王道政治), have new movements and persistent efforts to make their existence prosper and improve their livelihoods? With such anxious thoughts, I undertake writing this article.
However, knowing my knowledge is limited and my research shallow, I anticipate being unable to depict things realistically. Furthermore, constrained by circumstances and conditions, there are things I cannot speak of frankly. Realizing this, I feel sweat trickling down in shame. I hope the readers across the world will understand with magnanimity. <36>

Who is the Master of Kando?
As mentioned above, Kando is a natural treasury with an area of 18,000 square *ri* and a population of 500,000, located in the southeastern circuit of Chilin (吉林) Province in the newly established Manchukuo. It is a land laden with many historical issues. When the Ch'ing (淸) dynasty, with its sharp momentum of rising anew in Manchuria, moved south intending to reign over the Central Plains (中原), Chosŏn nagging from behind was a source of anxiety. Thus, Kando was made a buffer zone (緩衝地帶), and an agreement was made between King Injo (仁祖) of Chosŏn and Emperor T'aejong (太宗) of Ch'ing that the two countries would not invade each other. This was the first instance of the Kando problem emerging internationally.

Subsequently, the Ch'ing dynasty declared the land their sacred place of origin (發祥한 靈地), strictly prohibiting entry (封禁), while Chosŏn established laws strictly forbidding people from crossing the river and going beyond the border. Consequently, this natural kingdom remained long buried in overgrown weeds and hidden in deep forests, abandoned to the point that the world barely knew of it. Only the footprints of those whose profession was digging for ginseng and hunting deer were scattered about, and the shadows of horse bandits (馬賊), who considered robbing people of their lives and possessions their sole occupation, flickered ominously.

In the flow of time, the battlefront of people's lives eventually broke the long-forbidden boundary line and expanded into this natural kingdom. That is, groups of wandering Chosŏn people, suffering from economic bankruptcy and threats to their livelihood, poured in, one group after another, clearing the dense forests and cultivating the rough land. This became a source of trouble. During the reign of King Sukchong (肅宗) of Chosŏn, the Ch'ing sent Mukden (穆克登), the Governor-General of Chilin, to erect a border demarcation monument (定界碑) of a single short stone slab at the watershed below Paektu Mountain (白頭山). On it were carved the words "West is Amnok (西爲鴨綠), East is T'omun (東爲土門)," defining the border between Chosŏn and Ch'ing with the Amnok River to the west and the T'omun River to the east. This was the second time the Kando problem emerged internationally.

The migration of the white-clad people (白衣人, i.e., Koreans) to Kando increased dramatically beyond control, so that settlements covered the land along the river <37> and the sounds of chickens and dogs could be heard between them. To anyone looking, there was a distinct feeling that Chosŏn had been extended. Consequently, the Kando problem reignited, and attempts were made to use the phrase "East is T'omun" carved on the demarcation monument as the key (鍵) to resolving the issue. However, the Ch'ing view that "T'omun" referred to the Tumen (圖們) River and the Chosŏn assertion that "T'omun" was the upper stream of the Songhua River (松花江) could not be reconciled, rendering this key unusable. (Years ago, when I surveyed Paektu Mountain, I discovered the fact that T'omun is the upper stream of the Songhua River to be excessively clear and lamented greatly. I wanted to add a few more words here to evoke the reader's feelings, but due to space constraints, I must postpone it to a later date.) Thus, the problem remained unresolved until Chosŏn's diplomatic rights were transferred to Japan, and the branch office of the Chosŏn Residency-General appeared in Yongjŏng Village (龍井村). The Kando problem once again emerged onto the international stage. Ultimately, due to this issue, tensions between Japan and the Ch'ing dynasty became very acute, but it was exchanged for the Anbong Line (安奉線) issue, and the new Kando Convention (間島新協約) was concluded, resulting in Kando, contested for hundreds of years, becoming Chinese territory.

However, the Kando problem always arises centered around the Chosŏn people. As mentioned above, while the migration of Chosŏn people increased year by year, month by month, many people harboring political dissatisfaction also sought refuge there. Thus, at one time, Kando could be described as having become a base (策源地) for anti-Japanese movements. This became a major headache (頭痛거리) for Japan. When Yüan Shih-k'ai (袁世凱) became the dictatorial Great President, the Manchuria-Mongolia Convention (滿蒙協約) was concluded. Based on this convention, it became possible to regulate Chosŏn people in South Manchuria under Japanese law.

Now, the regional issue of whether Kando belongs to South Manchuria or North Manchuria has arisen. Japan's interpretation that Kando is in the South Manchurian region and China's assertion that Kando is excluded from the Manchuria-Mongolia Convention based on the Kando Convention are sharply opposed (圭角), making it a special zone where the dual laws of Japan and China are practiced.

With the collapse of the Republican government's authority in Manchuria, which was the counterparty to the Kando Convention, that convention has also lost its validity (效力). Therefore, not only can it be argued that asserting Kando belongs solely to the Chosŏn people is the legally logical conclusion, but also, considering that the people with deep historical ties to Kando are the Chosŏn people, the people who pioneered (開拓) Kando are the Chosŏn people, and four-fifths of the people living in Kando are Chosŏn people, Kando should, in fact, become the Kando of the Chosŏn people.

Trends Among Chosŏn People Living in Kando
In the world, there are many things that deviate from legal principles and contradict facts. Whether Kando becomes the Kando of the Chosŏn people <38> or not depends not only on legal principles and facts but also on the efforts and movements of the Chosŏn people. So, what indeed are the trends among the 400,000 Chosŏn brothers and sisters living in Kando? According to what I have heard, all sorts of movements—such as the Extension Movement (延長運動) advocating for making Kando an extension of Chosŏn, the Autonomy Movement (自治運動) advocating for making Kando an autonomous territory, and others proposing a Special Autonomous Zone (特別自治區), Special Administrative Zone (特殊行政區), or the construction of a Free State (自由國)—have sprung up like bamboo shoots after rain, without any calculation of success, plunging the movement front into a state of great confusion. If this movement, which should be consolidating its strength and unifying its ranks, has instead become fragmented into four or five pieces (四分五裂), then it will truly end up like "the mountain labored and brought forth a mouse" (泰山이 鳴動에 鼠一匹), yielding no harvest whatsoever.

Looking back at the progress of the movements, the movement for an autonomous territory and the movement for a special administrative zone are still in opposition, while other movements seem to have already vanished. It is said that the Special Administrative Zone movement has a high degree of possibility. If so, since this is a movement that acknowledges Kando as the territory of Manchukuo from the outset, one cannot expect (企待) great success. Even if there were unexpected gains, Kando would still not become the Kando of the Chosŏn people in reality. Rather, I want to strongly emphasize that taking a step further and initiating a movement for the construction of a Free State would be the more logical path, both legally and factually.

Concluding Remarks
Finally, what I want to say is that the very act of attaching the nonsensical character "島" (island) to a perfectly good corner of the continent and naming it thus is problematic from the start. Due to space limitations, I must postpone discussing its origin to another occasion. In any case, Chinese people greatly dislike the name Kando (間島). And they absolutely do not use the name Kando. They only call and write it as Yŏnbyŏn (延邊). (Here, Kando refers to the region encompassing Wangch'ŏng (汪淸), Yŏngil (延吉), Hwaryong (和龍), and Hunch'un (琿春), which I add as a note.) <39>

**Summary**

This 1932 editorial by Yun Hwa-su discusses the "Kando Problem," focusing on two main questions: the territorial sovereignty of Kando (Jiandao) and the future direction of the approximately 400,000 Korean residents there, especially following the establishment of Manchukuo. The author reviews the historical basis for Korean claims to the region, stemming from early settlement, pioneering efforts, and disputed border treaties (specifically the interpretation of the T'omun River). Yun expresses disappointment with the fragmentation of Korean political movements in Kando (ranging from seeking autonomy within Manchukuo to extension of Korea) and advocates for a bolder push towards establishing Kando as a "Free State," arguing this aligns with both legal principles (given the lapse of the Kando Convention) and the demographic reality of the predominantly Korean population.

From a historical perspective, this article is interesting as it reflects Korean nationalist sentiment and aspirations regarding Kando during a critical juncture—the transition from Chinese Republican rule to the Japanese-backed state of Manchukuo. It highlights the internal divisions within the Korean community regarding political strategy and reveals a strong sense of historical grievance and entitlement to the Kando region, even suggesting independence as a viable, albeit ambitious, goal.

**Named Entities**

間島	간도	Kando
朝鮮	조선	Chosŏn
南京政府	남경정부	Namgyŏng Chŏngbu (Nanking Government)
滿洲政府	만주정부	Manju Chŏngbu (Manchurian Government)
滿洲國	만주국	Manjuguk (Manchukuo)
吉林省	길림성	Killim Sŏng (Jilin Province)
淸	청	Ch'ŏng
中原	중원	Chungwŏn (Central Plains of China)
仁祖	인조	Injo
太宗	태종	T'aejong
白頭山	백두산	Paektu San
鴨綠	압록	Amnok
土門	토문	T'omun
肅宗	숙종	Sukchong
穆克登	목극등	Mukkedeng (Mùkèdēng)
圖們江	도문강	Tomun Kang (Tumen River)
松花江	송화강	Songhwa Kang (Songhua River)
日本	일본	Ilbon (Japan)
朝鮮統監府	조선통감부	Chosŏn T'onggambu (Chosŏn Residency-General)
龍井村	용정촌	Yongjŏng Ch'on
淸國	청국	Ch'ŏngguk (Ch'ing State/China)
安奉線	안봉선	Anbong Sŏn
中國	중국	Chungguk (China)
袁世凱	원세개	Wŏn Se-gae (Yüan Shih-k'ai)
南滿	남만	Namman (South Manchuria)
北滿	북만	Pukman (North Manchuria)
延邊	연변	Yŏnbyŏn
汪淸	왕청	Wangch'ŏng
延吉	연길	Yŏngil
和龍	화룡	Hwaryong
琿春	혼춘	Hunch'un

**Glossary**

間島問題	간도문제	Kando Problem/Issue
動向	동향	Trend, tendency, movement (of people/groups)
알맹이	알맹이	Core, kernel, essence (here, the heart of the matter)
파센트	파센트	Percent (loanword)
떠러저	떨어져	To fall from, be separated from (Older spelling of 떨어져)
開拓	개척	Pioneering, cultivation, opening up (land)
눌리우고	눌리고	Being pressed down, oppressed (Older passive form/spelling related to 누르다)
부닦이며	부닥치며	Colliding with, encountering (hardship) (Dialectal/older form of 부딪치며 or 부닥치며)
실같은 목숨	실같은 목숨	A threadlike life (precarious existence)
摽榜	표방	To advocate, declare, profess publicly
켕기는 마암	켕기는 마음	Anxious/uneasy heart/mind (마암 is older form of 마음)
쩌르고	적고	Being few, little, limited (Older spelling/form of 적고)
옅어서	얕아서	Being shallow (Older spelling of 얕아서)
如實하게	여실하게	Realistically, truthfully, as it is
스사로	스스로	Oneself, by oneself (Older spelling of 스스로)
대엇다	되었다	Became, turned into (Older spelling of 되었다)
方里	방리	Square ri (unit of area, approx. 0.154 sq km per ri)
緩衝地帶	완충지대	Buffer zone
깔지방거리다	깔지방거리다	To nag, be bothersome (possibly regional/dated term)
杞憂	기우	Needless anxiety, groundless fear
嚆矢	호시	Origin, beginning (lit. 'whistling arrow')
發祥	발상	Place of origin (esp. for dynasty/people)
靈地	영지	Sacred place, spiritual land
封禁	봉금	Strict prohibition, sealing off
江을 건너	강을 건너	Crossing the river (Older spelling/particle usage)
것잡을 사이 없이	걷잡을 사이 없이	Uncontrollably, beyond check (Older spelling of 걷잡을)
여렴이 따에 덮이고	여염이 땅에 덮이고	Settlements/houses cover the land (여렴 likely older form of 여염집, meaning ordinary houses)
삭여	새겨	Carved, engraved (Older form/spelling of 새겨)
넘무나	너무나	Excessively, very (Older spelling of 너무나)
뒤ㅅ날	뒷날	Later day, future (Older spacing/spelling)
委讓	위양	To entrust, delegate, transfer (rights)
맛츰내	마침내	Finally, eventually (Older spelling of 마침내)
되버어리고	되어버리고	Ended up becoming, resulted in (Older spelling/form of 되어 버리고)
抗爭하든	항쟁하던	Which had been contested/struggled over (하든 is older form of 하던)
策源地	책원지	Base of operations, origin point (for a movement/plot)
頭痛거리	두통거리	A cause for headache, a major problem
滿蒙協約	만몽협약	Manchuria-Mongolia Convention
圭角	규각	Sharp disagreement, confrontation, antagonism (lit. 'jade tablet corners')
效力	효력	Effectiveness, validity (of a law/treaty)
일어 버리엇다	잃어버렸다	Lost (Older spelling of 잃어버렸다)
잇은 뒤에	있은 뒤에	After there is/was (Older spelling/form of 있은 뒤에)
延長運動	연장운동	Extension Movement
自治運動	자치운동	Autonomy Movement
特別自治區	특별자치구	Special Autonomous Zone
特殊行政區	특수행정구	Special Administrative Zone
自由國	자유국	Free State
雨後竹筍	우후죽순	Like bamboo shoots after rain (springing up quickly and numerous)
아모	아무	Any, no (used with negative) (Older spelling of 아무)
成算	성산	Calculation of success, chance of winning
어떠턴지	어떠하든지	In any case, regardless (Older contracted form)
四分五裂	사분오열	Being split into four or five pieces; fragmented, disunited
泰山이 鳴動에 鼠一匹	태산이 명동에 서일필	The great mountain roared, but only a mouse appeared (great fanfare, little result)
발서	벌써	Already (Older spelling of 벌써)
감치운 듯하다	감춘 듯하다	Seems to have hidden/disappeared (Older spelling/form of 감춘)
그러타고 하면	그렇다고 하면	If that is the case (Older spelling/form of 그렇다고 하면)
企待	기대	To expect, anticipate (Sino-Korean reading, more common is 기대하다)
設令	설령	Even if, supposing that
얼투당토 아니한	얼토당토 아니한	Absurd, nonsensical, preposterous (Older spelling/form)
밖게	밖에	Outside of, other than, only (Older spelling of 밖에)
包括	포괄	To include, encompass


---------------------------


잡지명	동광 제33호
발행일	1932년 05월 01일
기사제목	間島問題란 무엇인가, 間島問題 特輯
필자	尹和洙
기사형태	논설

間島問題란 무엇인가, 間島問題 特輯
						尹和洙
間島의 2大 問題
間島問題는 적어도 둘에 갈라 말하지 아니치 못하게 되엇다. 첫재 18,000方里가 넘는 땅덩이의 임자는 누구인가? 둘재 40萬이 되는 朝鮮사람들의 動向은 어떠한가 하는 그것이다. 이 問題야말로 間島를 에워싸고 도는 모든 問題 가운데 가장 알맹이 되는 問題이며 우리가 注視하고 잇는 여러 問題 가운데 특히 100파센트의 興味를 가진 問題이기 때문이다.
다시 말하면 이번 滿洲에서 南京政府의 옛 勢力이 몰려가고 滿洲政府의 새 政權이 생겻으니 이제 間島는 南京政府에서 떠러저 滿洲政府에 붙을 것인가? 그러치 않으면 歷史上으로 깊은 因緣이 잇고 開拓上으로 많은 功이 잇는 朝鮮사람의 間島가 될 수 잇을가? 하는 엉터리 없는 希望과 이 땅에서 半世紀가 남는 歲月이 흐르는 동안에 눌리우고 부닦이며 아프고 괴로운 生活味를 맛보면서 실같은 목숨을 그날 그날 이어가는 朝鮮사람들은 滿洲國이 民族自決을 宣言하며 王道政治를 摽榜하고 일어서는 이 때를 틈타서 그 生存을 繁榮케 하며 그 살림을 向上케 할 새로운 運動과 줄기찬 노력이 잇어야 할 터인데 이제 朝鮮사람의 動向은 과연 어떠한가? 하는 켕기는 마암으로 이 글을 쓰게 되엇다.
그러나 아는 것이 쩌르고 硏究한 것이 옅어서 如實하게 그려내지 못할 것과 또 事情에 눌리고 形便에 따라서 赤裸裸하게 말하지 못할 것이 잇음을 알게 되매 스사로 부끄러운 땀이 흐르게 대엇다. 滿天下 讀者는 높은 諒解가 잇기를 바란다.＜36＞

間島의 主人은 누구인가?
우에서 말한 것과 같이 間島는 이번 새로 일어난 滿洲國 吉林省 東南路에 잇는 18,000方里의 面積과 50萬의 人口를 가진 天然의 寶庫로서 歷史的으로 많은 問題가 붙어 잇는 땅이다. 淸이 滿洲에서 새로 일어나는 날카로운 氣勢로 南下하야 中原에 君臨하려고 할 때에 朝鮮이 뒤에서 깔지방거리는 것이 杞憂가 되어 間島로써 緩衝地帶를 만들고 두 나라이 서로 犯하지 못한다는 約束을 朝鮮의 仁祖와 淸의 太宗 사이에 協定한 것이 間島問題가 國際的으로 나오게 된 嚆矢다.
