**Header Section:**
Magazine Title: 동광 第33호
Publication Date: 1932년 05월 01일 (May 1, 1932)
Article Title: 再次 動搖하는 愛蘭問題 (The Irish Question, Shaken Once Again)
Author: 咸尙勳 (Ham Sanghun)
Article Type: 소식 (News/Report)

**Body Text Translation:**
The Irish Question, Shaken Once Again
						By Ham Sanghun

1. Anglo-Irish Relations Worsen
As a result of the general election held in the Irish Free State in late February, Fianna Fáil (愛蘭共和黨, the Irish Republican Party) achieved victory, and a new cabinet was formed with Éamon de Valera, the giant of the Irish independence movement, as President. Simultaneously, relations between Great Britain and the Irish Free State became rapidly unstable. Immediately after taking office on March 11th, the new de Valera cabinet released about 20 political prisoners who had been incarcerated by the previous pro-British Cosgrave government for attacking the government. At the same time, on the 15th in Parliament, it was declared, "The new government will delete the clause requiring an oath of loyalty to the British Monarch from the Constitution of the Irish Free State." Not only that, but on the following day, the 16th, Mr. de Valera told newspaper reporters, "The Irish Constitution of 1922 stipulates that the Irish Parliament must swear loyalty and obedience to the British Monarch and his successors, but as we do not recognize the need to swear loyalty to a foreign monarch as stated above, we intend to delete this clause from the Irish Constitution. Furthermore, I will implement the following new policies": 1. Merge the current Governor-General's office into the Republic. 2. Remove the unnatural border between North and South Ireland to build a unified Irish government. 3. Suspend the payment of land annuities to the British government and demand the return of amounts already paid. Swearing loyalty to the Monarch is the sole chain linking the dominant-subordinate relationship between Great Britain and the Irish Free State. If the Irish Free State were to refuse the oath to the British Monarch, the relationship between Britain and Ireland could not but become one between completely independent nations. Hearing this, the British Chancellor of the Exchequer, Neville Chamberlain, was greatly surprised and stated, "If the Irish Free State insists on the above declaration, the Anglo-Irish relationship, which seemed resolved, cannot but become perilous again." Upon receiving the formal notification from the Irish Free State, the British Dominions Secretary, Mr. Thomas, revealed its full text in the House of Commons on the 24th and declared that the British government absolutely could not agree to such a unilateral abrogation of the treaty. The Irish Free State government responded again, saying, "The oath to the British Monarch was established during the time of the previous Irish Free State government, the Cosgrave cabinet, so it is in no way illegal for the current government of the Irish Free State to amend its Constitution, and the suspension of land annuity repayments <9> is already being practiced in Northern Ireland, so there is no reason why the Irish Free State cannot do it as well." Thus, relations between Britain and Ireland could not but worsen once more.

2. Historical Relationship between Britain and Ireland
Since the conquest of Ireland by the English King Henry II in 1172, Ireland has come down as part of the British Empire, but during these 700 years, there has truly been no peaceful day between Britain and Ireland. After initially conquering Ireland, Britain tried to establish its power by enfeoffing its lords in various places, but the lords seized territory and acted independently, not listening to orders from the home country. Therefore, in 1541, Henry VIII became King of Ireland by resolution of the Irish Parliament, and after making Protestantism the state religion, he relocated a large number of Protestants from Scotland and England to Ulster in Northern Ireland. This extremely excited the feelings of the Irish (Catholics), leading to the tragedy in 1641 where they attacked Ulster and massacred 40,000 Protestants. Consequently, in 1649, Cromwell dispatched a large army to suppress this, but in 1668, another rebellion broke out, and again in 1798.
In 1801, the parliaments of both countries were merged, and in 1829, the Catholic Emancipation Act was promulgated, finally recognizing freedom of religion. However, Britain then issued an order for the confiscation of Irish land, so Ireland's difficult situation became imminent again. Seeing that the number of people displaced by British cruelty during the five years from 1846-51 reached 1.25 million, and about 1 million during the ten years from 1851-61, doesn't it show how harsh British colonial policy was? And seeing that 750,000 people died of starvation in the single year 1846-47, doesn't it show how great the cruelty of the British was? Thus, in 1848, the Young Ireland party, aiming for Irish independence and a republican system, was formed and started riots in various places. In 1866-67, the Irish Republican Brotherhood, liaising with the Fenian (떼니안團) Brotherhood, a secret society of Irish residents in America (美國), started riots in various places and assassinated the Chief Secretary [likely intended, not Governor-General] Lord Frederick Cavendish. However, as British suppression became increasingly severe, in 1870, Butt organized the Irish Parliamentary Party (愛蘭國民黨) aiming for internal self-government (home rule), and then joined forces with the Land League (土地同盟) organized by Davitt, conducting both parliamentary movements and riot movements. However, while Britain agreed to local autonomy and land system reform, it opposed self-government, so Ireland could not but switch to cultural movements and rural improvement movements for a while. At this time, the cooperative movement and Sinn Féin (신펜黨) party were organized. The time came again. In 1912, the Asquith cabinet submitted the Third Home Rule Bill to the House of Commons. The Commons passed it without incident, and it seemed likely to pass the Lords as well, but the British immigrants in Northern Ireland organized even a provisional government (假政府) and opposed it. Therefore, the Irish uniformly organized volunteer forces and, as a result of fighting against the Northern British populace, staged the tragedy of bloodshed in Dublin. Amidst this turmoil, the British Parliament passed the Home Rule Act, but as the World War happened to break out at that time, its implementation was postponed until after the war. Sinn Féin, thinking the time had come, elected de Valera as provisional president for 5 days [likely referring to the Easter Rising leadership] in 1916 and, conspiring with Germany (獨逸), started rebellions everywhere, staging that Dublin tragedy. However, the Sinn Féin rebellion grew fiercer day by day, and clashes with the British police occurred ceaselessly. The war ended, and in 1918, the first general election under the [Government of Ireland Act 1920, implemented later] was held. Sinn Féin opposed the Home Rule Act but participated to show national unity, secured the first party position, and boycotted the parliament. At that time, British Prime Minister Lloyd George inevitably invited de Valera to London (倫敦) and proposed peace talks. The first time, [de Valera's side] rejected it flatly, saying the self-government proposed by Britain would place Ireland in a permanent state of subordination. The second time, the issue of the oath to the British Monarch caused a split in the Sinn Féin party, and only the Free State faction (自由派, Pro-Treaty) concluded the Anglo-Irish Treaty, becoming the Irish Free State, a dominion of the Canadian type. The Republican faction (共和派, Anti-Treaty) began a battle for independence against their former comrades, the Free State faction. Therefore, Free State leader [initially] Collins tried to form an independence cabinet with de Valera, but Great Britain did not agree to this. <10> As Collins finally turned his back [supported the Treaty], de Valera again started a civil war, attacking government forces. Just then, Griffith died [of natural causes], and Collins was ambushed and killed by Republican forces, so the future of the Free State was uncertain. When Cosgrave became President, martial law was declared, and de Valera became a wanderer (一浪人), roaming the entire country.

3. Ten Years of the Irish Free State
Constitutionally, the Irish Free State is a Dominion of the British Empire, like Canada (加奈陀), the Commonwealth of Australia (濠洲聯邦), New Zealand (新西蘭), and the Union of South Africa (南阿聯邦), possessing a parliament and corresponding administrative organs. Therefore, the King of Great Britain does not concurrently hold the title of King of Ireland, and the Irish Governor-General is the representative of the British Monarch. Accordingly, the Irish Governor-General did not possess the authority to refuse assent to resolutions of the Irish Parliament. The only restrictions were under the Anglo-Irish Treaty: financially, to repay British public debt (英國公債) and bear war costs; diplomatically, not to dispatch diplomatic envoys likely to inflict harm on Britain; and defensively, not to exceed a military strength proportional to Britain's population and to provide facilities (便宜) to the British Army and Navy. In this way, Ireland became almost an independent nation, possessing the Irish national flag and dispatching an ambassador to Canada. Since the establishment of the Irish Free State, its national development has indeed been astonishing. Firstly, looking at state finances, revenue in fiscal year 1922, when it took over affairs from the British government, was £27,863,000; in the following year, 1923, revenue was £31,414,000, but ten years later, in fiscal year 1930, it had decreased to £24,223,000, showing that the burden on the people had been reduced by that much. Among expenditure items, Education (敎育) 18.0%, Old-Age Pensions (養老年金) 11.0%, Pensions (年金) 8.7% [Note: Original text says 807%, likely a typo, interpreted as 8.7%], National Defence 8.6%, and Agriculture (農業) 7.6% were the top items, so one cannot but say it showed an emphasis on education and social welfare. Secondly, looking at the economic aspect, conventionally, Britain's colonial policy (殖民政策) towards Ireland was harsh, turning cities into rural areas and rural areas into ruins (廢墟), causing the population to decrease by about half (半數) in the 100 years from 1841-1926. However, the new Irish government protected factories in Ireland and encouraged agriculture, resulting in the establishment of 120 new factories in 10 years. As of October 1, 1931, tenant farmers (小作人) all became owner-farmers, allowing the population to settle down. In education, compulsory elementary schooling was implemented <11> and spread village by village. Particularly, agriculture courses were specially established in universities and secondary schools, and the government provided enormous subsidies (補助), so education suitable for the agricultural nation of Ireland developed. In addition, great reforms were applied in various fields such as the judiciary (司法), administration (行政), and police (警察), and the expansion of people's freedom needs no further elaboration here.

4. Victory of the Irish Republican Party
However, as long as the Irish Free State is a Dominion, it is a fixed principle that there will be dissatisfaction. The Irish Free State had its natural territory (大然의 領域), the province of Northern Ulster (北部 『얼스터』 州), incorporated into the United Kingdom (大부릿렌合衆國) [Note: Unusual term for UK]. It cannot avoid swearing loyalty to the British Monarch, who is not of the Celtic (켈드) race, and cannot avoid receiving Britain's consideration (忖度) in diplomacy and national defense. Thus, the de Valera faction (Republican Party), which parted ways (소매를 나눈) with the Cosgrave faction (Free State Party) at the time of the Anglo-Irish Treaty conclusion in 1922, has advocated for completely free (不羈不絆) independence, harassing the government not just once or twice, sometimes through open combat with large forces, sometimes through secret surprise attacks (暗然한 奇襲). However, the Free State Party, holding political power (政權), sometimes declared martial law (戒嚴令) to subjugate the Republican forces and enacted security laws (保安法) to punish anti-government activities. Consequently, even de Valera eventually abandoned armed struggle (武力戰) and entered Parliament, planning to gather many members, even if it meant taking the oath to the British Monarch, hoping for future achievement (後日의 成就). Just then, February of this year was the general election period for the Irish Free State. De Valera, taking advantage of the government's recent severe political coercion (强壓) and the inadequacy (粗漏함) of its measures against the economic depression, campaigned hard with the Free State Party's platform of preferential tariffs (特惠關稅) with Britain [Note: De Valera actually opposed this, favoring protectionism - the text might be mistaken here or implying he used it as a point of contrast/attack] and won victory by a margin of about 15 votes (票).

5. The Future of Anglo-Irish Relations
As a result of the Irish Republican Party's victory, de Valera achieved his long-cherished desire (宿願) for the first time in the 16 years since the Dublin tragedy of 1916. However, his current position as President of Ireland [actually President of the Executive Council] is not that of the President of the Irish Republic he had harbored (抱懷하고 잇든). He is merely (不過하다) the Prime Minister of a British Dominion. Therefore, whether to realize the policies he has conventionally cherished or to show a difference in color (色彩) from the Free State Party, he could not but take rebellious actions (反逆的 行動) against Great Britain in general. Moreover, Great Britain nowadays (昨今) is struggling (허덕이고 잇다) with financial difficulties (財政難) and economic difficulties (經濟難). Therefore, it is the best opportunity (好機會) to raise the banner of revolt (叛旗) against Britain. Thus, he came to declare the refusal (拒絶) of the oath to the British Monarch, the refusal to repay (償還拒絶) the British debt (英國債務) borrowed for the creation (創定) of owner-farmers, the merger of Northern Ireland, and the abolition (廢止) of the Governor-General's office. However, as Mr. Thomas stated, Britain does not believe that the revision (改正) of the Irish Constitution is possible through Ireland's unilateral intention (一方的 意思). It is commonly acknowledged by self and others (自他가 共認하는 바다) that the significance (意義) of Britain possessing Ireland lies more in military relations (軍事的 關係) than economic relations. Moreover (하물며), incorporating Northern Ireland, where many descendants (子孫) of British immigrants reside, into the Irish Free State is something those immigrants would oppose. Marx once called Ireland Britain's political colony (政治的 植民地), and Lenin said that even if the issue leads to separation and then federation again, Ireland must once (一旦) separate from Britain. However, whether in a capitalist society (資本主義 社會) or a socialist society (社會主義 社會), the fact that Britain and Ireland cannot be completely separated (分離할 수 없는 것) is clearly indicated (明示하는 바다) by their geographical (地理上), political (政治上), and economic (經濟上) relationship. The Irish Republican government will continue the war of words (文書戰) with Great Britain. In the process (그러다가), it might even lead to armed conflict (武力的 衝突). However, even if the patriotic socialist groups (愛國的 社會主義團體), Labour Party (勞働黨), or Independence Party (獨立黨) that support the Republicans support this, the opposition party (反對 黨), the pro-British party (親英黨) [i.e., Cosgrave's supporters], will oppose it. Combined with (相俟하야) Britain's policy of not abandoning Ireland, absolute independence (絶對獨立) has little prospect (可望). Will a compromise be reached merely by stopping the annual installment repayments (年賦償還金)? (Manuscript finished April 4th) <12>

**Summary**

This 1932 article by Ham Sanghun details the resurgence of conflict between Britain and the newly elected Irish Free State government led by Éamon de Valera's Fianna Fáil party. De Valera's government pledged to remove the Oath of Allegiance to the British Crown, cease land annuity payments to Britain, unify Ireland, and abolish the Governor-General's office, leading to strong opposition from Britain. The article provides historical context on the 700-year Anglo-Irish struggle, including British colonization, suppression, Irish rebellions (Fenians, IRB, Easter Rising), the Home Rule movement, the Anglo-Irish Treaty split (Pro-Treaty vs. Anti-Treaty/Republicans), and the ensuing Irish Civil War. It also briefly reviews the Free State's progress in its first decade regarding finance, economic development (land reform, industrialization), and education, before concluding that while tensions might escalate, complete separation seems unlikely due to geopolitical realities and internal Irish divisions, suggesting a compromise might center on the annuity payments. From the perspective of Korean colonial history, this article is revealing. Written by a Korean author (Ham Sanghun) for a Korean audience during the Japanese occupation, the detailed focus on Ireland's struggle against British rule—particularly themes of colonial exploitation (land confiscation, induced famine), forced assimilation (religious policy), suppression of independence movements, internal divisions (collaboration vs. resistance), and the complexities of achieving sovereignty (dominion status vs. full republic)—would have resonated deeply, serving as an indirect commentary on Korea's own situation under Japan. Historians might find interest in the specific framing of the Irish struggle, the terminology used (e.g., "political colony"), the awareness of figures like Marx and Lenin regarding imperialism, and how an anti-colonial narrative was presented within the constraints of colonial censorship.

**Named Entities**

愛蘭	애란	Ireland
咸尙勳	함상훈	Ham Sanghun
英	영	Britain/England
愛蘭 自由國	애란 자유국	Irish Free State
피아나·페일 (愛蘭共和黨)	피아나 페일 (애란공화당)	Fianna Fáil (Irish Republican Party)
떼·밸레라	데 발레라	Éamon de Valera
코스그레브	코스그레이브	W. T. Cosgrave
英國 皇帝	영국 황제	British Monarch
네빌·쳄벌렌	네빌 체임벌린	Neville Chamberlain
英本國 自治領相	영본국 자치령상	British Dominions Secretary
토마스	토마스	J. H. Thomas
헨리 2世	헨리 2세	Henry II
英帝國	영제국	British Empire
헨리 8世	헨리 8세	Henry VIII
愛蘭議會	애란의회	Irish Parliament
新敎	신교	Protestantism
蘇格蘭	소격란	Scotland
英蘭	영란	England
愛蘭 北部 『얼스터』	애란 북부 얼스터	Ulster, Northern Ireland
舊敎徒	구교도	Catholics
크롬웰	크롬웰	Oliver Cromwell
美國	미국	United States
떼니안團	페니언단	Fenian Brotherhood
愛蘭共和同胞團	애란공화동포단	Irish Republican Brotherhood
프레데릭, 카벤디슈	프레더릭 캐번디시	Frederick Cavendish
뻐트	버트	Isaac Butt
愛蘭國民黨	애란국민당	Irish Parliamentary Party (Home Rule League)
따빗	다빗	Michael Davitt
土地同盟	토지동맹	Land League
신펜黨	신페인당	Sinn Féin
아스키드 內閣	애스퀴스 내각	Asquith Cabinet
北部 愛蘭	북부 애란	Northern Ireland
떠불린	더블린	Dublin
英國議會	영국의회	British Parliament
獨逸	독일	Germany
英國警察	영국경찰	British Police
로이드, 조오지	로이드 조지	David Lloyd George
倫敦	륜돈	London
英愛條約	영애조약	Anglo-Irish Treaty
自由派	자유파	Free State Faction (Pro-Treaty)
加奈陀	가나타	Canada
共和派	공화파	Republican Faction (Anti-Treaty)
코린스	콜린스	Michael Collins
크리피스	그리피스	Arthur Griffith
코스그레이브	코스그레이브	W. T. Cosgrave [Note: Same name as before, now President]
濠洲聯邦	호주련방	Commonwealth of Australia
新西蘭	신서란	New Zealand
南阿聯邦	남아련방	Union of South Africa
愛蘭總督	애란총독	Irish Governor-General
英國 海陸軍	영국 해륙군	British Army and Navy
愛蘭國旗	애란국기	Irish National Flag
北部 『얼스터』 州	북부 얼스터 주	Province of Northern Ulster
大부릿렌合衆國	대브리튼합중국	United Kingdom (lit. United States of Great Britain)
켈드 族	켈트 족	Celtic people
自由黨	자유당	Free State Party / Cumann na nGaedheal (referred to as Liberal Party)
共和黨	공화당	Republican Party (Fianna Fáil)
맑스	마르크스	Marx
레닌	레닌	Lenin
愛國的 社會主義團體	애국적 사회주의단체	Patriotic Socialist Group
勞働黨	노동당	Labour Party
獨立黨	독립당	Independence Party
親英黨	친영당	Pro-British Party

**Glossary**

再次	재차	Once again, second time
動搖하는	동요하는	Shaking, wavering, becoming unstable
愛蘭問題	애란문제	The Irish Question
險惡化	험악화	Worsening, deterioration
總選擧	총선거	General election
歸하야	귀하여	Resulting in (older form of 귀결되어)
來하얏다	내하였다	Came about, was brought about (older form of 왔다, 초래되었다)
聲明	성명	Declaration, statement
削除	삭제	Deletion, removal
如히	여히	Like, as (older form, modern: 같이)
認하지 않음으로	인하지 않음으로	Because (one) does not recognize (older grammar/spelling, modern: 인정하지 않으므로)
實現하겟다	실현하겠다	Will realize/implement (older future tense form)
合倂	합병	Merger, annexation
撤去	철거	Removal, abolition
支拂	지불	Payment
停止	정지	Suspension, stoppage
返還	반환	Return, repayment
鎖	쇄	Chain, fetter, lock
할진대	할진대	If (one) does (older conditional ending)
안될 수 없다	안 될 수 없다	Cannot but become, inevitably becomes
固執	고집	Insistence, obstinacy
接受	접수	Receipt, acceptance
斷然	단연	Resolutely, firmly
何等	하등	Any kind of, whatsoever
應酬	응수	Response, reply
關係	관계	Relation(ship)
征服	정복	Conquest
以來	이래	Since
나려 왓거니와	내려 왔거니와	Has been, has come down as (older form of 내려왔지만/왔으며)
安日	안일	Peaceful day
없엇다	없었다	There was not (older spelling)
諸侯	제후	Feudal lords
確立하랴 하얏든 바	확립하랴 하였던 바	While attempting to establish (older grammar/spelling)
듯지 않음으로	듣지 않음으로	Because (they) did not listen (older spelling/grammar, modern: 듣지 않으므로)
議會	의회	Parliament, assembly
決議	결의	Resolution
新敎	신교	Protestantism (lit. New Teaching)
舊敎徒	구교도	Catholic (lit. Old Teaching believer)
虐殺	학살	Massacre
慘劇	참극	Tragedy
演出	연출	Staging, production (of an event)
鎭壓	진압	Suppression, crackdown
叛亂	반란	Rebellion, revolt
이르키고	일으키고	To start, cause, incite (common older spelling for 일으키고)
解放令	해방령	Emancipation decree
發布	발포	Promulgation
認定되얏스나	인정되었으나	Was recognized, but (older spelling)
沒收令	몰수령	Confiscation order
하얏슴으로	하였으므로	Because (subject) did (older spelling/grammar)
難局	난국	Difficult situation, crisis
迫頭	박두	Imminence, drawing near
殘虐	잔학	Cruelty, atrocity
流離	유리	Displacement, wandering
苛酷	가혹	Harshness, severity
飢死者	기사자	Victim of starvation
若干	약간	How much, to what extent (used here for 'how great/severe')
共和制	공화제	Republican system
結成	결성	Formation (of a group)
暴動	폭동	Riot, uprising
秘密結社	비밀결사	Secret society
彈壓	탄압	Suppression, oppression
峻嚴	준엄	Strictness, severity
內政自治	내정자치	Internal self-government, home rule
結合	결합	Combination, union
同意햇으나	동의했으나	Agreed, but (older spelling)
轉換치 아니치 못하얏다	전환치 아니치 못하였다	Could not but switch to (double negative emphasis, older forms)
協同組合	협동조합	Cooperative union
組織되얏다	조직되었다	Was organized (older spelling)
提出	제출	Submission
形勢	형세	Situation, state of affairs
假政府	가정부	Provisional government
對戰	대전	Fighting against
流血	유혈	Bloodshed
風雲	풍운	Turmoil, troubled times (lit. wind and clouds)
通謀	통모	Conspiracy, collusion
熾烈	치열	Fierce, intense
쉴 날	쉴 날	Day of rest
擧行	거행	Holding (of an event)
뽀이코트 하얏다	보이코트 하였다	Boycotted (older spelling/loanword form)
不得已	부득이	Unavoidably, inevitably
講和	강화	Peace talks, reconciliation
提議	제의	Proposal, suggestion
永久的	영구적	Permanent
隷屬狀態	예속상태	State of subordination/vassalage
一蹴	일축	Flat rejection (lit. one kick)
宣誓問題	선서문제	Oath issue
分裂	분열	Split, division
招來	초래	Causing, bringing about
自治領	자치령	Dominion
同志	동지	Comrade
戰鬪	전투	Battle, combat
開始	개시	Beginning, commencement
內亂	내란	Civil war
阻擊	저격	Ambush, sniping
前途	전도	Future prospects
漠然	막연	Vague, uncertain
戒嚴令	계엄령	Martial law
布	포	To declare, proclaim
一浪人	일낭인	A masterless person, wanderer (from Japanese rōnin)
放浪	방랑	Wandering, roaming
憲法上	헌법상	Constitutionally
對應한	대응한	Corresponding
行政機關	행정기관	Administrative body
兼하다	겸하다	To hold concurrently
裁可	재가	Approval, assent (esp. royal)
權限	권한	Authority, right
制限	제한	Restriction
公債	공채	Public bonds, government debt
償還	상환	Repayment
負擔	부담	Burden, bearing (costs)
危害	위해	Harm, danger
外交使節	외교사절	Diplomatic envoy
派遣	파견	Dispatch, sending
國防上	국방상	Regarding national defense
兵力	병력	Military strength
便宜	편의	Convenience, facilities
提供	제공	Provision, supply
거이	거의	Almost (older spelling)
國旗	국기	National flag
成立	성립	Establishment, formation
國民的	국민적	National
놀라울만치	놀라울만치	Surprisingly, astonishingly (older form of 놀라울 만큼)
引繼	인계	Takeover, transfer
歲入	세입	Revenue
磅	파운드	Pound (£)
翌年	익년	Following year
輕減	경감	Reduction, mitigation
歲出	세출	Expenditure
項目	항목	Item, category
養老年金	양로연금	Old-age pension
主重하다	주중하다	To emphasize, attach importance to
從來	종래	Conventionally, traditionally
殖民政策	식민정책	Colonial policy
廢墟	폐허	Ruins
荒廢	황폐	Desolation, devastation
半數	반수	Half the number
獎勵	장려	Encouragement, promotion
新設	신설	New establishment
小作人	소작인	Tenant farmer
自作農化	자작농화	Becoming owner-farmers
定住	정주	Settling down (permanently)
義務制	의무제	Compulsory system
普及	보급	Spread, dissemination
特設	특설	Special establishment
莫大한	막대한	Enormous, huge
補助	보조	Subsidy, aid
相應한	상응한	Corresponding, suitable
司法	사법	Judiciary
行政	행정	Administration
警察	경찰	Police
諸方面	제방면	Various fields/aspects
改革	개혁	Reform
擴張	확장	Expansion
贅言	췌언	Superfluous words, needless remarks
不要	불요	Unnecessary
大然	대연	Natural, rightful (perhaps archaic or specific usage here for 'inherent/historical')
領域	영역	Territory, domain
編入	편입	Incorporation
忖度	촌탁	Consideration, deference (lit. conjecture)
締結	체결	Conclusion (of a treaty)
當時	당시	At that time
소매를 나누다	소매를 나누다	To part ways (idiomatic)
不羈不絆	불기불반	Untrammeled and unbound, completely free (literary)
主張	주장	Assertion, claim, advocacy
公然한	공연한	Open, public
暗然한	암연한	Secret, hidden
奇襲	기습	Surprise attack
政權	정권	Political power, regime
討伐	토벌	Subjugation, suppression campaign
保安法	보안법	Security law
反對行爲	반대행위	Opposition activity
武力戰	무력전	Armed struggle
斷念	단념	Giving up, abandonment
後日	후일	Future day, later time
成就	성취	Achievement, accomplishment
期하다	기하다	To aim for, hope for
强壓	강압	Coercion, pressure
不景氣	불경기	Economic depression
對策	대책	Countermeasure
粗漏	조루	Crudeness, inadequacy, carelessness
政綱	정강	Party platform
特惠關稅	특혜관세	Preferential tariff
奮鬪	분투	Struggle, strenuous effort
票	표	Vote
差	차	Difference, margin
博하다	박하다	To win, gain, achieve (less common now for 'winning votes')
宿願	숙원	Long-cherished desire
抱懷	포회	Cherishing (a thought or feeling)
不過하다	불과하다	To be merely, nothing more than
色彩	색채	Color, characteristic, nuance
反逆的	반역적	Rebellious, treasonous
昨今	작금	Nowadays, recently
財政難	재정난	Financial difficulties
經濟難	경제난	Economic difficulties
허덕이다	허덕이다	To struggle, flounder, gasp
叛旗	반기	Banner of revolt
好機會	호기회	Good opportunity
拒絶	거절	Refusal
創定	창정	Creation, establishment (possibly specific term for land settlement)
借入	차입	Borrowing (money)
債務	채무	Debt
償還拒絶	상환거절	Refusal to repay
廢止	폐지	Abolition
改正	개정	Revision, amendment
一方的	일방적	Unilateral
意思	의사	Intention, will
可能	가능	Possible
領有	영유	Possession (of territory)
意義	의의	Significance, meaning
軍事的	군사적	Military
自他	자타	Self and others
共認	공인	Common recognition, public acknowledgment
하물며	하물며	Moreover, furthermore, let alone
子孫	자손	Descendants
政治的 植民地	정치적 식민지	Political colony
分離	분리	Separation
聯邦	연방	Federation
一旦	일단	Once, for the time being
資本主義	자본주의	Capitalism
社會主義	사회주의	Socialism
地理上	지리상	Geographically
政治上	정치상	Politically
經濟上	경제상	Economically
明示	명시	Clear indication, explicit statement
文書戰	문서전	Document war, war of words (propaganda/diplomatic battle)
繼續	계속	Continuation
武力的 衝突	무력적 충돌	Armed conflict
支持	지지	Support
愛國的	애국적	Patriotic
勞働黨	노동당	Labour Party (older spelling of 노동당)
獨立黨	독립당	Independence Party
親英黨	친영당	Pro-British Party
相俟하다	상사하다	To combine with, work together with (literary)
絶對獨立	절대독립	Absolute independence
可望	가망	Prospect, hope, likelihood
年賦償還金	연부상환금	Annual installment repayment, annuity
妥協	타협	Compromise
稿了	고료	Manuscript finished


---------------------------


잡지명	동광 제33호
발행일	1932년 05월 01일
기사제목	再次 動搖하는 愛蘭問題
필자	咸尙勳
기사형태	소식

再次 動搖하는 愛蘭問題
						咸尙勳
1. 英愛關係 險惡化
