잡지명	개벽 제2호
발행일	1920년 07월 25일
기사제목	個人主義의 略義 (Brief Meaning of Individualism)
필자	孤蝶 (Koch'ŏp)
기사형태	논설 (Editorial/Essay)

Brief Meaning of Individualism
						Koch'ŏp
One
As everyone knows, the Middle Ages in Europe were an era heavily bound by convention. Therefore, movements aiming to break through this and achieve the liberation of individuality arose one after another among the people of the time. The first wave was the Religious Reformation, the second wave was the Renaissance, the third wave was the advocacy of academic freedom such as the Age of Enlightenment and the Age of Criticism, the fourth wave was the demand for political freedom such as the American Revolutionary War and the French Revolution, and the fifth wave was the demand for economic freedom—these movements have continued unceasingly. The major trend of the past three hundred-plus years has been the freedom movement, that is, the individualistic movement in a broad sense.

The Religious Reformation was a movement seeking to return religion, which had been subjected to illiberal oppression by the medieval clergy, to the free religion of early Christianity. The Renaissance meant the study of the classics, but this too was a movement longing for the culture of Greece, filled with the spirit of freedom of old, just like religion, and seeking to revive it.

However, once this movement passed through the Middle Ages, a purely revivalist endeavor became practically impossible due to the evolution of the times. Thus, this thought naturally became stagnant and stubborn along with medieval thought, inevitably becoming centralized or fixed. Consequently, after the Religious Reformation, a second ecclesiastical authority emerged, and after the Renaissance, literature once again crystallized and settled. In response to this, the Enlightenment (a cleansing) movement arose in the 17th century, resisting this ecclesiastical authority and crystallization. That is, learning is not the monopoly of one or two individuals but should be the common property of society in general. It was necessary to enlighten the people's minds, destroy all superstitions, and subject various matters to the critique of reason. All legends and old customs were unhesitatingly demolished by a piece of reason. It reached the point where even good and beautiful customs were put on the list of criticisms. This was the Age of Enlightenment in thought. Then, becoming self-aware of this extreme bias towards intellectualism, not solely engaging in destruction but allowing customs, legends, religion, and learning to coexist, balancing intellect and emotion, reason and faith—this was what is called the Age of Criticism in philosophy.

Two
Thus, as one wave receded, ten thousand waves arrived, and the waves of freedom and liberation <91> began to surge and dominate the world of thought. Following the third wave, the fourth wave flowed in. The embankment that this fourth wave sought to breach was far stronger than that of religion, literature, or general learning—it was the impregnable fortress called political power (政權). Therefore, breaking through this was a revolutionary task belonging to quite a major event. The French Revolution and American independence were the most important events of the fourth wave. That the 18th century is called the peak era of the freedom movement, the summit of individualism, refers to this. Thus, it would be appropriate to view the individualism we discuss today primarily as something from the late 17th century through the 18th century and onwards.

Three
As mentioned earlier, individualism belongs to the early modern centuries. No, the individualistic spirit is a fact latent since antiquity, but to make this fact clear now, it is convenient to take the 18th century, when the individualistic movement was most prominent, as the main theme.

Originally, 18th-century individualism and 19th-century individualism are not identical. It is a matter of course that the individualism born from the specific social circumstances of the 18th to 19th centuries and the specific demands responding to them could not remain perfectly suitable for an era where the general social situation had changed. Therefore, for convenience, we intend to outline individualism by dividing it into three major categories.

A. Individualism in the Old Sense. What is individualism in the old sense? Its theory consists of the following three points:
1. All individuals possess equal value. Consequently, they possess equal rights.
2. Since each individual possesses equal rights, they must be given the freedom to develop their respective abilities.
3. The purpose of human life lies in seeking happiness. Society is organized to achieve this purpose. If that society has institutions that hinder the happiness of each individual, we may destroy and reform it at any time.
It lies in stating this. This intention was forcefully advocated under names such as the Theory of Natural Rights (天賦人權說) and the Social Contract Theory (社會契約論), and people of the time were captivated by it. Considering the circumstances then, if they had fully enjoyed freedom and bathed in the blessings of society and the state, even a hundred theories of natural rights or a thousand theories of social contract would have had no impact. However, in America and Europe, especially France <92>—the very home of these theories—it was truly an age of actual oppression. Therefore, they could not help but curse society, demand freedom, and cry out for equality. The result—the oppression by George III led the American people to declare independence, Patrick Henry to shout, "Give me liberty, or give me death!" and the three great slogans of the French Revolution, namely Liberty, Equality, Fraternity, being chanted repeatedly—can all be said to be the background of individualism.

Four
B. 19th-Century Individualism. Entering the 19th century, individualism decreased in its frantic attitude compared to that of the 17th and 18th centuries, but in its place, the movement gradually became more concrete. It was intensional rather than extensional. They sought the scope of individual freedom in various aspects. The causes that fostered this were generally the following four points:
1. The idea of free inquiry based on the scientific spirit, continuing from the previous era, was a movement increasingly seeking to escape the fetters of tradition and authority.
2. The idea originating from the concepts of the struggle for existence and biological evolution led people to regard even the past with contempt, further lightening the importance of customs, legends, and conventional authority.
3. Entering the 19th century, political concepts also changed. The French Revolution was the peak of the ideal of equality, but its result was rather a failure. That is, once it was realized that even if political power (正權, likely 政權) alone were equal, the inequality of the people was a fact, it became known that practical improvement of life was indispensable. Gradually, the tendency to extend the hand of freedom and liberation to social and economic aspects appeared.
4. Due to the spread of education, individual self-awareness increased, and as a result, people no longer wished to blindly follow traditional authority but wanted to apply their own judgment and criticism to everything and decide all matters based on their own will.

Thus, the vague individualism called individual freedom and liberation manifested in the form of demands for freedom in various aspects such as:
A. Freedom of thought, freedom of will, freedom of speech and publication
B. Freedom of religion
C. Freedom of association
D. Freedom of occupation (freedom of choice)

The comprehensive, impetuous political freedom of the 18th century, upon entering the 19th century, <93> changed into demands for freedom concerning various aspects of society in a concrete manner. A particularly notable change was the addition of new demands for freedom concerning the economic aspect. This became most apparent in the latter half of the 19th century in Europe due to the results of mechanical industry and large-scale enterprises—from this, a society with a great inequality called wealth emerged, leading to the observation of a wide gap between the rich and the poor. Thus, a new class called laborers appeared in society, confronting the great moneyed powers known as entrepreneurs or capitalists. At this point, the people of Europe and America, who had bravely resolved the Religious Reformation, the Renaissance, the baptism of science, and even political revolutions, upon seeing the great inequality called the disparity of wealth and the great power called money power (金權), could not help but feel as though they had repelled a tiger entering through the front gate only to let a wolf in through the back gate. This has progressed to the present day, making it impossible not to shoulder a further burdensome task for the freedom movement and liberation movement. A new line of reasoning emerged, thinking that unless the luxury resulting from the unjust enrichment of the rich and the unnatural suffering of the poor, born from the wealth gap, are fundamentally resolved, ultimate freedom will not arrive. This can be called the socialist movement in a broad sense. Therefore, what was previously expressed with the vague idea of "liberty and equality" differentiated in the 19th century, giving rise to: those who primarily focused on the spirit of freedom and loudly advocated individualism; democracy, which primarily focused on the concept of equality and sought to spread and thoroughly implement it in politics; and the socialist faction, which also primarily focused on the concept of equal equality and sought to spread and thoroughly implement it in the economic sphere.

Democracy and socialism can be called the twin children of individualism. Individualism, having given birth to these twins, did not itself perish. The mother body (母體) has continued its existence as the mother body up to the present day.
To avoid confusion, we will set aside the democratic movement and the socialist movement as separate issues and here only briefly touch upon the aspect called individualism.

Five
C. 20th-Century Individualism. As described above, individualism has undergone such transitions. So, how is 20th-century individualism progressing? We wish to express just one facet of this by introducing the words of Mr. Tanaka Ōdō (田中王堂氏). Discussing individualism, he says:

Recently, the voice of democracy has become quite loud, but in our thinking, it is preferable to thoroughly establish the individualism that forms its foundation. Individualism is the spirit, and democracy is the application of that spirit. <94> Individualism is the goal, and democracy is merely one of the methods to realize that ultimate goal. Individualism is internal cultivation (內的修養); democracy is an external measure (外的方策). Therefore, if intelligent individualism does not exist, the development of sound democracy cannot be seen.
Some in the world reject individualism, saying it harms the solidarity (鞏固) of society, but such people hold misconceptions about past individualism.
Individualism is more fundamental than cooperativism (協同主義) or socialism; it is the source that constantly nurtures the existence and development of cooperativism and socialism. Cooperativism is merely a more refined form of individualism.

Furthermore, explaining intelligent individualism, he says:
As long as human life exists, if it is truly genuine life, it is imperative to re-evaluate (改價) all of one's feelings, thoughts, and actions through self-awareness.
In this world, there will be no person who pursues the exact same character and the exact same ideals as many others. The center point of life created in their name by each of them will be distinctively their own. Just as two art students depicting one object from two different viewpoints cannot produce paintings with entirely identical placement and clarity, it is a falsehood (虛僞) to think that people can all live in exactly the same way. What is called general, universal, or supra-individual is nothing more than an empty fantasy fabricated (揑造) through misunderstood metaphysics (形而上學). Things like public morality (公共道德), cosmic feeling (宇宙感情), and eternal laws (永久의 法則) are devised (工夫) using their own experiences as material (材料) and based on the standard of approval (是認) derived from their own individuality. Ultimately, it is through the exercise of each person's individuality that cooperative life is managed (營).

Humans are, of course, "social animals." However, they become so merely through blind (盲目) instinct (本能); there is no clear orientation (志向). In the early stages of civilization, falling into turmoil (紛擾) and strife (爭鬪) was the sole tendency. Then, powerful monarchs suppressed personal feelings and desires (私情私慾) through punishment (刑罰), thereby acclimating (馴致) people to order and peace, and fostering (誘成) the sprout (萌芽) called the state from the material called individuals.
Through the power of training, each individual was taught to respect (尊重) the rights and happiness of others. Upon understanding (會得) that doing so is the best way to guarantee one's own rights and happiness in the near future, despotic (專制) rule was first changed to governance (施政) by deliberation (討議). <95> As individuality is enlightened, the principle governing cooperative life progresses from internal to external, from heteronomous (他律的) to autonomous (自律的).
Some in the world advocate cooperativism in its place to correct the errors of individualism, but any correction that tends to ignore the unique talents (才能), circumstances (境遇), duties (義務), and originality (獨自性) peculiar to the individual can only be called reckless and shortsighted (無謀淺慮).

Mr. Tanaka's views stated above are not the pure individualism propagated in the world but can be seen as a well-rounded way of life (處世法). Discussed this way, there is a sense that Mr. Tanaka's views and the initial principles of individualism are entirely different things. However, this is likely the natural tendency of individualism harmonizing with cooperativism. Mr. Tanaka further explains that intelligent individualism is the principle for a well-rounded life, stating:
It must be recognized that among individuals managing cooperative life, conflicts of will often arise due to conflicting interests (利害의 背馳). This is the same principle as the mutual contradiction (矛盾) of desires within the life of a single individual. However, just as the contradictions of individual desires are ordered (整齊) by some method, the conflicts of will arising between individual lives can also be harmonized (調和) by some method. That 'some method' means that while the contradiction and conflict of desires continue, it will be understood how those desires contribute to the happiness of the single subject (主軆) to which they belong. In other words, through mutual understanding (相互의 理解), they will gradually move towards cooperation. Cooperation, viewed materially, might involve taking one and excluding (排斥) all others, or taking parts from all of them to create a compromise (折衷). However, viewed functionally, in any situation, all desires involved in the struggle (爭鬪) are mixed in (混入). This situation is called compensation (代償); merging compensatorily means establishing two or more interests (興味) side by side (倂立), or, when facing conflict, ignoring their external form (外形) but rather preserving (保留) their spirit.

Why does an individual join group life with many other individuals? Isn't it because they think that by doing so, they can satisfy their desires and achieve self-realization (自己의 實現) more effectively than living in solitude (孤獨)? However, if upon entering group life, they seek to directly and materially acquire (探得) their desires, they will inevitably encounter opposition (反對) from the wills and desires of others. Here, their desires will have no opportunity (機會) to be realized as they are; they must inevitably be realized through the method of compensation (代價). <96> When the wills of different individuals in different ways of life are realized through the method of compensation, it inevitably leads to consultation (協議) among representatives (代表者). This representation means that a relationship arises where mediocre character (凡庸의 品性) cannot but rely on the wisdom (睿智) of superior character (優秀의 品性), and superior character cannot but respect the hopes (希望) of mediocre character. However, representation is not mere confusion (混同); it requires purifying (醇化) the converging (湊合的) progression of various desires or wills to form (化成) a unified whole (渾 一體). Therefore, representatives in society must respect all desires (欲求) while converging (輻合), guiding (利導), and purifying their orientation (志向); this is not a mechanical (機械的) mixing but a spiritual (精神的) creation (創造).
Ultimately, human life is a connection (連結) and system (體系) of compensation. Regarding this point, there is no difference (相違) whatsoever between the ordering of desires within a single individual and the harmonization of wills among different individuals. Within the state, each individual is the represented (被代表者), and the state is the representative (代表者). As an individual's intelligence (聰明) increases, they gradually achieve the ordering of desires more easily. Similarly, as the intelligence of the individuals organizing it increases, the state gradually achieves the ordering of desires more easily.

Mr. Tanaka's opinion skillfully explains the relationship between the individual and cooperation.
Through this, he endeavored to harmonize his individual-centric thinking with what the world calls cooperativism. We understand this to be what he calls thorough individualism (徹底個人主義). However, it is an undeniable fact that individualism gradually changed in the process (這間) of using terms like "mutual understanding," "compensation," or "representation" to describe purification (醇化) and creation (創造). It is a fact that the singular became dual, and then plural.
We acknowledge that Mr. Tanaka's individualism is generally or ideally well-rounded, and while agreeing with his approach, we also recognize it as indeed being individualism. We cannot help but abstractly acknowledge that individualism from today onwards will likely be harmonized in such a manner. <97>

**Summary**

This 1920 essay by "Koch'ŏp" traces the historical development of individualism in Europe, starting from the Middle Ages through the Reformation, Renaissance, Enlightenment, political revolutions (American, French), and into the 19th century's focus on specific freedoms (thought, religion, association, occupation) and the rise of economic inequality leading to socialism and democracy as offshoots. The author then introduces contemporary (1920) views, particularly those of Tanaka Ōdō, who advocates for an "intelligent individualism" that is foundational to democracy and harmonizes individual self-realization with cooperative social life through mutual understanding, compensation, and representation, distinguishing it from earlier, potentially more egoistic forms. The article concludes by acknowledging this harmonized, socially conscious individualism as the likely future direction. For historians of colonial Korea, the article is interesting as it reflects Korean intellectuals engaging deeply with Western political and philosophical thought (individualism, democracy, socialism) shortly after the March 1st Movement. The discussion, framed through European history but quoting a Japanese intellectual (Tanaka Ōdō), highlights the complex intellectual currents and influences shaping Korean thought under Japanese rule, grappling with modernity, individual rights, and social organization within the constraints of colonialism.

**Named Entities**

歐洲	구주	Europe
希臘	희랍	Greece
米國	미국	America / United States
佛國	불국	France
「쪼-지」 3世	조지 3세	George III
빠트리쓰쿠현리	패트릭 헨리	Patrick Henry
佛蘭西	불란서	France
田中王堂氏	다나카 오도	Tanaka Ōdō

**Glossary**

가티	같이	Like, as (older spelling)
잇서왓다	있어왔다	Has existed, has come to be (older spelling)
코저	-고자	Intending to, trying to (older spelling of suffix)
잇다	있다	To exist, to be (older spelling)
업다	없다	To not exist, to not be (older spelling)
因襲	인습	Convention, custom, tradition
突破	돌파	Breakthrough
個性	개성	Individuality, personality
解放	해방	Liberation, emancipation
陸續히	육속히	Continuously, one after another
宗敎改革	종교개혁	Religious Reformation
文藝復興	문예부흥	Renaissance
啓蒙時代	계몽시대	Age of Enlightenment
乃至	내지	Or, up to, ranging from
佛國革命	불국혁명	French Revolution
抑壓	억압	Oppression, suppression
復歸	복귀	Return, restoration
復興	부흥	Revival, renaissance
憧憬	동경	Yearning, longing
沉滯緬頑	침체면완	Stagnation and stubbornness/inflexibility
敎權	교권	Ecclesiastical authority
結晶沈澱	결정침전	Crystallization and precipitation (metaphor for becoming rigid)
反抗	반항	Resistance, opposition
民智	민지	People's wisdom/intelligence
啓發	계발	Enlightenment, development
理知	이지	Reason, intellect
批判	비판	Criticism
傳說舊慣	전설구관	Legends and old customs
偏知主義	편지주의	Extreme intellectualism, rationalism bias
自覺	자각	Self-awareness, realization
謂함	위함	Refers to, means (older form)
略義	약의	Brief meaning, summary
伏在	복재	Latent, underlying
顯著	현저	Remarkable, distinct
大軆 上	대체 상	Generally, overall (older form)
天賦人權說	천부인권설	Theory of natural rights
社會契約論	사회계약론	Social contract theory
壓制	압제	Oppression, tyranny
絶呌	절규	Scream, cry out
綱領	강령	Guiding principles, platform
博愛	박애	Philanthropy, universal love
背景	배경	Background
權威	권위	Authority
束縛	속박	Restraint, bondage
生存競爭	생존경쟁	Struggle for existence
生物進化	생물진화	Biological evolution
理念	이념	Idea, concept
輕蔑	경멸	Contempt, scorn
改良	개량	Improvement
普及	보급	Spread, dissemination
盲從	맹종	Blind obedience
猪突的	저돌적	Impetuous, reckless
懸隔	현격	Wide gap, disparity
勞動者	노동자	Laborer, worker
金權	금권	Money power, plutocracy
不當利得	부당이득	Unjust enrichment
豪奢	호사	Luxury, extravagance
根本	근본	Root, basis, fundamental
社會主義	사회주의	Socialism
民主主義	민주주의	Democracy
雙生兒	쌍생아	Twins
母體	모체	Mother body
修養	수양	Cultivation, training
聰明	총명	Intelligence, wisdom
健全	건전	Sound, healthy
鞏固	공고	Solidification, strengthening
排斥	배척	Exclusion, rejection
協同主義	협동주의	Cooperativism
涵養	함양	Cultivation, fostering
源泉	원천	Source, origin
洗鍊	세련	Refinement
普遍的	보편적	Universal
形而上學	형이상학	Metaphysics
揑造	날조	Fabrication, concoction
尊重	존중	Respect
會得	회득	Understanding, comprehension
專制	전제	Despotism, autocracy
討議	토의	Discussion, deliberation
施政	시정	Administration, governance
他律的	타율적	Heteronomous
自律的	자율적	Autonomous
矯正	교정	Correction
獨自性	독자성	Originality, uniqueness
處世法	처세법	Way of life, art of living
調和	조화	Harmony, balance
欲望	욕망	Desire
矛盾	모순	Contradiction
整齊	정제	Arrangement, ordering
理解	이해	Understanding
折衷	절충	Compromise
代償	대상	Compensation, substitution
融合	융합	Fusion, merging
實現	실현	Realization, actualization
代表者	대표자	Representative
協議	협의	Consultation, discussion
凡庸	범용	Mediocre, ordinary
優秀	우수	Excellent, superior
睿智	예지	Wisdom, sagacity
醇化	순화	Purification, refinement
渾一體	혼일체	Unified whole
創造	창조	Creation
體系	체계	System
徹底	철저	Thoroughness
這間	저간	In the meantime, meanwhile (classical Chinese influence)
마지 안이하노라	마지 아니하노라	Cannot but (older ending form)
-e 

---------------------------


잡지명	개벽 제2호
발행일	1920년 07월 25일
기사제목	個人主義의 略義
필자	孤蝶
기사형태	논설

個人主義의 略義
						孤蝶
一
歐洲의 中世紀는 人人이 知함과 가티 因襲이 累累한 時代이엇다. 그럼으로 一代의 民衆은 此를 突破하고 個性의 解放을 得코저하는 運動이 陸續히 일어낫다. 第1波는 宗敎改革이며 第2波는 文藝復興이며 第3波는 啓蒙時代 批評時代 等 學術의 自由唱道이며 第4波는 米國獨立戰爭 乃至 佛國革命等 政治 上 自由要求이며 第5波는 經濟 上 自由要求로 連綿不絶한 運動이 잇서왓다. 過去 三百 有餘 年의 一大 潮流는 自由運動 即 廣義에 對한 個人主義的 運動이엇다.
宗敎改革은 中世의 僧侶에 依하야 非自由한 抑壓을 受하던 宗敎를 原始基督의 自由한 宗敎에 復歸코저 하는 運動이엇스며 文藝復興은 古典硏究를 意味함이나 此도 亦是 宗敎와 同히 昔日自由의 氣風이 充滿한 希臘의 文化를 憧憬하야 그를 復興코저하는 運動이며
그러나 이 運動이 一度 中世紀를 通過한 以後는 時代의 進化 上 純粹한 復古事業은 事實 不得已함으로써 此 思想은 自然히 中世紀思想과 沉滯緬頑하야 中央集權的 或은 固定的됨을 不免하엿다. 그럼으로 宗敎改革의 後에 第2의 敎權이 發生하고 文藝復興의 後에 再次 文藝가 結晶沈澱하엿다. 此에 對하야 17世紀에 啓蒙(一洗)의 運動이 일어나 此 敎權과 結晶에 反抗하엿다. 곳 學問은 1,2 人士의 專賣權이 아니오. 一般 社會의 共有財産으로 할 者이라. 모름직이 民智를 啓發하고 一切의 迷信을 打破하며 여러 가지 事項을 理知의 批判에 照하야 一切의 傳說舊慣은 一片의 理性에 由하야 遠慮업시 打破되엇다. 甚함에 至하야는 善美한 習慣까지도 非難의 項目에 上下하게 되엇다. 此가 곳 思想 上 啓蒙時代이엇다. 그리하야 此 極端한 偏知主義로부터 自覺하야 單히 打破 뿐 專事치 아니하고 習慣, 傳說, 宗敎, 學術을 並立케 하도록 智와 情, 理와 信을 兩立케 한 者가 哲學 上 이른바 批評時代이엇다.

二
斯와 如히 一波가 去하면 萬波가 來하야 自由解放의 波가＜91＞ 滔滔히 思想界를 左右하게 始作하엿다. 그리하야 第3波의 次에 第4波가 流入하엿다. 玆에 第4波의 突破코저한 堤坊은 宗敎보다도 文藝보다도 一般學問보다도 遙히 堅牢한 者이엇나니 卽 政權이라하는 金城鐵壁이엇다. 그리하야 此를 突破코저함은 頗히 大事件에 屬한 革命의 業이엇다. 佛國의 革命, 米國의 獨立은 第4波 中 가장 重要한 者인데 第18世紀는 自由運動의 最高潮時代 個人主義의 絶頂을 示한 時代라 云함은 此를 謂함인저. 그리하야 吾人의 今日 論코저하는 個人主義라 云함은 먼저 第17世紀말로부터 第18世紀 以後의 事로 見함이 適當하겟다.

三
個人主義는 前述과 如히 近世紀 初頭의 事이엇다. 안이 個人主義的 精神은 古代로부터 伏在한 事實이엇스나 吾人이 只今 此 事實을 簡明케 爲함에는 不可不 個人主義的 運動이 가장 顯著한 18世紀로부터 主題로함이 便利하겟다.
元來 18世紀의 個人主義와 19世紀의 個人主義와는 同一치 안이하다. 18世紀로부터 19世紀에 在한 特殊의 社會的 事情과 此에 應하는 特殊의 要求로 生한 個人主義가 大軆 上 社會情態가 變한 時代에 그대로 適合하야 가지 못할 것은 勿論의 事이니 그럼으로 吾人은 便宜上 個人主義를 三大別로 하야 槩述코저 함이엇다.
甲, 舊한 意味의 個人主義. 舊한 意味의 個人主義라 함은 何이냐. 그 理論은 次의 3個로 되엇나니
一. 一切 個人은 平等의 價値가 有함. 從하야 平等의 權利가 有함.
二. 各 個人은 共히 平等의 權利가 有한 故로 彼等은 各其의 能力을 發展하며 自由를 與치 안이함이 不可함.
三. 人生의 目的은 幸福을 求함에 在함. 社會는 此 目的을 達키 爲하야 組織된 者이라. 若 其 社會가 各 個人의 幸福을 妨害하는 制度이면 吾人은 何時에던지 此를 破壞改造함이 可하다.
云함에 在하도다. 如斯한 趣意를 骨子로 한 者가 天賦人權說과 社會契約論 等의 名에 依하야 力說되엇스며 그리하야 世人은 此에 醉倒하엿섯다. 思컨대 當時에 彼等이 만일 十分 自由를 樂하며 社會國家의 恩惠에 浴하엿스면 百의 天賦人權說 千의 社會契約說이 잇슬지라도 何等 影響이 업슬것이나 然이나 米國과 歐洲 특히 佛蘭西＜92＞ 等-斯說의 本家本元되는 地일사록 더욱 實際壓制의 世이엇다. 그럼으로 彼等은 實로 社會를 呪하고 自由를 要求하고 平等을 絶呌치 안이함을 엇지 못하엿다. 그 結果-「쪼-지」 3世의 壓制는 米國民으로 獨立을 宣言케 하고 빠트리쓰쿠현리-로 「我의 自由를 與하여라. 不然하면 死를 與하여라」 呌呼함과 佛國大革命의 3大 綱領 即 自由, 平等, 博愛의 連呼는 다가티 個人主義의 背景이라 하겟다.

四
乙. 19世紀의 個人主義. 19世紀에 入하야 個人主義는 17,8世紀의 個人主義에 比하야 熱狂的 態度에서는 減하엿스나 그 代에 그 運動은 次第로 具體的이 되어왓다. 外延的이 안이오 內包的이엇섯다. 彼等은 個人의 自由範圍를 各 方面에 求케 되었다. 그리하야 此를 助成한 原因은 大體-左의 4條이엇다.
一. 科學的 精神에 基한 自由 討究의 思想은 前代로부터 引續하야 益益 傳說과 權威의 束縛을 脫코저 한 運動이엇다.
二. 生存競爭 生物進化의 理念으로부터 生한 思想은 過去라 云하는 者까지 輕蔑히 思하고 一層 習慣과 傳說과 因襲的 權威를 輕케 하엿다.
三. 19世紀에 入하야 政治上의 觀念도 變하엿다. 佛國革命은 平等理想의 絶頂이엇스나 然이나 革命의 結果는 寧히 失敗이엇다. 即 正權 뿐은 平等이라 할지라도 人民의 不平等은 事實임을 知한 以上 決코 實際 生活의 改良을 爲치 안임이 不可함을 知하야 次第로 社會的 經濟方面에 自由解放의 手를 伸하는 傾向이 나타낫다.
四. 敎育의 普及에 由하야 個人의 自覺이 增大하고 그의 結果, 從來의 權威의 盲從할 事를 不欲하고 何事이던지 自己判斷 批評을 加하며 自己 스스로의 意思에 由하야 萬事를 決定코저하엿다.
如斯히 個人의 自由解放이라 云하는 荒漠한 個人主義는
甲. 思想自由, 意志自由, 言論出版의 自由
乙. 信敎의 自由
丙. 結社의 自由
丁. 職業의 自由(選擇의 自由)
等 各 方面에 對한 自由要求의 方式으로 나타낫다. 18世紀의 摠括的 猪突的 政治的 自由는 19世紀에 入하야＜93＞ 具體的으로 社會 各般의 方面에 對한 自由要求로 變化하엿다. 特히 顯著한 變化는 經濟的 方面에 關한 新한 自由要求를 加添한 事이엇다. 그는 歐洲 19世紀後半에서 最現著히 나타난 機械的 工業 大規模의 企業의 結果-玆에서 富라 云하는 一大 不平等한 社會가 出現하야 貧富의 懸隔을 見함에 至하엿다. 곳 企業家라던지 資本家라 하는 大金力者에 對하야 勞動者라 云하는 新한 一階級이 社會에 나타낫다. 玆에서 宗敎改革 文藝復興 科學의 洗禮 乃至 政治上 革命까지도 勇敢히 解決한 歐米國民은 富의 不平等이라 云하는 一大 不平等, 金權이라 云하는 一大 權力을 見하고는 殆히 前門으로 入하는 虎를 拒하고 又 後門으로 狼을 納케 한 感이 업지 아니하엿다. 此가 今日까지 進展하야 來한 自由運動 解放運動에 更히 苟且한 任務를 負치 아니치 못하게 되엇다. 곳 貧富懸隔으로부터 生한 富의 不當利得되는 豪奢와 貧의 不自然한 苦痛을 根本으로 解決치 아니하면 最後의 自由가 來치 아니하리라. 思考함에 至한 新論法이 出來하엿다. 此가 곳 廣義의 社會主義的 運動이라 하겟다. 그럼으로 前에 自由平等이라 云하는 漠然한 생각으로 發表하엿던 者가 19世紀에 그가 分化하야 自由의 精神을 主로 한 個人主義를 高唱力說한 者와 平等의 念을 主로 하야 此를 政治의 上에 普及 徹底케 한 民主主義와 同一平等의 念을 主로 하야 此를 又 經濟의 上에 普及 徹底코저 하는 社會主義파를 發生케 되엇다.
民主主義와 社會主義는 個人主義의 雙生兒라 하겟다. 個人主義는 此 雙生兒를 生하고 自體는 死滅한 者 아니오. 母體는 母體 그대로 그 生存을 存續하야 今日에 至하엿다.
混雜을 避키 爲하야 吾人은 民主主義運動과 社會主義的 運動은 別個問題로 置하고 玆에는 單히 個人主義라 云하는 方面뿐 一言코저 하노라.

五
丙. 20世紀의 個人主義. 以上에 述함과 如히 個人主義는 如斯한 變遷이 잇서왓다. 그리하야 20世紀 個人主義는 如何히 進行하는가. 吾人은 此를 田中王堂氏의 言을 紹介하야 僅히 一面을 表現코저 하노라. 氏는 個人主義를 論하야 曰
