**Header Section:**
Magazine Title: 삼천리 제7권 제10호
Publication Date: 1935년 11월 01일
Article Title: 巴里講和會議때 모혓든 人物 생각 (Thoughts on the Figures Gathered at the Paris Peace Conference)
Author: 呂運弘
Article Type: 회고·수기 (Memoir/Recollection)

**Body Text Translation:**
Thoughts on the Figures Gathered at the Paris Peace Conference
						Yŏ Unhong

The figures gathered at the Paris Peace Conference back then were, for Britain, former Prime Minister Lloyd George; for France, also former Prime Minister Clemenceau; for the United States, former President Wilson; for Japan, Duke Saionji; for Italy, Baron Gennari (젠니 男爵); and for China, Lu Zhengxiang (陸徵祥), all serving as chief plenipotentiaries.

However, although I saw the Peace Conference, the large, formal general assembly where the victorious Allied powers and the defeated Central Powers gathered together occurred only twice: once at the opening and once more at the closing. The decisions on the peace terms were all made in secret, at meetings of the Big Five, or the Big Three, or on the table where Lloyd George and Clemenceau sat together, or else, decided in the place where Clemenceau and Wilson sat together.

Therefore, there was nothing much to see publicly of the Paris Peace Conference. However, I did see Clemenceau giving a speech at some public gathering—I don’t remember which society it was—<26> His appearance was imposing, and as newspaper reporters nicknamed him, he had the spirit of a "Fierce Tiger." His voice was also a ringing, metallic sound. When he showed his spirit before the French people, seeing this scene at the small gathering made one approve of the reason why all the people unconditionally admired him; anyone would likely be moved by his eloquence and his passion. Judging Lloyd George by the rumors circulating in Paris at the time, he was said to be quite cunning and full of political maneuvering. Therefore, by using an idealist like Wilson, who was naive about practical politics, he diverted the good public reputation to Wilson while Britain snatched the most actual spoils of war and benefits like territorial division. As for Wilson, being originally an idealist, he was preoccupied with thinking of ways to eliminate war forever and was busy creating the League of Nations, so he relinquished or conceded much of the practical benefits. As a result, he lost the trust of his own people back home and spent his later years in misfortune.

Japan's Duke Saionji (西園寺公) was a gentleman; the one who stepped forward directly to fight over issues like the Shandong Problem and the Racial Equality Proposal was Count Makino (牧野伯爵).

As for the Chinese representatives, Gu Weijun (顧維均) represented the Northern Government, and Wang Zhengting (王正廷) represented the Southern Government. Lu Zhengxiang (陸徵祥) went in the role of reconciling the two. Wang Zhengting handled the practical defense, while Gu Weijun gave speeches on the proposals and conducted negotiations.

Eighteen long years ago... More than one or two scenes from Paris come to mind, but I will omit them all and instead record a story from when I was in America at the beginning of the Great War.<27>

The year I went straight over to America was 1913, the year before the World War broke out.
Upon arriving, I intended to attend school, so to first earn tuition money, I stayed in Los Angeles, working at a certain restaurant there.

That restaurant was a four-story Western-style building, a place where many people in the city would flock to when it was time for meals.
Among the various classes of people, numerous ethnicities—Germans, French, Spanish, British, Jews, as well as Koreans and Chinese—would gather and eat cuisine there without distinction.

The time I was working there was exactly when the war broke out in Europe.
April 18, 1914! (TN: The date seems incorrect for the start of WWI, which began later in 1914, typically dated to July/August. This might be the author's misrecollection or a typo.)
On this day at noon, as soon as the news arrived from Europe that the "Declaration of War" had been issued, the various people who had gathered at this restaurant for "lunch" threw down what they were eating and immediately stood up and ran outside.

Germans and French people, who until just moments before had been talking and chatting together in one place, started punching, hitting, and cursing each other, causing a commotion. Some packed their bags right away and set off for their homelands; others argued amongst themselves whether Germany was right or wrong. Once the declaration of war in Europe spread throughout America, people across the entire continent of America were instantly thrown into turmoil and commotion, like boiling water.<28>

After this declaration of war reached America, for about a week, a wartime atmosphere filled the country, passing in great tension.
However, because there were many people of German descent within America, once the declaration of war was issued, until America directly joined the Great War in 1917, the faction wanting to side with Germany was quite large. So, while maintaining a stance of strict neutrality, the internal confrontation between the two factions was considerably sharp.
Because of this, figures like General Joffre (-페-ㄹ장군), who was the French commander at the time, and key government figures from Britain came directly to America to argue that the US should join the Allied side.

When the Great War broke out in Europe in 1914, I left Los Angeles that autumn and went to Illinois, where I studied in the middle school department for a year. Then, I immediately went on to enroll at Wooster College in Ohio, graduating in 1918, the year the Great War ended.

While the European continent was in constant difficulty after the declaration of war, America remained quiet amidst the tension for a while, until it directly declared war on Germany in 1917.
German students studying together at the same school, as well as international students from Britain, France, and other European countries, all packed their bags and returned home to fight for their homelands.

1917! America, which until then had maintained neutrality amidst the turbulent state of affairs, finally declared war on Germany, joined the Allied side, and began sending large forces to Europe. The entire spirit of America instantly boiled over like water.<29>
That was precisely when I was attending Wooster College in Ohio.
When the news spread throughout America that the US had joined the Allies and finally declared war on the Central Powers, the American students receiving instruction in the schools all threw down the books they were reading and rushed out to volunteer for the righteous army, claiming it was based on humanitarian love and justice.

Seeing the temperament and character of American students at that time, I was quite astonished. Could those who had lived such luxurious lives until then, frolicking in ease and pleasure, suddenly rush bravely into the battlefield to risk their lives? Their spirit couldn't help but amaze me back then.
Just looking at the fact that within only 5 or 6 months after America declared war on the Central Powers, they dispatched a massive army of one million across the Atlantic to the European continent is truly astonishing. Even thinking about it now, sitting here, I cannot help but admire the courage, boldness, magnificent spirit, and disciplined order of the American people (students). Except for the elderly and the infirm, all the young men passionately advocated for justice and humanity and bravely hoped to go to war; one could only be amazed. Though they usually loved pleasure so much, enjoyed playing and entertainment, and lived luxurious lives, once the declaration of war was issued, they disregarded their homes, cast aside love, and all bravely desired to go to the front. This is something perhaps difficult to see in the world outside of Americans.

In that turmoil, even among us Asians, many Filipinos, Chinese, and Indians joined the American army, based on the point that, grounded in humanitarian love, justice, and humanity, they should rightly fight the German scoundrels.<30>
Within the universities, since everyone was being drafted as volunteer soldiers, there were no students left. Only the teachers would stand on the podium, denouncing the unjust crimes of the German side in the Great War and giving propaganda speeches expounding the righteousness of America's declaration of war. In the churches, pastors, holding Bibles in one hand, would fervently condemn Germany and passionately preach that the American side would be victorious.

In all the entertainment venues, the men who used to throng there could not be seen at all. Instead, in this corner and that corner, on the main streets, at this intersection and that, there were many students giving speeches overflowing with righteous indignation about the war. The students who had lived lives of ease and luxury all threw off their hats, received only 2-3 months of training to become officer-level soldiers, and gladly accepted the strict and difficult life under military regulations. When the great force of 140,000 (TN: This number seems low for the total US deployment, perhaps referring to an initial wave or a specific contingent known to the author) departed across the vast Atlantic, the American people, to celebrate and console those going to the front, designated one day as a day not to eat meat (肉). Countless people across the nation, without exception, all refrained from eating meat for one day. On another day, they designated it as a day not to eat wheat flour (麥粉), and again, all Americans did the same.
Seeing this, one can well understand how rule-abiding the American people are, how orderly, and how great their capacity for unity and solidarity was.

After graduating from Wooster College in the summer of 1918, I immediately entered the graduate program at Princeton University.
My plan at that time was, after finishing this graduate program at Princeton University, to cross over to Europe and devote myself further to academic pursuits, focusing solely on my studies.<31>
<26-31>

**Summary**

This memoir by Yŏ Unhong recounts his observations of the Paris Peace Conference figures like Clemenceau, Lloyd George, and Wilson, noting the secrecy surrounding the actual negotiations despite the public facade. He contrasts the idealistic Wilson with the pragmatic Lloyd George. The latter half details his experiences as a student in the United States (Los Angeles, Illinois, Ohio, Princeton) from 1913 through WWI. He describes the electric atmosphere upon the US declaration of war in 1917, the fervent patriotism and willingness of American students to volunteer for service, and the nationwide unity efforts like meatless or wheatless days, which greatly impressed him.

From a Korean colonial history perspective, the article is interesting for its first-hand account by a Korean intellectual abroad during a pivotal global moment. It highlights the international context Koreans navigated, mentions other Asians (Filipinos, Chinese, Indians) joining the US war effort for ideals like "humanity and justice," implicitly contrasting with Korea's colonized status where such choices were constrained. Yŏ's admiration for American unity and student volunteerism, juxtaposed with his later involvement in Korean nationalist movements, offers insight into the experiences shaping the perspectives of the Korean elite during the colonial period. Historians might find his observations on the Paris Peace Conference (despite his limited access) and his vivid depiction of the US home front during WWI, including the participation of other Asians, valuable.

**Named Entities**

巴里講和會議	파리강화회의	Paris Peace Conference
英國	영국	Britain
로이드, 쪼-지	로이드 조지	Lloyd George
불란서	프랑스	France
크레만소-	클레망소	Clemenceau
미국	미국	United States (America)
윌손	윌슨	Wilson
일본	일본	Japan
西園寺公爵	사이온지 공작	Duke Saionji (Saionji Kinmochi)
이태리	이탈리아	Italy
젠니 男爵	젠니 남작	Baron Gennari (as written in text)
중국	중국	China
陸徵祥	육징상	Lu Zhengxiang
五大國	오대국	Big Five Powers
三大國	삼대국	Big Three Powers
英吉利	영길리	Britain (England)
國際聯盟	국제연맹	League of Nations
山東문제	산동 문제	Shandong Problem
牧野伯爵	마키노 백작	Count Makino (Makino Nobuaki)
北方政府	북방정부	Northern Government (China)
顧維均	고유균	Gu Weijun (V.K. Wellington Koo)
南方政府	남방정부	Southern Government (China)
王正廷	왕정정	Wang Zhengting (C.T. Wang)
米洲	미주	America (Continent)
로스앤젤스	로스앤젤스	Los Angeles
구라파	유럽	Europe
全米	전미	All of America
독일	독일	Germany
-페-ㄹ장군	조프르 장군	General Joffre
일니노이	일리노이	Illinois
오하이오	오하이오	Ohio
우오-스론대학	우스터 대학	Wooster College
歐洲	유럽	Europe
聯合軍	연합군	Allied Forces
同盟軍	동맹군	Central Powers (lit. Alliance Army)
大西洋	대서양	Atlantic Ocean
比島人	필리핀인	Filipino
인도인	인도인	Indian
푸리스톤 대학	프린스턴 대학	Princeton University

**Glossary**

모혓든	모였던	gathered; who had gathered (older spelling of 모였던)
쪼-지	조지	George (older transliteration)
쿠레만소-	클레망소	Clemenceau (older transliteration)
윌손	윌슨	Wilson (older transliteration)
首席全權	수석전권	Chief Plenipotentiary
戰勝國	전승국	Victor nation(s)
戰敗國	전패국	Defeated nation(s)
同盟國	동맹국	Allied/Central Powers (here refers to Germany's side)
업섯다	없었다	did not exist; there was not (older spelling of 없었다)
쏘사이티-	소사이어티	Society (older transliteration)
잇섯다	있었다	existed; there was (older spelling of 있었다)
猛虎	맹호	Fierce Tiger
압헤서	앞에서	in front of; before (older spelling of 앞에서)
讚仰	찬앙	praise; admiration
辯舌	변설	eloquence; power of speech
政略	정략	political strategy; maneuvering
만흔	많은	many; much (older spelling of 많은)
조흔	좋은	good (older spelling of 좋은)
돌니고	돌리고	turn over to; divert (older spelling of 돌리고)
만히	많이	much; many (older spelling of 많이)
업시할	없이 할	to make non-existent; to eliminate (older spelling/form)
만년는	만년은	later years (older spelling of 만년은)
식히는	시키는	to make someone do; assign (older spelling of 시키는)
갓섯는데	갔었는데	had gone (older spelling of 갔었는데)
이약이나	이야기나	story or tale (older spelling of 이야기나)
이러나기	일어나기	to break out; occur (older spelling of 일어나기)
머물너	머물러	staying; residing (older spelling of 머물러)
요리점	요리점	restaurant
몰여들어	몰려들어	flocking; gathering (older spelling of 몰려들어)
업시	없이	without (older spelling of 없이)
몰여와서는	몰려와서는	coming in droves (older spelling of 몰려와서는)
이러나든	일어나던	which was breaking out (older spelling of 일어나던)
宣戰布告	선전포고	Declaration of War
네렷다는	내렸다는	that it was issued/decreed (older spelling of 내렸다는)
알여지자	알려지자	as soon as it became known (older spelling of 알려지자)
몰여왓든	몰려왔던	who had gathered (older spelling of 몰려왔던)
지버치우고	집어치우고	throwing down; casting aside (older spelling of 집어치우고)
이러서	일어서	standing up (older spelling of 일어서)
박그로	밖으로	outside (older spelling of 밖으로)
뛰여	뛰어	running; jumping (older spelling of 뛰어)
짓거리든	지껄이던	who were chatting/babbling (older spelling of 지껄이던)
올커니	옳거니	being right (colloquial, older form)
글느거니	그르거니	being wrong (colloquial, older form)
이르켯다	일으켰다	caused; provoked (older spelling of 일으켰다)
充溢	충일	be full of; overflowing
만흠으로	많음으로	because there were many (older spelling of 많음으로)
스자는	서자는	wanting to stand with; siding with (older spelling of 서자는)
嚴正中立	엄정중립	Strict Neutrality
서잇스면서도	서 있으면서도	even while standing (older spelling of 서 있으면서도)
안이엿다	아니었다	was not (older spelling of 아니었다)
要路者	요로자	key figure; person in an important position
논파	논파	argue; refute; persuade through argument
끗나든	끝나던	which was ending (older spelling of 끝나던)
네리우기까지는	내리기까지는	until the issuing of (older spelling of 내리기까지는)
가치	같이	together; like (older spelling of 같이)
모다들	모두들	everyone; all (older spelling of 모두들)
말엇다	말았다	ended up doing; did completely (older spelling of 말았다)
드듸여	드디어	finally; at last (older spelling of 드디어)
식히게	시키게	to make happen; cause to do (older spelling of 시키게)
올넛다	올랐다	rose; ascended (older spelling of 올랐다)
밧고	받고	receiving (older spelling of 받고)
뛰여나갓든	뛰어나갔던	who had rushed out (older spelling of 뛰어갔던)
놀내엿다	놀랐었다	was astonished (older spelling of 놀랐었다)
안흘	않을	will not (older spelling of 않을)
업섯나	없었나	wasn't there? (rhetorical, older spelling of 없었나)
안저	앉아	sitting (older spelling of 앉아)
보드래도	보더라도	even if one looks at (older spelling of 보더라도)
놀나운	놀라운	surprising; astonishing (older spelling of 놀라운)
밧고는	받고는	after receiving (older spelling of 받고는)
이루워	이루어	forming; composing (older spelling of 이루어)
놋코는	놓고는	setting; designating (older spelling of 놓고는)
맛당히	마땅히	rightly; properly (older spelling of 마땅히)
만헛다	많았다	were many (older spelling of 많았다)
올나서서는	올라서서는	standing upon (older spelling of 올라서서는)
부르짓고	부르짖고	shouting; crying out (older spelling of 부르짖고)
업고	없고	there being none (older spelling of 없고)
煽動	선동	agitation; instigation
매도	매도	condemn; denounce
勝戰	승전	victorious war; victory
의용병	의용병	volunteer soldier
마추고는	마치고는	after finishing (older spelling of 마치고는)
學究	학구	academic pursuit; study


---------------------------


잡지명	삼천리 제7권 제10호
발행일	1935년 11월 01일
기사제목	巴里講和會議때 모혓든 人物 생각
필자	呂運弘
기사형태	회고·수기

巴里講和會議때 모혓든 人物 생각
						呂運弘
그때 巴里講和會議에 모혓든 인물은 영국은 前首相 로이드, 쪼-지요 불란서는 亦 前首相 크레만소-요, 미국은 前대통령 윌손이요, 일본은 西園寺公爵, 이태리는 젠니 男爵, 중국은 陸徵祥이 모다 首席全權이엇다.
그런데 나는 講和會議를 보앗지만 戰勝國側인 연합국과 戰敗國인 同盟國側이 한데 모히여 하는 크다란 정식 총회는 개회할 때 한 번, 폐회할 때 또 한 번, 그래서 단 두 번 이엇고, 講和조건의 결정은 모다 비밀리에서 五大國회의, 혹은 三大國會議, 혹은 로이드 쪼-지와 쿠레만소-가 모여 안진 卓子 우에서, 그러치 안으면, 쿠레만소-와 윌손이 모여 안진 자리에서 결정되엇다.
