Magazine Title: 삼천리 제7권 제10호
Publication Date: 1935년 11월 01일
Article Title: 文學과 思想(極히 簡單한 敍述的 要目), 三千里文藝講座(第1回 開講) (Literature and Thought (An Extremely Simple Descriptive Outline), Samch'ŏlli Literary Lecture Series (1st Session Opening))
Author: 鄭寅燮
Article Type: 논설 (Essay/Article)

Literature and Thought
						By Chŏng Insŏp

Author Introduction
Mr. Chŏng Insŏp was born in Ŏnyang, Kyŏngsang Province. He is 32 years old this year. After finishing Hwimun early, he went to Tokyo, graduated from the English Literature Department of Waseda University, returned, and is currently a professor in the Literature Department at Yŏnhŭi Professional School. He has published many research papers on English literature.

This issue can also be considered from various aspects depending on the method of discourse. Usually, five methods are discussed for studying literature: the Linguistic Method, the Appreciation-Critical Method, the Genetic Method, the Scientific Method, and the Comparative Literature Method. However, I wish to add what I call the Synthetic Method, making a total of six methods for studying the thought in literature.

One. The Linguistic Research Method - This involves research focusing on language and sentences. It can be further divided into the Original Text Annotation Method and the Linguistic Psychology Method. The former focuses on the interpretation of phrases and sentences. Since literature is expressed through language and sentences, one cannot claim to have understood the thoughts and feelings within it without understanding the means of expression. However, there can be differences in how people use language and sentences, and this method alone is insufficient for examining the ideological content hidden within the superficial form. The latter involves philosophical or psychological consideration of language <227>, also discussing language and sentences, but mainly discussing their suggestive power and receptivity concretely. However, this method alone is also insufficient for understanding the hidden thoughts and feelings.

Two. The Appreciation-Critical Research Method - This focuses on one's own impression of the subject. It does not aim to establish abstract definitions or universal systems but, as much as possible, to faithfully savor the subject and base understanding on the resulting impressions. This method is often adopted by those who disregard theory, but it is prone to narrow prejudice. While not unimportant, it is insufficient for understanding the relationship between literature and various other cultural elements within it.

Three. The Genetic Research Method - Since the above two methods focus on linguistic form and individual impressions respectively, they are greatly disadvantageous for considering the broad ideological domain of literature. Therefore, in contrast to such representational and conceptual research, modern times, influenced by the development of anthropology, have come to prioritize factual evidence, dealing with two aspects based on what appears therein: the primitive state of literature's genesis and its process of formation. Consequently, the thought in literature is also empirically verified through this aspect.

Four. The Scientific Research Method - This advances the Genetic Research Method (Three) further by applying natural science and experimental science. It discusses the characteristics and compositional style of literature by considering it from three aspects: Race, Environment, and Era. This can be said to have been influenced by <228> Positivist philosophy or the Theory of Evolution. It is here that the study of thought in literature first acquired modern depth.

Five. The Comparative Literature Research Method - This harmonizes the Genetic Method and the Scientific Method mentioned above. Aiming for a critique from the perspective of the path of literature's evolution or the history of human civilization, it seeks to clarify the thought hidden within literature by comparing, anthropologically, sociologically, or historically across eras, two or more things within one country, or comparing the similarities and differences between one national society and another, or criticizing the differences between eras.

Six. The Synthetic Research Method - This is what I advocate. It involves harmonizing the above five methods, appropriately utilizing their strengths where needed, and consequently examining the thought in literature deductively or inductively through all of them. In short, this aims to fully critique the entire aspect of thought by considering the subjective essentiality and objective influence of literature factually, purposively, and effectively. It is here, I believe, that the thought in literature finally reveals its complete outline.

Next is the scope of "Literary Thought." This concerns what the term "thought" means in literature. I wish to divide this into a broad sense interpretation and a narrow sense interpretation. The broad sense interpretation relates the term "Thought in Literature" to both the content and form of literature. The narrow sense interpretation uses it <229> only in relation to the content of literature. The latter can also be further subdivided internally.

First, I should speak about the mutual relationship between the content and form of literature. Discussing such things pertains too much to descriptive introductory outlines, so I cannot discuss it in detail. However, omitting all tedious explanations and speaking very simply, the content of literature mainly refers to the materials and intent of literature, while the form of literature refers to the method and attitude of expressing them. The mutual relationship between this form and content is so closely intertwined that whether they can be distinguished is itself a question, and disagreements arise when discussing their primary-secondary relationship, as well as differing opinions regarding their mutual determination in literary creation. However, I will not elaborate on such matters here but will first conveniently divide the scope of thought into broad and narrow senses and then state the following points.

One. Material and Intent can be divided into the following detailed items.
(One) Materials of Literature (Examples omitted)
(A) Sensory Elements - These are further divided into five.
(1) Visual Elements. These refer to natural scenery, the forms, colors, light, and shadow of figures and other objects.
(2) Auditory Elements. All artistic sentiments felt through various sounds.
(3) Olfactory Elements. Although not as common as visual and auditory elements, they also function as materials in literature.
(4) Gustatory Elements. These also become literary materials. Olfactory materials and the following Tactile Elements are <230> often treated in modern literature.
(5) Tactile Elements. Hardness/softness, coarseness/fineness, lightness/heaviness, coldness/warmth of things, etc., are treated considerably, especially in modern literature that has achieved liberation of the senses.
(B) Mental Elements - These are further divided into three.
(1) Emotional Elements. When emotions move, they relate on the one hand to the psychological process of the creator and also function as material being treated in the created work.
(2) Volitional Elements. These act upon literature with a certain moral pressure.
(3) Intellectual Elements. There could be various aspects, but it can be seen in the sense of ensuring truthfulness in investigation, planning, etc., and is also considerably used in popular works like detective stories.
(C) Imaginative Elements - These acknowledge supra-real things that cannot be felt through ordinary perception or empirically proven by natural laws. The following subdivisions are possible.
(1) Spirits of Natural Objects.
    (a) Derived from living things - Spirits and deities of animals and plants.
    (b) Derived from non-living things - Mountain spirits (山神), water spirits (水精), etc.
(2) Derived from Souls -
    (a) Spirits of people.
    (b) Spirits of quasi-human figures (Angels, Fairies, Demons, etc.)
(3) Objects of Religious Faith (Gods, Buddhas) <231>
(4) Unusual Events (Magic, Reincarnation, Phantasmagoria)
(D) Conceptual Elements - These ultimately concern views of life and the world (politics, economics, religion, philosophy, etc.). The narrowest sense interpretation, which treats only this field among literary materials as thought, can also be established. And it significantly influences intent.
(Two) Intent of Literature (Specific examples and explanations all omitted)
(a) Entertainment - When this is the primary driver, the content generally consists of popular mass works, nonsense works, etc.
(b) Individuality - As it focuses on individual talent, temperament, and state of mind, psychological literature is established.
(c) Universality - When depicting commonality shared by everyone, especially human types, it becomes orthodox literature.
(d) National Character - As this deals with the possessions and destiny of a race/nation, nationalist literature arises.
(e) Concept of the State - Here, since centralized power and rule are the main objectives, ultranationalist imperialist literature can be generated.
(f) Sense of Justice - As it centers on human fairness and uprightness, humanitarian idealist literature, connected beyond individuality, nation, and state, is established.
(g) Collectivity - When focusing on human collective consciousness, democratic or literature acknowledging the social nature of literature comes into being.
(h) Labor Nature - Focusing on the distribution of production, broad socialist literature arises. <232>
(i) Class Nature - This aims to achieve economic rationalization, conceived from a materialist viewpoint, through class struggle, thus establishing Marxist literature.

Thus, besides the narrowest interpretation combining only conceptual elements and intent, and the usual narrow interpretation viewing various materials and intents as encompassed by "Thought," stepping further to interpret it as including the aspects of expression method and attitude—that is, the formal expression aspects—can be seen as the broad interpretation. I will list these next, but it's not that these relate absolutely only to form and technique; rather, within themselves, they also directly and indirectly connect to and include their respective content characteristics. Moreover, the aforementioned materials and intent, as well as the following forms and techniques, relate to two aspects of literature: Permanence and Timeliness. Permanence signifies immutable elements, and Timeliness signifies transience. First, focusing on Timeliness, I wish to cite my system to list the discussion of ideological trends in form and technique methods, presented nominally below.

Phase 1
Primitive Art → Ancient Classicism — Medieval Literature (Dark Ages)
Phase 2
Early Modern Classicism → Romanticism → Naturalism → (Fin de siècle Thought)
Phase 3
Neo-Romanticism → (Socialism) → (Fascism) → (World Anguish) <233>
Phase 4
(Neo-Liberalism Literature(?)) → ? → ? → (?)

Among the items listed above, quite a few might suggest relevance to the content of literature by their names, but they have been named so for convenience. The reason why the forms and techniques of expression simultaneously include their content characteristics lies therein. However, I should explain the various propositions above and their mutual correlations, and also explain how such Timeliness (or the addition of new aspects) relates to the permanent, immutable characteristic of literature, namely its artistry. But complex theories related to aesthetics are indeed necessary, so I omit them all here. I trust and hope that all these detailed items will be directly or indirectly cited or explained under various titles by the next writer, and with this, I end my writing. Therefore, I hope you understand that I have merely outlined the overall relationship between literature and thought in summary form, and this is nothing more than an introductory table of contents for this field.

Finally, as a postscript, regarding the limit of how much thought should be emphasized in the creation of literature - some argue for the necessity of thought, but even "Art for art's sake" can be seen as constituting its own thought, and it is undeniably already one trend within literary thought. Only if one dismisses thought in the sense that it lacks utilitarianism—meaning it's not art for life's sake, art for society's sake, etc.—might there be some point, but otherwise, any artistic view is merely literary thought. Therefore, the term "Literary Thought" <234> (文學思想) and "thought of literature" (文學의 사상, i.e., purposefulness within literature) can be used distinctively but are often used interchangeably. Also, the term "conception" (構想) is used to combine content-related thought and the outline of expression in creation. Only when there is a conception does one actually begin to wield the brush for creation. Among these, I understand it is usual to first grasp the content-related thought and then harmonize the method of its expression, and I believe it should be done this way. Here too, various disagreements and explanations are necessary, but I omit them all. <235>

**Summary**

Chŏng Insŏp outlines six methods for studying thought in literature: linguistic, appreciation-critical, genetic, scientific, comparative, and his proposed synthetic method. He then defines the scope of "thought," distinguishing between broad (content and form) and narrow (content only) interpretations. He details literary materials (sensory, mental, imaginative, conceptual) and intents (ranging from entertainment and individualism to nationalism, socialism, and Marxism). Finally, he presents a historical schema of literary trends (Classicism, Romanticism, Naturalism, Socialism, Fascism, etc.) influencing form and technique, acknowledging that even "art for art's sake" embodies a form of thought, and suggests that content-thought should precede expressive form in literary creation. From a historical perspective, the article is interesting as it showcases a Korean intellectual in 1935 systematically engaging with and categorizing a wide range of Western literary theories and ideologies, including contemporary ones like Fascism and Marxism, within the context of colonial Korea. His attempt to create a "Synthetic Method" and the inclusion of concepts like "National Character," "Concept of the State," and "World Anguish" reflect the intellectual currents and political realities of the time under Japanese rule.

**Named Entities**

鄭寅燮	정인섭	Chŏng Insŏp
慶尙 彦陽	경상 언양	Kyŏngsang Ŏnyang
徽文	휘문	Hwimun
東京	동경	Tonggyŏng
早稻田大學	조도전대학	Waseda Taehak (Waseda University)
延禧專門學校	연희전문학교	Yŏnhŭi Chŏnmun Hakkyo

**Glossary**

文學	문학	Literature
思想	사상	Thought, Ideology
極히	극히	Extremely
簡單한	간단한	Simple
敍述的	서술적	Descriptive
要目	요목	Outline, Main points
講座	강좌	Lecture series
開講	개강	Opening of a lecture/course
논설	논설	Essay, Article
筆者	필자	Writer, Author (of this piece)
출생	출생	Birthplace
일즉	일찍	Early (older spelling of 일찍)
드러가	들어가	Enter (older spelling of 들어가)
마치다	마치다	To finish, complete
도라와서	돌아와서	After returning (older spelling of 돌아와서)
현재	현재	Currently
교수	교수	Professor
영문학	영문학	English literature
연구논문	연구논문	Research paper
만타	많다	Many, much (older spelling of 많다)
방면	방면	Aspect, direction
考察	고찰	Consideration, examination
言語學的	언어학적	Linguistic
鑑賞批評的	감상비평적	Appreciation-Critical
發生學的	발생학적	Genetic (related to origin/genesis)
科學的	과학적	Scientific
比較文學的	비교문학적	Comparative Literature
綜合的	종합적	Synthetic, comprehensive
註釋的	주석적	Annotative
心理學的	심리학적	Psychological
語句	어구	Phrase, expression
해석	해석	Interpretation
爲主	위주	Focusing on, centered around
표현	표현	Expression
感情	감정	Feeling, emotion
解得	해득	Understanding, comprehension
形式	형식	Form, formality
숨어있는	숨어있는	Hidden
檢討	검토	Examination, review
不足	부족	Insufficient, lacking
哲學的	철학적	Philosophical
乃至	내지	Or, ranging from...to...
暗示力	암시력	Suggestive power
感受性	감수성	Receptivity, sensitivity
구체적	구체적	Concrete, specific
對象	대상	Subject, object, target
인상	인상	Impression
抽象的	추상적	Abstract
定義	정의	Definition
普遍的	보편적	Universal
體系	체계	System
확정	확정	Confirmation, settlement
目的	목적	Purpose, aim
如實히	여실히	Faithfully, realistically, as it is
토대	토대	Foundation, basis
무시	무시	Disregard, ignore
偏見	편견	Prejudice, bias
존중	존중	Respect, value
文化的	문화적	Cultural
要素	요소	Element, factor
廣汎한	광범한	Broad, wide-ranging
領域	영역	Domain, territory, field
大段	대단	Greatly, very (older usage)
不利	불리	Disadvantageous
表象的	표상적	Representational
觀念的	관념적	Conceptual, ideational
近代	근대	Modern times
인류학	인류학	Anthropology
발달	발달	Development
證據	증거	Evidence
原始的	원시적	Primitive
發生狀態	발생상태	State of genesis/occurrence
生成過程	생성과정	Process of formation/generation
取扱	취급	Handling, treatment
實證	실증	Empirical proof/verification
自然科學	자연과학	Natural science
實驗科學	실험과학	Experimental science
種族	종족	Race, tribe
環境	환경	Environment
時代	시대	Era, age
特質	특질	Special characteristic, trait
構成樣式	구성양식	Compositional style/form
實證哲學	실증철학	Positivist philosophy
進化論	진화론	Theory of evolution
深刻味	심각미	Profound taste, depth
調和	조화	Harmony, balance
진화	진화	Evolution
경로	경로	Path, course, route
文明史的	문명사적	Related to the history of civilization
批評	비평	Criticism, critique
人類學的	인류학적	Anthropological
社會學的	사회학적	Sociological
時代史的	시대사적	Historical (related to specific eras)
異同	이동	Similarities and differences
批判	비판	Criticism, critique
主唱	주창	Advocacy, proposal
長點	장점	Merit, strong point
演譯的	연역적	Deductive
歸納的	귀납적	Inductive
主觀的	주관적	Subjective
本質性	본질성	Essentiality, intrinsic nature
客觀的	객관적	Objective
影響性	영향성	Influence (as a characteristic)
効果上	효과상	In terms of effect
輪廓	윤곽	Outline, contour
限界性	한계성	Limit, scope, limitation
廣義	광의	Broad sense
狹義	협의	Narrow sense
內容	내용	Content
兩方面	양방면	Both aspects/sides
關連	관련	Relation, connection
前者	전자	The former
後者	후자	The latter
內部的	내부적	Internal
細分	세분	Subdivision
相互關係	상호관계	Mutual relationship
序述的	서술적	Descriptive (same as 敍述的)
槪論	개론	Introduction, outline
仔細히	자세히	In detail
略하다	략하다	To omit, abbreviate (older form of 약하다)
材料	재료	Material
意圖	의도	Intent, intention
態度	태도	Attitude
交流	교류	Exchange, interaction
密接	밀접	Close, intimate
區別	구별	Distinction, differentiation
主從	주종	Master-servant, primary-secondary
異論	이론	Different opinion, objection
製作上	제작상	In terms of production/creation
相互規定	상호규정	Mutual definition/determination
意見	의견	Opinion
爲先	우선	First of all, for now (older form of 우선)
便宜上	편의상	For convenience
論點	논점	Point of argument
素材	소재	Material, subject matter
實例	실례	Example
省略	생략	Omission
感覺的	감각적	Sensory
視覺的	시각적	Visual
풍경	풍경	Scenery
人物	인물	Figure, person
其他	기타	Other
物體	물체	Object
형상	형상	Shape, form
색채	색채	Color
명암	명암	Light and shadow
聽覺的	청각적	Auditory
각종	각종	Various kinds
음향	음향	Sound, acoustics
情趣	정취	Sentiment, atmosphere, mood
嗅覺的	후각적	Olfactory
보통	보통	Usually, ordinary
문예	문예	Literature and art
작용	작용	Action, function, effect
味覺的	미각적	Gustatory
觸覺的	촉각적	Tactile
硬軟	경연	Hardness and softness
粗密	조밀	Coarseness and fineness
輕重	경중	Lightness and heaviness
寒暖	한난	Coldness and warmth
官能解放	관능해방	Liberation of the senses
心的	심적	Mental, psychological
情的	정적	Emotional
意志的	의지적	Volitional
德義的	덕의적	Moral
壓力	압력	Pressure
知的	지적	Intellectual
조사	조사	Investigation
계획	계획	Plan
거짓없게	거짓없게	Truthfully, without falsehood
探偵物	탐정물	Detective story
通俗物	통속물	Popular work
상당이	상당히	Considerably, quite (older spelling of 상당히)
이용	이용	Use, utilization
想像的	상상적	Imaginative
知覺	지각	Perception
자연법칙	자연법칙	Law of nature
超實在的	초실재적	Supra-real, transcendental
容認	용인	Approval, acceptance
精靈	정령	Spirit, fairy
生物	생물	Living thing
推定	추정	Presumption, estimation
動植物	동식물	Plants and animals
無生物	무생물	Non-living thing
山神	산신	Mountain spirit
水精	수정	Water spirit
靈魂	영혼	Soul, spirit
擬人物	의인물	Personified figure
天使	천사	Angel
仙女	선녀	Fairy (female immortal)
魔鬼	마귀	Devil, demon
宗敎的	종교적	Religious
信仰對象	신앙대상	Object of faith
佛	불	Buddha
異常한	이상한	Unusual, strange
事件	사건	Event, incident
魔術	마술	Magic
輪迴	윤회	Reincarnation (Samsara)
幻夢	환몽	Phantasmagoria, illusory dream
觀念的	관념적	Conceptual, ideational
結局	결국	Eventually, in the end
人生觀	인생관	View of life
世界觀	세계관	Worldview
정치	정치	Politics
경제	경제	Economy
종교	종교	Religion
철학	철학	Philosophy
기타	기타	Etc., others
분야	분야	Field, area
성립	성립	Establishment, formation
중대한	중대한	Important, significant
誤樂性	오락성	Entertainment value (likely typo for 娛樂性)
움즉일	움직일	To move (older spelling of 움직일)
대략	대략	Approximately, generally
通俗	통속	Popular
大衆物	대중물	Mass(-oriented) work
넌센스物	넌센스물	Nonsense work
구성	구성	Composition, constitution
個性	개성	Individuality
天分	천분	Natural talent
氣質	기질	Temperament
心境	심경	State of mind
心理主義	심리주의	Psychologism
普遍性	보편성	Universality
通有性	통유성	Commonality
人間型	인간형	Human type
正統派	정통파	Orthodox school/faction
民族性	민족성	National character, ethnicity
종족	종족	Race, people, ethnic group
소유	소유	Possession, ownership
운명	운명	Fate, destiny
民族主義	민족주의	Nationalism
國家觀念	국가관념	Concept of the state
집권	집권	Seizure of power, ruling power
통치	통치	Rule, govern
주목적	주목적	Main objective
國粹主義的	국수주의적	Ultranationalistic, chauvinistic
帝國主義	제국주의	Imperialism
생성	생성	Generation, creation
正義感	정의감	Sense of justice
公明正大性	공명정대성	Fairness and uprightness
人道主義的	인도주의적	Humanitarian
理想主義	이상주의	Idealism
集合性	집합성	Collectivity
集合意識	집합의식	Collective consciousness
民主主義的	민주주의적	Democratic
社會性	사회성	Social nature
勞働性	노동성	Labor nature (related to labor)
生產	생산	Production
分配	분배	Distribution
主眼	주안	Main focus
社會主義的	사회주의적	Socialistic
階級性	계급성	Class nature
唯物觀	유물관	Materialist view
胚胎	배태	Conception, embryonic development
合理的	합리적	Rational, reasonable
階級的	계급적	Class-based
鬪爭	투쟁	Struggle, fight
획득	획득	Acquisition, attainment
맑스주의	맑스주의	Marxism
技巧	기교	Technique, skill
恒久性	항구성	Permanence, perpetuity
時代性	시대성	Period characteristics, timeliness
不變性	불변성	Immutability, unchangeability
變遷性	변천성	Changeability, transience
빛오여	비추어	In light of, reflecting (older spelling/form of 비추어)
思潮論	사조론	Discussion of ideological trends
名目的	명목적	Nominal
抄記	초기	To excerpt and record, summarize
體系	체계	System (same as 體系)
인용	인용	Quotation, citation
原始藝術	원시예술	Primitive Art
上代古典主義	상대고전주의	Ancient Classicism
中世文學	중세문학	Medieval Literature
暗黑時代	암흑시대	Dark Ages
近世古典主義	근세고전주의	Early Modern Classicism (Neoclassicism)
浪漫主義	낭만주의	Romanticism
自然主義	자연주의	Naturalism
世紀末	세기말	Fin de siècle (End of the century)
新浪漫主義	신낭만주의	Neo-Romanticism
소시아리즘	소시알리즘	Socialism
파시즘	파시즘	Fascism
世界 苦悶	세계 고뇌	World Anguish/Suffering
新自由主義文學	신자유주의문학	Neo-Liberalism Literature
命題	명제	Proposition, thesis
相互 關連	상호 관련	Mutual correlation
說明	설명	Explanation
添加	첨가	Addition
