Magazine Title: 大동아 제14권 제3호
Publication Date: 1942년 03월 01일
Article Title: 大東亞戰爭과 中國 (The Greater East Asia War and China)
Author: 汪兆銘
Article Type: 논설 (Editorial/Argument)

The Greater East Asia War and China
						Wang Jingwei (汪兆銘)
Armed Comrades.

We are gathered here today to commence strategic exercises, and it happens to be the third day since Japan opened hostilities against Britain and America. Now, at the commencement of these strategic exercises, the war has already arrived. Strategic exercises inherently possess significant meaning, but the significance of those commencing today is even greater. (Omission - original text)

After the Father of the Nation (國父 - Sun Yat-sen) passed away on March 12, Republic Year 14 (1925), comrades who survived carried on his legacy. On July 1, the Nationalist Government was established in Guangzhou (廣州), I became the Chairman of the Nationalist Government, and following the violent Shaji Incident (沙基 暴虐事件) of June 23, we immediately launched a boycott against Britain and a general strike against Hong Kong, while maintaining friendly relations with Japan. This is something everyone knows. Subsequently, on May 3, Republic Year 17 (1928), Chiang Kai-shek (蔣中正), due to the Northern Expedition, provoked the Jinan Incident (濟南事件) and decided on a strategy to use Britain and America to check Japan. From this point, following this path led to the Shenyang Incident (瀋陽事變, Note: Refers to the Manchurian Incident) of September 18, Republic Year 20 (1931), which became even more intense. Esteemed Armed Comrades, my saying this is by no means intended to evade responsibility. However, what I must state clearly is that after 9/18 (September 18th), the comrades of our Party (本黨 - Kuomintang) split into two factions. One faction advocated using Britain and America to check Japan, insisting on this from beginning to end, absolutely refusing to change, which fundamentally contradicts the teachings of the Father of the Nation. The other faction, while witnessing the worsening situation between China and Japan, still devoted their hearts and strength to seeking a turnaround, aiming to reverse the situation towards improvement, <78> this also fundamentally adhered to the teachings of the Father of the Nation, not wanting China to collapse and the future of Asian prosperity (興亞前途) to turn to foam (泡沬). In any case, not only was the popular mood at the time superficial and frivolous (浮華淺薄), but with the Communist Party manipulating things from the middle, and further instigated by Britain and America, the momentum of the former faction grew day by day. Despite the lonely and arduous efforts of the latter faction's comrades, eventually, those who died, died, and those who were injured, were injured, making it impossible to prevent the outbreak of the Lugou Bridge Incident (蘆溝橋事件 - Marco Polo Bridge Incident).

After the outbreak of the Lugou Bridge Incident, the hope for cooperation and partnership between China and Japan seemed severed. However, on November 3, Republic Year 27 (1938), when the Japanese Konoe Cabinet issued a statement explaining that Japan's true intention was not the destruction of China but the prosperity of China, and proposing to jointly bear the responsibility of building a New Order in East Asia (東亞 新秩序) with Japan, then on December 23, it further concretely listed the principles for cooperation with China: neighborly friendship (善隣友好), joint defense against communism (共同防共), and economic cooperation (經濟提携). Finally, it stated again that Japan not only would not hinder China's development but would rather assist China and fulfill the necessary conditions for a modern state, such as the return of concessions (租界返還) and the abolition of extraterritoriality (治外法權廢止). What is the significance of this? It signifies Japan's desire for peace, for China to resolve its grievances, to cooperate again, and strive for the liberation of Asia. If Japan had already made this resolution, the immediate disputes facing China would naturally find a way to resolution. And not only this, but the Father of the Nation's Pan-Asianism (大亞細亞主義) would also gain an opportunity for realization through this. It is for this reason that I issued the so-called December 29th Telegram (通電). This is by no means a new assertion but rather a consistent belief since the National Revolution (國民革命).

If my proposal in the December 29th Telegram had been realized at that time, then by the time the European War broke out again from late August to early September of Republic Year 28 (1939), China and Japan would have already healed old wounds (古傷), cultivated new vigor, built the New Order in East Asia, and there would have been no surrounding or obstructing influences from other powers. Yet, the Chongqing (重慶) side remained obstinately unenlightened, which is truly regrettable. After the re-eruption of the Great European War, I again sent the so-called September 17th telegram to the Chongqing side, earnestly explaining, "If China and Japan end the war at this time and achieve peace, Japan will naturally preserve its important position and widely achieve economic prosperity, and China, especially through this, can rest and recuperate, plan for the development of industry and commerce, recover from the exhaustion of war, and thus complete the construction of the Republic of China based on the Three Principles of the People (三民主義 中華民國)." If this could be done, "economic imperialism (經濟侵略主義) and communism (共産主義) would vanish from the lands of East Asia, and thus success would naturally be tripled." Regrettably, the Chongqing side <79> remained obstinate, even more so than before. They not only failed to think of seizing this opportunity to smash the shackles of economic aggression but, on the contrary, as if fearing only the loss of these shackles, rushing headlong into water and fire, finally, at the instigation (慫慂) of Britain and America, they did not even regret death. As a result, the Chinese army became Britain's hired soldiers (雇傭兵), and the Chinese people became sacrificial victims for Britain and America. Such a topsy-turvy situation (盾顚倒) is truly distressing.

Now that Japan has opened hostilities against Britain and America, the Chongqing side fails to realize that this is a historic mission to smash economic aggression and liberate Asia. Instead, they are exerting all their efforts in plotting with Britain and America. The general Communist Party, receiving instructions (使嗾) from the Soviet Union (蘇聯), had been hostile to Britain and America, but now they too seek to become hired soldiers for Britain and America. Their sole "slogan" is the victory of Britain and America and the defeat of Japan. If Britain and America win and Japan is defeated, what benefit is there for China? China currently has no navy. After Britain and America defeat Japan, they will enter China without any hesitation. If that happens, not only will the shackles of economic aggression from the past 100 years not be removed, but China will become like India.

Then, Asians will either become like the natives of the three states of Australia (오-스트라리야) or else face the path of ethnic extinction. I ask again. On the day Britain and America win and Japan loses, what benefit is there for China?

Furthermore, the Chongqing side's cry for British-American victory and Japanese defeat is nothing more than a pipe dream.

The Chongqing side now has a cry. It is that Japan may win battles but cannot endure a prolonged war. Why? Because Japan's resources cannot match those of Britain and America. This cry is also a pipe dream. One must understand that so-called resources are nothing beyond manpower and materials. First, regarding people, the places Japan is now attacking are American colonies like Hawaii (檀香山), the Philippines (比律賓), British colonies like the South Seas Islands (南洋群島), Burma (緬甸), and Dutch colonies. Among these colonies, although Britain and America lack troops, they fill the ranks mostly with natives (土人). These natives deeply resent their usual colonial treatment, so no matter what, they will not spare their lives for Britain and America. Therefore, when they encounter the Japanese army, the outcome of victory or defeat is needless to say. Regarding materials, consider what is possessed by the colonies mentioned above, for example, oil, rubber, tin – all are necessities for China and Japan. Besides these, cotton, iron, coal, rice, etc., can supplement the shortages of China and Japan. If Japan acquires the above colonies, there will be no worry about a shortage of Japanese materials. Conversely, Britain and America will have lost these colonies, and the supply of the above will be cut off. It will be Britain and America, not Japan, who feel the shortage in a long war. <80>

I have already explained the points above, but what I want to talk about now is China itself. What should China itself do at this time? People often say that it has only been a little over a year since the Nationalist Government returned to the capital (還都), the military is not yet organized, martial training cannot be accomplished hastily (倉卒間), and even if there is a thought to cooperate with Japan, it cannot be called cooperation. Or perhaps they doubt whether Japan needs our cooperation at this time.

I now solemnly declare to you, armed comrades. Both of these concerns are unnecessary. As I always say, China needs to become Japan's partner in the New Order of East Asia. A so-called partner should naturally be a capable partner. If it is a powerless partner, what role could it possibly play? Japan certainly does not lack the need for partners at this time, and even if it did not seek partners, it would have no need to wish for this partner to collapse into powerlessness. Therefore, these two concerns are entirely unnecessary. At this juncture, we must simply cooperate wholeheartedly to become partners, and dedicate ourselves fully to self-examination and self-study, considering how to increase our capabilities to become a capable partner. For instance, regarding these strategic exercises, Japan is providing us with considerable assistance, which is proof that Japan desires us to be its partner. During these strategic exercises, we must examine how much of our own capabilities we can contribute and also study how we can increase our capabilities to bear even greater responsibilities. The ancients said, "Fulfill myself (나를 다하라)." For us to become a capable partner, it lies solely in "fulfilling ourselves." We must absolutely not be like we were during the Russo-Japanese War 36 years ago. We must unite our hearts and virtues, devote our minds and strength, to become a capable partner during Japan's current war against Britain and America, smash the shackles of economic aggression from the past 100 years, fulfill the Father of the Nation's dying wish for the National Revolution, enable China to achieve freedom and equality, and thereby achieve the liberation of East Asia. (End)

Area (%)               Population (%)

Malaya (馬來)           13.7 - 10,000 sq. km         5.44 - Million people

British        North Borneo (北보루네오)      7.5 -                 0.30 -

Possessions    Sarawak (사라와크)       12.9 -                 0.44 -

         Burma (벨마)           50.5                16.02 -

Total             94.7 (24.2)          23.00 (18.7)

French Possession    Indochina (印度支那)       74.0 (18.9)          23.03 (18.7)

Dutch Possession    East Indies (東印度)        190.4 (48.8)          60.73 (49.3)

American Possession    Philippines (比率賓)         29.6 (7.6)           16.00 (13.0)

Portuguese Possession  Timor (치모-르)         1.9 (0.5)              0.45 (0.3)

Grand Total               390.6 (100)           12,322 (100)  <81>

<78-81>

**Summary**

This editorial by Wang Jingwei, head of the Japanese-backed government in Nanjing, argues strongly for China's collaboration with Japan in the Greater East Asia War. He frames this collaboration as the true continuation of Sun Yat-sen's vision and the only path to liberating China and Asia from Anglo-American economic imperialism. He condemns the Chongqing government under Chiang Kai-shek for aligning with the West, portraying them as puppets and traitors. Wang dismisses concerns about Japan's ability to sustain the war, asserting that controlling Southeast Asia's resources will ensure victory, while the Allies will suffer shortages. He urges his Chinese audience, particularly the military, to become strong, capable partners with Japan to achieve shared goals. From the perspective of Korean colonial history, this article is significant as it mirrors the propaganda narratives used by Japan throughout its empire, justifying aggression under the guise of "liberation" and "co-prosperity." Wang Jingwei's position as a high-profile collaborator provides historians insight into the justifications used by those who sided with Japan, reflecting the complex political landscape of occupied Asia and the pressures faced by figures under Japanese influence, echoing themes relevant to collaboration debates in colonial Korea.

**Named Entities**

大東亞	대동아	Greater East Asia
中國	중국	China
汪兆銘	왕조명	Wang Chomyŏng (Wang Jingwei)
日本	일본	Japan
英米	영미	Britain and America (Anglo-American)
廣州	광주	Kwangju (Guangzhou)
國民政府	국민정부	Nationalist Government
英國	영국	Britain
香港	홍콩	Hong Kong
蔣中正	장중정	Chang Chung-jŏng (Chiang Kai-shek)
濟南事件	제남사건	Chenam Incident (Jinan Incident)
瀋陽事變	심양사변	Simyang Incident (Shenyang Incident/Manchurian Incident)
滿洲事變	만주사변	Manchu Incident (Manchurian Incident)
國父	국부	Kukpu (Father of the Nation - Sun Yat-sen)
本黨	본당	Pon Tang (Our Party - Kuomintang/Nationalist Party)
蘆溝橋事件	노구교사건	Nogu-gyo Incident (Lugou Bridge/Marco Polo Bridge Incident)
近衛 內閣	근위 내각	Kŭnwi Naegak (Konoe Cabinet)
東亞 新秩序	동아 신질서	Tong'a Sin Chilsŏ (New Order in East Asia)
大亞細亞主義	대아세아주의	Tae Asea Chuŭi (Pan-Asianism)
國民革命	국민혁명	Kungmin Hyŏngmyŏng (National Revolution)
歐州戰爭	구주전쟁	Kuju Chŏnjaeng (European War)
重慶	중경	Chunggyŏng (Chongqing)
三民主義	삼민주의	Sammin Chuŭi (Three Principles of the People)
中華民國	중화민국	Chunghwa Minkuk (Republic of China)
蘇聯	소련	Soryŏn (Soviet Union)
印度	인도	Indo (India)
오-스트라리야	오스트레일리아	Australia
檀香山	단향산	Tanhyangsan (Hawaii)
比律賓	비율빈	Piyulbin (Philippines)
南洋群島	남양군도	Namyang Kundo (South Seas Islands / Southeast Asia Islands)
緬甸	면전	Myŏnjŏn (Burma)
和蘭	화란	Hwaran (Holland/Netherlands)
馬來	마래	Marae (Malaya)
北보루네오	북보르네오	Puk Poruneo (North Borneo)
사라와크	사라와크	Sarawak
벨마	버마	Bŏma (Burma - alternate transliteration used in table)
印度支那	인도지나	Indojina (Indochina)
東印度	동인도	Tong'indo (East Indies)
치모-르	티모르	T'imorŭ (Timor)

**Glossary**

戰略演習	전략연습	Strategic exercises/maneuvers
개전한	개전한	Opened hostilities; started war
도래하였든	도래하였던	Had arrived (older grammatical form)
임니다	입니다	Is/am/are (formal polite ending, older spelling)
의의	의의	Significance; meaning
서거한 후는	서거한 후는	After passing away (honorific); '는' likely older form of '후에는'
遺志	유지	Last request; dying wish; legacy
계승하여	계승하여	Inheriting; succeeding
暴虐事件	폭학사건	Atrocity incident; violent incident
不買同盟	불매동맹	Boycott alliance
罷業	파업	Strike (labor)
友誼	우의	Friendship
지속하였다	지속하였다	Continued; maintained
引起하고	야기하고	Causing; provoking
견제하는	견제하는	Checking; restraining
策略	책략	Strategy; stratagem; plot
쪼차	좇아/따라	Following; according to (older form/spelling)
치열해젔다	치열해졌다	Became intense/fierce (older spelling)
회피하려는	회피하려는	Intending to evade/avoid
나뉘였다는	나뉘었다는	Was divided into (older spelling)
徹頭徹尾	철두철미	Thoroughly; from beginning to end
상반하는	상반하는	Contradictory; conflicting
挽回	만회	Recovery; restoration
逆轉	역전	Reversal; turnaround
好轉	호전	Turn for the better; improvement
泡沬에 歸함	포말에 귀함	Return to foam; come to nothing
었쨋든	어쨌든	Anyway; in any case (older spelling)
浮華淺薄	부화천박	Ostentatious and superficial; frivolous
조종하고	조종하고	Manipulating; controlling
도발	도발	Provocation; instigation
날이 갈사록	날이 갈수록	As days go by; increasingly (older form)
孤獨辛勞	고독신로	Loneliness and hardship
제지할 수 없게 되였다	제지할 수 없게 되었다	Became unable to prevent/stop (older spelling)
提携合作	제휴합작	Cooperation and partnership
眞意	진의	True intention; real meaning
興隆	흥륭	Prosperity; flourishing
공동부담	공동부담	Joint responsibility; shared burden
善隣友好	선린우호	Good neighborly relations and friendship
共同防共	공동방공	Joint defense against communism
經濟提携	경제제휴	Economic cooperation/tie-up
租界返還	조계반환	Return/reversion of concessions
治外法權廢止	치외법권폐지	Abolition of extraterritoriality
恨을 풀고	한을 풀고	Resolving resentment/grudges
분규	분규	Dispute; trouble; complication
古傷	고상	Old wounds/injuries
頑迷하여	완미하여	Being obstinate/stubborn
깨달지 못함으로	깨닫지 못함으로	Because of not realizing/understanding (older spelling)
痛切하지 않을 주 없었다	통절하지 않을 수 없었다	Could not help but feel keenly/regret deeply (older form '주 없다' for '수 없다')
간절히	간절히	Earnestly; eagerly
영도한다면	영도한다면	If (we) lead/guide (towards peace)
말미아마	말미암아	Due to; because of (older spelling)
휴양하여	휴양하여	Resting and recuperating
計할 주 있음으로	계할 수 있음으로	Because (one) can plan (older form '주 있다' for '수 있다')
疲憊	피폐	Exhaustion; impoverishment
자최를 감출 것이고	자취를 감출 것이고	Will disappear; leave no trace (older spelling '자최')
그러느라면	그러노라면	If that happens; in that process (older form)
스사로	스스로	Naturally; by oneself (older spelling)
桎梏	질곡	Shackles; fetters
타파하려는	타파하려는	Intending to overthrow/smash
되려	도리어	On the contrary; rather (older spelling)
慫慂	종용	Instigation; urging
雇傭兵	고용병	Mercenary; hired soldier
犧牲品	희생품	Sacrifice; victim
盾顚倒	순전도	Topsy-turvy; contradiction (lit. shield and inversion)
깨닷지 못하고	깨닫지 못하고	Failing to realize (older spelling)
꺽구로	거꾸로	Inversely; backwards; on the contrary (older spelling)
책동에 盡力하고	책동에 진력하고	Devoting efforts to plotting/scheming
使嗾을 바더	사주를 받아	Receiving instructions/instigation (older spelling '바더')
웨침	외침	Shout; outcry; slogan
持久에는 못 견듼다	지구에는 못 견딘다	Cannot endure in a prolonged (war) (older spelling '견듼다')
웨냐하면	왜냐하면	Because (older spelling)
결핍	결핍	Lack; shortage; deficiency
倉卒間	창졸간	Hastily; suddenly; in a rush
還都	환도	Return to the capital
要할 것일지	요할 것일지	Whether (it) will require/need
懸念	현념	Concern; worry; apprehension
동반자	동반자	Companion; partner
頹廢할	퇴폐할	To become degenerate/decadent/powerless
檢討하고	검토하고	Examining; reviewing
역량	역량	Capability; capacity; power
幾何	기하	How much; what amount
부담할	부담할	To bear; take responsibility for
如何히 하면	여하히 하면	How to; in what way
나를 다하라	나를 다하라	Fulfill myself; do my utmost
반다시	반드시	Surely; certainly (older spelling)
하여곰	하여금	Make/let (someone) do (causative particle, older spelling)


---------------------------


잡지명	대동아 제14권 제3호
발행일	1942년 03월 01일
기사제목	大東亞戰爭과 中國
필자	汪兆銘
기사형태	논설

大東亞戰爭과 中國
						汪兆銘
武裝同志 諸君.
우리는 오늘 여기에 戰略演習을 개시하기로 되였는데 때는 마침 日本이 英米에 대하야 개전한 제3일채임니다. 이제 戰略演習 개시 때에 一戰이 이미 도래하였든 것임니다. 戰略演習은 원래부터 중대한 의의를 가진 것인데, 금일 개시한 이 의의는 더욱더 중대한 것입니다.(중략-원문)
國父가, 民國 14년 3월 12일 서거한 후는 뒤에 죽은 동지가 遺志를 계승하여 7월 1일에 廣州에서 國民政府가 성립되고, 나는 國民政府 主席이 되고, 6월 23일 沙基의 暴虐事件後를 이어 곳 英國에 대하여 不買同盟을, 또 香港에 대한 大罷業을 발동했고, 그리고 日本에 대하여서는 友誼를 지속하였다. 여기에 있어선 누구나 다 아는 바이다. 이어서 17년 5월 3일 蔣中正은 北伐 때문에 濟南事件을 引起하고 곳 英米를 이용하여 日本을 견제하는 策略을 결정했다. 이로부터는 여기에 쪼차 國民 20년 9월 18일의 瀋陽事變(註 滿洲事變을 示함)에 이르러 더 한층 치열해젔다. 武裝同志 各位여 내 이 말은 결코 책임을 회피하려는 의지가 있는 것이 아니다. 그러나 나는 명백히 말하지 않을 주 없는 것은 9·18이후 本黨의 동지는 2派에 나뉘였다는 것이다. 一派는 英米를 이용해서 日本을 견제하는 것을 주장하고, 徹頭徹尾 절대로 이것을 변경하지 않으려고 하는데 이것은 본래부터 國父의 遺訓과 전혀, 상반하는 것니다. 다른 一派는 中日間의 形勢惡化를 보면서도 오히려 마음을 다하고 힘을 다해서 挽回를 謀하며, 또한 逆轉으로부터 好轉에 이르게 하려는 것인데＜78＞ 이거 亦 본래부터 國父의 遺訓을 준수하고, 中國이 결렬하여 興亞前途가 泡沬에 歸함을 원치 않는 것이다. 었쨋든 당시의 民風은 浮華淺薄할 뿐 아니라, 공산당이 중간에서 조종하고, 다시 또 英米의 도발에 의한 前者 一派의 기세는 날이 갈사록 後者 一派의 동지는 孤獨辛勞함에도 불구하고 드디여 죽는 자는 죽고, 상하는 자는 상하여, 蘆溝橋事件의 폭발을 제지할 수 없게 되였다.
