Magazine Title: 삼천리 제6권 제7호
Publication Date: 1934-06-01
Article Title: 春園 出家放浪記, 朝鮮日報 副社長 辭任 內面과 山水放浪의 前後 事情記 (Ch'unwŏn's Chronicle of Leaving Home and Wandering, The Inside Story of Resigning as Vice President of the Chosŏn Ilbo and the Circumstances Before and After His Wandering Among Mountains and Waters)
Article Type: 소식 (News/Report)

Ch'unwŏn's Chronicle of Leaving Home and Wandering, The Inside Story of Resigning as Vice President of the Chosŏn Ilbo and the Circumstances Before and After His Wandering Among Mountains and Waters
On the Occasion of Resignation

As my body has become exhausted from 5 or 6 years of newspaper office work and writing since recovering from illness, I have resigned from the position of Director and Vice President of the Chosŏn Ilbo Company. From now, I intend to wander among the mountains and waters for about one year to seek recuperation. As it is wandering, I cannot determine my place of residence in advance, so communication will naturally be cut off. I hope all my acquaintances will understand, and I cannot fully express my gratitude for the deep kindness you have shown in caring for this unworthy person during that time.
May 22, 1934
Yi Kwangsu

Where has Ch'unwŏn (春園) gone? Even searching every household in Chang'an (長安 - here meaning Seoul), he vanished without a trace from May 23rd, the day this statement appeared in the Chosŏn Ilbo. Where indeed has Ch'unwŏn gone?

However, although he published this statement on the twenty-third of May, the shadow of his gentle voice and tall, slender figure had disappeared from the streets of Seoul more than ten days earlier, around May 7th or 8th. When the serialization of "The Life of That Woman" (그 女子의 一生), which had reached over 90 installments, was suddenly interrupted without even a brief company notice about the author's illness, the avid readers of this novel became quite curious. They called the newspaper office or sent letters, but received no clear answer. However, the tens of thousands <92> of Ch'unwŏn sect avid readers across all Chosŏn (朝鮮) were not overly disappointed by the interruption of this novel. The reason is that they well knew Ch'unwŏn was originally of weak health.
Therefore, among the serialized novels he wrote for any newspaper in the past, there was almost no instance where, during the course of 200 or 300 installments, it wasn't interrupted two or three times, or even five or six times, due to the author's illness. "Rebirth" (再生) was like that, and "The Tragic History of King Tanjong" (端宗哀史) was also like that.
Moreover, there were even works that were permanently abandoned and cut short, not just rested for a few days; "The Golden Cross" (金十字架) which appeared in the Tonga Ilbo (東亞日報) in the past was like that, "Wandering" (流浪) was like that, and "A Certain Aunt" (엇던 아즘) which appeared in Chosŏn Mundan (朝鮮文壇) was also like that.
But this time, nearly twenty days had passed without any word or publication. Then, suddenly, this statement, imbued with a sorrowful tone and a sense of tragic gravity, emerged.
Why is this statement said to be imbued with a sorrowful tone and tragic gravity? He said, "I will wander among the mountains and waters for about one year."
Clouds and flowing water! Though he is not yet of an age for such things, the pilgrimage path of clouds and water (雲水의 遍路)! How unexpected this phrase is. On top of that, he said, "As it is wandering, communication will naturally be cut off."
He declared he would cut off even communication and dealings with the secular world, greet the rising moon of yesteryear by mountain temples and riverbanks where heaven and earth are tranquil and annihilated, and make friends with the wind and rain. A surprising change of heart (心境).

Then why did Ch'unwŏn suddenly resign from the position of Vice President of the Chosŏn Ilbo, break off the pen that wrote the well-received "The Life of That Woman," and vanish? First, let's delve into the relationship with the Chosŏn Ilbo Company.
One morning in early May, President Pang Ŭngmo (方應模) handed Ch'unwŏn a piece of writing. Ch'unwŏn received it casually and read it. Inside was a letter sent to President Pang under the name of the XXX Provincial Reporters' Association (記者團), which contained a kind of denunciation (彈刻文):
"The novel titled 'The Life of That Woman' being published in your esteemed newspaper is a sentimental novel centered on love, providing the wrong kind of spiritual nourishment to the youth of Chosŏn who must strive forward in life..." Ch'unwŏn's complexion changed. From this day, the novel ceased publication in the newspaper. Ch'unwŏn had previously sworn when writing the novel, "If this novel fails, I will never pick up the pen again in my life." Did he take responsibility for that pledge? Did he resolve to take responsibility even if there was just one detractor in the world, let alone a joint statement from a provincial reporters' association? Or did the method by which the letter was conveyed harm his state of mind due to his poetically sensitive disposition?
From the next day, in the Vice President's office, only the chair awaited its owner forlornly. <93>
Then, was this the entire reason for his resignation? Ch'unwŏn used to say, almost like a habit,
"I am a commissioned writer/employee (囑託)."
Although he had left his position as Editor-in-Chief at the Tonga Ilbo and become Vice President of the Chosŏn Ilbo thanks to President Pang's recognition and respectful recruitment efforts (akin to Liu Bei's three visits to Zhuge Liang's thatched hut - 草廬三顧), he could wield no real power (實權) within the structure of the stock company (株式會社) built on the power of money (金權). Furthermore, his simple character, which rejected political maneuvering, prevented him from practicing administration that embraced both the clear and the muddy (淸濁倂飮式行政), leading him to be treated with distant respect (遠而敬之) even from within. Especially after losing Chu Yohan (朱耀翰), Cho Mansik (曹晩植) leaving, and Kim Tongin (金東仁), Yi Chongsu (李鍾洙), etc., departing, he felt as if exiled to a lonely island, gazing at the moon of his banishment day after day. As evidence of his lack of real power, Ch'unwŏn had once advocated for serializing the debut full-length novel by Na Hyesŏk (羅蕙錫) after Yi Kiyŏng's (李箕永) "Minch'on" (民村) concluded, but President Pang, not being particularly rich in literary cultivation, overruled it. Pak Hwasŏng's (朴花城) "Kodo Kihang" (古都紀行) also had to be unavoidably interrupted. Moreover, it is said he was unaware when Ch'ae Mansik's (蔡萬植) detective novel was being published. Even in literary administration at the newspaper, things proceeded this way, bypassing Ch'unwŏn, who could be called an authority in literature. Faced with such an attitude from the company, even a saint's heart would not have been pleased. Thus, he
"I am an advisor (顧問),"
attached this title to himself. Besides this, in personnel matters, in financial affairs*, the Vice President was merely holding a position without doing the work (尸位素餐). He submitted his resignation multiple times. He submitted it when Chu Yohan left, and five or six times after that. Just in late April, he submitted his resignation and abruptly left Seoul, hiding in some mountain valley temple without anyone knowing. He was barely found by a branch office, and Sales Director Kim Kibŏm (金箕範) went specifically to accompany him back to the company. But this time, he finally parted ways with the newspaper for good.

However, this might not be the only motivation behind Ch'unwŏn's decision to wander. This spring, he lost his most beloved seven-year-old son in just two or three days. Having lost his parents early (早失父母) and lived his forty years craving familial affection, when even this one gift received from heaven, his beloved child, was taken away, he sank into a quite demonic and nihilistic state of mind, even thinking of retaliating against God.
Also, his livelihood has not been affluent (裕足하지 못하다) lately. His house in Sŏdaemun (西大門) has long been mortgaged to the bank, and the copyrights (版權) to most of his books have been sold off, so various mental and physical hardships seem to have gnawed at his spirit.
On top of that, his health has deteriorated since last autumn.
His spirit cried out in loneliness, and his health constantly trembled with anxiety. This was one reason that drove Ch'unwŏn to the mountain temple.

Where has Ch'unwŏn gone?
His wife, Hŏ Yŏngsuk (許英肅), also did not know his whereabouts for a time, and the newspaper company did not know his location either. He mailed his resignation letter, enclosed with just that, without noting any address where he <94> was staying. Judging from the postmark of the post office stamped on the letter, one can only guess it might be the Yŏngdong region (嶺東地方); if Yŏngdong, perhaps some deep mountain valley temple in Kŭmgangsan (金剛山). No one knows his whereabouts. Even if, as speculated, he was in some region of Kwantong (關東), perhaps walking 30 li a day, he might appear at Odaesan (五臺山) in Kangwŏn Province (江原道) the day after next, and around the fourth day after that, perhaps reach the ancient capital of Silla (新羅古都), Panwŏlsŏng (半月城), continuing the cross-country trek (五道踏破) of yesteryear.
Therefore, by the time this writing is published to the world, perhaps he has toured the mountains and rivers of Yŏngnam (嶺南山川), passed Ch'up'ungnyŏng (秋風嶺), brushed past the outskirts of Hanyang (漢陽 - old name for Seoul), and is standing by the banks of the Taedong River (大洞江畔), searching for the traces of "Yŏngch'ae" (영채) or "Kim Hyŏngsik" (김형식 - characters from his works?).

The most respected person in Chosŏn is also Ch'unwŏn; the most hated person is also Ch'unwŏn. If he were to become a groom, tens of thousands would offer congratulations; tens of thousands would also throw stones at his wedding ceremony. If he unfortunately passed away, tens of thousands would send condolence wreaths and shed tears at his funeral; tens of thousands would also curse, saying he died well.
In any case, it seems certain that the pen of this benefactor, who for 20 or 30 years diligently poured out his rare talent to provide poems, novels, and other fine writings as spiritual nourishment for the Korean people, will be stopped for a while.
Ah! Where has Ch'unwŏn gone? (Written May 23rd)
On May 31st, as this magazine was about to be sent out into the world, word came that he had suddenly returned to Seoul. But on which day might he pack his travel gear again?... <95>

**Summary**

This 1934 article from *Samch'ŏlli* magazine reports on the sudden resignation of prominent writer Yi Kwangsu (pen name Ch'unwŏn) from his position as Vice President of the *Chosŏn Ilbo* newspaper and his subsequent disappearance into "wandering." The article includes Yi's resignation announcement citing exhaustion and need for recuperation. It speculates on the reasons, including criticism of his ongoing novel "The Life of That Woman," his perceived lack of real power within the newspaper's corporate structure, conflicts with management (President Pang Ŭngmo), the departure of colleagues, profound grief over the recent death of his young son, financial difficulties, and declining health. It notes his history of interrupting serializations due to illness and his complex public image as both deeply respected and intensely disliked. The article concludes with news of his brief return to Seoul but suggests his departure might be imminent again.

From a historical perspective, this article is revealing about the pressures faced by leading Korean intellectuals and cultural figures during the Japanese colonial period. It highlights the internal politics and power struggles within Korean-run institutions like newspapers, the tension between artistic integrity/popularity and external criticism (potentially reflecting broader social or political sensitivities), and the personal toll—financial, emotional, and physical—exacted upon individuals like Yi Kwangsu navigating this complex environment. The mention of specific colleagues, novels, and company dynamics provides valuable context for understanding the literary and media landscape of 1930s Korea.

**Named Entities**

春園	춘원	Ch'unwŏn
朝鮮日報	조선일보	Chosŏn Ilbo
李光洙	이광수	Yi Kwangsu
朝鮮日報社	조선일보사	Chosŏn Ilbo Sa
長安	장안	Chang'an (refers to Seoul)
서울	서울	Sŏul
그 女子의 一生	그 여자의 일생	Kŭ Yŏja ŭi Ilsaeng (Novel Title)
朝鮮	조선	Chosŏn
再生	재생	Chaesaeng (Novel Title)
端宗哀史	단종애사	Tanjong Aesa (Novel Title)
東亞日報	동아일보	Tonga Ilbo
金十字架	금십자가	Kŭm Sipchaga (Novel Title)
流浪	유랑	Yurang (Novel Title)
朝鮮文壇	조선문단	Chosŏn Mundan (Magazine Title)
엇던 아즘	어떤 아즘	Ŏttŏn Ajŭm (Story Title)
方應模	방응모	Pang Ŭngmo
記者團	기자단	Kijadan (Reporters' Association)
朱耀翰	주요한	Chu Yohan
曹晩植	조만식	Cho Mansik
金東仁	김동인	Kim Tongin
李鍾洙	이종수	Yi Chongsu
李箕永	이기영	Yi Kiyŏng
民村	민촌	Minch'on (Novel Title)
羅蕙錫	나혜석	Na Hyesŏk
朴花城	박화성	Pak Hwasŏng
古都紀行	고도기행	Kodo Kihang (Work Title)
蔡萬植	채만식	Ch'ae Mansik
金箕範	김기범	Kim Kibŏm
西大門	서대문	Sŏdaemun
許英肅	허영숙	Hŏ Yŏngsuk
嶺東地方	영동지방	Yŏngdong Chibang
金剛山	금강산	Kŭmgangsan
關東	관동	Kwantong
江原道	강원도	Kangwŏndo
五臺山	오대산	Odaesan
新羅古都	신라 고도	Silla Kodo (Ancient Capital of Silla)
半月城	반월성	Panwŏlsŏng
嶺南山川	영남 산천	Yŏngnam Sanch'ŏn (Mountains and Rivers of Yŏngnam)
秋風嶺	추풍령	Ch'up'ungnyŏng
漢陽	한양	Hanyang (Old name for Seoul)
大洞江畔	대동강변	Taedonggangban (Banks of the Taedong River)
영채	영채	Yŏngch'ae (Character Name?)
김형식	김형식	Kim Hyŏngsik (Character Name?)

**Glossary**

出家	출가	Leaving home (often to become a monk/nun)
放浪	방랑	Wandering, vagrancy
辭任	사임	Resignation
內面	내면	Inside story, inner circumstances
山水	산수	Mountains and waters, landscape
前後	전후	Before and after, circumstances surrounding an event
際하야	제하야	On the occasion of (older polite form of 제하여)
病後	병후	After an illness
著述	저술	Writing, literary work
必身	필신	One's own body (likely 畢身, meaning 'whole body/life' but used here for emphasis on physical self)
疲勞	피로	Fatigue, exhaustion
하엿사옵기	하였사옵기	Because (subject) did (very polite, older suffix)
取締役	취체역	Director (of a company)
副社長	부사장	Vice President
職	직	Position, post
辭하옵고	사하옵고	Resign (very polite, older form of 사하고)
圖하려	도하려	Intend to attempt/plan (older form of 도모하려)
豫定하다	예정하다	To predetermine, schedule
업슴으로	없음으로	Because there is not (older spelling of 없음으로)
自然	자연	Naturally
通信	통신	Communication, correspondence
杜絶되겟사오니	두절되겠사오니	Will be cut off (polite, older form)
知舊	지구	Acquaintances, old friends
照諒하시기	조량하시기	To understand, comprehend (request form)
바라오며	바라오며	Hope/wish (polite connective form)
변변치 못한	변변치 못한	Unworthy, humble (self-deprecation)
愛護하다	애호하다	To love and protect, care for
厚誼	후의	Deep kindness, generosity
못내	못내	Cannot fully, unable to the end
感謝하옵니다	감사하옵니다	Thank you (very polite, older form)
어듸	어디	Where (older spelling)
갓는가	갔는가	Has gone? (older spelling)
長安	장안	Chang'an (used metaphorically for the capital, Seoul)
家家戶戶	가가호호	Every household
차저 보아도	찾아보아도	Even searching (older spelling)
紙上	지상	On paper, in print (e.g., newspaper)
내이든	내던	Which was published (older spelling)
부터	부터	From (time/place)
종적을 감추다	종적을 감추다	To vanish without a trace
사라진지	사라진 지	Since (someone/something) disappeared (older spelling)
初旬	초순	Early part of the month (first 10 days)
揭載되다	게재되다	To be published, carried (in a publication)
戀愛	연애	Romantic love
感傷的	감상적	Sentimental
躍進하다	약진하다	To leap forward, advance dynamically
靑年大衆	청년대중	The young masses, youth
그릇된	그릇된	Wrong, mistaken
精神的	정신적	Spiritual, mental
糧食	양식	Food, provisions, nourishment
彈刻文	탄핵문	Letter of denunciation/impeachment
낫빗	낯빛	Complexion (older spelling)
變하엿다	변하였다	Changed (older spelling)
일즉이	일찍이	Previously, early on (older spelling)
붓	붓	Brush (writing instrument); metaphor for writing itself
얀으리라	않으리라	Will not (older spelling)
言質	언질	Verbal promise, pledge
責任	책임	Responsibility
젓슴인가	졌음인가	Took responsibility? (older spelling)
覺悟하다	각오하다	To resolve, be prepared for
銳敏하다	예민하다	Sharp, keen, sensitive
感觸	감촉	Feeling, touch, sense
傳하여 주든	전하여 주던	Which conveyed/transmitted (older spelling)
方法	방법	Method, way
心境	심경	State of mind, mentality
害하다	해하다	To harm, damage
이튼날	이튿날	The next day (older spelling)
倚子	의자	Chair
쓸쓸히	쓸쓸히	Lonesomely, forlornly
기다리고 잇섯슬 뿐	기다리고 있었을 뿐	Was merely waiting (older spelling)
原因	원인	Cause, reason
입버릇	입버릇	Habitual saying, manner of speaking
囑託	촉탁	Commissioned work/person; non-regular employee
知遇	지우	Recognition (by a superior), patronage
草廬三顧	초려삼고	Three visits to the thatched hut (allusion to Liu Bei recruiting Zhuge Liang, signifying great respect in recruitment)
厚禮	후례	Generous courtesy, respectful treatment
編輯局長	편집국장	Editor-in-Chief
버리고	버리고	Leaving behind, abandoning
되엿섯지만은	되었었지만은	Although had become (older spelling)
金權	금권	Power of money
株式會社	주식회사	Stock company, corporation
機構	기구	Mechanism, structure, organization
實權	실권	Real power, actual authority
쥘 수 업섯다	쥘 수 없었다	Could not grasp/hold (older spelling)
政治的	정치적	Political
術謀	술모	Stratagem, scheme, maneuver
斥하다	척하다	To reject, denounce
單純하다	단순하다	Simple, naive
性格	성격	Personality, character
淸濁倂飮	청탁병음	Drinking both clear and muddy water (idiom: accepting both good and bad, being pragmatic/unscrupulous)
行政	행정	Administration
遠而敬之	원이경지	Keep someone at a distance out of respect (or fear/dislike)
밧는	받는	Receiving (older spelling)
格이엇다	격이었다	Was regarded as, was the type of (older spelling)
일코	잃고	Losing (older spelling)
去하고	거하고	Left, departed (literary)
離한 뒤	이한 뒤	After leaving/departing
孤島	고도	Isolated island
流配	유배	Exile, banishment
配所	배소	Place of exile
처다 보앗다	쳐다보았다	Looked up at (older spelling)
끗난 뒤	끝난 뒤	After finishing (older spelling)
이어	이어	Following, succeeding
處女作	처녀작	Maiden work, debut work
長篇	장편	Full-length work (novel)
連載하다	연재하다	To serialize
主張하다	주장하다	To assert, insist, advocate
文藝的	문예적	Literary and artistic
敎養	교양	Culture, refinement, cultivation
豐富치 못한	풍부치 못한	Not abundant/rich
눌넛고	눌렀고	Pressed down, suppressed, overruled (older spelling)
中斷	중단	Interruption, cessation
不得已	부득이	Unavoidable, inevitable
至하다	지하다	To reach (a state)
探偵小說	탐정소설	Detective novel
실닐 때	실릴 때	When it was being published (older spelling)
몰내이고	몰아내고(?)	Ignoring, bypassing, pushing aside (context suggests bypassing authority; older form, precise nuance uncertain)
權威	권위	Authority
이르기까지	이르기까지	Up to, even to the extent of
進行되엿다	진행되었다	Proceeded, progressed (older spelling)
態度	태도	Attitude
聖人	성인	Saint, sage
조왓스리 업섯스리라	좋았으리 없었으리라	Would surely not have been pleased (double negative for emphasis; older spelling)
顧問	고문	Advisor, consultant
命題	명제	Proposition, title
스사로	스스로	Oneself (older spelling)
이마	이마	Forehead
부치엇다	붙였다	Attached (older spelling)
人事	인사	Personnel affairs
財政處*	재정처*	Finance department (*might be an error/abbreviation in original)
尸位素餐	시위소찬	Holding a position without fulfilling its duties (lit. corpse-position plain-meal)
여러번	여러 번	Several times
辭表	사표	Letter of resignation
내엇다	내었다	Submitted (older spelling)
飄然히	표연히	Abruptly, suddenly (like being blown by wind)
떠나	떠나	Leaving
아모도	아무도	Anyone, nobody (older spelling)
몰느게	모르게	Without knowing (older spelling)
山谷	산곡	Mountain valley
절간	절간	Buddhist temple (colloquial/slightly dated)
숨엇다	숨었다	Hid (older spelling)
겨우	겨우	Barely, narrowly
支局	지국	Branch office
發覺	발각	Discovery, detection
營業局長	영업국장	Sales Director
專往하여	전왕하여	Going specially/personally
同行	동행	Accompanying
歸社하엿다	귀사하였다	Returned to the company (older spelling)
끗끗내	끝끝내	Finally, in the end (older spelling)
袂를 갈느고	袂를 가르고	Parted sleeves (idiom: parted ways, broke off relations)
動機	동기	Motive, motivation
今春	금춘	This spring
最愛	최애	Most beloved
아드님	아드님	Son (honorific)
不過	불과	Merely, only
일엇다	잃었다	Lost (older spelling)
早失父母	조실부모	Losing parents early in life
肉親	육친	Blood relatives
愛情	애정	Affection, love
주우리며	주리며	Being hungry for (older spelling of 주리며)
平生	평생	Lifetime
사라오든	살아오던	Who had lived (older spelling)
겨우	겨우	Barely, only
하늘	하늘	Sky, heaven
선물	선물	Gift, present
마저	마저	Even, up to (including)
