잡지명	삼천리 제6권 제7호
발행일	1934년 06월 01일
기사제목	文藝作品과 女性 (Literary Works and Women)
필자	金億
기사형태	문예평론 (Literary Criticism)

文藝作品과 女性
						金億

Even the same object can be seen this way or that way depending on one's cultivation (敎養) and taste (趣味), so it is not necessary to particularly emphasize the saying that things depend on how you look at them. Therefore, we have no obligation to necessarily like something just because others like it, nor is there any need to expect others to necessarily dislike something just because we dislike it. Moreover, since every person's face is different and everyone's heart is different, this is something that cannot be changed by any power. Since everyone's heart is already not the same, how can their way of seeing the same object not be different?

How novelists viewed and depicted women—even if their methods of viewing and depicting varied—is not only very interesting (興味), but the fact that they viewed and depicted them differently is also fascinating. This is because, just as each person's face is different and their hearts are not the same, we look at each other's faces and are surprised that our hearts are not the same.

Moreover, since a novel is nothing other than a depiction, without any falsehood, of the world of the novelist's own heart as they saw and thought it, we cannot help but call the women who appear in novels the novelist's view of women (女性觀). What could be more profoundly interesting than this?

Then, how did novelists view women? Or rather, what kind of women appeared in novels? Let us take up this question and look into famous novels.<260>

There was a Russian novelist named Ivan Turgenev (이반-투르게네브). He wrote quite many novels. Because people see things differently depending on the person, it is difficult to say which of his novels is the best, but from what I have seen, I know that the novel "On the Eve" (어제밤) best shows this novelist's attitude towards women.

The name of the female protagonist (女主人公) in the novel "On the Eve" is Elena (엘레나), and the male protagonist is not a Russian person named Insarov (인사롭) but a foreign youth (外國靑年) from Bulgaria (부르가리아); through this, we can see that love knows no borders (國境).

Before talking about the content (內容) of this novel, there is one thing I must say: the women appearing in all of Turgenev's novels are all stronger in will and fiercer in heart than the men (男性). And they are women who dedicate their lives to the passionate (情熱) fire of fervor. However, such passionate and fierce love never led the two sexes (兩性) to life (生命), but always ended up leading them to despair (絶望) or death (死滅); this is because the novelist's heart saw everything that way. Or perhaps it was because his heart was that deeply immersed in the gray (灰色) void (虛無).

And while the women were so strong-willed, fierce-hearted, and passionate (情熱的), the men were all weak-willed, only big talkers with no action. Thus, when a woman truly fell for a man and rushed towards him, the man would forget all his previous loud talk and sneakily back away. This, needless to say, merely reflects one aspect (一面) of how Russian men were at that time (當時), but it is something that cannot but be called a great shame for men.

Therefore, the love depicted in Turgenev's novels was never the path of life, but always the path to ruin (破滅). The woman's heart, heated to the utmost and burned as much as possible, lost its spirit due to the unreliable attitude (態度) of the man, lost its way forward, and either collapsed as it was or became discouraged. Looking at it any way, one cannot help but say that this novelist's love is pitiful. It was tragic. Love, which should be the most joyful thing, was always a song of the saddest despair (絶望).<261>

Needless to say, Elena (엘레나), who appears in "On the Eve," was one such woman who could not help but sing the saddest song of love from the tip of this novelist's brush. She came to give her heart to a foreign youth, Insarov (인사롭) from Bulgaria (부르가리아). Since she was born into a Russian noble house, she grew up delicately, not knowing the bitterness of this world. Moreover, as an only daughter who saw sweetness in her mother's warm affection, it is natural that this woman's heart wandered far, far away to the ends of the sky in fantasy (空想). It was not that there were no Russian men who confessed their love to this woman; one was a philosopher (哲學者) and the other was a painter (畵家). However, once the shadow of Insarov (인사롭) began to linger in this woman's clear heart, the shadows of those others who had come and gone alternately in her heart faded away completely.

Elena (엘레나) was deeply, deeply moved by Insarov's (인사롭) firm and strong will and passionate fervor, to the point where she forgot herself and could not even look back at the world. However, on the other hand, while Insarov (인사롭) loved and respected Elena (엘레나), he feared her love. This was not only because he thought his body was already dedicated to his country and should not be given to a foreign woman like Elena (엘레나), but also because he thought he would inevitably have to part with Elena (엘레나) someday. Thus, Insarov (인사롭) intended to leave Russia quietly and return to his home country as much as possible.

However, Elena (엘레나) was firmly determined to follow Insarov (인사롭) to the end, never letting him go. There were various difficulties for Elena (엘레나) in following Insarov (인사롭). Firstly, her parents would not consent to their marriage, and even if she wanted to follow her husband, travel expenses (旅費) themselves were an issue. This woman did not consider any of the difficulties as difficulties at all and resolved to follow him somehow. No matter what dangers or difficulties came her way, she decided she must follow her husband; her firm will and passionate fervor were extraordinary.

It was at this time. Just then, a revolution broke out in Bulgaria (부르가리아), and Insarov (인사롭) had to return to his home country in a hurry. At this, Elena (엘레나) bravely told her parents everything without hiding anything, insisting that since she was Insarov's (인사롭) wife, she would follow her husband to Bulgaria (부르가리아).<262> Her parents, unable to do anything else, consented as she wished.

Thus, the young couple set off on the road towards Bulgaria (부르가리아). However, Insarov's (인사롭) body was seized by illness and grew weaker day by day. With just a river separating them from his homeland, he died abroad without ever seeing how the revolution in his country turned out. Elena (엘레나) buried her husband in the land of Bulgaria (부르가리아) that he had always longed for during his life. She then carried on her late husband's will, participating in the revolutionary movement (革命運動) herself, fighting brilliantly on the battlefield (戰場). She sent just one letter to her father in Russia (아라사), saying, "Yesterday, I buried my husband in his native land. I do not know what will become of my body from now on. Following my beloved husband's will, I have dedicated this life to the independence of Bulgaria. Please never try to find any trace of me even later." After that, nobody knew what happened to her; this is the end of the novel.

When looking at this woman from the perspective of love, one cannot help but say it is too pitiful. Why? Because she lost her life for the sake of love. However, she was a woman with a strong and firm will to the end. Seeing her advance without bending her will in the slightest, heading straight to where she needed to go without any doubt, we cannot help but give this woman the name 'heroine' (女丈夫). Elena (엘레나) maintained her iron-like will and moved forward, never letting her passionate fervor cool down, but carrying it forward, racing ahead. This is Elena's (엘레나) great point.

Women generally have weak hearts and wills. However, when we look at this woman, we unknowingly bow our heads and cannot help but admire her. The reason I bring up "On the Eve" and talk about Elena (엘레나) as a woman is solely because of this.

Perhaps the author (作者) depicted Elena (엘레나) this way with a different thought; this depends on the reader's interpretation. However, as I see it, her attitude as a woman in a dawning age (黎明期) is highly commendable (稱賀). Once she resonated with a man's thought (思想) and principles/assertions (主義主張), she followed them faithfully to the very end. She never stumbled on the path forward. Having lost her beloved husband, her heart realized even more that she must carry on her husband's firm will and move forward, didn't she throw away even her own life<263> for that cause? Love is not something that isn't precious. Even so, love cannot be said to be the entirety (全部) of a person. Rather, isn't it in rushing forward on the path one must tread, eyes shut tight and ears firmly blocked, that we discover something more meaningful as a human being?

In any case, for various reasons, I am one person who always thinks of Elena (엘레나) in my heart as one of the women appearing in novels, and as a respected woman.

It is also interesting that there is a woman named Zenia (젠야) who insisted that since we are human beings, we must live as human-like humans to the end. Zenia (젠야) is a woman who appears in Julio Baghy's (율리오 바기) novel "Hura!" (사럼이어지다 - *Note: "사럼이어지다" seems to be a phonetic transcription or possibly a mistranslation/alternate title for Baghy's Esperanto novel "Hura!"; the literal meaning "person becomes connected/continuous" doesn't fit well. "Hura!" is more likely*). She lived faithfully to her own emotions without falsifying them in any way, never fearing her own actions in the slightest.

She had a husband. Although he had gone off to the distant European Great War (歐洲大戰) and it was unknown whether his life would end today or be gone tomorrow, she clearly had a husband. Therefore, she boldly, while having a husband, loved another man—moreover, a man from a country that was an enemy nation (敵國) to her own—and did not feel ashamed of it in the slightest.

Four or five years passed after her husband went to the front, but he did not return. It wasn't that there was no news from her husband, like a wild goose wandering the vast sky according to the season. However, this young woman's heart was endlessly lonely and desolate. Thus, she suffered considerable torment in body and mind. This was the instinct (本能) of a living being, something that could not be suppressed or blocked by any force. Of course, it's not that it couldn't be suppressed or blocked. But what need was there to falsify oneself, or pretend not to have committed an act already committed in the heart (事實), claiming oneself to be pure? This is what she did. To put it simply, she faithfully followed the words of Jesus (예수), "If you look at a woman lustfully in your heart, you have already committed adultery with her," believing that pretending not to have such thoughts was itself a sin (罪).

A man named Gábor (가보르) came to live as a hired hand at Zenia's (젠야) house, being an enemy prisoner of war (敵國捕據兵). Zenia<264> had been committing this crime towards Gábor (가보르) day and night. However, she always hid such feelings, always suppressing those thoughts and pretending otherwise. But this only ever darkened Zenia's (젠야) heart; it never made it clean and clear. From this, she realized something: as a person, one should never falsify one's emotions; falsifying emotions is a sin. A person must always live faithfully as they are, without pretense.

Thus, Zenia (젠야) one day said these bold words to Gábor (가보르), the hired hand who trembled whenever he saw her: "We must look closely at the fact that we are human and know how to live bravely. Humans were not born into this world to sacrifice themselves, right? If so, wouldn't the joy of living disappear? We should live to be joyful, not to kill joy or to falsify ourselves. Morality (道德) is what falsifies our youth; it is nothing more than pouring poison into our lives. The world uses morality as a personal adornment (飾身具). But that only destroys human faithfulness. Also, law looks very beautiful. But it does nothing more than whip our racing emotions. What can there be where faithful human emotion is absent? Nothing but a corpse. Isn't the human spirit (靈) made of animal instinct and inclination? I believe it is a sin for a person to falsify what their faithful emotions want to do." Saying this, Zenia (젠야) poured out her heart to Gábor (가보르) and told him she loved him.

Gábor (가보르) was not only extremely surprised but also replied that he couldn't do it because he had a wife and children. At this, Zenia (젠야) spoke thus: "If you cannot feel affection for me, I will certainly not say another word. But if that is not the case, what does it matter if you have a wife and children? There is no need for you to falsify your emotions even slightly. We should live straightforwardly with our hearts and emotions as they are."

Gábor's (가보르) heart was troubled. He just remained silent, not knowing how he should respond. A few days later, Zenia<265> saw Gábor (가보르) again and said, "Touch my hand. I have taken off my wedding ring. I did not want to falsify myself and this world any longer. I want to live honestly with clean emotions and my heart as it is. I believe that is a human-like life," pleading for love almost boldly.

Days passed and months changed. Zenia (젠야) and Gábor (가보르) diligently planned for a new life (生). A year later, a child was born between them. It was a peaceful life (살님). However, just as the sky is not always clear, dark clouds sometimes gather. The dark clouds were none other than the unexpected return of Zenia's (젠야) husband from the war. When Zenia (젠야) started living with Gábor (가보르), she had sent word to her husband, saying, "I have married a man named Gábor, so please know this and sever all ties with me."

At this time, Zenia (젠야) said to her former husband, "If you intend to deal with me legally, thinking I am your wife according to the law, please feel free to do so as you wish. However, you cannot control even one thing: my heart, no matter what power you use. Furthermore, must you really shatter the life of such a peaceful family (家庭)? Please place your hand on your chest and think carefully if your actions are right. My conduct may not be forgivable by the morality and laws of this world. However, if you put aside morality and law and look into your true heart, I believe my actions are not wrong at all. I have only realized my emotions and pure heart without deceiving them. Please think carefully and handle this. Also, putting everything else aside, if you had the opportunity to interact with another member of the opposite sex (異性), would you not have acted as I did? Think about that too."

The original husband was angry for a while and scolded Zenia (젠야), but in his heart, he not only couldn't blame Zenia's (젠야) actions but also felt it was wrong to destroy a peaceful home. So he blessed the future of the two of them and left in the dark night, unnoticed by anyone, to find his own path. At that time, the thought lingered in his mind, trailing behind: "That's right. If I hadn't been in the barracks (兵營) but had been somewhere with women, could I really have kept my heart pure?<266> Could I have avoided falsifying my emotions and heart, just as Zenia (젠야) said? No. No. I would surely have committed the crime and still falsified my emotions and heart." Thus the author (作者) concluded this novel.

There will be various opinions about the actions Zenia (젠야) took. I simply respect that she tried to live cleanly according to her emotions and heart, without falsifying herself or the world. Since she had already done all sorts of things, permissible and impermissible, in her heart and emotions, what need is there to pretend she hadn't, falsifying and tormenting herself? Moreover, at a time when there are many people in the world who readily falsify their emotions and hearts according to place and time and then act completely innocent, trying to live cleanly and clearly without falsifying oneself is something that cannot but be seen as extremely precious.

Right and wrong is a secondary matter. Besides, what generally constitutes right and wrong? We have seen that the standard of right and wrong changes greatly depending on the times. Also, it cannot be forgotten that her thoughts were never intentionally aimed at doing wrong, knowing it was wrong, but were always for the sake of treading the right path. However, now that the discussion has reached this point, there is undeniably a sense of disregarding the morality and laws of this world. Seen from an ideal (理想) perspective, we must always think about living without falsifying ourselves. What I appreciate in Zenia (젠야) is that.

Just as we see various types of women in the real world (現實世上), we also get to witness various women in novels. Among them, there might be poisonous women (毒婦), femme fatales (妖婦), those who live solely for love (戀愛至上), and women who find satisfaction in maternal love (母性愛).

However, I do not intend to discuss each of them here, but only to mention that there was a woman who could be called emancipated (女性解放) or self-aware (自覺). This is Nora (노라), whom everyone knows. She is the woman who appears in Henrik Ibsen's (헨리 입센) play (戱曲) "A Doll's House" (인령의 집 - *Note: 人形의 집 is standard, 人靈의 집 "House of Human Spirits" appears here*).

This Nora (노라) was called "skylark" by her husband. Nora (노라) also had offspring (所生). However, this woman, in order not to hear the name "skylark," or to escape being a man's plaything, to act as a human being, to become a womanly woman, left her husband and children<267> and departed from home. Regarding how to become a human and a womanly woman, the author (作者) Ibsen (입센) did not explain in detail, so we cannot know the specifics, only vaguely assume that Nora's (노라) departure from home was a kind of liberation movement (解放運動). However, for a woman of that time, it was a tremendous decision.

In some ways, Nora's (노라) dream-like liberation movement is already outdated. However, in Korea (조선), there are still countless Noras (노라). Everywhere you go, new women vaguely, without any self-awareness, abandon their homes and families and leave; that is it. I don't know if Ellen Key (엘렌 케이) emerged because of Ibsen's (입센) Nora (노라), but the Noras (노라) of Korea (조선) are not even like that; they carry out their liberation movement in cafes (카페) or bars, which is a pitiful situation. If they were Noras (노라) playing around because they had no other way to live, they might receive tearful sympathy. But they are not even like that; Noras (노라) who vaguely flit about in cafes (카페) and bars out of sheer vanity—their future path can be easily guessed even with closed eyes. But, but, where will they go after leaving the cafes (카페) and bars? It seems the time for dawn is still far off. It is pitch black all around. Looking back at the women depicted in novels, the women of Korea (조선) are still buried in a deep sleep, unaware of the world. When will this sleep ever break? With an anxious heart, I cannot help but open the door again and look towards the distant east, hoping against hope that dawn might be breaking.<268>

**Summary**

Kim Ŏk examines the portrayal of women in literature, arguing that depictions reflect the author's worldview. He analyzes Turgenev's "On the Eve," highlighting Elena's strength and tragic, passionate love that contrasts with weak Russian men, reflecting Turgenev's fatalism. He then discusses Julio Baghy's "Zenia" ("Hura!"), praising her radical honesty in following her emotions despite societal norms (adultery with an enemy POW). Finally, he mentions Ibsen's "Nora" as a symbol of female self-awakening but laments that contemporary Korean women often misunderstand liberation, pursuing superficial freedom (in cafes/bars) without genuine self-awareness, leaving their future bleak. From a colonial history perspective, the article is interesting for its engagement with international literature (Russian, Hungarian, Norwegian) as models or points of comparison for understanding female characters and, by extension, real women's potential roles and consciousness. Kim Ŏk's final pessimistic observation about Korean women's 'false liberation' reflects anxieties about modernity, changing gender roles, and the perceived lack of deep intellectual or social engagement among some Korean women during the colonial period, contrasting them with the purposeful, albeit sometimes tragic, heroines of foreign literature.

**Named Entities**

金億	김억	Kim Ŏk
이반-투르게네브	이반 투르게네프	Ivan Turgenev
엘레나	엘레나	Elena
인사롭	인사로프	Insarov
아라사	아라사	A-rasa (Russia)
부르가리아	불가리아	Bulgaria
젠야	제냐	Zenia
율리오 바기	율리오 바기	Julio Baghy
구주	구주	Kuju (Europe)
가보르	가보르	Gábor
예수	예수	Yesu (Jesus)
노라	노라	Nora
헨리 입센	헨리크 입센	Henrik Ibsen
입센	입센	Ibsen
엘렌 케이	엘렌 케이	Ellen Key
조선	조선	Chosŏn (Korea)

**Glossary**

딸아서	따라서	according to; following (older spelling)
이럿케	이렇게	like this (older spelling)
적럿케	저렇게	like that (older spelling)
비최이니	비치니	as it is reflected/appears (older form of 비치-)
업는	없는	not existing; without (older spelling)
실허한다다고	싫어한다고	just because (one) dislikes (older spelling/form)
엇더한	어떠한	what kind of; any (older spelling)
갓지	같지	same; like (older spelling of 같-)
잇겟읍닛가	있겠습니까	will there be? (formal, older spelling/ending)
그렷든가	그렸던가	did (they) draw/depict? (older form)
다릇타	달랐다	was different (older form)
자미잇는	재미있는	interesting; fun (older spelling)
끗	끝	end
하눌	하늘	sky (older spelling)
굿고	굳고	be firm; strong (older spelling of 굳-)
세차다	세차다	be fierce; strong; violent
어듸까지든지	어디까지든지	to whatever extent; thoroughly
뜨겁은	뜨거운	hot; passionate (older spelling)
목슴	목숨	life (older spelling)
련애	연애	love; romance (older spelling)
사멸	사멸	death; extinction
허무	허무	nihilism; vanity; emptiness
박약하야	박약하여	being weak; feeble
컷슬	컸을	was big; was great (older spelling)
꽁문이	꽁무니	tail end; rear; backing away
쓸어지든가	쓰러지든가	either collapse/fall down (older spelling)
가이 업다	가엾다	pitiful; pathetic (older form/spelling)
설은	서러운	sad; sorrowful (older spelling)
타여난	태어난	born (older spelling)
몰으고	모르고	not knowing (older spelling)
외딸	외딸	only daughter
녀성	여성	woman; female (older spelling)
승락지	승낙지	consenting; approving (older form)
붓끗	붓끝	tip of the brush
밟아	밟아	tread; follow
깨닷고	깨닫고	realizing (older spelling)
다름질	달음질	running; racing
밧지	받지	receive (older spelling of 받-)
눌으고	누르고	pressing down; suppressing (older spelling)
밋읍니다	믿습니다	believe (formal, older spelling)
쏘다 놋코	쏟아 놓고	pouring out
늣길	느낄	feel (older spelling of 느끼-)
올흔가	옳은가	is it right? (older spelling)
나물낼	나무랄	scold; blame; rebuke (older spelling/form)
깨처버린다	깨쳐버린다	break; shatter (older spelling)
자긔	자기	oneself; self (older spelling)
산애	사나이	man (older spelling)
끗을 매잣읍니다	끝을 맺었습니다	concluded; finished (older spelling/form)
니르다	이르다	reach; arrive at (older spelling)
망연하게	망연하게	vacantly; blankly
딱한	딱한	pitiful; pathetic


---------------------------


잡지명	삼천리 제6권 제7호
발행일	1934년 06월 01일
기사제목	文藝作品과 女性
필자	金億
기사형태	문예평론

文藝作品과 女性
						金億

가튼 물건이라도 교양(敎養)과 취미(趣味)에 딸아서 이럿케도 보이고 적럿케도 비최이니 새삼스러이 물건이란 볼탓이라는 말을 외올 것도 업는 일이지요. 그런지라 우리는 남이 조와한다고 반듯시 그것을 조와하지 아니하야서는 아니 될 의무(義務)도 업는 일이요 내가 실허한다다고 반듯시 남도 실허해 주기를 바랠 필요(必要)도 업는 것이외다. 더구나 사람이란 얼골이 모도 다 각각이요 맘이 모도 다 다르니 이것은 엇더한 힘으로도 할 수 업는 일이외다. 이미 맘이 모도 다 갓지 아니하고 보니 가튼 물건일 망정 엇더케 그 보는 법이 서로 다르지 아니 할 수가 잇겟읍닛가.
소설가가 여성을 엇더케 보고 엇더케 그렷든가 비록 그보고 그려 내인 법이 각각 다릇타 하더라도 이것은 대단이 흥미(興味)가 잇을뿐 아니라 또한 각각 다릇케 보고 다릇케 그려 노흔 것이 자미잇는 일일 것이외다. 그것은 마치 사람마다 얼골이 다르고 맘이 갓지 아니한지라 우리는 서로 얼골을 들어다 보면서 맘이 갓지 아니한데 놀내는 것이나 마찬가지이기 때문이외다.
더구나 소설이란 다른 것이 아니요 소설가가 보고 생각한 자긔의 맘의 세게를 조곰도 거줏하지 아니하고 그대로 그려 노흔 것이매 소설에 나타난 여성을 우리는 소설가의 여성관(女性觀)이라 하지 아니할 수가 업고 보니 이와 가치 흥미깁흔 일은 엇슬 것이외다.
그러면 소설가들은 여성을 엇더케 보앗든가. 아니 그것 보다도 소설 속에 나타난 여성이란 엇더한 것이든가. 우리는 이 문제를 붓들고 유명하다는 소설을<260> 들어다 봅시다.

아라사 소설가에 「이반-투르게네브」라는 분이 잇섯읍니다. 그의 소설은 상당이 만습니다. 사람 딸아서 보는 법이 다릇키 때문에 이것이 그의 소설에는 제一 입니다 하고 말하기는 어럽은 일이나 내가 본 바로 말하면 「어제밤」이라는 소설이 가장 잘 이 소설가의 여성에 대한 태도를 보인 것인 줄 압니다.
「어제밤」이라는 소설의 여주인공(女主人公)의 이름은 「엘레나」요 산애 주인공은 「인사롭」이라는 아라사 사람이 아니요 「부르가리아」라는 외국청년(外國靑年)이엇으니 사랑에는 국경(國境)이 업다는 것도 이것으로써 볼 수가 잇는 것이외다.
몬저 이 소설의 내용(內容)을 말하기 전에 한마듸 해두지 아니할 수 업는 것은 「투르게네브」의 소설이라는 소설에 나타나는 여성들은 모도 다 남성(男性)보다는 뜻이 굿고 맘이 세차다는 것이외다. 그러고 어듸까지든지 정열(情熱)의 뜨겁은 불에다 목슴을 들어 바치는 여성들이외다. 그러나 그러한 뜨겁고 맹열한 련애는 언제든지 그들의 양성(兩性)을 생명(生命)으로 인도한 것이 아니요 절망(絶望)이나 사멸(死滅)로 인도하고 말앗으니 이것은 이 소설가의 맘이 모든 것을 그럿케 보앗기 때문이외다. 또는 그만치 그의 맘은 회색(灰色)의 허무(虛無)에 잠기엿든 까닭이외다.
그러고 여성은 그럿케 뜻이 굿고 맘이 세차고 정열적(情熱的)이엿건만 남성은 모도 다 의지가 박약하야 말만 컷슬 뿐이요 실행은 업섯읍니다. 그리하야 여성이 참말로 반하야 달녀들 때에 남성은 예전 떠들든 말은 간다보아라도 슬슬 꽁문이를 빼고 말앗으니 이것은 말할 것도 업시 그 당시(當時) 아라사사람들의 맏이 그랫다는 일면(一面)을 나타내인데 지내지 아니 하는 것이거니와 이야말로 남성의 커다란 수치라 하지 아니할 수 업는 일이외다.
그런지라 「투르게네브」의 소철에 나타난 사랑이란 목슴의 길이 아니요 언제든지 파멸(破滅)로의 길이엇읍니다. 한껏 뜨겁을대로 뜨겁고 탈대로 탄 여성의 맘은 미덥지 못한 남성의 태도(態度)에 그만 긔운이 빠저서 나아갈 길을 잃어버리고 그대로 쓸어지든가 그러치 아니하면 락담을 하든가 하엿으니 이 소설가의 련애는 아모리 보아도 가이 업다하지 안을 수가 업습니다. 그것은 비참이엇읍니다. 가장 즐겁은 것이라야 할 련애는 언제든지 가장 설은 절망(絶望)의 노래엿읍니다.<261>
말한 것도 업시 「어제밤」에 나타난 「엘레나」도 이러한 소설가의 붓끗에서 사랑으로의 가장 설은 노래를 부르지 아니할 수 업는 여성의 하나이엇읍니다. 그는 외국사람인 「부르가리아」의 「인사롭」이라는 청년에게 맘을 허하게 되엿읍니다. 그는 몸이 아라사귀족의 집에 타여난 지라. 이세상의 쓴맛은 몰으고 고이 자라낫읍니다. 더구나 외딸로서 어머니의 따뜻한 자애 속에서 단맛을 보앗으니 이 녀성의 맘이 멀니멀니 공상(空想)으로의 하눌 끗을 돌앗을 것은 물론이외다. 그 녀성에게 사랑을 하소연한 아라사남성이 업섯든 것은 아니엿으니 하나는 철학자(哲學者)엿고 다른 하나는 화가(畵家)엿읍니다. 그러나 한번 이 여성의 맑은 맘에 「인사롭」이라는 그렴자가 떠들게 되야서는 맘우를 번가라 오가든 그들의 그림자는 그만 슬어지고 말앗읍니다.
「인사롭」의 굿굿하고 튼튼한 의지와 뜨겁은 정열에 「엘레나」는 몸을 닛고 세상도 돌아보지 못할만치 깁히 깁히 음직여지고 말앗읍니다. 그러나 한편 「인사롭」은 「엘레나」를 사랑하고 존경하면서도 그의 사랑을 무섭어 하엿으니 그것은 자긔의 몸은 이미 나라를 위하야 바친 것이매 「엘레나」라는 외국여자에게 바칠 것이 아니라 하엿을뿐 아니고 또한 언제든지 한번은 「엘레나」와 떠나지 아니할 수 업는 것을 생각하엿기 때문이외다. 그리하야 「인사롭」은 될 수 잇는데로 그윽이 아라사를 떠나 본국으로 돌아가랴는 것이엇읍니다.
그러나 「엘레나」는 어듸까지든지 「인사롭」을 노하 버리지 아니하고 딸아가랴고 단단히 결심을 하엿든 것이외다. 「엘레나」가 「인사롭」을 딸아가기에는 여러 가지 어럽음이 잇섯읍니다. 그것은 첫재에 부모네가 두 사람의 결혼을 승락지 아니할 것이니 아모리 남편을 딸아가고저 하더라도 여비「旅費」조차 문제이기 때문이엇읍니다. 이 여성은 모든 어럽은 것을 조곰도 어럽음으로 생각하지 아니하고 엇더케든지 딸아가기로 결심하엿읍니다. 엇더한 위험과 엇더한 어럽음이 닥처 오더라도 그는 반듯시 남편을 딸으기로 하엿으니 그 굿은 의지와 뜨겁은 정열은 대단하든 것이엇읍니다.
이 때외다. 마츰 「부르가리아」에 혁명이 니러나서 「인사롭」은 하로 밥비 본국으로 들아가지 아니할 수가 업게된 것이 바로 그 때엿읍니다. 이에 「엘레나」는 모든 것을 하나도 숨기지 아니하고 용감하게 부모네에게 말을 하고 자긔는 「인사롭」의 안헤인 즉 남편딸아 「부르가리아」로 가겟노라고 딱 잡아떼는<262> 바람에 부모네도 엇지할 수가 업시 그대로 승락을 하엿읍니다.
이리하야 절믄 부부는 「부르가리아」를 향하야 길을 떠낫읍니다. 그러나 「인사롭」의 몸은 병에 붓잡혀 나날이 예위여 가다가 강을 하나 사이에다 두고 그는 그만 고국의 혁명이 엇더케 되는 것도 볼 길이 업시 그대로 객사하고 말앗읍니다. 「엘레나」는 남편를 생전 항상 그립어하든 「부르가리아」땅에다 무더주고 자긔는 돌아간 남편의 뜻을 니여 그대로 혁명운동(革命運動)에 참가하야 전장(戰場)에서 눈부시게 활동을 하면서 아라사 잇는 자긔아버지에게 「어제 저는 남편을 고국 땅에다 무더주엇읍니다. 이 압흐로 체몸은 엇지 딀느지 몰으겟읍니다. 사랑하는 남편의 뜻을 니여 부르가리아의 독립을 위하야 이 목슴은 바첫읍니다. 이 뒤에라도 저의 종적가튼 것을 결코 차자주시지 말아 줍시요」하고 편지 한 장하엿을 뿐이요 그 뒤에는 엇지된지 아모도 몰은다는 것이 이 소설의 끗이외다.
련애라는 점으로 이 여성을 볼 때에 그것은 넘우도 가이 업다고 하지 아니할 수 업는 것이외다. 웨 그런고 하니 련애때문에 그는 목슴을 잃엇기 때문이외다. 그러나 그는 어듸까지든지 식식하고 굿굿한 의지를 가진 여성이엇읍니다. 조곰도 의지를 굴피지 아니하고 나아갈 곳까지 아모 의심업시 나아간 것을 볼 때에 우리는 이 여성에게 여장부(女丈夫)라는 이름을 주지 아니할 수가 업는 것이외다. 「엘레나」는 철석가튼 의지를 그대로 직혀 나아갓고 뜨겁은 정열을 식히니 아니하고 그대로 끌고 압흐로 압흐로 다름질하엿으니 이것이 「엘레나」의 위대한 점이외다.
여성이란 대개 맘과 뜻이 약한 것이외다. 그러나 이 여성을 볼 때에 우리는 저도 몰으게 머리를 숙이고 탄복지 아니할 수가 업스니 내가 「어제밤」을 끄집어다 놋코 여성으로의 「엘레나」를 이야기하는 것도 이 때문에 지내지 아니하는 것이외다.
작자(作者)는 별다른 생각으로 「엘레나」를 이럿케 그려노핫는지 이것은 읽은 사람의 보는바에 잇을 것이외다. 그러나 나도 보면 여명긔(黎明期)에 잇는 여성의 태도로는 대단이 칭하(稱賀)할 만한 것이 한번 남성의 사상(思想)과 주의주장(主義主張)에 공명된 이상 그것을 어듸까지든지 고대로 밟아 나아간 것이외다. 그는 결코 나아가는 길까에서 넘어지지 아니 하엿읍니다. 사랑하는 남편을 잃어버렷는지라 그의 맘은 더더 그 남편의 굿굿한 뜻을 니여 나아가지 아니하면 아니 될 것을 깨닷고 자긔의 목슴까지<263> 그 때문에 내여 던진 것이 아닙닛가. 사랑도 귀하지 안은 것은 아니외다. 그럿타고 해서 사랑을 사람의 전부(全部)라고 할 수는 업습니다. 그 보다도 자긔가 밟아 나아가지 아니하면 아니 될 길을 눈을 딱 감고 귀를 꽉 막아버리고 다름질 치는 곳에서 우리는 좀더 사람으로 뜻잇는 무엇을 발견할 것이 아닌가 합니다.
엇재든 여러 가지 점으로 나는 소설에 나타난 여성으로 또는 존경하는 여성의 하나로 「엘레나」를 언제나 맘속에 생각하는 한사람이외다.

우리는 사람인지라 어듸까지든지 사람답은 사람으로 지내가지 아니할 수가 업다고 주장한 사람에 「젠야」라는 여성이 잇는 것도 또한 흥미잇는 일이외다. 「젠야」는 「율리오 바기」의 소설 「사럼이어지다」에 나타나는 여성이니 그는 어듸까지든지 자긔의 감정을 거즛하지 아니하고 자긔의 감정에 순실하게 살아 가자면서 조곰도 자긔의 행동을 두러워하지 아니하엿읍니다.
그에게는 남편이 잇섯읍니다. 비록 멀니 구주대전(歐洲大戰)에 출정(出廷)을 가서 목슴이 오늘 슬어질지 내일 업서질지는 몰을망정 그에게는 분명이 남편이 잇섯읍니다. 그럼으로 그는 대담하게도 남편이 잇으면서도 다른 사나회를 더구나 자긔나라와는 적국(敵國)되는 나라사람을 사랑하면서 조곰도 그는 그것을 부끄럽이 생가지 아니하엿읍니다.
