Magazine Title	동광 제30호
Publication Date	1932년 01월 25일
Article Title	內外大觀 - 時事解說 (Overview of Internal and External Affairs - Current Events Commentary)
Author	朱耀翰
Article Type	소식 (News/Report)

Overview of Internal and External Affairs - Current Events Commentary
						Chu Yohan

A Year of Many Troubles, A New Year of Expectations
The troubled year of 1931 passed amidst many troubles, and the year of expectation, 1932, has arrived. The continuation of the economic depression and its political impact, the Hoover Moratorium, the fall of the Labour Party in Britain, the suspension of the gold standard by several countries, the Manchurian Incident, and the anguish of the League of Nations were the major events of the past year. The coming year of 1932 should surely bring answers to these difficulties. Will the new year indeed bring us a new development?

Looking back at Chosŏn (Korea), the movement to dissolve the Sin'ganhoe became the most prominent surface event, while the intensity of peasant actions and the Anti-Imperialist League hinted at the undercurrents flowing beneath. The troubles of the Water Utilization Cooperatives (水利組合), the frequent occurrence of labor and tenant disputes, and the P'yŏngyang assault incident and the suffering of our compatriots in Manchuria—all issues sharply raising the question of Koreans' relationship with other ethnic groups and the need for re-recognition—were brought to the fore. Did the outgoing Year of the Ram (辛未) indeed transmit the secret of new hope to the incoming Year of the Monkey (壬申)?
Thus, we greet the new day of 1932.

Gandhi's Third Imprisonment and the Reigniting of the India Question - British-Indian Relations -
Mr. Gandhi, who went on an expedition to the Round Table Conference wearing a single loincloth, returned having trod the soil of his homeland at year's end with only that single loincloth. The enthusiastic welcome at the docks was too grand for receiving a leader of failure; perhaps it was because his declaration to resume the non-cooperation movement struck a chord in the hearts of the Indian people.
However, the British government, on the other hand, seems to have resolved beforehand for a major confrontation this time. On January 3rd, the 60-year-old Gandhi was arrested and imprisoned, marking his third imprisonment since he emerged onto India's political stage. The first was the result of the initial non-cooperation movement right after the Great War, and the second was in May of last year, after which he was released under the Gandhi-Irwin Pact, went to London (英京), and then returned. <18>
Upon setting foot on Indian soil, Gandhi requested a meeting with the Viceroy, but Viceroy Wellington refused, stating he could not meet "under the threat of initiating a non-cooperation movement." The National Congress Party (國民會議派) held a convention on the 1st and formally declared the resumption of the non-cooperation movement. The result was the large-scale arrest of Gandhi and other leaders and youth of the Congress Party. There are reports that Nehru, Patel, Naidu, Mrs. Gandhi, and numerous other Indians are being successively imprisoned. While the tactical struggle of the Congress Party, fighting with one truth and one permission (1實1許), is worth watching, it is a point of future attention what kind of repercussions and situation the Indian Viceroy's extreme suppression policy, backed by the national unity cabinet, will produce.

Occupying Jinzhou Without Bloodying a Blade - The Manchurian Incident -
On January 2nd, the Japanese army entered Jinzhou (錦州) without bloodying a blade. Chang Hsüeh-liang's final defense line completely fell into Japanese hands. The Inukai Cabinet, formed by an untimely political change, was set to liquidate the Shidehara diplomacy in both name and reality, and everyone anticipated the start of even more vigorous action towards Manchuria under the skill of the new Army Minister Araki. When the divisions for a major punitive expedition against bandits and soldiers in western Liaoning (遼西) were dispatched from both the Sinminfu (新民府) and Yingkou (營口) directions at the end of the year, everyone believed a battle at Jinzhou was unavoidable, but surprisingly, on January 1st, the Jinzhou army suddenly began a voluntary withdrawal. For Chang Hsüeh-liang, preserving his own position likely meant it was advantageous to withdraw into the pass (關內) without damaging the soldiers and weapons in Jinzhou, especially since Chiang [Kai-shek] in Nanjing (南京) had stepped down, and behind him, Yen [Hsi-shan], Feng [Yü-hsiang], Shih [Yu-san], and Han [Fu-chü] (閻馮石韓) were all eyeing P'ing-chin (平津) covetously. The Jinzhou withdrawal must have been unavoidable for Chang as well.
The U.S. Secretary of State has dusted off the old signboard of the Open Door Policy and notified [Japan] of the reservation of its own rights and interests. Although the Kellogg-Briand Pact was mentioned, it is a fact that there is still no intention to actively confront Japan. Although the Nine-Power Treaty was brought up, the nine signatory powers themselves are merely watching America's unilateral notification like a fire across the river. It seems that diplomatic issues unaccompanied by real power are already beneath the notice of the military authorities. For the time being, the movement to establish a free state in Manchuria will proceed without hindrance. The League of Nations, which was struggling with the difficulty of selecting personnel to dispatch an investigation committee, has managed to save face for the time being under the pretext of being "currently investigating," so for now, there seems to be no place to make trouble regarding Manchuria.
Partisan-style (팔치잔的) attacks by remnant soldiers seem to be very prevalent, with reports of Japanese military struggles heard from various places. To achieve the goals of securing the Peiping-Liaoning (北寧), An-tung–Fengtien (安奉), and Tahushan-Tungliao (打通) lines and establishing peace and order in eastern (遼東) and western Liaoning (遼西), the reinforcement of several divisions and military expenditures of tens of millions of yen will likely be necessary. After the military conquest comes the work of construction, so it is not unreasonable that a major consultative body for political, economic, and industrial issues will emerge.

Headless Triumvirate - The Situation in China -
On January 1st, the new Nanjing (南京) government was established. Lin Sen is Chairman, Sun Fo is President of the Executive Yuan, and others represent a great victory for the Canton faction. Besides the National Government (國府) and the Five Yuans, a Supreme Political Council (政治最高會議) was established to host the three giants Wang [Jingwei], Chiang [Kai-shek], and Hu [Hanmin] (汪蔣胡). However, one of the three giants is seeking idle days in his hometown, and the other two giants are claiming illness in foreign residences in Shanghai (上海) and Hong Kong (香港), making the nicely named triumvirate actually a headless government. Therefore, although internal and external problems are piling up, countermeasures cannot be formulated. Rumors of alliances among subordinate generals are circulating, and Sun Fo and others, unable to bear it any longer, have largely vacated their positions and are away on a trip to persuade the three giants.
Although the proposal for the Canton Political Branch Council (廣東政治分會案) was rejected, emphasizing central authority, it seems there is a plan for partitioned governance between Yen [Hsi-shan] and Chang [Hsüeh-liang] in the northern (北方) provinces. In the south, there is the French army's invasion of Kwangsi (廣西); in the central region, the Red Army's invasion of Kiangsu (江蘇); in the north, the issue of investigating Chang Hsüeh-liang; in Shanghai, student demonstrations. It seems the political situation, fraught with numerous difficulties, will not be easily managed in Sun Fo's <19> grasp.

Is Europe's Revival Possible? - Franco-German Discord -
It is the unanimous conclusion of sober observers that Germany has no further ability to pay. France, which insists on collecting regardless, is now losing global sympathy. German Chancellor Brüning's declaration ahead of the Reparations Conference must have struck France like a bolt from the blue.
It is common knowledge that both the far-left and far-right parties in Germany advocate the abolition of reparations obligations. To borrow Varga's words, the German capitalist class supposedly knew that abolishing the Young Plan after one moratorium was a predetermined program (푸로그람).
Germany, which barely avoided bankruptcy thanks to the Hoover Moratorium, is only just preventing the complete collapse of its economy by granting dictatorial power (獨裁力) to the President. Now, the only remaining path is to cleanly cast off the heavy burden of the Young Plan. This is again linked to the Allied powers' war debt issue with the US, so ultimately, the wisest course would be to completely wipe away reparations and war debts, these unpleasant relics of the Great War.
If that happens, wouldn't German capitalism thrive greatly again? This must be France's point of fear. However, since Britain and Italy (英伊) are already easing German debt, France will likely be unable to push forward with excessive rigidity. The new Reparations Conference opening at the end of the month seems destined to become, in the end, hand-to-hand combat between France and Germany.

Who Profited? - Gold Re-embargo -
The Inukai Cabinet enforced the re-embargo on gold exports immediately upon its establishment. The previous Seiyūkai cabinet started with a moratorium. The Wakatsuki cabinet fell last time due to the earthquake promissory notes and this time due to the specie battle. Seen this way, Adachi's drama was merely camouflage (카무풀라지). Indeed, when the lid was opened, the Minseitō cabinet, under the pretext of protecting specie, had the Yokohama Specie Bank (正金銀行) sell a large amount of dollars, while Mitsui (3井) and other zaibatsu (財閥) had bought hundreds of millions of yen worth of dollars. As the specie reserve threatened to fall below 300 million, the zaibatsu reaped tens of millions of yen in exorbitant profits from the gold re-embargo.
Due to the re-embargo, prices soared, and stocks and futures rice prices skyrocketed. It even led to the suspension of trading sessions at the exchange. However, everyone knows this boom is an empty boom (空景氣). The headache after sobering up will be a big problem for the general economic world intoxicated by this empty boom, but the ones hit by the untimely price surge are salaried workers, <20> laborers, and small farmers. Even if the rice price rises, only large landowners still have rice. And isn't this opportunity just giving rural moneylenders a good chance to recover funds? If the movement for deferment of Water Utilization Cooperative (水利組合) fees is rejected on the grounds of high rice prices, the problems will become even more numerous.
It is said that the reason labor disputes have frequently occurred from the very beginning (劈頭) of the new year lies in the price surge. Would employers who enforced wage cuts citing price drops have the charity to restore wages just because prices surged? The economy of Koreans will likely suffer further hardship here and there because of this.

Mr. Inukai's Fortune This Year - Auspicious or Inauspicious?
Why did Mr. Adachi Kenzō cause the Minseitō cabinet to commit suicide? Speculations abound. Some see it as a complete miscalculation. There's also the theory it was a movement to oust Wakatsuki. Another theory is that there was no confidence in passing [legislation] in the upcoming Diet session. Whatever the reason, if things had gone according to the memorandum concluded between Minseitō advisor Tomita (?) and Seiyūkai Secretary-General Kuhara, MacDonald II's program would have proceeded properly, but in the end, the "memorandum" became a scrap of wastepaper. Kuhara quietly sat back, just not becoming a cabinet member, while Adachi lost everything, even leaving the party.
Of course, the person who hit the jackpot is Inukai, the president of the Seiyūkai. After 40 years of hardship, the seal of prime minister unexpectedly rolled into his lap. His personal popularity stems from the idea that even if the Seiyūkai is finished, Inukai is decent. In today's Japanese political scene lacking talent, it would be difficult to find a prime minister better than Mr. Inukai.
Perhaps because it's said that even great luck shouldn't be excessive, due to the sudden outbreak of an unfortunate incident, he almost lost the title of prime minister on the 27th, but fortunately remained in office without incident. Auspicious and inauspicious signs have crossed paths; will the future omen (卦) be auspicious or inauspicious? Facing the reopening of the Diet and the reopening of the League of Nations Council, [the situation] is very uncertain. (Chu Yohan) <21>

**Summary**

Writing in January 1932, Chu Yohan reflects on the turbulent year of 1931 (economic depression, Hoover Moratorium, fall of British Labour, gold standard suspensions, Manchurian Incident) and expresses hope for solutions in 1932. He notes key events in Korea (Sin'ganhoe dissolution, peasant/anti-imperialist movements, P'yŏngyang incident, suffering of Manchurian Koreans). The article details Gandhi's third arrest amid renewed Indian non-cooperation, Japan's bloodless occupation of Jinzhou following Chang Hsüeh-liang's withdrawal and the perceived ineffectiveness of international diplomacy (US, League of Nations) regarding Manchuria. It describes the instability of China's new Nanjing government under Sun Fo, Franco-German tensions over reparations, Japan's reimposition of the gold embargo benefiting zaibatsu while harming workers/farmers (including Koreans), and the political rise of Japan's Prime Minister Inukai Tsuyoshi amidst internal party maneuvering. For historians, the article offers a contemporary Korean intellectual's perspective on interconnected global and regional crises, particularly highlighting the direct impact of Japanese policies (Manchurian expansion, economic decisions like the gold embargo) on Koreans both in Korea and Manchuria, and framing these events within broader international political and economic contexts like the India independence movement and European tensions. The mention of specific Korean concerns like the Sin'ganhoe, peasant movements, and the P'yŏngyang incident provides valuable context for understanding colonial realities.

**Named Entities**

朱耀翰	주요한	Chu Yohan
후버	후버	Hoover
英國	영국	Britain
勞働黨	노동당	Labour Party
滿洲	만주	Manchuria
國際聯盟	국제연맹	League of Nations
朝鮮	조선	Chosŏn (Korea)
新幹會	신간회	Sin'ganhoe
反帝同盟	반제동맹	Anti-Imperialist League
水利組合	수리조합	Water Utilization Cooperative
平壤	평양	P'yŏngyang
在滿同胞	재만동포	Compatriots residing in Manchuria
印度	인도	India
圓卓回議	원탁회의	Round Table Conference
간디	간디	Gandhi
大英政府	대영정부	British Government
웰링튼	웰링튼	Wellington
國民會議派	국민회의파	National Congress Party (Congress Party)
네루	네루	Nehru
파텔	파텔	Patel
나이두	나이두	Naidu
어윈	어윈	Irwin
英京	영경	London (lit. English Capital)
錦州	금주	Jinzhou
日本軍	일본군	Japanese Army
張學良	장학량	Chang Hsüeh-liang
犬養內閣	견양내각	Inukai Cabinet
幣原	폐원	Shidehara
荒木	황목	Araki
新民府	신민부	Sinminfu
營口	영구	Yingkou
遼西	요서	Western Liaoning
關內	관내	Inside the Pass (Shanhaiguan)
南京	남경	Nanjing
蔣	장	Chiang (Kai-shek)
閻馮石韓	염풍석한	Yen-Feng-Shih-Han (Yen Hsi-shan, Feng Yü-hsiang, Shih Yu-san, Han Fu-chü)
平津	평진	P'ing-chin (Peiping-Tientsin area)
米國	미국	United States
米國務卿	미국무경	U.S. Secretary of State
北寧	북녕	Peiping-Liaoning (Railway)
安奉	안봉	An-tung–Fengtien (Railway)
打通	타통	Tahushan-Tungliao (Railway)
遼東	요동	Eastern Liaoning
中國	중국	China
林森	임삼	Lin Sen
孫科	손과	Sun Fo
國府	국부	National Government (Kuomintang)
政治最高會議	정치최고회의	Supreme Political Council
汪蔣胡	왕장호	Wang-Chiang-Hu (Wang Jingwei, Chiang Kai-shek, Hu Hanmin)
上海	상해	Shanghai
香港	향항	Hong Kong
廣東	광동	Canton (Guangdong)
廣東政治分會	광동정치분회	Canton Political Branch Council
北方	북방	Northern region (of China)
佛軍	불군	French Army
廣西	광서	Kwangsi (Guangxi)
紅軍	홍군	Red Army
江蘇	강소	Kiangsu (Jiangsu)
歐洲	구주	Europe
獨佛	독불	Germany-France
獨逸	독일	Germany
佛蘭西	불란서	France
부뤼닝	브뤼닝	Brüning
바르가	바르가	Varga
英伊	영이	Britain-Italy
犬養	견양	Inukai
若槻內閣	약규내각	Wakatsuki Cabinet
安達	안달	Adachi (Kenzō)
民政黨	민정당	Minseitō (Political Party)
正金銀行	정금은행	Yokohama Specie Bank
3井	삼정	Mitsui
財閥	재벌	Zaibatsu
政友會	정우회	Seiyūkai (Political Party)
富田	부전	Tomita
久原	구원	Kuhara
막도날드	맥도날드	MacDonald

**Glossary**

內外大觀	내외대관	Overview of Internal and External Affairs
時事解說	시사해설	Current Events Commentary
多難	다난	Many difficulties/troubles
金本位停止	금본위정지	Suspension of the gold standard
事變	사변	Incident, event (often used for conflicts like the Manchurian Incident)
解消	해소	Dissolution, resolution
裏面	이면	Underside, background, behind the scenes
水利組合	수리조합	Water Utilization Cooperative/Irrigation Association
煩悶	번민	Anguish, worry
頻發	빈발	Frequent occurrence
異民族	이민족	Different ethnic group/people
銳尖	예첨	Sharp, pointed
秘訣	비결	Secret key, secret method
傳授	전수	Transmission, passing down
마지 하다	맞이하다	To greet, welcome (older spelling '마지')
개짐	개짐	Loincloth (likely referring to dhoti)
圓卓回議	원탁회의	Round Table Conference
遠征	원정	Expedition, campaign
故土	고토	Homeland, native soil
埠頭	부두	Wharf, dock
宏壯	굉장	Grand, magnificent
心琴	심금	Heartstrings (lit. heart zither)
聲言	성언	Declaration, statement
一決戰	일결전	A decisive battle
覺悟	각오	Resolution, determination
老齡	노령	Old age
總督	총독	Governor-General, Viceroy
脅威	협위	Threat, menace (modern: 위협)
幹部	간부	Leaders, executives
檢擧	검거	Arrest, roundup
續續	속속	Successively, one after another
入監	입감	Imprisonment
策戰	책전	Tactics, strategy
擧國一致	거국일치	Nationwide unity
彈壓	탄압	Suppression, oppression
兵不血刃	병불혈인	Without bloodying a blade (idiom: bloodlessly)
占領	점령	Occupation
防禦地	방어지	Defense line/area
政變	정변	Political upheaval, coup d'état
淸算	청산	Liquidation, settlement
陸相	육상	Army Minister
手腕	수완	Skill, ability, finesse
兵匪	병비	Soldiers and bandits
討伐	토벌	Punitive expedition, subjugation
師	사	Division (military unit); also means teacher/master
不可避	불가피	Unavoidable, inevitable
撤退	철퇴	Withdrawal, retreat
保全	보전	Preservation, maintenance
武器	무기	Weapons, arms
虎視耿耿	호시경경	Eyeing covetously (like a tiger watching)
國務卿	국무경	Secretary of State (US)
門戶開放	문호개방	Open Door Policy
權益	권익	Rights and interests
保留	보류	Reservation, retention
云爲	운위	To mention, to say (classical term)
相對方	상대방	Opponent, counterpart
用意	용의	Intention, readiness
調印	조인	Signing (of a treaty)
對岸火視	대안화시	Watching a fire across the river (idiom: remaining indifferent to others' troubles)
實力	실력	Real power, actual strength
眼中	안중	Within one's view/consideration
當分間	당분간	For the time being
障碍	장애	Obstacle, hindrance
派遣	파견	Dispatch, sending
人選難	인선난	Difficulty in selecting personnel
體面維持	체면유지	Saving face, maintaining appearances
敗殘兵	패잔병	Remnant soldiers, defeated troops
팔치잔的	빨치산적	Partisan-like (loanword from 'partisan')
襲擊	습격	Attack, raid
盛行	성행	Prevalence, popularity
警備	경비	Guard duty, security
治安	치안	Public order, peace and security
目途	목표	Goal, objective (modern: 목표)
軍備	군비	Military preparations/expenditure
協議會	협의회	Consultative body, council
無頭	무두	Headless
主席	주석	Chairman
行政院長	행정원장	President of the Executive Yuan
巨頭	거두	Giant, magnate, leading figure
閑日月	한일월	Idle days, leisure time
稱病	칭병	Claiming illness
山積	산적	Piled up like mountains
對策	대책	Countermeasure, plan
將領	장령	General, commander
勸說	권설	Persuasion, exhortation
出張	출장	Business trip, being away on duty
否決	부결	Rejection, voting down
分治	분치	Divided rule, partition
侵入	침입	Invasion, intrusion
査辨	사변	Investigation and handling (possibly implies disciplinary action)
示威	시위	Demonstration, protest
多端多難	다단다난	Full of troubles and difficulties
回生	회생	Revival, resurgence
確執	확집	Discord, feud, antagonism
賠償	배상	Reparations, compensation
宣言	선언	Declaration
靑天霹靂	청천벽력	Bolt from the blue
廢棄	폐기	Abolition, discarding
周知	주지	Common knowledge
豫定	예정	Predetermined, scheduled
푸로그람	프로그램	Program (loanword)
破産	파산	Bankruptcy
僅免	근면	Barely avoid
獨裁力	독재력	Dictatorial power
附與	부여	Granting, bestowing
破滅	파멸	Ruin, destruction
僅僅	근근	Barely, narrowly
防止	방지	Prevention
重駕	중가	Heavy burden (lit. heavy yoke/harness)
關聯	관련	Connection, relation
結局	결국	In the end, ultimately
遺物	유물	Relic, legacy
賢明	현명	Wise, prudent
興旺	흥왕	Prosperity, flourishing
恐怖	공포	Fear, terror
强硬	강경	Rigid, firm, hard-line
端兵接戰	단병접전	Hand-to-hand combat, close quarters fighting
再禁止	재금지	Re-embargo, second prohibition
斷行	단행	Decisive action, enforcement
前番	전번	Previous time
震災手形	진재수형	Earthquake disaster promissory notes
正貨	정화	Specie, hard currency
擁護	옹호	Protection, advocacy
카무풀라지	카무플라주	Camouflage (loanword)
暴利	폭리	Exorbitant profit
暴騰	폭등	Sudden surge, sharp rise (in price)
期米	기미	Rice futures
立會停止	입회정지	Suspension of trading sessions
空景氣	공경기	Empty boom, speculative bubble
醒後	성후	After sobering up
頭痛	두통	Headache
打擊	타격	Blow, hit, impact
俸給生活者	봉급생활자	Salaried worker
勞働者	노동자	Laborer, worker
細農	세농	Small farmer
大地主	대지주	Large landowner
金融業者	금융업자	Financier, moneylender
資金回收	자금회수	Fund recovery, collection of funds
好機	호기	Good opportunity
延納	연납	Deferred payment
拒否	거부	Rejection, refusal
劈頭	벽두	Very beginning (lit. splitting the head)
所以	소이	Reason, cause
貸金	대금	Wages, payment (modern: 임금 for wages)
減下	감하	Reduction, lowering
雇主	고주	Employer
慈善心	자선심	Charitable heart, benevolence
於此於彼	어차어피	Here and there, in this and that way
困苦	곤고	Hardship, distress
四柱	사주	Four Pillars of Destiny (East Asian fortune-telling)
吉凶	길흉	Fortune (good or bad luck)
如何	여하	How is it?, what kind?
自殺	자살	Suicide
推測	추측	Speculation, conjecture
區區	구구	Various, diverse
誤算	오산	Miscalculation
逐出	축출	Expulsion, ousting
議會	의회	Diet, parliament, assembly
自信	자신	Self-confidence
顧問	고문	Advisor
幹事長	간사장	Secretary-General
締結	체결	Conclusion (of a treaty or agreement)
覺書	각서	Memorandum, note of understanding
休紙	휴지	Waste paper (older term: 휴지)
閣員	각원	Cabinet member
脫黨	탈당	Leaving a political party
勿論	물론	Of course, needless to say
大通運	대통운	Great luck, hitting the jackpot
總裁	총재	President (of a party or organization)
苦節	고절	Steadfastness through hardship
宰相	재상	Prime Minister, Chancellor
印	인	Seal, stamp (here metaphorically meaning position)
人格的 人氣	인격적 인기	Popularity based on personality/character
人材缺乏	인재결핍	Lack of talent/personnel
不祥事件	불상사건	Unfortunate incident, ominous event
突發	돌발	Sudden outbreak
別號	별호	Nickname, alias (here likely referring to title/position)
留任	유임	Remaining in office
交叉	교차	Crossing, intersection
卦	괘	Fortune-telling sign, omen
再開	재개	Reopening, resumption
理事會	이사회	Council meeting


---------------------------


잡지명	동광 제30호
발행일	1932년 01월 25일
기사제목	內外大觀 - 時事解說
필자	朱耀翰
기사형태	소식

內外大觀 - 時事解說
						朱耀翰
多難의 1年 期待의 新年
多難의 1931年은 多難한 中에서 새고 期待의 1932年이 왓다. 經濟界의 不況繼續과 그 政治的 影響, 후버모라토리엄, 英國의 勞働黨의 沒落, 數個國의 金本位停止, 滿洲의 事變과 國際聯盟의 苦悶 等이 지나간 1年의 大事들이엇다 하면 1932年 오는 한해는 應當 그 難關들의 解答을 가지고 와야 할 것이다. 果然 새해는 우리에게 새 展開를 가저 오랴는가.
