잡지명	동광 제30호
발행일	1932년 01월 25일
기사제목	歐羅巴의 五角對立, 卅2年의 列强戰線偵察 (Europe's Pentagonal Confrontation, Reconnaissance of the Great Powers' Front Lines in '32)
필자	申彦俊
기사형태	논설 (Editorial/Opinion Piece)

Europe's Pentagonal Confrontation, Reconnaissance of the Great Powers' Front Lines in '32
						By Sin Ŏn-jun

The Pacific and Europe
Since the Great European War, the center of international politics has shifted from the Atlantic to the Pacific. The dominant powers around the Pacific are not just the two nations on its shores, Japan and America, but in reality, European nations like France, Germany, Britain, Russia, and Italy are all competing for hegemony over this Pacific. Therefore, it can be said that the driving force behind political relations in the Pacific lies in Europe. That is, the changes in the European political situation will determine the overall trend of Pacific politics, and the relationships among European nations will determine the alignments on the Pacific. In this context, examining the European political situation is the appropriate sequence to gain insight into the relations among the powers in the Pacific and to understand the trends in world politics.

Europe's Five Great Planets
For the last 4-5 centuries, Europe held dominion over the entire world. Today, although America's power is developing with the force of the rising sun, the dominion over the entire world still lies with Europe. Three-quarters of the world's population are enslaved by Europe, and four-fifths of the globe are Europe's possessions. Saying that Europe holds dominion over the world does not mean that every European country rules the world; in fact, it means that about 5 out of Europe's 27 countries rule the entire world. These 5 countries are Britain, said to "rule the world's oceans"; France, the hegemon of the European continent; Red Russia, seeking to dominate the world from a new standpoint; Italy, the hegemon of Southern Europe; and Germany, currently undergoing revival.

These five nations—Britain, France, Russia, Italy, and Germany—can be called the five great planets in the European political sphere, and the remaining 20-odd nations can be called their satellites. Satellites are stars that revolve around planets and lack the ability to rotate on their own axis. The smaller nations of Europe (the 20-odd countries) are manipulated by and follow the major powers (the 5 countries), making them effectively dominated nations. Satellites cluster this way and that, following the planets. <2> Therefore, those who study astronomy observe only the positions and movements of the planets and pay no attention to the satellites. Likewise, an examination of the European political situation requires only examining the 5 major powers; there is no need to look further at the rest.

The Ocean Hegemon, the British Empire
Looking at the history of Europe's outward expansion, from 1493 until the end of the 16th century, the entire world was divided between Portugal and Spain. From the early 17th century to the early 18th century, the Netherlands, Britain, and France dominated the world. After the two Anglo-French wars of the early 18th century and the so-called "Seven Years' War" from 1756 to 1763, Britain seized sole hegemony over the entire world. However, since the Great War, Britain's state of senescence has become increasingly apparent. Externally,に乗じて (taking advantage of) the tide of national liberation thought, anti-British movements have erupted in its colonies scattered across the world, and due to severe pressure from American financial capital, it has conceded defeat in the world financial markets. Internally, the breakdown of the capitalist economic structure has been undeniably exposed, revealing various crises such as factory closures, a flood of unemployed people, and the intensification and expansion of revolutionary fervor among the working class, making the situation of Britain's decline seem irreversible. However, Britain's national status remains important. It is the world's largest empire, possessing 450 million people, 13.9 million square miles of land, the world's most complete capitalist economic structure and production apparatus, skilled technology, the most developed political organization, and a powerful navy unmatched in the world.

Thus, the foreign policy of the British Empire, holding such a significant global position, naturally becomes a focal point of worldwide attention. Britain's foreign policy principle is eternally "Honorable Isolation." While "Honorable Isolation" can be considered Britain's fundamental foreign policy towards Europe, given that Europe is the center of world politics, it can also be seen as the general basis of British foreign policy. "Honorable Isolation" signifies that Britain does not ally or cooperate with any nation on the European continent, but maintains a state of balance among the continental nations, thereby holding a position of transcendent existence above them. If the balance on the European continent is broken and one nation gains ascendancy, Britain immediately contacts other nations to overwhelm the dominant one; this is Britain's consistent foreign policy. When Napoleon's victories destroyed the European balance, Britain allied with Germany and Austria to impose sanctions. When the southward advance of Russian power threatened the European balance, Britain allied with Germany and France to block Russia. Before the Great War, when Germany's ambitions threatened to shatter the European balance again, Britain allied with France and Russia, raising the beacon of the World War. These various historical examples are concrete expressions of Britain's "Honorable Isolation" policy. Since the Great War, although Germany and Austria were defeated, France's powerful influence has implicitly taken the lead in Europe, prompting Britain to work with Germany to suppress France.

The greatest threat to Britain, more than France or America, is actually Red Russia. Red Russia, advocating world revolution, and Britain, struggling desperately to maintain the capitalist imperialist system, have taken confrontational stances internationally. Britain's world policy is forming its battle lines with Red Russia as the hypothetical enemy.

The Continental King, France
Since the Middle Ages, France has maintained its position as a great power on the European continent. During the Napoleonic era, it even attempted to unify all of Europe, and French national power was consistently prosperous. Although it suffered a temporary defeat to Germany in the Franco-Prussian War, its influence in Europe remained intact. After the Great War, its position as the leader of the Treaty of Versailles made it the sole king of the European continent. The focus of French foreign policy lies in securing safety against Germany. That is, while Franco-German relations feign peace on the surface, in reality, the irreconcilable animosity has not been eliminated. German <3> revenge! This is a danger that the French cannot rest easy about, awake or asleep. Moreover, Germany's fierce post-war revival sends chills down French spines. The French occupation of the Ruhr in 1922 was an action born of this fear. Although the Locarno Treaties somewhat alleviated this fear afterwards, Germany remains an object of terror that the French cannot forget. Therefore, security is the consistent policy of French diplomacy. France is making continuous efforts to maintain strong national power. As the security of its African colonies is essential for strengthening French national power, it stations heavy troops in Tunis and reinforces the strength of its Mediterranean fleet. This results in conflict with Italy. Italy targets Northwest Africa (i.e., the French colonial region) for its colonial policy, leading to clashes not only over colonial policy but also because France's increased naval power in the Mediterranean poses a significant military threat to Italy. Due to these relations, the Franco-Italian confrontation has sharpened.

Germany and Italy are the two main objects of French diplomacy. If security against Germany is threatened or if any power arises to aid Italy, France will resolutely oppose it.
France, considering Italy a hypothetical enemy, has created the so-called Little Entente in the Balkan Peninsula region. Simultaneously, considering Germany a hypothetical enemy, it connects with Belgium in Western Europe while cooperating with Poland in Eastern Europe.

The Bear of Northern Europe, Soviet Russia
Soviet Russia's foreign policy targets the world's capitalist countries as enemies and aims its direct offensive at the leader of the world's capitalist nations, the British Empire. It is not without reason that the British Empire is urgently trying to lead the powers in forming a united front against Russia.

Soviet Russia's offensive strategy against the British Empire first aimed to communize Central and Western Europe, gradually closing in on Britain itself. Britain countered this by uniting smaller nations like Finland, Estonia, and Latvia to build a Great Wall of defense against Russia. Russia also attempted to join hands with Germany to establish a base for the communization of Western Europe, but Britain, aware of this, pulled Germany into the Western European capitalist bloc. Consequently, Russia's plan for a frontal attack on Britain completely failed, forcing a change in direction. Using a strategy of flanking attacks, it proceeded with plans to communize Britain's Asian colonies and commodity markets. The revolutionary movement of the Young Turk Party led by Kemal Pasha in Turkey, as well as the anti-British movements in Egypt, India, and China, were all directly or indirectly carried out under the instigation of Red Russia. This strategy of flanking attacks continues to this day, despite repeated failures. The Noulens Affair involving a major figure of the Third International, exposed by the Shanghai Municipal Council's British authorities last May, is unique evidence of this.

Russo-German relations were mentioned above. Initially, Russia tried hard to cooperate with Germany, intending to make it a base for Western European communization, but this ultimately failed with Germany's entry into the League of Nations. Although Germany joined the Western European capitalist bloc, it does not intend to sever relations with Russia. Germany's joining the League was essentially to escape the pressure of the Allied Powers. Germany, aware of Britain's fear of Red Russia, used the momentum of Russo-German cooperation to threaten Britain and escape Allied pressure. Besides these political reasons, economically, agricultural Russia and industrial Germany maintain friendly relations.

Relations with Italy, although the political systems of the two countries are as opposed as the North and South Poles, show strong signs of cooperation. This is because Russia and Italy share common demands. This common demand is that both countries agree on disrupting the status quo in Europe. Mr. Litvinov's visit to Milan last year to meet Foreign Minister Grandi on his way to Geneva for the Disarmament Conference, where they concluded a Russo-Italian agreement, can be considered the first step towards cooperation between the two countries. <4>

Germany in Revival
Germany, which became a prisoner groaning under the iron chains of the Treaty of Versailles after the Great War ended, has displayed its great national spirit of perseverance and fortitude even under severe oppression, presenting a grand spectacle of revival in various fields and attracting worldwide astonishment.

Since the Great War, Germany's diplomacy has been fundamentally aimed at nullifying the effects of the Treaty of Versailles. German public and private sectors alike demanded the abolition of the Treaty of Versailles. The right-wing Nationalist Party advocated abolition through military means, while the various left-wing parties advocated resolution through moderate compromise policies.

Since abolishing the Treaty of Versailles was set as the fundamental principle of its foreign policy, France, the leader of the Treaty, became Germany's main diplomatic adversary. From the Paris Peace Conference until 1923, France consistently suppressed Germany, and relations reached an extreme low with the Ruhr occupation incident, but Germany was eventually forced to submit due to its economic crisis. With the establishment of the Locarno Pact security treaty in 1925, relations gradually eased, and the implementation of the Dawes Plan in 1924 and the Young Plan in 1929 resolved points of contention between Germany and France. Franco-German rapprochement can be attributed to the efforts of Briand and the late Stresemann. Politicians from both countries declared that abandoning old grudges and cooperating for the common interests of the continent would be mutually beneficial, but the deep-seated animosity between the two nations cannot truly be overcome. The emergence of the Austro-German Customs Union in opposition to Foreign Minister Briand's proposal for a European Federation demonstrates that the two countries remain in a state of hostility.

Ambitious Italy
Fascist Italy, yearning for the old Roman Empire and striving immensely for national development, is desperate to acquire colonies. Aiming to unite North Africa with Italy and turn the Mediterranean into its inner sea, it confronts France. The colonies Italy covets are currently French possessions, making an Italo-French clash inevitable. Italy's ambition is first to establish hegemony in the Mediterranean, but the Mediterranean is Britain's transverse route to India and also France's longitudinal route to North Africa, making it indispensable for both Britain and France. The presence of the French sphere of influence in the Balkan Peninsula to the east and French colonies across the Mediterranean to the south are Italy's greatest grievances and threats. Thus, Italy seeks to possess a superior navy in the Mediterranean, engaging in a naval arms race with France. In this context, Italy also considers France its hypothetical enemy in foreign affairs and attempts to form a common front with all anti-French forces in Europe. Firstly, it seeks friendship with Britain to check France, and furthermore, it strives for close cooperation with Germany.

Comprehensive Observation
Finally, comprehensively observing the mutual relations among the European powers, the following three conclusions can be drawn:
1.  From a political standpoint, the 5 major powers are divided into two major camps. That is, the capitalist camp of Britain, France, Italy, and Germany stands opposite the socialist camp of Soviet Russia. These two camps cannot compromise.
2.  From a policy standpoint, Germany and Italy advocate disrupting the current European status quo, while Britain and France are preoccupied with maintaining it. These two tendencies are likely to lead to a serious situation in Europe, and Red Russia, from the perspective of world revolution, plots to disrupt the European status quo, making a policy alliance among Germany, Italy, and Russia a possibility.
3.  Regarding the confrontation among the 5 major powers, the one with the broadest scope is between Britain and Russia, while the most tense is involving France. Besides these, the Anglo-French struggle for hegemony and the Franco-German animosity are no less significant than the previous two. <5>

**Summary**

This 1932 article analyzes the complex political landscape of Europe, identifying Britain, France, Soviet Russia, Italy, and Germany as the "five great planets" dictating continental and, by extension, global affairs, particularly influencing the Pacific. It details each power's foreign policy objectives and rivalries: Britain's "Honorable Isolation" and anti-Soviet stance, France's focus on security against Germany and rivalry with Italy, the Soviet Union's anti-capitalist agenda targeting Britain, Germany's push to overturn the Versailles Treaty, and Italy's expansionist ambitions clashing with France. The author concludes by dividing Europe into capitalist vs. socialist camps and status quo vs. revisionist powers, highlighting the potential for a German-Italian-Soviet alignment against Britain and France, and noting the high tensions surrounding France and the UK-Soviet rivalry. For historians of colonial Korea, this article is interesting as it reflects a Korean intellectual's perspective on global power dynamics during the Japanese occupation. It demonstrates an awareness of international relations beyond East Asia and frames world politics through a lens of great power competition, implicitly contextualizing Korea's own situation amidst these larger struggles, even without directly mentioning Korea or Japan's specific roles in the Pacific rivalry beyond the introduction.

**Named Entities**

太平洋	태평양	T'aep'yŏngyang
歐洲	유럽	Yurŏp'a
大西洋	대서양	Taesŏyang
日	일	Il (Japan)
米	미	Mi (America)
佛	불	Pul (France)
獨	독	Tok (Germany)
英	영	Yŏng (Britain)
露	로	Ro (Russia)
伊	이	I (Italy)
英國	영국	Yŏngguk
佛國	불국	Pulguk
赤露	적로	Chŏngno (Red Russia/Soviet Union)
伊太利	이태리	It'aeri
獨逸	독일	Togil
葡萄牙	포르투갈	P'orut'ugal
西班牙	스페인	Sŭp'ein
和蘭	화란	Hwaran (Holland/Netherlands)
奈破崙	나폴레옹	Nap'ollyon
墺	오	O (Austria)
벨사유條約	베르사유 조약	Perŭsayu Choyak (Treaty of Versailles)
亞弗利加	아프리카	Ap'ŭrik'a
튜니스	튀니스	T'yŭnisŭ (Tunis)
地中海	지중해	Chijunghae
로카르노條約	로카르노 조약	Rok'arno Choyak (Locarno Treaties)
빨칸半島	발칸반도	Palk'an Pando (Balkan Peninsula)
小協約國	소협약국	So Hyŏbyakkuk (Little Entente)
白耳義	벨기에	Pelgie (Belgium - lit. White Ear Country)
波蘭	폴란드	P'ollandŭ (Poland)
쏘벳트露西亞	소베트 러시아	Sobet'ŭ Rŏsia (Soviet Russia)
芬蘭	핀란드	P'illandŭ (Finland)
에스토니아	에스토니아	Esŭt'onia
라트비아	라트비아	Rat'ŭbia
亞細亞	아시아	Asia
士耳其	터키	T'ŏk'i (Turkey - lit. Scholar Ear Country; pronunciation likely based on Chinese)
케말파사	케말 파샤	K'emal P'asya (Kemal Pasha)
埃及	이집트	Ijip't'ŭ (Egypt)
印度	인도	Indo (India)
中國	중국	Chungguk (China)
上海	상하이	Sanghae (Shanghai)
英工務局	영 공무국	Yŏng Kongmuguk (British section of the Shanghai Municipal Council Public Works Department)
第3國際	제3국제	Che Sam Kukche (Third International)
뉴란	눌랑	Nullang (Noulens - referring to the Noulens Affair)
리토놉	리트비노프	Rit'ŭbinop'ŭ (Litvinov)
제네바	제네바	Cheneba (Geneva)
밀란	밀라노	Millano (Milan)
끄란디	그란디	Kŭrandi (Grandi)
巴里講和會議	파리 강화 회의	P'ari Kanghwa Hoeŭi (Paris Peace Conference)
룰占領	루르 점령	Rurŭ Chŏmnyŏng (Ruhr Occupation)
또즈安	도스 안	Tosŭ An (Dawes Plan)
영安	영 안	Yŏng An (Young Plan)
부리앙	브리앙	Pŭriang (Briand)
스트레제만	슈트레제만	Syut'ŭrejeman (Stresemann)
獨墺關稅同盟	독오 관세 동맹	Togo Kwanse Tongmaeng (Austro-German Customs Union)
羅馬帝國	로마 제국	Roma Cheguk (Roman Empire)

**Glossary**

잡지명	잡지명	Magazine title
발행일	발행일	Publication date
기사제목	기사제목	Article title
필자	필자	Author
기사형태	기사형태	Article type
논설	논설	Editorial, opinion piece
對立	대립	Confrontation, opposition
列强	열강	Great powers
戰線	전선	Front line
偵察	정찰	Reconnaissance, scouting
以來로	이래로	Since (Older particle usage)
移轉하얏다	이전하였다	Shifted, moved (Older verb ending form of 하였다)
一帶	일대	Area, region
支配的	지배적	Dominant
勢力	세력	Power, influence
兩岸	양안	Both shores/banks
覇權	패권	Hegemony, supremacy
다토는 者	다투는 자	Those who compete/fight for
原動力	원동력	Driving force
政局	정국	Political situation
變化 如何	변화 여하	The nature of the change, how it changes
大勢	대세	General trend, overall situation
關係如何	관계 여하	The nature of the relationship
陣勢	진세	Lineup, formation, array
討究	토구	Investigation, study
洞察	통찰	Insight, penetration
行星	행성	Planet (used metaphorically for major powers)
世紀	세기	Century
支配權	지배권	Right to rule, dominion
奴隷	노예	Slave
屬領	속령	Possession, dependency, colony
가온대	가운데	Among, amidst (Older spelling)
海洋面	해양면	Ocean surface
覇者	패자	Hegemon, supreme ruler
赤露	적로	Red Russia (Soviet Union)
復興	부흥	Revival, restoration
其餘	기여	The rest, remainder
衛星	위성	Satellite (used metaphorically for smaller nations)
操縱	조종	Manipulation, control
追隨	추수	Following, trailing behind
被支配國	피지배국	Dominated nation
뭉치고	뭉치고	Clustering, gathering
天文	천문	Astronomy
位置	위치	Position
動作	동작	Movement
考察	고찰	Examination, consideration
對外發展	대외발전	Overseas expansion/development
平分되엇고	평분되었고	Was equally divided (Older spelling/form)
初葉	초엽	Early part (of a century/period)
兩次戰爭	양차전쟁	Two wars
獨覇權	독패권	Sole hegemony
老衰狀態	노쇠상태	State of senescence/decline
露骨化하야	노골화하여	Becoming apparent/blatant (Older spelling/form)
民族解放	민족해방	National liberation
思潮	사조	Trend of thought, ideological current
乘하야	승하여	Taking advantage of (Older form)
散在한	산재한	Scattered
植民地	식민지	Colony
排英運動	배영운동	Anti-British movement
爆發	폭발	Eruption, outbreak
金融資本	금융자본	Financial capital
壓迫	압박	Pressure, oppression
依하야	의하여	Due to, according to (Older particle usage)
敗北	패배	Defeat
告하게되고	고하게 되고	Come to announce/declare
資本主義	자본주의	Capitalism
經濟組織	경제조직	Economic structure
破綻	파탄	Breakdown, collapse, bankruptcy
暴露되어	폭로되어	Being exposed
失業者	실업자	Unemployed person
洪水	홍수	Flood
勞働階級	노동계급	Working class (Older spelling of 노동)
革命熱	혁명열	Revolutionary fervor
强化擴大	강화확대	Strengthening and expansion
危機	위기	Crisis
現露하야	현로하여	Revealing, showing (Older spelling/form)
沒落	몰락	Downfall, ruin
挽救	만구	Saving, rescuing (from ruin)
國勢的 地位	국세적 지위	National status/position
完備된	완비된	Fully equipped, complete
生産機關	생산기관	Means of production
熟練한	숙련한	Skilled
技術	기술	Technology, skill
發達된	발달된	Developed
政治組織	정치조직	Political organization
匹敵	필적	Equal, match, rival
强大한	강대한	Powerful, mighty
海軍	해군	Navy
外交政策	외교정책	Foreign policy
榮譽的 孤立	영예적 고립	Honorable Isolation (British policy)
永遠한	영원한	Eternal, permanent
原則	원칙	Principle
歐洲大陸	유럽대륙	European continent
結合	결합	Union, combination
提携	제휴	Cooperation, alliance
均衡的 狀態	균형적 상태	State of equilibrium/balance
維持케 하야	유지케 하여	Causing to maintain (Older causative form)
超越的 存在	초월적 존재	Transcendent existence
意義	의의	Meaning, significance
破壞되어	파괴되어	Being destroyed/broken
優勢	우세	Superiority, ascendancy
其他	기타	Other
連絡하야	연락하여	Contacting, liaising with (Older spelling/form)
壓倒	압도	Overwhelm
一貫한	일관한	Consistent
戰勝	전승	Victory in war
均勢	균세	Balance of power
聯合하야	연합하여	Uniting, allying (Older spelling/form)
制裁	제재	Sanctions, punishment
南侵	남침	Southward invasion
阻止	저지	Blocking, obstruction
雄圖	웅도	Grand ambition, scheme
破裂	파열	Rupture, shattering
烽火	봉화	Beacon fire (signal fire for war)
擧하얏다	거하였다	Raised, started (Older verb ending form)
打倒되엇으나	타도되었으나	Were overthrown, but (Older spelling/form)
隱然中	은연중	Implicitly, covertly
牛耳를 執하게 되어	우이 를 집하게 되어	Taking the lead (lit. holding the bull's ear - ancient oath ritual)
抑壓	억압	Suppression, oppression
威脅	위협	Threat, menace
假想敵	가상적	Hypothetical enemy
陣形	진형	Formation, alignment
버리고 잇다	벌이고 있다	Is deploying/arranging
中世紀	중세기	Middle Ages
保存하야왓다	보존하여왔다	Has preserved (Older spelling/form)
統一	통일	Unification
隆盛	융성	Prosperity, flourishing
普佛戰爭	보불전쟁	Franco-Prussian War (普=Prussia, 佛=France)
威勢	위세	Influence, power, authority
盟主	맹주	Leader of an alliance
唯一한	유일한	Sole, only
王者	왕자	King, ruler
安全保障	안전보장	Security guarantee
表面	표면	Surface
裝하고 잇으나	장하고 있으나	Is feigning/pretending, but
其實은	기실은	In reality, actually
不共戴天	불공대천	Irreconcilable (enemy) (lit. cannot live under the same sky)
仇讐的 惡感	구수적 악감	Hostile feeling of enmity
除去	제거	Removal, elimination
放心	방심	Letting one's guard down, complacency
猛烈한	맹렬한	Fierce, intense
氣勢	기세	Spirit, vigor, momentum
恐怖心	공포심	Sense of fear, terror
緩和되엇다	완화되었다	Was alleviated/eased (Older spelling/form)
對象	대상	Object, target
國力充實	국력충실	Strengthening national power
不斷한	부단한	Constant, unceasing
結果	결과	Result, consequence
衝突	충돌	Clash, conflict
駐屯케 하고	주둔케 하고	Making (troops) station (Older causative form)
雄厚케 하고 잇다	웅후케 하고 있다	Is making formidable/strong (Older causative form)
增大	증대	Increase, enlargement
尖銳化된	첨예화된	Sharpened, intensified
排擊	배격	Denunciation, attack, oppose
造成	조성	Creation, formation
同時에	동시에	At the same time
魁首	괴수	Leader, chief (often negative)
領率하야	영솔하여	Leading (Older form)
聯合戰線	연합전선	United front
汲汲한	급급한	Busy with, preoccupied with
進攻策	진공책	Offensive strategy
爲先	위선	Firstly, to begin with
赤化	적화	Communization (turning red)
漸次	점차	Gradually
肉迫	육박	Close in on, press hard
防露	방로	Defense against Russia
萬里長城	만리장성	Great Wall (metaphor for defense line)
握手	악수	Handshake (metaphor for cooperation)
根據地	근거지	Base, stronghold
集團	집단	Group, bloc
失敗	실패	Failure
方針	방침	Policy, course of action
一變하야	일변하여	Completely changing (Older form)
側面 攻擊	측면 공격	Flanking attack
戰略	전략	Strategy
進行	진행	Progression, advancement
爲始하야	위시하여	Beginning with, including (Older form)
策勵 下에	책려 하에	Under the instigation/encouragement of
屢次	누차	Repeatedly
持續	지속	Continuation
證據	증거	Evidence
斷絶	단절	Severance, break-off
厭迫	염박	Pressure, coercion (Likely typo for 압박 壓迫)
內容	내용	Content, substance
友好關係	우호관계	Friendly relations
維持	유지	Maintenance
政治制度	정치제도	Political system
南北極	남북극	North and South Poles (metaphor for opposites)
相克	상극	Conflict, mutual opposition
濃厚	농후	Strong, dense, thick (likelihood)
共通	공통	Common
要求	요구	Demand, requirement
有한	유한	Possessing (Older form of 有하다)
現狀打破	현상타파	Breaking the status quo
一致	일치	Agreement, conformity
軍縮會議	군축회의	Disarmament conference
出席次	출석차	On the occasion of attending
締結	체결	Conclusion (of a treaty/agreement)
鐵鎖	철쇄	Iron chains
呻吟	신음	Groaning, moaning
罪囚	죄수	Prisoner, convict
堅忍況毅	견인강의	Perseverance and fortitude (況 likely typo for 剛)
民族精神	민족정신	National spirit
發揮하야	발휘하여	Displaying, exhibiting (Older form)
壯觀	장관	Grand spectacle
呈하야	정하여	Presenting, showing (Older form)
惹起하얏다	야기하였다	Caused, provoked (Older verb ending)
朝野	조야	Government and public, the whole nation
效力	효력	Effect, validity
消滅	소멸	Extinction, disappearance
右傾的	우경적	Right-leaning
國權黨	국권당	Nationalist Party (likely referring to DNVP or similar)
武力手段	무력수단	Military means
左派	좌파	Left-wing
緩和的	완화적	Conciliatory, moderate
妥協政策	타협정책	Compromise policy
解決	해결	Resolution, solution
主敵	주적	Main enemy
極瑞惡化	극서악화	Extreme deterioration (瑞 likely typo for 度 or similar meaning extreme)
衰敗	쇠패	Decline, decay
危機	위기	Crisis
