Magazine Title: 개벽 신간 제3호
Publication Date: 1935년 01월 01일
Article Title: 大諷刺.大滑稽 “도야지”의 身勢打鈴 (Great Satire, Great Humor: The Pig's Lament About Its Circumstances)
Author: 司洞畜 猪八戒 (Sadongch'uk Chŏ P'algye - Pig Eight Precepts Raised in Sadong)
Article Type: 잡저 (Miscellaneous writing)

This year is the Year of the Pig (亥年), so in terms of animals, it's our pig year. If we had been born as animals with fine appearances like tigers or horses, good-looking and swift runners, or intelligent like monkeys, or at least like dogs or chickens, good at guarding against thieves or keeping time, then upon facing such a New Year, newspaper and magazine folks would surely take our pictures and draw illustrations, gloriously filling their pages with praise and tributes to us. But since we aren't like that, rather than hoping for others' praise, let's just lament our own circumstances!

Whether we were born with bad fortune in a past life or the Creator played a cruel trick, the only talents we possess are digging the ground day and night and making oinking sounds. On top of that, our appearance is exceedingly ugly: eyes like peach pits, noses like broken earthenware bottles, faces like dented inkstones, mouths like worn-out pestles, and bodies like tied-up stacks of grain with four pillars stuck in them. Did the ill-natured Creator knead us together using only the leftover lumps of fat after creating all things? Our entire bodies seem composed only of adipose tissue (脂肪質), appearing merely foolish to others. Our tails are cut short without dignity, like the ponytails of old bachelors selling fine-toothed combs or ginger in Chŏlla Province. Our bristles are prickly and stiff like chestnut burrs, so even if we want to have a romance just once with soft, pretty maidens, they all run away. When humans have daughters, they customarily say in childhood that they'll marry them off to the house greeted by heaven – that is, our house – but when the girls finally mature, they marry them off elsewhere without a word. Isn't that infuriating and regrettable? When I think about it, I get so upset that oinking sounds just come out naturally.

However, just because our appearance is like this, we shouldn't simply despair and be pessimistic. <57> This is an opportunity to reveal our unfair situation and appeal to humans for once.

First, humans think of us only as dirty. When referring to their own dirty things, they casually say "like a pig." Even when speaking disparagingly of their own beloved children as ugly and dirty, they commonly use terms like "house pig" (家豚), "stray pig" (迷豚), or "piggy" (豚兒), unaware of their own slander. However, our dirtiness should be blamed on humans' mistakes, never our own. When did humans ever build a proper house for us, or give us even one clean thing to eat? All they feed us are their leftovers, or else rotten things they can't eat themselves. As for housing, it's just a pen on bare ground without even floorboards. They make us eat, sleep, and relieve ourselves there, without ever cleaning it properly. No matter how cleanly one might be born, what else could happen? If they treated us even as much as they treat dogs or cats, letting us sleep indoors sometimes, allowing free movement outside, and giving us baths and washing our faces, we wouldn't seem particularly dirty. Humans criticize our uncleanliness, but if they were made to live and eat as we do, they would be hundreds of times dirtier and would all die within less than three days. Never mind that; look at the state of people in prison, sleeping together in one room, defecating there, wearing dirty clothes for a long time, handcuffed, and tied with ropes. Or look at the beggars in dirty rags, carrying tin cans, rummaging through trash bins for food, and then sleeping inside kitchen fireplaces with soot-covered faces. How are they cleaner than us? Instead of blaming us for our uncleanliness, humans should first reproach themselves for their immorality in treating animals poorly. If you truly detest our uncleanliness so much, why do you use our meat when holding ancestral rites and offering devotions to your ancestors?

Second, humans also call us selfish gluttons who only eat by ourselves, comparing any greedy, stingy, and immoral person among them to us. However, this should be called our virtue, not a flaw as humans slanderously claim. In this world, there is nothing worse than dependency. Humans, under the guise of so-called compassion (慈悲心) or meritorious deeds, have the habit of saving others and mutually assisting each other. Consequently, children rely on fathers, younger siblings rely on older brothers, extinguishing thoughts of independent self-support, ultimately leading to mutual ruin. But in our pig society, from a young age, even between parents and siblings, each earns and eats their own food. Therefore, when we see food, we have no thought of giving it to others, nor does anyone else expect it. We truly practice what is nowadays called self-sufficiency and self-reliance. If humans had practiced this from the beginning instead of slandering us, <58> there would be no talk of relief, charity, or stinginess, and everyone could live well by their own strength. Even if relief and assistance were done sincerely, it would be appreciated. But mostly, people act impurely for their own honor, policy, or seeking blessings. This is why they exhume their ancestors to publish collected works or genealogies only to squander the money, engage in lawsuits between relatives, embezzle funds collected under the pretext of flood relief or educational projects, and disgrace themselves by being dragged to prisons and police stations. Isn't this utterly shameful for humans compared to us?

Third, humans just consider us foolish. However, we too have various thoughts, and especially in predicting the weather (天氣), we are more perceptive than humans. Humans nowadays boast about the development of so-called astronomy or the advancement of machinery, yet they often fail to predict simple wind and rain. Caught unprepared, even by relatively minor events like this year's Kansai typhoon (關西風災) and the Naktong River flood, thousands or hundreds of people die, tens of thousands of p'yŏng of farmland are ruined, and survivors are forced to migrate to North and South Manchuria. But we, without studying astronomy, anticipate the coming of wind and rain in advance, warn each other, gather materials to prepare shelter, or relocate. If a Ph.D. in astronomy were to be recommended from the animal kingdom, the degree would likely be monopolized by our pig society.

Fourth, humans also criticize us for being too stubborn, freely using the term "pig-headed charge" (猪突). However, this is our greatest source of pride. Humans, while working towards some goal or principle, will abandon that principle or goal like an old shoe in an instant if they encounter slight difficulties or see some immediate profit. But we pigs, once we have decided and set out, advance undaunted whether there are treacherous mountains or dangerous cliffs (危巖=猪岩). Even if we unfortunately face death, we do not beg "kill me" or "spare me" or shed tears pitifully like humans. When the knife comes, we accept the knife; when the bullet comes, we accept the bullet. Thrown into boiling water, we show no fear, keeping our red, angry eyes (怒眼) wide open and dying calmly with a great roar. The phrases humans often use, like "sacrificing oneself to achieve virtue" (殺身成仁) or "treading through boiling water and fire" (蹈湯赴火), are perfectly realized only in our society.

Fifth, humans also consider our digging the ground with our snouts a major flaw. If they see their own mouths are even slightly blunt, they criticize them as resembling a pig's snout. Whether this was true in past eras, I don't know, but speaking for the current times, it seems quite advantageous. Humans talk endlessly about rural development or the back-to-the-farm movement, but they dislike doing actual farm work. <59> We, however, don't just talk; we directly dig the ground. When people dig, they need tools like hoes, mattocks, shovels, and pickaxes, and they often sing long songs to forget their fatigue. But we have our own natural tools; wherever we go, we truly need nothing but our mouths (아갈이) to find food. If we get bored, singing an "oink-oink" song is enough. When humans want to work as day laborers digging the ground but can't because they lack the tools, they might actually lament that their snouts aren't like ours. Speaking of digging, how much do people nowadays love digging? Farming aside, isn't it true that because gold prices are high, men and women, young and old, are all obsessed with gold mining? Digging for gold might also be considered an underground movement (地下運動), but aren't all those figures who used to run around clamoring about nationalism (民族主義), communism (共産主義), socialism (社會主義), the dissolution faction (解消派), or the non-cooperative faction (非協同派) now all in the gold mining faction? That too is quite fickle. If the gold mine succeeds, one can naturally afford restaurant kisaeng and concubines, gain the qualification to have a statue erected at school, become an executive at a newspaper company, and there's nothing one can't do. But I have no gold, no honor, no desires. Just digging the ground directly from time to time to fill my belly is enough. Nowadays, there are many Western pigs and mixed breeds, so if I want to have an affair, I can seek them out for fun, occasionally watch dances, and listen to the songs of pig-callers. Isn't that enjoyable!

Sixth, humans also seem to dislike our short tails and bristly fur. But nowadays, schoolgirls, whether trying to act like our daughters or wanting to romance us, all cut their hair short just like our tails. On top of that, they wear pointed shoes like our trotters. And so-called new women all wear fur scarves and fur coats. Isn't all of this imitating us? Still, since ours was bestowed naturally by Heaven, it costs no money, and since it's our own fur, it's clean and precious. But seeing people walking around draped in animal fur – they might think themselves luxurious, but it's actually the remains of dead animals. If wearing the clothes of a dead person is shameful, how much more shameful is it to wear the clothes of dead animals? Furthermore, if they bought them with money earned through their own sweat and blood, it wouldn't matter. But doing nothing, just making up their faces, selling smiles, acting cute, and finally selling even their supposedly precious bodies – using that money to buy and wear the relics of animals, how base and shameful is that?

Seventh, humans are also jealous of our large litters (多子孫) and affairs, immorally castrating (去勢=불알까는 것) us since ancient times. If any male among us makes a little noise, they curse us, threatening castration. <60> But looking at it now, in a time of many mouths to feed and insufficient food, it seems rather like a good thing. Have humans nowadays had some realization? They clamor about so-called birth control (産兒制限) or eugenics (優生學), practice artificial castration, and by carelessly frequenting the demimonde, contract gonorrhea and syphilis, suffer from venereal diseases, and ultimately end up castrated. I believe this is, more than anything, retribution for the sins of past humans who castrated us. If humans have even a shred of conscience, they should think of their past sins and shed tears of repentance.

Eighth, humans also dislike our plumpness (肥滿) and criticize us heavily, but how many humans are plumper than us? Nowadays, a so-called "Giant Society" (巨人會) has formed, and I heard some magazine is writing an article about the Giant Society because the New Year is the Year of the Pig. What's wrong with being fat? Still, our fatness comes from earning our own food, and when we die, our meat at least has value. But human fatness often comes from eating too much of others' food, stealing it, and yet feeling comfortable, doesn't it? Alive, they are nothing but large louts, wasting clothing material. Dead, their meat has no value; they just increase coffin costs and take up more precious land. Isn't that so? Thinking about this makes me angry and feel wronged about the criticism we receive. If I acted like humans, in my anger, I'd want to bite off a piece of their thigh with my strong teeth, but how can I do that, maintaining my dignified composure? They say forbearance is a virtue (仁之爲德), so let's just endure it. When upset, let's just oink, sigh, and bite down on shards of pottery to make a demonstration (示威). While I'm at it, let me boast one last time about my lineage and be done with it.

Pigs may seem like lowly animals, but if you know them, they are very precious. Just speaking of the name, the 'to' (도) in 'toyaji' (도야지) is the 'to' (道) of the scholar-official of the Way (道學君子), the 'ya' (야) is the 'Ya' (耶) of Mr. Jesus (耶蘇氏), and the 'ji' (지) is the 'ji' (知) of the Ch'ŏmji Tongji (僉知同知) officials who wore jade and gold hat decorations. Since black is the color of water (黑은 水色), we could rule the world through the virtue of water (水德王天下). Our faces are long, making us the village headman (面長) of property. In the past, Lady Qi of Han (漢 戚夫人), after her death, was named "human swine" (人彘). King Tongch'ŏn of Koguryŏ (高句麗 東川王) was named "suburban swine" (郊彘). Chang Sunson of King Yŏnsan's reign (燕山朝 張順孫) was nicknamed Chang Chŏdu (張猪頭, "Pig-head Chang") because his head resembled ours, and he even became a chief state councilor. Generals like Kuan Yü (關羽) and Yi Chingok (李澄玉) suffered misfortune after dreaming of being bitten by us just once. And Chakchegŏn (作帝建), the ancestor of the Koryŏ Wang clan (高麗王氏), received a golden pig (金豚) from the Dragon King of the West Sea (西海龍王) and established the royal capital at Songdo (松都). Our history is splendid, but beyond that, on land, there are Chojok (猪足=the old name for modern Hwach'ŏn), Chŏt'an (猪灘), and Chŏam (猪巖). In medicine, there is Choryŏng (藥名 猪苓). Among fish, there is the pufferfish, hadon (河豚). Isn't our influence quite significant in various fields? <61> <57-61>

**Summary**

Writing under the pseudonym "Pig Eight Precepts," the author adopts the persona of a pig in the Year of the Pig (1935) to deliver a satirical critique of human society. The pig refutes common negative stereotypes (dirtiness, greed, foolishness, stubbornness, ugliness) by arguing these traits are either misunderstood virtues (self-reliance, steadfastness), projections of human failings, or direct results of human mistreatment. The pig contrasts its perceived flaws with human hypocrisy, moral failings (dependency, insincerity in charity, political fickleness), societal problems (poverty forcing migration, obsession with gold mining), and changing social norms (women's bobbed hair and fashion). It concludes by highlighting the pig's historical and cultural significance.

From a historical perspective, the article offers a unique satirical lens on Korean society under Japanese rule. The mention of migration to Manchuria due to floods, the critique of various political factions (nationalists, communists, etc.) turning to gold mining (a significant economic activity during the period), and the commentary on changing gender roles ("new women," bobbed hair) provide glimpses into the social and economic realities and anxieties of the time. The author uses the pig's voice to criticize human folly and inconsistency, potentially reflecting disillusionment with contemporary Korean society and its leadership.

**Named Entities**

司洞	사동	Sadong
猪八戒	저팔계	Chŏ P'algye
亥年	해년	Haenyŏn (Year of the Pig)
全羅道	전라도	Chŏlla Province
關西	관서	Kwansŏ (Western region, likely referring to Kansai, Japan here due to the mention of the typhoon)
洛東江	낙동강	Naktong River
南北滿洲	남북만주	North and South Manchuria
猪岩	저암	Chŏam (Pig Rock)
民族主義	민족주의	Minjokchuŭi (Nationalism)
共産主義	공산주의	Kongsanjuŭi (Communism)
社會主義	사회주의	Sahoejuŭi (Socialism)
解消派	해소파	Haesop'a (Dissolution Faction)
非協同派	비협동파	Pihyŏptongp'a (Non-cooperative Faction)
巨人會	거인회	Kŏinhoe (Giant Society)
漢 戚夫人	한 척부인	Han Ch'ŏk Puin (Lady Qi of Han)
高句麗 東川王	고구려 동천왕	Koguryŏ Tongch'ŏn Wang (King Tongch'ŏn of Koguryŏ)
燕山朝 張順孫	연산조 장순손	Yŏnsanjo Chang Sunson (Chang Sunson of King Yŏnsan's reign)
張猪頭	장저두	Chang Chŏdu
關羽	관우	Kwan U (Guan Yu)
李澄玉	이징옥	Yi Chingok
高麗王氏 作帝建	고려왕씨 작제건	Koryŏ Wangssi Chakchegŏn (Chakchegŏn of the Koryŏ Wang clan)
西海龍王	서해룡왕	Sŏhaeryongwang (Dragon King of the West Sea)
金豚	금돈	Kŭmdon (Golden Pig)
松都	송도	Songdo
猪足	저족	Chojok (Old name for Hwach'ŏn)
華川	화천	Hwach'ŏn
猪灘	저탄	Chŏt'an (Pig Shoals/Ford)
猪苓	저령	Choryŏng (Pig Fungus, a medicinal mushroom)
河豚	하돈	Hadon (Pufferfish)
道學君子	도학군자	Tohakkunja (Scholar-official of the Way)
耶蘇氏	야소씨	Yasossi (Mr. Jesus)
僉知同知	첨지동지	Ch'ŏmji Tongji (Joseon era official titles)

**Glossary**

도야지	도야지	Pig (Slightly older/dialectal form of 돼지)
身勢打鈴	신세타령	Lament about one's circumstances/fate
멀정하며	멀쩡하며	Being neat, fine (older spelling of 멀쩡하며)
지헤	지혜	Wisdom (older spelling of 지혜)
만타던지	많다든지	Being numerous/much (older spelling/form of 많다든지)
직히는	지키는	Guarding, keeping (older spelling of 지키는)
태여낫더라면	태어났더라면	If one had been born (older spelling of 태어났더라면)
례찬	예찬	Praise, adoration
스사로의	스스로의	Of oneself (older spelling of 스스로의)
조화옹	조화옹	The Creator
재조	재주	Talent, skill (older spelling of 재주)
박게	밖에	Only, outside of (older spelling of 밖에)
흉축만측	흉측만측	Exceedingly ugly/hideous
지리병	지리병	Earthenware bottle (specifically for sauces like soy sauce)
먹통	먹통	Inkstone case; metaphor for dented/ugly face
무드러진	무뎌진	Worn out, dulled (older spelling of 무뎌진)
타적통	타작통	Threshing bucket/container (likely refers to a woven grain stack base)
긔둥	기둥	Pillar, post (older spelling of 기둥)
비저서	빚어서	Having kneaded/molded (older spelling of 빚어서)
뵈고	보이고	Appearing, seeming (older form of 보이고)
꼬랑지	꼬랑지	Tail (colloquial/slightly older form of 꼬리)
로총각	노총각	Old bachelor
털어기	터럭이	Bristles, coarse hair (older form/spelling related to 털)
억시여서	억세어서	Being stiff, stubborn (older spelling of 억세어서)
십허도	싶어도	Even if one wants to (older spelling of 싶어도)
모도	모두	All, entirely (older spelling of 모두)
나흐면	낳으면	If one gives birth (older spelling of 낳으면)
한울	하늘	Heaven, sky (older spelling/form)
문난	문안	Greetings (often to elders/superiors)
안이	아니	Not (older spelling of 아니)
드럽게만	더럽게만	Only as dirty (older spelling of 더럽게만)
갓다고	같다고	Being like (older spelling of 같다고)
자긔네	자기네	They, them(selves) (older spelling of 자기네)
망발되는	망발되는	Being absurd/nonsensical speech
안이다	아니다	Is not (older spelling of 아니다)
위하야	위하여	For the sake of (older spelling of 위하여)
지여	지어	Building (older spelling of 지어)
깨끗한	깨끗한	Clean
턱찍기	턱찌끼	Leftovers (dialectal/older term for 찌꺼기)
그러치	그렇지	Like that, so
마루장판	마루장판	Wooden floor covering
소제	소제	Cleaning (older term for 청소)
안수대로	인수대로	According to the number of people; here implies fair treatment/proportion
만치라도	만큼이라도	Even as much as (older spelling of 만큼이라도)
박갓출입	바깥출입	Going outside (older spelling of 바깥출입)
식힌다면	시킨다면	If one makes/lets someone do (bath/wash) (older spelling of 시킨다면)
그러케	그렇게	Like that, so (older spelling of 그렇게)
몃백배	몇백배	Several hundred times (older spelling of 몇)
흔웃	헌옷	Old/worn-out clothes (older spelling of 헌옷)
단일 때에	다닐 때에	When going around (older spelling of 다닐 때에)
어더먹는	얻어먹는	Begging for food (older spelling of 얻어먹는)
흔누덕이	헌누더기	Old rags/tatters (older spelling of 헌누더기)
쓰러기통	쓰레기통	Trash bin (older spelling of 쓰레기통)
뒤저	뒤져	Rummaging through (older spelling of 뒤져)
부억아궁지	부엌아궁이	Kitchen fireplace (older spelling of 부엌)
끄릴테면	꺼릴테면	If one is to dislike/avoid (older spelling of 꺼릴테면)
제사	제사	Ancestral rites
치성	치성	Devotional offering/prayer
험점	흠점	Flaw, defect (older spelling of 흠)
납분	나쁜	Bad (older spelling of 나쁜)
잇는	있는	Existing, having (older spelling of 있는)
부조	부조	Mutual help, aid, assistance (often financial)
만타	많다	To be many, much (older spelling of 많다)
자작자급	자작자급	Self-production and self-supply
자력갱생	자력갱생	Regeneration through one's own efforts
본래부터	본래부터	From the beginning
구복	구복	Seeking blessings/fortune
문집	문집	Collected works (of an author/scholar)
족보	족보	Genealogy book
골육간	골육간	Between flesh and blood (i.e., among relatives)
빙자하고	빙자하고	Under the pretext of
횡령소비	횡령소비	Embezzlement and spending
북그러운	부끄러운	Shameful, embarrassing (older spelling of 부끄러운)
미렴하다고만	미련하다고만	Only as foolish/dull (older spelling of 미련하다고)
영민하다	영민하다	To be perceptive, astute, clever
긔계	기계	Machine, mechanism (older spelling of 기계)
되엿느니	되었느니	Has become (older spelling of 되었느니)
한아	하나	One (older spelling of 하나)
식	씩	Each (used after numbers/quantifiers)
만평	만평	Ten thousand p'yŏng (unit of area)
깃	깃	Nest materials; things gathered for shelter
멀어다	모으다/마련하다	Gathering (likely older form related to 모으다 or 마련하다)
너머	너무	Too, very (older spelling of 너무)
시다고	세다고	Being strong/stubborn (older spelling of 세다고)
고든	곧은	Straight, stubborn
저돌	저돌	Pig-headed charge, reckless advance
조곰만	조금만	Just a little (older spelling of 조금만)
잇거나	있거나	Whether there is (older spelling of 있거나)
흔신짝	헌신짝	Old shoe (older spelling of 헌)
위암	위암	Dangerous cliff/rock
불굴하고	불굴하고	Being indomitable
안코	않고	Not doing and... (older spelling of 않고)
너흐면	넣으면	If put into (older spelling of 넣으면)
살신성인	살신성인	Sacrifice oneself to achieve virtue
도탕부화	도탕부화	Tread through boiling water and fire (face danger fearlessly)
뭉퉁하게	뭉툭하게	Bluntly (older spelling/form)
보와도	보아도	Even if one sees (older spelling of 보아도)
말끗마다	말끝마다	At the end of every sentence, whenever one speaks
실여	싫어	Disliking (older spelling of 싫어)
안이라	아니라	Not X but Y (older spelling of 아니라)
벽채	벽채	Pickaxe (likely an older or specific term)
이저버리기	잊어버리기	Forgetting (older spelling of 잊어버리기)
아갈이	아가리	Mouth (vulgar/animal), snout
십허도	싶어도	Even if one wants to (older spelling of 싶어도)
장긔	장기	Tool, equipment (older spelling of 장비?)
가티	같이	Like, as (older spelling of 같이)
도로혀	오히려	Rather, instead (older spelling of 오히려)
조와하느냐	좋아하느냐	Does one like? (older spelling of 좋아하느냐)
빗싸다는	비싸다는	Being expensive (older spelling of 비싸다)
렬중하지	열중하지	Being absorbed in (older spelling of 열중하다)
안느냐	않느냐	Is it not? (older spelling of 않느냐)
도라다니던	돌아다니던	Who used to wander around (older spelling of 돌아다니던)
안으냐	않으냐	Is it not? (older spelling of 않으냐)
용혹무궤	용혹무궤	Fickle and without principle (seems like a coined Hanja term)
요리긔생첩	요리 기생 첩	Restaurant kisaeng and concubines
동상	동상	Bronze statue
중역	중역	Executive, director (of a company)
충복	충복	Filling the belly
양도야지	양돼지	Western pig breed
튀기	튀기	Mixed breed (often derogatory)
외입	외입	Adultery, affair (older term)
차저서	찾아서	Finding and... (older spelling of 찾아서)
딴스	댄스	Dance (loanword, older transliteration)
듯는다	듣는다	Hears, listens (older spelling of 듣는다)
자미잇는	재미있는	Interesting, fun (older spelling of 재미있는)
시려하는	싫어하는	Disliking (older spelling of 싫어하는)
하랴는지	하려고 하는지	Whether intending to do (older spelling)
짤너서	잘라서	Cutting and... (older spelling of 잘라서)
뾰죽한	뾰족한	Pointed, sharp (older spelling of 뾰족한)
모도리	목도리	Scarf, muffler (older spelling of 목도리)
제절로	저절로	By itself, naturally (older spelling of 저절로)
안이들	아니 들	Not cost (money) (older spelling)
짐생	짐승	Animal, beast (older spelling of 짐승)
사입는다면	사 입는다면	If one buys and wears (older spelling of 사 입는다면)
관게치	관계치	Not related to, not minding (older form of 관계하지)
팔어서	팔아서	Selling and... (older spelling of 팔아서)
갑으로	값으로	As the price/value (older spelling of 값)
다조손	다자손	Having many offspring
시긔하야	시기하여	Being jealous and... (older spelling of 시기하다)
거세	거세	Castration
식히고	시키고	Making someone do (older spelling of 시키고)
만코	많고	Being many/much and... (older spelling of 많고)
도로혀	오히려	Rather, instead (older spelling of 오히려)
조흔	좋은	Good (older spelling of 좋은)
깨다름이	깨달음이	Realization, enlightenment (older spelling of 깨달음)
산아제한	산아제한	Birth control
우생학	우생학	Eugenics
화류계	화류계	"Flower and willow world," the demimonde, world of geishas/prostitution
임질	임질	Gonorrhea
매독	매독	Syphilis
산증	산증	Venereal disease (archaic term)
알어	앓아	Suffering from (illness) (older spelling of 앓아)
밧노라고	받노라고	While receiving (older grammatical form)
비만	비만	Obesity, plumpness
드럿거니와	들었거니와	Having heard and... (older spelling of 들었거니와)
육대반랑	육대반랑	Useless large person (seems like a colloquial or coined phrase)
뜨너먹고	뜯어먹고	Exploiting, sponging off (lit. tear off and eat) (older spelling of 뜯어)
넙적다리	넓적다리	Thigh
물어떼고	물어뜯고	Biting off/at (older form?)
십지만은	싶지만은	Although one wants to (older spelling)
엇지	어찌	How (older spelling of 어찌)
니빨	이빨	Teeth (colloquial/animal) (older spelling of 이빨)
사금파리	사금파리	Pottery shard
시위	시위	Demonstration, show of force
빗은	빛은	The color (older spelling of 빛)
수덕	수덕	Virtue of Water (in Five Elements theory)
왕천하	왕천하	To rule the world
인체	인체	Human Swine
교체	교체	Suburban Swine
달문	닮은	Resembling (older spelling of 닮은)
어더	얻어	Getting, obtaining (older spelling of 얻어)


---------------------------


잡지명	개벽 신간 제3호
발행일	1935년 01월 01일
기사제목	大諷刺.大滑稽 “도야지”의 身勢打鈴
필자	司洞畜 猪八戒
기사형태	잡저

大諷刺.大滑稽 “도야지”의 身勢打鈴
						司洞畜 猪八戒
