Magazine Title: 개벽 신간 제3호
Publication Date: 1935-01-01
Article Title: 筆耕舍雜記, 最近의 心境을 적어 K友에게 (Notes from the House of Brush-Plowing, Writing of My Recent State of Mind to Friend K)
Author: 沈熏
Article Type: 문예기타 (Literary Miscellany)

Notes from the House of Brush-Plowing, Writing of My Recent State of Mind to Friend K
						Sim Hun

『Our brush tips daily
Plow (耕) across the white paper.
A single brush—that is
Our plowshare (犁) and sole tool.
Just as when cultivating a single ridge (畝) of slash-and-burn field (火田) on a rough mountainside,
The hoe tip breaks against wild roots and tree stumps,
Ah, our steadfast brush handles,
How many times have they snapped!』

This is the first stanza of a poem titled "Brush-Plowing" (筆耕) from a poetry collection manuscript I intended to publish three years ago (5 characters omitted unavoidably). I took the poem's title, "House of Brush-Plowing" (筆耕舍), and made it my so-called house name (宅號).

One by one, white sails and red sails, soaked by the light rain (細雨) that had been falling since the chilly early winter morning under a biting wind, carve patterns among the ruggedly revealed islands of Asan Bay (牙山灣) at low tide (干潮), drifting away as if in a dream.
This is a thatched cottage (數間草蘆) of several bays, sitting northwest and facing southeast (乾座巽向) on a hill surrounded by young coastal pines (稚松). Among its rooms, the study—which confines my world of unrestrained (奔放) imagination and where I rest my body weary from reading and brush-plowing (筆耕)—offers this view from its east window (東窓), pushed open, on the afternoon of November 22, 1934.

The village called Pugok-ri (富谷里), a full 40 *ri* from Tangjin-ŭp (唐津邑), is said to be merely 200 *ri* from Sŏul, yet it's a remote and poor village (僻地의 窮村) where telegrams arrive only after two or three days along with the regular mail.
*Chu kŭn ilgang chi chŏ sŭp / Hwangno kochuk yo t'aek saeng* (住近溢江地低濕 黃蘆孤竹繞宅生 - Living near the overflowing river, the land is low and damp / Yellow reeds and solitary bamboo surround the house born).
Should I say the scenery (風物) here resembles the banks of the Sinyang River (瀋陽江頭) where Pai Lo-t'ien (白樂天) lived in exile (謫居)? When I sit alone on the wide veranda late at night,<6> the darkness shimmering before my eyes feels as if the silence (寂寞) of the universe (宇宙) entirely seeps into my narrow lungs (肺), and sometimes my whole body trembles with a terrifying sense of loneliness (孤獨感). It is a primitive zone (原始地帶), completely isolated (隔離) from all the noise (騷音) of the city (都會) and all facilities (施設) of culture (文化).
*Ki mun chomo mun hamul / Tugyŏn chehyŏl ae kwangmyŏng* (其問朝暮聞何物 杜鵑啼血哀狂鳴 - During that time, morning and evening, what sounds were heard? / The cuckoo crying blood, its mournful, frantic calls).
However, instead of cuckoos (杜鵑), mountain pigeons coo plaintively, *kkuk-kkuk-kururuk*, even at night, and though there are no monkeys, foxes targeting chicken coops and weasels run rampant (橫行). It is, so to speak, a separate world (別有天地), where there's absolutely no fear of having one's peaceful sleep (安眠) disturbed by vulgar popular songs (流行歌) flowing from street-corner (街頭) gramophone (蓄音機) shops or the static (雜音) from radio waves (電波) blaring through speakers.

Even a sparrow has the eaves to nestle under, but I've had enough of this life with "not a single branch to lean on" (可依無一枝). So, making a once-in-a-lifetime (一生一代) decision, I used the manuscript fees for "The Weaver Girl Star" (織女星) (though I also incurred much debt) to secure a rough foundation and weave together a nest to shelter from wind and rain (風雨)—the place described above, which I call "House of Brush-Plowing" (筆耕舍).
Compared to the times when I struggled with my young child in a seven-won rented room, often receiving eviction notices for failing to pay rent for months, and sustained a precarious existence (露命) in unwelcome jobs, how many years had I yearned and hoped to at least enjoy the freedom of boiling and eating simple meals (麥飯葱湯) without worrying about others' opinions, using my own vital time (時間) as I pleased (任意), and breathing freely the air untainted by a speck of dust?

Am I some patriot (志士) who became indignant (發憤) for the affairs of state (國事)? If, lamenting that "the times are unfavorable" (時不利兮) with the sorrowful indignation (慷慨) of a secluded scholar (幽師志的), shedding tears of blood, I came here seeking a place where my white bones (白骨) could be peacefully buried, wishing only to preserve my personal integrity (節操), wouldn't I then have the peace of mind to befriend idle clouds and wild cranes (閑雲野鶴)?
*Tongch'ang i palgannanya nogojiri ujijinda / So ch'inŭn ahwanomŭn sanggi ani nirŏnnanya / Chae nŏmŏ sarae kin pat'ŭl ŏnje kallya hanŭni.* (Has the east window brightened? The lark is singing / Hasn't the cowherd boy yet risen? / When will he plow the long-ridged field beyond the pass?)
Am I some leisurely commoner (逸民) of a peaceful era, that in my youth, barely thirty and just beginning to understand, I should already try to emulate the state of mind of old Nam Ku-man (南九萬翁)? Did I intentionally come to this corner of Tangjin for exile, seeking to make this exhausted (疲弊) farming village (農村) an object for "singing of the wind and moon" (吟風咏月)?
Am I some recluse gentleman (隱逸君子) who has attained sudden great enlightenment (豁然大悟) about the emptiness (虛無) of human life (人生) and the impermanence (無常) of worldly affairs (世事)? Am I imitating the Song (宋) dynasty scholar-recluse (處士) Lin Pu (林逋), who made plum blossoms his wife and cranes his sons (梅妻鶴子), hiding away (隱樓) his whole life on Solitary Hill (孤山)? Is that why I am now secluded (蟄居) in this humble (寒微) land of Chosŏn's (朝鮮) Western Shu (西蜀) <7> where there isn't even a companion for an evening's heartfelt talk (舒懷), let alone a conversation partner?

It was already over ten years ago. I remember stopping my bamboo staff (竹杖) before the grave of Lin Ho-jŏng (林和靖, Pu's style name) by the West Lake (西子湖畔) when I was studying abroad in Hangzhou (杭州), China (中國).
According to "Pure Matters of a Mountain Dwelling" (山家淸事), written by Lin Ho-jŏng's 7th-generation descendant (世孫), Hong (洪), his life at the time consisted of:
"Three dwellings (舍三): one for sleeping (寢一), one for reading (讀書一), one for preparing medicine (治藥一); two rear sheds (後舍二): one for storing wine and grain (一儲酒穀) and housing farming and mountain tools (列農具山具), one for accommodating servants and the kitchen (一安僕役庖瘤); in addition (稱是): one boy servant (童一), one maidservant (婢一), two gardeners (園丁二), twelve dogs (犬十二足), four donkeys (驢四蹄), four oxen (牛四角)."
Compared to this Master Lin (林處士), the life of Master Sim (沈處士) is truly ten to zero. It is a fact known to all under heaven (天下周知) that my possessions include not even a patch of field (밭) or a *maljigi* of rice paddy (논). Beyond one house (舍一), one wife (妻一), and two children (子二), even if I shake out my pockets thoroughly, nothing but cigarette (囍煙) crumbs will emerge. And since even my wife and children are not my private property (私有財産), there's truly nothing worth counting.

Having been born and raised (生於長) in Sŏul, I cannot escape being a "Sŏul fellow" (서울놈) in appearance (外貌) and feelings (感情). I myself admit to being thoroughly (鐵頭鐵尾) the type of city dweller (都會人) who idles and consumes. Though I don't want to call myself a failure (落伍者), it's an undeniable fact that I failed to achieve my aspirations in the city.
For someone without even a leaf to patch a leak, the eternal truth (眞理) and iron rule (鐵則), unchanged through myriad ages (萬古), is that to preserve one's lifeline (命脈) in the city, one must first be diligent, clever enough to bridle a sparrow (참새 굴레를 씨울만치나 약어서), possess the extremely cunning (百怜百悧) ability to curry favor (補脾胃) with executives (中役) or managers (幹部) if a salaried worker (月給), have the peculiar gut (五臟) to unconditionally kowtow hundreds of times (叩頭百拜) to the wealthy if attempting any business (事業), master the mental technique (心法) of flattering and fawning (阿諛苟容) before the powerful (權力), possess the dexterity (才操) to bend forward smoothly like a circus girl (曲馬團), and furthermore, be endowed with the genius (天才) to swindle sharp-eyed people. Only then can one achieve success and fame (立身揚名).
However, my personality (性格) doesn't match even one of the above conditions (條件). Though I don't think of myself as an upright (介潔) scholar or a clean, honest, and straightforward (淸廉剛直) figure, I am anyhow naturally (天生) lazy and not quick-witted, my eyes are not sharp in pursuing profit (利), and while I know the pain of lacking money, seeing someone flaunt their wealth makes my stomach churn and my mouth water with bitterness. Before the powerful (權勢), far from being obedient, my neck stiffens like a wild boar's. Because of this damnable temperament—unable to serve one employer (雇主) steadily, voicing complaints (不平) before anyone if things go wrong, even frequently flaring up with ill temper—I crawled into this barren (土薄) countryside corner, literally "men carrying loads on their backs, women on their heads" (男負女戴), just to find meager meals of barley<8> and millet rice. Therefore, it's not necessarily because I am indifferent (淡泊) to fame (功名) or honor (名譽感) that I slid out of the city; it's my own doing, yet there's nothing to be done (無可奈何).

What indeed did the city bestow upon me during my half-lifetime (半生)? Only alcohol, lost love (失戀), regrets (遺憾) about my circumstances, weariness (倦怠) with life (生), and a grey (灰色) view of life (人生觀). Didn't it cultivate a fin-de-siècle (世紀末的) mood (氣分) in me, a young romantic (로맨틔스트), causing this art youth (藝術靑年) of weak will (意志) to sink (沈淪) into momentary (刹那的) hedonism (享樂主義), branding (烙印) me as a pale (蒼白) intellectual (인테리)—a useless appendage (無用長物) in active society (活社會), a member of the mayfly stratum (蜉蝣層) in real life (實人生)—and try to cast me out onto the asphalt (아스팰트) like a vagrant (行旅病者)?
... Yet, my conscience (良心) was not yet paralyzed (麻痺), so I couldn't even muster the courage (勇氣) to become an early pro-peddler (프로行商) by smuggling (密輸入) pamphlet (팜플렡) fragments like others did.

From a young age, I set my sights on literature and art (文藝). I pretended to write poetry (詩), tried devising scripts (脚本), dabbled in making movies (映畵), and spent several years as a fruitless journalist (쩌낼리스트). Recently, quite unexpectedly, I find myself writing serialized novels (長篇小說) three or four times for newspapers aimed at least 30,000-40,000 readers (萬讀者). I often realize, sweating profusely (大膾 - likely 大汗, great sweat) down my back, that this is like trying to pull a camel through the eye of a needle. At the same time, I've realized even more keenly that the path of literature is as arduous (艱難) as walking barefoot through a field of thorns. To pioneer (開拓) this path, regardless of aptitude (素質) or duty (本分), requires a period of at least ten years of effort (努力) and training (修鍊), seemingly carving flesh and scraping bone, before one can even take the first step (第一步). However, born (生來) with a considerable wandering nature (放浪性), from my boyhood (少年時期) to this day, nearing middle age (長年期), my mental life (精神生活) too has wandered and groped through an unrealistic dream world (夢幻境). One who stumbles without setting a definite goal (目標) cannot have sincere action. One cannot expect great works (作品) to emerge.

It is already late. But from now on, I have promised and sworn to myself that I must liquidate (淸算) the ephemeral, dayfly-like life of the past, shatter the mirage (蜃氣樓) in my head with my own fist, and plant my feet firmly on the earth like the suction cups (吸盤) of an octopus (落指 - typo for 낙지), and stand up!
Before engaging in clumsy social service (社會奉事), lip-service self-sacrifice (自己犧牲), or becoming a slave (奴隷) to any ideology (主義), first gaze upon (應視) your own self <9>! Do not drive the stakes of your new life into a sandcastle (沙城); hammer them deep into the soggy mud. Pound them in deeply with a mallet!
『Having tasted the hardships of life (生活苦) for many years (多年間), he retreated into the selfish (利己的), solitary (孤獨) life he had dreamed of. The time when they entered their bourgeois (뿌루조아的) fantasy (幻想)—consisting of a small house (數間 斗屋) surrounded by a garden (花園) with a few sparsely planted trees (樹木), his wife's pastime, a small chicken coop (鷄舍), and his own piece of land (一片의 토지) where he indulged his hobby of vegetable cultivation (野菜栽培)—was when railways (鐵道) were fewer than stagecoaches (乘合馬車), humanity dreamed under kerosene lamps (石油燈), and the telegraph (電信) represented the highest invention (最高 發明) of mankind (人類).』
This is a passage I couldn't help but greet with a faint, bitter smile (微苦笑) while reading Blasco Ibáñez's (뿌라쓰코·이바니에스) short story (短篇) "The Kiss" (키쓰).
However, I am not trying to lead a selfish, solitary life, nor have I confined (監禁) my youth (靑春) within the "House of Brush-Plowing" because I developed a taste for the elegance (雅趣) of the medieval (中世紀的) countryside or wish to escape (逃避) reality (現實).
Rather, like a nun (修女) in a convent (修道院), reckoning it as nearly ten years of solitary confinement (獨房生活) after being caught planning something, I intend to escape the temptations (誘惑) of the city (都會) and the so-called cultural zone (文化地帶) and return once more to being a literary youth (文學靑年). Even if it's a life of utmost simplicity (一單食瓠飮), I intend to sustain it with my own hands and tread the path of thorns (荊棘) anew from the very first step (第一步).<10>

**Summary**

In this essay addressed to a friend, Sim Hun describes his recent move to a secluded thatched cottage he calls "P'ilgyŏngsa" (House of Brush-Plowing) in the remote countryside of Tangjin. He reflects on his disillusionment with city life in Sŏul, which he feels offered him only superficiality, frustration, and failed artistic endeavors due to his own unsuitable temperament and the city's corrupting influences. Comparing his modest setup unfavorably to the historical Chinese recluse Lin Bu, Sim Hun rejects notions that he is seeking patriotic exile, idyllic escape, or philosophical enlightenment. Instead, he frames his move as a conscious decision to shed his past, escape urban distractions, and rededicate himself fundamentally to the arduous path of literature from the ground up, embracing a simple, self-sufficient life to foster sincere artistic creation.

From a historical perspective, the article offers a valuable glimpse into the psyche of a Korean intellectual and writer during the colonial period (1935). It reveals the personal struggles against perceived societal corruption and materialism in the modernizing city, the tension between artistic ideals and the compromises needed for survival, and the romanticized yet harsh reality of rural retreat as a space for potential self-renewal and authentic work, away from the direct pressures and perhaps surveillance of urban colonial centers. Historians might find interest in Sim Hun's candid self-assessment, his blending of traditional East Asian literary allusions with modern disillusionment, his commentary on the difficulties faced by artists, and the implied critique of both urban colonial modernity and the limitations of romanticizing rural life.

**Named Entities**

筆耕舍	필경사	P'ilgyŏngsa
K友	K우	K Friend
沈熏	심훈	Sim Hun
牙山灣	아산만	Asan-man
唐津邑	당진읍	Tangjin-ŭp
富谷里	부곡리	Pugok-ri
서울	서울	Sŏul
白樂天	백낙천	Paek Nak-ch'ŏn (Bai Juyi/Pai Lo-t'ien)
瀋陽江頭	심양강두	Sinyang-gangdu (Xúnyáng jiāng banks)
中國	중국	Chung'guk (China)
杭州	항주	Hangju (Hangzhou)
西子湖畔	서자호반	Sŏja Hoban (West Lake shore)
林和靖	임화정	Im Hwa-jŏng (Lin Hejing)
洪	홍	Hong (Lin Hong)
宋	송	Song (Song Dynasty)
林逋	임포	Im Po (Lin Bu)
沈處士	심처사	Sim Ch'ŏ-sa (Master Sim)
朝鮮	조선	Chosŏn
西蜀	서촉	Sŏch'ok (Western Shu)
南九萬	남구만	Nam Ku-man
뿌라쓰코·이바니에스	뿌라쓰코 이바니에스	Ppŭrassŭk'o Ibaniessŭ (Blasco Ibáñez)

**Glossary**

筆耕	필경	Plowing with the brush (writing)
우	위	(Archaic form of) on, upon
갈(耕)며	갈며	Plowing (耕 is Hanja for 'plow')
장기(犁)	쟁기	Plowshare (犁 is Hanja for 'plowshare')
이랑(畝)	이랑	Ridge, furrow (畝 is Hanja for 'ridge/acre')
火田	화전	Slash-and-burn field
붓대	붓대	Brush handle
꺽엿섯든고	꺾였던고	(Archaic) Were snapped/broken!
하든	하던	(Older spelling) did, used to
宅號	택호	House name
한위바람	한뉘바람	(Dialect/Archaic?) Chilly wind (Possibly from 한뉘 'middle of winter' + 바람 'wind')
아츰	아침	(Older spelling) Morning
나리든	내리던	(Older spelling) Was falling
내여민	내민	Protruding, revealed
乾座巽向	건좌손향	Sitting Northwest, Facing Southeast (Geomantic term)
數間草蘆	수간초려	A few bays of thatched cottage
奔放	분방	Unrestrained, free-spirited
내여다 본	내다 본	Looked out at
하것만	하지만	(Older spelling) But, however
僻地	벽지	Remote area
窮村	궁촌	Poor village
白樂天	백낙천	Pai Lo-t'ien (Bai Juyi), famous Tang poet
謫居	적거	Living in exile
홀노	홀로	(Older spelling) Alone
앉엇스면	앉았으면	(Older spelling) If I sit
숨여드는 듯	스며드는 듯	Seems to seep in
잇느니만치	있으니만치	As much as there is
원시지대	원시지대	Primitive zone
杜鵑	두견	Cuckoo
橫行	횡행	To run rampant
라듸오	라디오	Radio (loan word)
추여	처마	Eaves
可依無一枝	가의무일지	Not a single branch to lean on (idiom for having no support)
넌덜머리	넌더리	Disgust, weariness
얽어논	얽어놓은	(Older spelling) Woven, put together
麥飯葱湯	맥반청탕	Barley rice and scallion soup (simple meal)
띄끝	티끌	(Older spelling) Speck of dust
엿든가	였던가	(Older spelling) Was it?
志士	지사	Patriot, man of high purpose
國事	국사	Affairs of state
發憤	발분	To become indignant, rouse oneself
時不利兮	시불리혜	The times are unfavorable (Classical Chinese phrase)
慷慨	강개	Sorrowful indignation
節操	절조	Integrity, principle
白骨	백골	White bones (remains)
閑雲野鶴	한운야학	Idle clouds and wild cranes (peaceful detachment)
兒孩	아해	(Archaic) Child
상긔	상기	(Archaic/Dialect) Yet, still
니럿나냐	일어났느냐	(Archaic) Have you risen?
사래	사래	Long ridge between paddy fields
逸民	일민	Leisurely commoner, person living freely outside officialdom
疲弊	피폐	Exhausted, impoverished
吟風咏月	음풍영월	Singing of the wind and moon (appreciating nature idly)
隱逸君子	은일군자	Recluse gentleman
豁然大悟	활연대오	Sudden great enlightenment
梅妻鶴子	매처학자	Plum wife, crane son (allusion to Lin Bu)
處士	처사	Scholar-recluse, gentleman living in retirement
舒懷	서회	To express one's feelings, unburden oneself
蟄居	칩거	To stay secluded, confine oneself indoors
西子湖畔	서자호반	Shore of West Lake (Xī Hú)
林和靖	임화정	Lin Hejing (style name of Lin Bu)
竹杖	죽장	Bamboo staff
世孫	세손	Descendant (specifically through generations)
山家淸事	산가청사	"Pure Matters of a Mountain Dwelling" (book title)
밭 한뙈기	밭 한뙈기	A patch of field
논 한말지기	논 한말지기	A measure (*mal*) of rice paddy land
天下周知	천하주지	Known by all under heaven
私有財産	사유재산	Private property
서울놈	서울놈	Sŏul fellow (colloquial, slightly pejorative)
鐵頭鐵尾	철두철미	Iron head, iron tail (thoroughly)
落伍者	낙오자	Straggler, loser
바지런하고	부지런하고	(Older spelling) Diligent
약어서	약아서	Clever, cunning
百怜百悧	백령백리	Extremely clever/cunning
月給	월급	Monthly salary
補脾胃	보비위	Nourish the spleen and stomach (metaphor for currying favor)
術策	술책	Stratagem, scheme
叩頭百拜	고두백배	Kowtowing hundreds of times
阿諛苟容	아유구용	Flattering and fawning
心法	심법	Mental technique, mindset
曲馬團	곡마단	Circus troupe
才操	재조	Dexterity, skill
習得	습득	To master, acquire
立身揚名	입신양명	To achieve success and fame
鐵則	철칙	Iron rule
介潔	개결	Upright and pure
淸廉剛直	청렴강직	Clean, honest, upright, and straightforward
天生	천생	Naturally, innately
메시꼬아	메슥거려	To feel nauseated, sickened
산도야지	멧돼지	Wild boar (도야지 is dialect/older form for 돼지 'pig')
雇主	고주	Employer
土薄	토박	Barren land (Thin soil)
男負女戴	남부여대	Men carrying loads on back, women on head (moving with hardship)
淡泊	담박	Indifferent, detached
無可奈何	무가내하	Unavoidable, nothing can be done
半生	반생	Half a lifetime
失戀	실연	Lost love, heartbreak
灰色	회색	Grey-colored (gloomy)
로맨틔스트	로맨티스트	Romanticist (loan word)
世紀末的	세기말적	Fin-de-siècle
刹那的	찰나적	Momentary, ephemeral
沈淪	침륜	Sinking into, wallowing in
活社會	활사회	Active society
無用長物	무용장물	Useless long object (superfluous thing)
蜉蝣層	부유층	Mayfly layer (transient social stratum - also means 'wealthy class' today, but context implies ephemerality)
蒼白	창백	Pale
인테리	인텔리	Intelligentsia (loan word)
烙印	낙인	Brand, stigma
行旅病者	행려병자	Wandering sick person, vagrant
아스팰트	아스팔트	Asphalt (loan word)
팜플렡	팸플릿	Pamphlet (loan word)
密輸入	밀수입	Smuggling
프로行商	프로행상	Pro-peddling (likely selling proletarian ideology/literature)
脚本	각본	Script, screenplay
쩌낼리스트	저널리스트	Journalist (loan word)
大膾	대회	Great sweat/effort (likely typo for 大汗, great sweat)
艱難	간난	Arduous, difficult
開拓	개척	To pioneer, cultivate
素質	소질	Aptitude, talent
本分	본분	One's duty, role
修鍊	수련	Training, discipline, cultivation
生來	생래	By birth, innately
放浪性	방랑성	Wandering nature
夢幻境	몽환경	Dreamlike/illusory realm
淸算	청산	To liquidate, settle accounts
蜃氣樓	신기루	Mirage
吸盤	흡반	Suction cup
社會奉事	사회봉사	Social service
自己犧牲	자기희생	Self-sacrifice
奴隷	노예	Slave
應視	응시	To gaze upon, look closely at
沙城	사성	Sand castle
多年間	다년간	For many years
生活苦	생활고	Hardships of life
利己的	이기적	Selfish
隱遁	은둔	Seclusion, retirement from the world
斗屋	두옥	Small house (like a measuring box)
鷄舍	계사	Chicken coop
뿌루조아的	부르주아적	Bourgeois (loan word)
乘合馬車	승합마차	Stagecoach, omnibus
石油燈	석유등	Kerosene lamp
電信	전신	Telegraph
微苦笑	미고소	Faint, bitter smile
中世紀的	중세기적	Medieval
雅趣	아취	Refined taste, elegance
逃避	도피	Escape, flight
監禁	감금	Confinement, imprisonment
修道院	수도원	Monastery, convent
獨房生活	독방생활	Solitary confinement life
誘惑	유혹	Temptation
文化地帶	문화지대	Cultural zone
文學靑年	문학청년	Literary youth
一單食瓠飮	일단식표음	One bowl of food, one gourd of drink (simple life, cf. Yan Hui)
荊棘	형극	Thorns, brambles


---------------------------


잡지명	개벽 신간 제3호
발행일	1935년 01월 01일
기사제목	筆耕舍雜記, 最近의 心境을 적어 K友에게
필자	沈熏
기사형태	문예기타

筆耕舍雜記, 最近의 心境을 적어 K友에게
						沈熏
『우리의 붓끝은 날마다
흰 종이 우를 갈(耕)며 나간다.
한 자루의 붓 그것은
우리의 장기(犁)요 유일한 연장이다.
거츠른 산기슭에 한 이랑(畝)의 火田을 일랴면
들뿌리와 나무 등걸에 호미 끝이 부러지듯이
아아 우리의 꿋꿋한 붓대가
그 몇 번이나 꺽엿섯든고!』

이것은 3년 전에 출판을 하려 하든(5字不得已略) 詩集 원고 중 「筆耕」이란 詩의 第1聯이다. 「筆耕舍」란 그 시의 제목을 떼여다가 이른바 宅號를 삼는 것이다.

한위바람 쌀쌀한 초겨을 아츰부터 나리든 細雨에 젖은 흰 돛 붉은 돛이 하나 둘 干潮된 牙山灣의 울퉁불퉁하게 내여민 섬들 사이를 아로새기며 꿈속같이 떠나려간다.
이것은 해변의 稚松이에 둘른 언덕 우에 乾座巽向으로 앉인 數間草蘆. 그 중에도 나의 奔放한 공상의 세계를 가두고 독서와 筆耕에 지친 몸을 쉬이는 서재의 東窓을 밀치고 내여다 본 1934년 11월 22일 오후의 경치다.

唐津邑에서도 40리나 되는 富谷里란 마을은 서울서 불과 200里라 하것만 전보가 이삼일만에야 通常우편과 함께 배달되는 僻地의 窮村이다.
住近溢江地低濕 黃蘆孤竹繞宅生
이 고장의 風物이 白樂天의 謫居하든 瀋陽江頭와 비슷하다고 할가 깊은 밤 툇마루에 홀노 앉엇스면＜6＞ 눈 앞에 아물거리는 어둠과 함께 우주의 적막이 왼통 나의 좁은 폐 속으로 숨여드는 듯 무서운 고독감에 온 몸이 떨릴 때가 잇느니만치 모-든 都會의 소음과 온갓 문화의 시설과는 완전히 격리된 원시지대인 것이다.
其問朝暮聞何物 杜鵑啼血哀狂鳴
그러나 杜鵑 대신에 밤에도 산비닭이가 꾹꾹꾸루룩하고 청승스럽게 울고 원숭이는 없으나 닭이장을 노리는 여우와 살가지가 橫行한다. 街頭의 축음기점에서 흘러나오는 비속한 유행가와 라듸오 스피커를 울려 나오는 전파의 잡음으로 安眠이 방해될 염려는 조금도 없는 일테면 別有天地다.

참새도 깃들일 추여 끝이 잇는데 可依無一枝의 생활에도 인제는 고만 넌덜머리가 낫다. 그래서 一生一代의 결심을 하고 「織女星」의 원고료로(빗도 많이 젓지만) 엉터리를 잡어 가지고 風雨을 피할 보금자리를 얽어논 것이 우에 적은 自稱 「筆耕舍」다.
칠원짜리 세방 속에서 어린 것과 지지고 복고 그나마 몇 달식 방세를 못 내서 툭하면 逐出명령을 받어 가며 마음에 없는 직업에 露命을 이어갈 때보다는 麥飯葱湯일 망정 남의 눈치보지 않고 끌여 먹고 저의 생명인 시간을 제 임의로 쓰고 띄끝 하나 없는 공기를 마음껏 마시는 자유나마 누리게 되기를 별르고 바란지 무릇 몇 해 엿든가.

내 무슨 志士어니 國事를 위하야 發憤하엿는가. 時不利兮하야 幽師志的 慷慨에 피눈물을 뿌리면 一身의 節操나마 직히고저 白骨이 평안히 묻힐 곳을 찾어 이곳에 와 누은 것이면 그야말로 閑雲野鶴으로 벗을 삼을 마음의 여유나 잇슬 것이 안인가.
東窓이 밝앗나냐 노고지리 우지진다
소 치는 兒孩놈은 상긔 아니 니럿나냐
재 넘어 사래 긴 밭을 언제 갈려 하느니.
내 무슨 태평성대의 逸民이어니 삼십에 겨오 귀가 달린 청춘의 몸으로 어느 새 南九萬翁의 심경을 본떠 보려 함인가. 이 疲弊한 농촌을 吟風咏月의 대상을 삼고저 일부러 唐津 구석으로 귀양살이를 온 것일가.
내 무슨 隱逸君子어니 인생의 虛함과 世事의 無常함을 豁然大悟하엿든가. 梅花로 안해를 삼고 鶴으로 아들을 삼어 일생을 孤山에 隱樓하든 宋나라 處士 林逋를 숭내 내고저 하로 저녁 舒懷할 벗은 커녕 말동무조차 없는 이 寒微한 조선의 西蜀 땅에＜7＞ 蟄居하는 것인가.

벌서 십여년 전이다. 내가 중국 杭洲에 유학할 때 西子湖畔에 잇는 林和靖(逋의 字)의 묻엄 앞에 竹杖을 멈추든 생각이 난다.
和靖의 7世孫 되는 洪의 저서인 「山家淸事」에 의하면 당시 그의 생활은
「舍三, 寢一, 讀書一, 治藥一, 後舍二, 一儲酒穀, 列農具山具, 一安僕役庖瘤, 稱是, 童一, 婢一, 園丁二, 犬十二足, 驢四蹄, 牛四角」
이엇다 하니 이 林處士에 비하면 沈處士의 생활은 실로 十對 零이다. 내 소유라고는 밭 한뙈기 논 한말지기도 없는 것은 天下周知의 사실이다. 舍一, 妻一, 子二 이외에 톡톡 털어도 주니머 속에서는 囍煙 부시러기 밖에 나올 것이 없는데 妻子나마 나의 사유재산이 아닌 바에야 실로 손꼽을 거리도 되지 못한다.

