**Header Section**
Magazine Title: 동광 제39호
Publication Date: 1932년 11월 01일
Article Title: 許憲氏 個人座談會 (Mr. Hŏ Hŏn Personal Roundtable Discussion)
Author: 一記者 (A Reporter)
Article Type: 대담·좌담 (Interview/Roundtable Discussion)

**Body Text Translation**
Mr. Hŏ Hŏn Personal Roundtable Discussion

Mr. Hŏ Hŏn, after observing the situation in various countries around the world with his daughter, Miss Hŏ Chŏng-suk, who was a female fighter in the social movement, returned home and served as the Chairman of the Sin'ganhoe. When the Kwangju Student Incident occurred, he suffered in prison due to the so-called Mass Rally Incident, and it is fresh in people's memory that he was released last January after 2 years and 4 months. During his over 20 years of life as a lawyer, from the time he associated with Messrs. An To-san, Yi Kap, and Yi Chong-ho in the old days, until a few years ago when he served as Chairman of the Sin'ganhoe, there was never a time when his heart didn't ache for the day-by-day changing reality of Chosŏn society, and he is someone who rarely failed to be involved in social organizations arising for our society. Now, after his release from prison, he has given up his profession as a lawyer and is recuperating at his home in Samch'ŏng-dong, Kyŏngsŏng. The reporter sought out Mr. Hŏ at the Sunlight Therapy Clinic (太陽光線 治療院) managed by his daughter, Miss Chŏng-suk, in P'alp'an-dong, Kyŏngsŏng, hoping to learn about the hidden stories of patriots from the Old Korean Empire period and his views on current world affairs. - A Reporter

The Evening of Parting with Mr. Yi Kap
"It was when I had attended Japan's Meiji University Law Department and then opened my practice as a lawyer."
(15 lines omitted - original text)
Mr. Hŏ continued the story.
『One evening, Mr. Yi Kap and Mr. Yi Chong-ho came together to my house. They must have come with something to discuss. But seeing my house, they just said, "You've built a fine house," and were about to leave immediately. Although I strongly urged them to stay and we ate dinner together. The truth is, they had come to ask me too to leave Chosŏn and work together, but seeing my house, having opened a law practice, built a house, and living comfortably, they presumed I wouldn't have such thoughts and just left. That evening, they left without a single word of farewell and went abroad.』
Reporter: 『Were there no hints of such intentions at that time?』
Hŏ: 『There were none. The lesson of their silence at that time is unforgettable throughout my life. And I can never forget their visit to me.』<32>

Mr. Yi Tong-hwi, Evangelizing in Wŏnsan
Hŏ: 『When Chosŏn (5 characters omitted - original text), I took down my lawyer's shingle and, leading my family, left Seoul intending to go to my hometown, Myŏngch'ŏn in Hamgyŏng North Province, heading towards Pusan.』
Reporter: 『The Kyŏngwŏn Line didn't exist then, did it?』
Hŏ: 『It didn't exist. So I left Seoul, went to Pusan, and while waiting for a ship, I checked into an inn (旅舘) with my whole family. Detectives followed me even to the inn, even accompanying me to the outhouse (변소깐), apparently.
From there, I took a ship to Wŏnsan, where I met Yi Tong-hwi, who had been released after being exiled to Kogŭm Island. At an Evangelists' Conference, I saw Mr. Yi Tong-hwi, having become a fervent Christian evangelist, raise his hand and deliver a speech. He appeared on the platform (演壇) with his large figure (巨姿), raised his large eyes with visible whites below the iris (下三白), cried out for freedom and equality, and was promoting Christianity.
"Brother, believe in Jesus," he grabbed me and began to evangelize, instructing the pastors, evangelists, and teachers there, saying that I was a man who had lost his comrades Yi Kap and Yi Chong-ho and was returning to my hometown, surely intending to leave Chosŏn, but unable to actually leave and wandering without knowing where to turn, so they should save my soul through Christianity. Thus, he finally made me a Christian.』

Korean Lawyers in the International Bar Association
Reporter: 『Please tell us about your time as a lawyer. What was the relationship between the Japanese Bar Association and the Korean Bar Association?』
Hŏ: 『In Chosŏn, there had been a Korean Bar Association since the Old Korean Empire period, but during Governor-General Terauchi's time, they forced it to merge with the Japanese Bar Association to create the Japan-Chosŏn Bar Association. At that time, since the number of Korean lawyers was greater than the number of Japanese lawyers, Mr. Pak Sŭng-bin from the Korean side became the Chairman. However, the Japanese side strongly opposed a Korean becoming Chairman, and ultimately the Chief Prosecutor, who had the authority (權限) to approve (認可) the Chairman's inauguration (就任), appointed a Japanese lawyer named Ōkubo as Chairman. Consequently, the Korean lawyers unanimously refused to attend the general meeting, and the meeting failed to convene.
So at that time, Japanese lawyers and Korean lawyers were estranged (격면하고), and even though they were in the same lawyers' waiting room (控所) at court, they wouldn't even speak to each other.
Thus, inevitably, the Bar Association was divided into No. 1 (Japanese side) and No. 2 (Korean side), and later renamed the "Kyŏngsŏng Mainland People's Bar Association" and the "Kyŏngsŏng Korean Bar Association."
When I was Chairman of the Kyŏngsŏng Korean Bar Association, someone who had been the Chief Prosecutor at the P'yŏngyang Court of Review and then came to the Kyŏngsŏng District Court tried to merge them, but ultimately failed.』
Reporter: 『What happened regarding the major clash (衝突) between Korean and Japanese lawyers at the International Bar Association Conference held in Peking?』<33>
Hŏ: 『The International Bar Association Conference was held in July 1920. At that time, the Korean Bar Association insisted that Koreans should have voting rights (決議權) as a single unit (單位), while the Japanese side opposed this. Ultimately, the conference adjourned right at the beginning, before even getting into the proceedings, and ended that way.』
Reporter: 『You mentioned the Kyŏngsŏng Korean Bar Association earlier, but I haven't heard mention of a Bar Association representing all Korean lawyers. How did that come about?』
Hŏ: 『Knowing that the International Bar Association Conference would be held in Peking in October 1920, we created the Korean Bar Association representing all Korean lawyers in September of that year. At that time, 30 Korean lawyers participated in the Peking conference, 7 of whom were directors.』
Reporter: 『Is it true that the issue of Koreans demanding voting rights wasn't even proposed at the conference?』
Hŏ: 『Knowing that the Korean side intended to first propose the demand for voting rights, and that Britain, America, and other countries were sympathetic to the Korean side's reasons (理由), the Japanese lawyers in Tokyo spoke in advance to the President of the International Bar Association Conference, Mr. Wang Yu-ling (王有齡), Chairman of the Chinese Bar Association, and the Japanese Minister spoke to the Chinese Ministry of Justice to prevent the conference from opening. They argued that if the conference opened and proceeded with its agenda, the "Korean Voting Rights Issue" would come up, and if it passed, the Japanese side would withdraw (脫退), so it couldn't be opened.』
Reporter: 『What was their reason for not giving voting rights to the Korean Bar Association, and what were the main points you were asserting?』
Hŏ: 『It's because they are narrow-minded (편협하여). The main points (要點) we asserted were: first, that Chosŏn has a different legal domain (法律領域), starting with the Court Organization Act (裁判所構成法); second, that since an international conference is a private gathering (私的 會合), it is proper (正當) for a nation (民族) to send representatives; and third, that India and the Philippines also (亦是) held voting rights at the conference.』
Reporter: 『What happened to the conference after that?』
Hŏ: 『Later, when the conference was held in Manila, Mr. Pyŏn Yŏng-man (courtesy name Kwang-ho 光昊) and I intended to go together, but we couldn't because they wouldn't issue us travel permits (旅行券). After that, the international conference also fizzled out (흐지브지). The Korean Bar Association too, likewise (亦是 그러코).

Improve Treatment in Prison Life
Hŏ: 『Do you hear any news (消息) of An To-san lately?』
Reporter: 『I haven't heard recently. A while ago, I heard his health (健康) wasn't good (괜치 않다).』
Hŏ: 『He's not in the prison infirmary (病監), is he?』
Reporter: 『I heard he's not in the infirmary.』
Hŏ: 『It's a bit better to be in the infirmary. The food (飮食) is a bit better, and people come and go, so it doesn't feel so stifling (갑갑지도 않고).』
Reporter: 『However, To-san has always been alone for the past 20 years, so even in a solitary cell (獨房), he probably doesn't feel that confined.』
Hŏ: 『When I briefly visited (面會) him too, he said that although it feels a bit stifling at first, after being there for several months (멫 달), the solitary cell actually feels better. He also spoke about his health regimen (健康法).』
(20 lines omitted - original text)
The story led to another, showing no sign of ending (끈칠 바를 몰랏다). Listening respectfully (敬聽) to Mr. Hŏ's proud explanation of the extraordinary effects (異常한 効果說) of sunlight therapy, the reporter stepped out the door.<34>
<32-34>

**Summary**

This 1932 article from the magazine *Tonggwang* presents an interview with Hŏ Hŏn, a prominent Korean lawyer and activist recently released from prison. Hŏ recounts his past associations with independence figures like Yi Kap, Yi Chong-ho, Yi Tong-hwi, and An To-san (An Changho), including the quiet departure of Yi Kap and Yi Chong-ho abroad and his own conversion to Christianity influenced by Yi Tong-hwi. He details the significant conflict between Korean and Japanese lawyers within the colonial legal system, specifically the struggle to establish and maintain a separate Korean Bar Association and the thwarted attempt by Korean lawyers to gain independent representation and voting rights at the 1920 International Bar Association Conference in Peking, which was blocked by Japanese diplomatic pressure. Hŏ also briefly touches upon prison conditions and his concern for An To-san's well-being in jail. The article reveals the pervasive nature of Japanese colonial control extending into professional organizations and international forums, highlighting the persistent Korean efforts for autonomy and recognition. Historians would find valuable firsthand accounts of interactions among key independence activists, the dynamics within the colonial legal profession, the specific tactics used by Japan to suppress Korean representation internationally, and perspectives on prison life for political figures during this period.

**Named Entities**

許憲	허헌	Hŏ Hŏn
許貞琡	허정숙	Hŏ Chŏng-suk
新幹會	신간회	Sin'ganhoe
光州學生事件	광주학생사건	Kwangju Student Incident
民衆大會 事件	민중대회 사건	Mass Rally Incident
安島山	안도산	An To-san
李甲	이갑	Yi Kap
李鍾浩	이종호	Yi Chong-ho
朝鮮	조선	Chosŏn
京城	경성	Kyŏngsŏng
三淸洞	삼청동	Samch'ŏng-dong
舊韓國時代	구한국시대	Old Korean Empire period
八判洞	팔판동	P'alp'an-dong
太陽光線 治療院	태양광선 치료원	Sunlight Therapy Clinic
日本	일본	Japan
明治大學	명치대학	Meiji University
釜山	부산	Pusan
京元線	경원선	Kyŏngwŏn Line
元山	원산	Wŏnsan
古今島	고금도	Kogŭm Island
李東輝	이동휘	Yi Tong-hwi
基督敎	기독교	Christianity
寺內總督	데라우치 총독	Governor-General Terauchi
日鮮辯護士協會	일선변호사협회	Japan-Chosŏn Bar Association
朴承彬	박승빈	Pak Sŭng-bin
大久保	오오쿠보	Ōkubo
檢事正	검사정	Chief Prosecutor
京城內地人辯護士會	경성내지인변호사회	Kyŏngsŏng Mainland People's Bar Association
京城朝鮮人辯護士會	경성조선인변호사회	Kyŏngsŏng Korean Bar Association
平壤覆審法院	평양복심법원	P'yŏngyang Court of Review
京城地方法院	경성지방법원	Kyŏngsŏng District Court
北京	북경	Peking
國際辯護士大會	국제변호사대회	International Bar Association Conference
朝鮮人辯護士協會	조선인변호사협회	Korean Bar Association
王有齡	왕유령	Wang Yu-ling
中國辯護士協會長	중국변호사협회장	Chairman of the Chinese Bar Association
東京	동경	Tokyo
日本公使	일본공사	Japanese Minister
中國法部	중국법부	Chinese Ministry of Justice
英	영	Britain
米	미	America (USA)
印度	인도	India
比律賓	비율빈	Philippines
마니라	마닐라	Manila
卞榮晩	변영만	Pyŏn Yŏng-man
光昊	광호	Kwang-ho

**Glossary**

令孃	영양	Daughter (honorific)
視察	시찰	Inspect, observe
歸國	귀국	Return to one's country
委員長	위원장	Chairman
所謂	소위	So-called
獄中	옥중	In prison
出獄	출옥	Release from prison
世人	세인	The public, people of the world
辯護士	변호사	Lawyer, attorney
交遊	교유	Associate with, keep company with
視務	시무	Attend to business, manage affairs
달라가는	달라가는	Changing (older form of 달라지는)
現實	현실	Reality
關係	관계	Relation, connection
드문 이	드문 이	Rare person (older phrasing)
職	직	Position, job
休養	휴양	Rest, recuperation
志士	지사	Patriot, man of high purpose
싸구돌든	싸고돌던	Protected, looked after (older form/spelling of 싸고돌던)
이애기	이야기	Story (older spelling)
見解	견해	Viewpoint, opinion
經營	경영	Manage, operate
開業	개업	Open a business
作別	작별	Farewell
推測	추측	Guess, speculate
海外	해외	Overseas
沈黙	침묵	Silence
敎訓	교훈	Lesson, teaching
永永	영영	Forever
率家	솔가	Lead one's family
故鄕	고향	Hometown
向하엿습니다	향하였습니다	Headed towards (older spelling/form)
旅舘	여관	Inn, traditional hotel
刑事	형사	Detective
변소깐	변소간	Outhouse, toilet (older spelling/form)
동무를 하여 주엇답니다	동무를 하여 주었답니다	Accompanied (older phrasing/spelling)
傳道	전도	Evangelism, missionary work
구양	귀양	Exile
갓다가	갔다가	Having gone (older spelling)
풀려 나오다	풀려 나오다	Be released
熱烈	열렬	Ardent, fervent
演說	연설	Speech
巨姿	거자	Large figure/stature
演壇	연단	Platform, podium
下三白	하삼백	Sanpaku eyes (eyes showing white below the iris)
自由	자유	Freedom
平等	평등	Equality
宣傳	선전	Propaganda, promotion
아우님	아우님	Younger brother (polite, archaic form)
牧師	목사	Pastor
傳道師	전도사	Evangelist
志友	지우	Like-minded friend, comrade
반듯이	반드시	Surely, certainly (older spelling of 반드시)
의지할 바	의지할 바	Place to rely on, support
헤매다	헤매다	Wander, roam
구제하게 하라	구제하게 하라	Command to save/relieve
종시	종시	In the end, finally (older word)
基督敎人	기독교인	Christian
게실 때	계실 때	When you were (polite, older form of 계시다)
合하야	합하여	Combine, merge (older spelling)
關係上	관계상	Due to the relationship/situation
會長	회장	Chairman, president (of an association)
側	측	Side, faction
强硬히	강경히	Strongly, firmly
反對	반대	Oppose, object
就任	취임	Inauguration, taking office
認可	인가	Approval, authorization
權限	권한	Authority, power
一致	일치	Unanimously, in agreement
出席	출석	Attend
成立	성립	Be established, formed
當時	당시	At that time
격면하고	격면하고	Be estranged, avoid each other (contextual meaning)
控所	공소	Waiting room (likely lawyers' room at court)
改名	개명	Change name
衝突	충돌	Clash, conflict
이르킨	일으킨	Caused, brought about (older spelling/form)
單位	단위	Unit
決議權	결의권	Voting right, right to resolve
主張	주장	Assert, claim
開會	개회	Open a meeting
벽두	벽두	Beginning
議事狀況	의사상황	State of proceedings
休會	휴회	Recess, adjourn
閉會	폐회	Close a meeting
提議	제의	Proposal, suggestion
理由	이유	Reason
好意	호의	Goodwill, favor
미리	미리	In advance
進行	진행	Proceed, progress
可決	가결	Pass (a resolution)
脫退	탈퇴	Withdraw, secede
편협하여	편협하여	Being narrow-minded
要點	요점	Main point, gist
裁判所構成法	재판소구성법	Court Organization Act
法律領域	법률영역	Legal domain/jurisdiction
私的 會合	사적 회합	Private meeting/gathering
民族	민족	Nation, ethnic group
正當	정당	Just, rightful, proper
亦是	역시	Also, too (Hanja form of 역시)
旅行券	여행권	Travel permit/passport
내주지 않어서	내주지 않아서	Did not issue (older spelling/form)
흐지브지	흐지부지	Indecisively, vaguely, fizzle out
그러코	그렇고	Likewise, so (older form/spelling)
刑務所	형무소	Prison
待遇	대우	Treatment
改良	개량	Improvement
消息	소식	News
近日	근일	Recently
健康	건강	Health
괜치 않다	괜찮지 않다	Not good (older form)
病監	병감	Prison infirmary
飮食	음식	Food
갑갑하다	갑갑하다	Feel stuffy, frustrated, confined
獨房	독방	Solitary cell
面會	면회	Visit (a prisoner)
멫 달	몇 달	Several months (older spelling)
健康法	건강법	Health regimen/method
꼬리를 물고	꼬리를 물고	Leading one to another
끈칠 바를 몰랏다	끊일 바를 몰랐다	Showed no sign of ending (older spelling/grammar)
異常	이상	Unusual, extraordinary
効果說	효과설	Theory/explanation of effects
敬聽	경청	Listen respectfully


---------------------------


잡지명	동광 제39호
발행일	1932년 11월 01일
기사제목	許憲氏 個人座談會
기사형태	대담·좌담

許憲氏 個人座談會
許憲氏는 社會運動의 女鬪士이든 令孃 許貞琡氏와 같이 世界 各國의 情勢를 視察하고 歸國한 後 新幹會 委員長으로 잇다가 光州學生事件이 일어낫을 때에 所謂 民衆大會 事件으로 獄中에서 고생하고 지난 1월에 2년 4개월만에 出獄하게 된 것은 世人의 記憶에 새로운 바다. 氏는 過去20여년간 辯護士 生活을 하는 中, 옛날 安島山, 李甲, 李鍾浩 諸氏와 交遊하든 때부터 數年前 新幹會 委員長으로 視務할 때까지 나날이 달라가는 朝鮮社會 現實에 가슴을 울리지 않은 적이 없엇으며, 우리 社會를 위하야 일어나는 社會團體에 關係 안한 적이 드문 이다. 지금은 出獄한 後 辯護士의 職를 버리고 京城 三淸洞 自宅에서 休養 中이다. 記者는 舊韓國時代 志士를 싸구돌든 숨은 이애기며 지금 世上事에 대한 氏의 見解을 알아 보고저 하야 氏를 氏의 令孃 貞琡氏가 京城 八判洞에서 經營하는 太陽光線 治療院에 찾기로 하엿다. - 一記者

李甲 氏와 作別하든 저녁
「내가 日本 明治大學 法科를 다니다 나와서 辯護士를 開業한 때엿습니다.」
(15行 中略 - 원문)
氏는 이애기를 이엇다.
『하루 저녁은  李甲氏와  李鍾浩氏가 둘이서 나의 집을 찾앗습니다. 무슨 할 이애기가 잇어 왓섯겟지오. 그러나 그들은 내 집을 보고 「집도 훌륭하게 잘 지엇는데」 하고는 그냥 선 거름으로 갈려고 하엿습니다. 구지 만류하야 저녁은 같이 먹엇지마는. 그때에 事實은, 나보고도 조선을 떠나서 일을 도모하자고 왓엇지마는 내 집을 와서 보니 변호사를 개업하고, 집도 짓고, 편안이 먹고 잇어 그런 생각이 나지 않을 것이라 推測하고 그냥 가버린 것이엇습니다. 그날 저녁, 그들은 한마디 간다는 작별인사도 안하고 海外로 나가고 말엇습니다.』
記者. 『그때에 그럴 뜻한 눈치도 없엇습니까.』
許. 『없엇지오. 그때에 그들이 沈黙을 지켯다는 敎訓은 나의 一生을 通하야 잊히지 안습니다. 그러고 나는 그들이 나를 찾아 왓든 것을 永永 잊을 수 없습니다』＜32＞

元山서 傳道하든 李東輝氏
許. 『조선이 (5字略 - 원문) 나는 辯護士 문패를 떼어 버리고 率家하야 나의 故鄕 咸北 明川으로 갈려고 서울을 떠나 釜山으로 向하엿습니다.』
記. 『그때는 京元線이 없엇지오?.』
許. 『없엇습니다. 그래서 서울을 떠나 釜山을 가서는 배를 기다리누라고 旅舘에 집안사람들과 다같이 들엇는데 刑事는 旅舘까지 따라와서 심지어 변소깐까지 동무를 하여 주엇답니다.
거기서 배를 타고 元山을 갓는데 나는 거기서 古今島에 구양 갓다가 풀려 나온  李東輝를 만낫습니다. 傳道人大會 席上에서  李東輝氏는 熱烈한 基督敎 傳道人이 되어 가지고 손을 들어 一場의 演說을 하는 것을 보앗습니다. 그는 巨姿를 演壇 우에 나타내고 下三白의 크다란 눈을 들어 自由와 平等을 부르짖으며 基督敎를 宣傳하고 잇엇습니다.
『아우님 예수교를 믿으오.』 그는 나를 붙잡고 傳道를 시작하며 거기에 잇는 牧師, 傳道師, 敎師를 시켜 나는 李甲, 李鍾浩 等 志友를 잃고 고향으로 돌아오는 사람이니 반듯이 조선을 떠날려고 한다. 그러나 막상 떠나지도 못하고 의지할 바를 몰라 헤매는 사람이니 예수교로 나의 마음을 구제하게 하라 하야 종시 나를 基督敎人으로 만들고야 말엇습니다.』

國際辯護士協會에 朝鮮人辯護士
記 『先生이 辯護士로 게실 때 이애기를 해 주십시오. 日本人辯護士協會와 朝鮮人辯護士協會는 어떠케 關係되어 잇는 것입니까.』
許 『朝鮮에는 舊韓國時代부터 韓國辯護士會라는 것이 잇엇는데 寺內總督時代에 日本人 辯護士會와 合하야 日鮮辯護士協會를 만들게 하엿습니다. 그때는 朝鮮人辯護士의 수효가 日本人辯護士 수효보다 많앗든 關係上 朝鮮人側에서 朴承彬 氏가 會長이 되엇습니다. 그러나 日本人側은 朝鮮人이 會長되는 것을 强硬히 反對하야 드디어 會長 就任 認可의 權限이 잇는 檢事正은 大久保라는 日本人辯護士를 會長으로 한 까닭에 朝鮮人辯護士는 一致하야 大會에 出席하지 아니하야 大會는 成立하지 못하고 말엇습니다.
그래서 그 當時는 日本人辯護士와 朝鮮人辯護士는 격면하고 같은 辯護士 控所에 잇으면서도 서로 말도 아니하기까지 하엿습니다.
그래서 할 수 없이 辯護士會는 第1(日本人側) 第2(朝鮮人側)로 나뉘게 되고 그 後에 다시 「京城內地人辯護士會」와 「京城朝鮮人辯護士會」로 改名하게 되엇든 것입니다.
내가 京城朝鮮人辯護士會 會長으로 잇을 때에 平壤覆審法院 檢事正으로 잇다가 京城地方法院 檢事正으로 왓든 이가 이들을 合할려고 하엿으나 그만 成功 못하고 말앗습니다.』
記. 『北京서 열린 國際辯護士大會에 朝鮮人辯護士와 日本人辯護士가 大衝突을 이르킨 事件은 어떠케 된 것입니까.』＜33＞
許. 『國際辯護士大會가 열린 것은 1920년 7월이엇는데 그때 朝鮮人辯護士協會는 朝鮮人을 一單位로 決議權을 가지기를 主張하고, 日本人側은 거기에 反對하야 종시 大會는 開會 벽두에 議事狀況에도 들어가기 前에 休會한 대로 閉會되고 말엇습니다.』
記. 『아까 말슴하시기를 京城朝鮮人辯護士會라고는 하섯지마는 朝鮮人 辯護士를 代表하는 辯護士會가 잇다는 말슴은 못 들엇는데 그것은 어떠케 된 것입니까.』
