Magazine Title	三千리 제6권 제5호
Publication Date	1934년 05월 01일
Article Title	日本을 目標로 한 蘇·米·英의 極東戰備 (Soviet, American, and British Far East Military Preparations Targeting Japan)
Article Type	논설 (Editorial/Opinion Piece)

Soviet, American, and British Far East Military Preparations Targeting Japan

With the crisis of 1936, the year after next, right before our eyes, theories of a second Russo-Japanese war, an inevitable US-Japan war, and Anglo-Japanese conflict are being noisily discussed here and there.
"If there's a war, Japan will probably start with Russia first."
"No, Russia probably won't fight alone. It seems likely they will declare war on Japan jointly with America."
"That's not it either. Japan's true enemy is neither Russia nor America, but Britain."
While thinking this might be so, on the other hand, some argue for a war between Anglo-American forces versus Japan, or the World Powers versus Japan. Indeed, within Japan, alarm bells, eighty percent based on speculation (臆設 八分), are ringing wildly.
Japan might pass through 1936 without incident (some say 1938 is the true crisis), but in any case, it is true that the situation is urgent. It might even lead to hostilities before 1936. If so, will the enemy be Russia? Britain? America? Or perhaps a combined force of two of these nations, or even a three-nation alliance? If unfortunately circumstances turn out that way, Japan might even find itself fighting the entire world. Looking back at the history of warfare, it is clear that the causes of war often start from extremely trivial incidents (些細한 事件). Right now, the conditions ripe for war to begin around Japan have fully matured. Therefore, we cannot know if it might start even tomorrow. If war breaks out, the first issue will be the military strength of the conflicting nations in the Far East. Japan <60> will likely pursue a strategy of immediate decisive battle (卽戰卽決), said to be its treasured heirloom tactic (傳家의 寶力), but it must defeat these enemies in one fell swoop before the main forces from their home countries can even deploy to the Far East. Let us now examine the military preparations of the Powers regarding the Far East, starting first with the navies.

Naval Fleets of the Powers in the Far East

The United States of America possesses the Asiatic Fleet, based at the Cavite (갸삐데) Naval Base in the Philippines. The Commander-in-Chief is Admiral Ranku (랑쿠氏), and the flagship is the Augusta (오-가스다) (a 10,000-ton cruiser). The composition of the Asiatic Fleet includes 1 heavy cruiser, 1 light cruiser, 14 destroyers, 11 submarines, 2 oceanographic survey ships (O海船), 1 auxiliary aircraft carrier (航空補助母艦), 2 aircraft squadrons (飛行機 2中隊), 10 auxiliary ships (特務艦), 12 gunboats for patrol on the Yangtze (長江) and in South China (南中), 1 yacht (욧도), etc. In addition, there are 9 special service vessels (特務艦艇) for Philippine patrol, and for the defense of Guam (가무), 1 gunboat and 2 special service ships (特務船). Although its base is the aforementioned Philippines, its main anchorage, like the Far East garrisons of Italy and the Far East Fleet of France, is also Shanghai (上海).
The base for Great Britain's China Fleet is Hong Kong (香港), with Commander-in-Chief Admiral Sā (사-大將), and the flagship is the Kent (게르도) (a 10,000-ton cruiser). It consists of the 5th Cruiser Squadron with 6 ships, 9 destroyers, 1 submarine flotilla (潛水隊), 11 submarines, 1 submarine tender (潛水母艦), 17 river gunboats (河用砲艦), 4 sloops (스루-뿌), 1 aircraft carrier, and 2 aircraft flights (飛行機 2小隊). Besides this, there is the East Indies Fleet, and the Australian Navy (濠洲海軍) and New Zealand Navy (뉴-지란도 海軍) which can merge with the British Home Fleet.
France has the French Indochina Naval Department based in Saigon (사이곤). Its composition includes 3 gunboats, 3 river gunboats (河砲), 3 survey ships (測量艦), 1 submarine tender, etc. Its Far East Fleet comprises 1 light cruiser, 6 gunboats, and 5 river gunboats, based in Shanghai. Italy has its Far East Garrison Force (極東警備隊), based between its homeland and Shanghai, consisting of 1 light cruiser, 1 gunboat, and 1 river gunboat (河川用砲).
The current status of the Powers' navies in the Far East is as described above, but it goes without saying that they will be appropriately augmented should the situation become critical. Furthermore, Australia (濠洲) is planning the construction of a large fleet including 4 cruisers, and the United States, with the surplus capability from its successful 6-aircraft formation flight over the 2,098 miles <61> between San Francisco (桑港) and Hawaii (布哇), is attempting flight breaches over Guam (구암) and the Philippines (휘립핑), so the basis for calculating military strength must be placed on the actual power of the Great Powers' navies. Lastly, regarding Russia's fleet, it possesses gunboats and naval air units on the Amur River (아무-루河), as well as a strong fortress and an unknown number of submarines in Vladivostok (海參威).

Armies of the Powers in the Far East

In terms of numbers, China's army undoubtedly holds the first position in the Far East. Just the regular troops belonging to the Central Government (中央政府) and various warlords (各 軍閥) exceed 2 million (Japan's standing army is 230,000). There are 150 divisions (師團), and additionally 54 independent brigades (獨立旅團), 5 cavalry divisions (騎兵師團), 10 independent cavalry brigades (獨立騎兵旅團). Besides the regular army, numerous bandit groups (土匪團) possess military strength comparable to the army and are often reorganized into army units, but this strength cannot be quantified.
Next is the Soviet Union's Far East Army, which is not only large in quantity but can also be considered among the world's finest in quality. Detailing its disposition: in Irkutsk (일쿠-쓰쿠), a key location by Lake Baikal (바이칼湖畔), there is 1 cavalry division. In Chita (치따), there is 1 infantry and 1 cavalry division each, along with some heavy artillery regiments (重砲團), armored car units (單車隊), and mechanized units (機械化部隊). In Blagoveshchensk (부라고에시첸스구), there are 3 infantry divisions and armored units (戰車隊). In Khabarovsk (하바로후스구), there is 1 infantry division and armored units. In Iman (이만), there is 1 artillery division. In Nikolsk (니고리스크), there are 2 infantry divisions, 1 artillery division, heavy artillery regiments, and armored units. And in Vladivostok (海參威), there is 1 infantry division, forming an encirclement posture around Manchukuo (滿洲國). Furthermore, what requires attention regarding the Red Army (赤軍) is its possession of a formidable air force. There are air units (飛行隊) in the aforementioned Irkutsk, Chita, Blagoveshchensk, Khabarovsk, Nikolsk, and Vladivostok, with particularly powerful air units stationed in Chita and Vladivostok. The Far East Air Force belongs to the XXX Type (XXX型), with an operational radius far exceeding 1,000 kilometers, capable of attacking Tokyo (東京) from Vladivostok and still returning.
Also, in China, there is the Sino-German airline (中國航空路), established with German capital (獨逸界 資本), running from Tacheng (塔城) in Xinjiang Province (新彊省) <62> through Dihua (迪化), Lanzhou (蘭州), Xi'an (西安), Luoyang (洛陽), etc., to Beiping (北平) (this route has a branch line from Luoyang via Nanjing (南京) to Shanghai). American-capitalized airlines (米國資本으로 된 航空路) include one from Shanghai via Tianjin (天津) to Beiping, another from Shanghai to Fuzhou (福州), Xiamen (厦門), and Guangdong (廣東), and yet another from Shanghai via Hanyang (漢陽) and Yichang (宜昌) to Chongqing (重慶). In Fuzhou, currently amidst turmoil, there is a famous large-scale airfield (飛行場). In essence, however, China's current aviation business is monopolized by America and Germany (獨). How effectively aviation can be utilized in times of emergency (一朝有事) is something we can sufficiently gauge with common sense.

War is Unavoidable

Last spring, the famous American Far East expert General Uiriyam (우이리얌 將軍), when proposing the establishment of a Department of Defense (國防省新設) in the US House of Representatives (米國下院), gave a speech like the following:
"On the Pacific coast, there is a wealthy, powerful nation that could be seen as a world hegemon. I have traveled with them through Siberia (시베리야), Manchuria (滿洲), and Japan (日本), and they possess thoughts just like those of Genghis Khan when he set out on his conquests. Whether we desire it or not, we will inevitably face a clash with them sooner or later. In such circumstances, for the United States to cease strengthening its air force is a great mistake."
The phrase 'a wealthy, powerful nation that could be seen as a world hegemon' undoubtedly refers to Japan. Secretary of the Navy Swanson (스완손 海軍長官) and General Stanley (스탄레- 將軍) also hold similar views, and it is said there are many others. So, what about Russia? Karl Radek (가-루라뎃쿠), an influential leader of Russia's Far East policy, stated the following in the New Year 1934 issue of the American magazine *Foreign Affairs* (후오-렌誌):
"Japan, fearing it would lose its monopolistic position in the Far East due to the industrialization of Siberia, abrogated the Washington (와싱톤) and London (론돈) treaties and occupied Manchuria, but <64> it is busy preparing to occupy China before America can seize it economically. Japan aims to become the hegemon of Asia (亞細亞), and former Army Minister Araki (荒木前陸相) openly boasts about this."
Stalin (스타-린), Voroshilov (되로도후), and Litvinov (리도뷔노프) are also saying similar things.
The two great powers surrounding (闈僥한) Japan now view Japan with hatred (憎惡視하고). They see Japan seeking outlets onto the continent and the sea as disrupting (攪할) Asia.
In any case, it seems true that Japan is fated to fight sooner or later.<64>

**Summary**

This 1934 article from the Korean magazine "Samch'ŏlli" discusses the perceived military buildup by the Soviet Union, United States, and Great Britain in the Far East, interpreting it as explicitly targeting Japan. It details the naval and land forces of these powers (and others like France, Italy, China, Australia, New Zealand) stationed in the region, emphasizing the Soviet military presence surrounding Manchukuo and the potential threat posed by long-range Soviet bombers and foreign-capitalized air routes in China. The article quotes American and Soviet figures expressing concern or hostility towards Japan's expansionist ambitions, concluding that a major conflict involving Japan is almost inevitable due to these geopolitical tensions and Japan's drive for dominance in Asia. For historians studying Korean colonial history, this article is revealing as it showcases how Japanese imperial narratives and anxieties about international encirclement were disseminated to the Korean public. It reflects the militaristic atmosphere of the time and frames Japan's actions as defensive or necessary in the face of perceived threats, likely aligning with the perspectives promoted by the colonial government.

**Named Entities**

日本	일본	Ilbon
蘇	소	So (Soviet Union)
米	미	Mi (America)
英	영	Yŏng (Britain)
極東	극동	Kŭktong
日露	일로	Illo (Japan-Russia)
日米	일미	Ilmi (Japan-America)
日英	일영	Ilyŏng (Japan-Britain)
露國	노국	Noguk (Russia)
米國	미국	Miguk (America)
英國	영국	Yŏngguk (Britain)
世界列强	세계열강	Segye Yŏlgang (World Powers)
北米合衆國	북미합중국	Pukmi Hapchungguk (United States of America)
휘립핑	필리핀	P'illip'in
갸삐데	갸삐데	Kyappide (Cavite)
아지아艦隊	아지아함대	Ajia Hamdae (Asiatic Fleet)
랑쿠	랑쿠	Ranku
오-가스다	오가스타	O-gasŭda (USS Augusta)
亞細亞艦隊	아시아함대	Asia Hamdae (Asiatic Fleet)
長江	장강	Changgang (Yangtze River)
南中	남중	Namjung (South China)
욧도	요트	Yott'o (Yacht)
가무	괌	Kamu (Guam)
伊太利	이태리	It'aeri (Italy)
佛蘭西	불란서	Pullansŏ (France)
上海	상해	Sanghae
英吉利	영길리	Yŏnggilli (England/Britain)
中國艦隊	중국함대	Chungguk Hamdae (China Fleet)
香港	홍콩	Hongk'ong
사-	사	Sa (Admiral Sir Frederic Dreyer likely intended, used as Sā)
게르도	게르도	Kerŭdo (HMS Kent likely intended)
東印度艦隊	동인도함대	Tongindo Hamdae (East Indies Fleet)
濠洲海軍	호주해군	Hoju Haegun (Australian Navy)
뉴-지란도 海軍	뉴질랜드 해군	Nyu-Jirando Haegun (New Zealand Navy)
사이곤	사이공	Saigon
佛領印度中國	불령인도중국	Pullyŏng Indojungguk (French Indochina)
濠洲	호주	Hoju (Australia)
桑港	상항	Sanghang (San Francisco)
布哇	포와	P'owa (Hawaii)
구암	괌	Kuam (Guam)
아무-루河	아무르하	Amuru-ha (Amur River)
海參威	해삼위	Haesamwi (Vladivostok)
中國	중국	Chungguk (China)
中央政府	중앙정부	Chungang Chŏngbu (Central Government [China])
各 軍閥	각 군벌	Kak Kunbŏl (Various Warlords [China])
師團	사단	Sadan (Division)
獨立旅團	독립여단	Tongnip Yŏdan (Independent Brigade)
騎兵	기병	Kibyŏng (Cavalry)
土匪團	토비단	T'obidan (Bandit Group)
蘇聯	소련	Soryŏn (Soviet Union)
바이칼湖畔	바이칼호반	Baik'al Hoban (Shores of Lake Baikal)
일쿠-쓰쿠	이르쿠츠크	Ilk'u-ssŭk'u (Irkutsk)
치따	치타	Ch'itta (Chita)
重砲團	중포단	Chungp'odan (Heavy Artillery Regiment)
單車隊	단차대	Tanch'adae (Armored Car Unit)
機械化部隊	기계화부대	Kigyehwa Pudae (Mechanized Unit)
부라고에시첸스구	블라고베시첸스크	Puragoesich'ensŭku (Blagoveshchensk)
戰車隊	전차대	Chŏnch'adae (Tank/Armored Unit)
하바로후스구	하바로프스크	Habarohusŭku (Khabarovsk)
이만	이만	Iman (Iman - now Dalnerechensk)
砲兵	포병	P'obyŏng (Artillery)
니고리스크	니콜리스크	Nigorisk'ŭ (Nikolsk - now Ussuriysk)
滿洲國	만주국	Manjuguk (Manchukuo)
赤軍	적군	Chŏkkun (Red Army)
飛行隊	비행대	Pihaengdae (Air Unit/Squadron)
東京	동경	Tonggyŏng (Tokyo)
獨逸界 資本	독일계 자본	Togilgye Chabon (German Capital)
新彊省	신강성	Sin'gangsŏng (Xinjiang Province)
塔城	탑성	T'apsŏng (Tacheng/Chuguchak)
迪化	적화	Chŏkhwa (Dihua - now Ürümqi)
蘭州	난주	Nanju (Lanzhou)
西安	서안	Sŏan (Xi'an)
洛陽	낙양	Nakyang (Luoyang)
北平	북평	Pukp'yŏng (Beiping - now Beijing)
中國航空路	중국항공로	Chungguk Hanggongno (Chinese Air Route)
南京	남경	Namgyŏng (Nanjing)
米國資本	미국자본	Miguk Chabon (American Capital)
天津	천진	Ch'ŏnjin (Tianjin)
福州	복주	Pokchu (Fuzhou)
厦門	하문	Hamun (Xiamen/Amoy)
廣東	광동	Kwangdong (Guangdong/Canton)
漢陽	한양	Hanyang
宜昌	의창	Ŭich'ang (Yichang)
重慶	중경	Chunggyŏng (Chongqing)
獨	독	Tok (Germany)
飛行場	비행장	Pihaengjang (Airfield)
우이리얌 將軍	윌리엄 장군	Uiriyam Changgun (General William [Mitchell?])
米國下院	미국하원	Miguk Hawŏn (US House of Representatives)
國防省	국방성	Kukpang Sŏng (Department of Defense)
太平洋	태평양	T'aep'yŏngyang (Pacific Ocean)
시베리아	시베리아	Siberia
滿洲	만주	Manju (Manchuria)
成吉思汗	성길사한	Sŏnggilsahan (Genghis Khan)
스완손 海軍長官	스완슨 해군장관	Sŭwanson Haegun Changgwan (Secretary of the Navy Swanson)
스탄레- 將軍	스탠리 장군	Sŭt'anre Changgun (General Stanley)
가-루라뎃쿠	카를 라데크	Ka-ruradetk'ŭ (Karl Radek)
후오-렌誌	포린 어페어스지	Huoren Chi (Foreign Affairs magazine)
와싱톤	워싱턴	Wasingt'on (Washington)
론돈	런던	Rondon (London)
亞細亞	아시아	Asia
荒木前陸相	아라키 전 육상	Araki Chŏn Yuksang (Former Army Minister Araki)
스타-린	스탈린	Sŭt'a-rin (Stalin)
되로도후	보로실로프	Toerodohu (Voroshilov - likely intended)
리도뷔노프	리트비노프	Ridobüinop'ŭ (Litvinov)

**Glossary**

잇해	이해	The year after next (older form)
압둔	앞둔	Ahead of, facing (older spelling)
여긔저긔서	여기저기서	Here and there (older spelling)
잇다	있다	To be, exist (older spelling)
몬저	먼저	First (older spelling)
안이고	아니고	Not X but Y (older spelling)
갓치	같이	Like, together with (older spelling)
만은 거슨	많은 것은	Many things are... (older spelling/phrasing)
업다	없다	To not be, not exist (older spelling)
살펴보기로	살펴보기로	To examine, look into
안으면	않으면	If not
갓흐나	같으나	Although like, similar to (older spelling)
밋는	미치는	Reaching, extending to (older spelling)
이스며	있으며	And there is/are (older spelling)
마즈막으로	마지막으로	Finally, lastly (older spelling)
만치만	많지만	Although many/much (older spelling)
자세이	자세히	In detail (older spelling)
것처	거쳐	Passing through, via (older spelling)
엇더케	어떻게	How (older spelling)
갓흔	같은	Like, same as (older spelling)
단녀 보앗지만	다녀 보았지만	Although I traveled through (older spelling)
맛치	마치	Just like, as if (older spelling)
일을가바	잃을까 봐	Afraid of losing (older spelling/phrasing)
압서서	앞서서	Before, ahead of (older spelling)
장언하고	장담하고	To boast, assert confidently (older term/spelling for 장담)
闈僥한	위요한	Surrounding (Hanja term)
憎惡視하고	증오시하고	Viewing with hatred/animosity (Hanja term + 하다 verb)
攪할	교란할	To disturb, disrupt, stir up (Hanja term + 하다 verb)


---------------------------


잡지명	삼천리 제6권 제5호
발행일	1934년 05월 01일
기사제목	日本을 目標로 한 蘇·米·英의 極東戰備
기사형태	논설

日本을 目標로 한 蘇·米·英의 極東戰備
잇해를 압둔 1936년의 危機를 目前에 두고 日露再戰論과 日米必戰 그리고 日英爭覇論 등이 여긔저긔서 떠들고 잇다.
『싸운다면 日本은 몬저 露國과 始作할 터이지.』
『아닐세 露國은 아모래도 單獨히는 싸우지 올걸 米國과 共同해 가지고 對日宣戰을 할듯해.』
『그런 것도 아니야 日本의 참敵은 露國도 안이고 米國도 안인데 그것슨 英國이란 말이야.』
그런가 하고 생각하면 또 한쪽에서는 英米軍 對 日本, 世界列强 對 日本의 戰爭을 주장하는 者 등 실로 日本내에는 臆設 八分의 警鍾의 亂打되고 잇다.
日本은 1936년을 무사히 통과할는지도 모르나 (엇든 이는 1938년이 참 危機라고도 한다) 하여간 事態가 急迫한 것은 사실이다. 엇더케 되면 1936년 전에 交戰이 될지도 모른다. 그러면 그 敵은 露? 英? 米? 또는 이 중에 엇든 2개국 聯合軍일가 혹은 3개국 聯合軍일가 엇더게 불행케 되면 世界을 敵으로 싸울지도 모를 거시다. 과거의 戰爭史를 뒤저볼 때 戰爭의 原因히 극히 些細한 事件에서 출발되는 점이 만은 거슨 分明하다. 지금 바로 이때는 日本의 周圍에 戰爭이 始作될 만한 氣運이 充分이 釀成되어 잇다. 그러기에 내일이라도 시작될는지 알 수 업는 일이다. 바로 戰爭이다 하면 몬저 문제가 될거슨 衝突한 나라의 極東에 잇는 兵力이다. 日本은<60> 傳家의 寶力라고 하는 卽戰卽決로 나갈 것이지만 本國軍이 極東에 出動도 하기 전에 此等의 敵을 一擧에 擊破치 안으면 안될 거시다. 우리는 이제 列强諸國의 極東에 대한 軍備을 살려보기로 하자. 몬저 海軍에서부터

列國의 極東艦隊

