Magazine Title:	삼천리 제6권 제5호
Publication Date:	1934년 05월 01일
Article Title:	有憂의 士에 與함 (To the Concerned Scholar)
Author:	薛泰熙 (Sŏl T'aehŭi)
Article Type:	논설 (Editorial/Essay)

有憂의 士에 與함
						薛泰熙

(Continued) Confucius said, "The Way (道) is twofold: Benevolence (仁) and Non-benevolence (不仁), that is all." And Mencius said, "The Three Dynasties gained the empire through Benevolence; their loss of the empire was through Non-benevolence." Will modern science deny the principle that one gains through Benevolence and loses through Non-benevolence? Mencius said, "Those skilled in warfare suffer the highest punishment; next are those who unite the feudal lords; next are those who open up grasslands and make the land arable." In the recent Great European War, was it not Germany that deserved the highest punishment? And were not the Allied Powers and the Entente Powers the next? Wan Chang (萬章) asked, "It is said Yao (堯) gave the empire to Shun (舜). Is this so?" Mencius replied, "No. The Son of Heaven cannot give the empire to another." He also said, "Then who gave Shun the empire?" Mencius replied, "Heaven (天) gave it to him. When Heaven gave it to him, did it instruct him explicitly?" Mencius replied, "No. Heaven does not speak. It simply showed its will through his conduct and deeds." He also asked, "What does it mean to show through conduct and deeds?" Mencius replied, "The Son of Heaven can recommend a person to Heaven, but he cannot make Heaven give him the empire. A feudal lord can recommend a person to the Son of Heaven, but he cannot make the Son of Heaven give him a feudal state. A great officer can recommend a person to a feudal lord, but he cannot make the feudal lord give him the position of a great officer. In the past, Yao recommended Shun to Heaven, and Heaven accepted him. He presented him to the people, and the people accepted him. Therefore, I say Heaven does not speak; it simply showed its will through his conduct and deeds." He also asked, "May I ask what is meant by 'recommended him to Heaven, and Heaven accepted him; presented him to the people, and the people accepted him'?" Mencius replied, "He was appointed to preside over the sacrifices (establishing his legitimacy - 名正), and all the spirits accepted them (symbolizing the harmony of the universe - 洋之和翕하는 象徵을 指稱하는것); this shows that Heaven accepted him. He was appointed to manage the affairs (proving his substance - 言實), and the affairs were well-managed, so the hundred surnames were content with him; this shows that the people accepted him. Heaven gave it to him, and the people gave it to him. Therefore, I say, 'The Son of Heaven cannot give the empire to another.'" Is not whether Heaven accepts and the people accept the causal relationship between Benevolence and Non-benevolence? Then, does not the gaining and losing depend on one's own Benevolence or Non-benevolence? Looking at this from the logic of science, isn't this the causal relationship between Nature (Heaven - 天) and Necessity (Human action - 人爲)? Therefore, I declare that where the Way of the King (王政) of Confucianism meets, there is no contradiction with modern scientific logic.

Since this is the meaning of revolution seen from the perspective of the Way of the King (王道), it means that a king only needs to gain sufficient popular support and respond to the Mandate of Heaven (naturally rising in status) <77> to be adequate. Furthermore, why must the recommendation and acceptance only apply to dynastic revolutions (易姓革命)? Even the presidential system of modern democratic nations likely has no contradiction with the Way of the King. As you know, the Way of the King, rephrased in today's terms, is not the slightest bit different from freedom, equality, and democracy (데모쿠라시-). It matters not whether the head of state is an emperor or a president. Just like the saying, "Even Yao and Shun worried about there being even one person not finding their proper place (無一民不得其所)," the common idea should be to realize "no person left without their proper place" as much as possible. I believe there is no principle superior to this, even compared to any extreme socialism of the present day. However, it is an unavoidable fact that there will be gains and losses depending on the time and place, and for such things, there must surely be a method. This is an unavoidable defect for any politics or religion not initially based on ethics, but Western-style democracy (데모쿠라시-) is too fragmented (區區) and too trivial (齷齪). If one digs into the history from so-called Hebrew thought to Greek intellectualism, from Greek intellectualism to pragmatism (푸래구마지쯤), and from pragmatism to theories of will, emotion, and intellect (志情意論), the so-called New Romanticism, one finds that the Renaissance movement largely started with Leonardo [da Vinci], and the painstaking efforts of philosophers like Nietzsche, Stirner, Ibsen, Zola, Flaubert, James, Eucken, Bergson, etc., have all contributed to the material civilization of Europe and America (歐美). Regarding their doctrines and personalities, one cannot grasp even the outline with fragmentary words, but broadly summarizing, they include Naturalism (whether intellectual naturalism, emotional naturalism, or materialistic naturalism), Individualism, Übermensch philosophy, Evolutionism, Nihilism, Pragmatism (行爲眞理論), and Voluntarism/Emotionalism (情意論). It seems terribly fragmented (區區). Consequently, everything they do seems excessively trivial (齷齪) and excessively fragmented (區區). The result of the French Revolution (佛國革命), achieved through staging countless tragic situations and offering innumerable sacrifices, amounted merely to the single affair of popular suffrage, unable even to touch upon the economy, the foundation of politics. Then, the November Revolution in Russia (俄羅斯), which arose using the self-inflicted explosion of the recent Great War as an opportunity, is in the process of realizing economic democracy, but this too was merely a struggle for food (鬪食運動), so peace has not yet even sprouted its seeds. This seems to be because Euro-American civilization was from the beginning based on Individualism and Rights-ism (權利主義), making everything they do fragmented and trivial. Regarding the pervasive anxiety arising from the prosperity of material civilization, their philosophy seems yet unable to provide material for solace. Setting aside the lack of solace, their philosophy itself is one that has increasingly created anxiety.

10

Individualism! Utilitarianism (惟利主義)! Power-ism (惟權主義)! Regardless of which one, <78> they are the source of fragmentation and inability to unite (落落難合). It is undeniable that Euro-American material civilization was produced from this Individualism, Utilitarianism, and Power-ism. However, since one cannot live by material alone, Peace-ism (平和思想) and Socialism, the self-dug graves of the three doctrines of Individualism, Utilitarianism, and Power-ism, inevitably arose in the end. Hu Shih (胡適) loudly proclaimed that in 4,000 years of China (中國), not one Kant had emerged. However, merely 42 years after Kant's death, Eucken, born in Kant's birthplace, Germany (獨逸), grew up and reportedly said the following: "That Kant said the world manifests only in utility (惟利性). When, through reason, one merges into the realm of quiescent, motionless true reality (眞實在), the true universal necessity (眞의 萬有的 必然의 一致鄕), at that time, 'I am solitude, I am freedom. I am my own king.' Is it truly the duty of a philosopher to wander in such a state of absorption (三眛境) and savor solitude alone? It is not so!" Thus he (Eucken) cried out. His counter-argument or assertion was as follows: "Seeking answers to the value and meaning of life in the history of philosophy, I have obtained the following six types: (1) Religion, (2) Immanent Idealism (內在惟心論), (3) Naturalism, (4) Intellectualism (知力主義), (5) Socialism, (6) Individualism. Regarding these, I set the standard for critique with the following three requirements: 1. It must provide a solid foundation for life. 2. It must make human freedom possible. 3. It must liberate humanity from base motives. Thus, it seems he aimed to unify the traditional subjective and objective views. He called resolution and action 'activity,' and stated that this activity is precisely the harmonious fusion of humanity and the world. That is, the so-called Personalistic, Activistic, Grasping-Real-Life (實生活把持), also known as Pragmatism (行爲眞理論), is said to be the characteristic of Eucken's philosophy. Not only Eucken held this view; Bergson also held similar views. The trend of so-called modern Euro-American philosophy, whatever it may be, all stems from the source of James's Pragmatism (젬스푸래그만틔쯤) and tends towards new philosophies emphasizing will (志), emotion (情), and intellect (意).

11

Philosophy! Even looking at it as philosophy, it is still fragmented (區區). For example, demanding democracy (데모쿠라시-), there's democracy in human rights, democracy in education, again democracy in politics, and yet again democracy in industry, etc. Counting like this, one must demand democracy <79> ten thousand times (萬飜) in ten thousand aspects (萬般) of human life; just hearing this causes a headache. Similarly, the so-called reason, intellect, nature, individual, superman, society, subjectivism, emotionalism, voluntarism, spirit, flesh - they are fiercely fragmented and unable to unite (落落難合). It is not that Eastern (東洋的) doctrines and theories are not also diverse, but they are not as fragmented and meticulous (區區瓚瓚) as the Western ones. For instance, even an intellectualist (主知者) cannot deny emotion (情), and how could an emotionalist (主情者) act without employing intellect (知)? But the way they all excessively proclaim their views seems to be an angular habit stemming from the lineage of so-called Individualistic thought. Sun Yat-sen's (孫文) Three Principles of the People (三民主義) are now treated by his party factions politically as some doctrine or philosophy, but originally, doctrines and philosophies are not produced from temporary, expedient terms and phrases. When I heard that Chang Tso-lin (張作霖) once suggested adding 'People's Virtue' (民德) to these Three Principles to make it Four Principles of the People, I remarked at the time that Mr. Chang too writes essays without reading books (不讀書而文章). If the philosophy is driven by Nationalism (民族), Livelihood (民生), and Rights (民權), wasn't the later Five Races Under One Union (五族統一) movement contradictory to Nationalism? Since Rights (民權) inherently includes the ideal of Livelihood (民生), isn't creating a separate category called Livelihood also contradictory? Moreover, to establish a 'doctrine' (主義), isn't it somewhat ignorant to define it without its elements being constituent conditions or having horizontal inclusiveness (橫的 涵包)? The so-called Nationalism, Rights, and Livelihood are disparate elements (殊別性) that cannot be encompassed vertically (縱); they are non-synthetic materials forcibly combined to create a doctrine. In other words, it is a forced theory (抑說) based on unscientific ethics. If we were to follow its pattern, if Livelihood and Rights are to be doctrines, then not only should People's Virtue be added to the doctrines, but People's Learning (民學) could be added, and People's Governance (民政) could also be added. And why stop at People's Governance and People's Learning? People's Arts (民藝) should be added, and People's Welfare (民福) should also be added, right? And again, why stop at People's Arts and People's Welfare? People's Profit (民利), People's Joy (民樂)... [This creates] the suspicion of becoming a "village of shame" (恥鄕). Although Sun Yat-sen rejected Confucianism, the illustrations for the Three Principles of the People thoroughly trace the three doctrines of the Spring and Autumn Annals (春秋三主義). My saying this does not stem from an intention to denigrate the worship of Sun Yat-sen. While advocating for freedom and equality that abhors such worship and self-righteousness, why can't I add this? If we proceed like this, won't an infinite number of doctrines inevitably arise? Should we not then say, "Why not unify it all under the single phrase 'Democracy' (民主一言以統之乎아)?" Is this not because Mr. Sun's philosophy was immature and crude, absorbed from Western-style Individualism? <80>

12

The words of sages and philosophers strive for brevity as much as possible, but the words of ordinary people are extremely complex and lack focus. Not only that, but these thoughts mostly transformatively plagiarize the remnants (餘唾) of predecessors, pretending they are their own creations. How detestable is their immorality and shamelessness? Such tendencies increasingly usurp the human world. "Sometimes one usurps the person but not the context, sometimes one usurps the context but not the person, sometimes one usurps both person and context, sometimes one usurps neither person nor context (有時乎奪人不奪境 有時乎奪境不奪人 有時乎人境俱奪 有時乎人境個不奪)." As this saying goes, why must one be biased towards either the subjective or the objective? Mocking the objective from the subjective viewpoint or criticizing the subjective from the objective viewpoint both fail to avoid the flaw of bias. It is a great regret that the human mind, capable of encompassing the universe (宇宙を呑吐する人生的腦量), fails to grasp the proper middle ground. The so-called most advanced modern thoughts, such as Eucken's Activism (實現主義) (what Confucianism calls 'The Way lies in everyday things' - 道在日用事物之間), Personalism (人格主義) (what Confucianism calls 'Among Heaven, Earth, and all things, only humans are most noble' - 天地萬物之間, 惟人最貴), God-Man Fusionism (神人融合主義) (Confucianism's 'Heaven and Man interact' - 天人相與), and Bergson's Intuition (直觀) (Confucianism's 'innate knowledge' - 良知), Instinct (本能) (Confucianism's 'innate ability' - 良能), and the idea that reality is duration, i.e., movement (實在는 持續卽運動) (Confucianism's 'Heaven's movement is ever vigorous; thus the superior man strives unceasingly... changing and moving, never resting, flowing everywhere through the void' - 天行健 君子 以 自强不息......變動不居周流亦虛)—all these are touted as the most advanced thoughts today, refined through all philosophy since Greece. However, from the perspective of Confucianism (儒學), these kinds of Eastern thoughts have long been commonplace talk found in waste paper for over 3,000 years (夙히 3,000년이상 破古紙中茶飯說). (Continued in the next issue)

Errata Corrections
『To the Concerned Scholar』Corrections for misprints in the previous July issue: Page 2, Line 9: 『文典的 즉』 should be 『文典的 과』; Same page, Line 16: 『數多』 should be 『數百』; Same page [error in line number, likely meant Page 1], Line 12: 『異族蹄는』 should be 『異族蹂』; Same page, Line 24: 『究意는』 should be 『究竟』; Same page, Line 26: 『문에』 should be 『문화에』; Same page, Line 37: 『飛示』 should be 『擧示』; Same page, Line 40: 『昇天은』 should be 『昊天』; Same page, Line 45: 『主禮』 should be 『主體』; Same page, Line 51: 『假在』 should be 『攸在』; Same page, Line 52: 『根座』 should be 『根據』; Same page, Line 53: 『後世主義』 should be 『後世民主主義』; Same page, Line 57: 『政治史를』 should be 『政治처름』; Same page, Line 64: 『다름업시』 should be 『다름업슴을』; Same page, Line 78: 『五道』 should be 『王道』; Same page, Line 91: 『究意』 should be 『究竟』; Same page, Line 98: 『五道』 should be 『王道』; Same page, Line 100: 『覇者之이』 should be 『覇者之民이』; Same page, Line 105: 『動 는』 should be 『動하는』; Same page, Line 106: 『부터 天』 should be 『부터平天下』; Same page, Line 107: 『積切』 should be 『積功』; Same page, Line 114: 『野蠻 獸』 should be 『野蠻禽獸』.<81>

**Summary**

Sŏl T'aehŭi critiques modern Western thought (individualism, materialism, pragmatism, fragmented philosophies) and contrasts it with Confucianism, particularly the concepts of Benevolence (仁) and the Way of the King (王道). He argues that true political legitimacy stems from morality and popular acceptance (Mandate of Heaven), a principle found in Confucianism that he sees as compatible with, yet superior to, Western democracy due to its ethical grounding. He criticizes Western philosophy for causing anxiety despite material progress and dismisses Sun Yat-sen's Three Principles as an incoherent, forced synthesis derived from Western individualism and lacking the holistic, ethical depth of Confucian thought, which he claims already contains the essence of modern progressive ideas like activism and personalism. From a colonial history perspective, the article is interesting as it showcases a Korean intellectual engaging deeply with both Western and Eastern philosophies during the Japanese colonial period. Sŏl attempts to find resources within tradition (Confucianism) to critique Western modernity and formulate an alternative political vision, positioning Confucian 'Wangdo' as a potentially superior model to Western democracy or even Sun Yat-sen's republicanism, reflecting a search for indigenous intellectual frameworks amidst colonial subjugation and the influx of foreign ideologies.

**Named Entities**

孔子	공자	Kongja (Confucius)
孟子	맹자	Maengja (Mencius)
德國	독국	Tŏk'uk (Germany)
聯合諸國	연합제국	Yŏnhap cheguk (Allied Powers)
協商諸國	협상제국	Hyŏpsang cheguk (Entente Powers)
萬章	만장	Manjang
堯	요	Yo
舜	순	Sun
天	천	Ch'ŏn (Heaven)
歐洲	구주	Kuju (Europe, used interchangeably with 歐美)
歐美	구미	Kumi (Europe and America)
希伯來	희백래	Hŭibaekrae (Hebrew)
希臘	희랍	Hŭirap (Greece)
푸래구마지쯤	프래그머티즘	P'ŭraegŭmŏt'ijŭm (Pragmatism - transliteration)
레오날드	레오나르도	Reonarŭdo (Leonardo da Vinci - transliteration)
니-체	니체	Niche (Nietzsche - transliteration)
스틸너	슈티르너	Syut'irŭnŏ (Stirner - transliteration)
입센	입센	Ipsen (Ibsen - transliteration)
졸냐	졸라	Cholla (Zola - transliteration)
풀로-베ㄹ	플로베르	P'ŭlloberŭ (Flaubert - transliteration)
젬쓰	제임스	Cheimsŭ (William James - transliteration)
오이켄	오이켄	Oik'en (Rudolf Eucken - transliteration)
베르그손	베르그송	Perŭgŭsong (Henri Bergson - transliteration)
佛國	불국	Pulkuk (France)
俄羅斯	아라사	Arasa (Russia - older transliteration)
胡適	호적	Hojŏk (Hu Shih)
칸트	칸트	K'ant'ŭ (Immanuel Kant - transliteration)
獨逸	독일	Togil (Germany)
東洋	동양	Tongyang (The East/Orient)
孫文	손문	Sonmun (Sun Yat-sen)
張作霖	장작림	Chang Chakangnim (Zhang Zuolin)
春秋	춘추	Ch'unch'u (Spring and Autumn period/annals)
薛泰熙	설태희	Sŏl T'aehŭi (Author)

**Glossary**

有憂의 士	유우의 사	Concerned scholar; intellectual with worries
仁	인	Benevolence; humaneness (Confucian virtue)
不仁	불인	Non-benevolence; lacking humaneness
三代	삼대	Three Dynasties (Xia, Shang, Zhou)
天下	천하	The world; the empire (under Heaven)
善戰者	선전자	One skilled in warfare
上刑	상형	Highest punishment
諸侯	제후	Feudal lords
辟草萊	벽초래	To open up grasslands (for cultivation)
任土地	임토지	To make land arable; entrust land
天子	천자	Son of Heaven; Emperor
主祭	주제	To preside over sacrifices
百神	백신	All the spirits/gods
亨之	형지	(The spirits) accept them (archaic)
主事	주사	To manage affairs
百姓	백성	The common people (lit. hundred surnames)
天命	천명	Mandate of Heaven
王政	왕정	Kingly government; rule by a virtuous king
王道	왕도	The Way of the King; benevolent rule
易姓革命	역성혁명	Revolution changing the ruling dynasty (lit. changing the surname)
民主國	민주국	Democratic nation
大統領	대통령	President
自由	자유	Freedom
平等	평등	Equality
民主主義	민주주의	Democracy
데모쿠라시-	데모크라시	Democracy (transliteration, older form)
元首	원수	Head of State
無一民不得其所	무일민부득기소	Not a single person fails to find their proper place
社會主義	사회주의	Socialism
倫理	윤리	Ethics; morality
政敎	정교	Politics and religion/teaching
區區하다	구구하다	To be fragmented; trivial; meticulous in a petty way
齷齪하다	악착하다	To be trivial; petty; dirty; grasping (often implies moral uncleanliness)
希伯來思想	희백래사상	Hebrew thought
希臘的	희랍적	Greek (adjective)
知識主義	지식주의	Intellectualism
푸래구마지쯤	프래그머티즘	Pragmatism (transliteration)
志情意論	지정의론	Theory emphasizing will, emotion, and intellect
新浪漫主義	신낭만주의	New Romanticism
文藝復興	문예부흥	Renaissance
自然主義	자연주의	Naturalism
個人主義	개인주의	Individualism
超人主義	초인주의	Übermensch philosophy; superhumanism
進化論	진화론	Evolutionism
虛無思想	허무사상	Nihilism
行爲眞理論	행위진리론	Theory that truth lies in action; Pragmatism
慘憺하다	참담하다	To be tragic; disastrous; miserable
犧牲	희생	Sacrifice
人民叅政權	인민참정권	Popular suffrage; people's right to participate in politics
經濟	경제	Economy
鬪食運動	투식운동	Struggle for food
權利主義	권리주의	Rights-ism; emphasis on rights
殷盛	은성	Prosperity; flourishing
哲學	철학	Philosophy
落落難合	낙락난합	Difficult to bring together; fragmented and discordant
惟利主義	유리주의	Utilitarianism; focus solely on profit/benefit
惟權主義	유권주의	Power-ism; focus solely on power/authority
自堀墓穴	자굴묘혈	To dig one's own grave
勃興	발흥	Sudden rise; emergence
內在惟心論	내재유심론	Immanent Idealism
知力主義	지력주의	Intellectualism
主客兩觀	주객양관	Subjective and objective views
活動	활동	Activity; action
實生活把持	실생활파지	Grasping real life
淵源	연원	Source; origin
主知者	주지자	Intellectualist; one who emphasizes intellect
主情者	주정자	Emotionalist; one who emphasizes emotion
圭角的	규각적	Angular; sharp-cornered (metaphor for rigid or pointed personality/thought)
三民主義	삼민주의	Three Principles of the People (Nationalism, Democracy, Livelihood)
民德	민덕	People's Virtue
民族	민족	Nation; ethnicity; people (Nationalism)
民生	민생	People's Livelihood
民權	민권	People's Rights; Democracy
五族統一	오족통일	Five Races Under One Union (Political slogan in early Republican China)
涵包	함포	To encompass; include
殊別性	수별성	Distinctness; separateness
强合하다	강합하다	To forcibly combine
抑說	억설	Forced theory; strained interpretation
縱	종	Vertical (as opposed to horizontal)
民學	민학	People's Learning
民政	민정	People's Governance
民藝	민예	People's Arts
民福	민복	People's Welfare
民利	민리	People's Profit/Benefit
民樂	민락	People's Joy/Entertainment
春秋三主義	춘추삼주의	Three doctrines of the Spring and Autumn Annals (interpretation varies)
繹騰하다	역등하다	To trace; explicate; draw out
忌하다	기하다	To abhor; shun; dislike
崇	숭	Worship; veneration
自是하다	자시하다	To be self-righteous
簡要하다	간요하다	To be concise; brief and to the point
凡人	범인	Ordinary person
複雜無要領	복잡무요령	Complex and without a point/focus
類皆	유개	Mostly; generally
餘唾	여타	Leftover saliva; remnants (of ideas)
窃取하다	절취하다	To steal; plagiarize
沒應恥하다	몰염치하다	To be shameless
偏僻하다	편벽하다	To be biased; prejudiced; one-sided
偏蔽하다	편폐하다	Bias; prejudice; one-sided view
腦量	뇌량	Mental capacity; intellectual power
適中	적중	The exact middle; hitting the mark
實現主義	실현주의	Activism; realizationism (associated with Eucken)
人格主義	인격주의	Personalism
神人融合主義	신인융합주의	God-Man Fusionism
儒學	유학	Confucianism; Confucian studies
直觀	직관	Intuition
良知	양지	Innate knowledge (Wang Yangming school)
良能	양능	Innate ability (Mencius)
持續卽運動	지속즉운동	Duration is movement (Bergson)
天行健	천행건	Heaven's movement is ever vigorous (from I Ching)
自强不息	자강불식	To strive unceasingly
變動不居周流亦虛	변동불거주류역허	Changing and moving, never resting, flowing everywhere through the void (from I Ching commentary)
夙히	숙히	Early on; long ago (older adverb form)
破古紙中茶飯說	파고지중다반설	Commonplace talk found in old waste paper (idiom: old news, nothing special)
昨	작	Previous; last (e.g., last month)
誤稙	오식	Misprint; typo (older term, now 오자/오식)
校正	교정	Correction; proofreading
仝	동	Same as above (ditto mark)


---------------------------


잡지명	삼천리 제6권 제5호
발행일	1934년 05월 01일
기사제목	有憂의 士에 與함
필자	薛泰熙
기사형태	논설

有憂의 士에 與함
						薛泰熙


(속) 孔子曰 『道-二니 仁與不仁而已矣니라』. 하고 孟子曰『三代之得天下也난 以仁이오. 其失天下也난 以不仁이니라』.하얏으니 近代科學은 以仁得之하고 以不仁失之란 理論을 不認할 것임니까? 孟子曰『善戰者는 服上刑하고 連諸侯者-次之하고 辟草萊任土地者-次之니라』.하얏으니 這回歐洲大戰에 上刑에 服할 者-德國이 안이엇으며 其次의 者가 聯合諸國과 協商諸國이 안이엇음니까? 萬章이 曰『堯-以天下與舜이라 하니 有諸잇가? 孟子-曰否-라. 天子-不能에 天下與人이니라』. 하얏고 又曰『然則舜有天下也난執與之잇고? 曰天이 與之시니라. 天이 與之者난 諄諄然命之乎잇가? 曰否-라 天이 不言이라. 以行與事로 示之而已矣시니라』. 又曰 以行與事로 示之者는 如之何-잇고? 曰天子-能薦人於天이언정 不能使天으로 如之天下-며 諸侯能薦人於天子언정 不能使天子로 與之諸侯-며 大夫-能薦人於諸侯언정 不能使諸侯로 輿之大夫-니 昔者에 堯-薦舜於天而天이 受之하시고 佈之於民而民이 受之하니 故曰 天이 不言이라. 以行與事로 示之而已矣라하노라』. 又曰『敢問薦之於天 而天이 受之하시고 佈之於民而民이 受之난何如-잇고? 曰使之主祭 (名正) 而百神이 亨之 (洋之和翕하는 象徵을 指稱하는것)하니 是난 天이 受之오 使之主事(言實) 而事治하야 百姓이 安之하니 是난民이 受之也-라天이 與之하며 人이 與之 故로 曰 天子- 不能以天下與人이라 하노라』. 하얏나니다. 其天受 民受輿否가 卽仁與不仁의 因果關係인즉 得之 失之가 엇지 그 自身의 仁與不仁에 잇는 것이 안일가요? 이것을 科學上論理로 보아서 自然(天)과 必然(人爲)의 因果關係가 안일가요? 그럼으로 儒敎 王政의 合致点에 이르러서는 近代 科學的 論理와 아모 矛盾이 없음을 斷言함니다.



王道上으로 보는 革命의 意가 이러함으로 王이란 것은 十分 民望을 어더서 天命 (自然的으로 地位가 向上되는것)에 應하면<77> 足하다는 것이외다. 또 何必 易姓革命에만 薦之 受之가 될 것이 안이라 지금 民主國의 大統領制로도 王道와 아모 矛盾이 없을 것이외다. 그저 王道란 것은 아시는 바와 가티 지금 말노 換言하면 自由, 平等, 民主主義 (데모쿠라시-)와 조곰도 틀임이 없음니다. 그 元首에 대해서는 皇帝거나 大統領이거나는 아모 탓이 없는 것이외다.『無一民不得其所난 堯舜도 病諸시라』. 한말과 가티 될 수 잇는데까지는 『無一民不得其所』.를 실현하랴는 通想일 것이니 이 이상이 현대 엇던 極致의 社會主義와로도 이치가 없을 줄노 밋음니다. 다못 그 時와 處에 관한 所損益이 이슬 것은 不免의 事로서 그런 것은 必也方法이 이슬 것이외다. 최초부터 倫理를 基치안한 政敎로서는 可免치 못할 缺陷이지만 西洋式데모쿠라시-는 너머 區區하고 또 너머 齷齪하더니다. 그 소위 希伯來思想에서 希臘的 知識主義로 希臘的 知識主義에서 푸래구마지쯤으로 푸래구마지쯤에서 志情意論 등 所謂 新浪漫主義에 이른 來歷을 캐어보면 대략이 그 文藝復興運動이 레오날드로부텃 다하고 니-체 스틸너- 입센 따위잉 졸냐 풀로-베ㄹ 젬쓰 오이켄 베르그손 등 諸哲의 腐心한 결과는 일일히 歐美 物質的 文明에는 공헌이 이섯음니다. 그 주의 及 인격에 이르러서는 單片的 言論으로써 그 梗槪도 領略을 할 수 없지마는 대략적으로 종합해 말하면 自然主義(혹은 知的 自然 혹은 情的 自然 혹은 惟物觀的 自然) 個人主義, 超人主義, 進化論, 虛無思想, 行爲眞理論, 情意論 등이외다. 몹시 시시區區하더니다. 따라서 모든 하는 일이 너머나 齷齪하고 너머나 區區하더니다. 無數 慘憺한 상태를 연출하며 무수한 犧牲을 제공하고 獲得한 佛國革命의 결과도 겨우 人民叅政權이란 一事에 불과하고 정치의 土臺되는 經濟에는 染指도 못햇다가 自製彈爆發인 這回大戰亂을 기회삼아 이러난 俄羅斯의 11월혁명이 비로소 경제적 데모쿠라시-를 실현하는 중에 잇음니다마는 이 역시도 단순한 鬪食運動이엇음으로 평화는 아직 종자도 떨구지 못햇음니다. 이것이 歐美文明이 최초부터 個人主義, 權利主義인 까닭으로 해가는 것이 모다 區區하고 모도 齷齪한가 십슴니다. 그 物質文明의 殷盛에서 생긴 인지의 불안이 滿滿함에 대해서는 아직은 그 哲學으로서는 위안을 줄 재료가 없는 것쯤 되여 잇음니다. 위안을 줄 재료가 없기는 姑舍하고 그 哲學이야 말노 불안을 더욱 더욱 주게 만든 哲學임니다.

10

