Magazine Title:	삼천리 제6권 제5호
Publication Date:	1934년 05월 01일
Article Title:	孫逸仙의 倫敦監獄脫走記, 亡命客 孫文의 被逮와 脫走하든 秘史 (Sun Yat-sen's Account of His Escape from London Prison, The Secret History of Exile Sun Wen's Arrest and Escape)
Article Type:	회고·수기 (Memoir/Recollection)

Sun Yat-sen's Account of His Escape from London Prison, The Secret History of Exile Sun Wen's Arrest and Escape
The London Exile

After Sun Yat-sen graduated from the Hong Kong College of Medicine for Chinese in 1892, he opened a practice in Macao. However, before long, he initiated a political reform movement, quit being a doctor, came to Canton, and by 1894, had already become one of the leaders. Just then, during the Sino-Japanese War, China suffered continuous defeats, and the Japanese army's advance on Peking became very urgent. Sun's faction, seeing a good opportunity, boldly submitted a proposal for reform to the Chinese emperor. The Chinese government, preoccupied with the foreign war, lacked the capacity to suppress them and could only silently overlook their movement.
However, once the war with Japan ended, the government suddenly issued strict orders and began to severely prohibit the reform movement. The revolutionary factions across the country, centered in Shanghai and Canton, were greatly dismayed but raised their banner of resistance again. Thus, as the revolutionary faction in Canton gradually gained strength, they plotted to occupy the city. They completed all preparations and just as they were about to launch their plan on the *designated night, the plot was discovered. A great number of comrades were arrested by government soldiers, and Sun Yat-sen fled, escaping Hong Kong and taking refuge in the home of his former medical school teacher, Dr. Cantlie. Feeling endangered again, he secretly sailed to Hawaii via Kobe. Afterward, he moved from place to place, gathering comrades and planning another uprising, eventually arriving in London, the capital of England. There, he visited Dr. Cantlie's house daily to pass the time.
One day, the host warned Sun,
"The Chinese Legation is nearby, so be careful. If you get caught, it will be difficult to get out alive."
However, Sun didn't even know where the Chinese Legation was.

Captured at the Legation

One Sunday morning around 10:30, Sun went out onto Devonshire Street intending to meet Dr. and Mrs. Cantlie at church. A Chinese<143> man followed him from behind and asked in English if he was Japanese or Chinese. Sun replied that he was Chinese, and the man asked in English where in China he was from. When he said he came from Canton, the man said, "Then we are from the same region; we can speak the same language. I am also from Canton." However, even among Chinese, languages differ completely depending on the region. For example, although it is only 180 miles from Canton to Swatow, their languages are mutually unintelligible, so when they need to converse in places like Hong Kong, they always use English. Therefore, this man also initially asked in English, but upon realizing they were from the same region, they started talking in Cantonese while walking. Soon, another Chinese man appeared from somewhere and joined them, walking with Sun in the middle. They urged Sun to come to their lodging to talk for a while, but Sun refused. As the three argued on the street – 'come with us,' 'I won't go' – yet another Chinese man arrived. The man who first approached Sun then disappeared somewhere. The remaining two men kept urging Sun to accompany them, and when he refused, they half-carried him in front of a certain house where the door was slightly ajar. Half pushed and half forced, Sun had no choice but to enter the house. They seated Sun in a room and quickly locked the door. Sun was utterly bewildered about what was happening. Suddenly, the thought occurred to him, "Ah, could this be the Chinese Legation?"
He was initially taken into one room, but the two men carried him up to the second floor and told him to stay there, then carried him up again to some room on the third floor. After a while, a British gentleman with white hair and a white beard entered.
"Here, for you, this is China. You are now in China," he said. The gentleman sat down in a chair and began to interrogate him, asking his name. Sun replied, "Sun."
"Your name is Sun Wen, isn't it? We received a telegram from the Chinese Legation in America and know that you came over here on the steamship Majestic. The Minister asked me to have you arrested."
"What is this all about?"
"Didn't you previously submit a proposal for reform to the Peking Tsungli Yamen (北京總理衛門) to be forwarded to the Emperor?<144> Because of that, the Emperor has ordered you to be detained here. Please stay here until further instructions arrive."
"Then, may I inform my comrades that I am here?"
"That is not allowed. However, if you want to bring your luggage (行李) here, it is fine to write a letter to your lodging."
Sun said he would write a letter to Dr. Manson, so the gentleman provided a pen, ink, and paper. Sun wrote a letter to Dr. Manson explaining that he was imprisoned inside the Chinese Legation and asking him to relay a message to Dr. Cantlie to send his luggage here, and showed it to the gentleman.
The gentleman looked at it and demanded that the two characters for 'imprisonment' (감금) be deleted. Sun rewrote it as: "I am now at the Chinese Legation. Please tell Dr. Cantlie to send my luggage here." However, the gentleman did not say to send the letter to his comrade. "Didn't I tell you to send it to your hotel?" he corrected. Sun replied that he was not staying at a hotel and that Dr. Cantlie knew his lodging address. From this manner of questioning, it was clearly discernible that the gentleman's tactic was to seize Sun's luggage and also get hold of his documents to arrest Sun's entire group. Sun showed the letter intended for Dr. Manson to the gentleman, who glanced at it this time and said, "Now it's fine," returning it to Sun. Sun put it in an envelope and gave it to him. Sun believed this letter would surely reach Manson.
This interrogating gentleman was an Englishman employed by the Chinese Legation at the time, effectively the master of the legation, Sir Halliday Macartney.
Macartney went outside*, closed the door, and locked it. Outside the door, two guards were standing watch, one of whom was European. During the first 24 hours, the Chinese guard came into Sun's room and spoke various things, but Sun only asked who the gentleman earlier was. The guards respectfully called the old gentleman Macartney "Ma Ta-jen" (馬大人). Ma (馬) referred to the 'Ma' in Macartney. Thus, Sun Yat-sen was finally imprisoned in the Chinese Legation.
One day, a Chinese man came to see Sun. It was the man named Tang who had arrested Sun earlier.
"Just confess that you are Sun Wen. It's useless trying to hide it. We already know everything."
"You are famous in China, aren't you? Both the Emperor and the Tsungli Yamen know your name well. You might as well die now—you know that coming here is a matter of life and death, right?"
he teased.<145>
The ship scheduled to repatriate Sun to his home country was from the Glen Line, but they said he couldn't be sent this week. "Your cargo will be dispatched next week, and then you will go,"
Tang said, but Sun didn't believe him. Then Tang threatened,
"If things don't go that way, we will kill you here. This is China. No one can interfere with what happens inside the Legation."
Then Tang brought up the example of Kim Okkyun (金玉均). The Korean patriot Kim Okkyun, who had exiled himself from Korea to Japan, was assassinated in the British Concession in Shanghai by a fellow countryman named Hong Chong-u (洪鍾宇). Kim's remains were sent back to Korea, where the Korean government beheaded them as punishment. However, Tang heard that Hong received a reward and was even appointed as a trade official, and he anticipated that if he captured Sun and handed him over for execution, he would receive a reward like the aforementioned Hong.
Sun asked him how he could be so cruel.
"It's the Emperor's decree, so it can't be helped. The Emperor is willing to spend a huge sum of money to capture you. It doesn't matter whether you are captured alive or dead."
Sun pointed out that the Kim Okkyun incident was one cause of the Sino-Japanese War and argued that capturing and killing him would cause even greater national trouble.
"If you do such a thing, the British government might demand the execution of the entire staff of this legation. Also, since you and I are from the same region, the people of Kwangtung Province might seek revenge against you and your family for my sake."
Upon hearing this, Tang suddenly changed his attitude, abruptly stopped the harsh words he had been speaking, and merely said he would follow the legation's instructions, excusing his earlier remarks as just friendly advice.

Sun Yat-sen, in absolute desperation, prayed to God and for the first time mustered new courage. This time, he resolved to approach the servant, Cole, and plead for help.
Catching Cole as he came in, Sun asked,
"Will you do anything for me?"
"Who exactly are you, sir?"
"A political prisoner from China."
Seeing that Cole didn't fully grasp his meaning, Sun asked him if he knew the story of the Armenians. At that time, the Turkish Sultan was apparently persecuting Armenian Christians. Sun explained that the Chinese Emperor similarly intended to kill him, a Christian, and his faction, who were striving for good governance in China.
"Therefore, all Englishmen<146> sympathize with the Armenians. So, if the English people knew about my situation, they would surely sympathize and help me. Please help me."
he pleaded. And then,
"My life is in your hands. If you don't rescue me, I will surely be murdered. Should you be loyal to the just British government, or do you intend to be loyal to the corrupt Chinese government?"
He implored him earnestly. Then Cole replied,
"Alright. In that case, I will secretly deliver a letter for you, so write it secretly so the guards don't see."
Thus, avoiding the guards' eyes, Sun wrote a letter addressed to Cantlie. He entrusted the letter and the 200 dollars he had with him to Cole.
The next day, completely unexpectedly, he secretly received a calling card from Cole. On it was written:
"Keep your spirits up. The British government is working on your behalf. You should be able to get out in a day or two."
It was Cantlie's reply. Reading this, I was overjoyed, wondering if it was a dream.
My fear was not unfounded. If I were repatriated to China and executed, all the efforts I had made until then would indeed be agonizingly wasted.
Meanwhile, Cantlie, upon receiving the news of this utterly unexpected calamity, turned pale with shock.

Released by Heavenly Luck

Thus, he went to Scotland Yard (警視廳) and related the entire situation. However, it had no effect. So, this time, he decided to appeal to the Foreign Office (外務省).
He went to see a secretary there and explained everything. He worried that Sun Yat-sen might be repatriated to China that very night. If the ship transporting Sun Yat-sen was a foreign vessel, what could be done? It would be a situation beyond the British government's control.
Unaware that he was in such imminent danger, Sun Yat-sen had been confined in this room for 11 days. On October 22nd, through a gesture from a worker who came to tend the fire, he picked up a scrap of discarded newspaper wrapping. There, under a large headline, was a long article:
"Shocking Incident Unfolds – Exile Imprisoned in Chinese Legation"
The entire article was about Sun. Realizing that his situation had become so widely known to the world, I was endlessly happy.
Just then, a Chinese guard came and told me to come out. I instantly thought I was being taken down to the basement for further confinement or perhaps being dragged elsewhere for execution,<147> and trembling, I went out. There, completely unexpectedly, stood my respected teacher, Dr. Cantlie. Behind him stood two officials from the Foreign Office and Scotland Yard.
Thus, I safely left the 'death cell' of the Chinese Legation and was handed over to the British authorities.
When I came outside, numerous newspaper reporters were standing watch. After barely escaping the reporters' siege and undergoing questioning at Scotland Yard, I safely became a member of my respected teacher Cantlie's household.
If Sun Yat-sen had not met Dr. Cantlie, his respected teacher from his Hong Kong College of Medicine days, at that time, he might never have emerged into the light of day again. He might have been repatriated to China and executed, or perhaps assassinated by an unknown assailant for an unknown reason during transit, departing this world forever. If so, he would not have become the
"Father of the Nationalist Party (國民黨)"
but would merely have been recorded in history as a young revolutionary figure. ...(End - original text)...<148>

**Summary**

This 1934 article recounts Sun Yat-sen's harrowing experience of being kidnapped and imprisoned within the Chinese Legation in London in 1896. Mistakenly entering what he thought was a lodging house, Sun was detained, interrogated by Sir Halliday Macartney, and threatened with repatriation to China for execution, with his captors citing the precedent of the Korean exile Kim Okkyun's assassination. Desperate, Sun managed to secretly pass messages via a sympathetic British servant named Cole to his former teacher, Dr. James Cantlie. Cantlie alerted the British authorities (Scotland Yard and the Foreign Office) and the press. After 11 days of confinement and fearing imminent death or deportation, Sun was released following British government intervention, narrowly escaping a grim fate.

From the perspective of Korean colonial history, the article is particularly interesting for its explicit comparison of Sun Yat-sen's potential fate to that of Kim Okkyun, the Korean reformist assassinated in Shanghai just two years prior (1894). The Chinese official specifically uses Kim's assassination and the subsequent "reward" given to the assassin, Hong Chong-u, to intimidate Sun, highlighting the dangers faced by political exiles and the ruthless methods employed by the Qing government (and implicitly, the Joseon government regarding Kim). This comparison underscores the shared precariousness of reformist exiles from both China and Korea during this period and the transnational nature of political suppression orchestrated by their home governments, even on foreign soil. Historians might find the direct invocation of the Kim Okkyun affair in this context revealing about contemporary perceptions and the chilling effect it had.

**Named Entities**

孫逸仙	손일선	Sun Yat-sen
倫敦	윤돈	London
香港	향항	Hong Kong
媽港	마항	Macao
廣東	광동	Canton (Guangdong)
北京	북경	Peking (Beijing)
日淸戰爭	일청전쟁	Sino-Japanese War
日本	일본	Japan
中國	중국	China
上海	상해	Shanghai
칸도리	칸도리	Cantlie (Dr. James Cantlie)
神戶	신호	Kobe
布哇	포와	Hawaii
英京	영경	London (Capital of England)
데부온샤街	데부온샤가	Devonshire Street
<143>	<143>	<143>
仙頭	선두	Swatow (Shantou)
汽船 마제스탁구	기선 마제스틱호	Steamship Majestic
北京總理衛門	북경총리위문	Peking Tsungli Yamen
<144>	<144>	<144>
딱터-맨손	닥터 맨슨	Dr. Manson (Patrick Manson - likely intended, though Cantlie was the primary helper)
마가-토네-	마가토네	Macartney (Sir Halliday Macartney)
馬大人	마대인	Ma Ta-jen (Respectful term for Macartney)
歐羅巴人	구라파인	European
譚	담	Tang (The Chinese official who arrested Sun)
<145>	<145>	<145>
구렌회사	구렌회사	Glen Line (Shipping Company)
金玉均	김옥균	Kim Okkyun
朝鮮	조선	Chosŏn (Korea)
洪鍾宇	홍종우	Hong Chong-u
英國租界	영국조계	British Concession (in Shanghai)
廣東省	광동성	Kwangtung Province (Guangdong Province)
골-	콜	Cole (The British servant)
<146>	<146>	<146>
알메니아	알메니아	Armenia
土耳古	토이고	Turkey (Older term)
耶蘇敎徒	야소교도	Christian
英吉利	영길리	England (Great Britain)
警視廳	경시청	Scotland Yard (Metropolitan Police)
外務省	외무성	Foreign Office (British)
<147>	<147>	<147>
國民黨	국민당	Kuomintang (Nationalist Party)
<148>	<148>	<148>

**Glossary**

잇섯다	있었다	Was/Existed (Older spelling of 있었다)
이르켜	일으켜	To start, initiate (Older spelling of 일으켜)
되엇다	되었다	Became (Older spelling of 되었다)
업서	없어	Not having, lacking (Older spelling of 없어)
하엿다	하였다	Did (Older spelling of 하였다)
마츰	마침	Just then, coincidentally (Older spelling of 마침)
밧게	밖에	Only, outside of (Older spelling of 밖에)
놉히엇다	높이었다	Raised, heightened (Older spelling of 높였다)
바야흐로	바야흐로	Just about to, on the verge of
녯날	옛날	Old days, formerly
늣기고서	느끼고서	Feeling, sensing (Older spelling of 느끼고서)
어대	어디	Where (Older spelling/dialectal form of 어디)
무렷다	물었다	Asked (Older spelling of 물었다)
하닛가	하니까	Because (he/she/it) said/did (Older spelling of 하니까)
틀니는데	틀리는데	Being different (Older spelling of 다른데/틀리는데)
이약이하며	이야기하며	Talking, conversing (Older spelling of 이야기하며)
거러	걸어	Walking (Older spelling of 걸어)
쪼차와서	쫓아와서	Chasing, following (Older spelling of 쫓아와서)
단녀가라	다녀가라	Come visit, Go and come back (dialectal/older command form)
안어	안아	Holding, carrying (in arms) (Older spelling of 안아)
열녓다	열렸다	Was opened (Older spelling of 열렸다)
한긋	한껏	To the utmost, greatly
엇전	어쩐	What kind of, somehow (Older spelling of 어쩐)
안치우고는	앉히고는	After seating (someone) (Older spelling of 앉히고는)
드러오드니	들어오더니	Came in and then... (Older spelling of 들어오더니)
걸처	걸쳐	Sitting astride, sitting on (Older spelling of 걸쳐)
달나고	달라고	Asking to give (Older spelling of 달라고)
留置	유치	Detention, confinement
좃슴닛가	좋습니까	Is it okay? May I? (Older polite interrogative form of 좋습니까)
行李	행리	Luggage, baggage
가저	가져	Bringing, taking (Older spelling of 가져)
조희	종이	Paper (Older spelling/pronunciation of 종이)
보내여	보내어	Sending (Older spelling of 보내어)
밋고	믿고	Believing, trusting (Older spelling of 믿고)
고용	고용	Employment
*가며	나가며	Going out (Possible typo in original, context suggests 나가며)
직이고	지키고	Guarding, watching (Older spelling of 지키고)
앗가	아까	A little while ago (Older spelling of 아까)
호송	호송	Escort, repatriation (under guard)
기선	기선	Steamship
고지	곧이	Directly, truthfully (Often used with 듣다 as 'believe at face value')
그럿케	그렇게	Like that, so (Older spelling of 그렇게)
칙명	칙명	Imperial decree/order
맛나지	만나지	Meeting (Older spelling of 만나지)
못하엿던들	못하였던들	If (one) had not been able to... (Older conditional form)
버서나서	벗어나서	Escaping from (Older spelling of 벗어나서)
직혀	지켜	Watching, guarding (Older spelling of 지켜)
끈난	끝난	Finished, ended (Older spelling of 끝난)


---------------------------


잡지명	삼천리 제6권 제5호
발행일	1934년 05월 01일
기사제목	孫逸仙의 倫敦監獄脫走記, 亡命客 孫文의 被逮와 脫走하든 秘史
기사형태	회고·수기

孫逸仙의 倫敦監獄脫走記, 亡命客 孫文의 被逮와 脫走하든 秘史
倫敦의 亡命客

孫逸仙이 1892년 香港醫學校를 졸업한 뒤 媽港에서 개업하고 잇섯다. 그러자 未久에 그는 정치개혁운동을 이르켜 의사를 그만두고 廣東에 와서 1894년에는 벌서 首領의 한사람이 되엇다. 마츰 그 때가 日淸戰爭 중으로 中國은 연전연패하여 日本軍의 北京 진격이 매우 급하게 되엇다. 孫一派는 好機來라 하야 中國 황제에게 대담히 개혁의 建白을 하엿다. 外戰에 급한 中國 정부는 此를 강압할 여력이 업서 그네의 운동을 한갓 黙過할 수밧게 업섯다.
그리다가 日本과의 전쟁이 끈어지자 정부는 갑작히 嚴令을 나리어 개혁운동을 엄금하기 시작하엿슴으로 上海 廣東을 중심지로 한 전국의 革命派는 퍽 낭패하엿스나 다시 반항기세를 놉히엇다. 그래서 廣東에 잇는 革命派는 점차 그 세력이 가하여짐에 따라 同市를 점령할 음모를 하엿다. 그래서 모든 준비를 완성하여 노코 바야흐로 착수하*고 하든 當夜에 모사가 발각되야 官兵에 동지의 多大數는 체포되고 孫逸仙은 피하야 香港을 脫하야 녯날 의학교의 舊師 칸도리의 집에 몸을 피하엿다가 다시 위험을 늣기고서 神戶를 거처 布哇로 밀항하엿다. 그 뒤 다시 그는 각처로 전전하며 동지를 모아 再擧를 계획하다가 英京 倫敦에 이르럿다. 거기서 舊師 칸도리집을 매일 차저 가서 놀고 잇섯다.
엇든날 주인은 孫에 대하야
「中國公使舘이 이 부근에 잇스니 주의하라. 만일 잡히면 살아나기 어려우리라」고
주의하엿다. 그러나 孫은 中國公使舘이 어대 잇는지도 잘 몰낫다.

公使舘에 잡혀

어느 일요일 오전 10시 반경에 孫은 칸토리-夫妻를 절에서 만나려고 데부온샤街에 나섯다. 中國人<143> 한 사람이 뒤에서 따라오드니 영어로 日本사람이냐 中國사람이냐 하고 그의게 무렷다. 孫은 中國사람이라고 하닛가 그 남자는 中國 어데서 왓는가 하고 또 영어로 물엇다. 그는 廣東에서 왓다고 하닛가 그 남자는 『그러면 우리는 同鄕人이요 갓흔 말로 하게 되엿소. 나도 역시 廣東사람이요』 라고 하엿다. 그러나 갓혼 中國人이라도 지방에 따라서 언어가 全全 틀니는데 例을 들면 廣東에서 仙頭까지가 180哩박게는 안되지만 언어가 통치 못하야 香港갓흔데서 그들의 상담을 할 때는 항상 영어를 사용하고 잇다. 그래서 이 남자도 처음에는 영어로 무럿지만 同鄕人으로 알고는 廣東語로 이약이하며 거러 가노라닛가 어데선지 中國人 한 사람이 쪼차와서 孫를 가운데 두고 세 사람이 거럿다. 그들은 孫더러 자기의 하숙에 갓치 가서 이약이 좀 하다 가라고 권하는 것을 孫은 거절하엿다. 길지리에서 세 사람은 단녀가라 안가겟다 하고 서로 다토는 판에 中國人 한 사람이 또 왓다. 그리고 맨 처음에 만난 사람은 어데론지 가버리엿다. 남은 두 사람은 孫의게 작고 동행키를 권하다가 듯지 안으닛가 안어 가지고 엇든 집 압헤 갓섯는데 문이 방싯이 열녓다. 한긋 놀리우며 한긋 강제를 밧아 孫은 할 수 업시 그 집안으로 들어갓다. 그들은 孫를 방안에 안치우고는 불이나게 문을 잠것다. 孫은 엇전 일인지 너무도 놀래엿다. 문득 그의 머리에는 아하 이것이 中國公使舘이나 안인가 하고 의심하엿다.
그는 처음에 엇든에 한 방으로 들어갓섯스나 두 사람은 그를 안어다가 2층에 놋코 여긔 이스라 하더니 또한 3층이 엇더한 방으로 안어다 노앗다. 얼마만큼 잇다가 白髮白髥의 英國紳士 한 사람이 드러오드니
『여긔는 너의게 대하야는 中國이다. 너는 지금 中國에 잇는 것이다』하고 말하며 신사는 의자에 걸처 안드니 너의 성명이 누구냐 하고 신문하기 시작한다. 孫은 『孫』이라고 대답하엿다.
『너의 성명은 孫文이지 아메리카 中國公使舘에서 전보가 잇서 너이가 汽船 마제스탁구로 이리로 건너온 거슬 알고 잇다. 公使가 너를 체포하여 달라고 나의게 부탁이 왓다.』
『그것은 엇더케 된 일임닛가.』
『너는 이전 北京總理衛門에 개혁의 建白을 하여 황제에게 전하여 <144>달나고 한 일이 잇지 안은가. 그 일 때문에 황제께서는 너를 여기에 留置하여 두라고 하엿다. 다시 訓令이 잇기까지 여기 잇서다오.』
『그러면 내가 여긔잇는 것을 동모의게 알려도 좃슴닛가.』
『그것은 안된다. 그러나 너의 行李을 이리로 가저 오려면 하숙에 편지하는 것은 좃타고
孫은 딱터-맨손의게 편지를 하겟다고 하닛가 신사는 펜과 잉크 조희를 주엇다. 孫은 딱터-맨손의게 그가 中國公使舘 內에 감금되어 잇다는 말과 또 칸토리-氏의게 行李를 이리로 보내여 달라고 傳言하여 달라는 의뢰의 편지를 써서 보엿다.
신사는 바다 보드니 『감금』이라는 두 자는 삭제하라고 요구하엿다. 『나는 지금 中國公使舘에 잇는데 칸토리-氏에 나의 行李를 이리로 보어달다고 전해주시오』하고 곳처 썻다. 그러나 신사는 동모의게 서신을 내라고는 하지 안엇다. 너의 호텔에 내라고 하지 안엇느나 하고 곳처 주의를 식혓다. 孫은 호켈에 留하지는 안는다. 내의 숙소는 칸토리-氏가 안다고 말하엿다. 이 신문하는 태도을 보아 신사가 孫의 行李를 압수하고 또 서류까지 손에 너어서 孫의 一團을 체포하려는 술책을 명백히 推察할 수가 잇섯다. 孫은 딱터-맨손의게 보내려고 쓴 편지를 그 신사의게 보이닛가 그 때는 한번 보드니 『인제되엿다』하며 孫을 주엇다. 孫은 봉투에 너어서 그를 주엇다. 孫은 이 편지가 분명이 맨손의게 도착될 줄을 밋고 잇섯다.
이 신문하는 신사는 당시의 中國公使舘의 고용 英人으로 사실상 공사관의 주인 마가-토네-엇다.
