잡지명	동광 제4호
발행일	1926년 08월 01일
기사제목	三等船室 -「스켓취」2- (Third-Class Cabin - "Sketch" 2)
필자	任英彬
기사형태	회고·수기 (Memoir/Recollection)

Third-Class Cabin - "Sketch" 2
						Im Yŏngbin

Like setting up silkworm shelves (蠶架) to place silkworm trays (蠶箔) in a silkworm room (蠶室), the third-class cabin is a room about 7 or 8 *ch'ŏk* high where bunks are installed in two layers, making up the "beds" (뻬드). The large room might be about 20 square *ch'ŏk*; excluding pathways and space for luggage, there are bunks for 58 people. The small room is perhaps half the size of the large one, and there too, excluding pathways and luggage space, are bunks for 22 people. There are windows, maybe large enough for a medium gourd dipper (뒤웅박) to pass through—three in the large room, two in the small one. But they are windows in name only; you can't leave them open 24/7. If you were to open them, the crashing waves would surely leap in, as if curious about who is inside this hole. Consequently, air circulation relies solely on ventilation holes in the ceiling, but it's insufficient, resulting in perpetually foul air that gives you a headache if you stay too long. Light also fails to enter; on clear days, only the area near the window brightens slightly, and on cloudy days, without electric lights, it would be perfect for playing blind man's bluff. <40>

Unable to Straighten the Back
The "beds" (뻬드) are made like stretchers from a coarse hemp-like cloth, hung on hooks. They are so narrow that even a person of average build cannot easily move around while lying down. And if you sit up on the "bed," you cannot straighten your back. Doing so means you'll either hit the top of your head or bump your forehead.

They provide neither covers nor bedding, nor any steam (스틤) heating. It seems they regard third-class passengers as cold-blooded animals. They treat us worse than pigs (도야지). Even pigs are given straw bedding (북덕이). When I mentioned this to a Japanese person (日人) next to me, his reply was amusing.
- We poor people are the sturdy ones left after all the others died off, so don't worry, there's no fear of us dying no matter how they treat us. Rest assured.

It's a logical statement. Poor people, because they are poor, have many children but cannot provide sufficient nutrition, so those not destined to live long are culled (淘汰) early in childhood, leaving only the sturdy ones who will live long. In other words, only those who have passed Heaven's health test remain, so there's nothing to worry about now. However, the rich, being rich, raise their children well as soon as they are born, but those children possess weak bodies whose health suffers from the slightest discomfort. Thinking this way brings some peace of mind, but still, I feel constantly uneasy inside. Those who have traveled by sea many times know this and bring ample covers and bedding to sleep warmly. But I, a first-timer, prepared nothing and am suffering for it. The ship doesn't provide blankets for free but rents them out. Unknowingly, I rented just two, one to cover and one to lie on, but it was unbearably cold, so I rented one more. For the three blankets to San Francisco (쌘프랜씨스코), it cost 2 Won 40 Chŏn. Even with three, it was cold, but it became bearable as we neared Hawai'i (하와이). However, those blankets were so shaggy that fuzz stuck to clothes the moment they touched. So, when I went out on deck (떽크), I looked like someone who had just rolled around in straw bedding (북덕이).

If Not for the Gochujang
They cook lumpy rice with grains that look like they've been milled halfway and tell us to eat it. The side dishes are those eaten by Japanese people, about three or four kinds, which even the Japanese grumble about at every meal. Just as the Japanese (日人) bring their own blankets to sleep well, they also bring abundant side dishes and eat well. If not for the gochujang (고치장) brought by my traveling companion, my friend, I would have nearly starved.

During the day, the meal times are so rushed it feels like they just want you to eat rice and nothing else. Breakfast is at seven, lunch at eleven-thirty, and dinner at four. If you get engrossed playing on the upper deck (甲板), you'll miss mealtime and go hungry. And during the remaining time, they go around selling snacks (군음식). While the regular meals (正食) of rice and side dishes are coarse and tasteless, these snacks are good enough to tempt anyone's appetite. People buy these snacks not only because they are good but also because they get hungry soon after the hastily eaten meals. These sellers strictly practice the principle that business is for profit.

Only Three Koreans
Whenever I went onto the upper deck (甲板), I always felt unpleasant seeing the sign that read, "Access prohibited except for second-class passengers." Isn't that too a relic of the old era, burdened with inequality and lack of freedom? Isn't it the fuse for all conflicts? Even if one doesn't make such a fuss, isn't it a sign (表蹟) that money is valued more <41> than people? Isn't it a premise from which one could conclude that money created people?

All the third-class passengers who boarded with me on this ship are Japanese laborers (日本人 勞働者). The only Koreans (朝鮮사람) are myself and a Mr. Han (韓). In total, besides us, the only other Korean on the entire ship is a Mr. Hong (洪) in second class (B二等)—just three of us. These three are pale-faced scholars (白面書生) carrying baskets, traveling far to the Americas (米洲) to pursue learning. What great aspirations and what resolve they must have! What names will they make for themselves in the future, fluttering splendid coattails (빗갈난 옷자락)? Quietly listening to the sound of the waves and the engine, I dreamt an anxious dream.

The Japanese people all have citizenship rights in America (米國) and have sailed this Pacific Ocean (太平洋) at least three or four times each. Some have four or five children they say were born in America. And listening to their stories, there are some who have achieved considerable success, and even if not quite that much, almost all have secured some capital (밋천).

Although they are laborers (勞働者), perhaps because they became laborers in a country like America, they lack the rough mannerisms of laborers and are quite dignified. Their minds also seem very broad, as if greatly influenced by the continental spirit (大陸적 긔운).

Not one of them is without a magazine volume (雜誌ㅅ卷). This surprised me greatly. I always tend to compare what others do with what we do, but seeing this, I sadly gave up as there was no comparison. Watching them eagerly discuss flower viewing (꼿놀이) and women's stories (게집 니야기), then pick up a magazine and read with just as much enthusiasm, I couldn't help but sigh, thinking that a thriving nation is indeed different. - 26, 4, 3 -

Sea Voyage - "Sketch" 3
The sea, as if determined never to reveal whatever secret it holds deep in its heart, hides it deeper and deeper, and fearing it might still be entered, it has posted ferocious waves (波濤) as guards day and night.

Humans are the most curious creatures, animals with extraordinary wisdom (智慧). Tormented nightly by the sounds of the sea's ferocious guards (把守꾼), unable to sleep, and daily gazing upon the vast sea's tightly shut heart, their curiosity grew unbearably large. As it grew, they could not remain idle and used their wisdom to try and uncover it.

First, they felled a large tree, hollowed out a dugout (귀웅), and floated it at the harbor (浦口). Then, taking a pole (석가래), they boarded the dugout and tried paddling around on the sea. Seeing the dugout glide smoothly over the calm water as they poled it, how happy they must have been! Those standing on the shore must have raised their hands and shouted "Manse!", while those in the dugout must have responded in kind. Afterwards, it became the big talk of the village (洞內). Women would gather and say:
- It's amazing! A wooden dugout floats bobbing on the water, doesn't it?
Another woman would add:
- That's not all! Even with three or four people on board, it doesn't sink!
- I thought only fish traveled by water, but now people can travel by water too!
Children would plead:
- Mom, can I ride it too? Huh?
As the news (所聞) spread like this, people carrying bundles (보ㅅ다리) came <42> from mountain villages to see, gathering at the harbor. And so, the harbor prospered.

They named the dugout "bae" (배, boat) and the pole "satdae" (삿대, punt pole).

Perhaps initially, some playful and nimble person tried it as a game. But it turned into a means of livelihood (밋천), used to catch fish and gather seaweed for profit (利). Other people probably just sniffed dismissively at first, thinking, "What a crazy fellow, doing such a dangerous stunt." But seeing his profits, they started saying, "Me too, me too."

Thus, countless dugout boats (귀웅배) filled the coastal waters (近海). Consequently, profits (利) diminished. Seeing this, another clever person (怜悧한 사람) attempted to venture beyond the harbor. But the jealous sea, angered that its hidden secrets were being revealed one by one to humans, gave strict orders (嚴令) to its guard, the waves (波濤). When the boats just bustled (복작댈) within the harbor, the waves could do little, no matter how they raged, because the land was too close. But when this small dugout boat, relying only on the clever person's curiosity, ventured outside the harbor, the waves, finally getting their chance for revenge (報讎), challenged it fiercely. As a result, this first young conqueror of the sea met a tragic end, becoming a sacrifice (犧牲) to the sea.

Because of this, tears and sighs first came to the homes of seafarers, and people grew even more fearful of the sea.

However, human curiosity did not diminish. As fear of the sea grew, so did curiosity. So this time, learning from the failure of the dugout boat, they devised ways to build a different kind of boat. Then, some skillful person cut timber to make planks (늘) and assembled the planks to build a boat. Even in appearance alone, it was incomparably sturdier and better than the dugout boat. They launched it and set out again to battle the sea, partly to avenge their dead brothers (兄弟).

In coastal waters (近海), it was much the same as before. Rowing energetically, they ventured outside the harbor. It had more endurance than the dugout boat, but if attention lapsed even slightly, shipwrecks occurred, and people died. Still, they kept fighting, trying to unlock the sea's secrets. Why wouldn't their curiosity grow stronger even as they offered sacrifices (犧牲者)? Especially when the Devil's breath (惡魔의 입김) and the Iron Leaf Gate (鐵葉의 門) seemed entirely composed of secrets.

They added masts (돗대) and rudders (키), trying with all their might and skill to overcome the waves. Still, they couldn't even dream of undertaking ocean voyages (遠洋 航海).

Finally, humans conquered the sea after all. They finally avenged all the past victims (犧牲者) of the sea. The steam boiler (蒸汽口罐) brought the joy of victory not only on land but gave an even greater victor's joy on the sea.

That steamship (汽船), filling the harbor (港口) as it docks its massive body, puffing out black smoke like a general from old tales smoking tobacco—that is the weapon (戰具) with which humans, after long struggles, play the role of the sea's conqueror.

When its majestic hull moves, slicing white paths straight through the sea's heart as it speeds into the ocean (大洋), the sea's guard, the waves (波濤), enraged to the core, clench their teeth and roar, rushing fiercely. They charge our weapon like a thousand troops and ten thousand horses (千兵萬馬). But our son of wisdom (智慧의 아들) doesn't bat <43> an eye, loudly signals with the engine sound, and confronts the enemy head-on (敵頭). The waves suffer a crushing defeat (慘敗), utter a final scream (悲鳴), collapse with a gurgle (벅으그), and the following waves turn tail and flee (뺑손이) in terror. The ship, displaying even more vigor (긔운), churns the sea wildly with its propeller (푸로펠라), and the sea can only heave and swell like a corpse (죽송장).

Ah, the ship! Black smoke, powerful steam whistle (汽笛)! Conqueror that has pierced the heart of the sea, meant to remain secret forever! Ah, with this, humans have come to wear the victor's crown (冕旒冠) over the sea. Oh, ship!

I also want to speak of the sea this way: as the Devil's Moat (魔의 濠) that imprisoned our Eastern and Western Hemispheres (東西 兩半球), preventing communication forever.

The two hemispheres, divided East and West, under the spell (術數) of the Devil's Moat, could not see each other's faces nor hear each other's voices. The two hemispheres almost lived out their existence unaware if the other even existed (하마하드면).

The Eastern Hemisphere (東半球) might have clamored that it alone was the Earth, and the Western Hemisphere (西半球) might have clamored that it alone was the Earth, engaging in narrow-minded and foolish (투미한) talk. And the wealth of the two hemispheres could not circulate between them; each might have suffered, unable to fill its deficiencies (缺乏), weeping from excess (過剩) and shortage (不足).

Thinking about it, it was no small misfortune and a truly frustrating situation.

However, humans, while striving only to uncover the sea's secrets, unexpectedly breached the Devil's Moat and connected the two hemispheres. Truly unexpected! Even Columbus (콜럼버스) didn't know it was the Western Hemisphere, calling it the West Indies (西印度).

Thus, humans began to mutually supplement excess and shortage, and the two hemispheres came to live like next-door neighbors (엽집). The Devil's Moat has now, conversely, become a fine road called "pavement" (페이브멘트).

The ship! The ship docking and departing from the harbor (港口)! The ship that daily carries people and goods (財物), running East and West! The ship that makes the Rose of Sharon (無窮花) bloom in human history and gives milk and honey (젓과 기름) to human life! Oh, ship! You are indeed the exquisitely beautiful son of human wisdom! - 26, 4, 18 - <44>

**Summary**

This piece consists of two sketches by Im Yŏngbin. The first describes the harsh realities of third-class travel aboard a ship to America in 1926, detailing the cramped, unsanitary, and uncomfortable conditions, the poor food, and the stark class differences highlighted by restrictions and the better provisions of Japanese passengers. The second sketch offers a more romantic and historical perspective on seafaring, tracing humanity's journey from primitive boats to mighty steamships, celebrating the ship as a symbol of human ingenuity, conquest over nature (the sea), and the pivotal tool that connected the Eastern and Western Hemispheres, overcoming the "Devil's Moat" to foster global exchange.

From a historical perspective, the article provides a valuable first-hand account of the difficult conditions faced by Koreans traveling abroad during the colonial period, likely for education or labor, contrasting their experience with that of Japanese passengers who seemed better prepared and perhaps better treated. The author's reflections on inequality ("money is valued more than people"), his comparison of Korean and Japanese passengers' habits (reading magazines), and his underlying sense of national aspiration ("What names will they make for themselves... fluttering splendid coattails?") offer insights into the social dynamics and consciousness of Koreans under Japanese rule seeking opportunities overseas. The second sketch, while more general, reflects a broader discourse on modernity, progress, and overcoming barriers, common themes in the era.

**Named Entities**

任英彬	임영빈	Im Yŏngbin
日人	일인	Japanese person
쌘프랜씨스코	샌프란시스코	San Francisco
하와이	하와이	Hawai'i
朝鮮사람	조선사람	Korean person
韓	한	Han
洪	홍	Hong
米洲	미주	America / The Americas
米國	미국	America / USA
太平洋	태평양	Pacific Ocean
東半球	동반구	Eastern Hemisphere
西半球	서반구	Western Hemisphere
콜럼버스	콜럼버스	Columbus
西印度	서인도	West Indies
日本人 勞働者	일본인 노동자	Japanese laborers
日本	일본	Japan
朝鮮	조선	Korea / Chosŏn

**Glossary**

三等船室	삼등선실	Third-class cabin
스켓취	스케치	Sketch (from English)
蠶室	잠실	Silkworm rearing room
蠶箔	잠박	Silkworm tray
언끼	얹기	To place upon, to mount (older spelling/form of 얹기)
蠶架	잠가	Shelf/rack for silkworm trays
실엉	시렁	Shelf, rack
뻬드	베드	Bed (loanword from English, older transliteration)
뒤웅박	뒤웅박	A type of gourd dipper
업다	없다	To not exist, to lack (older spelling)
닥치어	닥치어	Approaching, crashing upon (base form 닥치다)
뛸처들어올	뛰쳐들어올	To jump/leap into (older spelling/form of 뛰쳐들어올)
채밋처	채미처	Not yet, before reaching a certain point (older form/dialectal? related to 채/차마)
흘인	흐린	Cloudy (older spelling of 흐린)
밧던지	박든지	To hit/bump (base form 박다, older spelling)
쫍겟스니까	찧겠으니까	Because one would hit/bump (base form 찧다, older spelling/form)
그러타	그렇다	To be so, like that (older spelling)
덥개	덮개	Cover, blanket
깔개	깔개	Something to lay underneath, bedding mat
스틤	스팀	Steam, heating (loanword, older transliteration)
도야지	돼지	Pig (older form/dialectal)
북덕이	북더기	Heap of straw or chaff (used for bedding)
여페	옆에	Beside, next to (older spelling)
日人	일인	Japanese person
아이를 나키는	아이를 낳기는	Giving birth to children (older spelling of 낳다)
淘汰	도태	Natural selection, elimination, culling
밋천	밑천	Capital, seed money, means
甲板	갑판	Deck (of a ship)
군음식	군음식	Snacks, food sold outside regular meals
빗갈난	빛깔난	Colorful, splendid (older spelling of 빛깔 난)
옷자락	옷자락	Hem of a garment, coattails
긔운	기운	Energy, spirit, vigor (older spelling)
꼿놀이	꽃놀이	Flower viewing (picnic)
게집	계집	Woman (archaic, potentially derogatory)
니야기	이야기	Story, talk (older spelling)
貴히 녀기다	귀히 여기다	To regard as precious, to value highly (older spelling of 여기다)
귀웅	귀웅	Hollowed log, dugout canoe
삿대	삿대	Pole, punt pole
복작댈	복작댈	To bustle, to be crowded and noisy
늘	널	Plank, board (older form/spelling)
돗대	돛대	Mast (of a ship)
키	키	Rudder (of a ship)
뿌듯하게	뿌듯하게	Feeling full, brimming, swelling with pride/satisfaction
戰具	전구	Weapon, instrument of war/conquest
새하야케	새하얗게	Pure white (older spelling)
내바드니	내받으니	To receive head-on, to confront (base form 내받다)
뺑손이	뺑소니	Hit-and-run; here contextually: fleeing quickly, turning tail
푸로펠라	프로펠러	Propeller (loanword, older transliteration)
쓰게 되엇다	쓰게 되었다	Came to wear/use (older spelling of 되었다)
魔의 濠	마의 호	Devil's Moat
하마하드면	하마터면	Almost, nearly (older spelling)
투미한	투미한	Foolish, dull, stupid
젓과 기름	젖과 기름	Milk and honey (idiomatic for abundance, richness)


---------------------------


잡지명	동광 제4호
발행일	1926년 08월 01일
기사제목	三等船室 -「스켓취」2-
필자	任英彬
기사형태	회고·수기

三等船室 -「스켓취」2-
						任英彬
蠶室에 蠶箔을 언끼 위하여 蠶架를 맨 것처럼 노피 7, 8尺되는 방에 두 層으로 실엉을 매고 「뻬드」를 꾸미어 노흔 것이 三等船室이다. 큰 房은 20平方尺쯤 되겟는데 길 내노코 짐 둘 곳 내노코 58人分의 「뻐드」가 잇스며 작은 房은 큰 房의 절반이나 될까한데 거긔도 길내노코 짐 들 곳 내노코 22人分의 「뻬드」가 잇다. 窓은 中 뒤웅박 하나 나아갈까 한데 큰 방엔 셋 작은 방엔 둘이 잇다. 그런데 名色이 窓이지 4, 6時中 열어 노흘 수는 업다. 열어노키 곳하면 닥치어 오는 물ㅅ결이 어떤 놈들이 이 구먹 속에 잇나 하고 뛸처들어올 것이다. 그래서 空氣의 流通은 天井에 通幾穴로 하나 채밋처 流通이 되지 못하여 늘 불결한 공기가 잇서서 좀 오래 잇스면 골이 아파진다. 光線도 들어오지 못하여 맑은 날에도 窓엽만 변하고 흘인 날은 電燈만 업섯스면 까막잡기 하기에 꼭 알마즐만 하다」＜40＞

허리를 펼 수 업서
「뻬드」는 곡구라 가튼 천으로 들것 모양으로 만들어 걸이쇠에 걸엇다. 넓이가 어찌 좁은지 보통 몸ㅅ집을 가진 사람이 누어서도 용신을 맘대로 할 수가 업다. 그리고 「뻬드』에 안즈면 허리를 펼 수가 업다. 허리를 폇다가는 정수리를 밧던지 이마를 쫍겟스니까 그러타.
덥개도 아니 주고 깔개도 아니 주고 또 「스틤도」아니 준다. 아마 三等 船客은 冷血 動物로 아나보다. 도야지 만큼도 안 알아주는 것 갓다. 도야지에게도 북덕이는 주는데. 내가 이런 말을 여페 잇는 日人에게 하엿더니 그의 말이 재미잇다.
-우리 우리 가난한 사람은 다 죽고 남은 튼튼한 놈들이니까 아무러케 하던지 죽을 念慮는 업스니까 安心하시오.
有理한 말이다. 가난한 사람은 가난한 까닭에 아이를 나키는 만히 하되 營養을 충분히 못 주어 오래 살지 못할 놈은 미리 어려서 淘汰가 되고 오래 살 튼튼한 놈만 남앗스니까 말하면 天公의 健强 試驗에 패스한 사람만 남앗스니까 이제는 걱정할 것이 업다. 그러나 富者는 富者인 만큼 낫는 대로 길르기를 잘하나 그 者들은 조금만 불편하면 건강에 해를 밧는 못난 몸을 가젓다. 이리 생각하고 보니까 안심은 되나 그래도 속은 늘 괴어잇다. 여러번 航海해 본 사람들은 이런 줄을 알아서 덥개 깔개를 충분히 가지고 와서 뜨뜻이 잔다. 그러나 이 초대인 나는 아무 것도 준비한 것이 업다가 고생을 한다. 담료를 배에서 주지는 안코 貰는 주는데 맛모르고 덥고 깔량으로 둘만 貰냇다가 추어 견댈 수가 업서서 하나 더 貰냇는데 「쌘프랜씨스코」까지 셋에 2圓 40錢. 셋도 춥기는 하엿스나 「하와이」 가까히부터는 괜찬핫다. 그런데 그 담료는 털북숭이가 되어서 옷이 닷키가 무섭게 털이 작고 뭇는다. 그래서 「떽크」에 나가면 어느 북덕이 속에서 한참 딍굴다가 나온 놈 갓다.

고치장이 업섯던들
찟타가 만것 가튼 쌀로 덩어리 밥을 지어서는 그것을 먹으란다. 반찬은 日本사람이 먹는 반찬인데 일본사람도 끼니 때마다 반찬 타박을 하노라고 찡찡 대는 것을 서너가지 준타. 日人들은 담료들을 가지고 와서 잘 자듯이 반찬도 豊盛히 가지고 와서 잘 먹는다. 나는 同行인 우리 친구가 가지고 온 고치장이 업섯던들 거진 굶어 갈뻔 하엿다.
나제는 밥만 먹다 말라는 듯이 밥 시간이 바쁘다. 아츰은 일곱시, 점심은 열한시 반, 저녁은 네시. 甲板 우에서 정신업시 놀다가는 끼니 때를 일허 굶게 될 것이다. 그리고 그 남은 時間에는 그들은 군음식을 팔러 다닌다. 正食은 밥과 반찬이 아울러 거츨고 맛업는 것이나 이 군음식은 남의 비위를 근드리고야 말 만콤 조타. 이러케 군음식이 조하서 사먹을 뿐 아니라 바쁜 밥 시간에 먹은 것이 얼마 못되어 배고파서도 사 먹는다. 그들은 장사는 利먹자는 장사라는 말을 고대로 얌전하게 實行하는 者들이다.

조선 사람은 단 세 사람
나는 甲板에 나가면 二等船客 외에 昇降을 禁함 이라고 하는 牌가 부튼 것을 보고 늘 불쾌함을 느끼엇다. 저것도 不平等 不自由를 걸머지고 잇는 舊時代의 묵업이 아니냐? 모든 葛藤의 導火線이 아니냐? 이러케까지 風을 치지 안는다 하여도 사람보다 돈을 貴히 녀기다는 表蹟이＜41＞ 아니냐? 돈이 사람을 만들엇다는 結論을 어들만한 前提가 아니냐?
이 배에 나와 함께 탄 三等 船客은 말끔 日本人 勞働者들이다. 朝鮮사람은 나와 韓이라는 이가 잇슬 뿐이다. 通혀 이박기 朝鮮사람은 B二等에 洪이라는 이까지 세 사람박게 못된다. 이 세 사람은 白面書生으로 광주리를 지고 멀리 米洲에 배움을 닥그러 가는 것이다. 얼마나 한 抱負와 얼마나 한 志介가 잇느냐? 將次 무슨 이름이 잇서서 빗갈난 옷자락을 날리겟느냐? 나는 가만히 물ㅅ결 소리와 「엔진」소리를 들으면서 안타까운 꿈을 꾸엇다.
日本사람들은 米國에 다 市民權이 잇는 사람으로 이 太平洋 우에를 3, 4次식 적더라도 航海한 사람들이다. 어떤 사람은 米國서 낫다는 아이를 4, 5人식 다리고 잇다. 그리고 그들의 이야기를 들으면 상당히 成功한 사람도 잇고 그만은 못하여도 거진 다 한 밋천을 잡은 사람들이다.
그들은 勞働者이지마는 米國가튼 나라에 가서 勞働者가 되어 그런지 노가닥패ㅅ맛이 업고 썩 점잔타. 맘들도 매우 넓어 만이 대륙적 긔운에 傳染이 된 듯하다.
그들은 雜誌ㅅ卷 아니 가진 사람이 업다. 이것이 나를 퍽 놀래게 하엿다. 늘 나는 남의 하는 일을 보면 우리의 하는 것과 비교하여 보는 일이 잇는데 이것도 비교하여 보다가 比較도 아니 되니까 슬프게 고만 두엇다. 그들이 꼿놀이 게집 니야기를 熱心으로 하다가도 雜誌를 들고 안즈면 또 그만침 열심으로 읽는 것을 보고 암만해도 興해 가는 民族은 다르고나 하고 歎息 아니 할 수가 업섯다. -26, 4, 3-

航海 -「스켓취」3-
바다는 그 가슴에 무슨 秘密인지 永遠히 들어내지 안으량으로 기피 기피 감추고도 幸혀나 들어가게 되지 안흘까 㤼이 나서 또 兇獰한 波濤로 밤낫 잔뜩 把守를 뵈엇슴니다.
사람들은 궁금증이 가장 만흔 무리요. 智慧가 매우 남다른 動物이라 밤마다 잠을 못 일우게 바다의 兇獰한 把守꾼의 把守보는 소리를 한고 낫마다 茫茫한 바다의 꼭 닷친 가슴을 바라 볼 때에 그 궁금증이 견댈 수 업시 크다고 커가는 대로 가만히 잇슬 수가 업서서 잇는 智慧를 써 그것을 알아보려고 하엿슴니다.
처음에 그들은 크다란 나무를 하나 비어다가 귀웅을 파서 浦口에 띄웟지오. 그리고 석가래를 한아 갓다가 그 귀웅에 올라타고 저어서 바다 우에를 다녀 보앗슴니다. 그 귀웅이 석가래로 젓는 대로 퍈한 물 우에로 미끄러지듯이 떠나가는 것을 보고 그들은 얼마나 기뻐하엿겟슴니까? 언덕에 서 잇는 사람들은 손을 들고 萬歲를 불럿슬 것이요. 귀웅에 탄 사람은 마즌 소리를 내엇슬 것임니다. 그 뒤에 洞內에서는 큰 이야기ㅅ거리가 되어 女人들은 모이면
-이상해요. 나무 귀웅이 물에 둥실둥실 떠 다니겟지요?
다른 女人은
-그 뿐이오. 사름이 서넛식 타도 갈아 안찌도 안치오.
-난 고기만 물로 다니는 줄 알앗더니 이제는 사람도 물로 다니게 되엇구려!
아이들은
-엄마 나도 좀 타 봣스면? 흥!
