Rank	Word	Frequency
1	하야	659
2	우리	307
3	사람	207
4	나	182
5	안이	169
6	말	161
7	世界	124
8	기사	101
9	가티	100
10	自己	87
11	하니	86
12	무엇	77
13	하나	76
14	吾人	74
15	開闢	73
16	小說	71
17	또한	69
18	리하	69
19	朝鮮	67
20	가지	66
21	今日	65
22	하엿다	62
23	社會	60
24	生活	58
25	하리	57
26	하얏다	54
27	이나	53
28	제호	52
29	섯다	52
30	잡지	51
31	개벽	51
32	발행	51
33	제목	51
34	형태	51
35	소리	51
36	過去	51
37	人類	50
38	重植	49
39	人生	48
40	다시	47
41	코저	47
42	하라	46
43	惠淑	46
44	이오	45
45	事件	45
46	보고	44
47	東昊	44
48	눈	43
49	問題	42
50	서로	41
51	로부터	40
52	如何	40
53	勿論	40
54	敎育	39
55	무슨	38
56	宇宙	38
57	事實	38
58	로써	37
59	어머니	37
60	人物	37
61	害毒	37
62	先生	37
63	太陽	37
64	레나	36
65	손	35
66	世上	35
67	關係	35
68	딸아	34
69	그것	34
70	靑年	34
71	幸福	33
72	生覺	33
73	方法	33
74	집	32
75	努力	32
76	다만	32
77	모든	31
78	將來	31
79	意味	31
80	마련	31
81	필자	30
82	이치	30
83	잇스	30
84	活動	29
85	時代	29
86	以上	29
87	생각	29
88	硏究	29
89	利用	29
90	인사	28
91	사랑	28
92	人民	28
93	思想	28
94	당신	28
95	이외	27
96	더욱	27
97	마음	27
98	只今	27
99	自我	27
100	얼마나	26
101	解決	25
102	苦痛	25
103	스스로	25
104	여러	25
105	하노	24
106	國家	24
107	必要	24
108	精神	24
109	目的	24
110	脚本	24
111	果然	23
112	가장	23
113	반듯이	23
114	平和	23
115	價値	23
116	多數	23
117	創造	23
118	工業	23
119	이제	22
120	民族	22
121	希望	22
122	自然	22
123	理想	22
124	自覺	21
125	그러케	21
126	누구	21
127	無限	21
128	不過	21
129	利害	21
130	아아	20
131	데모크라시	20
132	나니	20
133	要求	20
134	祖先	20
135	신도	20
136	물	19
137	서서	19
138	始作	19
139	階級	19
140	現在	19
141	完全	18
142	農村	18
143	동안	18
144	가운	18
145	動力	18
146	石炭	18
147	슴니	17
148	먼저	17
149	生命	17
150	文明	17
151	나라	17
152	事業	17
153	政治	17
154	改造	17
155	하얏스	17
156	스리	17
157	하엿슴니	17
158	잇슴	16
159	이면	16
160	부터	16
161	눈물	16
162	하자	16
163	個人	16
164	父母	16
165	듯이	16
166	아모	16
167	입	16
168	人間	16
169	信仰	16
170	처음	16
171	進化	16
172	作者	16
173	논설	15
174	이란	15
175	엇더케	15
176	어대	15
177	그대로	15
178	讀者	15
179	發達	15
180	一般	15
181	狀態	15
182	귀	15
183	다른	15
184	不能	15
185	同時	15
186	發見	15
187	不可	15
188	道德	15
189	表現	15
190	其他	15
191	同一	15
192	宗敎	15
193	多少	15
194	戱曲	15
195	性格	15
196	까닭	14
197	하랴	14
198	너	14
199	各各	14
200	時間	14
201	經驗	14
202	儀節	14
203	眞理	14
204	所以	14
205	동무	14
206	觀察	14
207	主人公	14
208	지라	14
209	水力	14
210	馬力	14
211	第幕	14
212	唯一	13
213	如此	13
214	農民	13
215	絶叫	13
216	亦是	13
217	노래	13
218	머리	13
219	煩悶	13
220	畢竟	13
221	한지	13
222	만일	13
223	元來	13
224	結果	13
225	舞臺	13
226	自由	13
227	當時	13
228	工夫	13
229	컨대	13
230	文化	13
231	偉人	13
232	불가리아	13
233	어서	12
234	이름	12
235	支那	12
236	組織	12
237	大槪	12
238	모도	12
239	나무	12
240	엇다	12
241	업도	12
242	歲月	12
243	全體	12
244	少女	12
245	얼굴	12
246	안일	12
247	談話	12
248	天下	12
249	現代	12
250	變化	12
251	子孫	12
252	니체	12
253	如斯	12
254	今後	12
255	確實	12
256	開闢君	12
257	成分	12
258	크게	11
259	업스	11
260	대로	11
261	爲先	11
262	兄弟	11
263	地球	11
264	주의	11
265	로서	11
266	運動	11
267	歷史	11
268	漸次	11
269	動機	11
270	說明	11
271	다가	11
272	悲劇	11
273	제발	11
274	勞働問題	11
275	하엿스	11
276	然則	11
277	成功	11
278	孔子	11
279	天地	11
280	露西亞	11
281	잇슴니	10
282	英國	10
283	主張	10
284	全部	10
285	悲哀	10
286	資本家	10
287	마치	10
288	발	10
289	사이	10
290	이지	10
291	잇슬	10
292	더니	10
293	때문	10
294	참으로	10
295	注意	10
296	利益	10
297	奇蹟	10
298	살기	10
299	하얏	10
300	不知	10
301	强者	10
302	弱者	10
303	말로	10
304	記錄	10
305	最近	10
306	이로	10
307	代表	10
308	發展	10
309	安全	10
310	檀君	10
311	主人	10
312	男子	10
313	하겟도	10
314	增加	10
315	描寫	10
316	新宗敎	10
317	現象	10
318	어머님	10
319	여러분	9
320	업슴니	9
321	대한	9
322	오히려	9
323	方面	9
324	所謂	9
325	徹底	9
326	男女	9
327	不得已	9
328	不得	9
329	繼續	9
330	紹介	9
331	수가	9
332	바로	9
333	저녁	9
334	얼마	9
335	하겟다	9
336	아모리	9
337	거름	9
338	現今	9
339	來日	9
340	永遠	9
341	其中	9
342	絶對	9
343	바다	9
344	잡저	9
345	人事	9
346	비록	9
347	感情	9
348	압흐	9
349	고저	9
350	杞憂	9
351	萬若	9
352	天文學	9
353	滋味	9
354	最大	9
355	身體	9
356	能力	9
357	可憐	9
358	民衆	9
359	理解	9
360	判斷	9
361	地方	9
362	航海	9
363	船長	9
364	原因	9
365	故鄕	9
366	一部	9
367	進步	9
368	無數	9
369	容易	9
370	新現象	9
371	勃興	9
372	太陽熱	9
373	供給	9
374	이도	8
375	하든	8
376	널리	8
377	智識	8
378	獨逸	8
379	大學	8
380	日本	8
381	由來	8
382	引導	8
383	同胞	8
384	고개	8
385	하닛	8
386	한참	8
387	아래	8
388	마는	8
389	일이	8
390	女子	8
391	西洋	8
392	運命	8
393	母親	8
394	境遇	8
395	一時	8
396	사상	8
397	正義	8
398	不然	8
399	中心	8
400	經濟的	8
