잡지명	삼천리 제7권 제1호
발행일	1935년 01월 01일
기사제목	龍山 軍司令部를 싸고 도는 新聞記者陳 (The Lineup of Newspaper Reporters Surrounding the Yongsan Army Command)
기사형태	소식 (News Report)

龍山 軍司令部를 싸고 도는 新聞記者陳

1931년 9월 18일! 이 날은 極東의 地圖빗을 달느게 물들이게 하든 滿洲事變 나든 첫날밤이다.
關東軍 출동의 飛報는, 東京 三宅坂에 잇는 參謀本部에도 왓겟거니와 겨우 鴨綠江을 하나 隔하여 잇는 朝鮮의 龍山 軍司令部에도 왓다.
이날 밤 심야, 軍司令部의 將官室에는 지금은 下關要塞 司令官을 거처서 臺灣 軍司令官이 된 당시의 朝鮮軍參謀長 兒玉中將이, 여러 參謀를 거느리고 지도를 펴보며 긴장하여 잇섯다. 조곰 뒤이어 就寢 중이든 軍司令官 林大將(지금의 陸軍大臣)도 正服하고 나왓다. 龍山잇는 20師團의 들창마다 비상시 照燈이 켜진 것은 물론 이어니와, 軍司令部의 各房에도 휘황히 전등이 켜지엇섯다.
한참만에 신문기자들이 혹은 자동차로 혹은 인력거로 질풍가치 모라 왓다. 그래서는 참모를 붓잡고 戰況을 물엇다.

一世의 注目은 龍山에 몰렷다. 龍山군대의 동향, 軍司令官의 명령! 여기에 몰렷다. 鴨綠江을 너머 오는 비보는 각각으로 戰局의 확대를 報하엿다. 東京서 오는 전보도 각각으로 重要味를 加하엿다.
마츰내 龍山驛으로부터는 군대열차가 출발하엿다!
여기까지에 미치기까지의 신문기자들의 활약은 실로 눈부시엇다. 寸刻을 다투엇다. 온-세상의 注目도 龍山으로 내닷는 신문기자의 뒤발굼치를 따라 긴장하여 젓다.
그러나 總督府나 어느 경찰서에 중대 사건이 突發하여 활동하는 것과는 달넛다. 行政官廳에 대한 材料는 엇기 쉬웟다. 그러나 軍部側의 情報엇기는 용이한 일이 아니엇다. 이것은 직접 국가의 운명에 관련되는 量大 軍秘가 만흔 까닭에 기자들의 고심은 여간 아니엇다.

그런데 대체로 말하면 龍山 軍司令部 기자단의 존재는 이 滿洲事變 전까지는 그리 중요한 그룹이 아니엇섯다. 그러기에 各社에서도 總督府에 보내드시 一流人物을 뽑아 보내지 아니 하엿다. 그리든 것이 이 一事로 아연 중대시하게 되엇스니 사변 후로는 각사에서도＜82＞ 機敏한 수완 가진 인물을 派送케 되엇다. 軍司令部 기자단의 당시의 멘버-로 보건대
東亞日報 徐範錫
朝鮮日報 申榮雨
中央日報 李순宰
每日申報 金乙漢
의 사氏요, 그 박게 電報通信, 大阪每日, 朝日, 京城日報, 朝鮮新聞 등 중앙의 일류신문만 12社가 한 명 혹 두 명씩 파송하야 그 陳容이 어마어마 하엿다. 東亞의 徐範錫군과 朝鮮의 申樂雨군으로 말하면 모다, 신문기자 5,6년의 경험 잇서 山戰水戰에 익은 이요. 前日은 사회운동에도 관계하여 정치적 두뇌도 잇는 이라. 과연 未久에 滿蒙形勢 더욱 展聞되매 양군이 손을 맛잡고, 李相協씨, 金佑枰씨 등과 더부러 滿洲日報의 발행자가 되엇든 것이며, 每申의 金乙漢군 역시 故 閔牛步와 어울니어 滿洲로 언론기관을 엇고저 활약하엿섯다.
이 당시는 한창 빗낫다. 그리다가 未久에 各社의 멘버-는 변하엿다. 변하엿스나 역시 軍部側을 중요시하고 일류인물을 파송하고 잇슴을 여전하다. 즉
朝鮮日報 申敬涥
東亞日報 李吉用
中央日報 李순宰
每日申報 李相鎬
의 諸씨와 모다 수완과 年祖가 오랜 이들이다. 特記할 事는 연전 間島 討伐軍을 위문키 위하야 東亞 李吉用, 每日 金乙漢 兩氏가 파견되엇섯다.

軍司令部에서 나오는 기사 재료는 대개 陸軍省에 「新聞班」이 잇드시 「記者係」가 잇서, 여기서 軍秘에 속하지 안는 범위의 재료을 발표한다. 記者係에는 岡本少佐가 마터 主務한다. 陸軍省시 「빤프렛트」를 편찬하드시 하는 일은 아니한다. 그러나 이번에 화제가 되는 육군성의 빤프렛트는 다수히 朝鮮에도 나와 이 少佐의 손으로 朝鮮 신문기자 측에 배포된 것은 물론이다.
신문기자단과 軍司令官의 定期會見은 업다. 總督府에 다니는 기자단은 一週一次式 秘書官 立會 아래 總督來에서 반드시 회견하지만 軍司令官은 행정관청이 아님으로 그럴 필요 업시 정기회견은 업고 그대신 赴任初라든지 연말년시라든지 또는 국경 등지를 순시하고 도라오면 기자단 10여명을 한꺼번에 司令官로室 불너 副官이 선우에 회견하여, 여러 가지 이약이를 한다. 그러고는 연회석가튼 때에 각금 자리를 함께 하는 일이 잇다.＜83＞

**English Translation:**

The Lineup of Newspaper Reporters Surrounding the Yongsan Army Command

September 18, 1931! This day was the first night of the Manchurian Incident, which began to repaint the map of the Far East in different colors.
Urgent reports of the Kwantung Army's deployment likely reached the Army General Staff in Miyakezaka, Tokyo, but they also reached the Yongsan Army Command in Korea, separated only by the Yalu River.
Late that night, in the general officers' room at the Army Command, Lieutenant General Kodama (兒玉中將), then the Chief of Staff of the Korean Army (who later served as the Commander of the Shimonoseki Fortress and is now the Commander of the Taiwan Army), was tensely examining maps with several staff officers. Shortly after, General Hayashi (林大將), the Army Commander who had been asleep (now the Minister of the Army), also came out in full uniform. It goes without saying that emergency lights were turned on in every window of the 20th Division barracks in Yongsan, and lights blazed brightly in every room of the Army Command headquarters as well.
After a while, newspaper reporters rushed in like a gale, some by car, some by rickshaw. They then grabbed staff officers and asked about the war situation.

The world's attention focused on Yongsan. The movements of the Yongsan troops, the Army Commander's orders! Attention was centered here. Urgent news crossing the Yalu River reported the expansion of the war situation one after another. Telegrams arriving from Tokyo also increasingly added to the gravity.
Finally, military trains began departing from Yongsan Station!
The activities of the newspaper reporters up to this point were truly dazzling. They raced against the clock. The attention of the entire world tensely followed the heels of the reporters rushing towards Yongsan.
However, it was different from the activity seen when a major incident occurred at the Government-General or some police station. Obtaining materials concerning administrative offices was easy. But obtaining information from the military side was no easy task. Because there was much crucial military secrecy (軍秘) directly related to the fate of the nation, the reporters' troubles were considerable.

Generally speaking, however, the existence of the press corps covering the Yongsan Army Command was not a particularly important group before this Manchurian Incident. Therefore, each newspaper company did not select and send top-tier individuals as they did for the Government-General. But this one event suddenly caused it to be taken seriously, so after the incident, each company began＜82＞ dispatching individuals with keen resourcefulness. Looking at the members of the Army Command press corps at that time:
Tōa Nippō: Sŏ Pŏmsŏk (徐範錫)
Chōsen Nippō: Sin Yŏngu (申榮雨) [Note: text reads 申樂雨, likely Sin Nagu or a typo for Sin Yŏngu]
Chūō Nippō: Yi Sunjae (李순宰)
Mainichi Shinpō: Kim Ŭrhan (金乙漢)
These four gentlemen, and besides them, top-tier central newspapers such as the News Agency (電報通信), Ōsaka Mainichi (大阪每日), Asahi (朝日), Keijō Nippō (京城日報), Chōsen Shinbun (朝鮮新聞), etc., totaling 12 companies, dispatched one or two reporters each, making for a formidable lineup (陳容). Speaking of Tōa's Mr. Sŏ Pŏmsŏk and Chōsen's Mr. Sin Nagu [or Yŏngu], both had 5-6 years of experience as newspaper reporters, seasoned in all kinds of struggles (山戰水戰). Previously involved in social movements, they also possessed political acumen. Indeed, before long, as the Manchuria-Mongolia situation further developed, the two men joined hands with Mr. Yi Sanghyŏp (李相協), Mr. Kim Up'yŏng (金佑枰), and others to become publishers of the Manshū Nippō (滿洲日報). Similarly, Mainichi Shinpō's Mr. Kim Ŭrhan also worked together with the late Min Ubo (閔牛步) striving to establish a media outlet in Manchuria.
This era shone brightly. Then, before long, the members at each company changed. Although they changed, the practice of regarding the military side as important and dispatching top-tier individuals continued. Namely:
Chōsen Nippō: Sin Kyŏngsun (申敬涥)
Tōa Nippō: Yi Kiryong (李吉用)
Chūō Nippō: Yi Sunjae (李순宰)
Mainichi Shinpō: Yi Sangho (李相鎬)
These gentlemen were all resourceful and experienced individuals. A noteworthy event was when, some years ago, Tōa's Yi Kiryong and Mainichi's Kim Ŭrhan were dispatched to comfort the Kando Punitive Expeditionary Force (間島 討伐軍).

Regarding news materials coming out of the Army Command, just as the Ministry of the Army (陸軍省) has a "Press Section" (新聞班), there is a "Reporter Section" (記者係), which releases materials within the scope not falling under military secrecy (軍秘). Major Okamoto (岡本少佐) is in charge of this section. They do not undertake tasks like compiling pamphlets ("빤프렛트"), as the Ministry of the Army does. However, the Ministry of the Army pamphlets currently under discussion have certainly come to Korea in large numbers and were distributed to the Korean newspaper reporters by this Major's hand.
There are no regular meetings between the press corps and the Army Commander. The press corps covering the Government-General meets without fail once a week at the Governor-General's office with the Secretary present, but since the Army Commander is not an administrative official, there is no need for that, and thus no regular meetings. Instead, upon first taking office, at year-end/new year, or upon returning from inspecting border regions, etc., about 10 members of the press corps are summoned at once to the Commander's office, where they meet with the Adjutant present (副官이 선우에 회견하여), and various stories are told. Then, at occasions like banquets, they sometimes share a table.＜83＞

**Summary**

This 1935 news report details the heightened importance of newspaper reporters covering the Japanese Army Command in Yongsan, Korea, following the Manchurian Incident of 1931. Before the incident, this press assignment was minor, but the strategic importance of the Yongsan command during the conflict elevated the reporters' status, leading major newspapers to assign experienced journalists. The article lists key reporters from Korean and Japanese newspapers (like Tōa Nippō, Chōsen Nippō, Mainichi Shinpō) active during and after the incident, noting some later moved to Manchuria to start newspapers. It also describes the limited and controlled access reporters had to military information and officials compared to civil administration, highlighting the difficulty of covering the secretive military command.

For historians, the article offers insight into the colonial press environment, showing how geopolitical events directly impacted journalistic assignments and the perceived importance of different beats. It reveals the names of prominent Korean journalists working under Japanese rule, their career trajectories (including moves to Manchuria, a key area of Japanese expansion), and the mechanisms through which the Japanese military managed press relations in colonial Korea, contrasting it with the slightly more open Government-General. The mention of specific individuals like Kim Ŭrhan and Yi Kiryong being sent to comfort the "Kando Punitive Expeditionary Force" also starkly highlights the journalists' embedded role within the colonial military structure during sensitive operations.

**Named Entities**

龍山	용산	Yongsan
軍司令部	군사령부	Army Command (referring to 朝鮮軍司令部, Korea Army Command)
極東	극동	Far East
滿洲事變	만주사변	Manchurian Incident
關東軍	관동군	Kwantung Army
東京	동경	Tokyo
三宅坂	삼택판	Miyakezaka
參謀本部	참모본부	Army General Staff
鴨綠江	압록강	Yalu River
朝鮮	조선	Korea
下關要塞	하관요새	Shimonoseki Fortress
臺灣	대만	Taiwan
朝鮮軍參謀長	조선군참모장	Chief of Staff of the Korean Army
兒玉中將	아옥중장	Lieutenant General Kodama
林大將	임대장	General Hayashi
陸軍大臣	육군대신	Minister of the Army
20師團	20사단	20th Division
龍山驛	용산역	Yongsan Station
總督府	총독부	Government-General
滿洲	만주	Manchuria
東亞日報	동아일보	Tōa Nippō
徐範錫	서범석	Sŏ Pŏmsŏk
朝鮮日報	조선일보	Chōsen Nippō
申榮雨	신영우	Sin Yŏngu (Note: Text has 申樂雨, likely Sin Nagu or typo for Sin Yŏngu)
中央日報	중앙일보	Chūō Nippō
李순宰	이순재	Yi Sunjae
每日申報	매일신보	Mainichi Shinpō
金乙漢	김을한	Kim Ŭrhan
電報通信	전보통신	News Agency (likely refers to a specific wire service like Dōmei Tsūshinsha eventually, or Shimbun Rengōsha at this time)
大阪每日	오사카매일	Ōsaka Mainichi
朝日	아사히	Asahi
京城日報	경성일보	Keijō Nippō
朝鮮新聞	조선신문	Chōsen Shinbun
申樂雨	신악우	Sin Nagu (Note: Possibly typo for 申榮雨/Sin Yŏngu)
李相協	이상협	Yi Sanghyŏp
金佑枰	김우평	Kim Up'yŏng
滿洲日報	만주일보	Manshū Nippō
閔牛步	민우보	Min Ubo
申敬涥	신경순	Sin Kyŏngsun
李吉用	이길용	Yi Kiryong
李相鎬	이상호	Yi Sangho
間島	간도	Kando
討伐軍	토벌군	Punitive Expeditionary Force
陸軍省	육군성	Ministry of the Army
岡本少佐	강본소좌	Major Okamoto

**Glossary**

地圖빗	지도빗	Map color/complexion (older form of 빛깔/색깔)
달느게	다르게	Differently (older spelling of 다르게)
하든	하던	Which used to (older spelling/form of 하던)
나든	나던	Which occurred/broke out (older spelling/form of 나던)
잇는	있는	Existing, located in (older spelling of 있는)
왓겟거니와	왔겠거니와	(It) must have arrived, and also... (older form combining past tense, conjecture, and connective)
왓다	왔다	Came, arrived (older spelling of 왔다)
隔하여	격하여	Separated by, across (Hanja-based verb form)
잇섯다	있었다	Was, existed (older spelling of 있었다)
조곰	조금	A little, shortly (older spelling of 조금)
뒤이어	뒤이어	Following, subsequently
就寢	취침	Going to bed, sleeping
-이든	-이던	Who was (doing something); which was (older retrospective suffix)
正服하고	정복하고	Wearing full uniform
이어니와	이어니와	As well as, not to mention (connective particle)
켜지엇섯다	켜지었었다	Had been turned on (older spelling of 켜져 있었다)
한참만에	한참만에	After a while
붓잡고	붙잡고	Grabbing, holding onto (older spelling of 붙잡고)
물엇다	물었다	Asked (older spelling of 물었다)
몰렷다	몰렸다	Was focused, gathered (older spelling of 몰렸다)
너머	넘어	Across, beyond (older spelling of 넘어)
報하엿다	보하였다	Reported (older form of 보도했다 or 알렸다)
重要味	중요미	Importance, gravity (less common today, 중요성 is standard)
加하엿다	가하였다	Added (older form of 더했다 or 가했다)
마츰내	마침내	Finally, at last (older spelling of 마침내)
미치기까지	미치기까지	Up until reaching (that point)
눈부시엇다	눈부시었다	Was dazzling (older spelling of 눈부셨다)
寸刻	촌각	A moment, an instant (lit. 'an inch of carving time')
다투엇다	다투었다	Competed for, fought over (older spelling of 다투었다)
뒤발굼치	뒷발꿈치	Heel (older spelling, lit. 'rear heel')
젓다	졌다	Became wet; here metaphorically 'became tense/absorbed' (older spelling related to 젖다)
달넛다	달랐다	Was different (older spelling of 달랐다)
엇기	얻기	Obtaining, getting (older spelling of 얻기)
쉬웟다	쉬웠다	Was easy (older spelling of 쉬웠다)
軍部側	군부측	The military side
情報	정보	Information
용이한	용한	Easy (Hanja-based adjective)
量大	양대	Large amount, crucial (uncommon term, likely 'immense' or 'weighty')
軍秘	군비	Military secret(s)
만흔	많은	Many, much (older spelling of 많은)
까닭에	까닭에	Because, due to
고심	고심	Hardship, trouble, agony
여간 아니엇다	여간 아니었다	Was not insignificant, was considerable
아니엇섯다	아니었었다	Was not (emphatic past, older spelling of 아니었었다)
보내드시	보내듯이	As (they) sent (older spelling of 보내듯이)
一流人物	일류인물	Top-tier person, leading figure
뽑아	뽑아	Selecting, choosing
아니 하엿다	아니하였다	Did not do (older form of 하지 않았다)
그리든 것	그러던 것	That which was so (older form of 그러던 것)
一事	일사	One event, this incident
아연	아연	Suddenly, unexpectedly (adverb)
중대시하게	중대시하게	To be regarded as important
되엇스니	되었으니	As it became (older spelling of 되었으니)
-케 되엇다	-게 되었다	Came to be (doing something) (older spelling)
멘버-	멤버	Member (loanword from English)
박게	밖에	Outside of, besides (older spelling of 밖에)
파송하야	파송하여	Dispatching, sending (older form of 파송하여)
陳容	진용	Lineup, formation
어마어마 하엿다	어마어마하였다	Was formidable, imposing
-군	-군	Mr. (suffix for males, often younger or familiar)
모다	모두	All, both (older spelling of 모두)
잇서	있어	Having (older spelling of 있어)
山戰水戰	산전수전	Lit. 'mountain battles, water battles'; all sorts of hardships/experiences
익은 이요	익은 이요	Is one who is accustomed/experienced, and... (older form)
前日	전일	Formerly, in the past
두뇌	두뇌	Brain, intellect
-이라	-이라	Is (copula, often literary or older form)
未久에	미구에	Before long, soon (Hanja-based adverb)
展聞되매	전문되매	As (it) developed/unfolded (older connective form)
양군	양군	Both gentlemen
맛잡고	맞잡고	Holding hands, joining forces (older spelling of 맞잡고)
더부러	더불어	Together with (older spelling of 더불어)
발행자	발행자	Publisher
되엇든	되었던	Who had become (older spelling of 되었던)
어울니어	어울니어	Getting together with (older spelling/form, likely of 어울려)
엇고저	얻고자	Seeking to obtain (older spelling of 얻고자)
빗낫다	빛났다	Shone, was brilliant (older spelling of 빛났다)
그리다가	그러다가	Then, after that (older spelling of 그러다가)
변하엿다	변하였다	Changed (older form of 변했다)
변하엿스나	변하였으나	Although (it) changed (older spelling of 변했으나)
잇슴을	있음을	The fact that (it) exists/is (older spelling of 있음을)
여전하다	여전하다	To be unchanged, as before
年祖	연조	Years of experience, seniority
特記할 事	특기할 사	A matter to be specially recorded/noted
연전	연전	Some years ago
위문키 위하야	위문키 위하여	In order to comfort/visit (older form of 위문하기 위하여)
兩氏	양씨	Both Messrs.
파견되엇섯다	파견되었었다	Had been dispatched (older spelling of 파견되었었다)
新聞班	신문반	Press section/corps
-잇드시	-있듯이	Just as there is (older spelling of -있듯이)
記者係	기자계	Reporter section/liaison
마터	맡아	Taking charge of (older spelling of 맡아)
主務한다	주무한다	To be principally in charge of
빤프렛트	팜플렛	Pamphlet (loanword, older transliteration)
편찬하드시	편찬하듯이	As (they) compile (older spelling of 편찬하듯이)
다수히	다수히	In large numbers
배포된	배포된	Distributed
定期會見	정기회견	Regular meeting/press conference
업다	없다	Does not exist, there is no (older spelling of 없다)
一週一次式	일주 일차식	Once-a-week style/format
立會 아래	입회 아래	With (someone) present/attending
總督來	총독래	Governor-General's coming/presence (possibly means 총독 관저 'Governor-General's residence' or 'office')
행정관청	행정관청	Administrative office/agency
아님으로	아니므로	Because (it) is not
업시	없이	Without (older spelling of 없이)
赴任初	부임초	Beginning of one's assignment/appointment
년말년시	연말연시	Year-end and New Year
순시하고	순시하고	Inspecting, touring
도라오면	돌아오면	When (one) returns (older spelling of 돌아오면)
한꺼번에	한꺼번에	All at once
불너	불러	Calling, summoning (older spelling of 불러)
副官	부관	Adjutant, aide-de-camp
선우에	선우에	(?) Ambiguous. Possibly '선두에' (at the lead/first) or '입회 하에' (in attendance/present). Context suggests 'present'.
회견하여	회견하여	Meeting, having an interview
이약이를 한다	이야기를 한다	Tells stories, talks (older spelling of 이야기)
연회석가튼	연회석 같은	Like a banquet seat/occasion (older spelling of 같은)
각금	가끔	Sometimes, occasionally (older spelling of 가끔)


---------------------------


잡지명	삼천리 제7권 제1호
발행일	1935년 01월 01일
기사제목	龍山 軍司令部를 싸고 도는 新聞記者陳
기사형태	소식

龍山 軍司令部를 싸고 도는 新聞記者陳
1931년 9월 18일! 이 날은 極東의 地圖빗을 달느게 물들이게 하든 滿洲事變 나든 첫날밤이다.
關東軍 출동의 飛報는, 東京 三宅坂에 잇는 參謀本部에도 왓겟거니와 겨우 鴨綠江을 하나 隔하여 잇는 朝鮮의 龍山 軍司令部에도 왓다.
이날 밤 심야, 軍司令部의 將官室에는 지금은 下關要塞 司令官을 거처서 臺灣 軍司令官이 된 당시의 朝鮮軍參謀長 兒玉中將이, 여러 參謀를 거느리고 지도를 펴보며 긴장하여 잇섯다. 조곰 뒤이어 就寢 중이든 軍司令官 林大將(지금의 陸軍大臣)도 正服하고 나왓다. 龍山잇는 20師團의 들창마다 비상시 照燈이 켜진 것은 물론 이어니와, 軍司令部의 各房에도 휘황히 전등이 켜지엇섯다.
한참만에 신문기자들이 혹은 자동차로 혹은 인력거로 질풍가치 모라 왓다. 그래서는 참모를 붓잡고 戰況을 물엇다.
一世의 注目은 龍山에 몰렷다. 龍山군대의 동향, 軍司令官의 명령! 여기에 몰렷다. 鴨綠江을 너머 오는 비보는 각각으로 戰局의 확대를 報하엿다. 東京서 오는 전보도 각각으로 重要味를 加하엿다.
마츰내 龍山驛으로부터는 군대열차가 출발하엿다!
여기까지에 미치기까지의 신문기자들의 활약은 실로 눈부시엇다. 寸刻을 다투엇다. 온-세상의 注目도 龍山으로 내닷는 신문기자의 뒤발굼치를 따라 긴장하여 젓다.
