Magazine Title	삼천리 제7권 제1호
Publication Date	1935년 01월 01일
Article Title	그리운 作家, 抱石과 曙海 (Beloved Writers, Posŏk and Sŏhae)
Author	閔丙徽
Article Type	회고·수기 (Memoir/Reminiscence)

Beloved Writers, Posŏk and Sŏhae
						Min Pyŏnghwi

1. It has already been a long time since I received the request from Brother P'ain when I came up to Seoul. Even after coming down, I faced the manuscript paper several times intending to write about Mr. Cho Myŏnghŭi (Posŏk) and Mr. Ch'oe Haksong (Sŏhae) as requested, but idle thoughts prevented me from writing it well. Only now do I finally take up my pen, thinking of these two who have now vanished from the Korean literary scene, to look back on the old days when I read their works.
These two were sound writers possessed by Korea, who once illuminated the literary world. But Mr. Posŏk has already left Korea and gone overseas, and Mr. Sŏhae rests quietly underground. The feeling of longing for these two lost writers newly brushes against my heart.

2. It was the winter nine years ago from now when, sitting in the room of Brother Cho (Posŏk) in C Village where the cold wind brushed by, I wept over sentimentality while reading the poetry collection *On the Spring Grass*. This was the first connection that allowed me to know Cho Myŏnghŭi (Posŏk).
At the time, using the pen name Nowŏl, which carried a strong Southern country sentiment, he published a sentimental poetry collection. Soon after, he was a young man of letters who published translations like *The Living Corpse* (Sansongjang), Tolstoy's work, and *On the Eve* (Kŭ chyŏnnal pam) (Turgenev's work), a small presence in a corner of the literary world.
After coming from Tokyo and joining the T'owŏrhoe literary group, he published the original play *The Death of Kim Yŏngil* (Kim Yŏngil ŭi Sa). As this script was staged by various troupes and gained the spotlight, his presence began to shine.
I cannot speak much about the content of this work here as it doesn't remain clearly in my memory, but in any case, it showed one aspect of the miserable life of poor students studying abroad at the time and well expressed the state of mind of the "intelligentsia" suffering from ideological anguish.
Whereas the works of writers back then—whether novels or plays—were a comprehensive enumeration of love, alcohol, women, and tears, this work was liberated from all these decadent forms and was a sound work, thus winning the favor of the public. A distinctive feature was that the only woman appearing in this medium-length work was a single café waitress.<157>

3. As Mr. Cho Myŏnghŭi, who wrote sentimental poetry under the name Nowŏl, changed his pen name to Posŏk and published the short story "Into the Earth" (Ttang sokŭro) in the March 1925 issue of *Kaebyŏk*, his ideology gradually solidified.
How did the joint review committee of the Korean literary world evaluate this work when it first appeared as his short story?
"Sangsŏp—perhaps this is this person's debut work? Until now, I didn't know what his ideology was, but after seeing this *Into the Earth*, I roughly guessed it. Overall, I believe it's a work largely without failure. There's strength in the content. It depicted, to a certain extent powerfully, one aspect of the life of the so-called pro[letarian] class. (Omitted below)"
Seeing such favorable reviews emerge from this joint review committee, which used to unconditionally label proletarian works as "thema" (propaganda) and slander them, was because the work, though a debut, was soundly written. After Mr. Cho leaped forward, turning into a short story writer, he occasionally released several works to the world.
Among them, the famous ones include "Saekŏji," "Low Pressure" (Chŏgiap), and "Nakdong River" (Naktonggang). Works like "Low Pressure" or "Nakdong River" were beautiful pieces that could be said to be among the first acquired and read in the Korean literary world. The time of my youth as a literary aspirant, sitting in a dim study, listening to the sound of the wind outside while reading "Low Pressure," still dimly evokes reminiscences in my mind.
The suffering life of the "intelligentsia." The desolate figure of the protagonist, receiving a few pennies of his salary after several months, going off to drink. The sight of him returning home after drinking all night, carrying a pound of beef and some Japanese beans (왜콩). The child delighted to see it! The bitter anguish of regretting his drinking. "Who knows the rotting insides of a young man in this land of Korea?... Does that cow passing by over there know..."
The protagonist's monologue—though the work is no more than 6 or 7 pages, it is indeed simple yet solid, the imagery is firm, and it well portrays a small archetype of Korea's powerless intellectual class.
This work deeply pierced the hearts of the contemporary "intelligentsia"! That is why the events unfolded in the novel still appear dimly in my mind.

4. Later, "Nakdong River," which came from his hand, was a work that caused a great sensation in the literary world for a time.
The XX struggle arising on the banks of the Nakdong River, the sacrifice of XX arising there, the union of comrades entangled amidst sacrifice!
He wrote this work with majestic prose. Welcoming a comrade released from XX, crossing the Nakdong River, singing:
Nakdong River! Nakdong River! Even if a thousand years pass, even if ten thousand years pass, how could I forget you!
The daughter of an outcaste (百丁), born carrying the world's misfortune, leaving her lover and seeking another workplace far away! "Roja!"
How many readers were there who did not weep after reading this work? However, because Mr. Kim Kijin gave this work the excessive praise of being a "Second Period Work," it received a rebuttal from Mr. Cho Chunggŏn.
In any case—at that time, the actions in the works were actions, and the mutual criticism among comrades was also proper criticism.
The memory of holding a publication commemoration for Mr. Cho when *Nakdong River* saw publication also comes back dimly.<158> Mr. Cho Chunggŏn—like Mr. Posŏk—has vanished from the literary scene, making the changes in human affairs feel anew.
After that, he left behind the XX work "Mother and Son" (Ŏmŏniwa adŭl), in which bold lines were drawn, and then quietly disappeared from the streets of Seoul, concealing his large frame.

5. The first time I met him was the summer of 1928! When I first saw him sitting with Mr. Yi Kiyŏng at Chosŏn chi Kwangsa, waiting for orders for the publication *Nakdong River*, I just thought he was a dignified person. I still remember telling Song Yŏng that he seemed more like a poet "type" than a writer.
However, there are many interesting anecdotes (예비소트) about him.
He loved silence and was passionate. Early on, during his student days, he gave a speech in his hometown denouncing the Old Doctrine and Young Doctrine (老論少論) factions, causing his uncle (who was said to also have connections to the Confucian scholars (儒林)) to be taken away by the Confucian scholars and suffer great humiliation. He also ran a red bean porridge (팟죽) stall in Nagwŏndong for a time.
When tipsy, wearing only his undershirt, without a hat, holding pindaettŏk (빈대떡) in one hand, he would walk down Chongno, eating proudly. If he saw someone acting excessively gentlemanly, he would stuff pindaettŏk into their mouth, saying—"Doesn't a gentleman know the taste of pindaettŏk?"—and laugh heartily. He was good at such humorous pranks. But now, he is said to be living a quiet life with children in a place where snow falls in the North Country (北國). Perhaps he will no longer write works again? I miss him, and I want to read his new works again.
The other day—when I was up in Seoul, I met Nojak at the Cafe "Venus" (茶房 「비나쓰」) and suddenly thought: how many have vanished from the literary scene? Looking back as I take up my pen............

1. "Hometown" (故鄕). I remember crossing the mountain pass while reading this work, labeled as the winning novel, holding the autumn issue of *Chosŏn Mundan* where the cold wind brushed by.
And I read Ch'unwŏn's commentary in the post-selection critique, printed in size 6 type, stating he believed this author would have a day to make his voice heard in the future, and looked again at the author's name. It was Mr. Ch'oe Haksong. This was the first piece he submitted.
After he put out this work, news spread that he had suddenly come up to Seoul, and reports emerged that he had joined Chosŏn Mundan-sa, which was then presided over by Mr. Yi Kwangsu and managed by Mr. Pang In'gŭn. He then published the short story "Thirteen Won" (十三圓), which also received favorable reviews, and his presence in the literary world became firmly established.
From this time, I, an 18-year-old literary youth, held great expectations for this emerging writer and did not neglect to seek out and read his works.
He continued to publish works such as "The Tyrant" (暴君) (*Kaebyŏk*) and "After the Great Flood" (큰물 진 뒤) (*Kaebyŏk*), and favorable reviews circulated widely, calling him a sound writer possessed by Korea.
This was the time when I revered Mr. Ch'oe Haksong (Sŏhae) as a writer.

2. I think it was one early summer when the monsoon rain was falling. My friend Pak Wŏnho, with whom I had promised to study literature together but who has now passed away, and I were reading through all the literary sections of the monthly magazines, heads bent together. Pak suddenly <159> wiped his tears with his sleeve, told me to read this, and handed me *Chosŏn Mundan*, opened.
It was "Escape" (脫出記).
Reading through this work, written in epistolary style by the heroine "I," how much did I weep?
Unable to live—"I" leaves, man carrying burdens, woman carrying child on back. Crossing the "barbarian" pass, the mother swallows tears saying, "This place is still cold." The scene of the family gathering to make tofu with the meager earnings from selling fish and fixing floors. The wife, hungry, chewing on dried tangerine peels, sees her husband enter and buries them in the hearth ashes. The husband, blaming his wife (saying, "What are you eating alone when the whole family is starving?"), digs through the ashes, finds the tangerine peels, clenches his teeth, and weeps. Amidst this ruin, "I" still escapes and goes forth to the fields for a greater cause............
I, who had read many "bourgeois" (뿌르) novels and "pro[letarian]" (푸로) novels written either about sweet love affairs or unconditional resistance, wept with emotion upon reading this work. And I read it aloud to my younger sibling lying ill in bed, and also read it aloud to a certain lady. I recommended it to other friends, and even bought the book myself and sent it to female acquaintances.
At that time, how close a writer Mr. Ch'oe Haksong (Sŏhae) was to me............
After that, he continued to write "The Death of Paktol" (朴乭의 죽엄) and "Famine and Slaughter" (飢饉과 殺육).
As he wrote such works, I read them all, and when his collection *Bloodstains* (血痕) came out, I gladly bought it and even distributed copies to several friends. What a passionate literary youth I was!

3. However, as he gradually associated with the "bourgeois" (뿌르쪼아) writers gathering at Chosŏn Mundan-sa, the standard of his works began to decline.
Consequently, I even published a small critical piece titled "Advice to Sŏhae" (曙海에게 進言) in the *Chungoe Ilbo*. Then, as *Chosŏn Mundan* went on hiatus again, he wrote "Wife's Sleeping Face" (안해의 자는 얼골) and "Undercurrent" (底流) for *Chosŏn chi Kwang*, showing signs of a renewed start. Thus, the temporary disappointment once again brought greater expectations for him.
Then, as the management rights of *Chosŏn Mundan* passed to others, he published the masterpiece "Crimson Flame" (紅熖), causing a major sensation in the literary world, and his presence began to shine even more!

4. However, his weak will began to waver whenever confronted by the hardships of life. Because of this, he abandoned the principles he should have rightly upheld, became a captive of "journalism" (쩌나리씀), and ended up bringing despair to the public.
Moving from the *Chungoe Ilbo* to the *Maeil Sinbo*, he did not hesitate to engage in definitive XX actions.
Thus, the expectations held for him, the writer of "Escape" and "Crimson Flame," instead greatly brought despair to readers.
Indeed, he knew only life too excessively. Why could he not act more as a man of letters, as a participant in the cultural movement? <160>

**Summary**

This memoir by Min Pyŏnghwi reflects on two prominent Korean writers of the colonial period, Cho Myŏnghŭi (pen name Posŏk) and Ch'oe Haksong (pen name Sŏhae). Min recounts his initial admiration for both writers, tracing their literary development from early sentimental works (Cho) and acclaimed debut stories (Ch'oe) to powerful realist and proletarian-influenced literature like Cho's "Low Pressure" and "Nakdong River," and Ch'oe's "Escape" and "Crimson Flame." However, Min laments Cho's departure overseas (likely exile to the USSR/Manchuria) and Ch'oe's eventual perceived compromise with "journalism" and collaborationist newspapers like the *Maeil Sinbo*, which caused disillusionment among readers like himself. The article highlights the ideological ferment, literary debates (e.g., KAPF-related discussions, criticism between writers), and the immense personal and political pressures faced by Korean intellectuals and artists under Japanese colonial rule. For historians, it offers a contemporary perspective on the trajectory of key literary figures, the reception of their works, the socio-political context influencing literary production (poverty, ideological struggle, censorship implied by 'XX'), and the difficult choices writers faced between artistic/political integrity and survival.

**Named Entities**

巴人	    파인	P'ain
抱石	    포석	Posŏk
趙明熙	조명희	Cho Myŏnghŭi
曙海	    서해	Sŏhae
崔鶴松	최학송	Ch'oe Haksong
閔丙徽	민병휘	Min Pyŏnghwi
朝鮮	    조선	Chosŏn
海外	    해외	Haeoe
C村	    C촌	C Village
蘆月	    노월	Nowŏl
톨스토이	톨스토이	Tolstoy
트르케녚	트르게네프	Tŭrŭk'enyep' (Turgenev)
東京	    동경	Tonggyŏng
土月會	토월회	T'owŏrhoe
金英一	김영일	Kim Yŏngil
開闢	    개벽	Kaebyŏk
想涉	    상섭	Sangsŏp (likely Yŏm Sangsŏp)
朝鮮文壇	조선문단	Chosŏn Mundan
金基鎭	김기진	Kim Kijin
趙重滾	조중곤	Cho Chunggŏn
落東江	낙동강	Naktonggang
서울	    서울	Sŏul
朝鮮之光社	조선지광사	Chosŏn chi Kwangsa
李箕永	이기영	Yi Kiyŏng
宋影	    송영	Song Yŏng
樂園洞	낙원동	Nagwŏndong
儒林	    유림	Yurim
鍾路	    종로	Chongno
北國	    북국	Pukkuk
茶房 「비나쓰」	다방 「비너스」	Tabang "Pinassŭ" (Cafe Venus)
露雀	    노작	Nojak
故鄕	    고향	Kohyang
春園	    춘원	Ch'unwŏn (Yi Kwangsu)
李光洙	이광수	Yi Kwangsu
方仁根	방인근	Pang In'gŭn
朴元鎬	박원호	Pak Wŏnho
中外日報	중외일보	Chungoe Ilbo
每日申報	매일신보	Maeil Sinbo

**Glossary**

作家	    작가	Writer, author
付托	    부탁	Request, commission (older usage/Hanja)
벌서	    벌써	Already (older spelling)
下開하여서도	하개하여서도	Even after coming down (from Seoul) (likely dialect/older form)
몃	    몇	Several, how many (older spelling)
原稿紙	원고지	Manuscript paper
밫스나	비치나	Although I faced/shone upon (older spelling/form of 비추다)
空然한	공연한	Idle, pointless, groundless
그겄	    그것	That thing (older spelling)
몯하게	못하게	Unable to do (older spelling)
인제야	이제야	Only now (older spelling)
붓	    붓	Brush, pen
발자취	발자취	Footprints, traces
감추신	감추신	Hidden, concealed (honorific)
녯	    옛	Old, former (older spelling)
回顧	    회고	Recollection, reminiscence
이약이	이야기	Story, talk (older spelling)
이러버린	잃어버린	Lost (older spelling)
思慕	    사모	Longing, yearning
가삼	    가슴	Chest, heart (older spelling)
슷치다	스치다	To brush past, graze (older spelling)
밧	    밭	Field (used in '잔디밧' - jandibat - lawn, grass field - older spelling)
우에서	위에서	On, above (older spelling)
붙어	    부터	From (particle)
겨을	    겨울	Winter (older spelling)
因緣	    인연	Connection, tie, fate
文號	    문호	Pen name
出 版	    출판	Publication
뒤니어	뒤이어	Following that, subsequently
飜譯	    번역	Translation
모텡의	모퉁이	Corner (older spelling)
조고마한	조그마한	Small, little (older spelling)
加擔	    가담	Participation, joining
脚本	    각본	Script, screenplay
上演	    상연	Staging, performance
脚光	    각광	Spotlight
빛내게	빛내게	To make shine, gain prominence
이곧	    이곳	Here, this place (older spelling)
엇젯든	어쨌든	Anyway, in any case (older spelling)
留學生	유학생	Student studying abroad
悲慘	    비참	Misery, wretchedness
一面	    일면	One aspect, one side
思想的	사상적	Ideological
苦憫	    고민	Anguish, agony
인테리	인텔리	Intelligentsia (loanword, older transliteration)
綜合的	종합적	Comprehensive, composite
羅列	    나열	Enumeration, listing
反하야	반하여	In contrast to, contrary to
데카단	데카당	Decadent (loanword, older transliteration)
形式	    형식	Form, formality
解脫	    해탈	Liberation, emancipation
健全	    건전	Sound, healthy
一般	    일반	General public
歡心	    환심	Favor, goodwill
中篇	    중편	Medium-length work (e.g., novella)
女給	    여급	Waitress (esp. cafe/bar)
特 色	    특색	Distinctive feature, characteristic
일홈	    이름	Name (older spelling)
꽃이면서	고치면서	While fixing/changing (older form/spelling of 고치다)
發表	    발표	Publication, announcement
얻어하게	어떻게	How (older form/spelling, possibly dialectal)
評햇든고	평했던고	Did (they) evaluate/critique? (older interrogative ending)
如何	    여하	What kind, how it is
짐작햇어요	짐작했어요	I guessed, surmised (older spelling)
업는	    없는	Without, lacking (older spelling)
有力하게	유력하게	Powerfully, effectively
그럿습듸다	그렸습니다	Drew, depicted (older spelling/polite form)
無條件	무조건	Unconditional
데마	    데마	Demagogy, propaganda (loanword, likely from German 'Thema' via Japanese usage)
中傷	    중상	Slander, defamation
好評	    호평	Favorable review, good reputation
까닭	    까닭	Reason, cause
一躍	    일약	Suddenly, in one leap
轉向	    전향	Change of direction, conversion
어더	    얻어	Getting, obtaining (part of '얻어 읽다' - obtain and read)
書齊	    서재	Study room
外界	    외계	Outside world
소래	    소리	Sound (older spelling)
追憶	    추억	Reminiscence, recollection
이르킨다	일으킨다	To cause, evoke (older spelling)
月給	    월급	Monthly salary
몃	    몇	A few, several (older spelling)
푼	    푼	Unit of old Korean currency; small amount of money
바더들고	받아들고	Receiving and holding (older spelling)
밤샛것	밤새껏	All night long (older spelling/form)
뉘우치는	뉘우치는	Regretting, repenting
쓰린	    쓰린	Bitter, painful
不過	    불과	Merely, only
確實	    확실	Certain, definite, solid
仰象	    앙상	Image, representation (less common Hanja term, possibly error for 樣相?)
無氣力	무기력	Lethargy, powerlessness
知識階級	지식계급	Intellectual class
典型	    전형	Archetype, typical example
아즉끗	아직껏	Still, yet (older spelling)
其后	    기후	After that (less common Hanja term for 그 후)
쎈세이숀	센세이션	Sensation (loanword)
이르킨	일으킨	Caused, provoked (older spelling)
기슭	    기슭	Bank (of a river), foot (of a mountain)
鬪爭	    투쟁	Struggle, fight
犧牲	    희생	Sacrifice
얼크러지는	얽히는	Entangled, intertwined
同志	    동지	Comrade
威溺	    위력	Power, might (likely typo for 威力)
文章	    문장	Writing, prose
마저	    맞아	Meeting, welcoming
千年	    천년	Thousand years
萬年	    만년	Ten thousand years
이즐쏘냐	잊을쏘냐	How could I forget? (rhetorical, older form)
離別	    이별	Parting, separation
不運	    불운	Misfortune, bad luck
百丁	    백정	Outcaste (butcher class in traditional Korea)
評價	    평가	Evaluation, appraisal
나린	    내린	Given, bestowed (older spelling/form of 내리다)
反駁	    반박	Rebuttal, refutation
엇젯든	어쨌든	Anyway, in any case (older spelling)
相互	    상호	Mutual
批判	    비판	Criticism
紀念	    기념	Commemoration
늣기여진다	느껴진다	Is felt (older spelling/form of 느껴지다)
굵은 線	굵은 선	Bold line(s)
뵈운	    뵈온	Met, saw (humble form, older spelling)
점잔은	점잖은	Dignified, gentle (older spelling)
타입	    타입	Type (loanword)
자미	    재미	Interest, fun (older spelling)
예비소트	에피소드	Episode, anecdote (loanword, older transliteration)
沈黙	    침묵	Silence
읽즉이	일찍이	Early on (older spelling)
老論少論	노론소론	Noron and Soron (Joseon Dynasty political factions, used here metaphorically)
痛罵	    통매	Severe criticism, denunciation
演說	    연설	Speech, address
三寸	    삼촌	Uncle
關係	    관계	Relation, connection
팟죽	    팥죽	Red bean porridge
얼근히	얼근히	Tipsily, slightly drunk
샤쓰	    셔츠	Shirt (loanword, older transliteration)
빈대떡	빈대떡	Mung bean pancake
紳士然	신사연	Acting like a gentleman
快笑	    쾌소	Hearty laugh
유모라쓰	유머러스	Humorous (loanword, older transliteration)
작란	    장난	Prank, mischief (older spelling)
십다	    싶다	To want to (older spelling)
前日	    전일	The other day, previously
펴들고	펴들고	Opening and holding
入選	    입선	Winning (a contest/selection)
選後感	선후감	Comments after selection/judging
活字	    활자	Printing type
后日	    후일	Future day, later
밋고	    믿고	Believing (older spelling)
主宰	    주재	Presiding over, supervision
經營	    경영	Management, operation
入社	    입사	Joining a company
報導	    보도	Report, news
밧게	    받게	To receive (older spelling)
確然히	확연히	Clearly, distinctly
서잇게	서 있게	To be standing, established (older spelling)
붙어	    부터	From (particle)
期待	    기대	Expectation, anticipation
게을니	게을리	Negligently, lazily (older spelling)
안엇다	않았다	Did not (older spelling)
근전한	건전한	Sound, healthy (likely typo for 健全한)
자자하게	자자하게	Widely (of rumors/reputation)
崇拜	    숭배	Reverence, worship
듸저	    뒤져	Searching through (older spelling)
팔소매	팔소매	Sleeve
씿으며	씻으며	Wiping (older spelling)
脫出記	탈출기	Record of escape, escape chronicle
히로인	히로인	Heroine (loanword)
편지체	편지체	Epistolary style
男負女載	남부여대	Man carrying load on back, woman carrying load on head (idiom for refugees/poor migrants)
칩고나	춥구나	It's cold! (exclamatory, older spelling)
먹음는	머금는	Holding back (tears) (older spelling)
밋천	    밑천	Capital, seed money (older spelling)
모히여	모이어/모여	Gathering (older spelling)
곱허서	고파서	Being hungry (older spelling)
굴껍흘	귤껍질	Tangerine peel (older spelling)
안젓다가	앉았다가	While sitting (older spelling)
아궁이	아궁이	Fire pit under floor heating (ondol)
무더	    묻어	Burying (older spelling)
안해	    아내	Wife (older spelling)
굼는데	굶는데	While starving
귤껍흘	귤껍질	Tangerine peel (older spelling)
해탈	    해탈	Liberation, release (Buddhist term, used metaphorically)
터로	    터로	To the site/ground/field
들녀주엇고	들려주었고	Read aloud for someone (older spelling)
마님	    마님	Madam, lady (respectful term)
들녀들엿다	들려 드렸다	Read aloud for someone (honorific, older spelling)
스사로	스스로	Oneself (older spelling)
冊	    책	Book
여성	    여성	Woman, female
創作集	창작집	Collection of original works
血痕	    혈흔	Bloodstain
나누어까지	나누어까지	Even sharing/distributing
熱情的	열정적	Passionate, ardent
뿌르쪼아	부르주아	Bourgeois (loanword, older transliteration)
사귀여	사귀어	Associating with (older spelling)
水準	    수준	Level, standard
抵下	    저하	Decline, lowering
그리해서	그리해서	Therefore, consequently
進言	    진언	Advice, counsel (often to a superior)
休刊	    휴간	Suspension of publication
얼골	    얼굴	Face (older spelling)
底流	    저류	Undercurrent
再出發	재출발	New start, restart
色彩	    색채	Color, tone, characteristic
一時的	일시적	Temporary
失望	    실망	Disappointment
가저다	가져다	Bringing (older spelling)
經營權	경영권	Management rights
他人	    타인	Others, another person
傑作	    걸작	Masterpiece
紅熖	    홍염	Crimson flame
一大	    일대	Great, major
빗나기	빛나기	To shine (older spelling)
意志	    의지	Will, volition
부대칠	부딪칠	To collide with, encounter (older spelling)
움지기기	움직이기	To move, waver (older spelling)
그럽으로	그러므로	Therefore (older spelling)
