Magazine Title: 동광 제32호
Publication Date: 1932년 04월 01일
Article Title: 黙想錄 (Musing Record)
Author: 春園 (Ch'unwŏn)
Article Type: 문예기타 (Miscellaneous Literary Piece)

Musing Record
						Ch'unwŏn

My View of Life as a Korean

1
Recently, I have received several dozen letters from unknown brethren asking questions like:
1. What kind of view of life should Koreans have?
2. What should Korean youth do for Korea?
Every time I receive such letters, I feel deep emotion and a heavy sense of responsibility. My inability to reply immediately is partly due to the busyness of my profession, but also because I realized I could not possibly answer with a simple letter. I must first ask for the understanding of these unknown brethren.

2
This question is indeed a grave and urgent one. However, I cannot help but lament my lack of qualification to answer it. Yet, I cannot remain silent in the face of the sincere questions from these unknown brethren.
Therefore, I have no choice but to lay bare the view of life I hold as a Korean, letting it serve as my reply to these precious questions.

3
Firstly, regarding the explanation of social phenomena, I am a mind-matter dualist (物心二元論者). This is not speaking of the substance in a metaphysical sense. Rather, it is my own principle for explaining social phenomena in a common-sense way. I believe that not only the cultural actions of humankind but even economic actions are by no means determined solely by geographical conditions such as climate and topography, physiological conditions like hunger and sexual desire, or sociological conditions like institutions. They are also determined by individual will—a moral will that goes beyond instinctive impulses. For example, Marx writing *Das Kapital* certainly did not stem from his own hunger or sexual desire, nor do I think it was solely dictated by the social environment of Germany at the time. We believe that important factors that led Marx to write *Das Kapital* include his unique sense of justice, sense of truth, diligence, and genius.
I believe the same applies to Śākyamuni, Jesus, Sun Wen, Gandhi, and Mussolini. That is, social phenomena (setting aside physical phenomena) arise when objective conditions,<72> i.e., material conditions, and subjective conditions, i.e., psychological conditions, coincide. Especially for cultural and high-level phenomena, beyond the instinctive and elementary, I believe the role of mental conditions is significant.
Going a step further, into the question of what the ultimate substance is—matter or mind—this has been debated by philosophers since Thales (타래스). However, it is ultimately idle talk among philosophers, almost the same kind of argument as whether the chicken or the egg (닭알) came first. Not only is it beyond the reach of a low-level common-sense person like myself, but I also believe it is not a particularly necessary topic for practical movements.

4
In the sense mentioned in the preceding section, I am a mind-matter dualist, and therefore, I think about the Korean problem based on this principle. I don't think it's necessary to borrow the pragmatism (프랙매티즘) of Mill or James to explain my stance. (Hereafter, 71 lines omitted - original text)

Slogan for the Korean People

O Teacher Yi Kwang-su.
Since this is the time, we need to put up a slogan and do XX. What should be the slogan for the Korean people? (Sŏnch'ŏn Suba)

O To Sŏnch'ŏn Suba-saeng,
I dare not presume to state the slogan for the Korean people. However, my personal motto for life is as follows:
1. Let's think for Korea at least once a day.
2. For Korea, whenever meeting someone, let's say at least one word about Korea.
3. Let's seek out and associate with those who have the spirit to love Korea and devote all or part of their time and property for Korea.
4. Let my words, writings, or actions always take Korea as their subject.
5. Among compatriots, let's practice non-resistance (in personal attacks, factional strife, etc.).
The above five articles are what I usually practice, but if a slogan were to be put forth for all of Korea, perhaps it would be these two:
"Do your own work yourself."
"The object of our recognition is the Korean people."
In other words (換言하면), know the mindset of relying on others, the mindset of begging, the mindset of requesting (as individuals or as a people) as you would the enemy who killed your father. Discard the ideology of worshipping foreign powers and immature cosmopolitanism, and based on the reality of the ethnic collective, forge your own destiny with your own strength (自力). (Yi Kwang-su)

The View of Life Koreans Should Have

O Teacher Yi Kwang-su.
Teacher, are you well?
If you could publish, even in outline form, in "Tonggwang," what view of life the Korean people should have now, I would be grateful. (Ham Sŏng-t'aek)

O To Mr. Ham Sŏng-t'aek,
I don't think there should be a special view of life specifically for the Korean people. Even as individuals, doesn't each person have their own view of life? If framed as "a view of life as a member of the Korean people," it would have a special meaning.
The view of life as a member of the Korean people could be stated as:
"The right path in life is to sacrifice one's own interests, hardships, and pleasures with a spirit of self-reliance and self-support for the freedom and happiness of future generations (後孫)."
That might be it. (Yi Kwang-su)<73>

**Summary**

Yi Kwang-su (writing under the pen name Ch'unwŏn) addresses questions from readers about the appropriate "view of life" (人生觀) for Koreans and what actions they should take. He defines his own stance as a "mind-matter dualist," arguing that both material conditions and individual moral will shape social phenomena. Responding to specific questions, he offers his personal mottos focused on constant thought and action for Korea, associating with like-minded individuals, and practicing non-resistance among compatriots. For a national slogan, he suggests self-reliance ("Do your own work yourself") and focusing consciousness on the Korean nation itself, rejecting dependency and foreign adoration. He concludes that the core "view of life" for a Korean should be sacrificing personal concerns with a spirit of self-reliance for the freedom and happiness of future generations.

Historically, this article is significant as it reflects the internal discourse among Korean intellectuals during the Japanese colonial period regarding national identity, agency, and the path forward. Yi Kwang-su's emphasis on "mind-matter dualism" subtly counters purely materialistic or deterministic views (perhaps implicitly Marxism, though he mentions Marx) by stressing the role of individual will and morality. His call for self-reliance (自力), national consciousness, and sacrifice for future generations encapsulate key themes of nationalist thought under oppression, albeit framed carefully to navigate censorship. His advocacy for "non-resistance" among Koreans hints at the debilitating internal factionalism that plagued nationalist movements. Historians might find the blend of philosophical justification (dualism, pragmatism mention) with practical, nation-focused maxims particularly revealing of Yi's attempts to construct a viable ideology for Koreans under severe political constraints.

**Named Entities**

Original Form	Hangul	English Translation or Romanization
春園	춘원	Ch'unwŏn (pen name of Yi Kwang-su)
朝鮮	조선	Chosŏn (Korea)
獨逸	독일	Togil (Germany)
맑스	맑스	Marx
釋迦	석가	Sŏkka (Śākyamuni/Buddha)
예수	예수	Yesu (Jesus)
孫文	손문	Son Mun (Sun Wen/Sun Yat-sen)
간디	간디	Kandi (Gandhi)
무소리니	무솔리니	Musollini (Mussolini)
타래스	탈레스	T'allesŭ (Thales)
宣川 水波	선천 수파	Sŏnch'ŏn Suba (Name/Pseudonym of reader from Sŏnch'ŏn)
李光洙	이광수	Yi Kwang-su
咸成宅	함성택	Ham Sŏng-t'aek

**Glossary**

Original Word	Standard Hangul	English Translation/Explanation
近日	근일	Recently
未知	미지	Unknown
붙어	로부터	From (Older particle form)
어떠한	어떠한	What kind of
슳버하지	슬퍼하지	To not be sad (Older spelling of 슬퍼하다)
披瀝	피력	To express candidly, lay bare
物心二元論者	물심이원론자	Mind-matter dualist
形而上學的	형이상학적	Metaphysical
本體物	본체물	Substance, noumenon
찰하리	차라리	Rather (Older spelling)
氣候	기후	Climate
風土	풍토	Natural features, topography and climate
飢餓	기아	Hunger, starvation
性慾	성욕	Sexual desire
意慾	의욕	Will, volition
本能的	본능적	Instinctive
衝動	충동	Impulse
道德的	도덕적	Moral
要因	요인	Factor, main cause
獨特한	독특한	Unique, peculiar
正義感	정의감	Sense of justice
眞理感	진리감	Sense of truth
勤勉	근면	Diligence
天才	천재	Genius
客觀的	객관적	Objective
心理條件	심리조건	Psychological condition
合致하야	합치하여	Coinciding, matching (Older conjugation)
究極	궁극	Ultimate
本體	본체	Essence, substance, true nature
閑話題	한화제	Idle talk, trivial topic
닭알	달걀	Egg (Older/dialectal form)
企及할	기급할	To reach, attain (Often used in humble contexts)
프랙매티즘	프래그머티즘	Pragmatism
標語	표어	Slogan, motto
만츰	만큼	As much as, to the extent that (Older spelling)
座右銘	좌우명	Motto (kept close for guidance)
사고이자	사귀고자	Seeking to associate with (Older form/spelling)
派爭	파쟁	Factional strife
認識	인식	Recognition, awareness, cognition
對象	대상	Object, target
換言하면	환언하면	In other words
依賴	의뢰	Reliance, dependence
哀乞	애걸	Begging, pleading
求請	구청	Requesting, soliciting
殺父之讎	살부지수	Enemy who killed one's father (metaphor for deep hatred)
拜外思想	배외사상	Ideology of worshipping foreign things/powers
섯브른	서투른	Immature, hasty, clumsy (Older spelling)
世界主義	세계주의	Cosmopolitanism
立脚	입각	Being based on, founded on
自力	자력	One's own strength, self-reliance
開拓	개척	To pioneer, develop, cultivate
人生觀	인생관	View of life, outlook on life
槪括的	개괄적	General, summary, outline
後孫	후손	Descendants, posterity
自立自活	자립자활	Self-reliance and self-support
利害苦樂	이해고락	Interests, hardships, and pleasures (Lit. advantages/disadvantages, suffering/joy)
犧牲	희생	Sacrifice


---------------------------


잡지명	동광 제32호
발행일	1932년 04월 01일
기사제목	黙想錄
필자	春園
기사형태	문예기타

黙想錄
						春園
朝鮮人으로의 내 人生觀
1
나는 近日에 未知의 兄弟로붙어
1. 朝鮮人은 어떠한 人生觀을 가질 것이냐,
2. 朝鮮靑年으로서 朝鮮을 위하야 할 일이 무엇이냐,
하는 종류의 편지를 수십장이나 받앗다. 나는 이러한 편지를 받을 때마다 깊은 感動과 무거운 責任感을 느꼇다. 곧 答狀을 못한 것은 職業의 奔走에도 의한 것이지마는 도저히 간단한 편지로 대답할 수 없음을 깨달앗음이다. 나는 먼저 이들 未知의 兄弟에 대하야 諒解를 구하지 아니할 수 없다.

2
이 문제는 과연 중대한 문제요 또 緊急한 문제다. 그러나 나는 이 문제에 대하야 대답할 資格이 없음을 슳버하지 아니할 수 없다. 그러나 나는 이 未知의 兄弟들의 精誠스러운 질문에 대하야 沈黙을 지킬 수는 없다.
이에 나는 내가 朝鮮人으로 가지고 잇는 人生觀을 披瀝하야 이 貴重한 질문에 대한 答狀을 삼을 수밖에 없다.

3
첫재로 나는 社會現象을 설명함에 대하여서는 物心二元論者다. 이것은 形而上學的으로 本體物을 말하는 것이 아니라. 찰하리 常識的으로 社會現象을 설명하는 나 자신의 原理다. 人類의 文化的 行動뿐 아니라 經濟的 行動까지도 결코 氣候 風土 등 地理的 條件, 飢餓, 性慾 등 生理學的 條件, 制度와 같은 社會學的 條件으로만 규정되는 것이 아니오 또한 개인의 意慾-本能的 衝動 이상의 道德的 意慾에 의하야 규정됨을 나는 믿는다. 例를 들면 맑스가 資本論을 쓴 것은 결코 맑스 자신의 飢餓나 性慾에서 나온 것이 아님은 물론이어니와 반드시 당시 獨逸의 社會環境의 시킨 바 뿐이 아니라고 생각한다. 우리는 맑스로 하여곰 資本論을 쓰게 한 것 중에 중요한 要因이 그의 獨特한 正義感, 眞理感과 및 勤勉과 天才라고 아니할 수 없다고 믿는다.
